flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h080_value_mode,h080_alpha,candidate_id,h080_row_expanded
377,53,id02,2024-10-10,2024-10-09,S4,6,0.8766311590978245,0.9021072348317938,0.0031995484670818,0.9049371428571428,0.7900571428571428,0.8306999428571427,0.0395571428571428,0.1785714285714285,0.8480454857142856,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.26412305288345095,-2.6212193841284653e-06,-0.0031797068539505,1.0,1.0,1.0,0.0,0.0,0.29563486801829614,0.17857142857142858,0.8514285714285714,0.8531428571428571,0.0,0.0,,0.9341742857142857,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
466,66,id03,2024-08-25,2024-08-24,S2,4,0.526553215055173,0.4799149498250854,0.0043544738546251,0.90856,0.7341371428571428,0.8061385714285714,0.0472142857142857,0.1785714285714285,0.86217,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1922186917088567,-3.661180050108007e-06,-0.004317662839187916,1.0,1.0,1.0,0.0,0.0,0.1865304446775327,0.17857142857142858,0.7394285714285714,0.7417142857142857,0.0,0.0,,0.9300942857142859,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
20,2,id01,2024-08-02,2024-08-01,S4,6,0.4013011799248306,0.357790335207552,0.0039931377581028,0.8997200000000001,0.7792171428571428,0.8234153714285715,0.0468428571428571,0.1785714285714285,0.8275347428571428,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.19029803102774154,-3.202930044517123e-06,-0.00397955982906073,1.0,1.0,1.0,0.0,0.0,0.1648598208886935,0.17857142857142858,0.7028571428571428,0.7062857142857143,0.0,0.0,,0.9276428571428571,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1136,162,id07,2024-07-24,2024-07-23,Q3,2,0.5480080654984324,0.604765518231246,0.0065655413443055,0.9641142857142858,0.6345771428571428,0.7854725142857144,0.1170428571428571,0.1785714285714285,0.83372,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2364693808535908,-1.8300853843987567e-05,-0.006522240629503193,1.0,1.0,1.0,0.0,0.0,0.29736165216129934,0.17857142857142858,0.8531428571428571,0.8548571428571429,0.0,0.0,,0.9273800000000001,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
35,5,id01,2024-08-06,2024-08-05,Q1,0,0.1250884806363739,0.0963479988481428,0.0040553539652491,0.8568685714285715,0.6886171428571428,0.7593840571428572,0.0964714285714285,0.1785714285714285,0.6987478857142857,1.0,0.0,0,20.0,21.330570287203525,4.0,1.0,-0.23347277785373455,-4.160875554438464e-06,-0.0033207582323989,1.0,1.0,1.0,1.0,0.0,0.1675932988391825,0.17857142857142858,0.7085714285714285,0.7108571428571429,1.0,1.0,episode_neighbor_q061,0.9273771428571427,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
89,12,id01,2024-08-15,2024-08-14,S3,5,0.8372632240978997,0.8071090995988844,0.0031851797663658,0.8477257142857144,0.6085171428571429,0.7160738857142859,0.0605,0.1785714285714285,0.8065995428571431,1.0,0.0,0,21.0,21.77752501423886,4.0,1.0,-0.18211962651175537,-3.4491767104507523e-06,-0.002906993499128983,1.0,1.0,1.0,1.0,0.0,0.2310712767541967,0.17857142857142858,0.7971428571428572,0.7982857142857143,1.0,1.0,seed_q061_companion,0.9243199999999999,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1502,214,id09,2024-08-21,2024-08-20,S2,4,0.7926331365803142,0.8231729173158806,0.0029491144830305,0.883702857142857,0.7187171428571428,0.7860190285714284,0.0515,0.1785714285714285,0.836496,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1981878221007475,-2.814341170893363e-06,-0.0029342002790343513,1.0,1.0,1.0,0.0,0.0,0.2338038389246269,0.17857142857142858,0.8022857142857143,0.8034285714285714,0.0,0.0,,0.9224028571428572,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
971,138,id06,2024-07-18,2024-07-17,S3,5,0.9951216136908172,0.9996862736136602,0.0037142326506797,0.8294171428571429,0.804777142857143,0.8018034857142857,0.0383,0.1785714285714285,0.8674930285714286,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,2.7927174053603614,-1.18473429816903e-06,-0.003706974374250766,1.0,1.0,1.0,0.0,0.0,2.389923684337805,0.17857142857142858,0.9725714285714285,0.9725714285714285,0.0,0.0,,0.9218714285714287,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
384,54,id02,2024-10-12,2024-10-11,S4,6,0.8754538798678919,0.9050526737466154,0.0043292918013192,0.9016857142857142,0.6424971428571429,0.7588432571428572,0.0341857142857142,0.1785714285714285,0.8603146285714287,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.3062499220798106,-2.3034144022578705e-06,-0.004308262971358379,1.0,1.0,1.0,0.0,0.0,0.3577227860854628,0.17857142857142858,0.892,0.8937142857142857,0.0,0.0,,0.9211457142857143,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
907,129,id06,2024-07-08,2024-07-07,S2,4,0.993291558834372,0.999999,0.0067212260474213,0.8325428571428574,0.663397142857143,0.7361856571428573,0.0337285714285714,0.1785714285714285,0.8205600000000001,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,8.705748307653971,-1.6592991212819532e-06,-0.006721138869460536,1.0,1.0,1.0,0.0,0.0,2.313016074177314,0.17857142857142858,0.972,0.972,0.0,0.0,,0.9199457142857143,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
502,71,id03,2024-09-17,2024-09-16,S3,5,0.5292676057759682,0.5689504614130705,0.003173529225227,0.9242057142857142,0.7208971428571429,0.8067097714285714,0.0553285714285714,0.1785714285714285,0.9034354285714286,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.15818880575732855,-3.4448668054952792e-06,-0.0031214953283770414,1.0,1.0,1.0,0.0,0.0,0.14835587448199217,0.17857142857142858,0.6714285714285714,0.6817142857142857,0.0,0.0,,0.9197857142857144,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
462,66,id03,2024-08-25,2024-08-24,Q1,0,0.9886989098935578,0.9978929376656788,0.0056976127330777,0.8410285714285715,0.7341371428571428,0.7740702285714285,0.1028142857142857,0.1785714285714285,0.730296,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,1.7388160146681895,-1.8413327385680252e-06,-0.0056740140527999005,1.0,1.0,1.0,0.0,0.0,1.68917295877494,0.17857142857142858,0.9708571428571429,0.9708571428571429,0.0,0.0,,0.9192942857142858,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
921,131,id06,2024-07-10,2024-07-09,S2,4,0.8829916701436188,0.8543097895781325,0.0037298200377897,0.86828,0.6308571428571428,0.7370014285714286,0.0366999999999999,0.1785714285714285,0.816018,1.0,0.0,0,20.0,17.52959496159584,3.0,1.0,-0.2599301853930716,-2.8767822634616726e-06,-0.0036950639691605376,1.0,1.0,1.0,0.0,0.0,0.2958628776992405,0.17857142857142858,0.852,0.8537142857142858,0.0,0.0,,0.9172371428571429,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
186,26,id01,2024-09-15,2024-09-14,S2,4,0.6685569600261898,0.7225620829407688,0.0067851133755133,0.834422857142857,0.660397142857143,0.7356565142857143,0.0433,0.1785714285714285,0.765432,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.26156428871855125,-3.775341797504456e-06,-0.0067603091277107265,1.0,1.0,1.0,0.0,0.0,0.16568208708149468,0.17857142857142858,0.7045714285714286,0.7074285714285714,0.0,0.0,,0.9145628571428571,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
927,132,id06,2024-07-11,2024-07-10,S1,3,0.9088797406235304,0.8914753701973694,0.0017331219406714,0.89912,0.7058171428571429,0.7858910285714287,0.0697,0.1785714285714285,0.8322325714285715,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1914964209697936,-2.68187715625001e-06,-0.001703616313125201,1.0,1.0,1.0,0.0,0.0,0.31079963620517775,0.17857142857142858,0.8628571428571429,0.864,0.0,0.0,,0.9135228571428573,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1445,206,id09,2024-08-11,2024-08-10,S1,3,0.8593895130538292,0.896012637862829,0.006017119918278,0.8613085714285715,0.5541171428571429,0.6974203999999999,0.0339571428571428,0.1785714285714285,0.793752342857143,1.0,0.0,0,20.0,17.52959496159584,3.0,1.0,0.35127452266350495,-2.9880647027433073e-06,-0.005980833083906568,1.0,1.0,1.0,0.0,0.0,0.3646066886664514,0.17857142857142858,0.8965714285714286,0.8977142857142857,0.0,0.0,,0.9112428571428572,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
46,6,id01,2024-08-07,2024-08-06,S2,4,0.5542707137333157,0.5079000114409025,0.0043286808494996,0.8142285714285714,0.6720971428571428,0.7310633714285715,0.0538428571428571,0.1785714285714285,0.76602,1.0,0.0,0,17.0,15.930570287203523,3.0,1.0,-0.187477432001766,-2.322773919911558e-06,-0.004302799762733947,1.0,1.0,1.0,0.0,0.0,0.24382015764192277,0.17857142857142858,0.8154285714285714,0.8154285714285714,0.0,0.0,,0.9092485714285714,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
937,133,id06,2024-07-12,2024-07-11,S4,6,0.9169623290549336,0.9357196665169352,0.0024895142176649,0.9279714285714286,0.6680171428571429,0.7825090857142858,0.0832714285714285,0.1785714285714285,0.8436507428571429,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2798614083968501,-6.710776769484949e-06,-0.0024696873765104608,1.0,1.0,1.0,0.0,0.0,0.1361827791203361,0.17857142857142858,0.6462857142857142,0.6582857142857143,0.0,0.0,,0.9087285714285713,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1658,236,id10,2024-08-19,2024-08-18,S4,6,0.7306197338231385,0.7612922910500771,0.0024515867134484,0.8182571428571429,0.8643771428571428,0.8240482857142857,0.0669571428571428,0.1785714285714285,0.7757945142857142,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.16663899465168153,-1.4757465454695117e-06,-0.002438683837664951,1.0,1.0,1.0,0.0,0.0,0.2627667823580315,0.17857142857142858,0.8285714285714286,0.8302857142857143,0.0,0.0,,0.9072542857142858,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
376,53,id02,2024-10-10,2024-10-09,S3,5,0.9144707976551656,0.931054944716568,0.0018726576192111,0.8061999999999998,0.7900571428571428,0.7819445142857142,0.0514714285714285,0.1785714285714285,0.8195286857142856,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.23726677951948788,-1.184436786337625e-06,-0.0018610154020405412,1.0,1.0,1.0,0.0,0.0,0.5212838880077199,0.17857142857142858,0.9382857142857143,0.9382857142857143,0.0,0.0,,0.9028428571428573,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1746,249,id10,2024-09-27,2024-09-26,S1,3,0.3773608752980388,0.3127624333247269,0.0091155735311322,0.8831542857142858,0.5179971428571428,0.690814,0.0579857142857142,0.1785714285714285,0.8190133714285714,1.0,0.0,0,17.0,15.930570287203523,3.0,1.0,-0.2939231827999586,-2.7952532143322394e-06,-0.00906111849286485,1.0,1.0,1.0,0.0,0.0,0.35273148261315135,0.17857142857142858,0.8868571428571429,0.8891428571428571,0.0,0.0,,0.9020028571428572,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1503,214,id09,2024-08-21,2024-08-20,S3,5,0.6858424350085603,0.7225043270180118,0.0031905207224115,0.8021714285714285,0.7187171428571428,0.7471122857142856,0.0465,0.1785714285714285,0.8064082285714287,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1771164339803433,-1.3724855711208028e-06,-0.0031741154427770714,1.0,1.0,1.0,0.0,0.0,0.28004455778825915,0.17857142857142858,0.8422857142857143,0.8434285714285714,0.0,0.0,,0.9013914285714286,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
963,137,id06,2024-07-17,2024-07-16,S2,4,0.9134919808146024,0.8900304229882968,0.0032313708368596,0.8188000000000001,0.600277142857143,0.6982935428571428,0.0407857142857142,0.1785714285714285,0.79347,1.0,0.0,0,15.0,12.2084399505488,3.0,1.0,-0.2687242024435843,-1.7241591189427524e-06,-0.00322659308870883,1.0,1.0,1.0,0.0,0.0,0.6268172553376072,0.17857142857142858,0.952,0.952,0.0,0.0,,0.9011685714285715,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1329,189,id08,2024-08-11,2024-08-10,S4,6,0.4246553606202554,0.3919782059976133,0.0022016770157088,0.7996057142857145,0.8004371428571428,0.7841337714285714,0.0776142857142857,0.1785714285714285,0.7044411428571429,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.13975771106675458,-2.3806470250232578e-06,-0.0021917550471682768,1.0,1.0,1.0,0.0,0.0,0.16725261081432208,0.17857142857142858,0.7068571428571429,0.7097142857142857,0.0,0.0,,0.8991742857142858,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1711,244,id10,2024-09-21,2024-09-20,S1,3,0.6570069758137274,0.7044112167767673,0.0051085523360339,0.9252171428571428,0.5386171428571429,0.7205381142857143,0.0719285714285714,0.1785714285714285,0.8482669714285714,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2219121507086019,-5.274159914114784e-06,-0.005075383158463533,1.0,1.0,1.0,0.0,0.0,0.16113157185949595,0.17857142857142858,0.6948571428571428,0.7,0.0,0.0,,0.8987914285714287,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
901,128,id06,2024-07-07,2024-07-06,S3,5,0.9451213960952204,0.9623329299678068,0.0031917864442314,0.9410171428571428,0.7328571428571429,0.8205538857142858,0.0648714285714285,0.1785714285714285,0.9198020571428572,0.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.38903022325333403,-5.927972550244808e-06,-0.0031433977715138333,1.0,1.0,1.0,0.0,0.0,0.2946699310313275,0.17857142857142858,0.8508571428571429,0.852,0.0,0.0,,0.8984657142857144,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
859,122,id05,2024-11-14,2024-11-13,S3,5,0.1478002888054552,0.1729544664861864,0.0024033951955714,0.744937142857143,0.6462571428571428,0.6840978857142859,0.0748714285714285,0.1785714285714285,0.712725942857143,1.0,0.0,0,25.0,25.17191757524078,4.0,1.0,0.1584252784674848,-1.5057895953407752e-06,-0.0021742030527651885,1.0,1.0,1.0,1.0,0.0,0.3845941387509766,0.17857142857142858,0.9091428571428571,0.9097142857142857,1.0,1.0,seed_q061_companion,0.89752,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
382,54,id02,2024-10-12,2024-10-11,S2,4,0.9874623635995506,0.9992950594187844,0.0098742249193968,0.9167085714285712,0.6424971428571429,0.7666969714285714,0.0287285714285714,0.1785714285714285,0.902598,0.0,0.0,0,21.0,18.02115831398056,3.0,1.0,2.905901483795855,-2.5628818118615666e-06,-0.009858409338514892,1.0,1.0,1.0,0.0,0.0,1.6932211119844371,0.17857142857142858,0.9714285714285714,0.9714285714285714,0.0,0.0,,0.8954885714285715,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1032,147,id06,2024-08-21,2024-08-20,S1,3,0.8197434756711621,0.7976209961924992,0.0016063944517614,0.7926799999999999,0.920377142857143,0.8375433714285716,0.0696714285714285,0.1785714285714285,0.7613571428571427,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.14505371953547885,-1.105255216102552e-06,-0.001599304814750817,1.0,1.0,1.0,0.0,0.0,0.3964994093128676,0.17857142857142858,0.9125714285714286,0.9131428571428571,0.0,0.0,,0.8953057142857144,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
503,71,id03,2024-09-17,2024-09-16,S4,6,0.151919945231375,0.1195855607470878,0.0043236884679423,0.92712,0.7208971428571429,0.8086667999999999,0.0471,0.1785714285714285,0.8664987428571428,0.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.27298229571653027,-3.5870002208546017e-06,-0.00425572403018909,1.0,1.0,1.0,0.0,0.0,0.24826494375618655,0.17857142857142858,0.8205714285714286,0.8205714285714286,0.0,0.0,,0.8948257142857142,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
61,8,id01,2024-08-10,2024-08-09,S3,5,0.8319663663360969,0.8089803247188759,0.001825526680081,0.8069142857142857,0.695977142857143,0.7370359428571429,0.0889571428571428,0.1785714285714285,0.7402998857142857,1.0,0.0,0,16.0,15.182109962689523,3.0,1.0,-0.15967595995242975,-3.3124642393767044e-06,-0.0018002387634287879,1.0,1.0,1.0,0.0,0.0,0.17726144488166032,0.17857142857142858,0.7211428571428572,0.7234285714285714,0.0,0.0,,0.8937457142857141,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
468,66,id03,2024-08-25,2024-08-24,S4,6,0.1090691589631718,0.0925354210128106,0.0014742532697309,0.8057142857142858,0.7341371428571428,0.7542016571428571,0.0691285714285714,0.1785714285714285,0.7550506285714286,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1881848605189606,-1.5056521501758395e-06,-0.0014624604662128366,1.0,1.0,1.0,0.0,0.0,0.3646583484587129,0.17857142857142858,0.8971428571428571,0.8982857142857142,0.0,0.0,,0.8934485714285715,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1743,249,id10,2024-09-27,2024-09-26,Q1,0,0.5153371494238242,0.5665063514900192,0.0052617869567525,0.91884,0.5179971428571428,0.707604857142857,0.0931285714285714,0.1785714285714285,0.7574964571428573,1.0,0.0,0,17.0,15.930570287203523,3.0,1.0,0.21032318317324938,-7.367370657414985e-06,-0.005222075570371006,1.0,1.0,1.0,0.0,0.0,0.1706376688105969,0.17857142857142858,0.7114285714285714,0.7137142857142857,0.0,0.0,,0.8924314285714288,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
964,137,id06,2024-07-17,2024-07-16,S3,5,0.965694943919707,0.9745020842347952,0.0012820487980551,0.8599885714285714,0.600277142857143,0.7156199428571428,0.1068714285714285,0.1785714285714285,0.8230402285714287,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.3115195451401728,-2.833868381996585e-06,-0.0012728877921682085,1.0,1.0,1.0,0.0,0.0,0.4089797658704055,0.17857142857142858,0.9182857142857143,0.9182857142857143,0.0,0.0,,0.8912142857142857,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
1553,221,id09,2024-09-13,2024-09-12,S4,6,0.7573026823379848,0.7852051092295687,0.0021770341344308,0.8095600000000001,0.740097142857143,0.7598978857142857,0.0528142857142857,0.1785714285714285,0.7509065142857143,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.15616416800952618,-1.6636933226436283e-06,-0.002141887807695582,1.0,1.0,1.0,0.0,0.0,0.16352644681135123,0.17857142857142858,0.6977142857142857,0.7034285714285714,0.0,0.0,,0.8912028571428573,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
795,113,id05,2024-10-07,2024-10-06,S2,4,0.2280191339382252,0.1852688184617634,0.0054469246426024,0.8414057142857143,0.7425371428571429,0.7782409714285714,0.0503571428571428,0.1785714285714285,0.7976160000000001,0.0,0.0,0,16.0,13.139398440981441,3.0,1.0,-0.2610573198802019,-2.7477631126037636e-06,-0.0054309698321993085,1.0,1.0,1.0,0.0,0.0,0.29354100249222104,0.17857142857142858,0.8497142857142858,0.8502857142857143,0.0,0.0,,0.8906771428571427,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
271,38,id02,2024-09-06,2024-09-05,S3,5,0.9381766551384754,0.9649408082535323,0.007255246807769,0.8371828571428572,0.4722371428571428,0.6466814285714286,0.0311857142857142,0.1785714285714285,0.8312914285714287,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.5872889315005463,-2.2206415230682877e-06,-0.007150001198089922,1.0,1.0,1.0,0.0,0.0,0.7914307797071927,0.17857142857142858,0.96,0.96,0.0,0.0,,0.8903514285714286,source_mean,0.95,h080_allfamily_source_core_c900_dc4f2613,
