row,subject_id,sleep_date,lifelog_date,row_weight,max_vector_code,max_vector,max_vector_prob,row_vector_entropy,row_gain_to_joint_vector,row_abs_shift_vs_h018,row_score,posterior_id
249,id10,2024-09-27,2024-09-26,0.00397384647471555,81,1010001,0.04580750414056591,4.467966170929514,0.0027210853291039783,0.020846216651584062,0.7494399999999999,none_b0_soft_t0.00012_p2
247,id10,2024-09-25,2024-09-24,0.004520516988517357,16,0010000,0.04957663725923955,4.117570486576367,0.0016165476555796224,0.011585431704764199,0.7493599999999999,none_b0_soft_t0.00012_p2
2,id01,2024-08-02,2024-08-01,0.004626498263980959,50,0110010,0.08376847317406179,3.8131259857583144,0.0013971823220478771,0.010332260369911679,0.7450399999999999,none_b0_soft_t0.00012_p2
148,id06,2024-08-22,2024-08-21,0.00479752143396356,63,0111111,0.4842911447214531,1.7983634533343205,0.001854492826571968,0.004310495983689168,0.7449600000000001,none_b0_soft_t0.00012_p2
147,id06,2024-08-21,2024-08-20,0.004897790771576161,63,0111111,0.42850230865089933,2.1100163109832604,0.0015334611501418708,0.0065159185935890224,0.74104,none_b0_soft_t0.00012_p2
164,id07,2024-07-26,2024-07-25,0.004305421624303055,78,1001110,0.06827606676018118,3.9291034360747457,0.0010586252807028612,0.015474167429908132,0.71352,none_b0_soft_t0.00012_p2
117,id05,2024-10-17,2024-10-16,0.0044011068200799554,88,1011000,0.1303536486846255,3.322274548942935,0.0019898519030538864,0.006491917036143138,0.71248,none_b0_soft_t0.00012_p2
221,id09,2024-09-13,2024-09-12,0.0039467405977891504,127,1111111,0.07026905354426927,4.008817565753521,0.00159866550752809,0.01449284812573985,0.71096,none_b0_soft_t0.00012_p2
197,id08,2024-09-14,2024-09-13,0.004498974247576757,106,1101010,0.09270421258021122,3.925152969089356,0.0021273838894272923,0.005918211840654782,0.70816,none_b0_soft_t0.00012_p2
16,id01,2024-09-04,2024-09-03,0.004994928094139363,54,0110110,0.0422609771023509,4.356244059533309,0.0013814095672623008,0.010287108597450498,0.70664,none_b0_soft_t0.00012_p2
18,id01,2024-09-07,2024-09-06,0.0040234853874257515,127,1111111,0.08374499485913103,3.681744280265754,0.0015075168500438116,0.012316517028817722,0.70616,none_b0_soft_t0.00012_p2
214,id09,2024-08-21,2024-08-20,0.004229889133451054,6,0000110,0.05628194150259795,4.176879025588797,0.001326475030864154,0.012781534087703408,0.70544,none_b0_soft_t0.00012_p2
35,id02,2024-09-03,2024-09-02,0.004083689688864052,63,0111111,0.18875981415610096,3.2123482726245394,0.002001224560793257,0.009092861740455871,0.7031200000000001,none_b0_soft_t0.00012_p2
26,id01,2024-09-15,2024-09-14,0.004370083546495856,127,1111111,0.0546033569907954,4.243561531908605,0.001327953061476642,0.011249663305894466,0.7014400000000001,none_b0_soft_t0.00012_p2
32,id02,2024-08-31,2024-08-30,0.004395244523711056,127,1111111,0.16992793879402554,2.946567554990521,0.0013217992721772688,0.00825009707277835,0.69528,none_b0_soft_t0.00012_p2
76,id03,2024-10-04,2024-10-03,0.004512554844212258,112,1110000,0.05495459599411374,4.126877770643189,0.002856780655098138,0.0068337361793119845,0.6932799999999999,none_b0_soft_t0.00012_p2
141,id06,2024-08-10,2024-08-09,0.00469485223243026,63,0111111,0.40652863141035933,1.8520412246173705,0.0013015488836478357,0.006457815147244119,0.69072,none_b0_soft_t0.00012_p2
58,id02,2024-10-16,2024-10-15,0.004090571452714952,127,1111111,0.1937074555907937,2.901944763319808,0.0021629691255479664,0.007717792112969445,0.6903199999999999,none_b0_soft_t0.00012_p2
174,id07,2024-08-25,2024-08-24,0.004506771547228957,22,0010110,0.033647104811406266,4.4487053753252965,0.0010191503736456861,0.017304812813151653,0.69008,none_b0_soft_t0.00012_p2
90,id04,2024-09-24,2024-09-23,0.0040903512634548524,127,1111111,0.05545871421168189,3.985466498330589,0.001963864940507717,0.010601611461978109,0.68576,none_b0_soft_t0.00012_p2
181,id07,2024-09-02,2024-09-01,0.004026493407037651,31,0011111,0.06192923045743695,4.322596476185057,0.0011939320975406429,0.016902908113901167,0.6824,none_b0_soft_t0.00012_p2
228,id10,2024-08-05,2024-08-04,0.004334472204916054,3,0000011,0.06365135879263269,3.989099793589175,0.00147790521241067,0.009279592522848715,0.6822399999999998,none_b0_soft_t0.00012_p2
145,id06,2024-08-15,2024-08-14,0.0050743178712157645,55,0110111,0.20763506844924667,2.6355600182635417,0.001194706008021883,0.0061319067902136076,0.6821599999999999,none_b0_soft_t0.00012_p2
144,id06,2024-08-14,2024-08-13,0.004923342030423762,63,0111111,0.4594575297962341,1.8582198761019566,0.0010909727687716615,0.0067293340799476475,0.6803199999999999,none_b0_soft_t0.00012_p2
202,id09,2024-08-07,2024-08-06,0.0039131858698348496,79,1001111,0.07854352126542369,3.9495754426041714,0.0013632952371484303,0.014431905347232599,0.6772799999999999,none_b0_soft_t0.00012_p2
71,id03,2024-09-17,2024-09-16,0.0038987951390404493,126,1111110,0.1135340602247486,3.746756700624293,0.0013583689563919801,0.01308685289676642,0.6673600000000001,none_b0_soft_t0.00012_p2
236,id10,2024-08-19,2024-08-18,0.00390689718191495,17,0010001,0.0583560057125985,4.028555786928521,0.0013772692950972149,0.015015575068289225,0.6653600000000001,none_b0_soft_t0.00012_p2
79,id03,2024-10-10,2024-10-09,0.005180084762311866,120,1111000,0.12241982925664989,3.3007068845630387,0.0008739020940817683,0.008887672683675709,0.6608799999999999,none_b0_soft_t0.00012_p2
198,id08,2024-09-15,2024-09-14,0.0037029369749954468,38,0100110,0.08159733037077364,4.056916423099904,0.0018538670150652359,0.018170342789738853,0.65848,none_b0_soft_t0.00012_p2
149,id06,2024-08-23,2024-08-22,0.004623909886848258,63,0111111,0.25885895006200427,2.8276892285384334,0.0012907236141553313,0.004216082831106931,0.6562399999999999,none_b0_soft_t0.00012_p2
163,id07,2024-07-25,2024-07-24,0.004313308571912155,22,0010110,0.07302153901017963,3.944347820422343,0.0010865351943285687,0.01038497334066053,0.6468,none_b0_soft_t0.00012_p2
127,id05,2024-11-20,2024-11-19,0.00394095044735325,113,1110001,0.03205186331594441,4.322492429957879,0.001536945294462371,0.014560477302176023,0.6403999999999999,none_b0_soft_t0.00012_p2
173,id07,2024-08-23,2024-08-22,0.0037749425497869476,31,0011111,0.04041489138479187,4.379273805168534,0.002196293268306599,0.01609696640736529,0.64016,none_b0_soft_t0.00012_p2
62,id03,2024-08-20,2024-08-19,0.003907864071672249,114,1110010,0.0727326244175959,3.909057874822242,0.0013994472287603063,0.011632496171086562,0.63848,none_b0_soft_t0.00012_p2
206,id09,2024-08-11,2024-08-10,0.004225420370422454,79,1001111,0.06613082930515606,3.977024970041651,0.001252182699301044,0.00988336287576523,0.6384000000000001,none_b0_soft_t0.00012_p2
84,id04,2024-09-15,2024-09-14,0.0042890559278257545,28,0011100,0.03959517365753233,4.357112125485651,0.0009382392398411701,0.014798407387393233,0.63736,none_b0_soft_t0.00012_p2
43,id02,2024-09-29,2024-09-28,0.00629152225753848,127,1111111,0.354421828973964,1.944622982819777,0.0008679615196926727,0.005145829906100479,0.6372800000000001,none_b0_soft_t0.00012_p2
130,id06,2024-07-09,2024-07-08,0.004360316942792056,63,0111111,0.29606162471597197,2.4684952839553684,0.0012531243413181918,0.00368194989163752,0.6332,none_b0_soft_t0.00012_p2
217,id09,2024-09-08,2024-09-07,0.004134966714511752,95,1011111,0.032075700693238306,4.52232120885905,0.0011711630988771832,0.01408168410835415,0.63168,none_b0_soft_t0.00012_p2
142,id06,2024-08-12,2024-08-11,0.0048185987775068604,63,0111111,0.3815409995516663,2.015712509540836,0.0008221921926250871,0.007418317070143089,0.63128,none_b0_soft_t0.00012_p2
59,id03,2024-08-17,2024-08-16,0.005126301881499865,122,1111010,0.10041607790730786,3.12563198518085,0.0004020304800471729,0.012274792566138013,0.6276799999999999,none_b0_soft_t0.00012_p2
160,id07,2024-07-22,2024-07-21,0.0038361151895040485,31,0011111,0.0688207827957889,4.0750849152935436,0.001302408083159298,0.015052164559227168,0.62592,none_b0_soft_t0.00012_p2
178,id07,2024-08-29,2024-08-28,0.0039042127637716494,14,0001110,0.04169205535575536,4.346681367854409,0.0016007888277941227,0.012552544034842517,0.6251199999999999,none_b0_soft_t0.00012_p2
102,id04,2024-10-25,2024-10-24,0.0042027054293663525,94,1011110,0.07050411618581816,3.717720379995789,0.0007305755417710963,0.014556024899740434,0.62328,none_b0_soft_t0.00012_p2
157,id07,2024-07-19,2024-07-18,0.003882070281092749,14,0001110,0.053744816902839214,4.1897558859188635,0.0012914923472454043,0.015347465340897521,0.62256,none_b0_soft_t0.00012_p2
101,id04,2024-10-24,2024-10-23,0.004097286256045252,94,1011110,0.08161319072142494,3.658882136228101,0.0008761427970086199,0.01251728531138199,0.6188000000000001,none_b0_soft_t0.00012_p2
92,id04,2024-09-26,2024-09-25,0.0039029157316793493,22,0010110,0.043189529581786124,4.2724872801099725,0.0012981772471517866,0.014853957806991882,0.6148000000000001,none_b0_soft_t0.00012_p2
103,id04,2024-10-26,2024-10-25,0.00474047320623606,91,1011011,0.06073803626227126,3.642124368591539,0.0009380512375838588,0.008702400886178161,0.61288,none_b0_soft_t0.00012_p2
53,id02,2024-10-10,2024-10-09,0.004358133561826256,127,1111111,0.27695951564711335,2.568723637768669,0.0010588380567411156,0.005736545265240399,0.61056,none_b0_soft_t0.00012_p2
143,id06,2024-08-13,2024-08-12,0.005660477470037272,63,0111111,0.4422799617507807,1.8182508001800488,0.0006406559602363404,0.0073497999598441666,0.60704,none_b0_soft_t0.00012_p2
233,id10,2024-08-14,2024-08-13,0.0041600917254696525,27,0011011,0.04015752568862307,4.500203974851585,0.0009127747730737847,0.014565482640335938,0.6050399999999999,none_b0_soft_t0.00012_p2
248,id10,2024-09-26,2024-09-25,0.003763346679259848,18,0010010,0.04865223076070864,4.147724715614339,0.001502992802224799,0.015792727163099617,0.6047200000000001,none_b0_soft_t0.00012_p2
91,id04,2024-09-25,2024-09-24,0.004243746582679854,124,1111100,0.03613837972293018,4.368494929834728,0.0017409076851658426,0.007336265918695398,0.60448,none_b0_soft_t0.00012_p2
192,id08,2024-09-05,2024-09-04,0.004132503011671752,34,0100010,0.06916390865484397,4.032431272957326,0.0009987157204598893,0.01113351929504695,0.60392,none_b0_soft_t0.00012_p2
12,id01,2024-08-15,2024-08-14,0.00390681036113965,63,0111111,0.03754061758244949,4.38816723519454,0.0011492368421708785,0.019825701625060328,0.60272,none_b0_soft_t0.00012_p2
121,id05,2024-11-13,2024-11-12,0.0038397798694398484,81,1010001,0.07306956704554754,3.8601589613495157,0.001254314019774601,0.013107404590542602,0.602,none_b0_soft_t0.00012_p2
203,id09,2024-08-08,2024-08-07,0.004180242541205553,7,0000111,0.06114937166853562,4.104418957264748,0.0010080605820178318,0.010956232643101218,0.60112,none_b0_soft_t0.00012_p2
52,id02,2024-10-09,2024-10-08,0.00472156301155166,127,1111111,0.26777811887484704,2.6188854382634643,0.0007048495784127076,0.00792769536280494,0.60064,none_b0_soft_t0.00012_p2
134,id06,2024-07-13,2024-07-12,0.00394861966174225,63,0111111,0.20370972693472714,2.8711649753227517,0.0012959818637228349,0.00859041679384222,0.59944,none_b0_soft_t0.00012_p2
107,id05,2024-09-29,2024-09-28,0.004254908121923854,89,1011001,0.10460695179361146,3.7694274139231663,0.0010427849090966185,0.007915215813134412,0.59704,none_b0_soft_t0.00012_p2
229,id10,2024-08-06,2024-08-05,0.003716350995199247,1,0000001,0.054146027883891286,4.1703218733637435,0.0016890251437220688,0.014017538559664236,0.59168,none_b0_soft_t0.00012_p2
246,id10,2024-09-23,2024-09-22,0.003807762757802248,2,0000010,0.020346030587413157,4.7031109763042735,0.0014987325313314656,0.017792677332089113,0.5888800000000001,none_b0_soft_t0.00012_p2
166,id07,2024-07-28,2024-07-27,0.00399109639815685,94,1011110,0.07630860750070685,4.117382160374129,0.0008088877160650527,0.012684836271009073,0.5783999999999999,none_b0_soft_t0.00012_p2
63,id03,2024-08-21,2024-08-20,0.003692587654268247,120,1111000,0.12012890432174628,3.324552828766687,0.0012412743740172919,0.015509364590780882,0.57664,none_b0_soft_t0.00012_p2
219,id09,2024-09-10,2024-09-09,0.0037545447089285477,39,0100111,0.034509515691306086,4.530142393088569,0.0017921453987703253,0.013496170294419827,0.57656,none_b0_soft_t0.00012_p2
55,id02,2024-10-13,2024-10-12,0.00394345178462035,127,1111111,0.3097733929332863,2.6789053470031945,0.0009480214512564672,0.00994823095716186,0.5751999999999999,none_b0_soft_t0.00012_p2
74,id03,2024-09-21,2024-09-20,0.0038388356603050486,122,1111010,0.04503830099709781,4.3251038730455384,0.0012980192342317684,0.01389543653647535,0.57416,none_b0_soft_t0.00012_p2
116,id05,2024-10-16,2024-10-15,0.004182586526696353,112,1110000,0.05567591385505084,4.2809690666692655,0.0013283734526466837,0.00670478486121586,0.56784,none_b0_soft_t0.00012_p2
114,id05,2024-10-11,2024-10-10,0.00396386003542655,89,1011001,0.03151695290706839,4.436861607085929,0.0012367578723202646,0.012169446376517817,0.5675199999999999,none_b0_soft_t0.00012_p2
96,id04,2024-10-17,2024-10-16,0.005773187931699873,30,0011110,0.048717014664122885,3.9200848735608655,0.0006367866113218308,0.009421861819452506,0.56224,none_b0_soft_t0.00012_p2
168,id07,2024-08-16,2024-08-15,0.004289957191554655,95,1011111,0.07115065705107237,4.011068619656962,0.0009189989336202964,0.008200018819684438,0.56008,none_b0_soft_t0.00012_p2
51,id02,2024-10-08,2024-10-07,0.004224292320399754,47,0101111,0.16055768967690845,3.1631812876937917,0.0005608509564367251,0.010746275657668345,0.5581600000000001,none_b0_soft_t0.00012_p2
132,id06,2024-07-11,2024-07-10,0.00398968104025895,63,0111111,0.27840061481971967,2.795541054842962,0.0011172739541429094,0.006884438615101998,0.55768,none_b0_soft_t0.00012_p2
194,id08,2024-09-09,2024-09-08,0.004214771493946054,38,0100110,0.07309322226265809,4.078387727864486,0.0010236084849415486,0.007667153779743403,0.556,none_b0_soft_t0.00012_p2
46,id02,2024-10-03,2024-10-02,0.00394298274593425,127,1111111,0.17085910036580532,3.092539529004483,0.0010937727194890484,0.008282709148173402,0.5540799999999999,none_b0_soft_t0.00012_p2
125,id05,2024-11-18,2024-11-17,0.0040444857441676516,88,1011000,0.06917406097582421,4.0591515131155855,0.0008299209309760898,0.011081416861785752,0.55264,none_b0_soft_t0.00012_p2
195,id08,2024-09-10,2024-09-09,0.0036785771537275465,34,0100010,0.07339223856964643,4.145513059340937,0.0021103179084546336,0.010548748163802893,0.55192,none_b0_soft_t0.00012_p2
9,id01,2024-08-12,2024-08-11,0.0036572509030264465,55,0110111,0.06408087915016185,4.019299025571035,0.0012554156342796505,0.01719079590050308,0.54992,none_b0_soft_t0.00012_p2
104,id04,2024-10-28,2024-10-27,0.00397102654028855,55,0110111,0.03046912367451861,4.474590918785187,0.001008098466654133,0.013323196306853595,0.54688,none_b0_soft_t0.00012_p2
113,id05,2024-10-07,2024-10-06,0.003934581893465949,24,0011000,0.044788853338590125,4.266763132404829,0.0012330812620393514,0.010812184773035752,0.54672,none_b0_soft_t0.00012_p2
175,id07,2024-08-26,2024-08-25,0.00396142675749365,95,1011111,0.05460560082377203,4.273361550330545,0.0009140584859567068,0.012014200240747881,0.5456799999999999,none_b0_soft_t0.00012_p2
82,id04,2024-09-13,2024-09-12,0.0038930614619153495,60,0111100,0.04864702701966023,4.35029374931354,0.0008375920628823404,0.016646064068209336,0.54552,none_b0_soft_t0.00012_p2
216,id09,2024-09-07,2024-09-06,0.004332583574098655,127,1111111,0.09251528793094943,4.006535995841081,0.0007041165944779516,0.008153802476881562,0.54168,none_b0_soft_t0.00012_p2
152,id07,2024-07-14,2024-07-13,0.004129349907098752,94,1011110,0.061931749915271,4.094033895700367,0.0012431461082095649,0.005932999087942774,0.54048,none_b0_soft_t0.00012_p2
33,id02,2024-09-01,2024-08-31,0.003858511176735249,63,0111111,0.17988182409374698,3.2710050928884495,0.0011019921700122781,0.009147162029683195,0.54016,none_b0_soft_t0.00012_p2
171,id07,2024-08-20,2024-08-19,0.003963579352073351,14,0001110,0.05666798542035789,4.254905985696496,0.001018646065372077,0.010475330997672215,0.54008,none_b0_soft_t0.00012_p2
201,id09,2024-08-06,2024-08-05,0.003877492894762649,7,0000111,0.07576699153548352,4.155897063107655,0.0006747708655810187,0.01625768022376652,0.53832,none_b0_soft_t0.00012_p2
133,id06,2024-07-12,2024-07-11,0.0036998725691764467,63,0111111,0.3895330326139735,2.395441618595052,0.0012225501180334291,0.011004000544377751,0.53664,none_b0_soft_t0.00012_p2
180,id07,2024-09-01,2024-08-31,0.004027555055753351,95,1011111,0.045290935125014004,4.261307205611249,0.000831776438539124,0.012203942270310035,0.53448,none_b0_soft_t0.00012_p2
19,id01,2024-09-08,2024-09-07,0.003698575925073847,127,1111111,0.08297355123153152,3.9443933351916356,0.0011190817795567742,0.013561451029645375,0.53384,none_b0_soft_t0.00012_p2
67,id03,2024-08-27,2024-08-26,0.004184892448469953,122,1111010,0.09477661760120658,3.635529235843786,0.000878909952557072,0.007265920395966346,0.5334399999999999,none_b0_soft_t0.00012_p2
1,id01,2024-08-01,2024-07-31,0.004157488167368253,34,0100010,0.05368478038464997,3.9472353785324117,0.0007014379004070061,0.011602506038437389,0.5319999999999999,none_b0_soft_t0.00012_p2
207,id09,2024-08-12,2024-08-11,0.003744602488268547,7,0000111,0.0862052406138806,3.848140942115796,0.0014416572370714112,0.009471586832795467,0.52584,none_b0_soft_t0.00012_p2
183,id08,2024-08-03,2024-08-02,0.003557790037776645,110,1101110,0.0579305406477666,4.374045328575468,0.001516241454819402,0.013872963688438362,0.5184,none_b0_soft_t0.00012_p2
124,id05,2024-11-17,2024-11-16,0.0036793316766982466,88,1011000,0.1067600063129566,3.7272889240392733,0.0014660753492359052,0.010003836961981158,0.51712,none_b0_soft_t0.00012_p2
99,id04,2024-10-20,2024-10-19,0.0038368124597182485,93,1011101,0.06832788741810822,3.95382894281088,0.0015468639784710914,0.007078799220366638,0.5108,none_b0_soft_t0.00012_p2
167,id07,2024-08-15,2024-08-14,0.0037487621862539473,22,0010110,0.07504905393080818,4.113905935476982,0.0010747706917316904,0.011805117314743926,0.5084799999999999,none_b0_soft_t0.00012_p2
98,id04,2024-10-19,2024-10-18,0.004080586327040552,29,0011101,0.028633006424212345,4.644446819500527,0.0011536143782999403,0.00863458822856745,0.50464,none_b0_soft_t0.00012_p2
227,id09,2024-09-22,2024-09-21,0.004318842989911155,111,1101111,0.05703421737019538,4.179920529358714,0.0007309993335976436,0.007348301270387658,0.5027200000000001,none_b0_soft_t0.00012_p2
10,id01,2024-08-13,2024-08-12,0.0038506790716296485,22,0010110,0.06498870687604158,3.877707366532701,0.0008581994936145658,0.011470546930907074,0.49424000000000007,none_b0_soft_t0.00012_p2
57,id02,2024-10-15,2024-10-14,0.0037536616568414477,127,1111111,0.12443067858841687,3.3048498858283106,0.0007221326212184996,0.013477088589665485,0.4928,none_b0_soft_t0.00012_p2
14,id01,2024-09-02,2024-09-01,0.0037547646260587477,54,0110110,0.043031958288817736,4.305314845010766,0.0012602207555738837,0.011338179029005987,0.4904,none_b0_soft_t0.00012_p2
115,id05,2024-10-14,2024-10-13,0.0036763007787889465,80,1010000,0.05045831018963777,4.2455297442153315,0.0014244937877225011,0.011344569055223392,0.48927999999999994,none_b0_soft_t0.00012_p2
139,id06,2024-07-19,2024-07-18,0.004805173376692761,63,0111111,0.203714801003649,2.551252708727515,0.00039263539557920894,0.004008228842330684,0.48840000000000006,none_b0_soft_t0.00012_p2
6,id01,2024-08-07,2024-08-06,0.0038969850606042494,127,1111111,0.055946905804383294,4.212370409559213,0.0007330590696927002,0.01173664258697257,0.48599999999999993,none_b0_soft_t0.00012_p2
47,id02,2024-10-04,2024-10-03,0.004765285166621461,127,1111111,0.2844493238440969,2.775380574779464,0.0002861862678175736,0.005541518448037376,0.48592,none_b0_soft_t0.00012_p2
75,id03,2024-09-22,2024-09-21,0.0042341714621442535,124,1111100,0.09943732498503234,3.765382612146802,0.00046693065373876186,0.009095671745496938,0.48328000000000004,none_b0_soft_t0.00012_p2
123,id05,2024-11-16,2024-11-15,0.0032121567010240408,120,1111000,0.10534362563693543,3.944390361442422,0.0012703620376574656,0.014443759976938792,0.47984000000000004,none_b0_soft_t0.00012_p2
156,id07,2024-07-18,2024-07-17,0.0035936496437917456,78,1001110,0.03527623636523887,4.403586223896635,0.0013848366929478662,0.014505258961423502,0.47808,none_b0_soft_t0.00012_p2
25,id01,2024-09-14,2024-09-13,0.0038365533665055485,111,1101111,0.05574884772640874,4.130175734514684,0.0007043263344237676,0.013492527458111843,0.4751200000000001,none_b0_soft_t0.00012_p2
86,id04,2024-09-19,2024-09-18,0.00397670714707825,28,0011100,0.03916900010151642,4.423915937354464,0.0008006029624386837,0.010596970987481255,0.47392,none_b0_soft_t0.00012_p2
172,id07,2024-08-21,2024-08-20,0.003915903535389749,15,0001111,0.031906888407354096,4.44857050806875,0.0007504541798444841,0.012546722037353995,0.47376000000000007,none_b0_soft_t0.00012_p2
61,id03,2024-08-19,2024-08-18,0.004803714790695261,120,1111000,0.08681295360434059,3.706827117456446,0.00030766272214439083,0.0066634269553773285,0.47143999999999997,none_b0_soft_t0.00012_p2
241,id10,2024-09-18,2024-09-17,0.0038372609571614485,67,1000011,0.0404216322107517,4.424656404614291,0.0010170065150901717,0.010880765613327284,0.46464,none_b0_soft_t0.00012_p2
108,id05,2024-09-30,2024-09-29,0.004043468195559051,112,1110000,0.07907274617221076,4.030241728438983,0.00026107169731822067,0.011823660787154586,0.46184000000000003,none_b0_soft_t0.00012_p2
126,id05,2024-11-19,2024-11-18,0.0040464452514895515,16,0010000,0.05651682902592064,4.09282628520003,0.0005932451219857828,0.010233138364961305,0.46159999999999995,none_b0_soft_t0.00012_p2
119,id05,2024-11-07,2024-11-06,0.003623856666697146,16,0010000,0.14041088368286975,3.5662152178751922,0.0010611890199975851,0.010704904632469283,0.46016,none_b0_soft_t0.00012_p2
48,id02,2024-10-05,2024-10-04,0.004195931888797753,127,1111111,0.2534750710313343,2.8573796973708223,0.0005594811609490862,0.005266104949010332,0.45968,none_b0_soft_t0.00012_p2
105,id04,2024-10-29,2024-10-28,0.004058347857666151,125,1111101,0.0704491000319553,3.857063634697108,0.0006822262877371041,0.008171113074969918,0.45872,none_b0_soft_t0.00012_p2
0,id01,2024-07-31,2024-07-30,0.003868021013235349,42,0101010,0.032722674387117553,4.299150198098523,0.0006962293889653843,0.014197408836077277,0.456,none_b0_soft_t0.00012_p2
100,id04,2024-10-22,2024-10-21,0.003856823361697149,92,1011100,0.04825372484964792,4.419025328096647,0.0006504447012242176,0.013024228580531363,0.44904000000000005,none_b0_soft_t0.00012_p2
