cell_key,row,subject_id,target,expert,expert_family,expert_pred,selection_score,true_gain,row_episode_score,row_episode_route,expert_matches_row_episode_route,family_matches_row_episode,action_space_policy,law_name
32:S2,32,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,0.013655278380958424,-0.012288257444280096,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
32:S3,32,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,-0.24375038935321214,-0.012288257444280096,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
32:S4,32,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,-0.13581025818525216,-0.012288257444280096,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
33:Q1,33,id01,Q1,global_prior,prior,0.4909090909090909,-0.007103501930742824,0.08190411358984762,0.0040075578888150235,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
33:Q2,33,id01,Q2,global_prior,prior,0.5636363636363636,-0.007103501930742824,-0.02902923010107117,0.0040075578888150235,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
33:Q3,33,id01,Q3,global_prior,prior,0.6,-0.007103501930742824,0.1818147727882683,0.0040075578888150235,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
33:S1,33,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,0.011502432668822449,0.0040075578888150235,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
33:S2,33,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,-0.06101546580191353,0.0040075578888150235,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
33:S3,33,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,-0.24375038935321214,0.0040075578888150235,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
33:S4,33,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,0.0010941730410453099,0.0040075578888150235,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
34:Q1,34,id01,Q1,global_prior,prior,0.4909090909090909,-0.007103501930742824,0.17103880095853152,-0.004362276691608134,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
34:Q2,34,id01,Q2,global_prior,prior,0.5636363636363636,-0.007103501930742824,0.023067651408627765,-0.004362276691608134,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
34:Q3,34,id01,Q3,global_prior,prior,0.6,-0.007103501930742824,-0.06576185090550513,-0.004362276691608134,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
34:S1,34,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,0.03069740816619837,-0.004362276691608134,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
34:S2,34,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,0.05429588426664689,-0.004362276691608134,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
34:S3,34,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,-0.16451734307622337,-0.004362276691608134,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
34:S4,34,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,-0.20977409186095786,-0.004362276691608134,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
35:Q1,35,id01,Q1,global_prior,prior,0.4909090909090909,-0.007103501930742824,0.17103880095853152,-0.004322332707545293,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
35:Q2,35,id01,Q2,global_prior,prior,0.5636363636363636,-0.007103501930742824,-7.432706136900613e-06,-0.004322332707545293,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
35:Q3,35,id01,Q3,global_prior,prior,0.6,-0.007103501930742824,-0.06576185090550513,-0.004322332707545293,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
35:S1,35,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,0.011502432668822449,-0.004322332707545293,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
35:S2,35,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,-0.19209656976292866,-0.004322332707545293,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
35:S3,35,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,-0.09627571349494207,-0.004322332707545293,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
35:S4,35,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,0.22976066852414978,-0.004322332707545293,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
36:Q1,36,id01,Q1,global_prior,prior,0.4909090909090909,-0.007103501930742824,0.2026078647928682,0.008637349939130824,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
36:Q2,36,id01,Q2,global_prior,prior,0.5636363636363636,-0.007103501930742824,0.06074643703130589,0.008637349939130824,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
36:Q3,36,id01,Q3,global_prior,prior,0.6,-0.007103501930742824,-0.024805003711591445,0.008637349939130824,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
36:S1,36,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,-0.1370295602348699,0.008637349939130824,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
36:S2,36,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,-0.06101546580191353,0.008637349939130824,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
36:S3,36,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,0.9545605472601366,0.008637349939130824,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
36:S4,36,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,0.14683779509493178,0.008637349939130824,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
37:Q1,37,id01,Q1,global_prior,prior,0.4909090909090909,-0.007103501930742824,0.26890291872643113,0.014534565395457586,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
37:Q2,37,id01,Q2,global_prior,prior,0.5636363636363636,-0.007103501930742824,-0.022562044679730553,0.014534565395457586,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
37:Q3,37,id01,Q3,global_prior,prior,0.6,-0.007103501930742824,-0.05709440769533691,0.014534565395457586,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
37:S1,37,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,0.050268053480920116,0.014534565395457586,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
37:S2,37,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,0.03376913817460725,0.014534565395457586,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
37:S3,37,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,0.7745392657439321,0.014534565395457586,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
37:S4,37,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,0.09514526495336884,0.014534565395457586,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
38:Q1,38,id01,Q1,global_prior,prior,0.4909090909090909,-0.007103501930742824,-0.18407555855914104,0.013634908524481341,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
38:Q2,38,id01,Q2,global_prior,prior,0.5636363636363636,-0.007103501930742824,0.029916969294292883,0.013634908524481341,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
38:Q3,38,id01,Q3,global_prior,prior,0.6,-0.007103501930742824,0.00554530071642545,0.013634908524481341,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
38:S1,38,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,-0.10089743295399956,0.013634908524481341,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
38:S2,38,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,-0.06101546580191353,0.013634908524481341,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
38:S3,38,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,-0.2588705798639014,0.013634908524481341,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
38:S4,38,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,-0.1610776200654609,0.013634908524481341,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
39:Q1,39,id01,Q1,global_prior,prior,0.4909090909090909,-0.007103501930742824,0.3399070415994734,0.01097163276057414,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
39:Q2,39,id01,Q2,global_prior,prior,0.5636363636363636,-0.007103501930742824,0.029916969294292883,0.01097163276057414,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
39:Q3,39,id01,Q3,global_prior,prior,0.6,-0.007103501930742824,-0.024805003711591445,0.01097163276057414,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
39:S1,39,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,0.050268053480920116,0.01097163276057414,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
39:S2,39,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,0.013655278380958424,0.01097163276057414,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
39:S3,39,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,0.9545605472601366,0.01097163276057414,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
39:S4,39,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,0.14683779509493178,0.01097163276057414,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
40:Q1,40,id01,Q1,global_prior,prior,0.4909090909090909,-0.007103501930742824,0.053874753400201314,0.014769893972496523,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
40:Q2,40,id01,Q2,global_prior,prior,0.5636363636363636,-0.007103501930742824,-0.06620021393973463,0.014769893972496523,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
40:Q3,40,id01,Q3,global_prior,prior,0.6,-0.007103501930742824,-0.045493095571053466,0.014769893972496523,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
40:S1,40,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,0.050268053480920116,0.014769893972496523,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
40:S2,40,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,0.11853216410931566,0.014769893972496523,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
40:S3,40,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,-0.18087414919646294,0.014769893972496523,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
40:S4,40,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,0.17372191166940454,0.014769893972496523,global_prior,1.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
78:Q1,78,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.09224805572667705,0.02268705965487603,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
78:Q2,78,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,0.06321398701123182,0.02268705965487603,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
78:Q3,78,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.1915044116580285,0.02268705965487603,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
78:S1,78,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.14854548886615626,0.02268705965487603,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
78:S2,78,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.20211800947165534,0.02268705965487603,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
78:S3,78,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,-0.2112586394079986,0.02268705965487603,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
78:S4,78,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,0.2687871637972027,0.02268705965487603,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
79:Q1,79,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.06813130591804195,0.031183621432540685,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
79:Q2,79,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,0.08806137611568177,0.031183621432540685,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
79:Q3,79,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.1552792074845457,0.031183621432540685,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
79:S1,79,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.16484820226883,0.031183621432540685,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
79:S2,79,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.250009827099663,0.031183621432540685,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
79:S3,79,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,0.7627028878655182,0.031183621432540685,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
79:S4,79,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.19185463755731103,0.031183621432540685,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
80:Q1,80,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.06813130591804195,0.029390032496600778,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
80:Q2,80,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,-0.052528005775548725,0.029390032496600778,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
80:Q3,80,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.1915044116580285,0.029390032496600778,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
80:S1,80,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.16484820226883,0.029390032496600778,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
80:S2,80,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.23429936314617417,0.029390032496600778,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
80:S3,80,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,0.48138247131938483,0.029390032496600778,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
80:S4,80,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.1529182876386973,0.029390032496600778,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
81:Q1,81,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.043418534789933294,0.04646244301353727,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
81:Q2,81,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,0.015298045445046538,0.04646244301353727,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
81:Q3,81,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.20913651009753004,0.04646244301353727,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
81:S1,81,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.14854548886615626,0.04646244301353727,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
81:S2,81,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.21833813566364715,0.04646244301353727,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
81:S3,81,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,-0.2112586394079986,0.04646244301353727,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
81:S4,81,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.13286643410521737,0.04646244301353727,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
82:Q1,82,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.09224805572667705,0.047350203142738814,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
82:Q2,82,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,-0.0304265586182757,0.047350203142738814,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
82:Q3,82,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.173555833780287,0.047350203142738814,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
82:S1,82,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.11512038696806937,0.047350203142738814,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
82:S2,82,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.23429936314617417,0.047350203142738814,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
82:S3,82,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,-0.30159246168513143,0.047350203142738814,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
82:S4,82,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.2654546170086488,0.047350203142738814,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
83:Q1,83,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,0.15574751826944588,0.0529508090514914,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
83:Q2,83,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,-0.0304265586182757,0.0529508090514914,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
83:Q3,83,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.20913651009753004,0.0529508090514914,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
83:S1,83,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.18088939500447448,0.0529508090514914,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
83:S2,83,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.28070914056914886,0.0529508090514914,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
83:S3,83,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,-0.242285491184203,0.0529508090514914,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
83:S4,83,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.2830382999753409,0.0529508090514914,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
84:Q1,84,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,0.043933054070876,0.031954308987981496,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
84:Q2,84,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,-0.052528005775548725,0.031954308987981496,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
84:Q3,84,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.1915044116580285,0.031954308987981496,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
84:S1,84,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.131972586096066,0.031954308987981496,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
84:S2,84,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.23429936314617417,0.031954308987981496,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
84:S3,84,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,-0.28709219673856934,0.031954308987981496,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
84:S4,84,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.22933159412972604,0.031954308987981496,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
85:Q1,85,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,0.12660012207205829,0.028067212022379488,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
85:Q2,85,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,0.009971132725378862,0.028067212022379488,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
85:Q3,85,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,0.32925843481712647,0.028067212022379488,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
85:S1,85,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.18088939500447448,0.028067212022379488,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
85:S2,85,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.3104940093399945,0.028067212022379488,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
85:S3,85,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,-0.34387284235554366,0.028067212022379488,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
85:S4,85,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.2830382999753409,0.028067212022379488,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
86:Q1,86,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,0.12660012207205829,0.04047572729905625,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
86:Q2,86,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,0.03979735511866955,0.04047572729905625,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
86:Q3,86,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,0.32925843481712647,0.04047572729905625,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
86:S1,86,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.16484820226883,0.04047572729905625,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
86:S2,86,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.3104940093399945,0.04047572729905625,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
86:S3,86,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,1.811828390949747,0.04047572729905625,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
86:S4,86,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.2830382999753409,0.04047572729905625,subject_prior,0.0,1.0,unrestricted_route_law,route_tree_depth2_leaf28
87:Q1,87,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.06813130591804195,0.02592228369670712,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
87:Q2,87,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,-0.1011616078850619,0.02592228369670712,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
87:Q3,87,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,0.12908397223150792,0.02592228369670712,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
87:S1,87,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.18088939500447448,0.02592228369670712,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
87:S2,87,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.3104940093399945,0.02592228369670712,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
87:S3,87,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,-0.30159246168513143,0.02592228369670712,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
87:S4,87,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,0.4787124240255597,0.02592228369670712,core_knn_blend,0.0,0.0,unrestricted_route_law,route_tree_depth2_leaf28
