candidate_id,action_id,route_id,row,subject_id,sleep_date,route_name,route_targets,mode,route_group,route_n_cells,action_cells,action_q2_cells,changed_cells,model_pred_delta_vs_h057,posterior_delta_vs_h057,hard_diag_delta_vs_h057,anti_h088_direction_rate,h057_positive_align_rate,selected_conflict_rate,selected_toxic_mean,selected_safe_cell_mean,mean_bad_same_rank,mean_h098_frontier_cell_score,max_h098_frontier_cell_score,assignment_route_score,h071_route_score,h071_route_rank,h071_novelty_rank,h071_shortcut_avoid_rank,Q1_cells,Q2_cells,Q3_cells,S1_cells,S2_cells,S3_cells,S4_cells,h099_route_score,basis_spec,basis_id,basis_alpha,basis_cap,basis_norm_l2,basis_norm_l1,h100_route_basis_pred_delta,h100_action_score,h102_bad_max_pos,h102_bad_mean_pos,h102_bad_weighted_pos,h102_h088_axis_cos,h102_good_max_cos,h102_good_mean_cos,h102_good_bad_margin,h102_shadow_ratio,h102_axis_score,h105_seed_priority,term_id,term_sign,term_amp,term_role,greedy_step,objective_gain,h102_cum_bad_max_pos,h102_cum_bad_weighted_pos,h102_cum_h088_axis_cos,h102_cum_good_max_cos,h102_cum_good_mean_cos,h102_cum_good_bad_margin,route_basis_pred_delta_vs_h057,h105_lagrangian
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_full_state_conflict_invert,r146_full_state,146,id06,2024-08-20,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,1,0,1,-1.4886360042656475e-05,9.262889783924012e-09,5.011701972953649e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4921784420289855,1.1487463490143184,0.4759963768115942,0.9977355072463768,0.0615942028985507,0,0,0,1,0,0,0,0.5913176127984079,basis_conflict_a052,basis_conflict_a052__r146_full_state_conflict_invert,0.52,0.68,0.013462857975587465,0.013462857975587465,-2.558191160147833e-05,0.7959334894827412,0.0,0.0,0.0,-0.007967225787415294,0.02210717642388692,0.02201391133782515,0.02210717642388692,22107176.42388692,0.9282584818663224,0.9958765941002188,plus__basis_conflict_a052__r146_full_state_conflict_invert,1,0.84,plus,11,0.008265604791512171,0.0,0.0,-0.006825532375480171,0.026552959869059773,0.024619325738949083,0.026552959869059773,-0.0023826643525395484,0.8636142836252513
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_nonq2_full_conflict_invert,r146_nonq2_full,146,id06,2024-08-20,nonq2_full,"Q1,Q3,S1,S2,S3,S4",conflict_invert,conflict,6,1,0,1,-1.4971793496771886e-05,9.262889783924012e-09,5.011701972953649e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4581567028985507,1.0946783170838648,0.4420289855072464,0.9685235507246376,0.0457427536231884,0,0,0,1,0,0,0,0.5882556562766688,basis_conflict_a052,basis_conflict_a052__r146_nonq2_full_conflict_invert,0.52,0.68,0.013462857975587465,0.013462857975587465,-2.558191160147833e-05,0.7916452029339507,0.0013214033874120112,6.607016937060056e-05,6.374870229454251e-05,-0.0005814458412445474,0.011623957143349154,0.011574918345152318,0.011560208441054612,182.33743413644552,0.8367311540739516,0.9716836274636094,plus__basis_conflict_a052__r146_nonq2_full_conflict_invert,1,0.84,plus,12,0.008264006693376569,0.0,0.0,-0.006830201032130868,0.026542890309599408,0.024610447008851077,0.026542890309599408,-0.0024056027927055515,0.8718782903186278
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_s14_edge_conflict_invert,r146_s14_edge,146,id06,2024-08-20,s14_edge,"S1,S4",conflict_invert,conflict,2,1,0,1,-1.5057221912000889e-05,9.262889783924012e-09,5.011701972953649e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.3043251811594203,0.9346762846118684,0.3220108695652174,0.46875,0.1580615942028985,0,0,0,1,0,0,0,0.574410819320147,basis_conflict_a052,basis_conflict_a052__r146_s14_edge_conflict_invert,0.52,0.68,0.013462857975587465,0.013462857975587465,-2.558191160147833e-05,0.7735082108827491,0.005327525766908637,0.0006514936689290482,0.000642519426416024,-0.0013250361624347394,0.010300051773482083,0.010256598227146037,0.00965753234706606,16.030699336573196,0.7853371509571602,0.9350650521705525,plus__basis_conflict_a052__r146_s14_edge_conflict_invert,1,0.84,plus,13,0.008262414967214693,0.0,0.0,-0.006833254083399078,0.026526584519243942,0.024595785389473723,0.026526584519243942,-0.002428541191953724,0.8801407052858425
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_s_stage_conflict_invert,r146_s_stage,146,id06,2024-08-20,s_stage,"S1,S2,S3,S4",conflict_invert,conflict,4,1,0,1,-1.5142645288344025e-05,9.262889783924012e-09,5.011701972953649e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4137862318840579,1.0514400022901715,0.4089673913043478,0.8054800724637681,0.0760869565217391,0,0,0,1,0,0,0,0.5842623138853644,basis_conflict_a052,basis_conflict_a052__r146_s_stage_conflict_invert,0.52,0.68,0.013462857975587465,0.013462857975587465,-2.558191160147833e-05,0.7865788217689764,0.009371404295081098,0.0023161032286859113,0.0023869435823465597,-0.005254122393292096,0.008691016902785868,0.003953161273622712,0.006304073320439308,3.6410635450287225,0.7662330376255257,0.9024320494654129,plus__basis_conflict_a052__r146_s_stage_conflict_invert,1,0.84,plus,14,0.00826083255319865,0.0,0.0,-0.006834697733959613,0.026504086348093293,0.024575381218199036,0.026504086348093293,-0.0024514795502840643,0.8884015378390412
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_q3_s_stage_conflict_invert,r146_q3_s_stage,146,id06,2024-08-20,q3_s_stage,"Q3,S1,S2,S3,S4",conflict_invert,conflict,5,1,0,1,-1.5228063625801077e-05,9.262889783924012e-09,5.011701972953649e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4257382246376812,1.049812054628568,0.4067028985507246,0.9026268115942028,0.056159420289855,0,0,0,1,0,0,0,0.5853379932331906,basis_conflict_a052,basis_conflict_a052__r146_q3_s_stage_conflict_invert,0.52,0.68,0.013462857975587465,0.013462857975587465,-2.558191160147833e-05,0.7878077923701841,0.005055481142697524,0.0035321237560263447,0.0035131121074922036,-0.0024090930023930317,0.0013826605112642013,0.001376827384993135,-0.002130451596228002,0.3935713052663989,0.668212555748002,0.8507638799433209,plus__basis_conflict_a052__r146_q3_s_stage_conflict_invert,1,0.84,plus,15,0.008259262334921469,0.0,0.0,-0.006834541542062234,0.026475452431885538,0.024549286691197148,0.026475452431885538,-0.002474417867696574,0.8966608001739627
h105_signed_null_lagrange_c120_s42_74a05a1d,r164_q3_quality_conflict_invert,r164_q3_quality,164,id07,2024-07-26,q3_quality,Q3,conflict_invert,conflict,1,1,0,1,-1.5867173082271093e-05,2.5076285614245907e-07,8.593018719657175e-07,1.0,1.0,1.0,0.8331428571428572,0.1454114285714285,0.1785714285714285,0.5973442857142858,0.5973442857142858,0.2346059782608695,0.8203553125367085,0.2631340579710144,0.1526268115942029,0.3958333333333333,0,0,1,0,0,0,0,0.6525957411002167,basis_conflict_a052,basis_conflict_a052__r164_q3_quality_conflict_invert,0.52,0.68,0.055798254557179135,0.055798254557179135,-2.426843476258892e-05,0.7877954689442419,0.07277112236406062,0.067700607781258,0.0669686772541209,-0.12683673766386397,0.15857261791338115,0.15790363655759154,0.09160394065926025,2.367862440283767,0.7438882819212093,0.8738838078062605,plus__basis_conflict_a052__r164_q3_quality_conflict_invert,1,0.84,plus,16,0.008246875181314728,0.0,0.0,-0.007012859105098257,0.026325994483914428,0.024418478606647125,0.026325994483914428,-0.0024972033386979078,0.9049076753552774
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_q3_s_stage_frontier_descent,r146_q3_s_stage,146,id06,2024-08-20,q3_s_stage,"Q3,S1,S2,S3,S4",frontier_descent,objective,5,1,0,1,-1.5951672690301083e-05,9.11212975241768e-09,4.9529218604492894e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4257382246376812,1.049812054628568,0.4067028985507246,0.9026268115942028,0.056159420289855,0,0,0,1,0,0,0,0.6178604238731884,basis_objective_a042,basis_objective_a042__r146_q3_s_stage_frontier_descent,0.42,0.56,0.01331883772159318,0.01331883772159318,-2.5293638237533804e-05,0.7990611876615539,0.0013214033874120112,6.607016937060056e-05,6.374870229454251e-05,-0.0005814458412445474,0.011623957143349154,0.011574918345152318,0.011560208441054612,182.33743413644552,0.8354352789220325,0.9715573876078836,plus__basis_objective_a042__r146_q3_s_stage_frontier_descent,1,0.84,plus,17,0.008169550756899513,0.0,0.0,-0.0070109936617491165,0.026292663835122458,0.02438800665011293,0.026292663835122458,-0.0025198962309288604,0.9130772261121769
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_s_stage_frontier_descent,r146_s_stage,146,id06,2024-08-20,s_stage,"S1,S2,S3,S4",frontier_descent,objective,4,1,0,1,-1.6036167366676054e-05,9.11212975241768e-09,4.9529218604492894e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4137862318840579,1.0514400022901715,0.4089673913043478,0.8054800724637681,0.0760869565217391,0,0,0,1,0,0,0,0.6167847445253622,basis_objective_a042,basis_objective_a042__r146_s_stage_frontier_descent,0.42,0.56,0.01331883772159318,0.01331883772159318,-2.5293638237533804e-05,0.797678925806965,0.001050558832522777,0.00014675981223245832,0.00015875853536949833,-0.01018593141819836,0.019243149481218788,0.019161967065244298,0.01908439094584929,121.20940916356372,0.8832573838834157,0.9702228519902101,plus__basis_objective_a042__r146_s_stage_frontier_descent,1,0.84,plus,18,0.008168072970931917,0.0,0.0,-0.0070075814000641725,0.026253617685885834,0.024352231787372166,0.026253617685885834,-0.002542589083112744,0.9212452990831088
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_s14_edge_frontier_descent,r146_s14_edge,146,id06,2024-08-20,s14_edge,"S1,S4",frontier_descent,objective,2,1,0,1,-1.6120657111396114e-05,9.11212975241768e-09,4.9529218604492894e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.3043251811594203,0.9346762846118684,0.3220108695652174,0.46875,0.1580615942028985,0,0,0,1,0,0,0,0.6069332499601449,basis_objective_a042,basis_objective_a042__r146_s14_edge_frontier_descent,0.42,0.56,0.01331883772159318,0.01331883772159318,-2.5293638237533804e-05,0.7821556548666349,0.005327525766908637,0.0006514936689290482,0.000642519426416024,-0.0013250361624347394,0.010300051773482083,0.010256598227146037,0.00965753234706606,16.030699336573196,0.7857699733196488,0.9350650521705527,plus__basis_objective_a042__r146_s14_edge_frontier_descent,1,0.84,plus,19,0.00816661407458219,0.0,0.0,-0.0070026406312904054,0.02620894161229984,0.024311233110188485,0.02620894161229984,-0.002565281895249559,0.929411913157691
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_nonq2_full_hybrid_route,r146_nonq2_full,146,id06,2024-08-20,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hybrid_route,tail,6,1,0,1,-1.6192917576283777e-05,7.202596444402532e-09,4.1771475629243015e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4581567028985507,1.0946783170838648,0.4420289855072464,0.9685235507246376,0.0457427536231884,0,0,0,1,0,0,0,0.5934692636998752,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r146_nonq2_full_hybrid_route,0.44,0.58,0.011391649056266316,0.011391649056266316,-2.143614433604236e-05,0.7912125763264506,0.0,0.0,0.0,-0.007967225787415294,0.02210717642388692,0.02201391133782515,0.02210717642388692,22107176.42388692,0.923674346138875,0.9921254669586497,plus__basis_tail_hybrid_a044__r146_nonq2_full_hybrid_route,1,0.84,plus,20,0.006983792361381358,0.0,0.0,-0.006997217896641054,0.026166335115482026,0.02427208869283413,0.026166335115482026,-0.0025846911060357623,0.9363957055190724
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_full_state_hybrid_route,r146_full_state,146,id06,2024-08-20,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hybrid_route,tail,7,1,0,1,-1.6265174433448487e-05,7.202596444402532e-09,4.1771475629243015e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4921784420289855,1.1487463490143184,0.4759963768115942,0.9977355072463768,0.0615942028985507,0,0,0,1,0,0,0,0.5965312202216143,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r146_full_state_hybrid_route,0.44,0.58,0.011391649056266316,0.011391649056266316,-2.143614433604236e-05,0.7951942803684784,0.0013214033874120112,6.607016937060056e-05,6.374870229454251e-05,-0.0005814458412445474,0.011623957143349154,0.011574918345152318,0.011560208441054612,182.33743413644552,0.8379609164921114,0.9698441324230322,plus__basis_tail_hybrid_a044__r146_full_state_hybrid_route,1,0.84,plus,21,0.006982755147203257,0.0,0.0,-0.006990707180231601,0.026119745465335048,0.02422924802813992,0.026119745465335048,-0.0026041002875257665,0.9433784606662756
h105_signed_null_lagrange_c120_s42_74a05a1d,r146_s_stage_hybrid_route,r146_s_stage,146,id06,2024-08-20,s_stage,"S1,S2,S3,S4",hybrid_route,tail,4,1,0,1,-1.6337427682889703e-05,7.202596444402532e-09,4.1771475629243015e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4137862318840579,1.0514400022901715,0.4089673913043478,0.8054800724637681,0.0760869565217391,0,0,0,1,0,0,0,0.5894759213085708,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r146_s_stage_hybrid_route,0.44,0.58,0.011391649056266316,0.011391649056266316,-2.143614433604236e-05,0.7859929039080948,0.0013214033874120112,6.607016937060056e-05,6.374870229454251e-05,-0.0005814458412445474,0.011623957143349154,0.011574918345152318,0.011560208441054612,182.33743413644552,0.831093272070972,0.9673734381038257,plus__basis_tail_hybrid_a044__r146_s_stage_hybrid_route,1,0.84,plus,22,0.006981733612769436,0.0,0.0,-0.006983124638478005,0.026069243078873892,0.02418277626631,0.026069243078873892,-0.0026235094397195724,0.9503601942790451
