flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h082_action_score,candidate_id,h082_value_mode,h082_alpha
22,3,id01,2024-08-03,2024-08-02,Q2,1,0.6600442750657125,0.6987517935481184,0.0034057974680021,0.7777542857142857,0.6052171428571428,0.5814727428571428,0.1850714285714285,0.1785714285714285,0.385413257142857,1.0,0.0,0,18.0,18.26614025081224,4.0,1.0,0.1541602662756384,-2.7266674632530845e-06,-0.0028701524006941,1.0,1.0,1.0,1.0,0.0,0.2353612239766102,0.1785714285714285,0.804,0.8051428571428572,1.0,1.0,episode_neighbor_q061,0.8055428571428571,0.7118065744290715,h082_all_action_c880_a100_0e565967,source_mean,1.0
848,121,id05,2024-11-13,2024-11-12,Q2,1,0.4463584382757546,0.3766482036181832,0.0099666167908999,0.8302685714285715,0.4832571428571429,0.5491790285714286,0.1677,0.1785714285714285,0.4061850285714284,1.0,0.0,0,15.0,15.95849060505552,4.0,1.0,-0.2365459070842156,-1.2471164592709606e-05,-0.0080449552602691,1.0,1.0,1.0,1.0,0.0,0.1081784243074485,0.1785714285714285,0.5897142857142857,0.608,1.0,1.0,episode_neighbor_q061,0.7972571428571428,0.7107413968994835,h082_all_action_c880_a100_0e565967,source_mean,1.0
1136,162,id07,2024-07-24,2024-07-23,Q3,2,0.5480080654984324,0.604765518231246,0.0065655413443055,0.9641142857142858,0.6345771428571428,0.7854725142857144,0.1170428571428571,0.1785714285714285,0.83372,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2364693808535908,-1.8300853843987567e-05,-0.0065222406295031,1.0,1.0,1.0,0.0,0.0,0.2973616521612993,0.1785714285714285,0.8531428571428571,0.8548571428571429,0.0,0.0,,0.92738,0.7068245307551259,h082_all_action_c880_a100_0e565967,source_mean,1.0
900,128,id06,2024-07-07,2024-07-06,S2,4,0.9672789969212284,0.9887277680058654,0.0096723050225968,0.9303085714285716,0.7328571428571429,0.8165893142857141,0.0314142857142857,0.1785714285714285,0.8980200000000002,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,1.0728414939112352,-3.93954068051405e-06,-0.009549006647589,1.0,1.0,1.0,0.0,0.0,0.8383714548008615,0.1785714285714285,0.9611428571428572,0.9611428571428572,0.0,0.0,,0.9537342857142858,0.701772068678113,h082_all_action_c880_a100_0e565967,source_mean,1.0
968,138,id06,2024-07-18,2024-07-17,Q3,2,0.4927743691253319,0.4321963733197079,0.0073676515867672,0.9622742857142856,0.804777142857143,0.8663614285714285,0.1166428571428571,0.1785714285714285,0.8454457142857141,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.2479050465070215,-4.869222831107984e-06,-0.0073187635516054,1.0,1.0,1.0,0.0,0.0,0.5367815247005342,0.1785714285714285,0.9417142857142856,0.9417142857142856,0.0,0.0,,0.9483,0.6964295649274879,h082_all_action_c880_a100_0e565967,source_mean,1.0
937,133,id06,2024-07-12,2024-07-11,S4,6,0.9169623290549336,0.9357196665169352,0.0024895142176649,0.9279714285714286,0.6680171428571429,0.7825090857142858,0.0832714285714285,0.1785714285714285,0.8436507428571429,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2798614083968501,-6.710776769484949e-06,-0.0024696873765104,1.0,1.0,1.0,0.0,0.0,0.1361827791203361,0.1785714285714285,0.6462857142857142,0.6582857142857143,0.0,0.0,,0.9087285714285712,0.6957919853308885,h082_all_action_c880_a100_0e565967,source_mean,1.0
964,137,id06,2024-07-17,2024-07-16,S3,5,0.965694943919707,0.9745020842347952,0.0012820487980551,0.8599885714285714,0.600277142857143,0.7156199428571428,0.1068714285714285,0.1785714285714285,0.8230402285714287,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.3115195451401728,-2.833868381996585e-06,-0.0012728877921682,1.0,1.0,1.0,0.0,0.0,0.4089797658704055,0.1785714285714285,0.9182857142857144,0.9182857142857144,0.0,0.0,,0.8912142857142857,0.6938075745957659,h082_all_action_c880_a100_0e565967,source_mean,1.0
227,32,id02,2024-08-31,2024-08-30,S1,3,0.9818631015384331,0.9905046419304432,0.0025345798639905,0.8284571428571429,0.3422571428571428,0.5784027999999999,0.0669,0.1785714285714285,0.75072,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.6664298659393604,-2.8556481311107e-06,-0.002521334008921,1.0,1.0,1.0,0.0,0.0,0.723407639870633,0.1785714285714285,0.9577142857142856,0.9577142857142856,0.0,0.0,,0.85242,0.6927120386731123,h082_all_action_c880_a100_0e565967,source_mean,1.0
986,140,id06,2024-07-21,2024-07-20,S4,6,0.8348399209834176,0.8011519555138755,0.003912383692871,0.93988,0.846017142857143,0.8747223428571429,0.0426142857142857,0.1785714285714285,0.8807087999999998,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.2318372685785802,-3.511078359480149e-06,-0.0038856453219518,1.0,1.0,1.0,0.0,0.0,0.2874977809711064,0.1785714285714285,0.8468571428571429,0.8474285714285714,0.0,0.0,,0.94514,0.6916730521753625,h082_all_action_c880_a100_0e565967,source_mean,1.0
270,38,id02,2024-09-06,2024-09-05,S2,4,0.8910259890242211,0.8645675278697675,0.0033764274146575,0.8664628571428572,0.4722371428571428,0.6597970857142859,0.0424714285714285,0.1785714285714285,0.8177760000000002,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.2441477402877071,-3.406163717415312e-06,-0.0033185679515809,1.0,1.0,1.0,0.0,0.0,0.2802990000227174,0.1785714285714285,0.8434285714285714,0.8445714285714285,0.0,0.0,,0.8855914285714286,0.6913178063010502,h082_all_action_c880_a100_0e565967,source_mean,1.0
32,4,id01,2024-08-04,2024-08-03,S2,4,0.6868186532777408,0.71704153215778,0.002163031354237,0.6399714285714286,0.5410571428571428,0.5829477142857142,0.0787571428571428,0.1785714285714285,0.5993640000000001,1.0,0.0,0,24.0,24.19364581610774,4.0,1.0,0.1237269848707736,-9.648289735827902e-07,-0.0019566306604438,1.0,1.0,1.0,1.0,0.0,0.312811193854403,0.1785714285714285,0.8651428571428571,0.8662857142857143,1.0,1.0,seed_q061_companion,0.8395085714285716,0.6883712752125355,h082_all_action_c880_a100_0e565967,source_mean,1.0
928,132,id06,2024-07-11,2024-07-10,S2,4,0.9060132637497244,0.8721560499542845,0.0061154788500604,0.9231542857142856,0.7058171428571429,0.7999392571428572,0.0303285714285714,0.1785714285714285,0.8963100000000002,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.3410484862642166,-3.0258789664251337e-06,-0.0060088819034933,1.0,1.0,1.0,0.0,0.0,0.5081951484664704,0.1785714285714285,0.9365714285714286,0.9365714285714286,0.0,0.0,,0.9430314285714286,0.6882654242373729,h082_all_action_c880_a100_0e565967,source_mean,1.0
1711,244,id10,2024-09-21,2024-09-20,S1,3,0.6570069758137274,0.7044112167767673,0.0051085523360339,0.9252171428571428,0.5386171428571429,0.7205381142857143,0.0719285714285714,0.1785714285714285,0.8482669714285714,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2219121507086019,-5.274159914114784e-06,-0.0050753831584635,1.0,1.0,1.0,0.0,0.0,0.1611315718594959,0.1785714285714285,0.6948571428571428,0.7,0.0,0.0,,0.8987914285714287,0.6867911851975328,h082_all_action_c880_a100_0e565967,source_mean,1.0
927,132,id06,2024-07-11,2024-07-10,S1,3,0.9088797406235304,0.8914753701973694,0.0017331219406714,0.89912,0.7058171428571429,0.7858910285714287,0.0697,0.1785714285714285,0.8322325714285715,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1914964209697936,-2.68187715625001e-06,-0.0017036163131252,1.0,1.0,1.0,0.0,0.0,0.3107996362051777,0.1785714285714285,0.8628571428571429,0.864,0.0,0.0,,0.9135228571428572,0.6852484080680113,h082_all_action_c880_a100_0e565967,source_mean,1.0
255,36,id02,2024-09-04,2024-09-03,S1,3,0.982714851520107,0.9927184606757892,0.0037594235479764,0.8497885714285716,0.4225371428571429,0.6281488571428573,0.0424999999999999,0.1785714285714285,0.7869445714285715,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.8627594320815112,-2.6346525034087808e-06,-0.0037090013387871,1.0,1.0,1.0,0.0,0.0,0.9339706506577584,0.1785714285714285,0.9628571428571427,0.9628571428571427,0.0,0.0,,0.8790028571428573,0.6829298549758294,h082_all_action_c880_a100_0e565967,source_mean,1.0
466,66,id03,2024-08-25,2024-08-24,S2,4,0.526553215055173,0.4799149498250854,0.0043544738546251,0.90856,0.7341371428571428,0.8061385714285714,0.0472142857142857,0.1785714285714285,0.86217,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1922186917088567,-3.661180050108007e-06,-0.0043176628391879,1.0,1.0,1.0,0.0,0.0,0.1865304446775327,0.1785714285714285,0.7394285714285714,0.7417142857142857,0.0,0.0,,0.930094285714286,0.6808842940490082,h082_all_action_c880_a100_0e565967,source_mean,1.0
202,28,id02,2024-08-27,2024-08-26,S4,6,0.7206945558895387,0.6737516215022326,0.0053038868526423,0.8275028571428572,0.5051371428571428,0.6575986857142857,0.0568142857142857,0.1785714285714285,0.7445417142857144,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.2257454632710493,-3.3296033099999223e-06,-0.0052789783396377,1.0,1.0,1.0,0.0,0.0,0.2497252678985647,0.1785714285714285,0.8217142857142857,0.8222857142857143,0.0,0.0,,0.8871457142857143,0.6798185964327388,h082_all_action_c880_a100_0e565967,source_mean,1.0
699,99,id04,2024-10-20,2024-10-19,S4,6,0.5985686092028732,0.624576533176455,0.0014183227549815,0.9001485714285715,0.850937142857143,0.7199626857142858,0.2324,0.5137142857142857,0.8232390857142858,1.0,0.0,0,23.0,21.62115831398056,4.0,1.0,0.0956619433334395,-2.3462599215098275e-06,-0.0012436826729008,1.0,1.0,1.0,1.0,0.0171444605534043,0.0824094120868775,0.5651428571428572,0.528,0.5188571428571429,1.0,1.0,episode_neighbor_q061,0.8378028571428572,0.6795803367227873,h082_all_action_c880_a100_0e565967,source_mean,1.0
585,83,id04,2024-09-14,2024-09-13,S2,4,0.7368788342683015,0.76099870595791,0.0015314467839341,0.69972,0.4032171428571429,0.5445927428571429,0.0998714285714285,0.1785714285714285,0.6158640000000002,1.0,0.0,0,17.0,17.61604773638352,4.0,1.0,0.1036219377370425,-1.5467647976434035e-06,-0.001286858757144,1.0,1.0,1.0,1.0,0.0,0.2024995344016845,0.1785714285714285,0.764,0.7668571428571429,1.0,1.0,episode_neighbor_q061,0.8148628571428571,0.6775823037172862,h082_all_action_c880_a100_0e565967,source_mean,1.0
599,85,id04,2024-09-16,2024-09-15,S2,4,0.6440818296441913,0.6068406390590956,0.0029817680274811,0.6999028571428572,0.4877171428571429,0.5869488571428572,0.0796142857142857,0.1785714285714285,0.6237360000000001,1.0,0.0,0,18.0,19.501735416508403,4.0,1.0,-0.123161746290287,-1.5390651006847635e-06,-0.0023915095121405,1.0,1.0,1.0,1.0,0.0,0.2119109006638922,0.1785714285714285,0.7742857142857142,0.776,1.0,1.0,episode_neighbor_q061,0.8453142857142857,0.6769035839306551,h082_all_action_c880_a100_0e565967,source_mean,1.0
1020,145,id06,2024-08-15,2024-08-14,S3,5,0.9287371041949244,0.9089850431629808,0.0027261164221769,0.8974057142857143,0.7951771428571428,0.8290942285714284,0.0467285714285714,0.1785714285714285,0.8912345142857142,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.2675828115112105,-2.3877879138627275e-06,-0.0027106703475388,1.0,1.0,1.0,0.0,0.0,0.4584844927696639,0.1785714285714285,0.9308571428571428,0.9308571428571428,0.0,0.0,,0.9351171428571428,0.6765726087681281,h082_all_action_c880_a100_0e565967,source_mean,1.0
502,71,id03,2024-09-17,2024-09-16,S3,5,0.5292676057759682,0.5689504614130705,0.003173529225227,0.9242057142857142,0.7208971428571429,0.8067097714285714,0.0553285714285714,0.1785714285714285,0.9034354285714286,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1581888057573285,-3.4448668054952792e-06,-0.003121495328377,1.0,1.0,1.0,0.0,0.0,0.1483558744819921,0.1785714285714285,0.6714285714285714,0.6817142857142857,0.0,0.0,,0.9197857142857144,0.6758378063010503,h082_all_action_c880_a100_0e565967,source_mean,1.0
186,26,id01,2024-09-15,2024-09-14,S2,4,0.6685569600261898,0.7225620829407688,0.0067851133755133,0.834422857142857,0.660397142857143,0.7356565142857143,0.0433,0.1785714285714285,0.765432,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2615642887185512,-3.775341797504456e-06,-0.0067603091277107,1.0,1.0,1.0,0.0,0.0,0.1656820870814946,0.1785714285714285,0.7045714285714286,0.7074285714285714,0.0,0.0,,0.9145628571428572,0.675833498916486,h082_all_action_c880_a100_0e565967,source_mean,1.0
1502,214,id09,2024-08-21,2024-08-20,S2,4,0.7926331365803142,0.8231729173158806,0.0029491144830305,0.883702857142857,0.7187171428571428,0.7860190285714284,0.0515,0.1785714285714285,0.836496,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1981878221007475,-2.814341170893363e-06,-0.0029342002790343,1.0,1.0,1.0,0.0,0.0,0.2338038389246269,0.1785714285714285,0.8022857142857143,0.8034285714285714,0.0,0.0,,0.9224028571428572,0.6757829771628604,h082_all_action_c880_a100_0e565967,source_mean,1.0
85,12,id01,2024-08-15,2024-08-14,Q2,1,0.5263864276333604,0.5557981027179145,0.0017395489972242,0.7628514285714285,0.6085171428571429,0.5050832571428571,0.2918285714285714,0.3731428571428571,0.3866142857142857,1.0,0.0,0,19.0,19.48132954846374,4.0,1.0,0.1065500110918248,-3.865139710460055e-06,-0.0016047782207779,1.0,1.0,1.0,1.0,0.0003807449209963,0.038549607687248,0.3731428571428571,0.4097142857142857,0.4611428571428571,1.0,1.0,seed_q061_companion,0.7308428571428572,0.6753060110018337,h082_all_action_c880_a100_0e565967,source_mean,1.0
972,138,id06,2024-07-18,2024-07-17,S4,6,0.8634695569049544,0.8351738943457109,0.0032170155511125,0.91712,0.804777142857143,0.8436217714285714,0.0397,0.1785714285714285,0.8689234285714286,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.225217890324394,-2.561231972494446e-06,-0.0031942262951154,1.0,1.0,1.0,0.0,0.0,0.3382756835328679,0.1785714285714285,0.88,0.8805714285714286,0.0,0.0,,0.9378142857142858,0.6752626771128521,h082_all_action_c880_a100_0e565967,source_mean,1.0
256,36,id02,2024-09-04,2024-09-03,S2,4,0.948772238755665,0.9666350532395496,0.0037238433016245,0.845,0.4225371428571429,0.6258165142857144,0.0425285714285714,0.1785714285714285,0.805026,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.4413537064576182,-2.470363125141443e-06,-0.0036680832116189,1.0,1.0,1.0,0.0,0.0,0.5401319949444804,0.1785714285714285,0.9428571428571428,0.9428571428571428,0.0,0.0,,0.8752885714285714,0.6748521420236705,h082_all_action_c880_a100_0e565967,source_mean,1.0
377,53,id02,2024-10-10,2024-10-09,S4,6,0.8766311590978245,0.9021072348317938,0.0031995484670818,0.9049371428571428,0.7900571428571428,0.8306999428571427,0.0395571428571428,0.1785714285714285,0.8480454857142856,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2641230528834509,-2.6212193841284653e-06,-0.0031797068539505,1.0,1.0,1.0,0.0,0.0,0.2956348680182961,0.1785714285714285,0.8514285714285714,0.8531428571428571,0.0,0.0,,0.9341742857142856,0.6747915985997666,h082_all_action_c880_a100_0e565967,source_mean,1.0
33,4,id01,2024-08-04,2024-08-03,S3,5,0.8598191584284451,0.8718690873858523,0.000617462769184,0.57696,0.5410571428571428,0.5491586857142856,0.1430714285714285,0.1785714285714285,0.5430116571428573,1.0,0.0,0,24.0,24.19364581610774,4.0,1.0,0.0888481015240349,-6.505105772182535e-07,-0.0005586883756165,1.0,1.0,1.0,1.0,0.0,0.2717374220893844,0.1785714285714285,0.8348571428571429,0.836,1.0,1.0,seed_q061_companion,0.7881085714285715,0.6733701816969496,h082_all_action_c880_a100_0e565967,source_mean,1.0
1037,148,id06,2024-08-22,2024-08-21,Q2,1,0.8053003646868163,0.9628488305379768,0.1105033489324301,0.8638971428571429,0.6861771428571428,0.6628999428571428,0.1626999999999999,0.1785714285714285,0.4325049142857143,1.0,0.0,0,18.0,16.53958230005816,3.0,1.0,1.8547468195542176,-1.2717062596274388e-05,-0.1086181927647715,1.0,1.0,1.0,0.0,0.0,0.6330857555516178,0.1785714285714285,0.9531428571428572,0.9531428571428572,0.0,0.0,,0.8549685714285714,0.6727323487247874,h082_all_action_c880_a100_0e565967,source_mean,1.0
20,2,id01,2024-08-02,2024-08-01,S4,6,0.4013011799248306,0.357790335207552,0.0039931377581028,0.8997200000000001,0.7792171428571428,0.8234153714285715,0.0468428571428571,0.1785714285714285,0.8275347428571428,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1902980310277415,-3.202930044517123e-06,-0.0039795598290607,1.0,1.0,1.0,0.0,0.0,0.1648598208886935,0.1785714285714285,0.7028571428571428,0.7062857142857143,0.0,0.0,,0.9276428571428572,0.6724353392232039,h082_all_action_c880_a100_0e565967,source_mean,1.0
523,74,id03,2024-09-21,2024-09-20,S3,5,0.4731540291901628,0.5124431879432014,0.0030906758679054,0.8383428571428572,0.5048371428571429,0.6617022285714287,0.0822714285714285,0.1785714285714285,0.7821730285714287,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1611724991557593,-3.7092077732521263e-06,-0.0030777990662082,1.0,1.0,1.0,0.0,0.0,0.1206203978784471,0.1785714285714285,0.6171428571428571,0.6291428571428571,0.0,0.0,,0.8676999999999999,0.6700652775462577,h082_all_action_c880_a100_0e565967,source_mean,1.0
969,138,id06,2024-07-18,2024-07-17,S1,3,0.9262208792442524,0.9154308552193552,0.0008162267351449,0.9104742857142858,0.804777142857143,0.8367106857142859,0.1347857142857143,0.1785714285714285,0.829289142857143,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1505891580039894,-2.9140570715284063e-06,-0.0008105021982775,1.0,1.0,1.0,0.0,0.0,0.0956396441254898,0.1785714285714285,0.5605714285714286,0.584,0.0,0.0,,0.8826657142857144,0.6698980030005001,h082_all_action_c880_a100_0e565967,source_mean,1.0
860,122,id05,2024-11-14,2024-11-13,S4,6,0.4996549110062109,0.5222188988437275,0.0010185923153628,0.6499085714285715,0.6462571428571428,0.6360654285714284,0.1146142857142857,0.1785714285714285,0.5874617142857143,1.0,0.0,0,25.0,25.17191757524078,4.0,1.0,0.076461769132874,-8.381210728168225e-07,-0.0009232300528178,1.0,1.0,1.0,1.0,0.0,0.1540255699964995,0.1785714285714285,0.6811428571428572,0.6908571428571428,1.0,1.0,seed_q061_companion,0.8279428571428572,0.668304857476246,h082_all_action_c880_a100_0e565967,source_mean,1.0
1188,169,id07,2024-08-17,2024-08-16,S3,5,0.7994116795180602,0.8238132653272896,0.0019170543777541,0.8152457142857142,0.5428571428571428,0.6676812000000001,0.0725,0.1785714285714285,0.7702930285714286,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.162948291934045,-2.4326182585986864e-06,-0.0019058886730727,1.0,1.0,1.0,0.0,0.0,0.2133841699540335,0.1785714285714285,0.7771428571428571,0.7788571428571428,0.0,0.0,,0.8719342857142857,0.6666356392732122,h082_all_action_c880_a100_0e565967,source_mean,1.0
1445,206,id09,2024-08-11,2024-08-10,S1,3,0.8593895130538292,0.896012637862829,0.006017119918278,0.8613085714285715,0.5541171428571429,0.6974203999999999,0.0339571428571428,0.1785714285714285,0.793752342857143,1.0,0.0,0,20.0,17.52959496159584,3.0,1.0,0.3512745226635049,-2.9880647027433073e-06,-0.0059808330839065,1.0,1.0,1.0,0.0,0.0,0.3646066886664514,0.1785714285714285,0.8965714285714286,0.8977142857142857,0.0,0.0,,0.9112428571428572,0.6660073145524253,h082_all_action_c880_a100_0e565967,source_mean,1.0
921,131,id06,2024-07-10,2024-07-09,S2,4,0.8829916701436188,0.8543097895781325,0.0037298200377897,0.86828,0.6308571428571428,0.7370014285714286,0.0366999999999999,0.1785714285714285,0.816018,1.0,0.0,0,20.0,17.52959496159584,3.0,1.0,-0.2599301853930716,-2.8767822634616726e-06,-0.0036950639691605,1.0,1.0,1.0,0.0,0.0,0.2958628776992405,0.1785714285714285,0.852,0.8537142857142858,0.0,0.0,,0.9172371428571428,0.6644229571595265,h082_all_action_c880_a100_0e565967,source_mean,1.0
1398,199,id08,2024-09-18,2024-09-17,S3,5,0.615057413970097,0.6341014125327948,0.0007708743562674,0.7932057142857143,0.5206771428571428,0.5009187428571429,0.3340285714285714,0.584,0.6812825142857143,1.0,0.0,0,16.0,16.9532750919944,4.0,1.0,0.0672082717171541,-6.121215828239061e-06,-0.0006509425799145,1.0,1.0,1.0,1.0,0.0141167929655146,0.0381106994584834,0.5371428571428571,0.4062857142857143,0.4228571428571429,1.0,1.0,episode_neighbor_q061,0.7607628571428573,0.6644014535755961,h082_all_action_c880_a100_0e565967,source_mean,1.0
