flat_idx,row,target,target_idx,cell_key,direction,source_families,source_family_count,source_records,mean_health,max_health,mean_local_score,max_abs_proposed_step,mean_abs_proposed_step,bad_tangent_value,bad_tangent_abs,bad_tangent_abs_rank,anti_tangent_direction,proposed_is_anti_bad,proposed_is_bad_aligned,action_health,anti_bad_score,orthogonal_score
167,23,S4,6,23:S4,1,"listener_dropout,public_loss_tomography,route_frontier",3,3,0.47363994654576214,0.7369629179331307,0.34875591016548463,0.8,0.5979750271069766,-0.0018527604913341625,0.0018527604913341625,0.6654676258992805,1,True,False,0.636616768605508,0.6875909487446452,0.5483887564598869
1725,246,S1,3,246:S1,-1,public_loss_tomography,1,1,0.851063829787234,0.851063829787234,0.7978723404255319,0.8,0.8,0.0022287573128787785,0.0022287573128787785,0.762589928057554,-1,True,False,0.6837582538517974,0.6834437524081981,0.5373813530246968
789,112,S3,5,112:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4622262923811535,0.5087491986961834,0.35837071954339406,0.5175749935185845,0.3454399006604978,-0.0024643512943980867,0.0024643512943980867,0.8057553956834532,1,True,False,0.5531026028893422,0.6806830428750044,0.48231758369272154
1413,201,S4,6,201:S4,-1,public_loss_tomography,1,1,0.6489203647416413,0.6489203647416413,0.5638297872340425,0.8,0.8,0.00289455336690409,0.00289455336690409,0.8345323741007195,-1,True,False,0.538429937742375,0.6772841979982792,0.4201627472964163
181,25,S4,6,25:S4,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,6,0.6585565221848496,0.8031914893617021,0.559364446505127,0.8,0.6979702201408758,0.0012487065680527503,0.0012487065680527503,0.5089928057553957,-1,False,True,0.7776206218728741,0.6748951484732015,0.7080350367642151
769,109,S4,6,109:S4,-1,"listener_dropout,route_frontier,route_toxicity_fusion",3,7,0.7743122515987226,0.8302090816917729,0.7048271197546939,0.285793395908811,0.236810078433334,0.0019929363799890474,0.0019929363799890474,0.6870503597122302,-1,True,False,0.8064756329244239,0.6748214878117437,0.6753498488556345
1151,164,S1,3,164:S1,1,public_loss_tomography,1,1,0.6433510638297872,0.6433510638297872,0.26595744680851063,0.4308222848345899,0.4308222848345899,-0.008584684782060007,0.008584684782060007,0.9568345323741008,1,True,False,0.49945506236243586,0.6604210964493263,0.3284477528410141
970,138,S2,4,138:S2,1,public_loss_tomography,1,1,0.6374231003039514,0.6374231003039514,0.35106382978723405,0.5624687671757662,0.5624687671757662,-0.004080553762244692,0.004080553762244692,0.8992805755395683,1,True,False,0.5062296094748978,0.6579679324292055,0.3577074453506902
1301,185,S4,6,185:S4,1,public_loss_tomography,1,1,0.5218279635258358,0.5218279635258358,0.30851063829787234,0.75084262983035,0.75084262983035,-0.004132988915648073,0.004132988915648073,0.9028776978417267,1,True,False,0.43407804716486736,0.657595561963295,0.31836088038950405
1662,237,S1,3,237:S1,-1,"listener_dropout,route_frontier",2,2,0.3705994331965271,0.381151647389578,0.10287878787878783,0.4547443282431507,0.281336609856055,-0.003905455802275484,0.003905455802275484,0.8902877697841727,1,False,True,0.4258333022192834,0.6575197299798712,0.34511912209836587
908,129,S3,5,129:S3,-1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,6,0.5006904402343323,0.5429112462006078,0.2901665716323116,0.8,0.4926903564877339,0.001490044065037626,0.001490044065037626,0.5665467625899281,-1,True,False,0.6168854513210286,0.6575151999992603,0.5815780312381555
1042,148,S4,6,148:S4,1,public_loss_tomography,1,1,0.6784574468085105,0.6784574468085105,0.10638297872340426,0.2170020446046002,0.2170020446046002,-0.06438345007939761,0.06438345007939761,0.9712230215827338,1,True,False,0.5006678283198825,0.6564602491858311,0.30028398734277434
1065,152,Q2,1,152:Q2,1,public_loss_tomography,1,1,0.6170212765957447,0.6170212765957447,0.2978723404255319,0.4211447977253777,0.4211447977253777,-0.007017736522183853,0.007017736522183853,0.9532374100719424,1,True,False,0.4880135730007337,0.6546287917574963,0.3293112474070634
39,5,S2,4,5:S2,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,7,0.5947116971512749,0.9502659574468084,0.45001086344618557,0.8,0.6958865337731659,0.0009204245586542013,0.0009204245586542013,0.4460431654676259,-1,False,True,0.8090887940814668,0.6534904093534781,0.7182333801098746
257,36,S3,5,36:S3,1,public_loss_tomography,1,1,0.5910164133738602,0.5910164133738602,0.2765957446808511,0.5522750394061875,0.5522750394061875,-0.0046542199046029605,0.0046542199046029605,0.9136690647482014,1,True,False,0.470377560842679,0.6522496267357765,0.3268521827095934
413,59,Q1,0,59:Q1,1,public_loss_tomography,1,1,0.5867021276595744,0.5867021276595744,0.0425531914893617,0.2007412191957964,0.2007412191957964,-0.14657500841349408,0.14657500841349408,0.9964028776978417,1,True,False,0.4397901687454145,0.6489146285436801,0.2577454828272378
553,79,Q1,0,79:Q1,1,public_loss_tomography,1,1,0.5829787234042553,0.5829787234042553,0.031914893617021274,0.2002641865733934,0.2002641865733934,-0.1505280720888165,0.1505280720888165,1.0,1,True,False,0.4363539985326485,0.6488170506236244,0.2537400733675715
1061,151,S2,4,151:S2,1,public_loss_tomography,1,1,0.6446808510638298,0.6446808510638298,0.0851063829787234,0.217668613116836,0.217668613116836,-0.06309472319907664,0.06309472319907664,0.9640287769784173,1,True,False,0.478524211298606,0.6476688679753189,0.28871927434721334
664,94,S4,6,94:S4,1,public_loss_tomography,1,1,0.5881367781155015,0.5881367781155015,0.3829787234042553,0.7388417080208454,0.7388417080208454,-0.0031278146498203573,0.0031278146498203573,0.8525179856115108,1,True,False,0.4814733298396394,0.6449694413106932,0.3622088350740726
654,93,S1,3,93:S1,1,public_loss_tomography,1,1,0.5941489361702127,0.5941489361702127,0.06382978723404255,0.2135801883938399,0.2135801883938399,-0.07406131989085513,0.07406131989085513,0.9748201438848921,1,True,False,0.44666250917094646,0.6422033095636476,0.2689217693724697
1054,150,S2,4,150:S2,1,public_loss_tomography,1,1,0.5904255319148936,0.5904255319148936,0.05319148936170213,0.2181246213021687,0.2181246213021687,-0.06367560505765317,0.06367560505765317,0.9676258992805755,1,True,False,0.4432263389581805,0.640374151390553,0.26729046063222794
1131,161,S2,4,161:S2,1,"listener_dropout,route_toxicity_fusion",2,5,0.48934289800869113,0.5381201477404403,0.3085909090909091,0.5109702704704882,0.4075952644762749,-0.0021324745226719067,0.0021324745226719067,0.7482014388489209,1,True,False,0.5574613239773106,0.6356568958438876,0.46720838387159264
668,95,S1,3,95:S1,1,"listener_dropout,route_toxicity_fusion",2,2,0.3227113131294596,0.3272683227114716,0.033465909090909046,0.2755621472445604,0.1503970587017767,0.0038423568544189734,0.0038423568544189734,0.8830935251798561,-1,False,True,0.3875703734658648,0.6338701138981524,0.3187601066537507
1003,143,Q3,2,143:Q3,1,public_loss_tomography,1,1,0.4900401215805471,0.4900401215805471,0.24468085106382978,0.7227250554790722,0.7227250554790722,-0.003271107988023429,0.003271107988023429,0.8597122302158273,1,True,False,0.4079815243685148,0.6243966973267812,0.30616204727936003
1403,200,S1,3,200:S1,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,6,0.6520019878411648,0.7305431633835457,0.616599697955804,0.8,0.5005801579853324,-0.0008385037179635339,0.0008385037179635339,0.40827338129496404,1,True,False,0.7568934571392085,0.620746218606768,0.7302309978948055
1328,189,S3,5,189:S3,1,public_loss_tomography,1,1,0.6598203647416413,0.6598203647416413,0.5425531914893617,0.8,0.8,-0.002128733942209879,0.002128733942209879,0.7086330935251799,1,True,False,0.5421987462530133,0.617907809704999,0.44611460944856696
1477,211,Q1,0,211:Q1,-1,public_loss_tomography,1,1,0.5095896656534954,0.5095896656534954,0.3191489361702128,0.7339482893472176,0.7339482893472176,0.002883792859295339,0.002883792859295339,0.8273381294964028,-1,True,False,0.42825643014359077,0.6171203094950304,0.33412020159568817
1355,193,S2,4,193:S2,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,4,0.5420397626665713,0.7708057750759878,0.4006528473965082,0.8,0.642913082110735,-0.0008625996638985852,0.0008625996638985852,0.4262589928057554,1,True,False,0.7088688926395132,0.6159324340720331,0.6705918588930783
670,95,S3,5,95:S3,1,"listener_dropout,public_loss_tomography,route_toxicity_fusion",3,3,0.3996895446419528,0.6841495440729484,0.21666102514506771,0.8,0.43184178239196425,-0.0012819794359609853,0.0012819794359609853,0.539568345323741,1,True,False,0.5854834793945544,0.6128419730893192,0.5324527693304193
1359,194,Q2,1,194:Q2,-1,public_loss_tomography,1,1,0.9082446808510638,0.9082446808510638,0.9042553191489362,0.4828356824577603,0.4828356824577603,0.0020854407480480047,0.0020854407480480047,0.7050359712230215,-1,True,False,0.7296891049156273,0.6109198707358398,0.5872740745921239
767,109,S2,4,109:S2,-1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,11,0.7459772389231273,0.8302090816917729,0.6580657983770815,0.8,0.7272510872423344,0.0007742129789876412,0.0007742129789876412,0.33093525179856115,-1,True,False,0.8303202267428932,0.6041834119375263,0.7861877410770399
242,34,S2,4,34:S2,-1,public_loss_tomography,1,1,0.6577768996960486,0.6577768996960486,0.648936170212766,0.8,0.8,0.0019043039932750444,0.0019043039932750444,0.6726618705035972,-1,True,False,0.553779493973378,0.6038842320163414,0.4761450841060203
1489,212,S3,5,212:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,4,0.5318168041661051,0.6070551129779838,0.31750848629414363,0.4665095229620401,0.34923676863755243,-0.0016934300735539894,0.0016934300735539894,0.6169064748201439,1,True,False,0.6082095214611558,0.5951206704745169,0.5415734331343675
1442,206,Q1,0,206:Q1,-1,public_loss_tomography,1,1,0.45826200607902734,0.45826200607902734,0.1702127659574468,0.5682027141746866,0.5682027141746866,0.002919458141756058,0.002919458141756058,0.8381294964028777,-1,True,False,0.38061404716486746,0.5943051259623028,0.2869536651315828
174,24,S4,6,24:S4,-1,public_loss_tomography,1,1,0.6135328267477204,0.6135328267477204,0.3404255319148936,0.5772205359072673,0.5772205359072673,0.002251126374069004,0.002251126374069004,0.7661870503597122,-1,True,False,0.4910966550676029,0.5932940889709011,0.37862739329147427
530,75,S3,5,75:S3,1,"listener_dropout,route_toxicity_fusion",2,2,0.3371022223112777,0.38668749999999996,0.0598863636363636,0.3855456695655455,0.2408020906659183,-0.0023061982660152035,0.0023061982660152035,0.7715827338129496,1,True,False,0.41529773185518953,0.5924189392186344,0.35971979117304576
1295,185,Q1,0,185:Q1,-1,public_loss_tomography,1,1,0.5430629179331308,0.5430629179331308,0.32978723404255317,0.7430920261705206,0.7430920261705206,0.002151634377886786,0.002151634377886786,0.7589928057553957,-1,True,False,0.4489475122104602,0.591832195009105,0.35996237658770674
909,129,S4,6,129:S4,-1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.5020460841976871,0.5163090961761299,0.3406939518666263,0.5368177578959871,0.35636055951354956,0.0016086223687107196,0.0016086223687107196,0.60431654676259,-1,True,False,0.5624633080605482,0.5900616687029967,0.5279245579023593
372,53,Q2,1,53:Q2,-1,public_loss_tomography,1,1,0.6292544072948328,0.6292544072948328,0.5531914893617021,0.8,0.8,0.0017436271996776745,0.0017436271996776745,0.658273381294964,-1,True,False,0.5257470866785453,0.5891286831536443,0.45165714358602294
397,56,S3,5,56:S3,1,public_loss_tomography,1,1,0.8622340425531915,0.8622340425531915,0.8297872340425532,0.8,0.8,-0.0014278165312500172,0.0014278165312500172,0.5503597122302158,1,True,False,0.6940667644900954,0.5844596317897992,0.5937141281662858
1530,218,S2,4,218:S2,1,public_loss_tomography,1,1,0.7341720364741642,0.7341720364741642,0.6914893617021277,0.8,0.8,-0.0015995943156913472,0.0015995943156913472,0.5971223021582733,1,True,False,0.6031950562834085,0.5814615966573945,0.5213151471967029
1356,193,S3,5,193:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.5340659141286007,0.5782499999999999,0.31128656758411066,0.4769978875411094,0.3277466019601934,0.0015422810815420953,0.0015422810815420953,0.5899280575539568,-1,False,True,0.5882775099080406,0.5791762738484265,0.5377430928559527
1278,182,S2,4,182:S2,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,7,0.84221493325816,0.8861977838933951,0.8238722219393312,0.5694697308981828,0.47352943535079123,0.0008232723693944632,0.0008232723693944632,0.381294964028777,-1,False,True,0.8558555679442407,0.5729197624478555,0.7833904236642555
41,5,S4,6,5:S4,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,4,0.5401598871169631,0.5948143105446118,0.4158205949386594,0.5498537445139413,0.4207278723100781,-0.0012642733192152445,0.0012642733192152445,0.5269784172661871,1,True,False,0.6174357638716725,0.5709178610683898,0.5811470898399879
179,25,S2,4,25:S2,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,5,0.6328338936704837,0.6723195249130939,0.5291822100808139,0.559245261133719,0.4365680113704231,-0.0010804058898597642,0.0010804058898597642,0.4676258992805755,1,True,False,0.6855362128548834,0.5632209160816299,0.64230669977218
1550,221,S1,3,221:S1,-1,public_loss_tomography,1,1,0.6686480243161095,0.6686480243161095,0.44680851063829785,0.7259518129550369,0.7259518129550369,0.0017069418136694738,0.0017069418136694738,0.6546762589928058,-1,True,False,0.5358294271040772,0.5626389128712057,0.43986346368398715
1525,217,S4,6,217:S4,-1,public_loss_tomography,1,1,0.7313379939209728,0.7313379939209728,0.5851063829787234,0.8,0.8,0.0014327666218531862,0.0014327666218531862,0.5539568345323741,-1,True,False,0.5887853541557491,0.5567074556012183,0.5074500045424858
122,17,S1,3,17:S1,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,6,0.6049919825894591,0.6442187137891078,0.5858346001694296,0.8,0.5393889587754783,-0.0006892624179022163,0.0006892624179022163,0.2823741007194245,1,True,False,0.7117826423954706,0.5476835358022625,0.7331576654883597
1292,184,S2,4,184:S2,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,8,0.7243947708372876,0.8345002896871379,0.7290249706730646,0.8,0.6707446031607895,0.0005594284904034765,0.0005594284904034765,0.1672661870503597,-1,False,True,0.8335630538006165,0.5265302524345522,0.8349752467943996
1458,208,Q3,2,208:Q3,1,public_loss_tomography,1,1,0.5660954407294833,0.5660954407294833,0.20212765957446807,0.3532500310162367,0.3532500310162367,-0.0020677214041856413,0.0020677214041856413,0.7014388489208633,1,True,False,0.4469872264961744,0.5188298295216329,0.35133618946212447
40,5,S3,5,5:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4931473100543802,0.5348143105446118,0.270630001927545,0.4717269685576571,0.3152673331131913,0.0010941913701311538,0.0010941913701311538,0.48201438848920863,-1,False,True,0.5587597809289844,0.5173886106521771,0.541991248794362
1521,217,Q3,2,217:Q3,1,public_loss_tomography,1,1,0.6036082066869302,0.6036082066869302,0.3617021276595745,0.6423441620962518,0.6423441620962518,-0.0015052155349139678,0.0015052155349139678,0.5827338129496403,1,True,False,0.4878935669217064,0.5095120841263189,0.4209820020566446
916,130,S4,6,130:S4,-1,public_loss_tomography,1,1,0.6000021276595744,0.6000021276595744,0.425531914893617,0.8,0.8,0.0011659189646679694,0.0011659189646679694,0.49640287769784175,-1,True,False,0.49346161555392515,0.5023909095121321,0.4526375151676634
1430,204,Q3,2,204:Q3,1,public_loss_tomography,1,1,0.7468085106382979,0.7468085106382979,0.5,0.5125889027623167,0.5125889027623167,-0.0013175503671852382,0.0013175503671852382,0.5467625899280576,1,True,False,0.5875454878943507,0.5011829177069204,0.4948701759238244
1448,206,S4,6,206:S4,-1,public_loss_tomography,1,1,0.6767805471124619,0.6767805471124619,0.46808510638297873,0.7519039838391655,0.7519039838391655,0.0011284999916055323,0.0011284999916055323,0.4892086330935252,-1,True,False,0.5430994818153233,0.49042248155180324,0.48286942077392603
1404,200,S2,4,200:S2,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,5,0.6775635487483526,0.7305431633835457,0.6685321043725687,0.5602516980610964,0.4395874324080465,-0.000656896354207217,0.000656896354207217,0.25539568345323743,1,True,False,0.7330592341363877,0.47551892740884605,0.7322034597047369
787,112,S1,3,112:S1,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,4,0.4524223336815679,0.5669264437689969,0.3695876324065195,0.8,0.6296569831710154,-0.0005605912810569909,0.0005605912810569909,0.18884892086330934,1,True,False,0.6120286731934972,0.4748603380947746,0.6752419437657711
1291,184,S1,3,184:S1,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,7,0.7150512462548253,0.8345002896871379,0.699890000558352,0.8,0.5085230044613291,-0.00028216090177315354,0.00028216090177315354,0.06115107913669065,1,True,False,0.8238733509442264,0.4728818838362019,0.8493955060602413
1073,153,Q3,2,153:Q3,-1,public_loss_tomography,1,1,0.4692431610942249,0.4692431610942249,0.1595744680851064,0.4384562966744655,0.4384562966744655,0.001503340578789609,0.001503340578789609,0.579136690647482,-1,True,False,0.3857065213290012,0.44813860989670473,0.3444706433704143
529,75,S2,4,75:S2,1,"listener_dropout,public_loss_tomography,route_toxicity_fusion",3,3,0.36877183849368206,0.48784194528875385,0.1158752417794971,0.5087948798937294,0.2878745712958491,-0.0007873309116836369,0.0007873309116836369,0.3597122302158273,1,True,False,0.4959165544757562,0.4479840229981882,0.5164859423513979
1644,234,S4,6,234:S4,-1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,6,0.46764290443898243,0.667966565349544,0.3198332281373498,0.8,0.7011775490027802,-0.00032920547884625426,0.00032920547884625426,0.09172661870503597,1,False,True,0.6581949071202732,0.4411681785583007,0.7089612884853055
1294,184,S4,6,184:S4,1,"listener_dropout,route_frontier",2,2,0.5228223974549266,0.7383473348783314,0.4625378787878788,0.4868799685001711,0.2986490244919733,-0.0007294853094644743,0.0007294853094644743,0.30755395683453235,1,True,False,0.6310718927611734,0.44044671890887654,0.6211709953311729
1342,191,S3,5,191:S3,1,public_loss_tomography,1,1,0.600449848024316,0.600449848024316,0.4148936170212766,0.8,0.8,-0.0007835059600779767,0.0007835059600779767,0.35251798561151076,1,True,False,0.4924446976207944,0.43304142428941655,0.4821426198765042
612,87,S1,3,87:S1,-1,public_loss_tomography,1,1,0.9837765957446807,0.9837765957446807,0.9787234042553191,0.8,0.8,0.0005497101105928823,0.0005497101105928823,0.1510791366906475,-1,True,False,0.782433785766691,0.41754772148825325,0.7442671313807354
210,30,Q1,0,30:Q1,-1,public_loss_tomography,1,1,0.44388419452887534,0.44388419452887534,0.14893617021276595,0.4902386708218795,0.4902386708218795,0.0011305907597477867,0.0011305907597477867,0.49280575539568344,-1,True,False,0.3697217249764176,0.4099826386867732,0.3547280110710987
1642,234,S2,4,234:S2,-1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4624670380541702,0.5272136141625107,0.3222666921077679,0.5351337929710048,0.36761901654449036,0.00061761293795063,0.00061761293795063,0.22661870503597123,-1,True,False,0.5554702732130086,0.4059465859513913,0.6049927861878805
1130,161,S1,3,161:S1,1,"listener_dropout,public_loss_tomography,route_toxicity_fusion",3,6,0.48625333644430424,0.5381201477404403,0.2811456318504191,0.5448054151809314,0.3125201559040814,-0.0005793049612107632,0.0005793049612107632,0.2068345323741007,1,True,False,0.5814192216470454,0.40544002656625827,0.6141834718432925
1665,237,S4,6,237:S4,-1,"listener_dropout,public_loss_tomography,route_frontier",3,3,0.35632551479925084,0.4458785597381342,0.10296287341500106,0.3184251790589961,0.17496305659281797,0.0007041628103204858,0.0007041628103204858,0.29856115107913667,-1,True,False,0.4765220602610188,0.39682173628762263,0.5193396233686659
164,23,S1,3,23:S1,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,4,0.4266450914931699,0.5901727846621463,0.1838719211748657,0.5260352035114939,0.27985104242077785,-0.00040225674517437623,0.00040225674517437623,0.12050359712230216,1,True,False,0.5924404772857849,0.3865698878449317,0.6519445949923346
1488,212,S2,4,212:S2,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,5,0.5061246627675765,0.6070551129779838,0.2531484718206147,0.2049836574124535,0.11932017615336128,-0.0004694173286054337,0.0004694173286054337,0.1366906474820144,1,True,False,0.6305237037890699,0.37741676854196166,0.6762243116779632
1309,187,Q1,0,187:Q1,-1,public_loss_tomography,1,1,0.8904255319148937,0.8904255319148937,0.7872340425531915,0.8,0.8,0.0003324847217731486,0.0003324847217731486,0.10431654676258993,-1,True,False,0.7053114453411593,0.37350742300363676,0.6899827735053337
