subject_id,label,n,prevalence,entropy_bits,persistence,transition_rate
id05,Q2,44,0.4318181818181818,0.9865446300055645,0.627906976744186,0.37209302325581395
id05,Q3,44,0.6818181818181818,0.9023932827949788,0.627906976744186,0.37209302325581395
id05,S1,44,0.4772727272727273,0.9985090989176322,0.5116279069767442,0.4883720930232558
id05,S2,44,0.25,0.8112781244591328,0.627906976744186,0.37209302325581395
id05,S3,44,0.13636363636363635,0.5746356978376794,0.7209302325581395,0.2790697674418605
id05,S4,44,0.4090909090909091,0.9760206482366149,0.5581395348837209,0.4418604651162791
id06,Q1,48,0.14583333333333334,0.5993142373098092,0.7872340425531915,0.21276595744680848
id06,Q2,48,0.3958333333333333,0.9684610087601621,0.7659574468085106,0.23404255319148937
id06,Q3,48,0.5,1.0,0.8085106382978723,0.19148936170212771
id06,S1,48,0.9375,0.3372900666170139,0.8723404255319149,0.12765957446808507
id06,S2,48,0.9166666666666666,0.41381685030363385,0.8936170212765957,0.1063829787234043
id06,S3,48,0.9583333333333334,0.24988229283318536,0.9361702127659575,0.06382978723404253
id06,S4,48,0.8541666666666666,0.5993142373098092,0.7446808510638298,0.25531914893617025
id07,Q1,49,0.5102040816326531,0.9996995428565171,0.5833333333333334,0.41666666666666663
id07,Q2,49,0.5102040816326531,0.9996995428565171,0.4791666666666667,0.5208333333333333
id07,Q3,49,0.5102040816326531,0.9996995428565171,0.5416666666666666,0.45833333333333337
id07,S1,49,0.7959183673469388,0.7300166301457938,0.6666666666666666,0.33333333333333337
id07,S2,49,0.7142857142857143,0.863120568566631,0.7291666666666666,0.27083333333333337
id07,S3,49,0.7959183673469388,0.7300166301457938,0.6875,0.3125
id07,S4,49,0.46938775510204084,0.997294381646235,0.5416666666666666,0.45833333333333337
id08,Q1,56,0.4107142857142857,0.9768740126265281,0.5454545454545454,0.4545454545454546
id08,Q2,56,0.7857142857142857,0.74959525725948,0.7272727272727273,0.2727272727272727
id08,Q3,56,0.44642857142857145,0.9917033083725818,0.6727272727272727,0.32727272727272727
id08,S1,56,0.44642857142857145,0.9917033083725818,0.5818181818181818,0.4181818181818182
id08,S2,56,0.6071428571428571,0.9666186325481028,0.4909090909090909,0.509090909090909
id08,S3,56,0.6607142857142857,0.9241335419915457,0.5454545454545454,0.4545454545454546
id08,S4,56,0.6071428571428571,0.9666186325481028,0.6545454545454545,0.34545454545454546
id09,Q1,41,0.5121951219512195,0.9995708393473224,0.625,0.375
id09,Q2,41,0.43902439024390244,0.9892452969285004,0.825,0.17500000000000004
id09,Q3,41,0.43902439024390244,0.9892452969285004,0.575,0.42500000000000004
id09,S1,41,0.5609756097560976,0.9892452969285003,0.525,0.475
id09,S2,41,0.7804878048780488,0.7592757847892834,0.75,0.25
id09,S3,41,0.7073170731707317,0.8721617883411699,0.55,0.44999999999999996
id09,S4,41,0.5853658536585366,0.9788698505067783,0.45,0.55
id10,Q1,33,0.48484848484848486,0.9993375041688847,0.4375,0.5625
id10,Q2,33,0.5454545454545454,0.9940302114769565,0.53125,0.46875
id10,Q3,33,0.6363636363636364,0.9456603046006401,0.65625,0.34375
id10,S1,33,0.48484848484848486,0.9993375041688847,0.5,0.5
id10,S2,33,0.36363636363636365,0.9456603046006401,0.4375,0.5625
id10,S3,33,0.48484848484848486,0.9993375041688847,0.46875,0.53125
id10,S4,33,0.6666666666666666,0.9182958340544896,0.53125,0.46875
