subject_id,a,b,corr,mi
id04,Q2,S1,-0.17306494554831436,0.015123730058397317
id04,Q2,S2,-0.20320971947677363,0.020863342631917636
id04,Q2,S3,-0.08652717095470752,0.0037476396508202003
id04,Q2,S4,-0.08743842364532008,0.0038274986651237186
id04,Q3,S1,0.078390163751103,0.002967307809203401
id04,Q3,S2,0.10261893502060655,0.005097935022968736
id04,Q3,S3,0.25773447439771097,0.03357095212536709
id04,Q3,S4,0.2186302439623705,0.024357302439041467
id04,S1,S2,0.6970792523613788,0.23747977989418403
id04,S1,S3,-0.03158325700087699,0.000500051505118615
id04,S1,S4,0.5806972553108731,0.21697181792024725
id04,S2,S3,0.24989050295116788,0.03140451543590769
id04,S2,S4,0.5867512429925384,0.19759364099545593
id04,S3,S4,0.08652717095470747,0.0037476396508202003
id05,Q1,Q2,-0.15633985777612064,0.012202653268734709
id05,Q1,Q3,-0.0409960030845394,0.0008449953326384596
id05,Q1,S1,0.38441353161606406,0.07683591757146088
id05,Q1,S2,0.24253562503633302,0.03180191699920436
id05,Q1,S3,0.04327671320580671,0.0009518764741588137
id05,Q1,S4,-0.099249553665301,0.004907984977323421
id05,Q2,Q3,-0.09403246919632549,0.004402207464071994
id05,Q2,S1,-0.09812450699631627,0.004826620151148153
id05,Q2,S2,-0.29139711855430966,0.04576982043859554
id05,Q2,S3,-0.07900582631015932,0.0031896960980027367
id05,Q2,S4,0.11453125733564005,0.006550429856261586
id05,Q3,S1,0.0666074863028796,0.0022244738917317486
id05,Q3,S2,0.16903085094570328,0.015345201035069062
id05,Q3,S3,0.2714483570153184,0.05712364321106467
id05,Q3,S4,0.07217759492810222,0.0026272148042687238
id05,S1,S2,0.49913659061809706,0.13856911611978903
id05,S1,S3,0.01808049272183694,0.0001633112293090433
id05,S1,S4,0.037859599303693314,0.0007165660743918001
id05,S2,S3,0.22941573387056172,0.023341886217467467
id05,S2,S4,0.1601281538050872,0.01266232044829041
id05,S3,S4,-0.06122652986422047,0.001912198001406712
id06,Q1,Q2,0.1483662991744447,0.010753758065008917
id06,Q1,Q3,0.2951406680504776,0.04764279817673572
id06,Q1,S1,0.10668698993381628,0.010201162888342136
id06,Q1,S2,0.12458356352887046,0.013766930502812164
id06,Q1,S3,-0.2092396837740602,0.015453315117134811
id06,Q1,S4,0.003484320557491302,6.098956609745798e-06
id06,Q2,Q3,0.6390214842634577,0.22604940042610344
id06,Q2,S1,0.2089932078311164,0.032849320893024225
id06,Q2,S2,0.08991370590269811,0.004275958533738147
id06,Q2,S3,-0.04441506345369233,0.0009655870255641241
id06,Q2,S4,0.09304327236363484,0.004485536919617034
id06,Q3,S1,0.25819888974716115,0.04540657807824078
id06,Q3,S2,0.15075567228888187,0.011848299053353939
id06,Q3,S3,-4.6299500690477544e-17,4.440892098500626e-16
id06,Q3,S4,0.059028133610095526,0.0017472887993577324
id06,S1,S2,-0.07784989441615232,0.005623902633073163
id06,S1,S3,-0.05383819020581655,0.0027486920883166566
id06,S1,S4,-0.10668698993381628,0.010201162888342136
id06,S2,S3,0.31434730673096556,0.026911883914686574
id06,S2,S4,0.5161319060481773,0.08930195590569312
id06,S3,S4,-0.08615751684814243,0.006720703109582921
id07,Q1,Q2,0.10166666666666666,0.005176730009939179
id07,Q1,Q3,-0.22500000000000006,0.02553464625187779
id07,Q1,S1,0.31422132762599475,0.052017656023139625
id07,Q1,S2,0.37438839013338365,0.07326495465900466
id07,Q1,S3,0.1116312611302877,0.006258143317123571
id07,Q1,S4,0.43071846332474467,0.09601097433325825
id07,Q2,Q3,0.02000000000000002,0.00020001115667889202
id07,Q2,S1,0.21292629437814115,0.023143278787723875
id07,Q2,S2,0.19364916731037077,0.018931255845537537
id07,Q2,S3,0.11163126113028762,0.006258143317123571
id07,Q2,S4,0.10350598731059747,0.005367450845838118
id07,Q3,S1,-0.19225383861327314,0.01894127902209572
id07,Q3,S2,-0.07745966692414841,0.0030087740921539707
id07,Q3,S3,0.11163126113028768,0.006258143317123571
id07,Q3,S4,-0.060100250696476024,0.0018069451580348672
id07,S1,S2,0.8006407690254359,0.3350748007802127
id07,S1,S3,0.37179487179487186,0.059745119854864526
id07,S1,S4,0.37479663181741507,0.07979886821142149
id07,S2,S3,0.35228193837119176,0.05704744171442944
id07,S2,S4,0.4138084800894974,0.09337307859449007
id07,S3,S4,0.07040378719222165,0.002495568542553478
id08,Q1,Q2,-0.09477927911685215,0.0044408992563181315
id08,Q1,Q3,0.12647363331006445,0.007996323963882557
id08,Q1,S1,0.7105992799379913,0.2777228108896411
id08,Q1,S2,0.0026543507385172224,3.523290911577881e-06
id08,Q1,S3,-0.09172257789839154,0.004184223595641301
id08,Q1,S4,-0.07166746993996433,0.002561248967142493
id08,Q2,Q3,0.46897904961054193,0.15010871524799502
id08,Q2,S1,0.11880802590133728,0.007196785125801963
id08,Q2,S2,0.29278583575131095,0.04215558969416072
id08,Q2,S3,-0.0065654631415614055,2.1597917310101078e-05
id08,Q2,S4,0.11456837051138258,0.006456047356345251
id08,Q3,S1,0.20516129032258074,0.021140015123872646
id08,Q3,S2,0.13396721269118925,0.009046295634911355
id08,Q3,S3,0.03657928821286408,0.0006704464764537565
id08,Q3,S4,-0.013134040459920547,8.621888720294901e-05
id08,S1,S2,-0.013134040459920546,8.621888720294901e-05
id08,S1,S3,-0.039288865117520624,0.0007706289717851478
id08,S1,S4,-0.2337859201865852,0.027431795070648135
id08,S2,S3,0.35027186535079274,0.061176725914961205
id08,S2,S4,0.5508021390374331,0.15688518805325624
id08,S3,S4,-0.11307989353844501,0.006490869798820936
id09,Q1,Q2,0.27338836995775323,0.03792780211140101
id09,Q1,Q3,0.17506448251680695,0.01541929473690784
id09,Q1,S1,0.6115266170107638,0.20132318414493813
id09,Q1,S2,0.0718818290981619,0.0025857282469900766
id09,Q1,S3,-0.3060353500299929,0.048554729584955075
id09,Q1,S4,0.1690998853986308,0.01436084907756785
id09,Q2,Q3,0.20772946859903385,0.021658686127434157
id09,Q2,S1,0.28743961352657005,0.0422453976581644
id09,Q2,S2,-0.005792067057140947,1.6763515917866956e-05
id09,Q2,S3,-0.403089641854408,0.08301126801091638
id09,Q2,S4,0.0462299420291747,0.0010704626872818923
id09,Q3,S1,-0.10869565217391301,0.005907407818667443
id09,Q3,S2,-0.36200419107131027,0.06717830824973242
id09,Q3,S3,-0.295072156128717,0.04375216027640352
id09,Q3,S4,0.14598929061844593,0.010747360003201617
id09,S1,S2,0.36200419107131016,0.06717830824973242
id09,S1,S3,-0.13699778677404706,0.009541528496987528
id09,S1,S4,0.05352940656009688,0.0014313273923803327
id09,S2,S3,0.04738112772368155,0.0011026250235298962
id09,S2,S4,0.510518780635212,0.1382167406777596
id09,S3,S4,-0.21496379241323768,0.024060750821550847
id10,Q1,Q2,0.15498260496951674,0.012067264839727587
id10,Q1,Q3,0.10312858091567377,0.005336717279818881
id10,Q1,S1,0.6360294117647063,0.2186507488615682
id10,Q1,S2,0.1489635057670843,0.011130719181620286
id10,Q1,S3,0.27205882352941196,0.03746876606874816
id10,Q1,S4,-0.21437323142813602,0.023176741813010826
id10,Q2,Q3,0.7015666519980602,0.2748517022514895
id10,Q2,S1,0.1549826049695167,0.012067264839727587
id10,Q2,S2,0.1840174824912945,0.017177654203715836
id10,Q2,S3,0.1549826049695167,0.012067264839727587
id10,Q2,S4,-0.25819888974716115,0.03435220672436934
id10,Q3,S1,0.10312858091567377,0.005336717279818881
id10,Q3,S2,0.3095238095238096,0.05126944760245322
id10,Q3,S3,0.22917462425705284,0.02665039107133399
id10,Q3,S4,-0.13363062095621223,0.009146927471209404
id10,S1,S2,0.022917462425705276,0.00026256652766631916
id10,S1,S3,0.2720588235294119,0.03746876606874816
id10,S1,S4,-0.4716211091418993,0.11764729593948062
id10,S2,S3,0.6531476791326006,0.2391002803861476
id10,S2,S4,0.4008918628686366,0.09183828774501686
id10,S3,S4,0.04287464628562715,0.0009201069102920401
