date,records,home_records,unique_cells,home_share,subject_id,precision
2024-08-17,1434,1400,2,0.9762900976290098,id02,2
2024-08-18,1407,1161,35,0.8251599147121536,id02,2
2024-08-19,1395,625,84,0.44802867383512546,id02,2
2024-08-20,1434,978,89,0.6820083682008368,id02,2
2024-08-21,1440,757,16,0.5256944444444445,id02,2
2024-08-22,1419,419,87,0.2952783650458069,id02,2
2024-08-23,1355,648,80,0.4782287822878229,id02,2
2024-08-24,1331,1178,29,0.8850488354620586,id02,2
2024-08-25,1440,1235,14,0.8576388888888888,id02,2
2024-08-26,1440,603,90,0.41875,id02,2
2024-08-27,1440,627,64,0.4354166666666667,id02,2
2024-08-28,1404,719,125,0.5121082621082621,id02,2
2024-08-29,1424,621,105,0.43609550561797755,id02,2
2024-08-30,1394,485,81,0.3479196556671449,id02,2
2024-08-31,1378,1333,5,0.967343976777939,id02,2
2024-09-01,1272,911,28,0.7161949685534591,id02,2
2024-09-02,1282,643,80,0.5015600624024961,id02,2
2024-09-03,1434,531,87,0.3702928870292887,id02,2
2024-09-04,1414,403,94,0.285007072135785,id02,2
2024-09-05,1440,830,121,0.5763888888888888,id02,2
2024-09-06,1440,440,40,0.3055555555555556,id02,2
2024-09-07,1418,1106,48,0.7799717912552891,id02,2
2024-09-08,1370,1269,29,0.9262773722627737,id02,2
2024-09-09,1327,379,89,0.28560663149962323,id02,2
2024-09-10,1440,500,73,0.3472222222222222,id02,2
2024-09-11,1230,670,53,0.5447154471544715,id02,2
2024-09-12,1427,674,77,0.47231955150665733,id02,2
2024-09-13,1399,819,33,0.5854181558255898,id02,2
2024-09-15,1436,1435,2,0.9993036211699164,id02,2
2024-09-16,1440,1249,52,0.8673611111111111,id02,2
2024-09-18,1440,1289,32,0.8951388888888889,id02,2
2024-09-19,1424,1166,12,0.8188202247191011,id02,2
2024-09-20,1403,1400,2,0.9978617248752673,id02,2
2024-09-21,1439,659,153,0.45795691452397497,id02,2
2024-09-22,1440,1440,1,1.0,id02,2
2024-09-23,1397,612,88,0.43808160343593416,id02,2
2024-09-24,1438,554,79,0.3852573018080668,id02,2
2024-09-25,1349,593,80,0.4395848776871757,id02,2
2024-09-26,1420,383,65,0.2697183098591549,id02,2
2024-09-27,1371,149,42,0.10867979576951131,id02,2
2024-09-28,1333,1126,14,0.8447111777944486,id02,2
2024-09-29,1398,1257,4,0.8991416309012875,id02,2
2024-09-30,1440,433,65,0.30069444444444443,id02,2
2024-10-02,1440,654,38,0.45416666666666666,id02,2
2024-10-03,1440,594,174,0.4125,id02,2
2024-10-04,1418,1293,12,0.9118476727785614,id02,2
2024-10-05,1355,1221,4,0.9011070110701107,id02,2
2024-10-06,1428,1111,54,0.7780112044817927,id02,2
2024-10-07,1334,366,63,0.27436281859070466,id02,2
2024-10-08,1435,697,65,0.4857142857142857,id02,2
2024-10-09,879,842,4,0.9579067121729238,id02,2
2024-10-11,1393,918,65,0.6590093323761665,id02,2
2024-10-12,1414,911,34,0.6442715700141443,id02,2
2024-10-13,1425,1419,3,0.9957894736842106,id02,2
2024-10-14,1279,461,58,0.3604378420641126,id02,2
2024-10-15,1434,709,63,0.49442119944211993,id02,2
2024-07-17,677,249,10,0.36779911373707536,id03,2
2024-07-18,1144,607,23,0.5305944055944056,id03,2
2024-07-19,945,441,15,0.4666666666666667,id03,2
2024-07-21,1431,1093,110,0.7638015373864431,id03,2
2024-07-22,1371,1264,14,0.9219547775346463,id03,2
2024-07-23,1440,1102,12,0.7652777777777777,id03,2
2024-07-24,1368,1120,12,0.8187134502923976,id03,2
2024-07-25,1365,1213,5,0.8886446886446886,id03,2
2024-07-27,1420,725,20,0.5105633802816901,id03,2
2024-07-28,1292,1125,4,0.8707430340557275,id03,2
2024-07-29,1194,953,10,0.7981574539363484,id03,2
2024-07-30,1263,1263,1,1.0,id03,2
2024-08-02,1426,828,16,0.5806451612903226,id03,2
2024-08-03,1013,756,10,0.7462981243830207,id03,2
2024-08-05,1387,595,48,0.4289834174477289,id03,2
2024-08-07,1397,788,17,0.5640658554044381,id03,2
2024-08-10,944,480,32,0.5084745762711864,id03,2
2024-08-11,1419,1279,8,0.9013389711064129,id03,2
2024-08-12,1318,740,8,0.5614567526555387,id03,2
2024-08-13,1137,730,8,0.6420404573438874,id03,2
2024-08-14,1088,719,8,0.6608455882352942,id03,2
2024-08-15,1116,617,6,0.5528673835125448,id03,2
2024-08-16,1366,896,16,0.6559297218155198,id03,2
2024-08-17,906,516,118,0.5695364238410596,id03,2
2024-08-18,1417,1417,1,1.0,id03,2
2024-08-19,1433,1026,8,0.7159804605722261,id03,2
2024-08-20,1440,964,8,0.6694444444444444,id03,2
2024-08-22,1155,747,8,0.6467532467532467,id03,2
2024-08-23,1302,796,20,0.6113671274961597,id03,2
2024-08-24,898,818,4,0.910913140311804,id03,2
2024-08-26,1110,0,1,0.0,id03,2
2024-08-27,1004,306,22,0.3047808764940239,id03,2
2024-08-28,1374,1192,18,0.8675400291120815,id03,2
2024-08-29,1120,683,15,0.6098214285714286,id03,2
2024-08-31,1009,107,38,0.10604558969276512,id03,2
2024-09-01,1401,1235,12,0.8815132048536759,id03,2
2024-09-02,1429,848,15,0.5934219734079776,id03,2
2024-09-04,1270,641,12,0.5047244094488189,id03,2
2024-09-05,1440,878,12,0.6097222222222223,id03,2
2024-09-06,1219,668,13,0.5479901558654635,id03,2
2024-09-07,1412,802,34,0.5679886685552408,id03,2
2024-09-09,1440,936,10,0.65,id03,2
2024-09-11,1253,791,10,0.6312849162011173,id03,2
2024-09-12,1430,875,16,0.6118881118881119,id03,2
2024-09-15,997,257,46,0.2577733199598796,id03,2
2024-09-16,1398,796,4,0.5693848354792561,id03,2
2024-09-17,1037,448,20,0.43201542912246865,id03,2
2024-09-18,1277,888,8,0.6953797963978073,id03,2
2024-09-20,1430,836,10,0.5846153846153846,id03,2
2024-09-21,1240,1005,5,0.8104838709677419,id03,2
2024-10-03,1429,1175,10,0.8222533240027992,id03,2
2024-10-04,1440,983,11,0.6826388888888889,id03,2
2024-10-05,1127,1127,1,1.0,id03,2
2024-10-09,1049,1049,1,1.0,id03,2
2024-07-31,722,588,7,0.814404432132964,id04,2
2024-08-01,1293,747,17,0.5777262180974478,id04,2
2024-08-02,1432,916,13,0.6396648044692738,id04,2
2024-08-03,1427,1018,16,0.713384723195515,id04,2
2024-08-04,1440,690,46,0.4791666666666667,id04,2
2024-08-08,1416,1064,3,0.751412429378531,id04,2
2024-08-12,1440,1004,14,0.6972222222222222,id04,2
2024-08-13,1440,942,23,0.6541666666666667,id04,2
2024-08-14,1432,732,57,0.5111731843575419,id04,2
2024-08-15,1440,1001,115,0.6951388888888889,id04,2
2024-08-16,1440,869,20,0.6034722222222222,id04,2
2024-08-17,1440,1110,48,0.7708333333333334,id04,2
2024-08-18,1440,981,38,0.68125,id04,2
2024-08-19,1440,1408,2,0.9777777777777777,id04,2
2024-08-20,1435,1123,13,0.7825783972125435,id04,2
2024-08-21,1431,1025,12,0.716282320055905,id04,2
2024-08-22,1440,1165,3,0.8090277777777778,id04,2
2024-08-23,1378,808,6,0.5863570391872278,id04,2
2024-08-24,1440,937,7,0.6506944444444445,id04,2
2024-08-25,1440,575,49,0.3993055555555556,id04,2
2024-08-26,1440,945,7,0.65625,id04,2
2024-08-27,1436,915,75,0.6371866295264624,id04,2
2024-08-28,1440,876,8,0.6083333333333333,id04,2
2024-08-29,1440,945,7,0.65625,id04,2
2024-08-30,1426,1090,10,0.7643758765778401,id04,2
2024-08-31,1440,775,37,0.5381944444444444,id04,2
2024-09-01,1440,832,110,0.5777777777777777,id04,2
2024-09-02,1440,875,8,0.6076388888888888,id04,2
2024-09-03,1439,1289,8,0.8957609451007644,id04,2
2024-09-04,1440,907,7,0.6298611111111111,id04,2
2024-09-05,1410,938,64,0.6652482269503546,id04,2
2024-09-06,1440,859,18,0.5965277777777778,id04,2
2024-09-07,1438,779,60,0.5417246175243393,id04,2
2024-09-08,1227,529,54,0.4311328443357783,id04,2
2024-09-09,1440,921,8,0.6395833333333333,id04,2
2024-09-10,1440,1324,2,0.9194444444444444,id04,2
2024-09-11,1439,886,7,0.6157053509381515,id04,2
2024-09-12,1436,1193,21,0.8307799442896936,id04,2
2024-09-13,1440,769,100,0.5340277777777778,id04,2
2024-09-14,1440,862,7,0.5986111111111111,id04,2
2024-09-15,1440,772,54,0.5361111111111111,id04,2
2024-09-16,1440,583,18,0.4048611111111111,id04,2
2024-09-17,1440,792,16,0.55,id04,2
2024-09-18,1440,867,18,0.6020833333333333,id04,2
2024-09-19,1440,970,8,0.6736111111111112,id04,2
2024-09-20,1440,965,7,0.6701388888888888,id04,2
2024-09-22,1440,890,15,0.6180555555555556,id04,2
2024-09-23,1440,942,7,0.6541666666666667,id04,2
2024-09-24,1440,1410,2,0.9791666666666666,id04,2
2024-09-25,1431,869,8,0.6072676450034941,id04,2
2024-09-26,1440,1174,5,0.8152777777777778,id04,2
2024-09-27,1440,786,20,0.5458333333333333,id04,2
2024-09-28,1432,877,9,0.6124301675977654,id04,2
2024-09-29,1440,665,34,0.4618055555555556,id04,2
2024-09-30,1440,952,7,0.6611111111111111,id04,2
2024-10-01,1440,1110,23,0.7708333333333334,id04,2
2024-10-02,1440,806,17,0.5597222222222222,id04,2
2024-10-03,1440,989,8,0.6868055555555556,id04,2
2024-10-04,1440,1209,43,0.8395833333333333,id04,2
2024-10-05,1432,828,13,0.5782122905027933,id04,2
2024-10-06,1440,684,48,0.475,id04,2
2024-10-07,1437,926,7,0.6443980514961726,id04,2
2024-10-08,1440,1411,2,0.9798611111111111,id04,2
2024-10-09,1440,710,174,0.4930555555555556,id04,2
2024-10-10,1438,936,7,0.650904033379694,id04,2
2024-10-11,1440,733,18,0.5090277777777777,id04,2
2024-10-12,1440,827,81,0.5743055555555555,id04,2
2024-10-13,1440,543,76,0.3770833333333333,id04,2
2024-10-14,1440,976,6,0.6777777777777778,id04,2
2024-10-15,1440,1030,35,0.7152777777777778,id04,2
2024-10-16,1440,811,21,0.5631944444444444,id04,2
2024-10-17,1428,951,6,0.6659663865546218,id04,2
2024-10-18,1440,1425,2,0.9895833333333334,id04,2
2024-10-19,1339,627,77,0.4682598954443615,id04,2
2024-10-20,1440,731,99,0.5076388888888889,id04,2
2024-10-21,1440,1043,7,0.7243055555555555,id04,2
2024-10-22,1440,1412,2,0.9805555555555555,id04,2
2024-10-23,1408,756,18,0.5369318181818182,id04,2
2024-10-24,1430,831,25,0.5811188811188811,id04,2
2024-10-25,1440,781,20,0.5423611111111111,id04,2
2024-10-26,1436,1373,2,0.9561281337047354,id04,2
2024-10-27,1440,922,37,0.6402777777777777,id04,2
2024-10-28,1440,950,8,0.6597222222222222,id04,2
2024-10-29,1440,940,19,0.6527777777777778,id04,2
2024-08-28,605,240,19,0.39669421487603307,id05,2
2024-08-29,1099,390,48,0.3548680618744313,id05,2
2024-08-30,1073,361,26,0.3364398881640261,id05,2
2024-08-31,1320,1087,10,0.8234848484848485,id05,2
2024-09-01,427,230,40,0.5386416861826698,id05,2
2024-09-02,769,532,37,0.6918075422626788,id05,2
2024-09-04,1440,397,91,0.27569444444444446,id05,2
2024-09-05,1398,724,15,0.5178826895565093,id05,2
2024-09-06,1435,838,17,0.5839721254355401,id05,2
2024-09-07,777,428,12,0.5508365508365508,id05,2
2024-09-08,447,422,3,0.9440715883668904,id05,2
2024-09-09,1326,1085,10,0.8182503770739065,id05,2
2024-09-10,1440,919,14,0.6381944444444444,id05,2
2024-09-11,1428,1091,20,0.7640056022408963,id05,2
2024-09-12,1435,650,34,0.4529616724738676,id05,2
2024-09-13,1414,760,18,0.5374823196605375,id05,2
2024-09-15,928,570,10,0.6142241379310345,id05,2
2024-09-18,1416,373,116,0.2634180790960452,id05,2
2024-09-19,1395,1076,35,0.771326164874552,id05,2
2024-09-20,1414,1410,2,0.9971711456859972,id05,2
2024-09-22,1440,1406,4,0.9763888888888889,id05,2
2024-09-23,1427,580,157,0.4064470918009811,id05,2
2024-09-24,1440,773,10,0.5368055555555555,id05,2
2024-09-25,1440,725,66,0.5034722222222222,id05,2
2024-09-26,1365,631,33,0.4622710622710623,id05,2
2024-09-27,1424,822,19,0.577247191011236,id05,2
2024-09-28,1440,929,51,0.6451388888888889,id05,2
2024-09-29,1431,1419,3,0.9916142557651991,id05,2
2024-09-30,1323,569,150,0.43008314436885864,id05,2
2024-10-01,1386,925,53,0.6673881673881674,id05,2
2024-10-04,885,100,99,0.11299435028248588,id05,2
2024-10-05,1388,1009,14,0.7269452449567724,id05,2
2024-10-06,1263,1232,4,0.9754552652414885,id05,2
2024-10-09,1234,523,8,0.42382495948136145,id05,2
2024-10-10,1091,525,25,0.48120989917506873,id05,2
2024-10-13,1383,371,26,0.26825741142443965,id05,2
2024-10-15,1285,144,126,0.11206225680933853,id05,2
2024-10-16,1312,737,12,0.5617378048780488,id05,2
2024-10-17,1418,877,12,0.6184767277856136,id05,2
2024-10-18,1244,698,11,0.5610932475884244,id05,2
2024-10-22,1335,331,97,0.24794007490636705,id05,2
2024-10-23,1046,364,12,0.3479923518164436,id05,2
2024-10-24,1364,803,11,0.5887096774193549,id05,2
2024-10-25,970,269,25,0.277319587628866,id05,2
2024-10-26,1214,1188,3,0.9785831960461285,id05,2
2024-10-27,1425,1425,1,1.0,id05,2
2024-10-28,936,171,23,0.18269230769230768,id05,2
2024-10-29,1439,0,1,0.0,id05,2
2024-10-30,566,22,12,0.038869257950530034,id05,2
2024-11-02,1440,0,2,0.0,id05,2
2024-11-04,1424,732,28,0.5140449438202247,id05,2
2024-11-05,1361,749,23,0.550330639235856,id05,2
2024-11-06,1410,455,67,0.32269503546099293,id05,2
2024-11-07,1440,0,3,0.0,id05,2
2024-11-09,385,0,1,0.0,id05,2
2024-11-10,690,690,1,1.0,id05,2
2024-11-11,799,216,21,0.27033792240300375,id05,2
2024-11-12,786,231,23,0.29389312977099236,id05,2
2024-11-13,1318,720,15,0.5462822458270106,id05,2
2024-11-14,1061,262,19,0.2469368520263902,id05,2
2024-11-15,888,335,12,0.37725225225225223,id05,2
2024-11-16,1409,862,19,0.6117814052519518,id05,2
2024-11-17,1401,1308,7,0.9336188436830836,id05,2
2024-11-18,1369,830,23,0.6062819576333089,id05,2
2024-11-19,1353,998,16,0.7376201034737621,id05,2
2024-06-03,650,273,4,0.42,id06,2
2024-06-04,1436,873,5,0.6079387186629527,id06,2
2024-06-05,1354,587,8,0.43353028064992616,id06,2
2024-06-06,1384,772,24,0.5578034682080925,id06,2
2024-06-07,1351,1351,1,1.0,id06,2
2024-06-08,1182,1095,11,0.9263959390862944,id06,2
2024-06-09,1431,1370,13,0.9573724668064291,id06,2
2024-06-10,1439,807,12,0.5608061153578874,id06,2
2024-06-11,1416,789,5,0.5572033898305084,id06,2
2024-06-12,1377,1377,1,1.0,id06,2
2024-06-13,1017,770,12,0.7571288102261554,id06,2
2024-06-14,1423,982,5,0.6900913562895291,id06,2
2024-06-16,1440,90,80,0.0625,id06,2
2024-06-18,1428,845,5,0.5917366946778712,id06,2
2024-06-19,1440,1266,9,0.8791666666666667,id06,2
2024-06-20,1439,701,7,0.4871438498957609,id06,2
2024-06-21,1416,1179,19,0.8326271186440678,id06,2
2024-06-23,1341,788,68,0.5876211782252051,id06,2
2024-06-24,1213,431,37,0.3553173948887057,id06,2
2024-06-25,1384,663,6,0.4790462427745665,id06,2
2024-06-26,1423,623,24,0.4378074490513001,id06,2
2024-06-27,1344,1329,2,0.9888392857142857,id06,2
2024-06-28,1415,604,29,0.4268551236749117,id06,2
2024-06-29,1440,1229,15,0.8534722222222222,id06,2
2024-06-30,1052,544,20,0.5171102661596958,id06,2
2024-07-01,1397,799,5,0.5719398711524696,id06,2
2024-07-02,1378,820,8,0.5950653120464441,id06,2
2024-07-03,1435,708,42,0.49337979094076656,id06,2
2024-07-04,1409,910,5,0.6458481192334989,id06,2
2024-07-05,1424,1417,2,0.9950842696629213,id06,2
2024-07-06,1410,1081,28,0.7666666666666667,id06,2
2024-07-07,833,775,16,0.9303721488595438,id06,2
2024-07-08,1350,759,6,0.5622222222222222,id06,2
2024-07-09,1380,903,5,0.6543478260869565,id06,2
2024-07-10,1440,966,10,0.6708333333333333,id06,2
2024-07-11,1423,1417,2,0.9957835558678847,id06,2
2024-07-12,1342,862,6,0.6423248882265276,id06,2
2024-07-13,1387,635,119,0.4578226387887527,id06,2
2024-07-14,1431,1115,36,0.7791754018169113,id06,2
2024-07-15,1380,641,8,0.4644927536231884,id06,2
2024-07-16,1305,752,8,0.5762452107279693,id06,2
2024-07-17,1440,945,5,0.65625,id06,2
2024-07-18,166,166,1,1.0,id06,2
2024-07-20,1439,733,59,0.5093815149409312,id06,2
2024-07-21,1392,1251,11,0.8987068965517241,id06,2
2024-07-24,1402,636,22,0.4536376604850214,id06,2
2024-07-25,1408,934,5,0.6633522727272727,id06,2
2024-07-26,1362,1198,11,0.8795888399412628,id06,2
2024-07-27,1211,922,18,0.7613542526837325,id06,2
2024-07-28,1359,1313,14,0.9661515820456218,id06,2
2024-07-29,1314,879,5,0.6689497716894978,id06,2
2024-07-30,1440,1421,2,0.9868055555555556,id06,2
2024-07-31,1432,700,34,0.4888268156424581,id06,2
2024-08-01,1440,852,5,0.5916666666666667,id06,2
2024-08-02,1434,805,20,0.5613668061366807,id06,2
2024-08-03,1306,893,13,0.6837672281776417,id06,2
2024-08-04,416,368,12,0.8846153846153846,id06,2
2024-08-05,1440,874,5,0.6069444444444444,id06,2
2024-08-09,829,344,4,0.4149577804583836,id06,2
2024-08-10,1440,843,26,0.5854166666666667,id06,2
2024-08-11,1361,1336,3,0.9816311535635562,id06,2
2024-08-12,1384,858,4,0.619942196531792,id06,2
2024-08-13,1405,599,11,0.42633451957295376,id06,2
2024-08-14,1328,786,4,0.5918674698795181,id06,2
2024-08-15,1404,1325,17,0.9437321937321937,id06,2
2024-08-18,1440,787,46,0.5465277777777777,id06,2
2024-08-19,1426,851,5,0.5967741935483871,id06,2
2024-08-20,1391,824,5,0.5923795830337887,id06,2
2024-08-21,1407,916,5,0.6510305614783227,id06,2
2024-08-22,1326,1064,9,0.8024132730015083,id06,2
2024-08-23,1425,1261,33,0.8849122807017544,id06,2
2024-08-24,1399,1398,2,0.9992852037169406,id06,2
2024-06-09,508,434,2,0.8543307086614174,id07,2
2024-06-10,614,294,13,0.4788273615635179,id07,2
2024-06-11,1040,540,11,0.5192307692307693,id07,2
2024-06-12,630,179,15,0.2841269841269841,id07,2
2024-06-13,1066,572,11,0.5365853658536586,id07,2
2024-06-14,814,282,13,0.3464373464373464,id07,2
2024-06-15,457,457,1,1.0,id07,2
2024-06-16,806,750,8,0.9305210918114144,id07,2
2024-06-17,789,266,11,0.33713561470215464,id07,2
2024-06-18,1183,576,12,0.48689771766694845,id07,2
2024-06-19,785,183,12,0.23312101910828026,id07,2
2024-06-20,857,337,13,0.39323220536756126,id07,2
2024-06-21,443,163,11,0.36794582392776526,id07,2
2024-06-22,384,283,19,0.7369791666666666,id07,2
2024-06-23,651,637,6,0.978494623655914,id07,2
2024-06-24,1167,617,14,0.5287060839760068,id07,2
2024-06-25,1030,522,12,0.5067961165048543,id07,2
2024-06-26,819,229,12,0.2796092796092796,id07,2
2024-06-27,943,395,22,0.4188759278897137,id07,2
2024-06-28,1083,622,16,0.5743305632502308,id07,2
2024-06-29,468,436,4,0.9316239316239316,id07,2
2024-06-30,369,323,7,0.8753387533875339,id07,2
2024-07-01,1187,659,13,0.5551811288963774,id07,2
2024-07-02,1129,537,26,0.47564216120460584,id07,2
2024-07-03,1082,622,13,0.5748613678373382,id07,2
2024-07-05,948,469,11,0.4947257383966245,id07,2
2024-07-06,980,846,12,0.863265306122449,id07,2
2024-07-07,553,533,5,0.9638336347197106,id07,2
2024-07-08,729,248,12,0.3401920438957476,id07,2
2024-07-09,1042,600,13,0.5758157389635317,id07,2
2024-07-10,725,237,11,0.32689655172413795,id07,2
2024-07-11,667,160,12,0.239880059970015,id07,2
2024-07-12,902,404,19,0.44789356984478934,id07,2
2024-07-13,794,662,18,0.8337531486146096,id07,2
2024-07-14,610,610,1,1.0,id07,2
2024-07-15,837,260,15,0.3106332138590203,id07,2
2024-07-16,682,171,12,0.250733137829912,id07,2
2024-07-17,820,290,11,0.35365853658536583,id07,2
2024-07-18,698,205,13,0.29369627507163326,id07,2
2024-07-19,694,121,13,0.17435158501440923,id07,2
2024-07-20,630,572,8,0.9079365079365079,id07,2
2024-07-21,355,343,4,0.9661971830985916,id07,2
2024-07-22,703,216,12,0.30725462304409673,id07,2
2024-07-23,759,251,13,0.33069828722002637,id07,2
2024-07-24,811,778,6,0.9593094944512947,id07,2
2024-07-25,905,399,11,0.4408839779005525,id07,2
2024-07-26,914,575,16,0.6291028446389497,id07,2
2024-07-27,413,413,1,1.0,id07,2
2024-07-28,969,969,1,1.0,id07,2
2024-07-29,566,175,12,0.30918727915194344,id07,2
2024-07-31,586,190,5,0.3242320819112628,id07,2
2024-08-01,1086,537,15,0.494475138121547,id07,2
2024-08-02,1093,550,12,0.5032021957913998,id07,2
2024-08-03,685,685,1,1.0,id07,2
2024-08-04,662,662,1,1.0,id07,2
2024-08-05,850,527,13,0.62,id07,2
2024-08-06,700,188,14,0.26857142857142857,id07,2
2024-08-07,965,502,12,0.5202072538860104,id07,2
2024-08-08,921,543,12,0.5895765472312704,id07,2
2024-08-09,929,505,11,0.5435952637244349,id07,2
2024-08-10,662,609,7,0.9199395770392749,id07,2
2024-08-11,792,792,1,1.0,id07,2
2024-08-12,537,263,30,0.4897579143389199,id07,2
2024-08-13,592,234,11,0.3952702702702703,id07,2
2024-08-14,214,150,12,0.7009345794392523,id07,2
2024-08-15,876,875,2,0.9988584474885844,id07,2
2024-08-16,1044,494,13,0.4731800766283525,id07,2
2024-08-17,1032,1020,2,0.9883720930232558,id07,2
2024-08-19,788,327,14,0.4149746192893401,id07,2
2024-08-20,1027,529,18,0.5150925024342746,id07,2
2024-08-22,832,379,13,0.45552884615384615,id07,2
2024-08-24,688,688,1,1.0,id07,2
2024-08-25,943,909,7,0.9639448568398727,id07,2
2024-08-26,721,239,10,0.3314840499306519,id07,2
2024-08-27,695,213,12,0.3064748201438849,id07,2
2024-08-28,657,175,12,0.2663622526636225,id07,2
2024-08-29,913,418,19,0.4578313253012048,id07,2
2024-08-31,799,722,15,0.9036295369211514,id07,2
2024-09-01,567,566,2,0.9982363315696648,id07,2
2024-06-25,850,371,13,0.4364705882352941,id08,2
2024-06-26,1425,898,26,0.6301754385964913,id08,2
2024-06-27,1271,628,28,0.4940991345397325,id08,2
2024-06-28,1424,838,29,0.5884831460674157,id08,2
