row,cluster_k8,cluster_k12,cluster_k16,gemini2_pc0,gemini2_pc1,gemini2_pc2,gemini2_pc3,gemini2_pc4,gemini2_pc5,gemini2_pc6,gemini2_pc7
133,1,4,14,-0.1475972783514914,0.25948918016078676,-0.37196133265399045,-0.04488290022363752,-0.04819424230160906,-0.3976054403930996,0.032526011465685026,-0.17643001993313573
134,0,9,1,0.4892749654470307,-0.34557938644934993,-0.37124069058866044,0.24001734881151587,-0.0008452128777542578,-0.1810776020929176,0.32270456611965276,-0.0581324729302262
135,3,1,3,-0.3324373552039688,-0.4461388966349519,-0.3037582576039563,-0.22215014998452418,-0.003541573066364483,-0.21407457368917418,0.10106632231958083,-0.23925010350630327
136,2,7,12,0.010470098215258104,0.16812590991364001,-0.23931370205583546,-0.4327629491348144,0.17811302014955702,-0.06980860914477789,0.3255037626743447,0.04498180531708969
137,1,4,14,-0.21106976263841842,0.38553644861375597,-0.3092224995219514,-0.055203858226201684,0.05713896262717503,-0.2726701255736968,0.12739217042041526,-0.15599362571601977
138,1,4,14,-0.22567846170852235,0.3808892132450694,-0.27808485570729813,0.024435241658608293,0.09528208896792494,-0.32516780614513613,0.035077473155918415,-0.2767280729944602
139,1,4,14,0.00281238365089447,0.2849738511948147,-0.3453215384063235,0.025860430184440137,0.026195419393343154,-0.2692953344331907,0.13272867479442826,-0.15516650001367893
140,3,1,3,-0.39023925202516047,-0.4494154824902526,-0.2501521732681918,-0.16830160150296936,0.12699358070619735,-0.05861287186038402,0.08083494578932357,-0.20237136131099373
141,0,9,1,0.4328136478806959,-0.36109116259378427,-0.35320839442708707,0.2910416143112145,-0.1649432525493045,-0.09788580723012863,0.23929356063501148,-0.07761093522802444
142,3,1,3,-0.31232345897738,-0.2888489976184909,-0.30296770495667463,-0.28132266030806996,-0.02938808370305798,-0.15342426295401546,0.12518008194764854,-0.25625600956835126
143,2,7,12,-0.21819171619761502,0.2522379111896745,-0.35561000324418723,-0.30665771047057305,-0.044588447600078907,-0.010265929284410266,0.49893404044364453,0.017130334043099184
144,1,4,14,-0.2017587836058084,0.3610300941673438,-0.4207962706704296,-0.19798957406829562,-0.17740129723595036,-0.13267457341854658,0.25085285605335983,-0.22846955428577612
145,1,4,14,-0.25281580791503494,0.37496033323713457,-0.35915718072073055,0.12604000030031545,0.055374577603442825,-0.18532212541541324,0.08780176888890101,-0.303355004173079
146,6,3,11,0.43386565377852815,0.13492842493272877,-0.31151263788783823,-0.34122494772755146,-0.02784743401821042,0.1868705100069255,0.382135835984663,0.03130402532174439
147,1,4,14,-0.25046219047257573,0.42437797879518113,-0.32263900677410856,0.001752488448264816,-0.07652159958330498,-0.051237257118779835,0.13606269184568323,-0.21705882052630096
148,1,4,14,-0.12950516461608982,0.35428312089732183,-0.3196270882865321,0.10366910142352449,-0.09926370901584124,-0.12558760953752449,0.12464661403432985,-0.30782211158847206
149,1,4,14,-0.1379746884318653,0.30281458866758587,-0.32462985778847103,0.1549048766673238,-0.15720873358730877,-0.09846357766358715,0.012773788952898817,-0.2829742030974012
150,4,5,4,-0.11555474020042708,-0.25254568456775106,-0.35870893505622164,0.4437346798452942,-0.15748751468876568,-0.1584833321999571,0.2114785030153568,0.004586654016968303
151,3,1,3,-0.32916111530221887,-0.3574911261040569,-0.2755753826414353,-0.13053790926507491,-0.16233603138401592,-0.11707544622002805,-0.09499859801193482,-0.1447762610037697
152,0,2,7,0.10115325153347028,-0.48823541278993343,-0.3130683033416349,-0.203226451571035,0.38595071014714133,-0.05936855300228942,-0.08508566231036063,-0.009070001127705868
153,3,1,3,-0.4411427527041101,-0.3497334634784289,-0.22799974204964474,-0.2599533203492581,0.4044135899422709,-0.01756466471392164,-0.07544856790930277,0.02718029263708033
154,2,7,12,-0.2814475641909791,0.2522389646843029,-0.1829435738548448,-0.36294641791111726,0.3899975645266049,0.07035499172302724,0.18764408690863993,0.2730299715005102
155,1,4,14,-0.24953625163330995,0.43786242414312543,-0.3276392521454619,-0.10808103297050893,0.27553685656563714,-0.15421166366755676,-0.05559318880850794,-0.044011888425520534
156,1,4,14,-0.20335421914743512,0.3873040905523698,-0.3432144416449225,-0.013965526822681073,0.34439718288730514,-0.18445233301398156,-0.2400212757270924,-0.08545911981060864
157,6,8,2,0.549403308710305,0.16134173185054643,-0.3618243781511091,-0.08724622455498784,0.43252762937811917,0.021750960106886385,-0.09769435349392427,0.0036163616063334763
158,4,5,4,-0.09289221148568297,-0.22580627189662877,-0.4543927662144071,0.34109052914749327,0.2478935034890725,-0.10957344616721999,0.1720486659283814,0.14560008000252142
159,3,1,3,-0.24897996255399205,-0.4353216242872285,-0.2575423684003227,-0.11153538878383021,0.45070022642744095,0.0006154871462116381,-0.05970872259739346,0.0216987455806497
160,3,1,3,-0.29715630038788315,-0.3393547877209372,-0.14030185251713898,-0.2352089161396378,0.4052731226830668,0.03532841600713294,0.018957620367924526,0.07275744494847308
161,2,7,12,-0.2857650894134339,0.2685377487482119,-0.1941984993375002,-0.285326517124107,0.30925650798049087,0.19040601247098948,0.17758843005008637,0.3676502510010724
162,1,4,14,-0.22743018449800662,0.4328003636966496,-0.25779326342971476,-0.09213615338195977,0.24972290256609672,-0.0245317179222818,-0.15408086229698856,0.04253026338863097
