name,family,n_cells
gemini2_cluster16=13|target=S2,gemini2_cluster_target,4
gemini2_cluster16=13|target=S3,gemini2_cluster_target,4
gemini2_cluster16=13|target=S4,gemini2_cluster_target,4
gemini2_cluster16=14|Q,gemini2_cluster_group,72
gemini2_cluster16=14|S,gemini2_cluster_group,96
gemini2_cluster16=14|target=Q1,gemini2_cluster_target,24
gemini2_cluster16=14|target=Q2,gemini2_cluster_target,24
gemini2_cluster16=14|target=Q3,gemini2_cluster_target,24
gemini2_cluster16=14|target=S1,gemini2_cluster_target,24
gemini2_cluster16=14|target=S2,gemini2_cluster_target,24
gemini2_cluster16=14|target=S3,gemini2_cluster_target,24
gemini2_cluster16=14|target=S4,gemini2_cluster_target,24
gemini2_cluster16=15|Q,gemini2_cluster_group,3
gemini2_cluster16=15|S,gemini2_cluster_group,4
gemini2_cluster16=15|target=Q1,gemini2_cluster_target,1
gemini2_cluster16=15|target=Q2,gemini2_cluster_target,1
gemini2_cluster16=15|target=Q3,gemini2_cluster_target,1
gemini2_cluster16=15|target=S1,gemini2_cluster_target,1
gemini2_cluster16=15|target=S2,gemini2_cluster_target,1
gemini2_cluster16=15|target=S3,gemini2_cluster_target,1
gemini2_cluster16=15|target=S4,gemini2_cluster_target,1
gemini2_pc0_bin0|Q,gemini2_pc_group,150
gemini2_pc0_bin0|S,gemini2_pc_group,200
gemini2_pc0_bin0|target=Q1,gemini2_pc_target,50
gemini2_pc0_bin0|target=Q2,gemini2_pc_target,50
gemini2_pc0_bin0|target=Q3,gemini2_pc_target,50
gemini2_pc0_bin0|target=S1,gemini2_pc_target,50
gemini2_pc0_bin0|target=S2,gemini2_pc_target,50
gemini2_pc0_bin0|target=S3,gemini2_pc_target,50
gemini2_pc0_bin0|target=S4,gemini2_pc_target,50
gemini2_pc0_bin1|Q,gemini2_pc_group,150
gemini2_pc0_bin1|S,gemini2_pc_group,200
gemini2_pc0_bin1|target=Q1,gemini2_pc_target,50
gemini2_pc0_bin1|target=Q2,gemini2_pc_target,50
gemini2_pc0_bin1|target=Q3,gemini2_pc_target,50
gemini2_pc0_bin1|target=S1,gemini2_pc_target,50
gemini2_pc0_bin1|target=S2,gemini2_pc_target,50
gemini2_pc0_bin1|target=S3,gemini2_pc_target,50
gemini2_pc0_bin1|target=S4,gemini2_pc_target,50
gemini2_pc0_bin2|Q,gemini2_pc_group,150
gemini2_pc0_bin2|S,gemini2_pc_group,200
gemini2_pc0_bin2|target=Q1,gemini2_pc_target,50
gemini2_pc0_bin2|target=Q2,gemini2_pc_target,50
gemini2_pc0_bin2|target=Q3,gemini2_pc_target,50
gemini2_pc0_bin2|target=S1,gemini2_pc_target,50
gemini2_pc0_bin2|target=S2,gemini2_pc_target,50
gemini2_pc0_bin2|target=S3,gemini2_pc_target,50
gemini2_pc0_bin2|target=S4,gemini2_pc_target,50
gemini2_pc0_bin3|Q,gemini2_pc_group,150
gemini2_pc0_bin3|S,gemini2_pc_group,200
gemini2_pc0_bin3|target=Q1,gemini2_pc_target,50
gemini2_pc0_bin3|target=Q2,gemini2_pc_target,50
gemini2_pc0_bin3|target=Q3,gemini2_pc_target,50
gemini2_pc0_bin3|target=S1,gemini2_pc_target,50
gemini2_pc0_bin3|target=S2,gemini2_pc_target,50
gemini2_pc0_bin3|target=S3,gemini2_pc_target,50
gemini2_pc0_bin3|target=S4,gemini2_pc_target,50
gemini2_pc0_bin4|Q,gemini2_pc_group,150
gemini2_pc0_bin4|S,gemini2_pc_group,200
gemini2_pc0_bin4|target=Q1,gemini2_pc_target,50
gemini2_pc0_bin4|target=Q2,gemini2_pc_target,50
gemini2_pc0_bin4|target=Q3,gemini2_pc_target,50
gemini2_pc0_bin4|target=S1,gemini2_pc_target,50
gemini2_pc0_bin4|target=S2,gemini2_pc_target,50
gemini2_pc0_bin4|target=S3,gemini2_pc_target,50
gemini2_pc0_bin4|target=S4,gemini2_pc_target,50
gemini2_pc1_bin0|Q,gemini2_pc_group,150
gemini2_pc1_bin0|S,gemini2_pc_group,200
gemini2_pc1_bin0|target=Q1,gemini2_pc_target,50
gemini2_pc1_bin0|target=Q2,gemini2_pc_target,50
gemini2_pc1_bin0|target=Q3,gemini2_pc_target,50
gemini2_pc1_bin0|target=S1,gemini2_pc_target,50
gemini2_pc1_bin0|target=S2,gemini2_pc_target,50
gemini2_pc1_bin0|target=S3,gemini2_pc_target,50
gemini2_pc1_bin0|target=S4,gemini2_pc_target,50
gemini2_pc1_bin1|Q,gemini2_pc_group,150
gemini2_pc1_bin1|S,gemini2_pc_group,200
gemini2_pc1_bin1|target=Q1,gemini2_pc_target,50
gemini2_pc1_bin1|target=Q2,gemini2_pc_target,50
gemini2_pc1_bin1|target=Q3,gemini2_pc_target,50
gemini2_pc1_bin1|target=S1,gemini2_pc_target,50
gemini2_pc1_bin1|target=S2,gemini2_pc_target,50
gemini2_pc1_bin1|target=S3,gemini2_pc_target,50
gemini2_pc1_bin1|target=S4,gemini2_pc_target,50
gemini2_pc1_bin2|Q,gemini2_pc_group,150
gemini2_pc1_bin2|S,gemini2_pc_group,200
gemini2_pc1_bin2|target=Q1,gemini2_pc_target,50
gemini2_pc1_bin2|target=Q2,gemini2_pc_target,50
gemini2_pc1_bin2|target=Q3,gemini2_pc_target,50
gemini2_pc1_bin2|target=S1,gemini2_pc_target,50
gemini2_pc1_bin2|target=S2,gemini2_pc_target,50
gemini2_pc1_bin2|target=S3,gemini2_pc_target,50
gemini2_pc1_bin2|target=S4,gemini2_pc_target,50
gemini2_pc1_bin3|Q,gemini2_pc_group,150
gemini2_pc1_bin3|S,gemini2_pc_group,200
gemini2_pc1_bin3|target=Q1,gemini2_pc_target,50
gemini2_pc1_bin3|target=Q2,gemini2_pc_target,50
gemini2_pc1_bin3|target=Q3,gemini2_pc_target,50
gemini2_pc1_bin3|target=S1,gemini2_pc_target,50
gemini2_pc1_bin3|target=S2,gemini2_pc_target,50
gemini2_pc1_bin3|target=S3,gemini2_pc_target,50
gemini2_pc1_bin3|target=S4,gemini2_pc_target,50
gemini2_pc1_bin4|Q,gemini2_pc_group,150
gemini2_pc1_bin4|S,gemini2_pc_group,200
gemini2_pc1_bin4|target=Q1,gemini2_pc_target,50
gemini2_pc1_bin4|target=Q2,gemini2_pc_target,50
gemini2_pc1_bin4|target=Q3,gemini2_pc_target,50
gemini2_pc1_bin4|target=S1,gemini2_pc_target,50
gemini2_pc1_bin4|target=S2,gemini2_pc_target,50
gemini2_pc1_bin4|target=S3,gemini2_pc_target,50
gemini2_pc1_bin4|target=S4,gemini2_pc_target,50
gemini2_pc2_bin0|Q,gemini2_pc_group,150
gemini2_pc2_bin0|S,gemini2_pc_group,200
gemini2_pc2_bin0|target=Q1,gemini2_pc_target,50
gemini2_pc2_bin0|target=Q2,gemini2_pc_target,50
gemini2_pc2_bin0|target=Q3,gemini2_pc_target,50
gemini2_pc2_bin0|target=S1,gemini2_pc_target,50
gemini2_pc2_bin0|target=S2,gemini2_pc_target,50
gemini2_pc2_bin0|target=S3,gemini2_pc_target,50
gemini2_pc2_bin0|target=S4,gemini2_pc_target,50
gemini2_pc2_bin1|Q,gemini2_pc_group,150
gemini2_pc2_bin1|S,gemini2_pc_group,200
gemini2_pc2_bin1|target=Q1,gemini2_pc_target,50
gemini2_pc2_bin1|target=Q2,gemini2_pc_target,50
gemini2_pc2_bin1|target=Q3,gemini2_pc_target,50
gemini2_pc2_bin1|target=S1,gemini2_pc_target,50
gemini2_pc2_bin1|target=S2,gemini2_pc_target,50
gemini2_pc2_bin1|target=S3,gemini2_pc_target,50
gemini2_pc2_bin1|target=S4,gemini2_pc_target,50
gemini2_pc2_bin2|Q,gemini2_pc_group,150
gemini2_pc2_bin2|S,gemini2_pc_group,200
gemini2_pc2_bin2|target=Q1,gemini2_pc_target,50
gemini2_pc2_bin2|target=Q2,gemini2_pc_target,50
gemini2_pc2_bin2|target=Q3,gemini2_pc_target,50
gemini2_pc2_bin2|target=S1,gemini2_pc_target,50
gemini2_pc2_bin2|target=S2,gemini2_pc_target,50
gemini2_pc2_bin2|target=S3,gemini2_pc_target,50
gemini2_pc2_bin2|target=S4,gemini2_pc_target,50
gemini2_pc2_bin3|Q,gemini2_pc_group,150
gemini2_pc2_bin3|S,gemini2_pc_group,200
gemini2_pc2_bin3|target=Q1,gemini2_pc_target,50
gemini2_pc2_bin3|target=Q2,gemini2_pc_target,50
gemini2_pc2_bin3|target=Q3,gemini2_pc_target,50
gemini2_pc2_bin3|target=S1,gemini2_pc_target,50
gemini2_pc2_bin3|target=S2,gemini2_pc_target,50
gemini2_pc2_bin3|target=S3,gemini2_pc_target,50
gemini2_pc2_bin3|target=S4,gemini2_pc_target,50
gemini2_pc2_bin4|Q,gemini2_pc_group,150
gemini2_pc2_bin4|S,gemini2_pc_group,200
gemini2_pc2_bin4|target=Q1,gemini2_pc_target,50
gemini2_pc2_bin4|target=Q2,gemini2_pc_target,50
gemini2_pc2_bin4|target=Q3,gemini2_pc_target,50
gemini2_pc2_bin4|target=S1,gemini2_pc_target,50
gemini2_pc2_bin4|target=S2,gemini2_pc_target,50
gemini2_pc2_bin4|target=S3,gemini2_pc_target,50
gemini2_pc2_bin4|target=S4,gemini2_pc_target,50
gemini2_pc3_bin0|Q,gemini2_pc_group,150
gemini2_pc3_bin0|S,gemini2_pc_group,200
gemini2_pc3_bin0|target=Q1,gemini2_pc_target,50
gemini2_pc3_bin0|target=Q2,gemini2_pc_target,50
gemini2_pc3_bin0|target=Q3,gemini2_pc_target,50
gemini2_pc3_bin0|target=S1,gemini2_pc_target,50
gemini2_pc3_bin0|target=S2,gemini2_pc_target,50
gemini2_pc3_bin0|target=S3,gemini2_pc_target,50
gemini2_pc3_bin0|target=S4,gemini2_pc_target,50
gemini2_pc3_bin1|Q,gemini2_pc_group,150
gemini2_pc3_bin1|S,gemini2_pc_group,200
gemini2_pc3_bin1|target=Q1,gemini2_pc_target,50
gemini2_pc3_bin1|target=Q2,gemini2_pc_target,50
gemini2_pc3_bin1|target=Q3,gemini2_pc_target,50
gemini2_pc3_bin1|target=S1,gemini2_pc_target,50
gemini2_pc3_bin1|target=S2,gemini2_pc_target,50
gemini2_pc3_bin1|target=S3,gemini2_pc_target,50
gemini2_pc3_bin1|target=S4,gemini2_pc_target,50
gemini2_pc3_bin2|Q,gemini2_pc_group,150
gemini2_pc3_bin2|S,gemini2_pc_group,200
gemini2_pc3_bin2|target=Q1,gemini2_pc_target,50
gemini2_pc3_bin2|target=Q2,gemini2_pc_target,50
gemini2_pc3_bin2|target=Q3,gemini2_pc_target,50
gemini2_pc3_bin2|target=S1,gemini2_pc_target,50
gemini2_pc3_bin2|target=S2,gemini2_pc_target,50
gemini2_pc3_bin2|target=S3,gemini2_pc_target,50
gemini2_pc3_bin2|target=S4,gemini2_pc_target,50
gemini2_pc3_bin3|Q,gemini2_pc_group,150
gemini2_pc3_bin3|S,gemini2_pc_group,200
gemini2_pc3_bin3|target=Q1,gemini2_pc_target,50
gemini2_pc3_bin3|target=Q2,gemini2_pc_target,50
gemini2_pc3_bin3|target=Q3,gemini2_pc_target,50
gemini2_pc3_bin3|target=S1,gemini2_pc_target,50
gemini2_pc3_bin3|target=S2,gemini2_pc_target,50
gemini2_pc3_bin3|target=S3,gemini2_pc_target,50
gemini2_pc3_bin3|target=S4,gemini2_pc_target,50
gemini2_pc3_bin4|Q,gemini2_pc_group,150
gemini2_pc3_bin4|S,gemini2_pc_group,200
gemini2_pc3_bin4|target=Q1,gemini2_pc_target,50
gemini2_pc3_bin4|target=Q2,gemini2_pc_target,50
gemini2_pc3_bin4|target=Q3,gemini2_pc_target,50
gemini2_pc3_bin4|target=S1,gemini2_pc_target,50
gemini2_pc3_bin4|target=S2,gemini2_pc_target,50
gemini2_pc3_bin4|target=S3,gemini2_pc_target,50
gemini2_pc3_bin4|target=S4,gemini2_pc_target,50
gemini2_pc4_bin0|Q,gemini2_pc_group,150
gemini2_pc4_bin0|S,gemini2_pc_group,200
gemini2_pc4_bin0|target=Q1,gemini2_pc_target,50
gemini2_pc4_bin0|target=Q2,gemini2_pc_target,50
gemini2_pc4_bin0|target=Q3,gemini2_pc_target,50
gemini2_pc4_bin0|target=S1,gemini2_pc_target,50
gemini2_pc4_bin0|target=S2,gemini2_pc_target,50
gemini2_pc4_bin0|target=S3,gemini2_pc_target,50
gemini2_pc4_bin0|target=S4,gemini2_pc_target,50
gemini2_pc4_bin1|Q,gemini2_pc_group,150
gemini2_pc4_bin1|S,gemini2_pc_group,200
gemini2_pc4_bin1|target=Q1,gemini2_pc_target,50
gemini2_pc4_bin1|target=Q2,gemini2_pc_target,50
gemini2_pc4_bin1|target=Q3,gemini2_pc_target,50
gemini2_pc4_bin1|target=S1,gemini2_pc_target,50
gemini2_pc4_bin1|target=S2,gemini2_pc_target,50
gemini2_pc4_bin1|target=S3,gemini2_pc_target,50
gemini2_pc4_bin1|target=S4,gemini2_pc_target,50
gemini2_pc4_bin2|Q,gemini2_pc_group,150
gemini2_pc4_bin2|S,gemini2_pc_group,200
gemini2_pc4_bin2|target=Q1,gemini2_pc_target,50
gemini2_pc4_bin2|target=Q2,gemini2_pc_target,50
gemini2_pc4_bin2|target=Q3,gemini2_pc_target,50
gemini2_pc4_bin2|target=S1,gemini2_pc_target,50
gemini2_pc4_bin2|target=S2,gemini2_pc_target,50
gemini2_pc4_bin2|target=S3,gemini2_pc_target,50
gemini2_pc4_bin2|target=S4,gemini2_pc_target,50
gemini2_pc4_bin3|Q,gemini2_pc_group,150
gemini2_pc4_bin3|S,gemini2_pc_group,200
gemini2_pc4_bin3|target=Q1,gemini2_pc_target,50
gemini2_pc4_bin3|target=Q2,gemini2_pc_target,50
gemini2_pc4_bin3|target=Q3,gemini2_pc_target,50
gemini2_pc4_bin3|target=S1,gemini2_pc_target,50
gemini2_pc4_bin3|target=S2,gemini2_pc_target,50
gemini2_pc4_bin3|target=S3,gemini2_pc_target,50
gemini2_pc4_bin3|target=S4,gemini2_pc_target,50
gemini2_pc4_bin4|Q,gemini2_pc_group,150
