bundle_id,row,subject_id,template,targets,flat_indices,target_indices,moves,score,residual_toxicity,residual_safety,residual_gap,antidote_score,h111_rate,h108_rejected_rate,h109_rate,family_count,spec_name
r070_h112_core_S3_Q3,70,id03,h112_core,"('S3', 'Q3')","(495, 492)","(5, 2)","(np.float64(0.023283656485611714), np.float64(0.061003947238490695))",0.7224702330692041,0.5119131428571428,0.8084398714285715,0.2965267285714287,0.7077028571428571,1.0,0.0,0.0,4.5,rowroute_h112_core_c48_a058
r139_h111_core_S4_Q3,139,id06,h111_core,"('S4', 'Q3')","(979, 975)","(6, 2)","(np.float64(-0.06624390353489695), np.float64(0.027103169705351492))",0.6859506698021589,0.48362742857142854,0.6905451114285714,0.2069176828571429,0.9190771428571429,1.0,0.0,0.0,3.5,rowroute_h112_core_c48_a058
r139_quality_stage_S4_Q3,139,id06,quality_stage,"('S4', 'Q3')","(979, 975)","(6, 2)","(np.float64(-0.06624390353489695), np.float64(0.027103169705351492))",0.6859506698021589,0.48362742857142854,0.6905451114285714,0.2069176828571429,0.9190771428571429,1.0,0.0,0.0,3.5,rowroute_h112_core_c48_a058
r151_h112_core_S2_Q3,151,id06,h112_core,"('S2', 'Q3')","(1061, 1059)","(4, 2)","(np.float64(0.05701420933470507), np.float64(0.12607495117536166))",0.6743659848697088,0.4652627142857143,0.6499470371428571,0.1846843228571428,0.8090542857142857,1.0,1.0,0.0,5.5,rowroute_h112_core_c48_a058
r070_h111_core_S3_Q3,70,id03,h111_core,"('S3', 'Q3')","(495, 492)","(5, 2)","(np.float64(0.023283656485611714), np.float64(0.061003947238490695))",0.6724702330692041,0.5119131428571428,0.8084398714285715,0.2965267285714287,0.7077028571428571,1.0,0.0,0.0,4.5,rowroute_h112_core_c48_a058
r101_quality_stage_Q3_S1,101,id04,quality_stage,"('Q3', 'S1')","(709, 710)","(2, 3)","(np.float64(0.06545405960438061), np.float64(0.024931185586997855))",0.6596971243224282,0.393377,0.7419274771428572,0.34855047714285725,0.7674828571428571,0.5,0.5,0.0,3.0,rowroute_h112_core_c48_a058
r070_quality_stage_S3_Q1_Q3,70,id03,quality_stage,"('S3', 'Q1', 'Q3')","(495, 490, 492)","(5, 0, 2)","(np.float64(0.023283656485611714), np.float64(0.00749822590465788), np.float64(0.061003947238490695))",0.6451048611230428,0.4684562857142857,0.7627292133333334,0.2942729276190478,0.7356304761904761,0.6666666666666666,0.0,0.0,3.3333333333333335,rowroute_h112_core_c48_a058
r151_h111_core_S2_Q3,151,id06,h111_core,"('S2', 'Q3')","(1061, 1059)","(4, 2)","(np.float64(0.05701420933470507), np.float64(0.12607495117536166))",0.6243659848697088,0.4652627142857143,0.6499470371428571,0.1846843228571428,0.8090542857142857,1.0,1.0,0.0,5.5,rowroute_h112_core_c48_a058
r078_h112_core_S3_S2,78,id03,h112_core,"('S3', 'S2')","(551, 550)","(5, 4)","(np.float64(0.01169688117716648), np.float64(-0.040902426469317535))",0.6114657904418238,0.4356374285714285,0.7304910514285714,0.29485362285714295,0.6857914285714285,1.0,0.0,0.0,3.5,rowroute_h112_core_c48_a058
r061_h112_core_S1_S3_S2,61,id03,h112_core,"('S1', 'S3', 'S2')","(430, 432, 431)","(3, 5, 4)","(np.float64(-0.0500918881809739), np.float64(0.028155531339750805), np.float64(0.031806627435575524))",0.6110161055556164,0.4785235238095238,0.7034791276190475,0.22495560380952384,0.6416438095238095,0.6666666666666666,0.3333333333333333,0.0,3.0,rowroute_h112_core_c48_a058
r110_h112_core_S1_Q1,110,id05,h112_core,"('S1', 'Q1')","(773, 770)","(3, 0)","(np.float64(-0.036054651855468245), np.float64(0.023796807756051457))",0.5677426985212662,0.556275,0.6804850657142857,0.1242100657142857,0.6646971428571428,1.0,0.0,0.0,4.5,rowroute_h112_core_c48_a058
r078_h111_core_S3_S2,78,id03,h111_core,"('S3', 'S2')","(551, 550)","(5, 4)","(np.float64(0.01169688117716648), np.float64(-0.040902426469317535))",0.5614657904418238,0.4356374285714285,0.7304910514285714,0.29485362285714295,0.6857914285714285,1.0,0.0,0.0,3.5,rowroute_h112_core_c48_a058
r061_h111_core_S1_S2,61,id03,h111_core,"('S1', 'S2')","(430, 431)","(3, 4)","(np.float64(-0.0500918881809739), np.float64(0.031806627435575524))",0.5396547265731371,0.5000992857142856,0.6730306314285714,0.1729313457142857,0.5593685714285714,1.0,0.5,0.0,3.5,rowroute_h112_core_c48_a058
r078_quality_stage_S3_Q1,78,id03,quality_stage,"('S3', 'Q1')","(551, 546)","(5, 0)","(np.float64(0.01169688117716648), np.float64(0.014671232725618745))",0.5379078913512889,0.39183357142857134,0.7564365171428572,0.36460294571428586,0.7876428571428571,0.5,0.0,0.0,1.5,rowroute_h112_core_c48_a058
r061_quality_stage_S1_S3_S4,61,id03,quality_stage,"('S1', 'S3', 'S4')","(430, 432, 433)","(3, 5, 6)","(np.float64(-0.0500918881809739), np.float64(0.028155531339750805), np.float64(-0.02573089316255819))",0.5363786642370857,0.41312733333333335,0.6960112876190476,0.2828839542857144,0.7859523809523811,0.3333333333333333,0.3333333333333333,0.0,2.6666666666666665,rowroute_h112_core_c48_a058
r144_h111_core_S2_S3,144,id06,h111_core,"('S2', 'S3')","(1012, 1013)","(4, 5)","(np.float64(0.03687263081624879), np.float64(0.10418408217962814))",0.5179515720471422,0.4303595714285714,0.6984576942857144,0.268098122857143,0.85452,1.0,0.0,0.0,4.5,rowroute_h112_core_c48_a058
r110_h111_core_S1_Q1,110,id05,h111_core,"('S1', 'Q1')","(773, 770)","(3, 0)","(np.float64(-0.036054651855468245), np.float64(0.023796807756051457))",0.5177426985212662,0.556275,0.6804850657142857,0.1242100657142857,0.6646971428571428,1.0,0.0,0.0,4.5,rowroute_h112_core_c48_a058
r110_quality_stage_S1_Q1,110,id05,quality_stage,"('S1', 'Q1')","(773, 770)","(3, 0)","(np.float64(-0.036054651855468245), np.float64(0.023796807756051457))",0.5177426985212662,0.556275,0.6804850657142857,0.1242100657142857,0.6646971428571428,1.0,0.0,0.0,4.5,rowroute_h112_core_c48_a058
r136_quality_stage_S4_S1,136,id06,quality_stage,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.055548329601294834), np.float64(0.023629630120112172))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0,rowroute_h112_core_c48_a058
r143_quality_stage_S1_S4,143,id06,quality_stage,"('S1', 'S4')","(1004, 1007)","(3, 6)","(np.float64(0.023308178190520574), np.float64(0.012416702225045496))",0.38458832307131374,0.440341,0.7016240314285715,0.26128303142857157,0.8923885714285715,0.0,0.0,0.0,1.0,rowroute_h112_core_c48_a058
r135_quality_stage_Q1_S4_Q3,135,id06,quality_stage,"('Q1', 'S4', 'Q3')","(945, 951, 947)","(0, 6, 2)","(np.float64(-0.06834483809696358), np.float64(-0.09555054192038526), np.float64(0.06152461096226874))",0.7856871986275328,0.4803179047619048,0.7548197104761906,0.2745018057142857,0.9060819047619048,1.0,0.6666666666666666,0.0,5.333333333333333,rowroute_antidote_objective_c72_a052
r164_quality_stage_S4_S1_Q1,164,id07,quality_stage,"('S4', 'S1', 'Q1')","(1154, 1151, 1148)","(6, 3, 0)","(np.float64(-0.08562777443067672), np.float64(0.08640460710505639), np.float64(-0.12403117552090669))",0.7707915408682309,0.4820683809523809,0.6955600285714286,0.21349164761904774,0.8975257142857144,1.0,0.6666666666666666,1.0,6.333333333333333,rowroute_antidote_objective_c72_a052
r003_objective_antidote_S1_Q3,3,id01,objective_antidote,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.044503657687107526), np.float64(0.04045548549721718))",0.7366867681263995,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5,rowroute_antidote_objective_c72_a052
r003_quality_stage_S1_Q3,3,id01,quality_stage,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.044503657687107526), np.float64(0.04045548549721718))",0.7366867681263995,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5,rowroute_antidote_objective_c72_a052
r139_objective_antidote_S4_S2_Q3_S3,139,id06,objective_antidote,"('S4', 'S2', 'Q3', 'S3')","(979, 977, 975, 978)","(6, 4, 2, 5)","(np.float64(-0.059391085927838656), np.float64(0.02202312299262369), np.float64(0.024299393528935825), np.float64(0.012061713069068988))",0.7171268656801285,0.49013428571428563,0.7204435328571429,0.2303092471428572,0.8817785714285714,0.5,0.0,0.0,2.25,rowroute_antidote_objective_c72_a052
r164_objective_antidote_S4_S1,164,id07,objective_antidote,"('S4', 'S1')","(1154, 1151)","(6, 3)","(np.float64(-0.08562777443067672), np.float64(0.08640460710505639))",0.7103375543538988,0.48285999999999996,0.7023086457142858,0.21944864571428582,0.9216685714285714,1.0,1.0,1.0,6.0,rowroute_antidote_objective_c72_a052
r164_stage_antidote_S4_S1,164,id07,stage_antidote,"('S4', 'S1')","(1154, 1151)","(6, 3)","(np.float64(-0.08562777443067672), np.float64(0.08640460710505639))",0.7103375543538988,0.48285999999999996,0.7023086457142858,0.21944864571428582,0.9216685714285714,1.0,1.0,1.0,6.0,rowroute_antidote_objective_c72_a052
r078_objective_antidote_S3_S2_Q3,78,id03,objective_antidote,"('S3', 'S2', 'Q3')","(551, 550, 548)","(5, 4, 2)","(np.float64(0.01048685898642512), np.float64(-0.036671140972491585), np.float64(-0.009065187395926638))",0.7067832229823062,0.48968019047619044,0.6930495200000001,0.20336932952380962,0.6446438095238095,1.0,0.0,0.0,4.0,rowroute_antidote_objective_c72_a052
r135_objective_antidote_S4_Q3_S2,135,id06,objective_antidote,"('S4', 'Q3', 'S2')","(951, 947, 949)","(6, 2, 4)","(np.float64(-0.09555054192038526), np.float64(0.06152461096226874), np.float64(-0.049346084830664966))",0.702341563140038,0.5421238095238096,0.6880355961904762,0.14591178666666668,0.7438914285714286,1.0,0.3333333333333333,0.0,5.333333333333333,rowroute_antidote_objective_c72_a052
r061_objective_antidote_S1_S3_S4_Q3,61,id03,objective_antidote,"('S1', 'S3', 'S4', 'Q3')","(430, 432, 433, 429)","(3, 5, 6, 2)","(np.float64(-0.0449099687139766), np.float64(0.025242890166673138), np.float64(-0.02306907662850045), np.float64(0.000420013904926044))",0.6966837051652374,0.4786179285714286,0.7067186828571429,0.22810075428571436,0.7118257142857143,0.5,0.25,0.0,2.5,rowroute_antidote_objective_c72_a052
r061_quality_stage_S1_S3_S4_Q3,61,id03,quality_stage,"('S1', 'S3', 'S4', 'Q3')","(430, 432, 433, 429)","(3, 5, 6, 2)","(np.float64(-0.0449099687139766), np.float64(0.025242890166673138), np.float64(-0.02306907662850045), np.float64(0.000420013904926044))",0.6966837051652374,0.4786179285714286,0.7067186828571429,0.22810075428571436,0.7118257142857143,0.5,0.25,0.0,2.5,rowroute_antidote_objective_c72_a052
r139_quality_stage_S4_Q3_S3,139,id06,quality_stage,"('S4', 'Q3', 'S3')","(979, 975, 978)","(6, 2, 5)","(np.float64(-0.059391085927838656), np.float64(0.024299393528935825), np.float64(0.012061713069068988))",0.6962385248953732,0.5290926666666667,0.7272338704761906,0.19814120380952385,0.9067009523809525,0.6666666666666666,0.0,0.0,2.6666666666666665,rowroute_antidote_objective_c72_a052
r110_quality_stage_S1_Q1_Q3_S4,110,id05,quality_stage,"('S1', 'Q1', 'Q3', 'S4')","(773, 770, 772, 776)","(3, 0, 2, 6)","(np.float64(-0.032324860284212914), np.float64(0.02133506902266683), np.float64(-0.03389448719637734), np.float64(-0.03893774386567702))",0.6782386330207134,0.5806717857142857,0.6587281671428571,0.0780563814285714,0.6376242857142856,1.0,0.25,0.0,3.75,rowroute_antidote_objective_c72_a052
r070_objective_antidote_S3_Q3,70,id03,objective_antidote,"('S3', 'Q3')","(495, 492)","(5, 2)","(np.float64(0.020875002366410503), np.float64(0.05469319407588821))",0.6724702330692041,0.5119131428571428,0.8084398714285715,0.2965267285714287,0.7077028571428571,1.0,0.0,0.0,4.5,rowroute_antidote_objective_c72_a052
r110_objective_antidote_S1_Q3_S4,110,id05,objective_antidote,"('S1', 'Q3', 'S4')","(773, 772, 776)","(3, 2, 6)","(np.float64(-0.032324860284212914), np.float64(-0.03389448719637734), np.float64(-0.03893774386567702))",0.6607554826475752,0.5680619047619048,0.6593334628571429,0.09127155809523803,0.7264457142857143,1.0,0.3333333333333333,0.0,3.3333333333333335,rowroute_antidote_objective_c72_a052
r101_objective_antidote_Q3_S1,101,id04,objective_antidote,"('Q3', 'S1')","(709, 710)","(2, 3)","(np.float64(0.05868294999013434), np.float64(0.022352097422825665))",0.6596971243224282,0.393377,0.7419274771428572,0.34855047714285725,0.7674828571428571,0.5,0.5,0.0,3.0,rowroute_antidote_objective_c72_a052
r101_quality_stage_Q3_S1,101,id04,quality_stage,"('Q3', 'S1')","(709, 710)","(2, 3)","(np.float64(0.05868294999013434), np.float64(0.022352097422825665))",0.6596971243224282,0.393377,0.7419274771428572,0.34855047714285725,0.7674828571428571,0.5,0.5,0.0,3.0,rowroute_antidote_objective_c72_a052
r070_quality_stage_S3_Q1_Q3,70,id03,quality_stage,"('S3', 'Q1', 'Q3')","(495, 490, 492)","(5, 0, 2)","(np.float64(0.020875002366410503), np.float64(0.00672254736279672), np.float64(0.05469319407588821))",0.6451048611230428,0.4684562857142857,0.7627292133333334,0.2942729276190478,0.7356304761904761,0.6666666666666666,0.0,0.0,3.3333333333333335,rowroute_antidote_objective_c72_a052
r078_quality_stage_S3_Q1_Q3,78,id03,quality_stage,"('S3', 'Q1', 'Q3')","(551, 546, 548)","(5, 0, 2)","(np.float64(0.01048685898642512), np.float64(0.013153518995382325), np.float64(-0.009065187395926638))",0.6401903665410573,0.46047761904761897,0.7103464971428574,0.24986887809523825,0.7125447619047618,0.6666666666666666,0.0,0.0,2.6666666666666665,rowroute_antidote_objective_c72_a052
r151_objective_antidote_S2_Q3,151,id06,objective_antidote,"('S2', 'Q3')","(1061, 1059)","(4, 2)","(np.float64(0.05111618767939076), np.float64(0.11303271484687598))",0.6243659848697088,0.4652627142857143,0.6499470371428571,0.1846843228571428,0.8090542857142857,1.0,1.0,0.0,5.5,rowroute_antidote_objective_c72_a052
r078_stage_antidote_S3_S2,78,id03,stage_antidote,"('S3', 'S2')","(551, 550)","(5, 4)","(np.float64(0.01048685898642512), np.float64(-0.036671140972491585))",0.5614657904418238,0.4356374285714285,0.7304910514285714,0.29485362285714295,0.6857914285714285,1.0,0.0,0.0,3.5,rowroute_antidote_objective_c72_a052
r061_stage_antidote_S1_S3_S4,61,id03,stage_antidote,"('S1', 'S3', 'S4')","(430, 432, 433)","(3, 5, 6)","(np.float64(-0.0449099687139766), np.float64(0.025242890166673138), np.float64(-0.02306907662850045))",0.5363786642370857,0.41312733333333335,0.6960112876190476,0.2828839542857144,0.7859523809523811,0.3333333333333333,0.3333333333333333,0.0,2.6666666666666665,rowroute_antidote_objective_c72_a052
r144_objective_antidote_S2_S3,144,id06,objective_antidote,"('S2', 'S3')","(1012, 1013)","(4, 5)","(np.float64(0.03305822073180926), np.float64(0.09340641850587351))",0.5179515720471422,0.4303595714285714,0.6984576942857144,0.268098122857143,0.85452,1.0,0.0,0.0,4.5,rowroute_antidote_objective_c72_a052
r144_stage_antidote_S2_S3,144,id06,stage_antidote,"('S2', 'S3')","(1012, 1013)","(4, 5)","(np.float64(0.03305822073180926), np.float64(0.09340641850587351))",0.5179515720471422,0.4303595714285714,0.6984576942857144,0.268098122857143,0.85452,1.0,0.0,0.0,4.5,rowroute_antidote_objective_c72_a052
r136_objective_antidote_S4_S1,136,id06,objective_antidote,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.04980195067702296), np.float64(0.021185185624928157))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0,rowroute_antidote_objective_c72_a052
r136_stage_antidote_S4_S1,136,id06,stage_antidote,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.04980195067702296), np.float64(0.021185185624928157))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0,rowroute_antidote_objective_c72_a052
r136_quality_stage_S4_S1,136,id06,quality_stage,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.04980195067702296), np.float64(0.021185185624928157))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0,rowroute_antidote_objective_c72_a052
r148_objective_antidote_S4_S2,148,id06,objective_antidote,"('S4', 'S2')","(1042, 1040)","(6, 4)","(np.float64(0.005704339425017324), np.float64(0.017262828157991936))",0.48634260014369507,0.3696694285714286,0.6646901257142857,0.29502069714285706,0.7989057142857143,0.5,0.0,0.0,2.0,rowroute_antidote_objective_c72_a052
r148_stage_antidote_S4_S2,148,id06,stage_antidote,"('S4', 'S2')","(1042, 1040)","(6, 4)","(np.float64(0.005704339425017324), np.float64(0.017262828157991936))",0.48634260014369507,0.3696694285714286,0.6646901257142857,0.29502069714285706,0.7989057142857143,0.5,0.0,0.0,2.0,rowroute_antidote_objective_c72_a052
r110_stage_antidote_S1_S4,110,id05,stage_antidote,"('S1', 'S4')","(773, 776)","(3, 6)","(np.float64(-0.032324860284212914), np.float64(-0.03893774386567702))",0.4836167484628658,0.5555351428571429,0.6592011571428571,0.10366601428571423,0.8053542857142857,1.0,0.5,0.0,4.0,rowroute_antidote_objective_c72_a052
r139_stage_antidote_S4_S2_S3,139,id06,stage_antidote,"('S4', 'S2', 'S3')","(979, 977, 978)","(6, 4, 5)","(np.float64(-0.059391085927838656), np.float64(0.02202312299262369), np.float64(0.012061713069068988))",0.47483596878707846,0.48997409523809515,0.7292433276190476,0.23926923238095243,0.8679409523809524,0.3333333333333333,0.0,0.0,2.3333333333333335,rowroute_antidote_objective_c72_a052
r098_quality_stage_S1_S4,98,id04,quality_stage,"('S1', 'S4')","(689, 692)","(3, 6)","(np.float64(-0.03876977904380938), np.float64(-0.02334541088206449))",0.4501527156946221,0.536698,0.6245135485714286,0.08781554857142868,0.5180171428571427,1.0,0.5,0.0,5.0,rowroute_antidote_objective_c72_a052
r135_stage_antidote_S4_S2,135,id06,stage_antidote,"('S4', 'S2')","(951, 949)","(6, 4)","(np.float64(-0.09555054192038526), np.float64(-0.049346084830664966))",0.44577597550162373,0.5764497142857143,0.69095726,0.11450754571428567,0.6946057142857143,1.0,0.5,0.0,5.5,rowroute_antidote_objective_c72_a052
r000_quality_stage_S1_S4,0,id01,quality_stage,"('S1', 'S4')","(3, 6)","(3, 6)","(np.float64(-0.05180117888836322), np.float64(-0.012692550353196325))",0.4239013716596334,0.553653,0.6623764600000001,0.1087234600000001,0.5653514285714285,0.5,1.0,0.0,4.5,rowroute_antidote_objective_c72_a052
r143_objective_antidote_S2_S1_S4,143,id06,objective_antidote,"('S2', 'S1', 'S4')","(1005, 1004, 1007)","(4, 3, 6)","(np.float64(0.01479184742029852), np.float64(0.020896987343225343), np.float64(0.011132215787971824))",0.42017098424744914,0.41778838095238086,0.7071118990476192,0.2893235180952382,0.8590628571428572,0.0,0.0,0.0,1.3333333333333333,rowroute_antidote_objective_c72_a052
r143_stage_antidote_S2_S1_S4,143,id06,stage_antidote,"('S2', 'S1', 'S4')","(1005, 1004, 1007)","(4, 3, 6)","(np.float64(0.01479184742029852), np.float64(0.020896987343225343), np.float64(0.011132215787971824))",0.42017098424744914,0.41778838095238086,0.7071118990476192,0.2893235180952382,0.8590628571428572,0.0,0.0,0.0,1.3333333333333333,rowroute_antidote_objective_c72_a052
r196_quality_stage_Q1_Q3,196,id08,quality_stage,"('Q1', 'Q3')","(1372, 1374)","(0, 2)","(np.float64(-0.03658007090250823), np.float64(-0.01803436958047327))",0.41741693126157353,0.5323557142857144,0.6979019371428572,0.1655462228571429,0.6639514285714285,1.0,0.0,0.0,4.5,rowroute_antidote_objective_c72_a052
r151_quality_stage_Q3_Q1,151,id06,quality_stage,"('Q3', 'Q1')","(1059, 1057)","(2, 0)","(np.float64(0.11303271484687598), np.float64(-0.06518877102738942))",0.3860354061180989,0.6157071428571429,0.6877619228571429,0.07205477999999998,0.6034885714285714,1.0,0.5,0.0,6.0,rowroute_antidote_objective_c72_a052
r143_quality_stage_S1_S4,143,id06,quality_stage,"('S1', 'S4')","(1004, 1007)","(3, 6)","(np.float64(0.020896987343225343), np.float64(0.011132215787971824))",0.38458832307131374,0.440341,0.7016240314285715,0.26128303142857157,0.8923885714285715,0.0,0.0,0.0,1.0,rowroute_antidote_objective_c72_a052
r135_h108_rejected_bridge_Q1_S4_Q3_S2,135,id06,h108_rejected_bridge,"('Q1', 'S4', 'Q3', 'S2')","(945, 951, 947, 949)","(0, 6, 2, 4)","(np.float64(-0.0657161904778496), np.float64(-0.0918755210772935), np.float64(0.05915827977141225), np.float64(-0.047448158491024))",0.8254481856328237,0.5287387142857143,0.7385548457142858,0.20981613142857142,0.79498,1.0,0.5,0.0,5.25,rowroute_h108_rejected_bridge_c64_a050
r164_h108_rejected_bridge_S4_S1_Q1,164,id07,h108_rejected_bridge,"('S4', 'S1', 'Q1')","(1154, 1151, 1148)","(6, 3, 0)","(np.float64(-0.0823343984910353), np.float64(0.08308135298563114), np.float64(-0.1192607456931795))",0.8207915408682309,0.4820683809523809,0.6955600285714286,0.21349164761904774,0.8975257142857144,1.0,0.6666666666666666,1.0,6.333333333333333,rowroute_h108_rejected_bridge_c64_a050
r003_h108_rejected_bridge_S1_Q3,3,id01,h108_rejected_bridge,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.0427919785452957), np.float64(0.03889950528578575))",0.7866867681263996,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5,rowroute_h108_rejected_bridge_c64_a050
r061_h108_rejected_bridge_S1_S3_S4_S2_Q3,61,id03,h108_rejected_bridge,"('S1', 'S3', 'S4', 'S2', 'Q3')","(430, 432, 433, 431, 429)","(3, 5, 6, 4, 2)","(np.float64(-0.0431826622249775), np.float64(0.02427200977564725), np.float64(-0.0221818044504812), np.float64(0.0274195064099789), np.float64(0.00040385952396735))",0.781039662174199,0.49851737142857144,0.707588776,0.2090714045714286,0.6448754285714285,0.6,0.2,0.0,2.4,rowroute_h108_rejected_bridge_c64_a050
r003_objective_antidote_S1_Q3,3,id01,objective_antidote,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.0427919785452957), np.float64(0.03889950528578575))",0.7366867681263995,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5,rowroute_h108_rejected_bridge_c64_a050
r110_h108_rejected_bridge_S1_Q1_Q3_S4,110,id05,h108_rejected_bridge,"('S1', 'Q1', 'Q3', 'S4')","(773, 770, 772, 776)","(3, 0, 2, 6)","(np.float64(-0.0310815964271278), np.float64(0.02051448944487195), np.float64(-0.03259085307343975), np.float64(-0.03744013833238175))",0.7282386330207133,0.5806717857142857,0.6587281671428571,0.0780563814285714,0.6376242857142856,1.0,0.25,0.0,3.75,rowroute_h108_rejected_bridge_c64_a050
r139_objective_antidote_S4_S2_Q3_S3,139,id06,objective_antidote,"('S4', 'S2', 'Q3', 'S3')","(979, 977, 975, 978)","(6, 4, 2, 5)","(np.float64(-0.05710681339215255), np.float64(0.0211760798005997), np.float64(0.0233648014701306), np.float64(0.01159780102795095))",0.7171268656801285,0.49013428571428563,0.7204435328571429,0.2303092471428572,0.8817785714285714,0.5,0.0,0.0,2.25,rowroute_h108_rejected_bridge_c64_a050
r164_objective_antidote_S4_S1,164,id07,objective_antidote,"('S4', 'S1')","(1154, 1151)","(6, 3)","(np.float64(-0.0823343984910353), np.float64(0.08308135298563114))",0.7103375543538988,0.48285999999999996,0.7023086457142858,0.21944864571428582,0.9216685714285714,1.0,1.0,1.0,6.0,rowroute_h108_rejected_bridge_c64_a050
