set,view,heldout_pair,heldout_family,actual_direction,nearest_pair,nearest_family,pred_direction,correct,nearest_distance,min_distance_new_won,min_distance_new_lost,margin_new_won_minus_new_lost
top16,sequence_axis_flank,mixmin_vs_a2c8,broad_public_success,new_won,e72_vs_e95,q2s3_gate_fail,new_lost,0,276.58814007301436,279.9868610384614,276.58814007301436,3.398720965447069
top16,sequence_axis_flank,e95_vs_mixmin,frontier_hardtail_success,new_won,e101_vs_mixmin,mixmin_relative_success,new_won,1,2.6188412985464117e-13,2.6188412985464117e-13,7.8238963429762e-13,-5.205055044429788e-13
top16,sequence_axis_flank,e101_vs_e95,frontier_near_loss,new_lost,e95_vs_mixmin,frontier_hardtail_success,new_won,0,7.823720902811757e-13,7.823720902811757e-13,6.17317195195445,-6.173171951953668
top16,sequence_axis_flank,e101_vs_mixmin,mixmin_relative_success,new_won,e95_vs_mixmin,frontier_hardtail_success,new_won,1,2.617242022353695e-13,2.617242022353695e-13,1.0442847570594148e-12,-7.825605548240453e-13
top16,sequence_axis_flank,e72_vs_mixmin,q2s3_gate_fail,new_lost,e101_vs_e95,frontier_near_loss,new_lost,1,7.253873737995874,7.253873737996033,7.253873737995874,1.5898393712632242e-13
top16,sequence_axis_flank,e72_vs_e95,q2s3_gate_fail,new_lost,mixmin_vs_a2c8,broad_public_success,new_won,0,15.679361553454665,15.679361553454665,16.158851503785737,-0.47948995033107167
top33,sequence_only,mixmin_vs_a2c8,broad_public_success,new_won,e72_vs_e95,q2s3_gate_fail,new_lost,0,17.74457194855348,19.170918340903693,17.74457194855348,1.4263463923502115
top33,sequence_only,e95_vs_mixmin,frontier_hardtail_success,new_won,e101_vs_e95,frontier_near_loss,new_lost,0,2.3122220081749916,2.7901755432817854,2.3122220081749916,0.47795353510679384
top33,sequence_only,e101_vs_e95,frontier_near_loss,new_lost,e95_vs_mixmin,frontier_hardtail_success,new_won,0,2.6662938189821657,2.6662938189821657,7.305269211170423,-4.638975392188257
top33,sequence_only,e101_vs_mixmin,mixmin_relative_success,new_won,e95_vs_mixmin,frontier_hardtail_success,new_won,1,3.029225586700782,3.029225586700782,3.303054805730825,-0.2738292190300431
top33,sequence_only,e72_vs_mixmin,q2s3_gate_fail,new_lost,e72_vs_e95,q2s3_gate_fail,new_lost,1,20.618620046281837,23.098700882221163,20.618620046281837,2.480080835939326
top33,sequence_only,e72_vs_e95,q2s3_gate_fail,new_lost,e95_vs_mixmin,frontier_hardtail_success,new_won,0,10.456748036735894,10.456748036735894,11.329707257023305,-0.8729592202874112
top33,sequence_axis,mixmin_vs_a2c8,broad_public_success,new_won,e72_vs_e95,q2s3_gate_fail,new_lost,0,23.6167317393099,23.825681606156994,23.6167317393099,0.20894986684709593
top33,sequence_axis,e95_vs_mixmin,frontier_hardtail_success,new_won,e101_vs_e95,frontier_near_loss,new_lost,0,2.322256800701723,2.834363827513872,2.322256800701723,0.5121070268121488
top33,sequence_axis,e101_vs_e95,frontier_near_loss,new_lost,e95_vs_mixmin,frontier_hardtail_success,new_won,0,2.6752945245691073,2.6752945245691073,7.734384451730755,-5.059089927161648
top33,sequence_axis,e101_vs_mixmin,mixmin_relative_success,new_won,e95_vs_mixmin,frontier_hardtail_success,new_won,1,3.068323463562275,3.068323463562275,3.3689341055857076,-0.30061064202343246
top33,sequence_axis,e72_vs_mixmin,q2s3_gate_fail,new_lost,e72_vs_e95,q2s3_gate_fail,new_lost,1,21.13831651989448,23.432253640735624,21.13831651989448,2.293937120841143
top33,sequence_axis,e72_vs_e95,q2s3_gate_fail,new_lost,mixmin_vs_a2c8,broad_public_success,new_won,0,13.68591693723642,13.68591693723642,15.782118313860547,-2.0962013766241263
top33,sequence_axis_flank,mixmin_vs_a2c8,broad_public_success,new_won,e72_vs_e95,q2s3_gate_fail,new_lost,0,24.57793013768479,24.833119614862746,24.57793013768479,0.25518947717795726
top33,sequence_axis_flank,e95_vs_mixmin,frontier_hardtail_success,new_won,e101_vs_e95,frontier_near_loss,new_lost,0,2.343003472155203,2.947794264806473,2.343003472155203,0.6047907926512703
top33,sequence_axis_flank,e101_vs_e95,frontier_near_loss,new_lost,e95_vs_mixmin,frontier_hardtail_success,new_won,0,2.6932639504268905,2.6932639504268905,7.8863668012710075,-5.193102850844117
top33,sequence_axis_flank,e101_vs_mixmin,mixmin_relative_success,new_won,e95_vs_mixmin,frontier_hardtail_success,new_won,1,3.195479034319862,3.195479034319862,3.4989798261074765,-0.3035007917876147
top33,sequence_axis_flank,e72_vs_mixmin,q2s3_gate_fail,new_lost,e72_vs_e95,q2s3_gate_fail,new_lost,1,21.209700366257817,23.48375427123924,21.209700366257817,2.2740539049814217
top33,sequence_axis_flank,e72_vs_e95,q2s3_gate_fail,new_lost,mixmin_vs_a2c8,broad_public_success,new_won,0,14.01217440769416,14.01217440769416,15.808528753497438,-1.7963543458032785
