prior,outcome,sub_idx,target,subject_id,hidden_block_id,lifelog_date,edge_distance,flip_rank,flip_benefit,support_label,subject_prior_y1,global_prior_y1,posterior_support_rate,posterior_label1_rate,support_rate_lift_vs_subject_prior
global,edge_or_stronger_win,144,S3,id06,id06_b8,2024-08-13,1,15,0.0151067564332048,1,0.9583333333333334,0.6622222222222223,0.8875453446191052,0.8875453446191052,-0.0707879887142282
global,edge_or_stronger_win,180,S3,id07,id07_b4,2024-08-31,1,16,0.0149298280822646,1,0.7959183673469388,0.6622222222222223,0.8778718258766627,0.8778718258766627,0.08195345852972391
global,edge_or_stronger_win,25,S3,id01,id01_b4,2024-09-13,1,17,0.014681064665221,0,0.8536585365853658,0.6622222222222223,0.6457073760580411,0.3542926239419589,0.4993659126434069
global,edge_or_stronger_win,115,S3,id05,id05_b4,2024-10-13,1,18,0.0142140988965649,0,0.13636363636363635,0.6622222222222223,0.596130592503023,0.40386940749697703,-0.2675057711333406
global,edge_or_stronger_win,47,S3,id02,id02_b4,2024-10-03,4,19,0.0139132396855474,1,0.8958333333333334,0.6622222222222223,0.8476420798065296,0.8476420798065296,-0.04819125352680376
global,edge_or_stronger_win,22,S3,id01,id01_b4,2024-09-10,4,20,0.0137434348998359,0,0.8536585365853658,0.6622222222222223,0.6118500604594922,0.38814993954050786,0.46550859704485803
global,edge_or_stronger_win,158,S3,id07,id07_b2,2024-07-19,6,21,0.013228254321624,1,0.7959183673469388,0.6622222222222223,0.8669891172914147,0.8669891172914147,0.07107074994447593
global,edge_or_stronger_win,49,S3,id02,id02_b4,2024-10-05,6,22,0.0130886753760049,0,0.8958333333333334,0.6622222222222223,0.6154776299879081,0.3845223700120919,0.5113109633212415
global,edge_or_stronger_win,147,S3,id06,id06_b10,2024-08-20,1,23,0.0130679630311271,1,0.9583333333333334,0.6622222222222223,0.8500604594921403,0.8500604594921403,-0.1082728738411931
global,edge_or_stronger_win,91,S3,id04,id04_b6,2024-09-24,2,24,0.0130519590848491,0,0.543859649122807,0.6622222222222223,0.5804111245465539,0.4195888754534462,0.1242707736693609
global,edge_or_stronger_win,103,S3,id04,id04_b12,2024-10-25,0,25,0.0123828864054221,1,0.543859649122807,0.6622222222222223,0.8295042321644498,0.8295042321644498,0.28564458304164275
global,edge_or_stronger_win,27,S3,id02,id02_b2,2024-08-25,0,26,0.0111248125617892,1,0.8958333333333334,0.6622222222222223,0.837968561064087,0.837968561064087,-0.057864772269246356
global,edge_or_stronger_win,70,S3,id03,id03_b4,2024-09-15,0,27,0.0094149078800982,0,0.48484848484848486,0.6622222222222223,0.5223700120918985,0.47762998790810157,0.0072184969403833454
global,edge_or_stronger_win,43,S3,id02,id02_b4,2024-09-28,0,28,0.0087484489279774,0,0.8958333333333334,0.6622222222222223,0.4969770253929867,0.5030229746070133,0.3928103587263201
global,edge_or_stronger_win,246,S3,id10,id10_b4,2024-09-22,3,29,0.0085882613175965,0,0.48484848484848486,0.6622222222222223,0.5187424425634825,0.48125755743651755,0.003590927411967315
global,edge_or_stronger_win,1,S3,id01,id01_b2,2024-07-31,1,30,0.0075946099922705,0,0.8536585365853658,0.6622222222222223,0.4909310761789601,0.5090689238210399,0.3445896127643259
global,edge_or_stronger_win,30,S3,id02,id02_b2,2024-08-28,3,31,0.0075840321756504,0,0.8958333333333334,0.6622222222222223,0.48246674727932287,0.5175332527206772,0.37830008061265624
global,edge_or_stronger_win,94,S3,id04,id04_b8,2024-10-14,0,32,0.0073348302301466,0,0.543859649122807,0.6622222222222223,0.4740024183796856,0.5259975816203144,0.01786206750249264
global,edge_or_stronger_win,187,S3,id08,id08_b4,2024-08-08,2,33,0.0068725401000828,0,0.6607142857142857,0.6622222222222223,0.45223700120918986,0.5477629987908101,0.11295128692347556
global,edge_or_stronger_win,15,S3,id01,id01_b4,2024-09-02,1,34,0.006833954425664,0,0.8536585365853658,0.6622222222222223,0.4909310761789601,0.5090689238210399,0.3445896127643259
global,edge_or_stronger_win,197,S3,id08,id08_b12,2024-09-13,0,35,0.00648936910177,1,0.6607142857142857,0.6622222222222223,0.7666263603385731,0.7666263603385731,0.10591207462428742
global,edge_or_stronger_win,194,S3,id08,id08_b10,2024-09-08,1,36,0.0063866947355517,0,0.6607142857142857,0.6622222222222223,0.45828295042321643,0.5417170495767836,0.11899723613750213
global,edge_or_stronger_win,105,S3,id04,id04_b14,2024-10-28,1,37,0.0063059582876027,0,0.543859649122807,0.6622222222222223,0.45102781136638453,0.5489721886336155,-0.005112539510808423
global,edge_or_stronger_win,89,S3,id04,id04_b6,2024-09-22,3,38,0.0062187749395397,0,0.543859649122807,0.6622222222222223,0.44740024183796856,0.5525997581620314,-0.008740109039224397
global,edge_or_stronger_win,92,S3,id04,id04_b6,2024-09-25,1,39,0.0061788863185001,0,0.543859649122807,0.6622222222222223,0.46432889963724305,0.535671100362757,0.008188548760050096
global,edge_or_stronger_win,63,Q2,id03,id03_b2,2024-08-20,4,40,0.0049456624993669,1,0.8181818181818182,0.5622222222222222,0.6505441354292624,0.6505441354292624,-0.16763768275255586
global,edge_or_stronger_win,132,Q2,id06,id06_b2,2024-07-10,3,41,0.0035131753426055,1,0.3958333333333333,0.5622222222222222,0.6505441354292624,0.6505441354292624,0.25471080209592906
global,edge_or_stronger_win,169,Q2,id07,id07_b4,2024-08-16,2,42,0.0034918463581064,0,0.5102040816326531,0.5622222222222222,0.49939540507859737,0.5006045949214026,0.009599486711250438
global,edge_or_stronger_win,191,Q2,id08,id08_b6,2024-08-13,0,43,0.0034443853008933,1,0.7857142857142857,0.5622222222222222,0.6166868198307134,0.6166868198307134,-0.16902746588357231
global,edge_or_stronger_win,176,Q2,id07,id07_b4,2024-08-26,5,44,0.0032842308337376,0,0.5102040816326531,0.5622222222222222,0.5006045949214026,0.49939540507859737,0.010808676554055707
global,edge_or_stronger_win,248,Q2,id10,id10_b4,2024-09-25,1,45,0.0028640210398831,0,0.5454545454545454,0.5622222222222222,0.4607013301088271,0.5392986698911729,0.006155875563372493
global,edge_or_stronger_win,94,Q2,id04,id04_b8,2024-10-14,0,46,0.0026729584572725,1,0.49122807017543857,0.5622222222222222,0.5985489721886336,0.5985489721886336,0.107320902013195
global,edge_or_stronger_win,105,Q2,id04,id04_b14,2024-10-28,1,47,0.0026655947710544,1,0.49122807017543857,0.5622222222222222,0.5949214026602176,0.5949214026602176,0.10369333248477908
global,edge_or_stronger_win,99,Q2,id04,id04_b8,2024-10-19,0,48,0.0026613411155921,0,0.49122807017543857,0.5622222222222222,0.5163240628778718,0.4836759371221282,0.0075521330533103725
global,edge_or_stronger_win,174,Q2,id07,id07_b4,2024-08-24,7,49,0.0026234314969043,0,0.5102040816326531,0.5622222222222222,0.48851269649334944,0.5114873035066505,-0.0012832218739974866
global,edge_or_stronger_win,136,Q2,id06,id06_b4,2024-07-15,0,50,0.0024434527633965,1,0.3958333333333333,0.5622222222222222,0.6058041112454655,0.6058041112454655,0.2099707779121322
global,small_win,133,S3,id06,id06_b2,2024-07-11,2,1,0.020333589154941,1,0.9583333333333334,0.6622222222222223,0.8997955010224948,0.8997955010224948,-0.05853783231083853
global,small_win,145,S3,id06,id06_b8,2024-08-14,0,2,0.0197199567616581,1,0.9583333333333334,0.6622222222222223,0.885480572597137,0.885480572597137,-0.0728527607361964
global,small_win,141,S3,id06,id06_b6,2024-08-09,0,3,0.0193484331585298,1,0.9583333333333334,0.6622222222222223,0.8766189502385822,0.8766189502385822,-0.08171438309475121
global,small_win,39,S3,id02,id02_b2,2024-09-06,3,4,0.0188805364597103,1,0.8958333333333334,0.6622222222222223,0.8847989093387867,0.8847989093387867,-0.011034423994546683
global,small_win,215,S3,id09,id09_b4,2024-09-04,0,5,0.018486072142399,1,0.7073170731707317,0.6622222222222223,0.8718473074301295,0.8718473074301295,0.16453023425939783
global,small_win,146,S3,id06,id06_b10,2024-08-19,0,6,0.0184824717931251,1,0.9583333333333334,0.6622222222222223,0.8595773687798227,0.8595773687798227,-0.09875596455351066
global,small_win,235,S3,id10,id10_b2,2024-08-17,3,7,0.0184045224551778,1,0.48484848484848486,0.6622222222222223,0.8793456032719836,0.8793456032719836,0.39449711842349877
global,small_win,120,S3,id05,id05_b6,2024-11-07,0,8,0.0178216646478344,0,0.13636363636363635,0.6622222222222223,0.6134969325153374,0.38650306748466257,-0.2501394311210262
global,small_win,241,S3,id10,id10_b4,2024-09-17,2,9,0.017224091702018,0,0.48484848484848486,0.6622222222222223,0.6291751874573961,0.37082481254260397,0.11402367230588095
global,small_win,8,S3,id01,id01_b2,2024-08-09,5,10,0.0163443551421569,1,0.8536585365853658,0.6622222222222223,0.8575323790047716,0.8575323790047716,0.003873842419405804
global,small_win,57,S3,id02,id02_b4,2024-10-14,1,11,0.015987119957691,1,0.8958333333333334,0.6622222222222223,0.8289025221540559,0.8289025221540559,-0.06693081117927746
global,small_win,12,S3,id01,id01_b2,2024-08-14,1,12,0.015941887666894,1,0.8536585365853658,0.6622222222222223,0.863667348329925,0.863667348329925,0.010008811744559143
global,small_win,129,S3,id06,id06_b2,2024-07-07,1,13,0.0155335426296066,1,0.9583333333333334,0.6622222222222223,0.8398091342876619,0.8398091342876619,-0.11852419904567146
global,small_win,86,S3,id04,id04_b6,2024-09-18,0,14,0.0154193822289822,0,0.543859649122807,0.6622222222222223,0.5794137695978187,0.42058623040218135,0.1232734187206257
global,small_win,144,S3,id06,id06_b8,2024-08-13,1,15,0.0151067564332048,1,0.9583333333333334,0.6622222222222223,0.8548057259713702,0.8548057259713702,-0.1035276073619632
global,small_win,180,S3,id07,id07_b4,2024-08-31,1,16,0.0149298280822646,1,0.7959183673469388,0.6622222222222223,0.8432174505794138,0.8432174505794138,0.047299083232475
global,small_win,25,S3,id01,id01_b4,2024-09-13,1,17,0.014681064665221,0,0.8536585365853658,0.6622222222222223,0.5623721881390593,0.4376278118609407,0.41603072472442515
global,small_win,115,S3,id05,id05_b4,2024-10-13,1,18,0.0142140988965649,0,0.13636363636363635,0.6622222222222223,0.5357873210633947,0.46421267893660534,-0.327849042572969
global,small_win,47,S3,id02,id02_b4,2024-10-03,4,19,0.0139132396855474,1,0.8958333333333334,0.6622222222222223,0.8377641445126107,0.8377641445126107,-0.05806918882072265
global,small_win,22,S3,id01,id01_b4,2024-09-10,4,20,0.0137434348998359,0,0.8536585365853658,0.6622222222222223,0.5323790047716428,0.4676209952283572,0.38603754135700863
global,small_win,158,S3,id07,id07_b2,2024-07-19,6,21,0.013228254321624,1,0.7959183673469388,0.6622222222222223,0.8377641445126107,0.8377641445126107,0.04184577716567195
global,small_win,49,S3,id02,id02_b4,2024-10-05,6,22,0.0130886753760049,0,0.8958333333333334,0.6622222222222223,0.5521472392638037,0.44785276073619634,0.4479805725971371
global,small_win,147,S3,id06,id06_b10,2024-08-20,1,23,0.0130679630311271,1,0.9583333333333334,0.6622222222222223,0.820040899795501,0.820040899795501,-0.13829243353783238
global,small_win,91,S3,id04,id04_b6,2024-09-24,2,24,0.0130519590848491,0,0.543859649122807,0.6622222222222223,0.5426039536468984,0.45739604635310155,0.08646360276970544
global,small_win,103,S3,id04,id04_b12,2024-10-25,0,25,0.0123828864054221,1,0.543859649122807,0.6622222222222223,0.8193592365371506,0.8193592365371506,0.27549958741434355
global,small_win,27,S3,id02,id02_b2,2024-08-25,0,26,0.0111248125617892,1,0.8958333333333334,0.6622222222222223,0.7920927062031357,0.7920927062031357,-0.10374062713019772
global,small_win,70,S3,id03,id03_b4,2024-09-15,0,27,0.0094149078800982,0,0.48484848484848486,0.6622222222222223,0.49556918882072254,0.5044308111792775,-0.0195823263307926
global,small_win,43,S3,id02,id02_b4,2024-09-28,0,28,0.0087484489279774,0,0.8958333333333334,0.6622222222222223,0.4655760054533061,0.534423994546694,0.36140933878663944
global,small_win,246,S3,id10,id10_b4,2024-09-22,3,29,0.0085882613175965,0,0.48484848484848486,0.6622222222222223,0.4785276073619632,0.5214723926380368,-0.036623907789551935
global,small_win,1,S3,id01,id01_b2,2024-07-31,1,30,0.0075946099922705,0,0.8536585365853658,0.6622222222222223,0.4560327198364008,0.5439672801635992,0.30969125642176665
global,small_win,30,S3,id02,id02_b2,2024-08-28,3,31,0.0075840321756504,0,0.8958333333333334,0.6622222222222223,0.46353101567825494,0.5364689843217451,0.3593643490115883
global,small_win,94,S3,id04,id04_b8,2024-10-14,0,32,0.0073348302301466,0,0.543859649122807,0.6622222222222223,0.41990456714383095,0.580095432856169,-0.036235783733362004
global,small_win,187,S3,id08,id08_b4,2024-08-08,2,33,0.0068725401000828,0,0.6607142857142857,0.6622222222222223,0.4567143830947512,0.5432856169052488,0.1174286688090369
global,small_win,15,S3,id01,id01_b4,2024-09-02,1,34,0.006833954425664,0,0.8536585365853658,0.6622222222222223,0.4451261077027948,0.5548738922972052,0.29878464428816065
global,small_win,197,S3,id08,id08_b12,2024-09-13,0,35,0.00648936910177,1,0.6607142857142857,0.6622222222222223,0.7491479209270621,0.7491479209270621,0.08843363521277636
global,small_win,194,S3,id08,id08_b10,2024-09-08,1,36,0.0063866947355517,0,0.6607142857142857,0.6622222222222223,0.4267211997273347,0.5732788002726653,0.08743548544162039
global,small_win,105,S3,id04,id04_b14,2024-10-28,1,37,0.0063059582876027,0,0.543859649122807,0.6622222222222223,0.4274028629856851,0.5725971370143149,-0.028737487891507874
global,small_win,89,S3,id04,id04_b6,2024-09-22,3,38,0.0062187749395397,0,0.543859649122807,0.6622222222222223,0.4274028629856851,0.5725971370143149,-0.028737487891507874
global,small_win,92,S3,id04,id04_b6,2024-09-25,1,39,0.0061788863185001,0,0.543859649122807,0.6622222222222223,0.4219495569188821,0.578050443081118,-0.03419079395831087
global,small_win,63,Q2,id03,id03_b2,2024-08-20,4,40,0.0049456624993669,1,0.8181818181818182,0.5622222222222222,0.6250852079072938,0.6250852079072938,-0.1930966102745244
global,small_win,132,Q2,id06,id06_b2,2024-07-10,3,41,0.0035131753426055,1,0.3958333333333333,0.5622222222222222,0.6230402181322426,0.6230402181322426,0.22720688479890933
global,small_win,169,Q2,id07,id07_b4,2024-08-16,2,42,0.0034918463581064,0,0.5102040816326531,0.5622222222222222,0.48057259713701433,0.5194274028629857,-0.009223321230332593
global,small_win,191,Q2,id08,id08_b6,2024-08-13,0,43,0.0034443853008933,1,0.7857142857142857,0.5622222222222222,0.6025903203817314,0.6025903203817314,-0.18312396533255426
global,small_win,176,Q2,id07,id07_b4,2024-08-26,5,44,0.0032842308337376,0,0.5102040816326531,0.5622222222222222,0.4996591683708248,0.5003408316291752,0.009863250003477875
global,small_win,248,Q2,id10,id10_b4,2024-09-25,1,45,0.0028640210398831,0,0.5454545454545454,0.5622222222222222,0.4812542603953647,0.5187457396046353,0.02670880584991009
global,small_win,94,Q2,id04,id04_b8,2024-10-14,0,46,0.0026729584572725,1,0.49122807017543857,0.5622222222222222,0.6250852079072938,0.6250852079072938,0.13385713773185526
global,small_win,105,Q2,id04,id04_b14,2024-10-28,1,47,0.0026655947710544,1,0.49122807017543857,0.5622222222222222,0.5985003408316292,0.5985003408316292,0.1072722706561906
global,small_win,99,Q2,id04,id04_b8,2024-10-19,0,48,0.0026613411155921,0,0.49122807017543857,0.5622222222222222,0.47171097477845947,0.5282890252215405,-0.03706095504610196
global,small_win,174,Q2,id07,id07_b4,2024-08-24,7,49,0.0026234314969043,0,0.5102040816326531,0.5622222222222222,0.47443762781186094,0.5255623721881391,-0.015358290555485987
global,small_win,136,Q2,id06,id06_b4,2024-07-15,0,50,0.0024434527633965,1,0.3958333333333333,0.5622222222222222,0.6155419222903885,0.6155419222903885,0.2197085889570552
global,tie,133,S3,id06,id06_b2,2024-07-11,2,1,0.020333589154941,1,0.9583333333333334,0.6622222222222223,0.8626839054837272,0.8626839054837272,-0.09564942784960617
global,tie,145,S3,id06,id06_b8,2024-08-14,0,2,0.0197199567616581,1,0.9583333333333334,0.6622222222222223,0.8693713776192599,0.8693713776192599,-0.0889619557140735
global,tie,141,S3,id06,id06_b6,2024-08-09,0,3,0.0193484331585298,1,0.9583333333333334,0.6622222222222223,0.8591172536781096,0.8591172536781096,-0.09921607965522372
global,tie,39,S3,id02,id02_b2,2024-09-06,3,4,0.0188805364597103,1,0.8958333333333334,0.6622222222222223,0.8662505572893446,0.8662505572893446,-0.029582776043988734
global,tie,215,S3,id09,id09_b4,2024-09-04,0,5,0.018486072142399,1,0.7073170731707317,0.6622222222222223,0.8524297815425769,0.8524297815425769,0.1451127083718452
global,tie,146,S3,id06,id06_b10,2024-08-19,0,6,0.0184824717931251,1,0.9583333333333334,0.6622222222222223,0.8555506018724922,0.8555506018724922,-0.10278273146084116
global,tie,235,S3,id10,id10_b2,2024-08-17,3,7,0.0184045224551778,1,0.48484848484848486,0.6622222222222223,0.8631297369594293,0.8631297369594293,0.37828125211094443
global,tie,120,S3,id05,id05_b6,2024-11-07,0,8,0.0178216646478344,0,0.13636363636363635,0.6622222222222223,0.5956308515381186,0.40436914846188143,-0.2680055120982451
global,tie,241,S3,id10,id10_b4,2024-09-17,2,9,0.017224091702018,0,0.48484848484848486,0.6622222222222223,0.5613018279090504,0.43869817209094963,0.04615031275753523
global,tie,8,S3,id01,id01_b2,2024-08-09,5,10,0.0163443551421569,1,0.8536585365853658,0.6622222222222223,0.8274632189032546,0.8274632189032546,-0.026195317682111252
global,tie,57,S3,id02,id02_b4,2024-10-14,1,11,0.015987119957691,1,0.8958333333333334,0.6622222222222223,0.8261257244761481,0.8261257244761481,-0.0697076088571853
global,tie,12,S3,id01,id01_b2,2024-08-14,1,12,0.015941887666894,1,0.8536585365853658,0.6622222222222223,0.8323673651359786,0.8323673651359786,-0.021291171449387192
global,tie,129,S3,id06,id06_b2,2024-07-07,1,13,0.0155335426296066,1,0.9583333333333334,0.6622222222222223,0.8337048595630852,0.8337048595630852,-0.12462847377024822
global,tie,86,S3,id04,id04_b6,2024-09-18,0,14,0.0154193822289822,0,0.543859649122807,0.6622222222222223,0.5403477485510477,0.4596522514489523,0.08420739767385477
global,tie,144,S3,id06,id06_b8,2024-08-13,1,15,0.0151067564332048,1,0.9583333333333334,0.6622222222222223,0.8323673651359786,0.8323673651359786,-0.12596596819735473
global,tie,180,S3,id07,id07_b4,2024-08-31,1,16,0.0149298280822646,1,0.7959183673469388,0.6622222222222223,0.821221578243424,0.821221578243424,0.02530321089648524
global,tie,25,S3,id01,id01_b4,2024-09-13,1,17,0.014681064665221,0,0.8536585365853658,0.6622222222222223,0.52652697280428,0.47347302719572004,0.3801855093896458
global,tie,115,S3,id05,id05_b4,2024-10-13,1,18,0.0142140988965649,0,0.13636363636363635,0.6622222222222223,0.5189478377173429,0.4810521622826572,-0.34468852591902077
global,tie,47,S3,id02,id02_b4,2024-10-03,4,19,0.0139132396855474,1,0.8958333333333334,0.6622222222222223,0.821221578243424,0.821221578243424,-0.07461175508990936
global,tie,22,S3,id01,id01_b4,2024-09-10,4,20,0.0137434348998359,0,0.8536585365853658,0.6622222222222223,0.4997770842621489,0.500222915737851,0.35343562084751473
global,tie,158,S3,id07,id07_b2,2024-07-19,6,21,0.013228254321624,1,0.7959183673469388,0.6622222222222223,0.7868925546143558,0.7868925546143558,-0.00902581273258296
global,tie,49,S3,id02,id02_b4,2024-10-05,6,22,0.0130886753760049,0,0.8958333333333334,0.6622222222222223,0.5171645118145342,0.4828354881854659,0.4129978451478675
global,tie,147,S3,id06,id06_b10,2024-08-20,1,23,0.0130679630311271,1,0.9583333333333334,0.6622222222222223,0.8087382969237629,0.8087382969237629,-0.1495950364095705
global,tie,91,S3,id04,id04_b6,2024-09-24,2,24,0.0130519590848491,0,0.543859649122807,0.6622222222222223,0.514489522960321,0.485510477039679,0.058349172083128065
global,tie,103,S3,id04,id04_b12,2024-10-25,0,25,0.0123828864054221,1,0.543859649122807,0.6622222222222223,0.7953633526526973,0.7953633526526973,0.25150370352989027
global,tie,27,S3,id02,id02_b2,2024-08-25,0,26,0.0111248125617892,1,0.8958333333333334,0.6622222222222223,0.7882300490414623,0.7882300490414623,-0.10760328429187105
global,tie,70,S3,id03,id03_b4,2024-09-15,0,27,0.0094149078800982,0,0.48484848484848486,0.6622222222222223,0.47659384752563533,0.5234061524743647,-0.03855766762587981
global,tie,43,S3,id02,id02_b4,2024-09-28,0,28,0.0087484489279774,0,0.8958333333333334,0.6622222222222223,0.43736067766384307,0.5626393223361569,0.33319401099717644
global,tie,246,S3,id10,id10_b4,2024-09-22,3,29,0.0085882613175965,0,0.48484848484848486,0.6622222222222223,0.4418189924208649,0.5581810075791351,-0.07333252273065022
global,tie,1,S3,id01,id01_b2,2024-07-31,1,30,0.0075946099922705,0,0.8536585365853658,0.6622222222222223,0.4427106553722693,0.5572893446277307,0.2963691919576351
global,tie,30,S3,id02,id02_b2,2024-08-28,3,31,0.0075840321756504,0,0.8958333333333334,0.6622222222222223,0.415514935354436,0.5844850646455639,0.3113482686877694
global,tie,94,S3,id04,id04_b8,2024-10-14,0,32,0.0073348302301466,0,0.543859649122807,0.6622222222222223,0.4462773071778868,0.5537226928221133,-0.009863043699306184
global,tie,187,S3,id08,id08_b4,2024-08-08,2,33,0.0068725401000828,0,0.6607142857142857,0.6622222222222223,0.4222024074899688,0.5777975925100312,0.08291669320425449
global,tie,15,S3,id01,id01_b4,2024-09-02,1,34,0.006833954425664,0,0.8536585365853658,0.6622222222222223,0.4329023629068212,0.5670976370931787,0.28656089949218705
global,tie,197,S3,id08,id08_b12,2024-09-13,0,35,0.00648936910177,1,0.6607142857142857,0.6622222222222223,0.7249219794917521,0.7249219794917521,0.06420769377746638
global,tie,194,S3,id08,id08_b10,2024-09-08,1,36,0.0063866947355517,0,0.6607142857142857,0.6622222222222223,0.4279982166740972,0.5720017833259028,0.08871250238838291
global,tie,105,S3,id04,id04_b14,2024-10-28,1,37,0.0063059582876027,0,0.543859649122807,0.6622222222222223,0.40615247436469015,0.5938475256353098,-0.049987876512502805
global,tie,89,S3,id04,id04_b6,2024-09-22,3,38,0.0062187749395397,0,0.543859649122807,0.6622222222222223,0.41105662059741416,0.5889433794025858,-0.0450837302797788
global,tie,92,S3,id04,id04_b6,2024-09-25,1,39,0.0061788863185001,0,0.543859649122807,0.6622222222222223,0.4253232278198841,0.5746767721801159,-0.03081712305730888
global,tie,63,Q2,id03,id03_b2,2024-08-20,4,40,0.0049456624993669,1,0.8181818181818182,0.5622222222222222,0.6058849754792688,0.6058849754792688,-0.21229684270254945
global,tie,132,Q2,id06,id06_b2,2024-07-10,3,41,0.0035131753426055,1,0.3958333333333333,0.5622222222222222,0.6299598751671868,0.6299598751671868,0.23412654183385345
global,tie,169,Q2,id07,id07_b4,2024-08-16,2,42,0.0034918463581064,0,0.5102040816326531,0.5622222222222222,0.47659384752563533,0.5234061524743647,-0.0132020708417116
global,tie,191,Q2,id08,id08_b6,2024-08-13,0,43,0.0034443853008933,1,0.7857142857142857,0.5622222222222222,0.603655818100758,0.603655818100758,-0.18205846761352773
global,tie,176,Q2,id07,id07_b4,2024-08-26,5,44,0.0032842308337376,0,0.5102040816326531,0.5622222222222222,0.4877396344181899,0.5122603655818101,-0.002056283949157023
global,tie,248,Q2,id10,id10_b4,2024-09-25,1,45,0.0028640210398831,0,0.5454545454545454,0.5622222222222222,0.4761480160499331,0.5238519839500668,0.021602561504478535
global,tie,94,Q2,id04,id04_b8,2024-10-14,0,46,0.0026729584572725,1,0.49122807017543857,0.5622222222222222,0.601426660722247,0.601426660722247,0.11019859054680847
global,tie,105,Q2,id04,id04_b14,2024-10-28,1,47,0.0026655947710544,1,0.49122807017543857,0.5622222222222222,0.5947391885867143,0.5947391885867143,0.1035111184112757
global,tie,99,Q2,id04,id04_b8,2024-10-19,0,48,0.0026613411155921,0,0.49122807017543857,0.5622222222222222,0.4623272403031654,0.5376727596968346,-0.04644468952139602
global,tie,174,Q2,id07,id07_b4,2024-08-24,7,49,0.0026234314969043,0,0.5102040816326531,0.5622222222222222,0.45474810521622827,0.5452518947837718,-0.035047813151118656
global,tie,136,Q2,id06,id06_b4,2024-07-15,0,50,0.0024434527633965,1,0.3958333333333333,0.5622222222222222,0.5925100312082033,0.5925100312082033,0.19667669787487002
global,small_loss,133,S3,id06,id06_b2,2024-07-11,2,1,0.020333589154941,1,0.9583333333333334,0.6622222222222223,0.8282846281777144,0.8282846281777144,-0.13004870515561895
global,small_loss,145,S3,id06,id06_b8,2024-08-14,0,2,0.0197199567616581,1,0.9583333333333334,0.6622222222222223,0.8124257543359468,0.8124257543359468,-0.1459075789973866
global,small_loss,141,S3,id06,id06_b6,2024-08-09,0,3,0.0193484331585298,1,0.9583333333333334,0.6622222222222223,0.8176526490852934,0.8176526490852934,-0.14068068424803992
global,small_loss,39,S3,id02,id02_b2,2024-09-06,3,4,0.0188805364597103,1,0.8958333333333334,0.6622222222222223,0.8132573057733429,0.8132573057733429,-0.0825760275599905
