view_id,split,episode,pair,pair_family,interaction_story,base_loss,state_loss,delta_logloss,null_q05,null_q20,null_median,null_best,dominance,min_mode_dominance,quick_gate,row_dominance,subject_dominance,dateblock_dominance,state_r2,state_corr,strict_null_q01,strict_null_q05,strict_null_q20,strict_null_median,strict_null_best,strict_dominance,strict_min_mode_dominance,p_value_lower,margin_to_null_q05,strict_gate,robust_gate
hybrid_context,dateblock5,home_recovery,S3_S4,SS,home recovery linking physiological calm with sleep-stage consistency,1.2238932815368333,1.2130693109012214,-0.010823970635611913,,,,,,,True,1.0,1.0,1.0,-0.3327346714409123,0.41906845020322875,-0.007250188921590328,-0.0053576910248738785,0.00011731647471413531,0.006629008942398484,-0.007893744621223941,1.0,1.0,0.02702702702702703,0.005466279610738034,True,True
hybrid_context,subject5,cashflow_stress,S1_S4,SS,money rumination affecting subjective satisfaction and stage stress,1.4070261280179355,1.3966283898454361,-0.010397738172499338,,,,,,,True,1.0,1.0,1.0,0.03812194632974941,0.537774672476237,-0.004704412472883923,-0.0041525781593699795,-0.00045166017313680307,0.005804125947977745,-0.004726580065929298,1.0,1.0,0.02702702702702703,0.006245160013129358,True,True
hybrid_context,subject5,cashflow_stress,S1_S3,SS,money rumination affecting subjective satisfaction and stage stress,1.2961407464273766,1.2857514292845673,-0.010389317142809329,,,,,,,True,1.0,1.0,1.0,0.03812194632974941,0.537774672476237,-0.007282764731228474,-0.0029048886675031582,0.0011610942349733477,0.004822187434034508,-0.009495568518405051,1.0,1.0,0.02702702702702703,0.007484428475306171,True,True
raw_human_context,subject5,cashflow_stress,S1_S4,SS,money rumination affecting subjective satisfaction and stage stress,1.4070261280179355,1.3871853098247682,-0.019840818193167298,,,,,,,True,1.0,1.0,0.9166666666666666,-0.7466922253209711,0.29813969394994067,-0.02606479500047726,-0.018533514003840068,-0.00503537078303129,0.005608079068883609,-0.02988307573355886,0.9722222222222222,0.9166666666666666,0.05405405405405406,0.0013073041893272297,True,False
hybrid_context,subject5,bedtime_arousal,S1_S3,SS,late screen/message arousal changing sleep-stage composition,1.2961407464273766,1.2842903072847054,-0.011850439142671254,,,,,,,True,1.0,1.0,0.9166666666666666,-0.4422427450946844,0.5847315913579327,-0.012880708624787995,-0.011478278422927701,0.00046412311359000924,0.005751709568604935,-0.013611184375208474,0.9722222222222222,0.9166666666666666,0.05405405405405406,0.0003721607197435528,True,False
raw_human_context,subject5,badnight_aftereffect,Q3_S2,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3721355686965524,1.360978349107165,-0.011157219589387424,,,,,,,True,1.0,1.0,0.9166666666666666,-2.744976475055328,0.3587012972131068,-0.015547858746005883,-0.007804197975539551,-0.003358083902053721,0.0021780087499081446,-0.01798661358194731,0.9722222222222222,0.9166666666666666,0.05405405405405406,0.003353021613847873,True,False
raw_human_context,subject5,cashflow_stress,S1_S3,SS,money rumination affecting subjective satisfaction and stage stress,1.2961407464273766,1.2856962707390767,-0.010444475688299981,,,,,,,True,1.0,1.0,0.9166666666666666,-0.7466922253209711,0.29813969394994067,-0.011014304214515203,-0.009233083152723254,-0.004862573156923178,0.005728863745205648,-0.011862925325733853,0.9722222222222222,0.9166666666666666,0.05405405405405406,0.0012113925355767274,True,False
hybrid_context,subject5,cashflow_stress,S1_S2,SS,money rumination affecting subjective satisfaction and stage stress,1.2877414817260255,1.2779775640955429,-0.009763917630482677,,,,,,,True,1.0,1.0,1.0,0.03812194632974941,0.537774672476237,-0.004521638267583616,-0.0008833412123839257,0.002455935566611833,0.006602490598461741,-0.00525994165094712,1.0,1.0,0.02702702702702703,0.008880576418098751,True,False
hybrid_context,dateblock5,cashflow_stress,Q3_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.2942070037298639,1.2848416198997195,-0.009365383830144403,,,,,,,True,1.0,1.0,1.0,0.22441280525726182,0.5780433765723039,-0.0045677678842803385,-0.002562224870179597,-7.291799142428168e-05,0.003130084562598001,-0.005441746083820975,1.0,1.0,0.02702702702702703,0.006803158959964806,True,False
raw_human_context,dateblock5,cashflow_stress,Q1_Q2,QQ,money rumination affecting subjective satisfaction and stage stress,1.3877294767781487,1.3787628199450725,-0.008966656833076181,,,,,,,True,1.0,1.0,1.0,-0.09402842637284214,0.3498518308077296,-0.0003567067715029237,0.0003708386519934992,0.0026604821786171406,0.0053683130683511715,-0.0006819549367085287,1.0,1.0,0.02702702702702703,0.00933749548506968,True,False
raw_human_context,dateblock5,cashflow_stress,Q1_S3,QS,money rumination affecting subjective satisfaction and stage stress,1.2328496986491082,1.2239416595475707,-0.00890803910153748,,,,,,,True,1.0,1.0,1.0,-0.09402842637284214,0.3498518308077296,-0.006864643970984718,-0.003994613842828343,-0.0016510736599111286,0.003698575717820063,-0.006975356509870689,1.0,1.0,0.02702702702702703,0.0049134252587091365,True,False
raw_human_context,dateblock5,routine_fragmentation,Q3_S1,QS,scattered routine changing stage stability and subjective-objective alignment,1.2942070037298639,1.285655871965704,-0.00855113176415978,,,,,,,True,1.0,0.9166666666666666,1.0,-0.2621955951580879,0.3400415050638974,-0.011661581248797914,-0.001295943262771937,0.0010193613586622075,0.003706559345168281,-0.017190203912220925,0.9722222222222222,0.9166666666666666,0.05405405405405406,0.007255188501387844,True,False
hybrid_context,dateblock5,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.169072479760216,1.1610276240642066,-0.008044855696009545,,,,,,,True,1.0,1.0,1.0,0.22441280525726182,0.5780433765723039,-0.006637861597643968,-0.005103275281388653,-0.0010756981832884538,0.003419314751493263,-0.007358514908318625,1.0,1.0,0.02702702702702703,0.0029415804146208924,True,False
raw_human_context,dateblock5,bedtime_arousal,Q2_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.2973504689074455,1.289836348084125,-0.00751412082332048,,,,,,,True,1.0,0.9166666666666666,1.0,0.48046675295919217,0.729084828555957,-0.008799423761445224,-0.0027861258735771277,-7.740392598520884e-05,0.0038232004257456875,-0.011408957723735513,0.9722222222222222,0.9166666666666666,0.05405405405405406,0.004727994949743353,True,False
family_jepa_context,subject5,routine_anchor_recovery,Q2_S2,QS,stable bedtime/home routine restoring stage and quality consistency,1.426829373151059,1.4196896022133028,-0.007139770937756307,,,,,,,True,1.0,1.0,1.0,-1.0456727028328752,0.32797631725849524,-0.005078935424072473,-0.0008601785377573834,0.0035239628117154087,0.009969279562424216,-0.005583360029821183,1.0,1.0,0.02702702702702703,0.006279592399998923,True,False
hybrid_context,dateblock5,home_recovery,S2_S3,SS,home recovery linking physiological calm with sleep-stage consistency,1.1063760357808046,1.0992974084873262,-0.007078627293478412,,,,,,,True,1.0,1.0,1.0,-0.3327346714409123,0.41906845020322875,-0.004913781570401709,-0.002001483375355606,0.0022372928018639104,0.005160102575836212,-0.0064652754517033895,1.0,1.0,0.02702702702702703,0.005077143918122806,True,False
raw_human_context,dateblock5,bedtime_arousal,S1_S4,SS,late screen/message arousal changing sleep-stage composition,1.2339297421551696,1.2269058230766592,-0.00702391907851041,,,,,,,True,0.9166666666666666,1.0,1.0,0.48046675295919217,0.729084828555957,-0.007071343850799772,-0.000315272033038938,0.001251755579495084,0.004618384669082043,-0.01037991251829462,0.9722222222222222,0.9166666666666666,0.05405405405405406,0.006708647045471472,True,False
hybrid_context,dateblock5,home_recovery,Q2_S3,QS,home recovery linking physiological calm with sleep-stage consistency,1.244765816658148,1.2377916862259717,-0.0069741304321762065,,,,,,,True,0.9166666666666666,1.0,1.0,-0.3327346714409123,0.41906845020322875,-0.006904740069210524,-0.005313259491048716,0.00286050883802047,0.005721889600806218,-0.0073058176715972145,0.9722222222222222,0.9166666666666666,0.05405405405405406,0.0016608709411274902,True,False
hybrid_context,dateblock5,social_overload,S1_S3,SS,late social load changing objective-stage and subjective quality translation,1.1405533213439703,1.1336973975261024,-0.006855923817867815,,,,,,,True,1.0,1.0,1.0,0.6306623150984524,0.8048288309994457,-0.0037917936399468276,-0.002343066866200616,0.0004268433519283299,0.004158890395069781,-0.003869773782461783,1.0,1.0,0.02702702702702703,0.004512856951667199,True,False
raw_human_context,subject5,badnight_aftereffect,Q1_Q3,QQ,previous bad night carrying into next-day subjective/objective mismatch,1.4338284609660084,1.41703838807931,-0.016790072886698315,,,,,,,True,1.0,1.0,0.8333333333333334,-2.744976475055328,0.3587012972131068,-0.03595804599100161,-0.019021994093326,-0.0009737673986929263,0.006845167064445934,-0.03604912184139075,0.9444444444444444,0.8333333333333334,0.08108108108108109,-0.002231921206627685,False,False
raw_human_context,subject5,badnight_aftereffect,Q3_S1,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3601353842389057,1.3437080942987092,-0.016427289940196488,,,,,,,True,1.0,1.0,0.5833333333333334,-2.744976475055328,0.3587012972131068,-0.024897906982289532,-0.020408450376322107,-0.008200187178504459,0.0039747902985556305,-0.02669932140228415,0.8611111111111112,0.5833333333333334,0.16216216216216217,-0.003981160436125619,False,False
raw_human_context,subject5,badnight_aftereffect,Q1_S1,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3298264093850816,1.318404024473855,-0.01142238491122649,,,,,,,True,1.0,1.0,0.75,-2.744976475055328,0.3587012972131068,-0.018007031104162474,-0.0145734566134611,-0.0008346648803077006,0.010229484349990714,-0.01969384508373473,0.9166666666666666,0.75,0.10810810810810811,-0.003151071702234609,False,False
