basename,source_path,candidate_id,target_task,feature_set,model,score_variant,action,k,undo_count,add_count,undo_fraction,add_fraction,latent_health_score,min_auc,mean_auc,min_ap_lift,source_transfer_auc,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,matched_placebo_gate,public_lb_if_known,known_public_worse_than_current,public_free_submission_ready,final_decision,null_p90_q20,null_p90_median,null_p90_best,dateblock_p90_dominance,dateblock_null_strict_rate,row_p90_dominance,row_null_strict_rate,subject_p90_dominance,subject_null_strict_rate
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top3_2b344e02.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top3_2b344e02.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,anti_amp,undo_low_preserve,3,3,0,0.25,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,2.4559889200801267e-06,1.5995640864573007e-06,3.272930758764271e-06,0.0,0.00015484009359217898,21,0.0,0.9523809523809523,0.9047619047619048,0.8571428571428571,False,,False,False,below_selector_resolution,3.8070438770773303e-06,4.099306298946452e-06,3.1034609630520285e-06,0.8571428571428571,0.0,1.0,0.0,1.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_smooth_weighted_swap_low_high_top5_f9d32f49.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_smooth_weighted_swap_low_high_top5_f9d32f49.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_smooth_weighted_swap_low_high_top5,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,smooth_weighted,swap_low_high,5,5,5,0.25,0.2,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,below_selector_resolution,False,1.552320618293131e-06,-1.7163725348034608e-06,3.315543988198847e-06,0.29411764705882354,-0.00020433544897816014,21,0.0,0.19047619047619047,0.14285714285714285,0.14285714285714285,False,,False,False,below_selector_resolution,-1.5507978024845277e-06,-4.976944844605169e-07,-3.0684541784460517e-06,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_ctrl_add_low_preserve_top13_93c014b5.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_ctrl_add_low_preserve_top13_93c014b5.csv,e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_ctrl_add_low_preserve_top13,e247_body_vs_clean_neither,cell_geometry,lr_l1_c0p22,raw,ctrl_add_low_preserve,13,0,13,0.0,0.2,1.6357610519041557,0.9974738361602309,0.9977745699506796,0.8163303333571659,0.5,below_selector_resolution,False,5.818261976895801e-08,-5.609144941932659e-06,3.379211228776135e-06,0.35294117647058826,-0.0005936096305741712,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-5.607915983213561e-06,-4.0828462901921106e-06,-7.3673750432064e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_undo_low_preserve_top3_5bc53ca0.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_undo_low_preserve_top3_5bc53ca0.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_undo_low_preserve_top3,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,raw,undo_low_preserve,3,3,0,0.5,0.0,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,2.7544840440282166e-06,1.8980318149710575e-06,3.4122962565420743e-06,0.0,2.2647994091129497e-05,21,0.0,0.47619047619047616,0.47619047619047616,0.42857142857142855,False,,False,False,below_selector_resolution,2.404996732446659e-06,3.2639990288908985e-06,1.1778084176684182e-06,0.42857142857142855,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_3254c88f.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_3254c88f.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,smooth_weighted,undo_low_preserve,3,3,0,0.5,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,2.590563119661056e-06,1.1682690067408787e-06,3.4532880311983395e-06,0.0,0.00010053600616857783,21,0.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,False,,False,False,below_selector_resolution,1.929899972319923e-06,3.91007310418808e-06,9.766582056521478e-07,0.7142857142857143,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_add_high_preserve_top3_3cecc346.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_add_high_preserve_top3_3cecc346.csv,e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_add_high_preserve_top3,e247_common_vs_e284_extra,human_plus_geometry,lr_l1_c0p22,raw,add_high_preserve,3,0,3,0.0,0.35,1.5579172932330827,1.0,1.0,0.631578947368421,0.5,below_selector_resolution,False,1.1606285587038598e-06,-3.094114850325318e-06,3.5360634469258723e-06,0.29411764705882354,-0.000540912972066071,21,0.0,0.14285714285714285,0.14285714285714285,0.0,False,,False,False,below_selector_resolution,-2.786246102563949e-06,-2.1164506700213143e-06,-3.4081918775201954e-06,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top8_67afbe79.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top8_67afbe79.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top8,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,smooth_weighted,undo_low_preserve,8,8,0,0.25,0.0,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,2.8981076179195036e-06,1.9737378480721582e-06,3.5634149993941722e-06,0.0,0.00012451868923038512,21,0.0,0.38095238095238093,0.38095238095238093,0.2857142857142857,False,,False,False,below_selector_resolution,2.158673211189962e-06,2.793112429957816e-06,1.9864424809107032e-06,0.2857142857142857,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top5_f363b698.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top5_f363b698.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top5,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,raw,undo_low_preserve,5,5,0,0.5,0.0,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,2.3108113673925174e-06,1.242386884530068e-06,3.5692814874342346e-06,0.029411764705882353,9.451410803662519e-06,21,0.0,0.38095238095238093,0.42857142857142855,0.0,False,,False,False,below_selector_resolution,2.5185412541269538e-06,3.2421667479666584e-06,1.8170462882332982e-06,0.0,0.0,0.7142857142857143,0.0,0.42857142857142855,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_add_high_preserve_top13_63f97182.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_add_high_preserve_top13_63f97182.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_add_high_preserve_top13,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,raw,add_high_preserve,13,0,13,0.0,0.2,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,below_selector_resolution,False,5.046028068945964e-07,-4.750849437747247e-06,3.569877307504498e-06,0.35294117647058826,-0.00024150901619163223,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-3.893911543700782e-06,-3.0470629334735305e-06,-4.4971900454818035e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_undo_low_preserve_top13_5d21294d.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_undo_low_preserve_top13_5d21294d.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_undo_low_preserve_top13,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,raw,undo_low_preserve,13,13,0,0.25,0.0,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,2.1687166390855105e-06,9.361118466069533e-07,3.599118144225749e-06,0.058823529411764705,0.00017908262682381215,21,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,False,,False,False,below_selector_resolution,1.9768439058304546e-06,2.9327195970651476e-06,1.8031932230369044e-06,0.2857142857142857,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_swap_low_high_top13_a2ee2ea0.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_swap_low_high_top13_a2ee2ea0.csv,e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_swap_low_high_top13,e247_common_vs_e284_extra,human_plus_geometry,lr_l1_c0p22,anti_amp,swap_low_high,13,13,13,0.25,0.2,1.5579172932330827,1.0,1.0,0.631578947368421,0.5,below_selector_resolution,False,2.0364340190244275e-06,-1.3155996099685755e-06,3.7845190036268954e-06,0.23529411764705882,-8.97024429743487e-05,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-1.5941103043365791e-06,-1.166921359232523e-06,-2.3770415336960125e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_undo_low_preserve_top13_8601de8a.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_undo_low_preserve_top13_8601de8a.csv,e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_undo_low_preserve_top13,e247_body_vs_clean_neither,cell_geometry,lr_l1_c0p22,raw,undo_low_preserve,13,13,0,0.5,0.0,1.6357610519041557,0.9974738361602309,0.9977745699506796,0.8163303333571659,0.5,too_small_to_submit,False,-2.473822751840654e-06,-5.9691930443674125e-06,3.8005924434432412e-06,0.7058823529411765,0.0004022354075387258,21,0.0,0.5714285714285714,0.8095238095238095,0.2857142857142857,False,,False,False,too_small_to_submit,2.3264438969194097e-06,4.380939463948416e-06,8.969560591092423e-07,0.7142857142857143,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_undo_low_preserve_top8_e8223700.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_undo_low_preserve_top8_e8223700.csv,e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_undo_low_preserve_top8,e247_body_vs_clean_neither,cell_geometry,lr_l1_c0p22,raw,undo_low_preserve,8,8,0,0.25,0.0,1.6357610519041557,0.9974738361602309,0.9977745699506796,0.8163303333571659,0.5,below_selector_resolution,False,2.4154387728636964e-06,1.1628728824819416e-06,3.80383922225064e-06,0.029411764705882353,0.00017436127591033412,21,0.0,0.5238095238095238,0.47619047619047616,0.14285714285714285,False,,False,False,below_selector_resolution,3.5389666014111983e-06,3.833820164085295e-06,3.1708573258434797e-06,0.14285714285714285,0.0,1.0,0.0,0.42857142857142855,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_undo_low_preserve_top3_e602638e.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_undo_low_preserve_top3_e602638e.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_undo_low_preserve_top3,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,anti_amp,undo_low_preserve,3,3,0,0.25,0.0,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,1.9764829987029175e-07,-1.9294401812049024e-06,3.834515315139158e-06,0.5588235294117647,0.00042119101881044063,21,0.0,0.6190476190476191,0.8095238095238095,0.5714285714285714,False,,False,False,below_selector_resolution,3.6128917382481947e-06,3.8958005423700345e-06,2.5099349563509267e-06,0.7142857142857143,0.0,0.5714285714285714,0.0,0.5714285714285714,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_3533b941.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_3533b941.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_ctrl_add_low_preserve_top5,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,raw,ctrl_add_low_preserve,5,0,5,0.0,0.2,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,1.661090213498076e-06,-2.46752363648991e-06,3.961795422896747e-06,0.29411764705882354,-0.0007235415760188657,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,below_selector_resolution,-2.766233454436063e-06,-2.1649568430951026e-06,-3.779307018455657e-06,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_ctrl_add_low_preserve_top8_5b8ebb4e.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_ctrl_add_low_preserve_top8_5b8ebb4e.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_ctrl_add_low_preserve_top8,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,raw,ctrl_add_low_preserve,8,0,8,0.0,0.2,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,1.7297778398792282e-06,-2.317077572898513e-06,3.977594365298224e-06,0.29411764705882354,-0.0002000348735823887,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-2.2801668745102295e-06,-1.8373342014712606e-06,-2.7681089169848456e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_add_high_preserve_top5_1c26d912.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_add_high_preserve_top5_1c26d912.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_add_high_preserve_top5,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,anti_amp,add_high_preserve,5,0,5,0.0,0.35,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,1.8978895595710713e-06,-2.009862635776697e-06,3.991638646230202e-06,0.2647058823529412,-8.606272189221054e-05,21,0.0,0.14285714285714285,0.09523809523809523,0.0,False,,False,False,below_selector_resolution,-1.232587577901731e-06,-6.141807201754091e-07,-1.931349287650005e-06,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top13_07a6c72c.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top13_07a6c72c.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top13,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,raw,add_high_preserve,13,0,13,0.0,0.35,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,-2.098231501127103e-06,-1.2262047056674845e-05,3.991851491692249e-06,0.47058823529411764,-0.0011369718139834228,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-1.0683394735581138e-05,-9.029078622380539e-06,-1.230787370844679e-05,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_ctrl_add_low_preserve_top3_a14669b6.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_ctrl_add_low_preserve_top3_a14669b6.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_raw_ctrl_add_low_preserve_top3,e247_only_vs_e256_only,human_social,lr_l1_c0p22,raw,ctrl_add_low_preserve,3,0,3,0.0,0.2,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,1.2083447188024688e-06,-3.7458826509579493e-06,3.999829973509911e-06,0.29411764705882354,-0.0005505637377768435,21,0.0,0.14285714285714285,0.14285714285714285,0.0,False,,False,False,below_selector_resolution,-3.1328402228875587e-06,-2.453753625797098e-06,-4.022965179528152e-06,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top13_08fd46dd.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top13_08fd46dd.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top13,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,undo_low_preserve,13,13,0,0.25,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,1.805231792414923e-06,3.4537323514157527e-07,4.012971426618164e-06,0.08823529411764706,0.0002978495715703078,21,0.0,0.5238095238095238,0.6190476190476191,0.14285714285714285,False,,False,False,below_selector_resolution,3.3297678278290756e-06,4.040078865517229e-06,3.1174146705320096e-06,0.5714285714285714,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3_eca866ef.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3_eca866ef.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,undo_low_preserve,3,3,0,0.25,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,3.1632700603336743e-06,2.0870906256409465e-06,4.031904205598807e-06,0.0,0.00012051199262125278,21,0.0,0.47619047619047616,0.47619047619047616,0.2857142857142857,False,,False,False,below_selector_resolution,2.761173361081373e-06,4.018937044325543e-06,2.233871156064199e-06,0.2857142857142857,0.0,0.7142857142857143,0.0,0.42857142857142855,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top8_b7992838.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top8_b7992838.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top8,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,anti_amp,ctrl_add_low_preserve,8,0,8,0.0,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,-1.1583572319396502e-06,-1.0000054916193421e-05,4.034265980582844e-06,0.4411764705882353,-0.0012983481033864708,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-7.404679412254308e-06,-5.6734032891216815e-06,-1.0174583774976059e-05,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top3_42c4f205.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top3_42c4f205.csv,e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top3,e247_common_vs_e284_extra,human_plus_geometry,lr_l1_c0p22,anti_amp,add_high_preserve,3,0,3,0.0,0.2,1.5579172932330827,1.0,1.0,0.631578947368421,0.5,below_selector_resolution,False,2.847184738435761e-06,6.22263944923467e-07,4.151846773468989e-06,0.058823529411764705,-5.2238510495905555e-06,21,0.0,0.14285714285714285,0.14285714285714285,0.0,False,,False,False,below_selector_resolution,1.0625233039756068e-06,2.2973636994964887e-06,8.857722175697961e-07,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top3_74b24159.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top3_74b24159.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top3,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,anti_amp,swap_low_high,3,3,3,0.25,0.2,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,2.7839903314754562e-06,1.5682963020980913e-06,4.166783140570131e-06,0.029411764705882353,0.00021312798698785995,21,0.0,0.6190476190476191,0.3333333333333333,0.2857142857142857,False,,False,False,below_selector_resolution,3.8454366238692574e-06,4.202053928646834e-06,2.6399566879394627e-06,0.8571428571428571,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top3_88b70a26.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top3_88b70a26.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,anti_amp,add_high_preserve,3,0,3,0.0,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,2.586342031589402e-06,-1.3645116431736093e-07,4.180027857545514e-06,0.11764705882352941,-0.00020806303182258068,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-1.461484805133727e-07,1.1501589340477844e-07,-2.9525656804765206e-07,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top13_bc713f49.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top13_bc713f49.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_swap_low_high_top13,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,anti_amp,swap_low_high,13,13,13,0.25,0.2,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,below_selector_resolution,False,2.864525672483908e-06,5.561329606514059e-07,4.209995383111062e-06,0.058823529411764705,0.00020500570819032005,21,0.0,0.19047619047619047,0.14285714285714285,0.0,False,,False,False,below_selector_resolution,-4.7501102534643137e-07,6.427152563577664e-07,-1.5771337254314552e-06,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top8_fac4c25f.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top8_fac4c25f.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top8,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,raw,undo_low_preserve,8,8,0,0.25,0.0,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,below_selector_resolution,False,3.301469050059276e-06,2.0422240687929132e-06,4.2253232543454055e-06,0.0,-9.67878091950869e-07,21,0.0,0.3333333333333333,0.19047619047619047,0.2857142857142857,False,,False,False,below_selector_resolution,1.5692572194372463e-06,2.178170893347279e-06,8.423035675794814e-07,0.2857142857142857,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13_cbd38c9c.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13_cbd38c9c.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,anti_amp,ctrl_add_low_preserve,13,0,13,0.0,0.2,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,too_small_to_submit,False,-2.8354733795224155e-06,-1.467247339900325e-05,4.319008113956081e-06,0.5588235294117647,-0.001496317783908907,21,0.0,0.0,0.0,0.0,False,,False,False,too_small_to_submit,-1.3224980346033023e-05,-1.0810831061932496e-05,-1.4161582196596292e-05,0.0,0.0,0.0,0.0,0.0,0.0
