pair_group,new,base,sub_idx,target,target_idx,delta_y1,delta_y0,swing,support_label,support_delta,adverse_delta,p_y1_focus_mean,p_y1_subject,p_y1_nearest_hard085,swing_rank
known_transition,raw05,a2c8,249,Q3,2,1.2753866538662428e-05,-1.1816399263255204e-05,2.457026580191763e-05,0,-1.1816399263255204e-05,1.2753866538662428e-05,0.4621212121212121,0.6363636363636364,0.15,13
known_transition,raw05,a2c8,22,S2,4,-9.050536297166837e-06,1.4977655434002519e-05,2.4028191731169354e-05,1,-9.050536297166837e-06,1.4977655434002519e-05,0.6511111111111111,0.6511111111111111,0.6511111111111111,14
known_transition,raw05,a2c8,13,Q3,2,-9.133514792518481e-06,1.4869754260126378e-05,2.400326905264486e-05,1,-9.133514792518481e-06,1.4869754260126378e-05,0.6784552845528454,0.5853658536585366,0.85,15
known_transition,raw05,a2c8,209,Q3,2,1.4406527368011877e-05,-9.570261729827857e-06,2.3976789097839733e-05,0,-9.570261729827857e-06,1.4406527368011877e-05,0.3963414634146341,0.4390243902439024,0.15,16
known_transition,raw05,a2c8,191,Q3,2,1.778201436246464e-05,-6.194601550696209e-06,2.397661591316085e-05,0,-6.194601550696209e-06,1.778201436246464e-05,0.6,0.6,0.6,17
known_transition,raw05,a2c8,171,Q3,2,-1.0375266223699839e-05,1.3123278702676393e-05,2.349854492637623e-05,1,-1.0375266223699839e-05,1.3123278702676393e-05,0.6534013605442177,0.5102040816326531,0.85,18
known_transition,raw05,a2c8,153,Q3,2,-7.608083097719907e-06,1.5427865392276936e-05,2.3035948489996843e-05,1,-7.608083097719907e-06,1.5427865392276936e-05,0.6,0.6,0.6,19
known_transition,raw05,a2c8,234,Q3,2,-6.930823505549728e-06,1.5087545642158417e-05,2.2018369147708144e-05,1,-6.930823505549728e-06,1.5087545642158417e-05,0.6,0.6,0.6,20
known_transition,e95,mixmin,133,S3,5,2.5388935181796285e-06,-4.39378816931159e-05,4.647677521129553e-05,0,-4.39378816931159e-05,2.5388935181796285e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,1
known_transition,e95,mixmin,145,S3,5,1.926931130181648e-06,-4.314725575360231e-05,4.5074186883783956e-05,0,-4.314725575360231e-05,1.926931130181648e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,2
known_transition,e95,mixmin,141,S3,5,1.8410775338003735e-06,-4.238391254284427e-05,4.422499007664465e-05,0,-4.238391254284427e-05,1.8410775338003735e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,3
known_transition,e95,mixmin,39,S3,5,4.013350346524907e-06,-3.9142161561384977e-05,4.315551190790988e-05,0,-3.9142161561384977e-05,4.013350346524907e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,4
known_transition,e95,mixmin,215,S3,5,1.1989526071802338e-05,-3.026435311082449e-05,4.2253879182626824e-05,0,-3.026435311082449e-05,1.1989526071802338e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,5
known_transition,e95,mixmin,146,S3,5,1.9098479073198783e-06,-4.033580190553719e-05,4.224564981285707e-05,0,-4.033580190553719e-05,1.9098479073198783e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,6
known_transition,e95,mixmin,235,S3,5,2.227540342782535e-05,-1.97920764697249e-05,4.206747989755025e-05,0,-1.97920764697249e-05,2.227540342782535e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,7
known_transition,e95,mixmin,120,S3,5,-3.5775184419575974e-05,4.960049061187902e-06,4.073523348076388e-05,1,-3.5775184419575974e-05,4.960049061187902e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,8
known_transition,e95,mixmin,241,S3,5,-2.0497020018920888e-05,1.8872332442834466e-05,3.9369352461755354e-05,1,-2.0497020018920888e-05,1.8872332442834466e-05,0.43235690235690233,0.4848484848484848,0.15,9
known_transition,e95,mixmin,8,S3,5,5.230211608630448e-06,-3.212831443058534e-05,3.735852603921579e-05,0,-3.212831443058534e-05,5.230211608630448e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,10
known_transition,e95,mixmin,57,S3,5,3.550438693287258e-06,-3.299154978143548e-05,3.654198847472274e-05,0,-3.299154978143548e-05,3.550438693287258e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,11
known_transition,e95,mixmin,12,S3,5,4.74886714735385e-06,-3.168973323411858e-05,3.643860038147243e-05,0,-3.168973323411858e-05,4.74886714735385e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,12
known_transition,e95,mixmin,129,S3,5,2.1473018833091386e-06,-3.3357938412936705e-05,3.5505240296245846e-05,0,-3.3357938412936705e-05,2.1473018833091386e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,13
known_transition,e95,mixmin,86,S3,5,-1.7457620715784445e-05,1.77866815218891e-05,3.5244302237673545e-05,1,-1.7457620715784445e-05,1.77866815218891e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,14
known_transition,e95,mixmin,144,S3,5,2.150179969068768e-06,-3.237954902111463e-05,3.45297289901834e-05,0,-3.237954902111463e-05,2.150179969068768e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,15
known_transition,e95,mixmin,180,S3,5,6.978504513354546e-06,-2.714681681753588e-05,3.4125321330890427e-05,0,-2.714681681753588e-05,6.978504513354546e-06,0.7693801965230537,0.7959183673469388,0.85,16
known_transition,e95,mixmin,25,S3,5,-6.2304102189401076e-06,2.7326309015851918e-05,3.3556719234792026e-05,1,-6.2304102189401076e-06,2.7326309015851918e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,17
known_transition,e95,mixmin,115,S3,5,-2.908332547200132e-05,3.4060434344312066e-06,3.248936890643252e-05,1,-2.908332547200132e-05,3.4060434344312066e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,18
known_transition,e95,mixmin,47,S3,5,2.9430770475092825e-06,-2.8858613662310668e-05,3.180169070981995e-05,0,-2.8858613662310668e-05,2.9430770475092825e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,19
known_transition,e95,mixmin,22,S3,5,-6.072620869511246e-06,2.534094461582827e-05,3.1413565485339516e-05,1,-6.072620869511246e-06,2.534094461582827e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,20
known_transition,e101,e95,133,S3,5,-6.531337937290113e-07,1.0966060009094392e-05,1.1619193802823402e-05,1,-6.531337937290113e-07,1.0966060009094392e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,1
known_transition,e101,e95,145,S3,5,-4.954539275849839e-07,1.0773092793362693e-05,1.1268546720947678e-05,1,-4.954539275849839e-07,1.0773092793362693e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,2
known_transition,e101,e95,141,S3,5,-4.7314603558418607e-07,1.0583101483575775e-05,1.105624751915996e-05,1,-4.7314603558418607e-07,1.0583101483575775e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,3
known_transition,e101,e95,39,S3,5,-1.0292402125342707e-06,9.759637764443139e-06,1.078887797697741e-05,1,-1.0292402125342707e-06,9.759637764443139e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,4
known_transition,e101,e95,215,S3,5,-3.057066704212495e-06,7.506403091444014e-06,1.056346979565651e-05,1,-3.057066704212495e-06,7.506403091444014e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,5
known_transition,e101,e95,146,S3,5,-4.901703388005115e-07,1.0071242114413793e-05,1.0561412453214304e-05,1,-4.901703388005115e-07,1.0071242114413793e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,6
known_transition,e101,e95,235,S3,5,-5.6411508550001495e-06,4.875719119387207e-06,1.0516869974387356e-05,1,-5.6411508550001495e-06,4.875719119387207e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,7
known_transition,e101,e95,120,S3,5,8.914555092846855e-06,-1.2692532773441259e-06,1.0183808370190982e-05,0,-1.2692532773441259e-06,8.914555092846855e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,8
known_transition,e101,e95,241,S3,5,5.060780157134483e-06,-4.781557958304499e-06,9.842338115438983e-06,0,-4.781557958304499e-06,5.060780157134483e-06,0.43235690235690233,0.4848484848484848,0.15,9
known_transition,e101,e95,8,S3,5,-1.3352280577200487e-06,8.00440345208399e-06,9.33963150980404e-06,1,-1.3352280577200487e-06,8.00440345208399e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,10
known_transition,e101,e95,57,S3,5,-9.069083948652832e-07,8.228588723815378e-06,9.13549711868066e-06,1,-9.069083948652832e-07,8.228588723815378e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,11
known_transition,e101,e95,12,S3,5,-1.2120021528482715e-06,7.897647942519777e-06,9.109650095368048e-06,1,-1.2120021528482715e-06,7.897647942519777e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,12
known_transition,e101,e95,129,S3,5,-5.486299981193559e-07,8.327680075941503e-06,8.876310074060858e-06,1,-5.486299981193559e-07,8.327680075941503e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,13
known_transition,e101,e95,86,S3,5,4.3134665847842485e-06,-4.497608974634153e-06,8.811075559418401e-06,0,-4.497608974634153e-06,4.3134665847842485e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,14
known_transition,e101,e95,144,S3,5,-5.490170527110745e-07,8.083415194834385e-06,8.63243224754546e-06,1,-5.490170527110745e-07,8.083415194834385e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,15
known_transition,e101,e95,180,S3,5,-1.7757966804236501e-06,6.755533652298925e-06,8.531330332722574e-06,1,-1.7757966804236501e-06,6.755533652298925e-06,0.7693801965230537,0.7959183673469388,0.85,16
known_transition,e101,e95,25,S3,5,1.5297575207252294e-06,-6.859422287972602e-06,8.389179808697832e-06,0,-6.859422287972602e-06,1.5297575207252294e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,17
known_transition,e101,e95,115,S3,5,7.254519405963223e-06,-8.678228206454189e-07,8.122342226608642e-06,0,-8.678228206454189e-07,7.254519405963223e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,18
known_transition,e101,e95,47,S3,5,-7.497556252487365e-07,7.200667052206963e-06,7.950422677455699e-06,1,-7.497556252487365e-07,7.200667052206963e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,19
known_transition,e101,e95,22,S3,5,1.4929803114347915e-06,-6.360411059900071e-06,7.853391371334864e-06,0,-6.360411059900071e-06,1.4929803114347915e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,20
known_transition,e101,mixmin,133,S3,5,1.8857597244506173e-06,-3.297182168402151e-05,3.485758140847213e-05,0,-3.297182168402151e-05,1.8857597244506173e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,1
known_transition,e101,mixmin,145,S3,5,1.431477202596664e-06,-3.237416296023962e-05,3.380564016283629e-05,0,-3.237416296023962e-05,1.431477202596664e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,2
known_transition,e101,mixmin,141,S3,5,1.3679314982161873e-06,-3.1800811059268493e-05,3.316874255748468e-05,0,-3.1800811059268493e-05,1.3679314982161873e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,3
known_transition,e101,mixmin,39,S3,5,2.984110133990636e-06,-2.938252379694184e-05,3.2366633930932475e-05,0,-2.938252379694184e-05,2.984110133990636e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,4
known_transition,e101,mixmin,215,S3,5,8.932459367589843e-06,-2.2757950019380478e-05,3.169040938697032e-05,0,-2.2757950019380478e-05,8.932459367589843e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,5
known_transition,e101,mixmin,146,S3,5,1.4196775685193666e-06,-3.02645597911234e-05,3.168423735964277e-05,0,-3.02645597911234e-05,1.4196775685193666e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,6
known_transition,e101,mixmin,235,S3,5,1.66342525728252e-05,-1.4916357350337695e-05,3.155060992316289e-05,0,-1.4916357350337695e-05,1.66342525728252e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,7
known_transition,e101,mixmin,120,S3,5,-2.686062932672912e-05,3.6907957838437765e-06,3.0551425110572896e-05,1,-2.686062932672912e-05,3.6907957838437765e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,8
known_transition,e101,mixmin,241,S3,5,-1.5436239861786408e-05,1.4090774484529967e-05,2.9527014346316375e-05,1,-1.5436239861786408e-05,1.4090774484529967e-05,0.43235690235690233,0.4848484848484848,0.15,9
known_transition,e101,mixmin,8,S3,5,3.894983550910399e-06,-2.4123910978501353e-05,2.8018894529411754e-05,0,-2.4123910978501353e-05,3.894983550910399e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,10
known_transition,e101,mixmin,57,S3,5,2.6435302984219746e-06,-2.4762961057620104e-05,2.7406491356042078e-05,0,-2.4762961057620104e-05,2.6435302984219746e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,11
known_transition,e101,mixmin,12,S3,5,3.5368649945055777e-06,-2.3792085291598805e-05,2.7328950286104384e-05,0,-2.3792085291598805e-05,3.5368649945055777e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,12
known_transition,e101,mixmin,129,S3,5,1.5986718851897824e-06,-2.5030258336995204e-05,2.6628930222184986e-05,0,-2.5030258336995204e-05,1.5986718851897824e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,13
known_transition,e101,mixmin,86,S3,5,-1.3144154131000197e-05,1.3289072547254944e-05,2.643322667825514e-05,1,-1.3144154131000197e-05,1.3289072547254944e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,14
known_transition,e101,mixmin,144,S3,5,1.6011629163576933e-06,-2.4296133826280247e-05,2.589729674263794e-05,0,-2.4296133826280247e-05,1.6011629163576933e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,15
known_transition,e101,mixmin,180,S3,5,5.202707832930896e-06,-2.0391283165236957e-05,2.5593990998167852e-05,0,-2.0391283165236957e-05,5.202707832930896e-06,0.7693801965230537,0.7959183673469388,0.85,16
known_transition,e101,mixmin,25,S3,5,-4.700652698214879e-06,2.0466886727879315e-05,2.5167539426094194e-05,1,-4.700652698214879e-06,2.0466886727879315e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,17
known_transition,e101,mixmin,115,S3,5,-2.1828806066038097e-05,2.5382206137857876e-06,2.4367026679823883e-05,1,-2.1828806066038097e-05,2.5382206137857876e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,18
known_transition,e101,mixmin,47,S3,5,2.193321422260546e-06,-2.1657946610103704e-05,2.385126803236425e-05,0,-2.1657946610103704e-05,2.193321422260546e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,19
known_transition,e101,mixmin,22,S3,5,-4.579640558076454e-06,1.8980533555928197e-05,2.3560174114004652e-05,1,-4.579640558076454e-06,1.8980533555928197e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,20
known_transition,e72,mixmin,39,S3,5,2.6449198930363745e-06,-2.6125421378902963e-05,2.877034127193934e-05,0,-2.6125421378902963e-05,2.6449198930363745e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,1
known_transition,e72,mixmin,133,S3,5,1.5430292531124926e-06,-2.712698147963799e-05,2.8670010732750485e-05,0,-2.712698147963799e-05,1.5430292531124926e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,2
known_transition,e72,mixmin,215,S3,5,7.922341809902493e-06,-2.0246910978515434e-05,2.8169252788417925e-05,0,-2.0246910978515434e-05,7.922341809902493e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,3
known_transition,e72,mixmin,235,S3,5,1.4764569052621532e-05,-1.3280417545745302e-05,2.8044986598366834e-05,0,-1.3280417545745302e-05,1.4764569052621532e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,4
known_transition,e72,mixmin,145,S3,5,1.1714211171373652e-06,-2.6633378502738836e-05,2.7804799619876203e-05,0,-2.6633378502738836e-05,1.1714211171373652e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,5
known_transition,e72,mixmin,141,S3,5,1.1195210416330345e-06,-2.6161436692394853e-05,2.7280957734027887e-05,0,-2.6161436692394853e-05,1.1195210416330345e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,6
known_transition,e72,mixmin,120,S3,5,-2.3884727099367555e-05,3.2720952211424365e-06,2.715682232050999e-05,1,-2.3884727099367555e-05,3.2720952211424365e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,7
known_transition,e72,mixmin,241,S3,5,-1.3739904035526352e-05,1.2506330938977176e-05,2.6246234974503528e-05,1,-1.3739904035526352e-05,1.2506330938977176e-05,0.43235690235690233,0.4848484848484848,0.15,8
known_transition,e72,mixmin,146,S3,5,1.1621520724829994e-06,-2.489781504099144e-05,2.605996711347444e-05,0,-2.489781504099144e-05,1.1621520724829994e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,9
known_transition,e72,mixmin,8,S3,5,3.4540503860520653e-06,-2.1451633640091523e-05,2.4905684026143588e-05,0,-2.1451633640091523e-05,3.4540503860520653e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,10
known_transition,e72,mixmin,57,S3,5,2.3441192913069723e-06,-2.2017206358507887e-05,2.436132564981486e-05,0,-2.2017206358507887e-05,2.3441192913069723e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,11
known_transition,e72,mixmin,12,S3,5,3.136574612244893e-06,-2.1155825642069765e-05,2.4292400254314657e-05,0,-2.1155825642069765e-05,3.136574612244893e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,12
known_transition,e72,mixmin,86,S3,5,-1.1698786775595009e-05,1.179741471618748e-05,2.3496201491782487e-05,1,-1.1698786775595009e-05,1.179741471618748e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,13
known_transition,e72,mixmin,242,Q2,1,-1.4899607968966626e-05,8.481232064320958e-06,2.3380840033287583e-05,1,-1.4899607968966626e-05,8.481232064320958e-06,0.5622222222222222,0.5622222222222222,0.5622222222222222,14
known_transition,e72,mixmin,180,S3,5,4.6154295868532056e-06,-1.8134784633740328e-05,2.2750214220593532e-05,0,-1.8134784633740328e-05,4.6154295868532056e-06,0.7693801965230537,0.7959183673469388,0.85,15
known_transition,e72,mixmin,25,S3,5,-4.186642250454128e-06,1.8184503906074085e-05,2.237114615652821e-05,1,-4.186642250454128e-06,1.8184503906074085e-05,0.6622222222222223,0.6622222222222223,0.6622222222222223,16
known_transition,e72,mixmin,129,S3,5,1.3097572382366672e-06,-2.0592270510772235e-05,2.1902027749008903e-05,0,-2.0592270510772235e-05,1.3097572382366672e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,17
known_transition,e72,mixmin,115,S3,5,-1.940819222442463e-05,2.2513870465308758e-06,2.1659579270955504e-05,1,-1.940819222442463e-05,2.2513870465308758e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,18
known_transition,e72,mixmin,173,Q2,1,-1.3381049308040437e-05,7.993456675182317e-06,2.1374505983222754e-05,1,-1.3381049308040437e-05,7.993456675182317e-06,0.5622222222222222,0.5622222222222222,0.5622222222222222,19
known_transition,e72,mixmin,144,S3,5,1.311949589456526e-06,-1.9988316968341533e-05,2.130026655779806e-05,0,-1.9988316968341533e-05,1.311949589456526e-06,0.6622222222222223,0.6622222222222223,0.6622222222222223,20
known_transition,e72,e95,191,S2,4,9.12657792134665e-06,-1.4304312063974819e-05,2.3430889985321467e-05,0,-1.4304312063974819e-05,9.12657792134665e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,1
known_transition,e72,e95,242,Q2,1,-1.4899607968966626e-05,8.481232064320958e-06,2.3380840033287583e-05,1,-1.4899607968966626e-05,8.481232064320958e-06,0.5622222222222222,0.5622222222222222,0.5622222222222222,2
known_transition,e72,e95,239,S2,4,-1.5322402876733652e-05,7.784130870385526e-06,2.310653374711918e-05,1,-1.5322402876733652e-05,7.784130870385526e-06,0.38824915824915823,0.3636363636363636,0.15,3
known_transition,e72,e95,139,S1,3,1.1235015406593971e-06,-2.1899792550945206e-05,2.3023294091604605e-05,0,-2.1899792550945206e-05,1.1235015406593971e-06,0.6822222222222222,0.6822222222222222,0.6822222222222222,4
known_transition,e72,e95,141,S2,4,1.357525254258204e-06,-2.163756286812354e-05,2.2995088122381743e-05,0,-2.163756286812354e-05,1.357525254258204e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,5
known_transition,e72,e95,143,S2,4,1.220083823237358e-06,-2.1696356524639272e-05,2.291644034787663e-05,0,-2.1696356524639272e-05,1.220083823237358e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,6
