cell_id,sub_idx,target,target_idx,component,p_from,p_to,p_e95,p_e144,p_e154,delta_prob_segment,delta_prob_e154_minus_e95,delta_prob_e144_minus_e95,delta_prob_e154_minus_e144,delta_y1,delta_y0,support_label,support_y_for_e154,support_y_for_e144,support_delta,adverse_delta,flip_benefit,segment_better_if_y1,segment_better_if_y0,moves_prob_up,moves_prob_down,is_inherited_e144_cell,is_e154_extra_cell,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days,edge_like,flip_rank,segment_id,unique_cell_idx,unique_cell_count,global_prior_y1,subject_prior_y1,subject_train_count,prev_y,next_y,has_prev_label,has_next_label,both_flanks,prev_only,next_only,flank_conflict,flank_agree,min_flank_gap_days,p_y1_global,support_probability_global,expected_delta_global,p_y1_subject,support_probability_subject,expected_delta_subject,p_y1_prev_beta,support_probability_prev_beta,expected_delta_prev_beta,p_y1_next_beta,support_probability_next_beta,expected_delta_next_beta,p_y1_nearest_beta,support_probability_nearest_beta,expected_delta_nearest_beta,p_y1_both_equal_beta,support_probability_both_equal_beta,expected_delta_both_equal_beta,p_y1_both_distance_beta,support_probability_both_distance_beta,expected_delta_both_distance_beta,p_y1_edge_endpoint_beta,support_probability_edge_endpoint_beta,expected_delta_edge_endpoint_beta,p_y1_nearest_hard085,support_probability_nearest_hard085,expected_delta_nearest_hard085,p_y1_conflict_flat,support_probability_conflict_flat,expected_delta_conflict_flat,hard_support_global,hard_support_subject,hard_support_prev_beta,hard_support_next_beta,hard_support_nearest_beta,hard_support_both_equal_beta,hard_support_both_distance_beta,hard_support_edge_endpoint_beta,hard_support_nearest_hard085,hard_support_conflict_flat
55:S3,55,S3,5,e154_adjustment_on_e144_body,0.8794867106012962,0.8795052708547466,0.8798043182888317,0.8794867106012962,0.8795052708547466,1.85602534503726e-05,-0.0002990474340850424,-0.000317607687535415,1.85602534503726e-05,-2.1103283751988666e-05,0.00015402187528179567,1,1,1,-2.1103283751988666e-05,0.00015402187528179567,0.00017512515903378434,True,False,True,False,True,False,id02_b4,id02,2024-10-12,2024-10-13,144,76,0.9620253164556962,5,1,16,11-16,12,0.8,3,interior,2024-09-28,2024-10-15,after_train_run,True,False,13.0,,15.0,,False,460,136,235,294,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,15.0,0.6622222222222223,0.6622222222222223,3.8050103299422926e-05,0.8958333333333334,0.8958333333333334,-2.861079685969471e-06,0.8991935483870968,0.8991935483870968,-3.4495378816475e-06,0.8958333333333334,0.8958333333333334,-2.861079685969471e-06,0.9305555555555557,0.9305555555555557,-8.941814374642555e-06,0.9305555555555557,0.9305555555555557,-8.941814374642555e-06,0.8991935483870968,0.8991935483870968,-3.4495378816475e-06,0.9305555555555557,0.9305555555555557,-8.941814374642555e-06,0.85,0.85,5.165490103078986e-06,0.8991935483870968,0.8991935483870968,-3.4495378816475e-06,True,True,True,True,True,True,True,True,True,True
56:Q3,56,Q3,2,inherited_e144_body,0.7292326368932891,0.7252655333735193,0.7292326368932891,0.7252655333735193,0.7250583631792729,-0.00396710351976981,-0.004174273714016241,-0.00396710351976981,-0.00020717019424643102,0.005454958195402426,-0.014545041804597147,0,0,0,-0.014545041804597147,0.005454958195402426,0.019999999999999574,False,True,False,True,True,False,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,14.0,,16.0,,False,135,137,236,294,0.6,0.7291666666666666,48,1.0,,True,False,False,True,False,False,False,16.0,0.6,0.4,-0.0025450418045974035,0.7291666666666666,0.27083333333333337,3.829152873587385e-05,0.7373737373737373,0.26262626262626265,0.00020243294287728515,0.7291666666666666,0.27083333333333337,3.829152873587385e-05,0.8194444444444443,0.1805555555555557,0.0018438470842913894,0.8194444444444443,0.1805555555555557,0.0018438470842913894,0.7373737373737373,0.26262626262626265,0.00020243294287728515,0.8194444444444443,0.1805555555555557,0.0018438470842913894,0.85,0.15000000000000002,0.0024549581954024895,0.7373737373737373,0.26262626262626265,0.00020243294287728515,False,False,False,False,False,False,False,False,False,False
56:Q3,56,Q3,2,e154_adjustment_on_e144_body,0.7252655333735193,0.7250583631792729,0.7292326368932891,0.7252655333735193,0.7250583631792729,-0.00020717019424643102,-0.004174273714016241,-0.00396710351976981,-0.00020717019424643102,0.0002856881778586229,-0.0007537901056884344,0,0,0,-0.0007537901056884344,0.0002856881778586229,0.0010394782835470573,False,True,False,True,True,False,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,14.0,,16.0,,False,358,138,236,294,0.6,0.7291666666666666,48,1.0,,True,False,False,True,False,False,False,16.0,0.6,0.4,-0.00013010313556020007,0.7291666666666666,0.27083333333333337,4.162809397961488e-06,0.7373737373737373,0.26262626262626265,1.2693881169496699e-05,0.7291666666666666,0.27083333333333337,4.162809397961488e-06,0.8194444444444443,0.1805555555555557,9.800459888484851e-05,0.8194444444444443,0.1805555555555557,9.800459888484851e-05,0.7373737373737373,0.26262626262626265,1.2693881169496699e-05,0.8194444444444443,0.1805555555555557,9.800459888484851e-05,0.85,0.15000000000000002,0.00012976643532656426,0.7373737373737373,0.26262626262626265,1.2693881169496699e-05,False,False,False,False,False,False,False,False,False,False
56:S3,56,S3,5,inherited_e144_body,0.891427325376584,0.8911366302897586,0.891427325376584,0.8911366302897586,0.8910852306869894,-0.0002906950868253322,-0.00034209468959456313,-0.0002906950868253322,-5.1399602769230945e-05,0.000326153895884862,-0.0026738461041153627,0,0,0,-0.0026738461041153627,0.000326153895884862,0.0030000000000002247,False,True,False,True,True,False,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,14.0,,16.0,,False,201,139,237,294,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,16.0,0.6622222222222223,0.33777777777777773,-0.0006871794374485471,0.8958333333333334,0.10416666666666663,1.3653895884838726e-05,0.898989898989899,0.101010101010101,2.31235928545363e-05,0.8958333333333334,0.10416666666666663,1.3653895884838726e-05,0.9305555555555557,0.06944444444444431,0.00011782056255151346,0.9305555555555557,0.06944444444444431,0.00011782056255151346,0.898989898989899,0.101010101010101,2.31235928545363e-05,0.9305555555555557,0.06944444444444431,0.00011782056255151346,0.85,0.15000000000000002,-0.00012384610411517177,0.898989898989899,0.101010101010101,2.31235928545363e-05,False,False,False,False,False,False,False,False,False,False
56:S3,56,S3,5,e154_adjustment_on_e144_body,0.8911366302897586,0.8910852306869894,0.891427325376584,0.8911366302897586,0.8910852306869894,-5.1399602769230945e-05,-0.00034209468959456313,-0.0002906950868253322,-5.1399602769230945e-05,5.768036394224185e-05,-0.0004720363940489136,0,0,0,-0.0004720363940489136,5.768036394224185e-05,0.0005297167579911555,False,True,False,True,True,False,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,14.0,,16.0,,False,407,140,237,294,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,16.0,0.6622222222222223,0.33777777777777773,-0.00012124618542365952,0.8958333333333334,0.10416666666666663,2.501534984829842e-06,0.898989898989899,0.101010101010101,4.173620710812016e-06,0.8958333333333334,0.10416666666666663,2.501534984829842e-06,0.9305555555555557,0.06944444444444431,2.0894477970633904e-05,0.9305555555555557,0.06944444444444431,2.0894477970633904e-05,0.898989898989899,0.101010101010101,4.173620710812016e-06,0.9305555555555557,0.06944444444444431,2.0894477970633904e-05,0.85,0.15000000000000002,-2.1777149756431477e-05,0.898989898989899,0.101010101010101,4.173620710812016e-06,False,False,False,False,False,False,False,False,False,False
56:S4,56,S4,6,inherited_e144_body,0.7950790510244949,0.7918012489966681,0.7950790510244949,0.7918012489966681,0.7919936483496067,-0.0032778020278267928,-0.0030854026748882157,-0.0032778020278267928,0.00019239935293857702,0.0041311328767938416,-0.01586886712320612,0,0,0,-0.01586886712320612,0.0041311328767938416,0.019999999999999962,False,True,False,True,True,False,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,14.0,,16.0,,False,79,141,238,294,0.56,0.75,48,0.0,,True,False,False,True,False,False,False,16.0,0.56,0.43999999999999995,-0.00466886712320614,0.75,0.25,-0.000868867123206149,0.7272727272727273,0.2727272727272727,-0.0013234125777516026,0.75,0.25,-0.000868867123206149,0.5,0.5,-0.00586886712320614,0.5,0.5,-0.00586886712320614,0.7272727272727273,0.2727272727272727,-0.0013234125777516026,0.5,0.5,-0.00586886712320614,0.15,0.85,-0.012868867123206125,0.7272727272727273,0.2727272727272727,-0.0013234125777516026,False,False,False,False,True,True,False,True,True,False
56:S4,56,S4,6,e154_adjustment_on_e144_body,0.7918012489966681,0.7919936483496067,0.7950790510244949,0.7918012489966681,0.7919936483496067,0.00019239935293857702,-0.0030854026748882157,-0.0032778020278267928,0.00019239935293857702,-0.00024295993655160109,0.0009245411236753487,1,1,1,-0.00024295993655160109,0.0009245411236753487,0.0011675010602269498,True,False,True,False,True,False,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,14.0,,16.0,,False,299,142,238,294,0.56,0.75,48,0.0,,True,False,False,True,False,False,False,16.0,0.56,0.56,0.00027074052994825677,0.75,0.75,4.891532850513636e-05,0.7272727272727273,0.7272727272727273,7.54494435102943e-05,0.75,0.75,4.891532850513636e-05,0.5,0.5,0.0003407905935618738,0.5,0.5,0.0003407905935618738,0.7272727272727273,0.7272727272727273,7.54494435102943e-05,0.5,0.5,0.0003407905935618738,0.15,0.15,0.0007494159646413062,0.7272727272727273,0.7272727272727273,7.54494435102943e-05,True,True,True,True,True,True,True,True,False,True
57:Q3,57,Q3,2,e154_extra_body,0.6141466465035156,0.6124040101866256,0.6141466465035156,0.6141466465035156,0.6124040101866256,-0.0017426363168899783,-0.0017426363168899783,0.0,-0.0017426363168899783,0.002841525508836207,-0.004506149706387741,0,0,0,-0.004506149706387741,0.002841525508836207,0.007347675215223948,False,True,False,True,False,True,id02_b4,id02,2024-10-14,2024-10-15,146,78,0.9873417721518988,0,0,16,11-16,14,0.9333333333333333,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,15.0,,17.0,,True,166,143,239,294,0.6,0.7291666666666666,48,1.0,,True,False,False,True,False,False,False,17.0,0.6,0.4,-9.754457725337246e-05,0.7291666666666666,0.27083333333333337,0.0008515301380463876,0.736904761904762,0.26309523809523805,0.0009083871486403826,0.7291666666666666,0.27083333333333337,0.0008515301380463876,0.8194444444444443,0.1805555555555557,0.0015148619283096593,0.8194444444444443,0.1805555555555557,0.0015148619283096593,0.736904761904762,0.26309523809523805,0.0009083871486403826,0.8194444444444443,0.1805555555555557,0.0015148619283096593,0.85,0.15000000000000002,0.0017393742265526145,0.736904761904762,0.26309523809523805,0.0009083871486403826,False,False,False,False,False,False,False,False,False,False
57:S2,57,S2,4,inherited_e144_body,0.939706284522844,0.9385631016679497,0.939706284522844,0.9385631016679497,0.9385928239487772,-0.0011431828548943423,-0.0011134605740668047,-0.0011431828548943423,2.9722280827537695e-05,0.0012172726707453743,-0.018782727329255344,0,0,0,-0.018782727329255344,0.0012172726707453743,0.02000000000000072,False,True,False,True,True,False,id02_b4,id02,2024-10-14,2024-10-15,146,78,0.9873417721518988,0,0,16,11-16,14,0.9333333333333333,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,15.0,,17.0,,True,6,144,240,294,0.6511111111111111,0.9166666666666666,48,1.0,,True,False,False,True,False,False,False,17.0,0.6511111111111111,0.3488888888888889,-0.005760505107032654,0.9166666666666666,0.08333333333333337,-0.00044939399592135295,0.9190476190476191,0.08095238095238089,-0.0004017749483023016,0.9166666666666666,0.08333333333333337,-0.00044939399592135295,0.9444444444444443,0.05555555555555569,0.00010616155963422049,0.9444444444444443,0.05555555555555569,0.00010616155963422049,0.9190476190476191,0.08095238095238089,-0.0004017749483023016,0.9444444444444443,0.05555555555555569,0.00010616155963422049,0.85,0.15000000000000002,-0.001782727329254734,0.9190476190476191,0.08095238095238089,-0.0004017749483023016,False,False,False,False,False,False,False,False,False,False
57:S2,57,S2,4,e154_adjustment_on_e144_body,0.9385631016679497,0.9385928239487772,0.939706284522844,0.9385631016679497,0.9385928239487772,2.9722280827537695e-05,-0.0011134605740668047,-0.0011431828548943423,2.9722280827537695e-05,-3.1667354239900414e-05,0.00048390256602548476,1,1,1,-3.1667354239900414e-05,0.00048390256602548476,0.0005155699202653852,True,False,True,False,True,False,id02_b4,id02,2024-10-14,2024-10-15,146,78,0.9873417721518988,0,0,16,11-16,14,0.9333333333333333,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,15.0,,17.0,,True,410,145,240,294,0.6511111111111111,0.9166666666666666,48,1.0,,True,False,False,True,False,False,False,17.0,0.6511111111111111,0.6511111111111111,0.00014820926238602288,0.9166666666666666,0.9166666666666666,1.1296805782215039e-05,0.9190476190476191,0.9190476190476191,1.0069258353011681e-05,0.9166666666666666,0.9166666666666666,1.1296805782215039e-05,0.9444444444444443,0.9444444444444443,-3.0245808918233923e-06,0.9444444444444443,0.9444444444444443,-3.0245808918233923e-06,0.9190476190476191,0.9190476190476191,1.0069258353011681e-05,0.9444444444444443,0.9444444444444443,-3.0245808918233923e-06,0.85,0.85,4.566813379990737e-05,0.9190476190476191,0.9190476190476191,1.0069258353011681e-05,True,True,True,True,True,True,True,True,True,True
57:S4,57,S4,6,inherited_e144_body,0.7742564944093447,0.7777329770738788,0.7742564944093447,0.7777329770738788,0.7775310922723246,0.003476482664534042,0.0032745978629799,0.003476482664534042,-0.0002018848015541419,-0.004480041318643824,0.01551995868135636,1,1,1,-0.004480041318643824,0.01551995868135636,0.020000000000000184,True,False,True,False,True,False,id02_b4,id02,2024-10-14,2024-10-15,146,78,0.9873417721518988,0,0,16,11-16,14,0.9333333333333333,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,15.0,,17.0,,True,36,146,241,294,0.56,0.75,48,0.0,,True,False,False,True,False,False,False,17.0,0.56,0.56,0.004319958681356257,0.75,0.75,0.0005199586813562224,0.7285714285714286,0.7285714285714286,0.0009485301099276529,0.75,0.75,0.0005199586813562224,0.5,0.5,0.0055199586813562684,0.5,0.5,0.0055199586813562684,0.7285714285714286,0.7285714285714286,0.0009485301099276529,0.5,0.5,0.0055199586813562684,0.15,0.15,0.012519958681356332,0.7285714285714286,0.7285714285714286,0.0009485301099276529,True,True,True,True,True,True,True,True,False,True
57:S4,57,S4,6,e154_adjustment_on_e144_body,0.7777329770738788,0.7775310922723246,0.7742564944093447,0.7777329770738788,0.7775310922723246,-0.0002018848015541419,0.0032745978629799,0.003476482664534042,-0.0002018848015541419,0.00025961482254643897,-0.0009078862376801222,0,0,0,-0.0009078862376801222,0.00025961482254643897,0.0011675010602265612,False,True,False,True,True,False,id02_b4,id02,2024-10-14,2024-10-15,146,78,0.9873417721518988,0,0,16,11-16,14,0.9333333333333333,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,15.0,,17.0,,True,314,147,241,294,0.56,0.75,48,0.0,,True,False,False,True,False,False,False,17.0,0.56,0.43999999999999995,-0.0002540856439532479,0.75,0.25,-3.2260442510201326e-05,0.7285714285714286,0.27142857142857135,-5.7278322372198966e-05,0.75,0.25,-3.2260442510201326e-05,0.5,0.5,-0.0003241357075668416,0.5,0.5,-0.0003241357075668416,0.7285714285714286,0.27142857142857135,-5.7278322372198966e-05,0.5,0.5,-0.0003241357075668416,0.15,0.85,-0.0007327610786461381,0.7285714285714286,0.27142857142857135,-5.7278322372198966e-05,False,False,False,False,True,True,False,True,True,False
58:S2,58,S2,4,inherited_e144_body,0.9186938489625514,0.9201753032816696,0.9186938489625514,0.9201753032816696,0.920134836821842,0.0014814543191182805,0.0014409878592906988,0.0014814543191182805,-4.046645982758168e-05,-0.001611267052710752,0.018388732947288045,1,1,1,-0.001611267052710752,0.018388732947288045,0.019999999999998797,True,False,True,False,True,False,id02_b4,id02,2024-10-15,2024-10-16,147,79,1.0,1,0,16,11-16,15,1.0,0,right_edge,2024-09-28,2024-10-15,after_train_run,True,False,16.0,,18.0,,True,155,148,242,294,0.6511111111111111,0.9166666666666666,48,1.0,,True,False,False,True,False,False,False,18.0,0.6511111111111111,0.6511111111111111,0.005366510725066606,0.9166666666666666,0.9166666666666666,5.539961395581504e-05,0.918918918918919,0.918918918918919,1.0354568910771102e-05,0.9166666666666666,0.9166666666666666,5.539961395581504e-05,0.9444444444444443,0.9444444444444443,-0.0005001559415997051,0.9444444444444443,0.9444444444444443,-0.0005001559415997051,0.918918918918919,0.918918918918919,1.0354568910771102e-05,0.9444444444444443,0.9444444444444443,-0.0005001559415997051,0.85,0.85,0.001388732947289068,0.918918918918919,0.918918918918919,1.0354568910771102e-05,True,True,True,True,True,True,True,True,True,True
58:S2,58,S2,4,e154_adjustment_on_e144_body,0.9201753032816696,0.920134836821842,0.9186938489625514,0.9201753032816696,0.920134836821842,-4.046645982758168e-05,0.0014409878592906988,0.0014814543191182805,-4.046645982758168e-05,4.3977869764746935e-05,-0.0005068131529450959,0,0,0,-0.0005068131529450959,4.3977869764746935e-05,0.0005507910227098428,False,True,False,True,True,False,id02_b4,id02,2024-10-15,2024-10-16,147,79,1.0,1,0,16,11-16,15,1.0,0,right_edge,2024-09-28,2024-10-15,after_train_run,True,False,16.0,,18.0,,True,406,149,242,294,0.6511111111111111,0.9166666666666666,48,1.0,,True,False,False,True,False,False,False,18.0,0.6511111111111111,0.3488888888888889,-0.0001481869981584649,0.9166666666666666,0.08333333333333337,-1.921382127739991e-06,0.918918918918919,0.08108108108108103,-6.808618063213747e-07,0.9166666666666666,0.08333333333333337,-1.921382127739991e-06,0.9444444444444443,0.05555555555555569,1.337836850308893e-05,0.9444444444444443,0.05555555555555569,1.337836850308893e-05,0.918918918918919,0.08108108108108103,-6.808618063213747e-07,0.9444444444444443,0.05555555555555569,1.337836850308893e-05,0.85,0.15000000000000002,-3.86407836417295e-05,0.918918918918919,0.08108108108108103,-6.808618063213747e-07,False,False,False,False,False,False,False,False,False,False
58:S3,58,S3,5,inherited_e144_body,0.9329483715728908,0.9327604605238188,0.9329483715728908,0.9327604605238188,0.9326922467472508,-0.00018791104907200928,-0.0002561248256399695,-0.00018791104907200928,-6.821377656796024e-05,0.00020143662984778432,-0.002798563370153051,0,0,0,-0.002798563370153051,0.00020143662984778432,0.0030000000000008353,False,True,False,True,True,False,id02_b4,id02,2024-10-15,2024-10-16,147,79,1.0,1,0,16,11-16,15,1.0,0,right_edge,2024-09-28,2024-10-15,after_train_run,True,False,16.0,,18.0,,True,194,150,243,294,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,18.0,0.6622222222222223,0.33777777777777773,-0.0008118967034858311,0.8958333333333334,0.10416666666666663,-0.00011106337015230256,0.8986486486486488,0.1013513513513512,-0.00010261742420635393,0.8958333333333334,0.10416666666666663,-0.00011106337015230256,0.9305555555555557,0.06944444444444431,-6.896703485606624e-06,0.9305555555555557,0.06944444444444431,-6.896703485606624e-06,0.8986486486486488,0.1013513513513512,-0.00010261742420635393,0.9305555555555557,0.06944444444444431,-6.896703485606624e-06,0.85,0.15000000000000002,-0.00024856337015234105,0.8986486486486488,0.1013513513513512,-0.00010261742420635393,False,False,False,False,False,False,False,False,False,False
58:S3,58,S3,5,e154_adjustment_on_e144_body,0.9327604605238188,0.9326922467472508,0.9329483715728908,0.9327604605238188,0.9326922467472508,-6.821377656796024e-05,-0.0002561248256399695,-0.00018791104907200928,-6.821377656796024e-05,7.313375067884154e-05,-0.0010139748043811458,0,0,0,-0.0010139748043811458,7.313375067884154e-05,0.0010871085550599874,False,True,False,True,True,False,id02_b4,id02,2024-10-15,2024-10-16,147,79,1.0,1,0,16,11-16,15,1.0,0,right_edge,2024-09-28,2024-10-15,after_train_run,True,False,16.0,,18.0,,True,354,151,243,294,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,18.0,0.6622222222222223,0.33777777777777773,-0.000294067361252532,0.8958333333333334,0.10416666666666663,-4.010672380657377e-05,0.8986486486486488,0.1013513513513512,-3.7046170442102974e-05,0.8958333333333334,0.10416666666666663,-4.010672380657377e-05,0.9305555555555557,0.06944444444444431,-2.359898978101889e-06,0.9305555555555557,0.06944444444444431,-2.359898978101889e-06,0.8986486486486488,0.1013513513513512,-3.7046170442102974e-05,0.9305555555555557,0.06944444444444431,-2.359898978101889e-06,0.85,0.15000000000000002,-8.993253258015659e-05,0.8986486486486488,0.1013513513513512,-3.7046170442102974e-05,False,False,False,False,False,False,False,False,False,False
59:Q1,59,Q1,0,inherited_e144_body,0.9131033266872486,0.911503247230344,0.9131033266872486,0.911503247230344,0.9115016775244916,-0.0016000794569045462,-0.0016016491627569573,-0.0016000794569045462,-1.5697058524111185e-06,0.0017538902796345734,-0.018246109720366555,0,0,0,-0.018246109720366555,0.0017538902796345734,0.020000000000001128,False,True,False,True,True,False,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,11.0,1.0,13.0,True,3,152,244,294,0.4955555555555556,0.8484848484848485,33,1.0,1.0,True,True,True,False,False,False,True,1.0,0.4955555555555556,0.5044444444444445,-0.008334998609254884,0.8484848484848485,0.1515151515151515,-0.0012764127506686273,0.8989898989898991,0.10101010101010088,-0.0002663117405675582,0.8540965207631873,0.14590347923681268,-0.0011641793051018446,0.8989898989898991,0.10101010101010088,-0.0002663117405675582,0.9242424242424243,0.07575757575757569,0.00023873876448297416,0.9015151515151516,0.0984848484848484,-0.00021580669006250565,0.8989898989898991,0.10101010101010088,-0.0002663117405675582,0.85,0.15000000000000002,-0.0012461097203655962,0.9015151515151516,0.0984848484848484,-0.00021580669006250565,True,False,False,False,False,False,False,False,False,False
59:Q1,59,Q1,0,e154_adjustment_on_e144_body,0.911503247230344,0.9115016775244916,0.9131033266872486,0.911503247230344,0.9115016775244916,-1.5697058524111185e-06,-0.0016016491627569573,-0.0016000794569045462,-1.5697058524111185e-06,1.7221081864277066e-06,-1.7737282806074006e-05,0,0,0,-1.7737282806074006e-05,1.7221081864277066e-06,1.9459390992501713e-05,False,True,False,True,True,False,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,11.0,1.0,13.0,True,476,153,244,294,0.4955555555555556,0.8484848484848485,33,1.0,1.0,True,True,True,False,False,False,True,1.0,0.4955555555555556,0.5044444444444445,-8.094073492012046e-06,0.8484848484848485,0.1515151515151515,-1.2262843881937646e-06,0.8989898989898991,0.10101010101010088,-2.434868633199387e-07,0.8540965207631873,0.14590347923681268,-1.1170846632077867e-06,0.8989898989898991,0.10101010101010088,-2.434868633199387e-07,0.9242424242424243,0.07575757575757569,2.4791189911697213e-07,0.9015151515151516,0.0984848484848484,-1.9434698707624828e-07,0.8989898989898991,0.10101010101010088,-2.434868633199387e-07,0.85,0.15000000000000002,-1.1968004624475507e-06,0.9015151515151516,0.0984848484848484,-1.9434698707624828e-07,True,False,False,False,False,False,False,False,False,False
59:Q3,59,Q3,2,inherited_e144_body,0.6892981083761217,0.6935651358614975,0.6892981083761217,0.6935651358614975,0.6937443270776223,0.004267027485375774,0.004446218701500637,0.004267027485375774,0.00017919121612486322,-0.00617131310079122,0.013828686899208797,1,1,1,-0.00617131310079122,0.013828686899208797,0.020000000000000018,True,False,True,False,True,False,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,11.0,1.0,13.0,True,67,154,245,294,0.6,0.7272727272727273,33,1.0,0.0,True,True,True,False,False,True,False,1.0,0.6,0.6,0.0018286868992087868,0.7272727272727273,0.7272727272727273,-0.0007167676462457614,0.8181818181818182,0.8181818181818182,-0.0025349494644275818,0.7003367003367003,0.7003367003367003,-0.00017804710752522025,0.8181818181818182,0.8181818181818182,-0.0025349494644275818,0.6136363636363636,0.6136363636363636,0.0015559596264815134,0.7977272727272728,0.7977272727272728,-0.0021258585553366733,0.8181818181818182,0.8181818181818182,-0.0025349494644275818,0.85,0.85,-0.003171313100791217,0.5,0.5,0.0038286868992087886,True,True,True,True,True,True,True,True,True,True
59:Q3,59,Q3,2,e154_adjustment_on_e144_body,0.6935651358614975,0.6937443270776223,0.6892981083761217,0.6935651358614975,0.6937443270776223,0.00017919121612486322,0.004446218701500637,0.004267027485375774,0.00017919121612486322,-0.00025832912109136075,0.0005849322305306881,1,1,1,-0.00025832912109136075,0.0005849322305306881,0.0008432613516220488,True,False,True,False,True,False,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,11.0,1.0,13.0,True,378,155,245,294,0.6,0.7272727272727273,33,1.0,0.0,True,True,True,False,False,True,False,1.0,0.6,0.6,7.89754195574588e-05,0.7272727272727273,0.7272727272727273,-2.8348752467165624e-05,0.8181818181818182,0.8181818181818182,-0.00010500887534189736,0.7003367003367003,0.7003367003367003,-5.6346419857635345e-06,0.8181818181818182,0.8181818181818182,-0.00010500887534189736,0.6136363636363636,0.6136363636363636,6.747640112624904e-05,0.7977272727272728,0.7977272727272728,-8.77603476950828e-05,0.8181818181818182,0.8181818181818182,-0.00010500887534189736,0.85,0.85,-0.0001318399183480534,0.5,0.5,0.00016330155471966368,True,True,True,True,True,True,True,True,True,True
59:S3,59,S3,5,inherited_e144_body,0.4726266314057794,0.4733744443514733,0.4726266314057794,0.4733744443514733,0.4737647518253845,0.0007478129456939264,0.0011381204196051486,0.0007478129456939264,0.0003903074739112222,-0.0015809984166498259,0.0014190015833499547,1,1,1,-0.0015809984166498259,0.0014190015833499547,0.0029999999999997806,True,False,True,False,True,False,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,11.0,1.0,13.0,True,210,156,246,294,0.6622222222222223,0.48484848484848486,33,1.0,1.0,True,True,True,False,False,False,True,1.0,0.6622222222222223,0.6622222222222223,-0.0005676650833165668,0.48484848484848486,0.48484848484848486,-3.554387119539346e-05,0.6565656565656566,0.6565656565656566,-0.0005506953863468709,0.5039281705948372,0.5039281705948372,-9.278292843444631e-05,0.6565656565656566,0.6565656565656566,-0.0005506953863468709,0.7424242424242424,0.7424242424242424,-0.0008082711439226097,0.6651515151515152,0.6651515151515152,-0.0005764529621044448,0.6565656565656566,0.6565656565656566,-0.0005506953863468709,0.85,0.85,-0.0011309984166498587,0.6651515151515152,0.6651515151515152,-0.0005764529621044448,True,False,True,True,True,True,True,True,True,True
