candidate_id,file,basename,target,view_id,split,scale,source_actual_delta,source_dominance,source_placebo_adjusted,changed_rows,changed_cells,mean_abs_logit_move,max_abs_logit_move
S2_jepa_resid_dateblock_s0p65,analysis_outputs/submission_e330_targetresid_S2_jepa_resid_dateblock_s0p65_8379e29c.csv,submission_e330_targetresid_S2_jepa_resid_dateblock_s0p65_8379e29c.csv,S2,jepa_resid,dateblock,0.65,-0.014211218144316584,1.0,-0.016229688241006734,250,250,0.04010619159824359,0.045500000000000006
S1_family_jepa_story_subject_s0p2,analysis_outputs/submission_e330_targetresid_S1_family_jepa_story_subject_s0p2_04186f40.csv,submission_e330_targetresid_S1_family_jepa_story_subject_s0p2_04186f40.csv,S1,family_jepa_story,subject,0.2,-0.009127646418514046,1.0,-0.010464901668988114,250,250,0.01198483023016327,0.014000000000000002
S1_family_jepa_story_subject_s0p4,analysis_outputs/submission_e330_targetresid_S1_family_jepa_story_subject_s0p4_24ab1a66.csv,submission_e330_targetresid_S1_family_jepa_story_subject_s0p4_24ab1a66.csv,S1,family_jepa_story,subject,0.4,-0.009127646418514046,1.0,-0.010464901668988114,250,250,0.02396966046032654,0.028000000000000004
S1_family_jepa_story_subject_s0p65,analysis_outputs/submission_e330_targetresid_S1_family_jepa_story_subject_s0p65_f7357646.csv,submission_e330_targetresid_S1_family_jepa_story_subject_s0p65_f7357646.csv,S1,family_jepa_story,subject,0.65,-0.009127646418514046,1.0,-0.010464901668988114,250,250,0.03895069824803063,0.045500000000000006
S2_family_dateblock_s0p2,analysis_outputs/submission_e330_targetresid_S2_family_dateblock_s0p2_c327ee69.csv,submission_e330_targetresid_S2_family_dateblock_s0p2_c327ee69.csv,S2,family,dateblock,0.2,-0.00755162446600155,1.0,-0.008232889407044808,250,250,0.012108437321223646,0.014000000000000002
S2_family_dateblock_s0p4,analysis_outputs/submission_e330_targetresid_S2_family_dateblock_s0p4_84ce9917.csv,submission_e330_targetresid_S2_family_dateblock_s0p4_84ce9917.csv,S2,family,dateblock,0.4,-0.00755162446600155,1.0,-0.008232889407044808,250,250,0.024216874642447293,0.028000000000000004
S2_family_dateblock_s0p65,analysis_outputs/submission_e330_targetresid_S2_family_dateblock_s0p65_05bbaefe.csv,submission_e330_targetresid_S2_family_dateblock_s0p65_05bbaefe.csv,S2,family,dateblock,0.65,-0.00755162446600155,1.0,-0.008232889407044808,250,250,0.039352421293976855,0.045500000000000006
S1_family_story_subject_s0p2,analysis_outputs/submission_e330_targetresid_S1_family_story_subject_s0p2_fa388dff.csv,submission_e330_targetresid_S1_family_story_subject_s0p2_fa388dff.csv,S1,family_story,subject,0.2,-0.0051085094335151515,1.0,-0.007043516773843295,250,250,0.012018717427508891,0.014000000000000002
S1_family_story_subject_s0p4,analysis_outputs/submission_e330_targetresid_S1_family_story_subject_s0p4_e9fcbd2b.csv,submission_e330_targetresid_S1_family_story_subject_s0p4_e9fcbd2b.csv,S1,family_story,subject,0.4,-0.0051085094335151515,1.0,-0.007043516773843295,250,250,0.024037434855017782,0.028000000000000004
S1_family_story_subject_s0p65,analysis_outputs/submission_e330_targetresid_S1_family_story_subject_s0p65_2c9000b9.csv,submission_e330_targetresid_S1_family_story_subject_s0p65_2c9000b9.csv,S1,family_story,subject,0.65,-0.0051085094335151515,1.0,-0.007043516773843295,250,250,0.039060831639403895,0.045500000000000006
Q3_family_dateblock_s0p2,analysis_outputs/submission_e330_targetresid_Q3_family_dateblock_s0p2_9bafe653.csv,submission_e330_targetresid_Q3_family_dateblock_s0p2_9bafe653.csv,Q3,family,dateblock,0.2,-0.004507161839400919,0.875,-0.004421564991591576,250,250,0.011228893840972358,0.014000000000000002
Q3_family_dateblock_s0p4,analysis_outputs/submission_e330_targetresid_Q3_family_dateblock_s0p4_54f8f510.csv,submission_e330_targetresid_Q3_family_dateblock_s0p4_54f8f510.csv,Q3,family,dateblock,0.4,-0.004507161839400919,0.875,-0.004421564991591576,250,250,0.022457787681944716,0.028000000000000004
Q3_family_dateblock_s0p65,analysis_outputs/submission_e330_targetresid_Q3_family_dateblock_s0p65_e3ec8344.csv,submission_e330_targetresid_Q3_family_dateblock_s0p65_e3ec8344.csv,Q3,family,dateblock,0.65,-0.004507161839400919,0.875,-0.004421564991591576,250,250,0.036493904983160165,0.045500000000000006
combo_top_target_resid_s0p30,analysis_outputs/submission_e330_targetresid_combo_top_target_resid_s0p30_3ccaf470.csv,submission_e330_targetresid_combo_top_target_resid_s0p30_3ccaf470.csv,"Q1,Q2,S2",Q2:jepa_resid:subject;Q1:jepa_resid:dateblock;S2:raw_day:subject,combo,0.3,-0.024168487748842688,0.9722222222222223,-0.025196079200222172,250,750,0.008022477212733022,0.02100000000000002
