method,block_idx,subject_id,n_rows,pattern_nll,margin_only_pattern_nll,joint_gain_vs_own_margins,pair_mse,pred_entropy,pred_top_mass,true_top_pattern,pred_top_pattern
struct_raw_fbraw_k4_a4_w0.35,132,id05,2,3.6625203275523175,4.625729510285527,-0.9632091827332099,0.0733429448286094,4.479844264947552,0.061567480582778694,70,62
struct_raw_fbraw_k4_a4_w0.35,149,id05,2,4.2529433018203635,5.11358090109125,-0.8606375992708868,0.06977861433749151,4.453172131036282,0.04718294576133106,0,0
struct_raw_fbraw_k4_a4_w0.35,204,id06,1,4.64155211271646,5.406087488868736,-0.764535376152276,0.37503082616217576,3.686046213778954,0.10063660202655911,95,124
struct_raw_fbraw_k4_a4_w0.35,273,id08,1,4.181543153729179,4.935078919695379,-0.7535357659662001,0.1560293851231103,4.54674913212715,0.032159019973756135,112,54
struct_raw_fbraw_k4_a4_w0.35,317,id08,2,3.8160171939207235,4.473347386402478,-0.657330192481755,0.099251900292423,4.621065974441096,0.02877627355730918,118,127
struct_raw_fbraw_k4_a4_w0.35,201,id06,1,2.3196016811850204,2.973706057810754,-0.6541043766257335,0.3066114244330846,3.548337627062719,0.10419059683242632,127,124
struct_raw_fbraw_k4_a4_w0.65,52,id04,1,3.6740361069459038,5.46101495431103,-1.786978847365126,0.19336480265547812,4.2909187573144765,0.05816617856329188,38,123
struct_raw_fbraw_k4_a4_w0.65,132,id05,2,3.2575891131079593,4.522674460535013,-1.2650853474270538,0.061109079912296256,4.252327869010653,0.11086075843891799,70,62
struct_raw_fbraw_k4_a4_w0.65,67,id04,3,4.745193454346212,5.959941199935389,-1.214747745589177,0.12284662173866306,4.401006619812972,0.03982676269650245,0,3
struct_raw_fbraw_k4_a4_w0.65,204,id06,1,4.2800011966585245,5.480434797083223,-1.2004336004246987,0.36580696595863266,3.5524677522668187,0.1013853599558426,95,121
struct_raw_fbraw_k4_a4_w0.65,273,id08,1,3.794777101774713,4.9183613158090775,-1.1235842140343646,0.15465470507031773,4.418710087287993,0.0406785447872128,112,121
struct_raw_fbraw_k4_a4_w0.65,149,id05,2,4.072312589343206,5.082347437700963,-1.0100348483577566,0.06831799932439675,4.288330548182566,0.08271878702879247,0,0
struct_raw_fbraw_k4_a4_w0.65,163,id05,5,4.01607207554737,4.922846065957083,-0.9067739904097136,0.021898657410104962,4.243041298258138,0.10844794641162679,3,62
struct_raw_fbraw_k4_a4_w0.65,285,id08,1,4.215812487754831,5.086979742064589,-0.8711672543097579,0.1080839483231861,4.492145675200691,0.040081907115944795,32,121
struct_raw_fbraw_k4_a4_w1.00,52,id04,1,3.2876986830837356,5.328088811911486,-2.04039012882775,0.1949467811072319,4.064763635625596,0.0836005156677398,38,123
struct_raw_fbraw_k4_a4_w1.00,204,id06,1,3.9769584422517146,5.598340342728258,-1.621381900476543,0.35633437799372336,3.317338142080824,0.1392791242101013,95,121
struct_raw_fbraw_k4_a4_w1.00,132,id05,2,2.938972915693056,4.498243825342324,-1.5592709096492676,0.053834830499488465,3.874661962840767,0.16836958260441381,70,62
struct_raw_fbraw_k4_a4_w1.00,273,id08,1,3.4768992817732385,4.922250889963313,-1.4453516081900744,0.15360316016653958,4.19110925021673,0.059700062319928304,112,121
struct_raw_fbraw_k4_a4_w1.00,72,id04,3,4.437303978853875,5.80913783632311,-1.3718338574692348,0.2131626583976125,3.9332901098063138,0.12680651388169117,92,1
struct_raw_fbraw_k4_a4_w1.00,163,id05,5,4.067426765183465,5.322741281494483,-1.2553145163110173,0.038756473505996904,3.8736536253648692,0.16484665473225213,3,62
struct_raw_fbraw_k4_a4_w1.00,118,id05,2,4.4072110906370225,5.612520074121868,-1.2053089834848452,0.11912556498371997,3.897946312038152,0.16749909597200177,11,62
struct_raw_fbraw_k4_a4_w1.00,67,id04,3,4.569725738495081,5.704894164750011,-1.1351684262549302,0.11784543666062308,4.140914209769308,0.06040287808559446,0,3
struct_raw_fbraw_k4_a12_w0.35,52,id04,1,4.6956955964103235,5.6721110562209995,-0.976415459810676,0.1941964068967717,4.464520650090854,0.03396196776321062,38,126
struct_raw_fbraw_k4_a12_w0.35,67,id04,3,5.427961911124078,6.391590508194053,-0.9636285970699747,0.13168244004517687,4.590109408948333,0.027684940742583743,0,127
struct_raw_fbraw_k4_a12_w0.35,132,id05,2,4.037564537033808,4.723778192064083,-0.6862136550302749,0.08303654423751505,4.557286053523251,0.03281306850003078,70,62
struct_raw_fbraw_k4_a12_w0.35,149,id05,2,4.491970870383172,5.153502290991831,-0.6615314206086591,0.07161860314349089,4.498831119320126,0.03189948104829914,0,13
struct_raw_fbraw_k4_a12_w0.35,317,id08,2,4.0133191928198215,4.473030742301422,-0.4597115494816002,0.09972318331872769,4.6527432065457575,0.025829854600152136,118,126
struct_raw_fbraw_k4_a12_w0.35,273,id08,1,4.5037573454712065,4.954533668142422,-0.45077632267121537,0.15703306492310695,4.587858247159025,0.02974212798933467,112,54
struct_raw_fbraw_k4_a12_w0.35,201,id06,1,2.6986936331519646,3.1389380797518887,-0.440244446599924,0.32882817207458925,3.5753364536394088,0.11170522419944157,127,124
struct_raw_fbraw_k4_a12_w0.35,204,id06,1,4.934679963221426,5.374198137863575,-0.4395181746421484,0.38088223941895916,3.726900110095779,0.10795240275012485,95,124
struct_raw_fbraw_k4_a12_w0.65,52,id04,1,4.25010586420525,5.6013547136271225,-1.3512488494218724,0.19356325460082074,4.429242092408052,0.03550823997166818,38,126
struct_raw_fbraw_k4_a12_w0.65,67,id04,3,5.10039187155085,6.24287110792505,-1.1424792363742,0.12863734484687267,4.555037246285457,0.02846156555658025,0,127
struct_raw_fbraw_k4_a12_w0.65,132,id05,2,3.706612990990836,4.6379108413522845,-0.9312978503614486,0.07461238332126256,4.493901234366275,0.05745970742810043,70,62
struct_raw_fbraw_k4_a12_w0.65,149,id05,2,4.277851045017809,5.118250026857424,-0.8403989818396145,0.06999690010458794,4.462384175221855,0.044221625655709286,0,0
struct_raw_fbraw_k4_a12_w0.65,204,id06,1,4.678523380885471,5.401006230633808,-0.7224828497483369,0.37584550197458616,3.693829377056133,0.10168171641563993,95,124
struct_raw_fbraw_k4_a12_w0.65,273,id08,1,4.221689337585797,4.937394806295399,-0.7157054687096016,0.15616366495457445,4.5543091241920335,0.03181374969026736,112,54
struct_raw_fbraw_k4_a12_w0.65,317,id08,2,3.8372143190308097,4.472889131411502,-0.6356748123806919,0.09930752712576123,4.627371196604615,0.0280170628994588,118,127
struct_raw_fbraw_k4_a12_w0.65,201,id06,1,2.3657230093309485,2.9966222915666374,-0.6308992822356889,0.3097332230337153,3.5536515714029435,0.10526411502771423,127,124
struct_raw_fbraw_k4_a12_w1.00,52,id04,1,3.8998158802062424,5.523664295889432,-1.6238484156831898,0.1932568740908705,4.364085080697433,0.047265748375671345,38,123
struct_raw_fbraw_k4_a12_w1.00,67,id04,3,4.874421153202003,6.084390036067515,-1.2099688828655122,0.12538204336552547,4.48362310231331,0.031082422311101882,0,46
struct_raw_fbraw_k4_a12_w1.00,132,id05,2,3.4370973454077713,4.56450708710444,-1.1274097416966686,0.06653384383302405,4.378640912948084,0.08621411951084834,70,62
struct_raw_fbraw_k4_a12_w1.00,204,id06,1,4.444525000872427,5.440190496861451,-0.9956654959890239,0.37029145385762374,3.627952117084677,0.09436591569207417,95,124
struct_raw_fbraw_k4_a12_w1.00,273,id08,1,3.9695770257770064,4.924238532089544,-0.9546615063125374,0.1552874271140731,4.490966802126052,0.034230641674688825,112,54
struct_raw_fbraw_k4_a12_w1.00,149,id05,2,4.140682564791671,5.092387689429967,-0.9517051246382957,0.06878088817123744,4.382424513505701,0.06495086639506177,0,0
struct_raw_fbraw_k4_a12_w1.00,285,id08,1,4.4021833882475425,5.183249899485035,-0.7810665112374924,0.10878486414581194,4.558886766244839,0.03360015519990582,32,127
struct_raw_fbraw_k4_a12_w1.00,201,id06,1,2.0802356877139303,2.8405877010206626,-0.7603520133067323,0.2882447902663892,3.5076619107151092,0.12490077115205128,127,127
struct_raw_fbraw_k4_a24_w0.35,67,id04,3,5.705302301354941,6.470950919018532,-0.765648617663591,0.13329320037784775,4.5956526443026995,0.027296628335585486,0,127
struct_raw_fbraw_k4_a24_w0.35,52,id04,1,5.025179823142464,5.7090062685594685,-0.6838264454170044,0.19464124703984384,4.473171165951548,0.03318883165898184,38,126
struct_raw_fbraw_k4_a24_w0.35,149,id05,2,4.676484454633889,5.17603866672996,-0.4995542120960712,0.0726300186577224,4.5018527643840756,0.033210007939963926,0,13
struct_raw_fbraw_k4_a24_w0.35,132,id05,2,4.279201367094559,4.775578154945148,-0.4963767878505889,0.08776775109871286,4.571555690774055,0.03207994153812567,70,13
struct_raw_fbraw_k4_a24_w0.35,317,id08,2,4.153812671422094,4.475048359019679,-0.3212356875975848,0.09998365832495613,4.656094038826131,0.02537137803095386,118,126
struct_raw_fbraw_k4_a24_w0.35,201,id06,1,2.918783299183717,3.213445747264821,-0.294662448081104,0.33860974780458347,3.5784743777710295,0.11492577878530524,127,124
struct_raw_fbraw_k4_a24_w0.35,273,id08,1,4.681610233530419,4.965295789054089,-0.2836855555236699,0.15750872839435393,4.595894569615693,0.028706317138868332,112,54
struct_raw_fbraw_k4_a24_w0.35,300,id08,1,5.806404223157775,6.086191622041608,-0.2797873988838333,0.18991513896420306,4.581775022489779,0.0276691866796432,41,127
struct_raw_fbraw_k4_a24_w0.65,52,id04,1,4.656377996565611,5.666924429721097,-1.0105464331554854,0.1941398386583789,4.462742279710052,0.03407241577810045,38,126
struct_raw_fbraw_k4_a24_w0.65,67,id04,3,5.397110361686951,6.380537181784301,-0.9834268200973497,0.13145713211920454,4.588575542422275,0.027740413943583495,0,127
struct_raw_fbraw_k4_a24_w0.65,132,id05,2,4.008699638075525,4.716883438279121,-0.7081838002035958,0.08238890932009611,4.5541375655194605,0.03457354270917862,70,62
struct_raw_fbraw_k4_a24_w0.65,149,id05,2,4.471478478797916,5.150558579559201,-0.6790801007612846,0.07148503026022136,4.497447702185046,0.03171226292091846,0,13
struct_raw_fbraw_k4_a24_w0.65,317,id08,2,3.9970120744823503,4.47285134441538,-0.47583926993302983,0.09968883774149753,4.651705929719708,0.025895351252894747,118,126
struct_raw_fbraw_k4_a24_w0.65,273,id08,1,4.480747759074853,4.953119010377164,-0.4723712513023113,0.156967342304057,4.586191278390258,0.02989010096797272,112,54
struct_raw_fbraw_k4_a24_w0.65,204,id06,1,4.914040500634873,5.375901358696443,-0.46186085806156996,0.3805140196594827,3.7254131361966945,0.10750449658337594,95,124
struct_raw_fbraw_k4_a24_w0.65,201,id06,1,2.6708626531815534,3.1284845709351723,-0.45762191775361893,0.32744354431504213,3.5744253874621754,0.11124514497288962,127,124
struct_raw_fbraw_k4_a24_w1.00,52,id04,1,4.349008146939761,5.619504692616954,-1.2704965456771928,0.19369602047249046,4.44050972994474,0.03510326391707215,38,126
struct_raw_fbraw_k4_a24_w1.00,67,id04,3,5.169151943903795,6.2806033874661615,-1.1114514435623661,0.12941213316439537,4.566844107118011,0.028258163819581166,0,127
struct_raw_fbraw_k4_a24_w1.00,132,id05,2,3.7809971175123103,4.658246195454678,-0.8772490779423681,0.07668490762514318,4.514153204445665,0.05100463532789171,70,62
struct_raw_fbraw_k4_a24_w1.00,149,id05,2,4.3218807542449715,5.1262682156221935,-0.804387461377222,0.07036993697591061,4.475193334157176,0.03956812263258934,0,0
struct_raw_fbraw_k4_a24_w1.00,204,id06,1,4.7395321801082195,5.39337282244692,-0.6538406423387002,0.37714001155970645,3.7048451183862867,0.10332403902705266,95,124
struct_raw_fbraw_k4_a24_w1.00,273,id08,1,4.288224866352044,4.94133945939716,-0.6531145930451157,0.15638080670819207,4.56511047410276,0.03127118210192784,112,54
struct_raw_fbraw_k4_a24_w1.00,317,id08,2,3.8743685887319392,4.472441823081275,-0.5980732343493358,0.09940281985035668,4.636146829855216,0.02682401757997964,118,127
struct_raw_fbraw_k4_a24_w1.00,201,id06,1,2.4427916739925255,3.033081546683718,-0.5902898726911925,0.31467394210416416,3.5610787597488947,0.10695107219173805,127,124
struct_raw_fbraw_k8_a4_w0.35,41,id04,1,3.506418343229321,5.436835551853647,-1.9304172086243256,0.09246760188910563,4.610870021842995,0.030004186914863566,0,0
struct_raw_fbraw_k8_a4_w0.35,67,id04,3,4.197001935268365,5.957402257387231,-1.7604003221188655,0.1206042634322172,4.561675425880761,0.029448664787711083,0,1
struct_raw_fbraw_k8_a4_w0.35,290,id08,1,4.7388361293835155,6.439885619841418,-1.701049490457902,0.1276377247440932,4.451750906901317,0.03781040027145432,64,54
struct_raw_fbraw_k8_a4_w0.35,52,id04,1,4.477108335719787,5.538923226692926,-1.0618148909731389,0.18767164325416202,4.475639905171,0.0396459570006885,38,123
struct_raw_fbraw_k8_a4_w0.35,286,id08,1,4.534519495750933,5.550213803663155,-1.0156943079122218,0.17867424106821078,4.527052064410756,0.03544404663081251,41,127
struct_raw_fbraw_k8_a4_w0.35,314,id08,2,4.604800848208798,5.485668557690447,-0.8808677094816488,0.10950097078374485,4.605639849783554,0.03516497871621705,32,127
struct_raw_fbraw_k8_a4_w0.35,300,id08,1,4.775832438136262,5.641275048469124,-0.8654426103328623,0.17886441976292364,4.587529509883595,0.036546792366595166,41,127
struct_raw_fbraw_k8_a4_w0.35,66,id04,3,3.8976017030362002,4.7540959158533775,-0.8564942128171773,0.07293883636936338,4.600176264954869,0.02950433173895395,1,1
struct_raw_fbraw_k8_a4_w0.65,290,id08,1,4.182907240129827,6.264844186970802,-2.0819369468409743,0.12289517970531923,4.337709247680973,0.044801677075657076,64,127
struct_raw_fbraw_k8_a4_w0.65,41,id04,1,2.9192337001575392,4.882121290214767,-1.9628875900572273,0.07633172286900625,4.404612487173937,0.05397503251583045,0,0
struct_raw_fbraw_k8_a4_w0.65,67,id04,3,3.6278146232889035,5.519088724638009,-1.8912741013491057,0.10959787670299767,4.387161554214585,0.053412529649466835,0,1
struct_raw_fbraw_k8_a4_w0.65,52,id04,1,3.9950052327042003,5.3862332892831875,-1.3912280565789872,0.1830836700399857,4.354885074538913,0.06425879350104759,38,123
struct_raw_fbraw_k8_a4_w0.65,286,id08,1,4.03026029921472,5.2133324216144885,-1.1830721223997687,0.1694980048423968,4.363249775718517,0.04602514930780159,41,127
struct_raw_fbraw_k8_a4_w0.65,273,id08,1,3.717022125669089,4.892499466402245,-1.1754773407331558,0.1570506290119554,4.368754398566522,0.04457124589393995,112,127
struct_raw_fbraw_k8_a4_w0.65,128,id05,2,4.718612893358723,5.864306570643823,-1.1456936772850996,0.08713767048001708,4.223962273825347,0.08351975737071833,1,124
struct_raw_fbraw_k8_a4_w0.65,132,id05,2,3.5780072618704146,4.7220992210085075,-1.144091959138093,0.07443954192440479,4.238621487262494,0.08816525067329287,70,62
struct_raw_fbraw_k8_a4_w1.00,290,id08,1,3.7790851270672183,6.133305807093175,-2.354220680025957,0.11873772374976473,4.083899454594215,0.05723926416642013,64,127
struct_raw_fbraw_k8_a4_w1.00,67,id04,3,3.2183335591982445,5.082829738089801,-1.8644961788915566,0.0988444049291408,4.0502952865838315,0.08137037198818188,0,1
struct_raw_fbraw_k8_a4_w1.00,41,id04,1,2.5017555703982532,4.3158844166317145,-1.8141288462334613,0.06019099627741376,4.012575815667874,0.08194101905029179,0,0
struct_raw_fbraw_k8_a4_w1.00,128,id05,2,4.827418821125109,6.464557194163408,-1.6371383730382991,0.10746224381637705,3.755133939421638,0.12557075321224911,1,124
struct_raw_fbraw_k8_a4_w1.00,52,id04,1,3.6260178375410583,5.251386274421809,-1.6253684368807506,0.18007413769678612,4.101532251333952,0.09297376941813319,38,123
struct_raw_fbraw_k8_a4_w1.00,273,id08,1,3.3902424593753775,4.891196620883875,-1.5009541615084974,0.15768117196915526,4.050549332255962,0.05887906002842017,112,121
struct_raw_fbraw_k8_a4_w1.00,132,id05,2,3.303590834047757,4.791506902375691,-1.4879160683279338,0.07204424202052225,3.7847446844311325,0.1334534168111444,70,62
struct_raw_fbraw_k8_a4_w1.00,38,id04,1,5.092902089530137,6.533473234565781,-1.4405711450356442,0.18592305156592545,3.990973484320749,0.09101788764361979,36,123
struct_raw_fbraw_k8_a12_w0.35,41,id04,1,3.9729524577058415,5.723567159102172,-1.750614701396331,0.10072454945029066,4.660857674584088,0.0201160123766654,0,124
struct_raw_fbraw_k8_a12_w0.35,67,id04,3,4.640893450832326,6.189507430161053,-1.548613979328727,0.12630575730513657,4.601760485636648,0.027305853652617985,0,127
struct_raw_fbraw_k8_a12_w0.35,290,id08,1,5.1650059736010165,6.54905198681764,-1.384046013216623,0.13022335909518867,4.469481772627219,0.03666186567524871,64,54
struct_raw_fbraw_k8_a12_w0.35,286,id08,1,4.899832528484025,5.717661483279832,-0.8178289547958064,0.18323649426853375,4.568171211196974,0.032591602673774395,41,126
struct_raw_fbraw_k8_a12_w0.35,52,id04,1,4.818316579297273,5.621683691022282,-0.8033671117250094,0.1904471376375587,4.498103360903631,0.03268274127706914,38,126
struct_raw_fbraw_k8_a12_w0.35,131,id05,2,4.059803776066259,4.819072302447442,-0.7592685263811827,0.1469250754155064,4.548209582754576,0.03255897383309305,13,4
struct_raw_fbraw_k8_a12_w0.35,66,id04,3,4.013857746101437,4.746307870734696,-0.7324501246332584,0.07193121307455971,4.652982309910236,0.024626757187663134,1,127
struct_raw_fbraw_k8_a12_w0.35,300,id08,1,5.142454474646365,5.861528949896471,-0.7190744752501059,0.18465650435886669,4.599757626761233,0.031915653566262706,41,127
struct_raw_fbraw_k8_a12_w0.65,41,id04,1,3.4051963771468388,5.358455392517451,-1.953259015370612,0.09019343292573127,4.5906855907991755,0.03320029966165916,0,0
struct_raw_fbraw_k8_a12_w0.65,67,id04,3,4.099598665210073,5.8946745714369415,-1.7950759062268684,0.11904132519052017,4.544914008690158,0.03264384676927852,0,1
struct_raw_fbraw_k8_a12_w0.65,290,id08,1,4.644306883911206,6.412323627082066,-1.7680167431708602,0.1269425047995855,4.442228934488671,0.03813855301322734,64,54
struct_raw_fbraw_k8_a12_w0.65,52,id04,1,4.397745643865399,5.516626165791782,-1.1188805219263829,0.18695280020891913,4.464927503205962,0.04292766853406971,38,123
struct_raw_fbraw_k8_a12_w0.65,286,id08,1,4.45069827726077,5.503633398307423,-1.0529351210466533,0.17740346855194306,4.5109324988695345,0.03685486032107772,41,127
struct_raw_fbraw_k8_a12_w0.65,314,id08,2,4.527144738556327,5.447585362910615,-0.9204406243542875,0.10884561791373258,4.588365644310567,0.03663037272924995,32,127
struct_raw_fbraw_k8_a12_w0.65,285,id08,1,4.368112580819323,5.26462713000368,-0.8965145491843565,0.11351261031070135,4.562169188253439,0.033412758385982816,32,127
struct_raw_fbraw_k8_a12_w0.65,300,id08,1,4.69177272407247,5.58164122373339,-0.8898684996609205,0.17725265190869915,4.579897629720449,0.037869974880975855,41,127
struct_raw_fbraw_k8_a12_w1.00,290,id08,1,4.256636442625506,6.289396953858098,-2.032760511232592,0.12361002622700054,4.363332913170681,0.04302487891983378,64,127
struct_raw_fbraw_k8_a12_w1.00,41,id04,1,2.9961345227986524,4.9696046824504485,-1.973470159651796,0.07887353792921382,4.447415303619194,0.04997989158233597,0,0
struct_raw_fbraw_k8_a12_w1.00,67,id04,3,3.7028699705184356,5.5874075692648,-1.8845375987463648,0.1113175869778181,4.423711877619306,0.04941855217250755,0,1
struct_raw_fbraw_k8_a12_w1.00,52,id04,1,4.060880932963849,5.409346828535109,-1.3484658955712598,0.18371959031524185,4.381242473322881,0.06015665408432107,38,123
struct_raw_fbraw_k8_a12_w1.00,286,id08,1,4.098547558974283,5.267563385366484,-1.1690158263922008,0.17097055741109113,4.39726354752348,0.04426163219497008,41,127
struct_raw_fbraw_k8_a12_w1.00,273,id08,1,3.773818648118596,4.8950749811536465,-1.1212563330350505,0.15703149933421998,4.403458201108897,0.042728505855425744,112,127
struct_raw_fbraw_k8_a12_w1.00,132,id05,2,3.625741751248473,4.71983586114591,-1.094094109897437,0.075265617600003,4.289425592913586,0.08169551265359978,70,62
struct_raw_fbraw_k8_a12_w1.00,285,id08,1,4.050798965928924,5.132320098502346,-1.081521132573422,0.11481651769471748,4.440767948047487,0.041439679740401955,32,127
struct_raw_fbraw_k8_a24_w0.35,41,id04,1,4.379993077287978,5.8941818410554525,-1.514188763767475,0.10557235328603769,4.6723353025483965,0.020248659605800846,0,124
struct_raw_fbraw_k8_a24_w0.35,67,id04,3,5.019731269768548,6.3298170497221635,-1.3100857799536154,0.12967090133803424,4.609152542691674,0.02710823795523167,0,127
struct_raw_fbraw_k8_a24_w0.35,290,id08,1,5.520113186631001,6.620536615158189,-1.100423428527188,0.13178193386858136,4.467215442075213,0.03612628819441199,64,126
struct_raw_fbraw_k8_a24_w0.35,131,id05,2,4.227335596708189,4.880024105078984,-0.6526885083707956,0.1527400122568997,4.555951386410517,0.033096389838557096,13,4
struct_raw_fbraw_k8_a24_w0.35,286,id08,1,5.184908421718145,5.815048385586901,-0.6301399638687561,0.1858810669431002,4.579639470416925,0.03229842078468664,41,126
struct_raw_fbraw_k8_a24_w0.35,66,id04,3,4.131146304159054,4.746993967360814,-0.6158476632017607,0.07150368020061863,4.666702803996438,0.023557313282888633,1,127
struct_raw_fbraw_k8_a24_w0.35,52,id04,1,5.078044308981575,5.671496779236775,-0.5934524702552002,0.19218577569651304,4.498765864415377,0.0325681100965982,38,127
struct_raw_fbraw_k8_a24_w0.35,300,id08,1,5.428943278857638,5.994482667574999,-0.5655393887173616,0.18801770426274705,4.595435154646828,0.029310637991075705,41,127
struct_raw_fbraw_k8_a24_w0.65,41,id04,1,3.8390275747569644,5.652584812561017,-1.8135572378040523,0.09869172178582489,4.6519855377347845,0.021514512431187807,0,0
struct_raw_fbraw_k8_a24_w0.65,67,id04,3,4.514407012736315,6.131638823403374,-1.6172318106670582,0.12489838905179894,4.594971565092251,0.027390546094354977,0,127
struct_raw_fbraw_k8_a24_w0.65,290,id08,1,5.044470515613093,6.520777208698984,-1.476306693085891,0.12957835518964766,4.467577531500094,0.036938744551119715,64,54
struct_raw_fbraw_k8_a24_w0.65,286,id08,1,4.79880774080613,5.676645846796969,-0.8778381059908389,0.18212036509562476,4.560553179643462,0.032717252054812,41,126
struct_raw_fbraw_k8_a24_w0.65,52,id04,1,4.724798217676217,5.6010574409656115,-0.8762592232893942,0.18974111240122257,4.494988069046443,0.03276707734516791,38,126
struct_raw_fbraw_k8_a24_w0.65,131,id05,2,4.007693640857765,4.795310423702611,-0.7876167828448466,0.1445530981920608,4.540696382800921,0.03232865268789418,13,4
struct_raw_fbraw_k8_a24_w0.65,66,id04,3,3.978054943346842,4.747147668860089,-0.7690927255132469,0.07214513443843994,4.643287344690418,0.025085090289709355,1,127
struct_raw_fbraw_k8_a24_w0.65,300,id08,1,5.041018479920581,5.80666271818908,-0.7656442382684991,0.1832387257274395,4.598996042358991,0.03303208881277142,41,127
struct_raw_fbraw_k8_a24_w1.00,41,id04,1,3.4419644595150203,5.387673974281617,-1.9457095147665964,0.09104182134370237,4.598539101121213,0.03200175738161081,0,0
struct_raw_fbraw_k8_a24_w1.00,67,id04,3,4.135019065444379,5.918024527144014,-1.7830054616996351,0.11962398640575504,4.551453876677113,0.031445653526190734,0,1
struct_raw_fbraw_k8_a24_w1.00,290,id08,1,4.678716748374064,6.422486633172974,-1.74376988479891,0.1272009449492325,4.446017188295274,0.03801549573506245,64,54
struct_raw_fbraw_k8_a24_w1.00,52,id04,1,4.426773591248661,5.5249176219924045,-1.0981440307437431,0.18721850409307206,4.469152739879343,0.04169702670905176,38,123
struct_raw_fbraw_k8_a24_w1.00,286,id08,1,4.481313818576585,5.521037648976873,-1.0397238304002876,0.17787830364147522,4.517193515646142,0.03632580518722827,41,127
