new,base,sub_idx,target,target_idx,delta_y1,delta_y0,swing,support_label,support_delta,adverse_delta,p_y1_focus_mean,p_y1_subject,p_y1_nearest_hard085,swing_rank,pair
e172_tail_repair,e95,79,S4,6,-2.7865985160743075e-06,6.489289108774063e-07,3.4355274269517137e-06,1,-2.7865985160743075e-06,6.489289108774063e-07,0.56,0.56,0.56,22,e172_tail_repair_vs_e95
e172_tail_repair,e95,160,S1,3,5.106134439894732e-07,-2.870931870737107e-06,3.38154531472658e-06,0,-2.870931870737107e-06,5.106134439894732e-07,0.6822222222222222,0.6822222222222222,0.6822222222222222,23,e172_tail_repair_vs_e95
e172_tail_repair,e95,78,Q2,1,6.054605653760101e-07,-2.7539295029411295e-06,3.3593900683171397e-06,0,-2.7539295029411295e-06,6.054605653760101e-07,0.5622222222222222,0.5622222222222222,0.5622222222222222,24,e172_tail_repair_vs_e95
e172_tail_repair,e95,142,S1,3,1.2760941276614742e-07,-3.1888335268899226e-06,3.31644293965607e-06,0,-3.1888335268899226e-06,1.2760941276614742e-07,0.6822222222222222,0.6822222222222222,0.6822222222222222,25,e172_tail_repair_vs_e95
e174_partial_reopen,e172_tail_repair,205,S2,4,6.141980962222547e-07,-2.38203230786154e-06,2.9962304040837944e-06,0,-2.38203230786154e-06,6.141980962222547e-07,0.6511111111111111,0.6511111111111111,0.6511111111111111,1,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,204,S2,4,5.174442045794266e-07,-2.0713508772810686e-06,2.588795081860495e-06,0,-2.0713508772810686e-06,5.174442045794266e-07,0.6511111111111111,0.6511111111111111,0.6511111111111111,2,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,71,Q2,1,5.179959080328882e-07,-1.978137265287775e-06,2.496133173320663e-06,0,-1.978137265287775e-06,5.179959080328882e-07,0.5622222222222222,0.5622222222222222,0.5622222222222222,3,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,70,Q2,1,5.811510453100434e-07,-1.8180981335141106e-06,2.399249178824154e-06,0,-1.8180981335141106e-06,5.811510453100434e-07,0.5622222222222222,0.5622222222222222,0.5622222222222222,4,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,166,S1,3,4.280702300277455e-07,-1.9501131573645176e-06,2.378183387392263e-06,0,-1.9501131573645176e-06,4.280702300277455e-07,0.6822222222222222,0.6822222222222222,0.6822222222222222,5,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,213,S2,4,4.936512936909284e-07,-1.8032437863417477e-06,2.296895080032676e-06,0,-1.8032437863417477e-06,4.936512936909284e-07,0.6511111111111111,0.6511111111111111,0.6511111111111111,6,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,115,S2,4,-1.4410110127290717e-06,7.642133261355369e-07,2.2052243388646085e-06,1,-1.4410110127290717e-06,7.642133261355369e-07,0.6511111111111111,0.6511111111111111,0.6511111111111111,7,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,157,S1,3,4.4149686422240945e-07,-1.6903984728886863e-06,2.1318953371110958e-06,0,-1.6903984728886863e-06,4.4149686422240945e-07,0.6822222222222222,0.6822222222222222,0.6822222222222222,8,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,215,S2,4,4.533948958454889e-07,-1.635313317055877e-06,2.088708212901366e-06,0,-1.635313317055877e-06,4.533948958454889e-07,0.6511111111111111,0.6511111111111111,0.6511111111111111,9,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,159,S1,3,4.6110974703525035e-07,-1.5991021552416637e-06,2.060211902276914e-06,0,-1.5991021552416637e-06,4.6110974703525035e-07,0.6822222222222222,0.6822222222222222,0.6822222222222222,10,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,2,S3,5,3.47042448062337e-07,-1.6415919938787786e-06,1.9886344419411157e-06,0,-1.6415919938787786e-06,3.47042448062337e-07,0.6622222222222223,0.6622222222222223,0.6622222222222223,11,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,162,S1,3,4.132385599638434e-07,-1.486780267687417e-06,1.9000188276512604e-06,0,-1.486780267687417e-06,4.132385599638434e-07,0.6822222222222222,0.6822222222222222,0.6822222222222222,12,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,67,S2,4,-1.0674992294687413e-06,8.087770418884993e-07,1.8762762713572405e-06,1,-1.0674992294687413e-06,8.087770418884993e-07,0.43875420875420873,0.5151515151515151,0.15,13,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,152,S1,3,3.6734902000258785e-07,-1.4804693809697004e-06,1.8478184009722883e-06,0,-1.4804693809697004e-06,3.6734902000258785e-07,0.6822222222222222,0.6822222222222222,0.6822222222222222,14,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,4,S3,5,2.991613369957172e-07,-1.4442523452088249e-06,1.7434136822045421e-06,0,-1.4442523452088249e-06,2.991613369957172e-07,0.6622222222222223,0.6622222222222223,0.6622222222222223,15,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,161,S3,5,3.351545735840971e-07,-1.3764265281566475e-06,1.7115811017407445e-06,0,-1.3764265281566475e-06,3.351545735840971e-07,0.7693801965230537,0.7959183673469388,0.85,16,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,9,S3,5,3.310346074725404e-07,-1.3741181201485376e-06,1.705152727621078e-06,0,-1.3741181201485376e-06,3.310346074725404e-07,0.6622222222222223,0.6622222222222223,0.6622222222222223,17,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,0,S3,5,3.0280993640534923e-07,-1.3256320714965598e-06,1.628442007901909e-06,0,-1.3256320714965598e-06,3.0280993640534923e-07,0.6622222222222223,0.6622222222222223,0.6622222222222223,18,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,212,Q3,2,-9.865986763877288e-07,6.185101476471492e-07,1.605108824034878e-06,1,-9.865986763877288e-07,6.185101476471492e-07,0.3963414634146341,0.4390243902439024,0.15,19,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,165,Q2,1,-9.50363114292926e-07,6.378156603602367e-07,1.5881787746531625e-06,1,-9.50363114292926e-07,6.378156603602367e-07,0.5622222222222222,0.5622222222222222,0.5622222222222222,20,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,106,Q2,1,-5.788353050945209e-07,1.0040631430729974e-06,1.5828984481675181e-06,1,-5.788353050945209e-07,1.0040631430729974e-06,0.5622222222222222,0.5622222222222222,0.5622222222222222,21,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,14,S3,5,3.0137197954803263e-07,-1.2097664825589304e-06,1.511138462106963e-06,0,-1.2097664825589304e-06,3.0137197954803263e-07,0.6622222222222223,0.6622222222222223,0.6622222222222223,22,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,152,Q2,1,-8.744270347710145e-07,5.752218883275134e-07,1.449648923098528e-06,1,-8.744270347710145e-07,5.752218883275134e-07,0.5622222222222222,0.5622222222222222,0.5622222222222222,23,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,157,S3,5,2.705860584840363e-07,-1.1168518320559936e-06,1.38743789054003e-06,0,-1.1168518320559936e-06,2.705860584840363e-07,0.7693801965230537,0.7959183673469388,0.85,24,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e172_tail_repair,10,S3,5,2.6507767131015277e-07,-1.1129100610404968e-06,1.3779877323506496e-06,0,-1.1129100610404968e-06,2.6507767131015277e-07,0.6622222222222223,0.6622222222222223,0.6622222222222223,25,e174_partial_reopen_vs_e172_tail_repair
e174_partial_reopen,e169_unrolled,190,Q2,1,-9.426855719895259e-07,1.7607916764074614e-06,2.7034772483969875e-06,1,-9.426855719895259e-07,1.7607916764074614e-06,0.5622222222222222,0.5622222222222222,0.5622222222222222,1,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,166,S2,4,-8.384745572758463e-07,1.688469551408873e-06,2.5269441086847192e-06,1,-8.384745572758463e-07,1.688469551408873e-06,0.7384656084656084,0.7142857142857143,0.85,2,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,157,S2,4,-7.636304214670669e-07,1.6290426860542542e-06,2.392673107521321e-06,1,-7.636304214670669e-07,1.6290426860542542e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,3,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,69,S1,3,-5.256288800800725e-07,1.8622574927419525e-06,2.387886372822025e-06,1,-5.256288800800725e-07,1.8622574927419525e-06,0.6822222222222222,0.6822222222222222,0.6822222222222222,4,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,153,S2,4,-6.765313948959215e-07,1.7094879754836003e-06,2.386019370379522e-06,1,-6.765313948959215e-07,1.7094879754836003e-06,0.7384656084656084,0.7142857142857143,0.85,5,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,207,S2,4,-6.291113519087954e-07,1.7453133594605828e-06,2.3744247113693784e-06,1,-6.291113519087954e-07,1.7453133594605828e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,6,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,155,S2,4,-7.379870879421332e-07,1.6262647548519788e-06,2.364251842794112e-06,1,-7.379870879421332e-07,1.6262647548519788e-06,0.7384656084656084,0.7142857142857143,0.85,7,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,208,S2,4,-6.680807851713956e-07,1.648739736611076e-06,2.3168205217824715e-06,1,-6.680807851713956e-07,1.648739736611076e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,8,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,163,S2,4,-8.27954646561903e-07,1.4675221471008066e-06,2.2954767936627096e-06,1,-8.27954646561903e-07,1.4675221471008066e-06,0.7384656084656084,0.7142857142857143,0.85,9,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,214,S2,4,-5.743225370247819e-07,1.719614599240923e-06,2.293937136265705e-06,1,-5.743225370247819e-07,1.719614599240923e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,10,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,209,S2,4,-6.572087068233185e-07,1.6260306928184777e-06,2.2832393996417963e-06,1,-6.572087068233185e-07,1.6260306928184777e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,11,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,152,S2,4,-8.356587841281206e-07,1.4466729608401913e-06,2.282331744968312e-06,1,-8.356587841281206e-07,1.4466729608401913e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,12,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,165,S2,4,-8.496075448989972e-07,1.3830763067153663e-06,2.2326838516143634e-06,1,-8.496075448989972e-07,1.3830763067153663e-06,0.7384656084656084,0.7142857142857143,0.85,13,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,37,Q3,2,9.524282520338038e-07,-1.2385338506153104e-06,2.190962102649114e-06,0,-1.2385338506153104e-06,9.524282520338038e-07,0.4930555555555555,0.7291666666666666,0.15,14,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,159,S2,4,-7.411854033670158e-07,1.4366937990956277e-06,2.1778792024626436e-06,1,-7.411854033670158e-07,1.4366937990956277e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,15,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,206,S2,4,-5.269957690212022e-07,1.631270326181346e-06,2.158266095202548e-06,1,-5.269957690212022e-07,1.631270326181346e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,16,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,248,S2,4,-1.471286318385572e-06,6.457275079151868e-07,2.1170138263007587e-06,1,-1.471286318385572e-06,6.457275079151868e-07,0.38824915824915823,0.3636363636363636,0.15,17,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,192,S2,4,9.146283597787353e-07,-1.1939735061432849e-06,2.1086018659220203e-06,0,-1.1939735061432849e-06,9.146283597787353e-07,0.6511111111111111,0.6511111111111111,0.6511111111111111,18,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,89,Q2,1,1.1196367266783953e-06,-9.096675479056999e-07,2.029304274584095e-06,0,-9.096675479056999e-07,1.1196367266783953e-06,0.5622222222222222,0.5622222222222222,0.5622222222222222,19,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,164,S2,4,-5.478011514822142e-07,1.4810095412133454e-06,2.0288106926955595e-06,1,-5.478011514822142e-07,1.4810095412133454e-06,0.7384656084656084,0.7142857142857143,0.85,20,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,154,S1,3,-4.580619845727821e-07,1.5374466257626855e-06,1.9955086103354677e-06,1,-4.580619845727821e-07,1.5374466257626855e-06,0.6822222222222222,0.6822222222222222,0.6822222222222222,21,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,110,Q1,0,1.079425406621188e-06,-9.082423144952984e-07,1.9876677211164862e-06,0,-9.082423144952984e-07,1.079425406621188e-06,0.4955555555555556,0.4955555555555556,0.4955555555555556,22,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,88,Q2,1,9.87730882495327e-07,-9.956089092993155e-07,1.9833397917946424e-06,0,-9.956089092993155e-07,9.87730882495327e-07,0.5622222222222222,0.5622222222222222,0.5622222222222222,23,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,139,Q2,1,7.68479554374059e-07,-1.1686636537290136e-06,1.9371432081030726e-06,0,-1.1686636537290136e-06,7.68479554374059e-07,0.5622222222222222,0.5622222222222222,0.5622222222222222,24,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e169_unrolled,159,Q1,0,1.0312861216253489e-06,-8.75619552949696e-07,1.906905674575045e-06,0,-8.75619552949696e-07,1.0312861216253489e-06,0.4955555555555556,0.4955555555555556,0.4955555555555556,25,e174_partial_reopen_vs_e169_unrolled
e174_partial_reopen,e166_raw,122,S2,4,6.278402912072727e-06,-1.4821035642589456e-06,7.760506476331673e-06,0,-1.4821035642589456e-06,6.278402912072727e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,1,e174_partial_reopen_vs_e166_raw
e174_partial_reopen,e166_raw,121,S2,4,5.587907497559362e-06,-1.6244261795624723e-06,7.212333677121834e-06,0,-1.6244261795624723e-06,5.587907497559362e-06,0.6511111111111111,0.6511111111111111,0.6511111111111111,2,e174_partial_reopen_vs_e166_raw
e174_partial_reopen,e166_raw,130,S1,3,-1.521578638913077e-07,6.699211479903917e-06,6.851369343795225e-06,1,-1.521578638913077e-07,6.699211479903917e-06,0.6822222222222222,0.6822222222222222,0.6822222222222222,3,e174_partial_reopen_vs_e166_raw
e174_partial_reopen,e166_raw,129,S1,3,-1.3429820992617065e-07,6.468932901990243e-06,6.603231111916414e-06,1,-1.3429820992617065e-07,6.468932901990243e-06,0.6822222222222222,0.6822222222222222,0.6822222222222222,4,e174_partial_reopen_vs_e166_raw
e174_partial_reopen,e166_raw,193,Q3,2,4.794104033000909e-06,-1.335350900268008e-06,6.129454933268917e-06,0,-1.335350900268008e-06,4.794104033000909e-06,0.6,0.6,0.6,5,e174_partial_reopen_vs_e166_raw
e174_partial_reopen,e166_raw,134,S1,3,-1.7815024204180716e-07,5.697108760402461e-06,5.875259002444268e-06,1,-1.7815024204180716e-07,5.697108760402461e-06,0.6822222222222222,0.6822222222222222,0.6822222222222222,6,e174_partial_reopen_vs_e166_raw
e174_partial_reopen,e166_raw,195,Q3,2,4.524371102177658e-06,-1.2968597625151775e-06,5.821230864692835e-06,0,-1.2968597625151775e-06,4.524371102177658e-06,0.6,0.6,0.6,7,e174_partial_reopen_vs_e166_raw
