basename,target,feature,actual_abs_weighted_mean,actual_signed_weighted_mean,abs_z_worst_abs,abs_z_max_abs,signed_z_worst_abs,signed_z_max_abs,abs_worst_mode_dominance,signed_worst_mode_dominance,row_abs_z,subject_abs_z,dateblock_abs_z,row_signed_z,subject_signed_z,dateblock_signed_z,source,family,human_story
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,calendar__lifelog_dom,-0.02464383676291334,-0.07977951184779467,0.2626560389144425,1.3957142438214185,0.2319698632364691,0.5091637179761208,0.6015625,0.546875,1.3957142438214185,-0.2626560389144425,0.3628568947629609,-0.4303111824842039,-0.5091637179761208,0.2319698632364691,calendar,calendar,lifelog_dom
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,cash__pay20_post3_late_shopping,-0.08073313166540055,0.034186418470484446,0.7058921155446091,1.3700194569772624,0.22962692502739382,0.9968104348431818,0.765625,0.59375,-0.7945046455502696,0.7058921155446091,1.3700194569772624,0.22962692502739382,0.7318049017875031,0.9968104348431818,cashflow,post_pay_spend,After anchor 20: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,hstory__outdoor_nature_day,-0.07591933038178324,-0.036849889063761784,0.5505001123149079,1.4024786644149103,0.22478612128202796,0.6852119837080305,0.7421875,0.578125,-0.5505001123149079,-1.4024786644149103,-1.0531966816826088,-0.22478612128202796,-0.3814776732009983,-0.6852119837080305,human_social,environment,Outdoor/nature ambience and movement.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,cash__pay10_post3_late_shopping,0.09829917252133723,-0.02796003341977079,0.4368517837572212,0.9594160071044971,0.22184954782384628,0.4185164628561411,0.671875,0.578125,-0.5615722269662489,0.9594160071044971,0.4368517837572212,-0.22184954782384628,-0.22279132418417108,-0.4185164628561411,cashflow,post_pay_spend,After anchor 10: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,cash__paymonth_start_post3_spend_outing,0.03245091226568264,0.04229298342723464,0.018587829286005993,0.040617641562648646,0.22086601607112633,0.3150139959190973,0.515625,0.5703125,-0.040617641562648646,0.035827901226331615,-0.018587829286005993,0.3150139959190973,0.2716979002850162,-0.22086601607112633,cashflow,post_pay_spend,First 3 days after anchor month_start: spending/social outing state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,hstory__presleep_msg_drag,-0.028206452936116736,-0.03553669436068335,0.1775663780677866,1.0664899923005127,0.2205362754985659,0.6531355787435693,0.5546875,0.546875,-1.0664899923005127,-0.48301298333310955,-0.1775663780677866,-0.2205362754985659,-0.42854257679858704,-0.6531355787435693,human_social,social_overstim,Presleep messaging plus repeated phone checks.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,episode__badnight_aftereffect,-0.1794266064064033,0.003929504980219985,0.6609391650803983,1.0844987407635722,0.21946373501411728,0.9767577987817999,0.75,0.5859375,0.6609391650803983,1.0844987407635722,0.6674887973462581,0.6093440013443411,0.9767577987817999,0.21946373501411728,episode,badnight_aftereffect,morning-after bad-night trace and recovery debt visible in next-day diary
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,hstory__app_entropy_scattered_day,-0.04971879218544804,-0.05438067231945762,0.842364058634506,1.3771835485742925,0.2125798251440441,0.5253607230217727,0.84375,0.5859375,-1.303905164694904,-1.3771835485742925,-0.842364058634506,-0.5253607230217727,-0.5204879677140202,-0.2125798251440441,human_social,routine_break,Attention spread across many apps during the day.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,e280__phone_in_bed,-0.29494845449680157,-0.06749596646364056,0.13496798624779863,0.8786948240871688,0.20689026194777646,0.4172793941696124,0.5234375,0.5859375,-0.7634973490573195,-0.8786948240871688,0.13496798624779863,-0.39474385497793835,-0.4172793941696124,0.20689026194777646,human_social,bedtime_phone,Screen use while phone is charging at presleep.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,e280__single_app_monotony,0.23429620106012505,-0.015036971330697632,0.7644394676650476,1.343435503078134,0.20627121711770482,0.889200977081247,0.7890625,0.5390625,1.343435503078134,1.0760130282689766,0.7644394676650476,-0.20627121711770482,-0.46324328632669726,-0.889200977081247,human_social,routine_calendar,One dominant app or ritual dominates the day.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,episode__measurement_wear_confidence,-0.07071839063998368,-0.04756422229721655,1.0025412683489991,1.644425789317316,0.20320939073464855,0.9530244014730211,0.8046875,0.609375,1.0025412683489991,-1.644425789317316,-1.5826366187515517,-0.45175942526033563,-0.9530244014730211,-0.20320939073464855,episode,measurement_wear_confidence,high sensor wear and dense measurement versus sparse sensor day
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,hstory__deepnight_phone_awake,0.20349618568660766,-0.00011327073635750873,0.8344676185441362,1.1531166085903488,0.2020687819981552,0.47051501685549385,0.78125,0.5703125,0.8344676185441362,0.9004370014637124,1.1531166085903488,-0.2020687819981552,-0.28171674894389126,-0.47051501685549385,human_social,sleep_fragment,Phone activity after midnight when the day should be winding down.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,hstory__low_hr_recovery,-0.004620156638531427,0.013357870230676772,0.1315819354444493,0.5280060548454334,0.19204332256622186,0.2773864742138171,0.5390625,0.5625,0.5280060548454334,0.4742112244664929,0.1315819354444493,0.2773864742138171,0.19204332256622186,0.20204495437882217,human_social,physiology_recovery,Low presleep heart rate and quiet charging.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,e280__weekend_ritual_rest,-0.001920504089826085,0.03444694599607256,0.8459742310972476,1.4995931732504095,0.19120888065921005,0.43077529547445187,0.828125,0.546875,-0.8459742310972476,-1.4995931732504095,-1.1269556409643566,0.38992836802983893,0.19120888065921005,0.43077529547445187,human_social,routine_calendar,Weekend routine/religion/charge and low mobility.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,e280__pay25_pre3_cash_stress,0.25637959778075053,0.0027683991625541485,0.205695549190376,0.5485181774452986,0.1787900837732899,0.2225604283767856,0.5703125,0.5390625,-0.205695549190376,-0.5485181774452986,-0.348740108044833,-0.1787900837732899,-0.2225604283767856,0.20264690295879995,cashflow,cognitive_money,Last 3 days before anchor 25: finance/checking stress.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,hstory__physical_fatigue,0.08842639258225302,0.052407256425470096,0.16938802248471976,0.8410545041309669,0.17840311305068493,0.53532795316295,0.5625,0.609375,0.8247120030307074,-0.16938802248471976,-0.8410545041309669,0.53532795316295,0.49767210617685526,0.17840311305068493,human_social,physical_fatigue,High steps/distance/calories and heart activity.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,e280__outdoor_nature_day,-0.010264993348908574,-0.019100369398202588,0.34605294600738234,1.617029274375107,0.17482546226358417,0.5019996003469402,0.671875,0.53125,-0.34605294600738234,-1.617029274375107,-1.054945945767078,-0.17482546226358417,-0.30631590752871724,-0.5019996003469402,human_social,mobility_context,Outdoor/nature ambience and movement.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,hstory__afterwork_recovery,-0.18264746624701014,-0.04867441355244222,0.7597364179438391,1.8018784515085693,0.17395456703963474,0.5434674001384128,0.7578125,0.5703125,-0.7597364179438391,-1.6045680115931824,-1.8018784515085693,-0.5434674001384128,-0.4179775680893999,-0.17395456703963474,human_social,workday_commute,Commute signal followed by quiet/charging at night.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,e280__morning_after_badnight,-0.2388493272898791,0.006793343738742509,0.37832203252700297,1.329531082058611,0.1665760527654587,1.0452458517643963,0.6640625,0.5390625,0.37832203252700297,1.329531082058611,0.6817046664778262,0.8791629993004144,1.0452458517643963,0.1665760527654587,human_social,diary_global,High morning heart/mobility after a possibly fragmented night.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,episode__measurement_wear_confidence,-0.08369333168832573,-0.006608233745209578,0.3602790292156932,0.8101450989194062,0.1651733850364376,0.4158765812643546,0.6328125,0.5703125,0.3602790292156932,0.8101450989194062,-0.43956964515027336,0.1912623460299775,0.4158765812643546,-0.1651733850364376,episode,measurement_wear_confidence,high sensor wear and dense measurement versus sparse sensor day
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,cash__pay25_pre7_budget_squeeze,-0.05507097306980153,-0.038134052992109466,0.2547460423265682,1.104941886649845,0.1643563698541605,0.5407080417383833,0.6640625,0.5703125,-1.104941886649845,-0.7096170799673847,0.2547460423265682,-0.3587053684800724,-0.1643563698541605,0.5407080417383833,cashflow,pre_pay_stress,Week before anchor 25: budget squeeze and late money rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,cash__paymonth_start_post7_spend_outing,0.03279488806406501,0.020627575375801618,0.22398377516486126,2.022112254622343,0.16316658094247774,0.21771385152919445,0.6015625,0.5625,-0.22398377516486126,2.0029482387813653,2.022112254622343,0.195149627628763,0.16316658094247774,0.21771385152919445,cashflow,post_pay_spend,First week after anchor month_start: broader spending/social state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,cash__paymonth_start_post3_relief_home,-0.04455312108949606,-0.01089233790048896,0.3511101549220474,1.2312594029877166,0.16268008811724272,0.28354597143800114,0.5703125,0.5546875,-0.7715212661353691,-1.2312594029877166,-0.3511101549220474,-0.17184072998658753,-0.28354597143800114,0.16268008811724272,cashflow,post_pay_relief,After anchor month_start: money available but quiet home/charging routine.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,calendar__pre25_cash_window,-0.12581787318027576,-0.03769846682165226,0.012040558204792811,1.0803265458783822,0.15733866954354253,0.35765047021894725,0.515625,0.5546875,-1.0803265458783822,0.012040558204792811,0.7977939921033309,-0.35765047021894725,-0.15733866954354253,0.19612360566447956,calendar,cashflow_calendar,pre25 cash window
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,calendar__subject_order,1.0358785415543266,0.15762166377810766,0.37039764193504304,1.3352003924381577,0.14912581973644717,0.41817371963331834,0.671875,0.6015625,-0.7977174881969262,0.37039764193504304,1.3352003924381577,0.36163169148119145,0.41817371963331834,0.14912581973644717,calendar,calendar,subject_order
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,e280__afterwork_recovery,-0.24737095953846797,-0.030297011420186627,0.5606002805681106,1.7432179581333278,0.1488862103312783,0.48968822660134903,0.671875,0.5546875,-0.5606002805681106,-1.5223056237929886,-1.7432179581333278,-0.48968822660134903,-0.3826230888113662,-0.1488862103312783,human_social,mobility_context,Commute signal followed by quiet/charging at night.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,calendar__month_end_bill_window,-0.2084927061947517,-0.04023192142834025,0.4364540807276857,1.098142239206095,0.1429996036382529,0.3502848982471038,0.6640625,0.5546875,0.4364540807276857,1.098142239206095,0.7947200408015684,0.33513568878201133,0.3502848982471038,0.1429996036382529,calendar,cashflow_calendar,month end bill window
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,hstory__presleep_msg_drag,-0.029330408491392176,-0.019899304152026988,0.18824724958083183,0.9606738457453989,0.14059293779227322,0.19494135470546206,0.53125,0.546875,-0.9606738457453989,-0.18824724958083183,0.49896309610738476,-0.19494135470546206,-0.14059293779227322,0.1437219490364881,human_social,social_overstim,Presleep messaging plus repeated phone checks.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,cash__paymonth_start_post7_spend_outing,0.06808493731146106,0.06415325354499778,0.12636918705863084,0.8428931271113134,0.1353421784236004,0.52770768354395,0.578125,0.546875,0.12636918705863084,0.7030050441162738,-0.8428931271113134,0.1353421784236004,0.52770768354395,-0.22005234150339892,cashflow,post_pay_spend,First week after anchor month_start: broader spending/social state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,cash__pay10_pre3_cash_stress,0.21484753798957973,0.10314322984690626,0.17365259364259308,0.7879507331975312,0.13339702866643213,0.45317382247909144,0.5,0.5390625,-0.17365259364259308,0.6233898366899062,0.7879507331975312,0.13339702866643213,0.22913067779404686,0.45317382247909144,cashflow,pre_pay_stress,Last 3 days before anchor 10: finance/checking stress.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,hstory__sensor_sparse_day,-0.18242698823699713,-0.05931586619880938,0.2617558807056768,1.150138134889989,0.13102771469471,0.4642989687249376,0.6015625,0.578125,-0.8173658122287134,-1.150138134889989,0.2617558807056768,-0.2632329623979336,-0.4642989687249376,0.13102771469471,human_social,measurement_state,Sparse sensor counts that may encode phone/watch availability.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,hstory__finance_shopping_stress,-0.06703705004549435,0.03724541923961846,0.38429027260841403,0.7569039900473132,0.12408977048331468,0.23232637361664424,0.65625,0.53125,-0.7569039900473132,-0.4445996778779773,-0.38429027260841403,0.23232637361664424,0.12408977048331468,-0.1499334412188324,human_social,cognitive_load,Money or shopping attention late in the day.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,calendar__post25_relief_window,-0.1162629882753902,-0.08336962774731795,0.005659754804525097,0.9689699237601316,0.11924058448416748,0.9782370268590369,0.5390625,0.5546875,0.9689699237601316,-0.35134139789016666,0.005659754804525097,-0.9782370268590369,-0.91829156732309,0.11924058448416748,calendar,cashflow_calendar,post25 relief window
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,e280__app_entropy_scattered_day,-0.2296900873232115,-0.03320494045201053,0.8427516728920432,1.4384052112305818,0.11679899212582104,0.44858845185843893,0.8515625,0.546875,-1.398717499308923,-1.4384052112305818,-0.8427516728920432,-0.44858845185843893,-0.4176868139389058,-0.11679899212582104,human_social,routine_calendar,Attention spread across many apps during the day.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,e280__low_hr_recovery,-0.06925740292657259,-0.005133047052303971,0.02588106254479282,0.10059331299501409,0.11607544519890163,0.24037725169696825,0.5234375,0.5234375,0.02588106254479282,0.058853891444388316,0.10059331299501409,0.2050185154796211,0.11607544519890163,0.24037725169696825,human_social,physiology_activity,Low presleep heart rate and quiet charging.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,cash__pay15_post7_spend_outing,0.20218795963683672,-0.02563980454075094,0.032437810473145506,1.0272085324951155,0.1132626405036339,0.3399827254338691,0.5625,0.5234375,0.6230423835861834,0.032437810473145506,1.0272085324951155,-0.1132626405036339,-0.2738648073623671,-0.3399827254338691,cashflow,post_pay_spend,First week after anchor 15: broader spending/social state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,hstory__game_dopamine_late,-0.06942299660898169,0.03430464343811994,0.0150843209196938,0.6482561663132482,0.11007710093273373,0.5733498020668466,0.5078125,0.5546875,-0.0150843209196938,0.47049924087384737,0.6482561663132482,0.5733498020668466,0.11007710093273373,-0.5491641577297824,human_social,media_binge,Late games with screen exposure.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,e280__pay25_pre3_cash_stress,1.0788528300081057,0.06713471246413388,0.5273202584087625,3.939718822841179,0.10840429187001732,0.4112645861991134,0.7109375,0.5078125,3.939718822841179,-0.9224970232396086,-0.5273202584087625,-0.10840429187001732,0.14562751529210977,0.4112645861991134,cashflow,cognitive_money,Last 3 days before anchor 25: finance/checking stress.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,hstory__home_stability,-0.02771243164543274,0.013800362463510917,0.37253356979788327,1.1518143705362986,0.10336057395822205,0.2975843586726371,0.640625,0.5234375,-1.1518143705362986,-0.37253356979788327,-0.5691973514256364,-0.1066258001581003,-0.10336057395822205,0.2975843586726371,human_social,routine_anchor,"Low GPS range, stable WiFi, charge, and low public ambience."
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,hstory__low_hr_recovery,-0.1447195338204187,-0.009263168024857334,0.6583233664183705,1.4178731394534296,0.1028313597838273,0.38502080919586207,0.75,0.5234375,-1.4178731394534296,-1.0155838410255666,-0.6583233664183705,-0.16866052364969414,0.1028313597838273,0.38502080919586207,human_social,physiology_recovery,Low presleep heart rate and quiet charging.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,e280__paymonth_start_post3_late_shopping,1.2408149043201135,0.08948962228630064,0.21683222477290928,5.191822858852631,0.10190090921380227,0.5540027587061365,0.5859375,0.515625,5.191822858852631,0.23157724287067047,-0.21683222477290928,0.5540027587061365,0.5525036848612441,-0.10190090921380227,cashflow,cognitive_money,After anchor month_start: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,e280__paymonth_start_post3_late_shopping,0.4555972006656277,0.18219259012072475,0.4715856747921803,0.7386680758454529,0.1011747607155489,0.2486273229868773,0.6484375,0.59375,-0.7225591490549965,0.7386680758454529,-0.4715856747921803,0.11970638859269313,0.1011747607155489,-0.2486273229868773,cashflow,cognitive_money,After anchor month_start: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,hstory__late_msg_call,0.08759193679465953,-0.01856159653177398,1.5957566307291449,1.847477956013282,0.10076114852137347,1.2187993282472749,0.9375,0.546875,1.6197648576600447,1.5957566307291449,1.847477956013282,-0.10076114852137347,-0.37787823248691726,-1.2187993282472749,human_social,social_overstim,Late Kakao/message/call load before sleep.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,cash__pay20_pre7_budget_squeeze,0.3080644254550468,-0.026579978478813913,0.05207265260160867,0.6264963518149357,0.09787757267274341,0.43222266841423934,0.5078125,0.5703125,0.6264963518149357,-0.05207265260160867,0.07411589791937044,-0.43222266841423934,-0.41305747914103724,0.09787757267274341,cashflow,pre_pay_stress,Week before anchor 20: budget squeeze and late money rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,cash__payeom_pre3_cash_stress,-0.1969012380937841,-0.037070792799314405,0.3365682431045908,0.9352495233393952,0.09773217049537414,0.3653096056070901,0.5625,0.6171875,-0.3365682431045908,0.48929668886342337,0.9352495233393952,0.09773217049537414,0.2125290105367163,0.3653096056070901,cashflow,pre_pay_stress,Last 3 days before anchor eom: finance/checking stress.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,e280__payeom_post3_late_shopping,0.6641324027201129,0.09712849751671877,0.5142698982921617,1.340091888847504,0.09114485411665948,0.40063201720802144,0.6875,0.515625,1.340091888847504,0.5142698982921617,0.744565385019732,0.40063201720802144,0.2503402940352417,0.09114485411665948,cashflow,cognitive_money,After anchor eom: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,hstory__high_sensor_wear_day,0.14617743174335462,0.0632453295101592,0.18665292650558424,0.5862180623810814,0.08790934954117702,0.34718148747804056,0.578125,0.546875,-0.18665292650558424,0.4308628963743632,-0.5862180623810814,0.08790934954117702,0.34718148747804056,-0.19106721313582,human_social,measurement_state,Dense wearable and phone sensing.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,cash__pay10_post3_relief_home,0.2887182868888759,0.12720611587886607,0.11174636917811456,1.0053548481877963,0.08758555311068363,0.4901242627088236,0.515625,0.53125,-0.11174636917811456,0.3931483686213866,-1.0053548481877963,0.2950212930554557,0.4901242627088236,-0.08758555311068363,cashflow,post_pay_relief,After anchor 10: money available but quiet home/charging routine.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,cash__eom_bill_anxiety,-0.0647825695954781,0.016012793782662266,0.5268783792168001,1.880637090217212,0.0868349572721068,0.7258003973302295,0.6875,0.5546875,1.880637090217212,0.5268783792168001,0.9037693985108136,0.34781697968469627,0.0868349572721068,0.7258003973302295,cashflow,bill_cycle,End-of-month bill/card anxiety: late finance/search near month end.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,episode__cashflow_stress,0.41827112692983953,0.0785421168617696,0.015951365059729227,1.038812864548571,0.08214111804031635,0.7871088182434467,0.5078125,0.546875,-0.015951365059729227,-0.04052821757258988,1.038812864548571,0.08214111804031635,0.2801552783599142,0.7871088182434467,episode,cashflow_stress,"money rumination, budget squeeze, bill anxiety, late shopping/finance arousal"
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,cash__pay25_post7_spend_outing,-0.19635086982328326,-0.0097140882979107,0.3997471016742103,1.2746981656031435,0.0814158809561738,0.5443173599513983,0.671875,0.5390625,0.3997471016742103,0.5762742817430715,1.2746981656031435,0.5068627290309234,0.5443173599513983,0.0814158809561738,cashflow,post_pay_spend,First week after anchor 25: broader spending/social state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,cash__pay20_near7_calendar_only,0.2831245816401242,-0.023375035734888902,0.5316926196164267,1.590575048065744,0.08009896160506667,0.6190993697031584,0.6953125,0.5234375,1.205145474518256,-1.590575048065744,-0.5316926196164267,-0.5016999901789257,-0.6190993697031584,-0.08009896160506667,cashflow,calendar_only,Near anchor 20: pure monthly-cycle calendar state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,Q1,cash__pay15_near7_calendar_only,0.30304490239683624,0.02411801441722131,0.005723200743290687,0.4505262530925087,0.07808359137812262,0.25784720255469934,0.53125,0.546875,-0.03350132805884985,0.4505262530925087,-0.005723200743290687,-0.25784720255469934,-0.07808359137812262,-0.10431355160469813,cashflow,calendar_only,Near anchor 15: pure monthly-cycle calendar state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,cash__pay20_near3_money_rumination,0.10343135030383345,-0.034423332088742216,0.6309042696052192,1.4683274066568548,0.07785938344101763,0.4078077852269404,0.7578125,0.5390625,0.6309042696052192,-1.2131584445291228,-1.4683274066568548,-0.4078077852269404,-0.280604467834098,-0.07785938344101763,cashflow,cashflow_transition,Near anchor 20: finance/shopping/search rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,episode__physiology_strain,0.2101474162457431,0.022720301159745396,0.5787831128713634,2.2797985010714017,0.0769657471701092,0.3410882708214239,0.7109375,0.515625,2.2797985010714017,0.8228651614914178,0.5787831128713634,0.3410882708214239,0.08593241255646297,-0.0769657471701092,episode,physiology_strain,"late heart stress, fatigue, overtraining, sedentary screen load"
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,hstory__single_app_monotony,0.049846241698742744,-0.0021731484722537697,0.7517885420539794,1.2407429464438566,0.07411676478399183,0.6910580719715685,0.7890625,0.5,1.2407429464438566,1.039830075935326,0.7517885420539794,-0.07411676478399183,-0.3080892525455085,-0.6910580719715685,human_social,routine_anchor,One dominant app or ritual dominates the day.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,hstory__music_ambient_late,-0.0547130882680625,0.03791658139826841,0.8403071346479885,2.2148974792870804,0.07147704483706904,0.5280585285081569,0.8125,0.5078125,-0.8403071346479885,1.019983218526991,2.2148974792870804,0.31170959673950244,0.5280585285081569,-0.07147704483706904,human_social,media_binge,Music ambience late or deepnight.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S3,cash__pay25_post3_late_shopping,-0.05645417682287854,-0.06934451004934987,0.16058105011558252,1.456613558027998,0.0705799960245253,0.7682323938804501,0.5546875,0.5390625,1.456613558027998,0.16058105011558252,0.3362500122777455,-0.7682323938804501,-0.6545382842803633,0.0705799960245253,cashflow,post_pay_spend,After anchor 25: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,cash__paymonth_start_post3_late_shopping,-0.13606002874321058,0.010384004242250151,0.3296097287170817,0.6202592539388584,0.07005627062133406,0.35671017219336143,0.6171875,0.515625,-0.6202592539388584,0.3623743256519565,-0.3296097287170817,0.2592493134606196,0.35671017219336143,-0.07005627062133406,cashflow,post_pay_spend,After anchor month_start: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,S1,cash__pay20_post7_spend_outing,-0.03479543806582193,-0.04703966485984448,0.21863248727247336,1.0025400279249368,0.0696572408288653,1.1715668583158527,0.5859375,0.515625,1.0025400279249368,-0.21863248727247336,0.9591070103383326,-0.0696572408288653,-0.14064344883676225,-1.1715668583158527,cashflow,post_pay_spend,First week after anchor 20: broader spending/social state.
