subject_id,sleep_date,lifelog_date,global_test_index,test_day_index,days_after_train,move_Q1,abs_move_Q1,move_Q2,abs_move_Q2,move_Q3,abs_move_Q3,move_S1,abs_move_S1,move_S2,abs_move_S2,move_S3,abs_move_S3,move_S4,abs_move_S4,mean_abs_move,max_abs_move,dominant_target,mean_abs_mixmin_raw05_distance
id01,2024-08-02,2024-08-01,2,2,-30,-0.009260304616152099,0.009260304616152099,0.0,0.0,0.020446638810580287,0.020446638810580287,-0.010664014990400539,0.010664014990400539,0.02050563377090059,0.02050563377090059,0.012123687929300409,0.012123687929300409,-0.012935966844499991,0.012935966844499991,0.012276606708833416,0.02050563377090059,S2,0.011566826288956516
id09,2024-09-11,2024-09-10,220,19,7,0.011796037674220994,0.011796037674220994,0.014371090557228183,0.014371090557228183,-0.007384879419953305,0.007384879419953305,-0.0191049181279086,0.0191049181279086,-0.01448613396490206,0.01448613396490206,0.01851469528591576,0.01851469528591576,0.0,0.0,0.012236822147161272,0.0191049181279086,S1,0.01334720354963386
id03,2024-08-20,2024-08-19,62,3,-24,0.01448149337214022,0.01448149337214022,0.00827236947244403,0.00827236947244403,-0.015037624063237831,0.015037624063237831,-0.013331342869182805,0.013331342869182805,0.009051827756021813,0.009051827756021813,0.020339081336249676,0.020339081336249676,-0.0045795931115570065,0.0045795931115570065,0.012156190282976197,0.020339081336249676,S3,0.012750821819014435
id07,2024-07-26,2024-07-25,164,12,-19,0.01961957319797203,0.01961957319797203,0.0,0.0,-0.01972480014923811,0.01972480014923811,0.009281685983486221,0.009281685983486221,-0.01604718907501812,0.01604718907501812,0.0,0.0,-0.020284937168729367,0.020284937168729367,0.012136883653491979,0.020284937168729367,S4,0.011358323015959229
id08,2024-09-20,2024-09-19,200,18,3,-0.01594365494927308,0.01594365494927308,0.0,0.0,0.013765234100703683,0.013765234100703683,0.011395745069417762,0.011395745069417762,-0.014597714814766682,0.014597714814766682,-0.013374241453382063,0.013374241453382063,-0.015583878660366868,0.015583878660366868,0.01209435272113002,0.01594365494927308,Q1,0.011590835217541241
id08,2024-09-10,2024-09-09,195,13,-7,-0.01887484142868362,0.01887484142868362,0.012052931756241558,0.012052931756241558,0.012753203162277293,0.012753203162277293,-0.011799389623061984,0.011799389623061984,-0.010803161618781476,0.010803161618781476,0.018002813459521372,0.018002813459521372,0.0,0.0,0.012040905864081044,0.01887484142868362,Q1,0.012981290855287483
id01,2024-09-10,2024-09-09,21,21,9,-0.01573746517624469,0.01573746517624469,0.0,0.0,0.018357233924711225,0.018357233924711225,-0.015049046060191473,0.015049046060191473,0.01244172769802665,0.01244172769802665,0.013897595258133721,0.013897595258133721,-0.008288615073638594,0.008288615073638594,0.011967383312992337,0.018357233924711225,Q3,0.011042785883259163
id04,2024-09-27,2024-09-26,93,13,-30,-0.004892331714760889,0.004892331714760889,-0.012516051611042855,0.012516051611042855,0.010637890429246788,0.010637890429246788,0.005606994372356566,0.005606994372356566,-0.00950518426796576,0.00950518426796576,0.02050864393458096,0.02050864393458096,0.019623475662287282,0.019623475662287282,0.01189865314174873,0.02050864393458096,S3,0.01359925662043776
id08,2024-09-11,2024-09-10,196,14,-6,-0.01011360773266523,0.01011360773266523,0.015207871180638599,0.015207871180638599,0.015842897603280615,0.015842897603280615,0.015115111699654626,0.015115111699654626,0.0,0.0,-0.006963201584877843,0.006963201584877843,-0.019545235279950224,0.019545235279950224,0.011826846440152448,0.019545235279950224,S4,0.013261433353548497
id04,2024-10-24,2024-10-23,101,21,-3,0.006099301033420823,0.006099301033420823,-0.01507044810615299,0.01507044810615299,0.01098119020001087,0.01098119020001087,0.0,0.0,-0.011820654204019676,0.011820654204019676,-0.018157744343839655,0.018157744343839655,-0.020454313013027248,0.020454313013027248,0.011797664414353037,0.020454313013027248,S4,0.010519733922921048
id10,2024-09-21,2024-09-20,244,16,6,0.01816417304591167,0.01816417304591167,0.0,0.0,-0.019805980230698572,0.019805980230698572,0.0,0.0,0.01643131567241002,0.01643131567241002,0.012508819517620229,0.012508819517620229,0.015285918425965161,0.015285918425965161,0.011742315270372236,0.019805980230698572,Q3,0.012000303843261537
id02,2024-10-07,2024-10-06,50,23,9,-0.015568100761647802,0.015568100761647802,-0.013920917949939104,0.013920917949939104,0.01154329959644318,0.01154329959644318,-0.02052138096737688,0.02052138096737688,0.0,0.0,0.009297784937202236,0.009297784937202236,0.011311994782848833,0.011311994782848833,0.011737639856494005,0.02052138096737688,S1,0.011201715842792762
id03,2024-10-04,2024-10-03,76,17,21,-0.0154700087158125,0.0154700087158125,0.0,0.0,-0.009713065978277813,0.009713065978277813,-0.0175590157346992,0.0175590157346992,0.019000683954327857,0.019000683954327857,0.020343478151537975,0.020343478151537975,0.0,0.0,0.011726607504950763,0.020343478151537975,S3,0.012022454295806525
id04,2024-09-25,2024-09-24,91,11,-32,-0.017366276513757828,0.017366276513757828,-0.016748283514531948,0.016748283514531948,0.010933062555807505,0.010933062555807505,-0.005871346518796838,0.005871346518796838,0.0,0.0,-0.009265320464252214,0.009265320464252214,-0.02049647554508688,0.02049647554508688,0.011525823587461887,0.02049647554508688,S4,0.011582127944612592
id09,2024-08-21,2024-08-20,214,13,-14,-0.013235833251487,0.013235833251487,0.0175147442141394,0.0175147442141394,0.006586316401569481,0.006586316401569481,0.0,0.0,0.01550321219423112,0.01550321219423112,0.01913999341489203,0.01913999341489203,0.008435951764973249,0.008435951764973249,0.011488007320184611,0.01913999341489203,S3,0.012793992254660325
id04,2024-09-26,2024-09-25,92,12,-31,-0.01296036038320969,0.01296036038320969,-0.014516461509333112,0.014516461509333112,0.011381402134716945,0.011381402134716945,-0.010048487477218204,0.010048487477218204,0.0,0.0,-0.015644136836495792,0.015644136836495792,0.01584052261373009,0.01584052261373009,0.011484481564957691,0.01584052261373009,S4,0.012234306856725845
id05,2024-10-11,2024-10-10,114,7,-35,0.02049353365408363,0.02049353365408363,0.017794101406716112,0.017794101406716112,0.020162263383096013,0.020162263383096013,0.0,0.0,0.006479233329008488,0.006479233329008488,0.010086115348393682,0.010086115348393682,-0.0051454375522730356,0.0051454375522730356,0.011451526381938708,0.02049353365408363,Q1,0.012786032681833343
id07,2024-07-25,2024-07-24,163,11,-20,-0.012341155382125601,0.012341155382125601,-0.008904865317972077,0.008904865317972077,-0.019868547127943836,0.019868547127943836,0.0,0.0,-0.009400151631043907,0.009400151631043907,0.014956901233988185,0.014956901233988185,-0.01382334209570485,0.01382334209570485,0.011327851826968351,0.019868547127943836,Q3,0.011384181623931674
id07,2024-07-24,2024-07-23,162,10,-21,-0.018195617374588968,0.018195617374588968,0.0,0.0,-0.01721197239319,0.01721197239319,0.014074459801868167,0.014074459801868167,-0.01581788486206004,0.01581788486206004,0.0,0.0,-0.01332669754465271,0.01332669754465271,0.01123237599662284,0.018195617374588968,Q1,0.010910555606209666
id03,2024-08-18,2024-08-17,60,1,-26,-0.005907482822880672,0.005907482822880672,0.010688682084860401,0.010688682084860401,-0.015465903056954056,0.015465903056954056,0.007303973916920059,0.007303973916920059,-0.008673433863950475,0.008673433863950475,0.02052369939482307,0.02052369939482307,-0.0099877174375948,0.0099877174375948,0.011221556082569075,0.02052369939482307,S3,0.011842933031584343
id05,2024-11-14,2024-11-13,122,15,-1,-0.012942896724023267,0.012942896724023267,0.007345096588928679,0.007345096588928679,0.019449002649802094,0.019449002649802094,0.0,0.0,0.0125006275405313,0.0125006275405313,0.00819861041197599,0.00819861041197599,0.017349098644927285,0.017349098644927285,0.011112190365741232,0.019449002649802094,Q3,0.010537619469085682
id09,2024-09-09,2024-09-08,218,17,5,-0.01947789631182184,0.01947789631182184,-0.007650301478341337,0.007650301478341337,-0.009026628971810224,0.009026628971810224,-0.015050228142942296,0.015050228142942296,-0.007241070237883784,0.007241070237883784,0.018903329730315055,0.018903329730315055,0.0,0.0,0.011049922124730648,0.01947789631182184,Q1,0.010474732850899076
id09,2024-08-15,2024-08-14,210,9,-20,0.0203691801078425,0.0203691801078425,0.0,0.0,-0.017350585026171816,0.017350585026171816,0.0,0.0,0.012613376116367148,0.012613376116367148,0.01835578657378345,0.01835578657378345,0.008550682913440966,0.008550682913440966,0.011034230105372269,0.0203691801078425,Q1,0.01135778257311473
id05,2024-11-17,2024-11-16,124,17,2,0.011488484907175467,0.011488484907175467,0.018481129514499373,0.018481129514499373,0.01914460016610553,0.01914460016610553,0.0,0.0,0.0,0.0,0.008635383765829202,0.008635383765829202,-0.0193493455962106,0.0193493455962106,0.01101413484997431,0.0193493455962106,S4,0.010937132769447895
id03,2024-09-21,2024-09-20,74,15,8,-0.013687629781487742,0.013687629781487742,0.007426059093361026,0.007426059093361026,-0.012885875966810567,0.012885875966810567,-0.017764998678524213,0.017764998678524213,0.02048991730165839,0.02048991730165839,0.0,0.0,0.004194919867903907,0.004194919867903907,0.010921342955677978,0.02048991730165839,S2,0.011779542768185948
id03,2024-08-19,2024-08-18,61,2,-25,-0.014443100226822492,0.014443100226822492,0.0,0.0,-0.013377217759062199,0.013377217759062199,-0.009845795670958668,0.009845795670958668,0.01304721300380901,0.01304721300380901,0.01791191940764758,0.01791191940764758,-0.0077019601422107925,0.0077019601422107925,0.010903886601501534,0.01791191940764758,S3,0.01100533151978209
id09,2024-09-05,2024-09-04,215,14,1,-0.019004691888783065,0.019004691888783065,0.017161595181589218,0.017161595181589218,-0.009958374432560313,0.009958374432560313,0.0,0.0,-0.013810112286446796,0.013810112286446796,0.011195901283877374,0.011195901283877374,0.005129750456338789,0.005129750456338789,0.010894346504227936,0.019004691888783065,Q1,0.012396392186131961
id03,2024-08-17,2024-08-16,59,0,-27,0.006739773883527422,0.006739773883527422,0.0033647995956442855,0.0033647995956442855,-0.01730615646948297,0.01730615646948297,0.005148320952141017,0.005148320952141017,-0.009864235661236842,0.009864235661236842,0.020408267226670218,0.020408267226670218,0.013316088047213487,0.013316088047213487,0.010878234547988034,0.020408267226670218,S3,0.010907949431257382
id09,2024-08-17,2024-08-16,212,11,-18,-0.0204785263053614,0.0204785263053614,0.0,0.0,-0.01961167356425253,0.01961167356425253,-0.02045225340611112,0.02045225340611112,0.0,0.0,0.015045433652713602,0.015045433652713602,0.0,0.0,0.010798269561205522,0.0204785263053614,Q1,0.012051087388739794
id01,2024-08-17,2024-08-16,13,13,-15,0.013311626407392141,0.013311626407392141,-0.01819308803873032,0.01819308803873032,-0.01923163632164049,0.01923163632164049,0.011991386614769284,0.011991386614769284,0.0,0.0,0.012807828239908225,0.012807828239908225,0.0,0.0,0.010790795088920066,0.01923163632164049,Q3,0.011821972165749919
id01,2024-07-31,2024-07-30,0,0,-32,-0.01520858021609961,0.01520858021609961,0.0,0.0,0.020363657168829596,0.020363657168829596,0.0,0.0,-0.019966270882208037,0.019966270882208037,0.012732007786540933,0.012732007786540933,-0.0068292254906355265,0.0068292254906355265,0.01072853450633053,0.020363657168829596,Q3,0.010462241217124088
id04,2024-10-30,2024-10-29,106,26,3,0.011465487781749828,0.011465487781749828,-0.01109032750125949,0.01109032750125949,0.015143413579987497,0.015143413579987497,0.0,0.0,-0.015489055589985812,0.015489055589985812,0.014915480519420488,0.014915480519420488,-0.006386972064658658,0.006386972064658658,0.010641533862437396,0.015489055589985812,S2,0.01171747796989932
id10,2024-08-23,2024-08-22,238,10,-23,0.0,0.0,0.011002379432972276,0.011002379432972276,-0.018129240783250178,0.018129240783250178,0.018568273661406176,0.018568273661406176,0.0,0.0,0.014153977312826305,0.014153977312826305,-0.012111141949034399,0.012111141949034399,0.010566430448498476,0.018568273661406176,S1,0.010465025350905124
id05,2024-10-18,2024-10-17,118,11,-28,0.0,0.0,0.017480091213378457,0.017480091213378457,0.01792023077495597,0.01792023077495597,-0.010108499215300715,0.010108499215300715,0.013080459365623104,0.013080459365623104,0.006964070202745698,0.006964070202745698,-0.008276256597661513,0.008276256597661513,0.010547086767095065,0.01792023077495597,Q3,0.010331067804500929
id07,2024-07-15,2024-07-14,153,1,-30,-0.020399385609893295,0.020399385609893295,-0.009910902440719627,0.009910902440719627,-0.014158016800608242,0.014158016800608242,0.0,0.0,-0.01253497353920241,0.01253497353920241,-0.009763352219004484,0.009763352219004484,-0.0070082725964423775,0.0070082725964423775,0.010539271886552919,0.020399385609893295,Q1,0.011612176106652486
id03,2024-08-25,2024-08-24,66,7,-19,0.0,0.0,0.0,0.0,-0.01818667169111199,0.01818667169111199,-0.009109641275980018,0.009109641275980018,-0.016241178281975577,0.016241178281975577,0.02031735568610199,0.02031735568610199,-0.009640237318216005,0.009640237318216005,0.010499297750483654,0.02031735568610199,S3,0.011870156861132316
id09,2024-09-22,2024-09-21,227,26,18,0.008032953808852605,0.008032953808852605,-0.006002976387639913,0.006002976387639913,-0.012081049161701718,0.012081049161701718,-0.01812340291939074,0.01812340291939074,-0.011729670963359862,0.011729670963359862,0.012751957846441786,0.012751957846441786,-0.004733867756760435,0.004733867756760435,0.010493696977735294,0.01812340291939074,S1,0.011888540304146655
id01,2024-08-04,2024-08-03,4,4,-28,0.0,0.0,-0.017895448077255183,0.017895448077255183,0.01679344863707355,0.01679344863707355,0.01310154241393513,0.01310154241393513,0.0,0.0,0.011968620291394005,0.011968620291394005,0.013404550488281708,0.013404550488281708,0.010451944272562796,0.017895448077255183,Q2,0.010616368169209855
id01,2024-08-12,2024-08-11,9,9,-20,-0.010626174872094496,0.010626174872094496,-0.008334335655726055,0.008334335655726055,0.01919572945971726,0.01919572945971726,-0.010112650611557583,0.010112650611557583,0.009239892257315807,0.009239892257315807,0.009477228818193795,0.009477228818193795,0.00615097917890739,0.00615097917890739,0.010448141550501769,0.01919572945971726,Q3,0.010457936456891264
id05,2024-11-16,2024-11-15,123,16,1,-0.011212568312890858,0.011212568312890858,0.006909887224725519,0.006909887224725519,0.01914206923276285,0.01914206923276285,0.006765349348685112,0.006765349348685112,0.0,0.0,0.010029044169722418,0.010029044169722418,-0.018751956578488327,0.018751956578488327,0.01040155355246787,0.01914206923276285,Q3,0.011033587988883459
id10,2024-09-17,2024-09-16,240,12,2,0.0,0.0,0.0,0.0,-0.02026748777231968,0.02026748777231968,0.0,0.0,0.01934154465148108,0.01934154465148108,-0.02047272810977907,0.02047272810977907,0.012669636321919198,0.012669636321919198,0.010393056693642719,0.02047272810977907,S3,0.010191289529149898
id08,2024-09-18,2024-09-17,199,17,1,0.019362945399207132,0.019362945399207132,0.0,0.0,0.014685733760972708,0.014685733760972708,0.010390728522030601,0.010390728522030601,-0.0076070745376645155,0.0076070745376645155,0.0,0.0,-0.02040881749804574,0.02040881749804574,0.0103507571025601,0.02040881749804574,S4,0.009941574235010627
id09,2024-09-16,2024-09-15,223,22,12,0.0,0.0,-0.006215614250436707,0.006215614250436707,-0.020478885932179614,0.020478885932179614,-0.018453794012091018,0.018453794012091018,-0.013780625886092301,0.013780625886092301,0.01313732813511681,0.01313732813511681,0.0,0.0,0.010295178316559492,0.020478885932179614,Q3,0.012135663589380992
id10,2024-09-16,2024-09-15,239,11,1,0.014142447194876784,0.014142447194876784,0.0,0.0,-0.007611075584057825,0.007611075584057825,0.007200315746684782,0.007200315746684782,0.018128500265595204,0.018128500265595204,-0.01017368920018441,0.01017368920018441,0.014556549809264019,0.014556549809264019,0.010258939685809003,0.018128500265595204,S2,0.008456042544346096
id09,2024-09-14,2024-09-13,222,21,10,-0.012321638509231847,0.012321638509231847,0.012043145708612757,0.012043145708612757,-0.017146923141832804,0.017146923141832804,0.0,0.0,-0.011672777158668546,0.011672777158668546,0.011348997287520368,0.011348997287520368,-0.007275017008782414,0.007275017008782414,0.010258356973521248,0.017146923141832804,Q3,0.011164256478290764
id09,2024-08-16,2024-08-15,211,10,-19,-0.016187559552749864,0.016187559552749864,0.0,0.0,-0.02031644686104933,0.02031644686104933,-0.005634665698039498,0.005634665698039498,0.012996138368306487,0.012996138368306487,0.016655623367593853,0.016655623367593853,0.0,0.0,0.01025577626396272,0.02031644686104933,Q3,0.009548772430406098
id09,2024-08-06,2024-08-05,201,0,-29,-0.01165412084680309,0.01165412084680309,0.0,0.0,-0.02037710835187939,0.02037710835187939,-0.008711366302348034,0.008711366302348034,0.014843971206532136,0.014843971206532136,0.016148007869826064,0.016148007869826064,0.0,0.0,0.010247796368198388,0.02037710835187939,Q3,0.009499641639510932
id05,2024-10-17,2024-10-16,117,10,-29,0.0060734524641131715,0.0060734524641131715,0.012951847075645395,0.012951847075645395,0.015308472658569161,0.015308472658569161,0.01337785903662947,0.01337785903662947,0.006276136672995314,0.006276136672995314,0.005612197741589692,0.005612197741589692,-0.011928707636854663,0.011928707636854663,0.010218381898056695,0.015308472658569161,Q3,0.00867482127013643
id01,2024-08-14,2024-08-13,11,11,-18,0.008773320419851904,0.008773320419851904,0.0,0.0,-0.013580823117238405,0.013580823117238405,0.009847298851183295,0.009847298851183295,-0.017814000052654766,0.017814000052654766,0.012528469102030315,0.012528469102030315,-0.008627106530307738,0.008627106530307738,0.010167288296180918,0.017814000052654766,S2,0.010053360723577811
id08,2024-08-01,2024-07-31,182,0,-47,0.01769076987270002,0.01769076987270002,0.0,0.0,0.015155675867851492,0.015155675867851492,0.009340473063621846,0.009340473063621846,-0.010941609835374289,0.010941609835374289,0.0,0.0,-0.018038782239910733,0.018038782239910733,0.010166758697065483,0.018038782239910733,S4,0.010203927765379693
id05,2024-11-20,2024-11-19,127,20,5,-0.020078705882438874,0.020078705882438874,0.01872682322171615,0.01872682322171615,0.010130791577811493,0.010130791577811493,0.0,0.0,0.0,0.0,0.008752331895613794,0.008752331895613794,-0.013352983202943092,0.013352983202943092,0.010148805111503343,0.020078705882438874,Q1,0.011840541917586146
id08,2024-08-07,2024-08-06,185,3,-41,-0.01894278821151424,0.01894278821151424,0.0,0.0,0.0,0.0,0.017206185720867295,0.017206185720867295,-0.014841419677055545,0.014841419677055545,0.005152066544161782,0.005152066544161782,0.014779935540954359,0.014779935540954359,0.010131770813507603,0.01894278821151424,Q1,0.011890744512393914
id05,2024-11-07,2024-11-06,119,12,-8,-0.020352856122484497,0.020352856122484497,0.01713454234687889,0.01713454234687889,0.012265072591908677,0.012265072591908677,-0.005846073785309519,0.005846073785309519,0.007046622146189008,0.007046622146189008,-0.007820875778521003,0.007820875778521003,0.0,0.0,0.010066577538755941,0.020352856122484497,Q1,0.01035987051327845
id01,2024-09-13,2024-09-12,24,24,12,-0.01588206644235307,0.01588206644235307,0.0,0.0,0.008842335211466934,0.008842335211466934,-0.012632114192105082,0.012632114192105082,0.019455909500960544,0.019455909500960544,0.013479560293796489,0.013479560293796489,0.0,0.0,0.01004171223438316,0.019455909500960544,S2,0.012786524006101483
id08,2024-09-05,2024-09-04,192,10,-12,-0.014658839373741905,0.014658839373741905,0.0,0.0,0.0,0.0,-0.004089591062800407,0.004089591062800407,-0.012390060740653297,0.012390060740653297,0.020000517749623636,0.020000517749623636,0.01909273649642529,0.01909273649642529,0.010033106489034934,0.020000517749623636,S3,0.010438978722231524
id07,2024-09-01,2024-08-31,180,28,18,-0.010300990612015504,0.010300990612015504,0.007243187144796992,0.007243187144796992,-0.020179573699915188,0.020179573699915188,0.010832417640792014,0.010832417640792014,0.0,0.0,0.011867232354072721,0.011867232354072721,0.009207287522301821,0.009207287522301821,0.009947241281984891,0.020179573699915188,Q3,0.010789075733874918
id10,2024-09-25,2024-09-24,247,19,10,-0.015462141166433296,0.015462141166433296,0.0,0.0,0.0,0.0,-0.0079189680359288,0.0079189680359288,0.01546526801522849,0.01546526801522849,0.02029133137529482,0.02029133137529482,0.010312038846095883,0.010312038846095883,0.009921392491283041,0.02029133137529482,S3,0.013540069703083604
id04,2024-10-20,2024-10-19,99,19,-7,-0.007279810578359136,0.007279810578359136,0.0,0.0,0.016885577151442344,0.016885577151442344,0.004828839277232988,0.004828839277232988,-0.010875998278383259,0.010875998278383259,0.020334407390881326,0.020334407390881326,-0.009070129229595936,0.009070129229595936,0.009896394557984998,0.020334407390881326,S3,0.011554725770465504
id08,2024-09-09,2024-09-08,194,12,-8,-0.015166150394908096,0.015166150394908096,-0.011472536640930064,0.011472536640930064,0.017600957151822805,0.017600957151822805,-0.004861291392310396,0.004861291392310396,0.0,0.0,0.0,0.0,-0.019996775775076914,0.019996775775076914,0.009871101622149754,0.019996775775076914,S4,0.009996003329516322
