sub_idx,target,target_idx,component,p_e95,p_e143,p_e144,delta_prob_e144_minus_e95,delta_prob_e144_minus_e143,delta_y1,delta_y0,support_label,support_y_for_e144,support_delta,adverse_delta,flip_benefit,e144_better_if_y1,e144_better_if_y0,differs_from_e143,moves_prob_up,moves_prob_down,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days,edge_like,flip_rank,global_prior_y1,subject_prior_y1,subject_train_count,prev_y,next_y,has_prev_label,has_next_label,both_flanks,prev_only,next_only,flank_conflict,flank_agree,min_flank_gap_days,p_y1_global,support_probability_global,expected_delta_global,p_y1_subject,support_probability_subject,expected_delta_subject,p_y1_prev_beta,support_probability_prev_beta,expected_delta_prev_beta,p_y1_next_beta,support_probability_next_beta,expected_delta_next_beta,p_y1_nearest_beta,support_probability_nearest_beta,expected_delta_nearest_beta,p_y1_both_equal_beta,support_probability_both_equal_beta,expected_delta_both_equal_beta,p_y1_both_distance_beta,support_probability_both_distance_beta,expected_delta_both_distance_beta,p_y1_edge_endpoint_beta,support_probability_edge_endpoint_beta,expected_delta_edge_endpoint_beta,p_y1_nearest_hard085,support_probability_nearest_hard085,expected_delta_nearest_hard085,p_y1_conflict_flat,support_probability_conflict_flat,expected_delta_conflict_flat,hard_support_global,hard_support_subject,hard_support_prev_beta,hard_support_next_beta,hard_support_nearest_beta,hard_support_both_equal_beta,hard_support_both_distance_beta,hard_support_edge_endpoint_beta,hard_support_nearest_hard085,hard_support_conflict_flat
18,Q3,2,inherited_e143_body,0.5943042334773768,0.5991171297496602,0.5991171297496602,0.004812896272283429,0.0,-0.008065755336773894,0.011934244663226345,1,1,-0.008065755336773894,0.011934244663226345,0.02000000000000024,True,False,False,True,False,id01_b4,id01,2024-09-06,2024-09-07,59,59,0.8805970149253731,4,0,13,11-16,4,0.3333333333333333,4,interior,2024-09-01,2024-09-14,after_train_run,True,False,5.0,,6.0,,False,29,0.6,0.5853658536585366,41,1.0,,True,False,False,True,False,False,False,6.0,0.6,0.6,-6.575533677379789e-05,0.5853658536585366,0.5853658536585366,0.00022692759005547413,0.6172607879924954,0.6172607879924954,-0.00041097109662371033,0.5853658536585366,0.5853658536585366,0.00022692759005547413,0.7235772357723578,0.7235772357723578,-0.0025373000522209838,0.7235772357723578,0.7235772357723578,-0.0025373000522209838,0.6172607879924954,0.6172607879924954,-0.00041097109662371033,0.7235772357723578,0.7235772357723578,-0.0025373000522209838,0.85,0.85,-0.005065755336773858,0.6172607879924954,0.6172607879924954,-0.00041097109662371033,True,True,True,True,True,True,True,True,True,True
21,Q1,0,inherited_e143_body,0.2507031245802573,0.2544788455908564,0.2544788455908564,0.003775721010599087,0.0,-0.01494824257530869,0.005051757424691383,1,1,-0.01494824257530869,0.005051757424691383,0.020000000000000073,True,False,False,True,False,id01_b4,id01,2024-09-09,2024-09-10,62,62,0.9253731343283582,0,0,13,11-16,7,0.5833333333333334,5,interior,2024-09-01,2024-09-14,after_train_run,True,False,8.0,,9.0,,False,58,0.4955555555555556,0.43902439024390244,41,1.0,,True,False,False,True,False,False,False,9.0,0.4955555555555556,0.4955555555555556,-0.004859353686419764,0.43902439024390244,0.43902439024390244,-0.0037287303801866976,0.46854942233632857,0.46854942233632857,-0.004319231022035222,0.43902439024390244,0.43902439024390244,-0.0037287303801866976,0.6260162601626016,0.6260162601626016,-0.007468567778560695,0.6260162601626016,0.6260162601626016,-0.007468567778560695,0.46854942233632857,0.46854942233632857,-0.004319231022035222,0.6260162601626016,0.6260162601626016,-0.007468567778560695,0.85,0.85,-0.011948242575308679,0.46854942233632857,0.46854942233632857,-0.004319231022035222,False,False,False,False,True,True,False,True,True,False
24,Q1,0,inherited_e143_body,0.2543057290226553,0.2581170167157823,0.2581170167157823,0.0038112876931269968,0.0,-0.01487583448638663,0.005124165513613166,1,1,-0.01487583448638663,0.005124165513613166,0.019999999999999796,True,False,False,True,False,id01_b4,id01,2024-09-12,2024-09-13,65,65,0.9701492537313433,3,0,13,11-16,10,0.8333333333333334,2,interior,2024-09-01,2024-09-14,after_train_run,True,False,11.0,,12.0,,False,99,0.4955555555555556,0.43902439024390244,41,1.0,,True,False,False,True,False,False,False,12.0,0.4955555555555556,0.4955555555555556,-0.0047869455974978445,0.43902439024390244,0.43902439024390244,-0.0036563222912647927,0.4614634146341463,0.4614634146341463,-0.004105102779069666,0.43902439024390244,0.43902439024390244,-0.0036563222912647927,0.6260162601626016,0.6260162601626016,-0.007396159689638739,0.6260162601626016,0.6260162601626016,-0.007396159689638739,0.4614634146341463,0.4614634146341463,-0.004105102779069666,0.6260162601626016,0.6260162601626016,-0.007396159689638739,0.85,0.85,-0.01187583448638666,0.4614634146341463,0.4614634146341463,-0.004105102779069666,False,False,False,False,True,True,False,True,True,False
27,Q3,2,inherited_e143_body,0.668359888093273,0.6639119603425513,0.6639119603425513,-0.00444792775072167,0.0,0.006677232251054543,-0.013322767748945585,0,0,-0.013322767748945585,0.006677232251054543,0.02000000000000013,False,True,False,False,True,id02_b2,id02,2024-08-25,2024-08-26,100,32,0.4050632911392405,6,1,16,11-16,0,0.0,0,left_edge,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,16.0,1.0,16.0,True,44,0.6,0.7291666666666666,48,1.0,0.0,True,True,True,False,False,True,False,1.0,0.6,0.4,-0.001322767748945508,0.7291666666666666,0.27083333333333337,0.001260565584387841,0.8194444444444443,0.1805555555555557,0.003066121139943406,0.7070707070707071,0.29292929292929293,0.0008186463924686467,0.8194444444444443,0.1805555555555557,0.003066121139943406,0.6145833333333333,0.38541666666666674,-0.0010311010822788413,0.802721088435374,0.19727891156462596,0.002731654019761999,0.8194444444444443,0.1805555555555557,0.003066121139943406,0.85,0.15000000000000002,0.003677232251054524,0.5,0.5,-0.003322767748945521,False,False,False,False,False,False,False,False,False,True
28,Q3,2,inherited_e143_body,0.7130440672333564,0.7089344491162114,0.7089344491162114,-0.004109618117145053,0.0,0.005780157030254196,-0.014219842969745544,0,0,-0.014219842969745544,0.005780157030254196,0.01999999999999974,False,True,False,False,True,id02_b2,id02,2024-08-26,2024-08-27,101,33,0.4177215189873418,0,0,16,11-16,1,0.06666666666666667,1,near_edge,2024-08-25,2024-09-09,between_train_runs,True,True,2.0,15.0,2.0,15.0,True,117,0.6,0.7291666666666666,48,1.0,0.0,True,True,True,False,False,True,False,2.0,0.6,0.4,-0.002219842969745701,0.7291666666666666,0.27083333333333337,0.000363490363587599,0.7833333333333333,0.21666666666666667,0.0014468236969209184,0.7056451612903225,0.2943548387096775,-0.00010693974393927771,0.8194444444444443,0.1805555555555557,0.002169045919143129,0.6145833333333333,0.38541666666666674,-0.001928176303079039,0.762987012987013,0.237012987012987,0.0010398972899945172,0.8194444444444443,0.1805555555555557,0.002169045919143129,0.85,0.15000000000000002,0.0027801570302542346,0.5,0.5,-0.004219842969745674,False,False,False,False,False,False,False,False,False,True
30,Q3,2,inherited_e143_body,0.7691988024431622,0.7656290619410919,0.7656290619410919,-0.003569740502070262,0.0,0.004651657715783242,-0.015348342284216221,0,0,-0.015348342284216221,0.004651657715783242,0.019999999999999463,False,True,False,False,True,id02_b2,id02,2024-08-28,2024-08-29,103,35,0.4430379746835443,2,0,16,11-16,3,0.2,3,interior,2024-08-25,2024-09-09,between_train_runs,True,True,4.0,13.0,4.0,13.0,False,145,0.6,0.7291666666666666,48,1.0,0.0,True,True,True,False,False,True,False,4.0,0.6,0.4,-0.0033483422842165438,0.7291666666666666,0.27083333333333337,-0.0007650089508832803,0.7592592592592592,0.2407407407407408,-0.00016315709903144508,0.7021604938271604,0.2978395061728396,-0.0013051324076733904,0.8194444444444443,0.1805555555555557,0.0010405466046722249,0.6145833333333333,0.38541666666666674,-0.003056675617549886,0.734159779614325,0.265840220385675,-0.0006651466919301153,0.8194444444444443,0.1805555555555557,0.0010405466046722249,0.85,0.15000000000000002,0.0016516577157833215,0.5,0.5,-0.00534834228421649,False,False,False,False,False,False,False,False,False,True
31,Q3,2,inherited_e143_body,0.6648387053861268,0.6692804778317736,0.6692804778317736,0.004441772445646808,0.0,-0.006658758697892397,0.013341241302107454,1,1,-0.006658758697892397,0.013341241302107454,0.01999999999999985,True,False,False,True,False,id02_b2,id02,2024-08-29,2024-08-30,104,36,0.45569620253164556,3,0,16,11-16,4,0.26666666666666666,4,interior,2024-08-25,2024-09-09,between_train_runs,True,True,5.0,12.0,5.0,12.0,False,94,0.6,0.7291666666666666,48,1.0,0.0,True,True,True,False,False,True,False,5.0,0.6,0.6,0.0013412413021075438,0.7291666666666666,0.7291666666666666,-0.0012420920312257704,0.7537878787878787,0.7537878787878787,-0.0017345162736500074,0.7,0.7,-0.0006587586978924415,0.8194444444444443,0.8194444444444443,-0.0030476475867813107,0.6145833333333333,0.6145833333333333,0.0010495746354408806,0.7262773722627737,0.7262773722627737,-0.0011843061431479115,0.8194444444444443,0.8194444444444443,-0.0030476475867813107,0.85,0.85,-0.0036587586978924194,0.5,0.5,0.0033412413021075282,True,True,True,True,True,True,True,True,True,True
32,Q1,0,inherited_e143_body,0.6704725989557228,0.6748762200946283,0.6748762200946283,0.004403621138905578,0.0,-0.006546461116096136,0.01345353888390366,1,1,-0.006546461116096136,0.01345353888390366,0.019999999999999796,True,False,False,True,False,id02_b2,id02,2024-08-30,2024-08-31,105,37,0.46835443037974683,4,0,16,11-16,5,0.3333333333333333,5,interior,2024-08-25,2024-09-09,between_train_runs,True,True,6.0,11.0,6.0,11.0,False,100,0.4955555555555556,0.5416666666666666,48,1.0,0.0,True,True,True,False,False,True,False,6.0,0.4955555555555556,0.4955555555555556,0.00354242777279265,0.5416666666666666,0.5416666666666666,0.0026202055505704378,0.576923076923077,0.576923076923077,0.001915077345442238,0.5181159420289855,0.5181159420289855,0.0030912200433240557,0.6944444444444443,0.6944444444444443,-0.00043535000498508454,0.5208333333333333,0.5208333333333333,0.003036872217237101,0.5536912751677852,0.5536912751677852,0.0023797133805480695,0.6944444444444443,0.6944444444444443,-0.00043535000498508454,0.85,0.85,-0.003546461116096166,0.5,0.5,0.0034535388839037617,False,True,True,True,True,True,True,True,True,True
33,Q3,2,inherited_e143_body,0.72845171306643,0.7244774908863764,0.7244774908863764,-0.00397422218005361,0.0,0.005470647958541908,-0.014529352041458221,0,0,-0.014529352041458221,0.005470647958541908,0.02000000000000013,False,True,False,False,True,id02_b2,id02,2024-08-31,2024-09-01,106,38,0.4810126582278481,5,1,16,11-16,6,0.4,6,interior,2024-08-25,2024-09-09,between_train_runs,True,True,7.0,10.0,7.0,10.0,False,45,0.6,0.7291666666666666,48,1.0,0.0,True,True,True,False,False,True,False,7.0,0.6,0.4,-0.0025293520414581445,0.7291666666666666,0.27083333333333337,5.398129187520525e-05,0.7472222222222222,0.25277777777777777,0.0004150924029863198,0.6944444444444444,0.3055555555555556,-0.0006404631525692432,0.8194444444444443,0.1805555555555557,0.0018595368474307707,0.6145833333333333,0.38541666666666674,-0.002237685374791477,0.7139065817409765,0.28609341825902346,-0.00025122040663859814,0.8194444444444443,0.1805555555555557,0.0018595368474307707,0.85,0.15000000000000002,0.0024706479585418877,0.5,0.5,-0.004529352041458157,False,False,False,False,False,False,False,False,False,True
34,Q3,2,inherited_e143_body,0.7086702942501879,0.7127821309921706,0.7127821309921706,0.004111836741982677,0.0,-0.005785417982225927,0.014214582017774369,1,1,-0.005785417982225927,0.014214582017774369,0.020000000000000295,True,False,False,True,False,id02_b2,id02,2024-09-01,2024-09-02,107,39,0.4936708860759494,6,1,16,11-16,7,0.4666666666666667,7,interior,2024-08-25,2024-09-09,between_train_runs,True,True,8.0,9.0,8.0,9.0,False,23,0.6,0.7291666666666666,48,1.0,0.0,True,True,True,False,False,True,False,8.0,0.6,0.6,0.002214582017774192,0.7291666666666666,0.7291666666666666,-0.00036875131555917954,0.7450980392156863,0.7450980392156863,-0.0006873787665395777,0.6907894736842105,0.6907894736842105,0.00039879254408995476,0.8194444444444443,0.8194444444444443,-0.0021743068711147593,0.6145833333333333,0.6145833333333333,0.0019229153511075218,0.7080745341614907,0.7080745341614907,5.309133454434612e-05,0.8194444444444443,0.8194444444444443,-0.0021743068711147593,0.85,0.85,-0.0027854179822258815,0.5,0.5,0.004214582017774221,True,True,True,True,True,True,True,True,True,True
35,Q3,2,inherited_e143_body,0.7200127872227104,0.7159632155875115,0.7159632155875115,-0.004049571635198923,0.0,0.005640181120801613,-0.014359818879198238,0,0,-0.014359818879198238,0.005640181120801613,0.01999999999999985,False,True,False,False,True,id02_b2,id02,2024-09-02,2024-09-03,108,40,0.5063291139240507,0,0,16,11-16,8,0.5333333333333333,7,interior,2024-08-25,2024-09-09,between_train_runs,True,True,9.0,8.0,9.0,8.0,False,95,0.6,0.7291666666666666,48,1.0,0.0,True,True,True,False,False,True,False,8.0,0.6,0.4,-0.002359818879198328,0.7291666666666666,0.27083333333333337,0.00022351445413498544,0.7434210526315789,0.25657894736842113,0.0005086021734332282,0.6862745098039216,0.3137254901960784,-0.0006343286831199091,0.4861111111111111,0.5138888888888888,-0.004637596656976087,0.6145833333333333,0.38541666666666674,-0.002068152212531665,0.7018633540372671,0.2981366459627329,-0.00032255179845300155,0.4861111111111111,0.5138888888888888,-0.004637596656976087,0.15,0.85,-0.01135981887919826,0.5,0.5,-0.004359818879198313,False,False,False,False,True,False,False,True,True,True
41,Q3,2,inherited_e143_body,0.7397155582663218,0.7358464083057699,0.7358464083057699,-0.0038691499605519875,0.0,0.0052443189997199435,-0.01475568100028024,0,0,-0.01475568100028024,0.0052443189997199435,0.020000000000000184,False,True,False,False,True,id02_b2,id02,2024-09-08,2024-09-09,114,46,0.5822784810126582,6,1,16,11-16,14,0.9333333333333333,1,near_edge,2024-08-25,2024-09-09,between_train_runs,True,True,15.0,2.0,15.0,2.0,True,33,0.6,0.7291666666666666,48,1.0,0.0,True,True,True,False,False,True,False,2.0,0.6,0.4,-0.0027556810002801304,0.7291666666666666,0.27083333333333337,-0.00017234766694677406,0.7379032258064515,0.2620967741935485,2.3835158489255402e-06,0.5833333333333333,0.41666666666666674,-0.0030890143336134677,0.4861111111111111,0.5138888888888888,-0.005033458778057928,0.6145833333333333,0.38541666666666674,-0.002464014333613462,0.5941558441558442,0.4058441558441558,-0.0028725641171632467,0.4861111111111111,0.5138888888888888,-0.005033458778057928,0.15,0.85,-0.011755681000280214,0.5,0.5,-0.004755681000280149,False,False,False,False,True,False,False,True,True,True
