target,view_id,split,method,rep,gate_spearman_null,abs_delta_spearman_null,signed_delta_spearman_null
Q2,family,subject,masked_residual_student_test,36,-0.018617769884318146,-0.11918828326373096,-0.07272625575556796
Q2,family,subject,masked_residual_student_test,37,0.026962223395574327,-0.027908280127245232,0.0399631568079242
Q2,family,subject,masked_residual_student_test,38,-0.05284346949551193,-0.04842638271386786,0.06943428515493133
Q2,family,subject,masked_residual_student_test,39,-0.09627610041760667,0.08620284096111075,0.08049925055084564
Q2,family,subject,masked_residual_student_test,40,0.028606537704603273,-0.012920404581355356,0.04533677678993442
Q2,family,subject,masked_residual_student_test,41,-0.11026698027168434,0.04276790544809072,-0.003868129903097309
Q2,family,subject,masked_residual_student_test,42,-0.004143042288676619,0.02872547251597022,-0.0719825333450091
Q2,family,subject,masked_residual_student_test,43,0.003260596169538712,0.02172777933239298,0.01608541390393298
Q2,family,subject,masked_residual_student_test,44,0.1619879998079969,0.07176663472495952,-0.0896604412493675
Q2,family,subject,masked_residual_student_test,45,0.1034109345749532,-0.10466893994702331,0.03673176671559999
Q2,family,subject,masked_residual_student_test,46,-0.013320021120337925,0.007586741955891624,0.04078614945808336
Q2,family,subject,masked_residual_student_test,47,-0.019969471511544185,-0.06296183786789264,-0.0014629548283956835
Q2,family,subject,masked_residual_student_test,48,0.09733442135074159,-0.043106898505243206,-0.09295370079698952
Q2,family,subject,masked_residual_student_test,49,-0.03194969519512312,0.07833381961542296,-0.030948261592241896
Q2,family,subject,masked_residual_student_test,50,0.038957039312629,0.019352894511847563,0.048409626403058036
Q2,family,subject,masked_residual_student_test,51,0.048364421830749287,0.022871719781909428,-0.03765078591616926
Q2,family,subject,masked_residual_student_test,52,0.10892987087793404,-0.12150709889041275,0.12785516279336318
Q2,family,subject,masked_residual_student_test,53,-0.07406748907982527,-0.029164358964488924,0.006083185297456764
Q2,family,subject,masked_residual_student_test,54,0.05236883790140642,0.10014473602837234,-0.023037993943022243
Q2,family,subject,masked_residual_student_test,55,0.06678903662458598,-0.055424075897445094,-0.0015705819016741324
Q2,family,subject,masked_residual_student_test,56,-0.012827725243603897,0.027649846256678417,-0.009124455709438803
Q2,family,subject,masked_residual_student_test,57,-0.014149474391590266,-0.02874029540630198,-0.024119420463748216
Q2,family,subject,masked_residual_student_test,58,0.05022301156818509,0.007631855100379596,0.036559692293053
Q2,family,subject,masked_residual_student_test,59,-0.030932846925550806,0.0952551156393688,-0.03822823416561531
Q2,family,subject,masked_residual_student_test,60,0.04063975423606777,-0.024511260347300893,0.0448637332463034
Q2,family,subject,masked_residual_student_test,61,-0.0006101857629722075,0.005899510352041447,0.07241175269113752
Q2,family,subject,masked_residual_student_test,62,-0.011515192243075888,-0.056357273514853444,0.07290864175399792
Q2,family,subject,masked_residual_student_test,63,0.09971141938271011,0.12765344259015265,-0.12922338001833414
Q2,family,subject,masked_residual_student_test,64,-0.04961474583593337,0.11454291832845515,-0.03155084430790268
Q2,family,subject,masked_residual_student_test,65,-0.07030960495367926,0.07265794156534332,-0.023158510486154398
Q2,family,subject,masked_residual_student_test,66,0.04121038736619785,-0.04164781051780363,-0.07478341514421952
Q2,family,subject,masked_residual_student_test,67,-0.05323822781164498,0.0167253760821695,0.07187877311268676
Q2,family,subject,masked_residual_student_test,68,-0.05063850621609945,-0.016202063606109023,0.0653953697762724
Q2,family,subject,masked_residual_student_test,69,0.013445975135602169,0.11765636977161795,-0.024614376106130542
Q2,family,subject,masked_residual_student_test,70,-0.09307732923726779,0.016779511855555068,0.06090210058527034
Q2,family,subject,masked_residual_student_test,71,0.00046503144050304797,0.016655128471466805,0.004009269597995394
Q2,family,subject,masked_residual_student_test,72,-0.03572908366533864,0.00213449620777379,-0.028050064295636
Q2,family,subject,masked_residual_student_test,73,0.03899236787788604,0.004105296148405508,0.01813161724320888
Q2,family,subject,masked_residual_student_test,74,0.0025117841885470165,0.09912195659548075,-0.15023450482686102
Q2,family,subject,masked_residual_student_test,75,0.1846973551576825,0.0909345653444064,-0.0038790859524729594
Q2,family,subject,masked_residual_student_test,76,0.048489607833725336,0.07197157729563344,0.04455051912885833
Q2,family,subject,masked_residual_student_test,77,-0.0502667882686123,-0.019050636443778145,0.022464412534532307
Q2,family,subject,masked_residual_student_test,78,-0.07794441511064178,-0.03423314298445899,-0.008872466573798843
Q2,family,subject,masked_residual_student_test,79,-0.015978111649786395,-0.08997043299934915,-0.1048674377827704
Q2,family,subject,masked_residual_student_test,80,0.011348533576537223,-0.18538795595887467,0.0681311597527216
Q2,family,subject,masked_residual_student_test,81,-0.014821485143762298,-0.05381740348018059,0.08960566100248926
Q2,family,subject,masked_residual_student_test,82,-0.03272845965535449,-0.00946409324008397,-0.02380298397883972
Q2,family,subject,masked_residual_student_test,83,-0.002905774492391878,-0.00913605623230714,-0.11888215835470542
Q2,family,subject,masked_residual_student_test,84,-0.000706187298996784,0.07065234005610659,0.010479138991063354
Q2,family,subject,masked_residual_student_test,85,-0.03389123025968415,0.020184909790904315,-0.03602477929412418
Q2,family,subject,masked_residual_student_test,86,0.032296836749387985,0.007735615332701932,0.04126563773664123
Q2,family,subject,masked_residual_student_test,87,0.01680910094561513,0.1403250804033315,-0.11450038307793792
Q2,family,subject,masked_residual_student_test,88,-0.044124225987615805,-0.02043238761209548,-0.05163328281347002
Q2,family,subject,masked_residual_student_test,89,-0.04659184946959151,0.02317462232347153,-0.01286304644050636
Q2,family,subject,masked_residual_student_test,90,-0.045179474871597944,-0.043754594365391954,0.08321377290203623
Q2,family,subject,masked_residual_student_test,91,0.029263188211011378,-0.03817409839222974,0.025206002772415668
Q2,family,subject,masked_residual_student_test,92,0.02780319685114961,-0.05271148696673257,-0.005156432414975269
Q2,family,subject,masked_residual_student_test,93,-0.17142610281764506,0.00788900002396104,0.06437967955180035
Q2,family,subject,masked_residual_student_test,94,-0.039959295348725575,-0.13189665606599285,0.08716310646521189
Q2,family,subject,masked_residual_student_test,95,-0.048816781068497093,-0.09594341332955672,0.017933763880954485
Q2,family,subject,masked_residual_student_test,96,-0.010629674074785196,-0.06437581271084424,0.02893879324204906
Q2,family,subject,masked_residual_student_test,97,0.09204665674650793,-0.07964145633208147,0.006689634854073654
Q2,family,subject,masked_residual_student_test,98,0.11899159986559785,0.002067470964534516,0.04812219122532039
Q2,family,subject,masked_residual_student_test,99,0.08786098977583641,0.012712239643217998,-0.12270001932537329
Q2,family,subject,masked_residual_student_test,100,-0.08245264724235588,0.040215790417056835,0.03476676703640244
Q2,family,subject,masked_residual_student_test,101,-0.047106417702683236,0.04537093388504674,-0.10015633655124068
Q2,family,subject,masked_residual_student_test,102,-0.0025217683482935726,-0.0008159034417396189,0.0389442442159887
Q2,family,subject,masked_residual_student_test,103,0.08626198819181106,-0.010218127226525797,0.05683482837293327
Q2,family,subject,masked_residual_student_test,104,-0.035657658522536356,-0.03560007126244456,0.09348345800797683
Q2,family,subject,masked_residual_student_test,105,0.01892651082417318,0.04919072827619265,0.000586470878343644
Q2,family,subject,masked_residual_student_test,106,0.09356808908942542,0.13481612098785736,-0.03511671614293056
Q2,family,subject,masked_residual_student_test,107,0.05659213747419958,-0.11828279800650808,0.016008721558303424
Q2,family,subject,masked_residual_student_test,108,0.05590707051312821,0.06003592821110127,-0.011367223463983727
Q2,family,subject,masked_residual_student_test,109,0.027936062977007632,0.15375010772945946,0.15189660196449647
Q2,family,subject,masked_residual_student_test,110,-0.06411712187394998,0.08939556264387383,-0.028842766691638946
Q2,family,subject,masked_residual_student_test,111,-0.1434351269620314,-0.03975305844930878,-0.08570981873920648
Q2,family,subject,masked_residual_student_test,112,0.010385446167138674,0.04687706843745234,0.043310552128931756
Q2,family,subject,masked_residual_student_test,113,0.0335410166562665,-0.06552619789528753,0.06599537459796244
Q2,family,subject,masked_residual_student_test,114,0.03093591897470359,0.10359589158170225,0.07896733705873263
Q2,family,subject,masked_residual_student_test,115,0.00974261988191811,-0.04535353310074424,0.0500627009117959
Q2,family,subject,masked_residual_student_test,116,-0.004237507800124802,0.07603627161399978,0.04080548366286391
Q2,family,subject,masked_residual_student_test,117,-0.023384054144866315,0.031115180226847394,0.02809195507266055
Q2,family,subject,masked_residual_student_test,118,-0.013273172370757931,0.07201669044012142,-0.020639908076740158
Q2,family,subject,masked_residual_student_test,119,-0.10937301396822349,-0.09936685652270116,-0.07350800210219527
Q2,family,subject,masked_residual_student_test,120,0.046352997647962364,-0.06519751641401801,0.036785902488985556
Q2,family,subject,masked_residual_student_test,121,-0.0028335813373013964,-0.02161499647117305,0.1023952374648295
Q2,family,subject,masked_residual_student_test,122,0.09385686170978734,0.021480301511201817,0.023605775090078013
Q2,family,subject,masked_residual_student_test,123,0.002626986031776508,0.09808113190479395,-0.010747239964020446
Q2,family,subject,masked_residual_student_test,124,-0.05769577113233812,-0.014742331145176764,-0.0007823908201199821
Q2,family,subject,masked_residual_student_test,125,-0.09453194451111217,0.09836212234760475,0.00577641591493855
Q2,family,subject,masked_residual_student_test,126,-0.10563279412470598,-0.07119176436948421,0.05065754994554445
Q2,family,subject,masked_residual_student_test,127,-0.13149023184370948,0.12507683756639676,-0.08314481423831889
Q2,family,subject,masked_residual_student_test,128,-0.09524465991455863,0.06429912036521468,0.06738099260723589
Q2,family,subject,masked_residual_student_test,129,-0.02734238947823165,-0.03665056305552163,-0.13239225618186784
Q2,family,subject,masked_residual_student_test,130,0.01845571929150866,0.06318547016985444,0.0065916748831854844
Q2,family,subject,masked_residual_student_test,131,0.0014350309604953678,0.03074460796855333,-0.05627026959334092
Q2,family,subject,masked_residual_student_test,132,-0.005561560984975759,0.030825167155139003,0.08099678408719871
Q2,family,subject,masked_residual_student_test,133,-0.016034944559112946,0.04042073298773078,-0.06191327949529362
Q2,family,subject,masked_residual_student_test,134,0.009168146690347045,0.0404503787683943,-0.025461858749011742
Q2,family,subject,masked_residual_student_test,135,0.007555320885134161,0.03634766051395953,0.004126563773664124
Q2,family,subject,masked_residual_student_test,136,-0.05206393702299237,-0.00476910384587139,-0.011306642955671308
Q2,family,subject,masked_residual_student_test,137,0.01280852493639898,0.07491230984275658,0.10431641294652444
Q2,family,subject,masked_residual_student_test,138,-6.528104449671194e-06,0.00967225817822133,-0.06597217355222577
Q2,family,subject,masked_residual_student_test,139,-0.039155186482983724,-0.026059930150223724,0.03865745351174373
Q2,family,subject,masked_residual_student_test,140,0.06698103969663513,0.03246148535306704,-0.040684967119731755
Q2,family,subject,masked_residual_student_test,141,0.03837872605961695,-0.13719100580840277,-0.025311696425216065
Q2,family,subject,masked_residual_student_test,142,0.05395401526424422,0.12367704114028424,0.0830655439987186
Q2,family,subject,masked_residual_student_test,143,0.005224403590457447,-0.014291199700297038,-0.08227606397017909
Q2,family,subject,masked_residual_student_test,144,-0.025892382278116445,0.03102302051739339,0.004574472851080423
Q2,family,subject,masked_residual_student_test,145,0.0004757836125378006,-0.0838111998297555,-0.02815318005446565
Q2,family,subject,masked_residual_student_test,146,0.08694705515288244,-0.01482160138477706,0.06301661811477088
Q2,family,subject,masked_residual_student_test,147,-0.02269437911006576,-0.06603919879546505,-0.0015325579656056982
Q2,family,subject,masked_residual_student_test,148,0.0630687851005616,0.05271857617515211,-0.003058671196284543
Q2,family,subject,masked_residual_student_test,149,0.05670887534200546,-0.05122855346006364,0.021371385490938
Q2,family,subject,masked_residual_student_test,150,0.08819200307204915,-0.007440446473052055,0.016183373874821147
Q2,family,subject,masked_residual_student_test,151,0.018731435702971245,-0.018683286552947515,0.057889187006966464
Q2,family,subject,masked_residual_student_test,152,-0.03548255172082753,0.05964215490707054,-0.11454162938146976
Q2,family,subject,masked_residual_student_test,153,0.04025958815341046,-0.0442708176330329,0.06451050767081547
Q2,family,subject,masked_residual_student_test,154,-0.006743531896510344,-0.017087570185058656,-0.0031018509202944597
Q2,family,subject,masked_residual_student_test,155,-0.0741081937310997,-0.08638393801255533,-0.035716076491127915
Q2,family,subject,masked_residual_student_test,156,-0.0449383190131042,0.0793507987868804,0.016842025784345547
Q2,family,subject,masked_residual_student_test,157,0.005438679018864301,-0.05552719165627474,-0.0014958229765226348
Q2,family,subject,masked_residual_student_test,158,-0.069054672874766,0.06626798688536835,-0.13089192189089643
Q2,family,subject,masked_residual_student_test,159,0.11868285892574279,0.010947671220245581,-0.022097707117194356
Q2,jepa_resid,subject,masked_residual_student_test,0,0.0030547688763020208,0.0887040425862225,0.015340402546388741
Q2,jepa_resid,subject,masked_residual_student_test,1,0.03273306772908366,0.027975305370484503,0.0087074813596714
Q2,jepa_resid,subject,masked_residual_student_test,2,0.09317563481015695,0.060079107935111176,0.06209308759975282
Q2,jepa_resid,subject,masked_residual_student_test,3,-0.13038583017328276,-0.06902633343406152,0.004971468522574582
Q2,jepa_resid,subject,masked_residual_student_test,4,0.055745787932606906,0.04540573545365175,0.0056423654284600035
Q2,jepa_resid,subject,masked_residual_student_test,5,0.0043335093361493784,-0.029763074839193587,0.017580592406962928
Q2,jepa_resid,subject,masked_residual_student_test,6,0.008484615753852062,-0.050162594303162125,-0.0700852033825435
Q2,jepa_resid,subject,masked_residual_student_test,7,0.0948660298564777,0.08778373443866784,-0.08305329900235757
Q2,jepa_resid,subject,masked_residual_student_test,8,0.08930638890222244,0.10746982174623373,0.040992380975742655
Q2,jepa_resid,subject,masked_residual_student_test,9,0.07477175634810156,-0.02268546694252337,-0.12203556715441473
Q2,jepa_resid,subject,masked_residual_student_test,10,0.024286468583497332,-0.08071837153835865,0.00918825858521465
Q2,jepa_resid,subject,masked_residual_student_test,11,0.09293371093937502,0.08871499863559813,-0.07095717601814674
Q2,jepa_resid,subject,masked_residual_student_test,12,0.1336921230739692,-0.009060652833662957,0.05235251523130685
Q2,jepa_resid,subject,masked_residual_student_test,13,0.052778188451015215,0.04102267122989887,0.11577386269948411
Q2,jepa_resid,subject,masked_residual_student_test,14,0.019378102049632792,0.05424662282630901,-0.006542050424248713
Q2,jepa_resid,subject,masked_residual_student_test,15,0.03574597993567897,0.0186575076132401,-0.0014887337681030962
Q2,jepa_resid,subject,masked_residual_student_test,16,0.039533048528776454,-0.049738530744975175,-0.04744613853149348
Q2,jepa_resid,subject,masked_residual_student_test,17,-0.11159871357941725,-0.057610774458126394,0.04249980447513363
Q2,jepa_resid,subject,masked_residual_student_test,18,0.002240675850813613,0.030653092732592018,-0.02085065090884826
Q2,jepa_resid,subject,masked_residual_student_test,19,0.04946037536600585,0.10847455592133015,-0.04192815648712174
Q2,jepa_resid,subject,masked_residual_student_test,20,-0.07146469543512696,-0.08183911094213843,-0.17494039616895288
Q2,jepa_resid,subject,masked_residual_student_test,21,0.04796275140402246,-0.03290359416904917,-0.013285821051707935
Q2,jepa_resid,subject,masked_residual_student_test,22,-0.13909585753372053,0.0011632746542970082,0.04763948057929908
Q2,jepa_resid,subject,masked_residual_student_test,23,0.05922027552440838,0.010932848329913819,0.06977327821208382
Q2,jepa_resid,subject,masked_residual_student_test,24,-0.014967407478519655,0.09603750645948879,-0.019391562921408683
Q2,jepa_resid,subject,masked_residual_student_test,25,0.0038327653242451877,0.027727183075800653,0.08858674841055376
Q2,jepa_resid,subject,masked_residual_student_test,26,-0.023827965247443957,0.004334084238308797,0.07618192262334665
Q2,jepa_resid,subject,masked_residual_student_test,27,-0.05313915422646762,-0.07834542013829131,-0.05223522105563812
Q2,jepa_resid,subject,masked_residual_student_test,28,-0.09817462679402869,0.03551886760236621,-0.025541773462104723
Q2,jepa_resid,subject,masked_residual_student_test,29,0.10969634714155425,-0.001125250718228574,-0.004218723483118124
Q2,jepa_resid,subject,masked_residual_student_test,30,-0.045092689483031724,-0.030288320735732132,-0.10487001567674113
Q2,jepa_resid,subject,masked_residual_student_test,31,0.08050727211635385,0.00043050829311379573,0.019399941076813594
Q2,jepa_resid,subject,masked_residual_student_test,32,0.0046069217107473715,0.03141937171539487,0.03795433293122404
Q2,jepa_resid,subject,masked_residual_student_test,33,-0.06844103105649689,-0.036020912453168075,0.05301245608781662
Q2,jepa_resid,subject,masked_residual_student_test,34,-0.021423318773100365,-0.07499802481728372,0.09157323857565755
Q2,jepa_resid,subject,masked_residual_student_test,35,-0.02976393222291556,0.03931868331523887,0.008929824714647835
Q2,jepa_resid,subject,masked_residual_student_test,36,0.0011255220083521335,-0.007509405136769384,-0.05951390468202615
Q2,jepa_resid,subject,masked_residual_student_test,37,0.045129554072865154,-0.05129364528282486,0.03822178943068845
Q2,jepa_resid,subject,masked_residual_student_test,38,0.04350904814477031,0.02283305137234831,0.05856008391285188
Q2,jepa_resid,subject,masked_residual_student_test,39,-0.07202227235635769,0.04234964215133794,0.04751380824822544
Q2,jepa_resid,subject,masked_residual_student_test,40,0.08741938271012335,-0.0044803797211483655,-0.020569660466037455
Q2,jepa_resid,subject,masked_residual_student_test,41,0.07779618873901982,0.016287778580636167,0.05142125103437656
Q2,jepa_resid,subject,masked_residual_student_test,42,0.04157212115393846,-0.14188728414960072,-0.010141434880896244
Q2,jepa_resid,subject,masked_residual_student_test,43,0.06963298612777803,0.07165900765168107,-0.016604859539037346
Q2,jepa_resid,subject,masked_residual_student_test,44,0.0192406278500456,-0.0597929617043589,0.017631505812885067
Q2,jepa_resid,subject,masked_residual_student_test,45,0.06105659290548648,0.017915718623159296,0.06887746005725122
Q2,jepa_resid,subject,masked_residual_student_test,46,0.20747736763788222,0.03207866809841196,-0.018624639465113148
Q2,jepa_resid,subject,masked_residual_student_test,47,0.05648077569241107,-0.0004910888014262162,0.05481762634082821
Q2,jepa_resid,subject,masked_residual_student_test,48,0.11076542024672394,-0.02002056905026956,0.13150674960291822
Q2,jepa_resid,subject,masked_residual_student_test,49,0.009204243267892286,0.09197603450858588,-0.09263339747112492
Q2,jepa_resid,subject,masked_residual_student_test,50,-0.16783026928430853,0.08374933037445773,-0.06604564353039191
Q2,jepa_resid,subject,masked_residual_student_test,51,-0.028462919406710505,0.0027229005065954903,0.04339433368298085
Q2,jepa_resid,subject,masked_residual_student_test,52,-0.052861133778140446,0.034788034661661055,-0.08087820096454461
Q2,jepa_resid,subject,masked_residual_student_test,53,-0.0008375174002784044,-0.0036767212757697677,0.013543610448782065
Q2,jepa_resid,subject,masked_residual_student_test,54,-0.030326117217875485,0.15545796248507557,0.00041697434976740403
Q2,jepa_resid,subject,masked_residual_student_test,55,-0.045859165746651935,-0.036915441661015305,0.06896510845225641
Q2,jepa_resid,subject,masked_residual_student_test,56,-0.11363548216771469,0.10904169259489323,0.07744573514250258
Q2,jepa_resid,subject,masked_residual_student_test,57,0.1472590601449623,0.12717459878508747,-0.025132532794249544
Q2,jepa_resid,subject,masked_residual_student_test,58,0.10970633130130081,0.022070639230501572,0.02912375713444975
Q2,jepa_resid,subject,masked_residual_student_test,59,-0.028393030288484614,0.07622574682084926,0.0021937877691008394
Q2,jepa_resid,subject,masked_residual_student_test,60,0.031017328277252433,-0.10849066775864727,0.011643058118853047
Q2,jepa_resid,subject,masked_residual_student_test,61,-0.020808908942543076,-0.029867479545008607,-0.050930806706443024
Q2,jepa_resid,subject,masked_residual_student_test,62,0.015443575097201553,0.05097463090394563,0.010448204263414458
Q2,jepa_resid,subject,masked_residual_student_test,63,0.0070968175490807835,-0.02458279690498896,-0.06870796352867498
Q2,jepa_resid,subject,masked_residual_student_test,64,-0.0449168146690347,0.010189125919354957,0.0034157095112322122
Q2,jepa_resid,subject,masked_residual_student_test,65,-0.07000624009984159,-0.03702306873429376,-0.02050456864327624
Q2,jepa_resid,subject,masked_residual_student_test,66,0.0363058608937743,-0.05360472722759443,-0.052995055303514116
Q2,jepa_resid,subject,masked_residual_student_test,67,-0.1608559496951951,-0.10105731049401477,0.08124941769633136
Q2,jepa_resid,subject,masked_residual_student_test,68,4.953679258868142e-05,0.03707075977275247,0.038161853395868715
Q2,jepa_resid,subject,masked_residual_student_test,69,0.06833811740987855,-0.06143830253118454,-0.03458631445845055
Q2,jepa_resid,subject,masked_residual_student_test,70,0.003404982479719675,0.12411141627435415,-0.0009531762956815928
Q2,jepa_resid,subject,masked_residual_student_test,71,0.010846253540056638,0.02133658392233299,-0.018046546742174416
Q2,jepa_resid,subject,masked_residual_student_test,72,0.03327067633082129,-0.02180640509850059,0.0017001210737038822
Q2,jepa_resid,subject,masked_residual_student_test,73,0.04460423366773868,0.026349943221932116,0.08255254309854108
Q2,jepa_resid,subject,masked_residual_student_test,74,0.022937839005424083,-0.07589706533957975,0.05696372307147034
Q2,jepa_resid,subject,masked_residual_student_test,75,0.061470551528824455,0.004069850106307815,0.09355435009217224
Q2,jepa_resid,subject,masked_residual_student_test,76,0.07318581097297557,0.10477914491427251,0.04052707111402385
Q2,jepa_resid,subject,masked_residual_student_test,77,-0.02921941151058417,0.04913208118835828,-0.008813175012471792
Q2,jepa_resid,subject,masked_residual_student_test,78,0.07498910382566121,-0.01223532925863086,-0.044141278461003144
Q2,jepa_resid,subject,masked_residual_student_test,79,0.009256468103489655,0.010038319122066592,0.05488078474311137
Q2,jepa_resid,subject,masked_residual_student_test,80,0.006410214563433014,0.044279840261930485,0.03586559434143091
Q2,jepa_resid,subject,masked_residual_student_test,81,0.011509816157058511,0.036359261036827864,-0.07608460712595118
Q2,jepa_resid,subject,masked_residual_student_test,82,0.021049296788748617,-0.007210369436163394,-0.0898415383008121
Q2,jepa_resid,subject,masked_residual_student_test,83,0.003461047376758028,0.061324230722979226,0.08261570150082424
Q2,jepa_resid,subject,masked_residual_student_test,84,0.0015533048528776458,-0.024422967478803,0.07399844643012879
Q2,jepa_resid,subject,masked_residual_student_test,85,-0.03810224163586617,-0.030478440416074296,0.01533524675844726
Q2,jepa_resid,subject,masked_residual_student_test,86,-0.009433110929774875,-0.030563510917108763,-0.2029060344370471
Q2,jepa_resid,subject,masked_residual_student_test,87,0.0781855709691355,-0.06625380846852925,-0.09791936905812992
Q2,jepa_resid,subject,masked_residual_student_test,88,0.0008820621129938079,-0.045526896470276586,0.013127280572507345
Q2,jepa_resid,subject,masked_residual_student_test,89,-0.07049162386598186,-0.02569258025939309,0.02911602345253752
Q2,jepa_resid,subject,masked_residual_student_test,90,0.04852647242355877,-0.0688864826861488,-0.02915791422956207
Q2,jepa_resid,subject,masked_residual_student_test,91,0.07491767868285891,-0.12345727567927853,0.0530092337203532
Q2,jepa_resid,subject,masked_residual_student_test,92,0.005998559976959631,-0.08738996113463711,0.022636486957079288
Q2,jepa_resid,subject,masked_residual_student_test,93,0.03721441943071089,-0.015432562255842745,0.025986460172057597
Q2,jepa_resid,subject,masked_residual_student_test,94,0.0384585993375894,-0.01981111516514683,-0.027442970265526424
Q2,jepa_resid,subject,masked_residual_student_test,95,0.07087870205923294,-0.004216790062640068,0.032774699470512106
Q2,jepa_resid,subject,masked_residual_student_test,96,-0.029228627658042527,-0.021897920334461904,0.03462820523547509
Q2,jepa_resid,subject,masked_residual_student_test,97,-0.07245927134834156,0.0011774530711360853,0.06246365985804688
Q2,jepa_resid,subject,masked_residual_student_test,98,-0.033383574137186185,0.008920157612257557,-0.12850736996796072
Q2,jepa_resid,subject,masked_residual_student_test,99,-0.05357538520616329,-0.06833094653545406,0.06505895461309068
Q2,jepa_resid,subject,masked_residual_student_test,100,0.024739595833533336,-0.07132065906802128,-0.02273380245447477
Q2,jepa_resid,subject,masked_residual_student_test,101,0.09182470119521911,0.05287131639291853,0.041836641251160434
Q2,jepa_resid,subject,masked_residual_student_test,102,0.015786108577737244,0.008973004438657754,0.002820860477483659
Q2,jepa_resid,subject,masked_residual_student_test,103,0.027037488599817593,-0.07279392547229992,0.010430803479111956
Q2,jepa_resid,subject,masked_residual_student_test,104,-0.10263217011472184,-0.011768085976433999,0.04034532958908659
Q2,jepa_resid,subject,masked_residual_student_test,105,0.006513128210051361,-0.013551344130694287,0.004948911950330596
Q2,jepa_resid,subject,masked_residual_student_test,106,0.021358805740891853,-0.001181319912092197,-0.05615555331164294
Q2,jepa_resid,subject,masked_residual_student_test,107,-0.0033427734843757494,-0.016785956590481925,0.07101711205296649
Q2,jepa_resid,subject,masked_residual_student_test,108,0.0345148562376998,0.04525299523588533,0.023695356905561273
