pool,base_agg,delta_agg,gate,n,pool_size,pool_support_mean,strict_unified_gate,deployable_unified_gate,loose_unified_gate,all_margin_vs_mixmin,best_all_delta_vs_mixmin,best_all_minus_base,best_worst_set_delta,best_sets_beating_base,best_sets_tail_neutral,best_hidden_q2s3_minus_base,best_world_support_minus_base,best_block_win_rate
high_hidden,mean,signed_p75,none,7,37,1.4324324324324325,0,0,2,0,-8.695926676960397e-06,-3.8094269980692985e-06,6.119198549758842e-06,3,3,-0.00024236560476249835,-0.00019335640629949968,0.5833333333333334
top50_heldout_mean,median,signed_p75,agree60_top50,7,50,1.84,0,0,2,0,-8.689898116420736e-06,-4.030547143152319e-06,7.375315738356036e-06,3,3,-0.00037544653581095266,-0.00029388950865976153,0.6111111111111112
high_block,mean,mean,agree75,7,47,1.7659574468085106,0,0,2,0,-8.683023160482861e-06,-3.924613299122193e-06,9.627148237822958e-06,3,3,-0.0002462097695300064,-0.0002046998507460151,0.7777777777777778
support2_top50,mean,mean,agree60,7,50,2.0,0,0,2,0,-8.677517217225983e-06,-3.930955934094982e-06,8.244129099055364e-06,3,3,-0.0002636628058874796,-0.00022465386773493643,0.7777777777777778
support2_high_block,median,signed_p75,agree60_top50,7,36,2.0,0,0,2,0,-8.674042532685888e-06,-4.103692651691304e-06,8.178672610714699e-06,3,3,-0.000266319944699292,-0.00019406208358063162,0.6944444444444444
top75_heldout_mean,median,median,agree60,7,75,1.64,0,0,2,0,-8.665125808882124e-06,-3.9920749874688966e-06,7.863047639333764e-06,3,3,-0.0002403426606708975,-0.00018528377683709753,0.75
high_hidden,mean,weighted_mean,none,7,37,1.4324324324324325,0,0,2,0,-8.660307070806894e-06,-3.7738073919157955e-06,6.3224516264615005e-06,3,3,-0.0002190815098786006,-0.00018359873662089372,0.8333333333333334
translator_tail_soft_p90_m0.50,median,weighted_mean,agree60,7,13,1.4615384615384615,0,0,2,0,-8.63237613279999e-06,-4.404683141556731e-06,1.2943194836467775e-05,3,3,-0.00038206402284687163,-0.0003392636828946805,0.8055555555555556
support2,median,mean,agree60,7,51,2.0,0,0,2,0,-8.631364579514411e-06,-4.021341160398428e-06,7.69135941014465e-06,3,3,-0.00026162660906785956,-0.00022373664028913507,0.7777777777777778
translator_tail_soft_p90_m1.00,mean,signed_p75,agree60_top50,7,25,1.36,0,0,2,0,-8.629860444808735e-06,-3.6762764704656448e-06,8.3149031948615e-06,3,3,-0.0003299876684654049,-0.0002547350713522356,0.6666666666666666
high_hidden,median,weighted_mean,none,7,37,1.4324324324324325,0,0,2,0,-8.625769537973227e-06,-3.816807376266773e-06,5.502052053962814e-06,3,3,-0.0002190815098785867,-0.0001817274315640495,0.8333333333333334
translator_tail_soft_p90_m0.50,median,weighted_mean,agree60_top50,7,13,1.4615384615384615,0,0,2,0,-8.621184324431042e-06,-4.393491333187782e-06,1.2399964238851702e-05,3,3,-0.0003424780947900233,-0.00028379533970867015,0.6944444444444444
high_hidden,median,signed_p75,none,7,37,1.4324324324324325,0,0,2,0,-8.599846661350163e-06,-3.7908844996437097e-06,5.33051891238312e-06,3,3,-0.00024236560476249835,-0.00019354625808405408,0.5833333333333334
high_world,median,signed_p75,none,7,37,1.3243243243243243,0,0,2,0,-8.595820192747183e-06,-3.7863772343049718e-06,5.5178704905234355e-06,3,3,-0.0002418587470945574,-0.00019335888821011573,0.5833333333333334
support2_top50,median,mean,agree60,7,50,2.0,0,0,2,0,-8.577428087797045e-06,-3.9839500508564996e-06,7.705182342165884e-06,3,3,-0.00026366280588747265,-0.00022523211188160133,0.7777777777777778
translator_tail_soft_p90_m0.50,median,median,agree60_top50,7,13,1.4615384615384615,0,0,2,0,-8.556678980031762e-06,-4.328985988788503e-06,1.2358722306649028e-05,3,3,-0.00032936109433329835,-0.0002490549745484238,0.6666666666666666
translator_tail_soft_p90_m1.00,mean,mean,agree75,7,25,1.36,0,0,2,0,-8.551205622042701e-06,-3.5976216476996115e-06,8.879005594319977e-06,3,3,-0.0003338500416034812,-0.00029507723345831294,0.7777777777777778
translator_tail_p90_nonpos_m1.00,mean,signed_p75,none,7,31,1.3225806451612903,0,0,2,0,-8.546011185717184e-06,-3.887370151667291e-06,4.118395029895083e-06,3,3,-0.0002460290854720548,-0.00019647026264146827,0.5833333333333334
translator_tail_soft_p90_m0.50,median,mean,agree60,7,13,1.4615384615384615,0,0,2,0,-8.532388957149806e-06,-4.3046959659065465e-06,1.2978991488998837e-05,3,3,-0.00037744474863027344,-0.0003378660903082529,0.8055555555555556
support2,mean,mean,agree60_top50,7,51,2.0,0,0,2,0,-8.5195460080012e-06,-3.773869866607882e-06,8.195971816338243e-06,3,3,-0.00024157340485992523,-0.00019744356531075638,0.6666666666666666
translator_tail_soft_p90_m1.00,mean,mean,agree60_top50,7,25,1.36,0,0,2,0,-8.5162613328027e-06,-3.5626773584596094e-06,8.598758330369272e-06,3,3,-0.00030556850010914766,-0.00026435773299491325,0.6944444444444444
top75_heldout_mean,mean,median,agree60_top50,7,75,1.64,0,0,2,0,-8.507044044758771e-06,-3.615190411920821e-06,8.277770684461672e-06,3,3,-0.00021411532947000766,-0.00015136512200322207,0.6111111111111112
translator_tail_p90_nonpos_m1.00,median,signed_p75,none,7,31,1.3225806451612903,0,0,2,0,-8.504578589141332e-06,-3.881006931161224e-06,3.3809007673468727e-06,3,3,-0.0002460290854720548,-0.00019706180368025397,0.5833333333333334
top75_heldout_mean,mean,weighted_mean,agree60,7,75,1.64,0,0,2,0,-8.503994708752849e-06,-3.6121410759148986e-06,7.949593158418367e-06,3,3,-0.00030636419662254805,-0.0002744578287366961,0.75
translator_tail_soft_p90_m0.50,median,mean,agree60_top50,7,13,1.4615384615384615,0,0,2,0,-8.493928151831476e-06,-4.2662351605882165e-06,1.2444314539061807e-05,3,3,-0.0003368953704980665,-0.0002834452692612177,0.6944444444444444
support2_top50,mean,mean,agree60_top50,7,50,2.0,0,0,2,0,-8.487583421645795e-06,-3.7410221385147935e-06,8.194191241761573e-06,3,3,-0.00024369156073383164,-0.00019946457276424088,0.6666666666666666
translator_tail_soft_p90_m1.00,median,weighted_mean,agree60_top50,7,25,1.36,0,0,2,0,-8.455580264632445e-06,-3.836465800044486e-06,7.40952159994368e-06,3,3,-0.00030929879723025355,-0.0002649278352116035,0.6944444444444444
high_world,mean,weighted_mean,none,7,37,1.3243243243243243,0,0,2,0,-8.44649929121477e-06,-3.52463846986506e-06,6.265314794307031e-06,3,3,-0.00022487211213848002,-0.00018960164890070028,0.8333333333333334
translator_tail_soft_p90_m1.00,mean,median,agree75,7,25,1.36,0,0,2,0,-8.441876926834624e-06,-3.488292952491534e-06,8.889735586214975e-06,3,3,-0.0003081327249651461,-0.0002706867071106233,0.7777777777777778
support2_top50,mean,weighted_mean,agree60,7,50,2.0,0,0,2,0,-8.41820091679324e-06,-3.671639633662238e-06,8.109337909623093e-06,3,3,-0.00029898561967482695,-0.00026118482650369645,0.7777777777777778
support2,median,mean,agree60_top50,7,51,2.0,0,0,2,0,-8.416208759132182e-06,-3.8061853400161993e-06,7.642766386206645e-06,3,3,-0.00024157340485989054,-0.00019888492276317628,0.6666666666666666
support2,mean,weighted_mean,agree60,7,51,2.0,0,0,2,0,-8.40936861157271e-06,-3.6636924701793916e-06,8.108877317059004e-06,3,3,-0.0002975836068407553,-0.00025991275518484906,0.7777777777777778
top75_heldout_mean,mean,mean,agree60,7,75,1.64,0,0,2,0,-8.395081770085078e-06,-3.5032281372471274e-06,8.059819472716612e-06,3,3,-0.0002821327713120811,-0.0002501712372306676,0.75
translator_tail_p90_nonpos_m0.50,mean,weighted_mean,none,7,12,1.4166666666666667,0,0,2,0,-8.394679662071525e-06,-3.6641476232057713e-06,7.569275715213486e-06,3,3,-0.0002660582924340765,-0.00021876816031166655,0.5833333333333334
translator_tail_p90_nonpos_m0.50,median,weighted_mean,none,7,12,1.4166666666666667,0,0,2,0,-8.39339092340019e-06,-3.596038154363157e-06,6.93673661655847e-06,3,3,-0.0002660582924340904,-0.00021900971762798247,0.5833333333333334
top75_heldout_mean,mean,weighted_mean,agree60_top50,7,75,1.64,0,0,2,0,-8.385313628678226e-06,-3.4934599958402757e-06,7.908685586421882e-06,3,3,-0.00028595758557862366,-0.0002487250474244474,0.6388888888888888
high_block,mean,signed_p75,agree75,7,47,1.7659574468085106,0,0,2,0,-8.373524849503156e-06,-3.615114988142487e-06,9.464194019592753e-06,3,3,-0.0003236345934694365,-0.000277237169781308,0.7777777777777778
support2_top50,median,mean,agree60_top50,7,50,2.0,0,0,2,0,-8.363832838309548e-06,-3.7703548013690025e-06,7.65524789914096e-06,3,3,-0.0002436915607338247,-0.00020028998997774754,0.6666666666666666
translator_tail_p90_nonpos_m0.50,median,mean,none,7,12,1.4166666666666667,0,0,2,0,-8.361012191149264e-06,-3.563659422112231e-06,6.950931712434993e-06,3,3,-0.00025265075627904643,-0.00021174048612269112,0.5833333333333334
translator_tail_soft_p90_m1.00,median,signed_p75,agree60_top50,7,25,1.36,0,0,2,0,-8.359965827819948e-06,-3.7408513632319895e-06,7.2762240213020135e-06,3,3,-0.000329987668465391,-0.0002561429199549215,0.6666666666666666
translator_tail_p90_nonpos_m0.50,mean,mean,none,7,12,1.4166666666666667,0,0,2,0,-8.35930170550725e-06,-3.628769666641496e-06,7.583472971361971e-06,3,3,-0.00025265075627904643,-0.00021178357610187595,0.5833333333333334
support2,median,weighted_mean,agree60,7,51,2.0,0,0,2,0,-8.354101954988202e-06,-3.7440785358722195e-06,7.5556339643734205e-06,3,3,-0.0002975836068407345,-0.000261439068149305,0.7777777777777778
top75_heldout_mean,median,weighted_mean,agree60,7,75,1.64,0,0,2,0,-8.342042486342294e-06,-3.6689916649290666e-06,7.4945775807577775e-06,3,3,-0.00030636419662247866,-0.00027291238500168347,0.75
support2_top50,median,weighted_mean,agree60,7,50,2.0,0,0,2,0,-8.341597063088457e-06,-3.7481190261479114e-06,7.570358627306817e-06,3,3,-0.00029898561967482,-0.0002624397753526518,0.7777777777777778
top75_heldout_mean,mean,mean,agree60_top50,7,75,1.64,0,0,2,0,-8.335459737329742e-06,-3.443606104491792e-06,7.955788784541618e-06,3,3,-0.0002601346446793121,-0.00022519850263904586,0.6388888888888888
high_world,median,weighted_mean,none,7,37,1.3243243243243243,0,0,2,0,-8.334851370306318e-06,-3.525408411864106e-06,5.699851019724811e-06,3,3,-0.0002248721121384592,-0.00018963441123144294,0.8333333333333334
support2_top50,mean,weighted_mean,agree60_top50,7,50,2.0,0,0,2,0,-8.307147671304804e-06,-3.560586388173803e-06,8.046844995779345e-06,3,3,-0.000279753199141336,-0.0002385628440742917,0.6666666666666666
support2,mean,weighted_mean,agree60_top50,7,51,2.0,0,0,2,0,-8.297874197094046e-06,-3.5521980557007282e-06,8.04687822464345e-06,3,3,-0.00027830413278234073,-0.00023709066580160365,0.6666666666666666
translator_tail_soft_p90_m1.00,median,mean,agree75,7,25,1.36,0,0,2,0,-8.274274081787603e-06,-3.6551596171996437e-06,7.844680478763522e-06,3,3,-0.00033385004160343956,-0.00029490634513137373,0.7777777777777778
translator_tail_soft_p90_m1.00,median,mean,agree60_top50,7,25,1.36,0,0,2,0,-8.259792017462075e-06,-3.6406775528741164e-06,7.549446115140412e-06,3,3,-0.00030556850010911296,-0.00026452924182366884,0.6944444444444444
translator_tail_soft_p90_m1.00,mean,median,agree60_top50,7,25,1.36,0,0,2,0,-8.256388152272365e-06,-3.302804177929275e-06,8.262013828530534e-06,3,3,-0.0002422815525725333,-0.0001909835140033178,0.6388888888888888
top75_heldout_mean,median,mean,agree60,7,75,1.64,0,0,2,0,-8.245203221957098e-06,-3.572152400543871e-06,7.604839460051416e-06,3,3,-0.0002821327713120325,-0.0002486257934956827,0.75
support2,median,weighted_mean,agree60_top50,7,51,2.0,0,0,2,0,-8.241348528059689e-06,-3.631325108943706e-06,7.493638449429518e-06,3,3,-0.0002783041327823199,-0.00023851010361512488,0.6666666666666666
support2_top50,median,weighted_mean,agree60_top50,7,50,2.0,0,0,2,0,-8.22928787902466e-06,-3.6358098420841145e-06,7.507867202827256e-06,3,3,-0.0002797531991413152,-0.0002394194090952705,0.6666666666666666
top75_heldout_mean,median,weighted_mean,agree60_top50,7,75,1.64,0,0,2,0,-8.209376309853411e-06,-3.536325488440184e-06,7.453661500789188e-06,3,3,-0.00028595758557856815,-0.000247147984223728,0.6388888888888888
top75_heldout_mean,median,mean,agree60_top50,7,75,1.64,0,0,2,0,-8.17273410835817e-06,-3.4996832869449435e-06,7.500807030824674e-06,3,3,-0.00026013464467925657,-0.00022422150794468299,0.6388888888888888
translator_tail_soft_p90_m1.00,median,median,agree75,7,25,1.36,0,0,2,0,-8.166640055207175e-06,-3.547525590619216e-06,7.853714396599543e-06,3,3,-0.0003081327249651461,-0.0002712632434747398,0.7777777777777778
translator_tail_p90_nonpos_m0.50,median,median,none,7,12,1.4166666666666667,0,0,2,0,-8.107438355553498e-06,-3.3100855865164647e-06,7.122525106151301e-06,3,3,-0.0002333789616454987,-0.00020475565957349656,0.5833333333333334
top75_heldout_mean,mean,signed_p75,agree60_top50,7,75,1.64,0,0,2,0,-8.106908998328777e-06,-3.2150553654908265e-06,7.786945901089304e-06,3,3,-0.0003596941201838566,-0.0003247390073042866,0.6111111111111112
translator_tail_p90_nonpos_m0.50,mean,median,none,7,12,1.4166666666666667,0,0,2,0,-8.103600132480793e-06,-3.3730680936150392e-06,7.755064457493077e-06,3,3,-0.0002333789616454987,-0.00020549303588020544,0.5833333333333334
translator_tail_soft_p90_m1.00,median,median,agree60_top50,7,25,1.36,0,0,2,0,-8.07636648281207e-06,-3.4572520182241107e-06,7.21661826108555e-06,3,3,-0.0002422815525725333,-0.000191787899387269,0.6388888888888888
translator_tail_p90_nonpos_m1.00,mean,weighted_mean,none,7,31,1.3225806451612903,0,0,2,0,-8.015719318743564e-06,-3.357078284693671e-06,4.237127395056994e-06,3,3,-0.00022070560216595758,-0.00018795212574674864,0.5833333333333334
top75_heldout_mean,median,signed_p75,agree60_top50,7,75,1.64,0,0,2,0,-7.96054929841361e-06,-3.2874984770003834e-06,7.331865687798533e-06,3,3,-0.00035969412018381497,-0.0003226638111439419,0.6111111111111112
translator_tail_p90_nonpos_m1.00,median,weighted_mean,none,7,31,1.3225806451612903,0,0,2,0,-7.958467503121902e-06,-3.3348958451417943e-06,3.5468732497712097e-06,3,3,-0.0002207056021659437,-0.00018797090524929607,0.5833333333333334
translator_tail_p90_nonpos_m1.00,mean,mean,none,7,31,1.3225806451612903,0,0,2,0,-7.822342809937766e-06,-3.1637017758878727e-06,4.251756684614527e-06,3,3,-0.00020032774845887835,-0.00017418310315959746,0.5833333333333334
translator_tail_p90_nonpos_m1.00,median,mean,none,7,31,1.3225806451612903,0,0,2,0,-7.763137521599184e-06,-3.139565863619076e-06,3.561488946535185e-06,3,3,-0.0002003277484588506,-0.00017503267325291163,0.5833333333333334
translator_tail_soft_max_m1.00,mean,signed_p75,none,7,23,1.9130434782608696,0,0,1,0,-9.733973886261182e-06,-4.829658906024825e-06,9.30383426489545e-06,3,3,-0.00014535246854394807,-0.0001000314061259278,0.8333333333333334
translator_tail_soft_max_m1.00,median,signed_p75,none,7,23,1.9130434782608696,0,0,1,0,-9.603335004548796e-06,-4.890149374325858e-06,8.555763964190888e-06,3,3,-0.0001453524685439203,-0.00010046164077732187,0.8333333333333334
translator_tail_soft_max_m1.00,mean,weighted_mean,none,7,23,1.9130434782608696,0,0,1,0,-9.591588420176933e-06,-4.687273439940576e-06,9.335316325298493e-06,3,3,-0.000115764762343748,-8.23655823130431e-05,0.8333333333333334
translator_tail_soft_max_m1.00,mean,mean,none,7,23,1.9130434782608696,0,0,1,0,-9.573843368526624e-06,-4.669528388290267e-06,9.338489921351112e-06,3,3,-0.00011210773072339864,-8.040126355953739e-05,0.8333333333333334
translator_tail_soft_max_m1.00,median,weighted_mean,none,7,23,1.9130434782608696,0,0,1,0,-9.43164488076409e-06,-4.7184592505411516e-06,8.587281137506508e-06,3,3,-0.00011576476234373412,-8.146161149619191e-05,0.8333333333333334
translator_tail_soft_max_m1.00,median,mean,none,7,23,1.9130434782608696,0,0,1,0,-9.3870435660115e-06,-4.673857935788561e-06,8.59045983137019e-06,3,3,-0.00011210773072339864,-7.924882592122992e-05,0.8333333333333334
translator_tail_soft_p90_m0.50,mean,median,agree60,7,13,1.4615384615384615,0,0,1,0,-9.211443113055218e-06,-4.44591066040001e-06,1.0677312601625744e-05,3,3,-0.00021201950239923412,-0.0001815039593910607,0.8055555555555556
translator_tail_soft_max_m1.00,mean,median,none,7,23,1.9130434782608696,0,0,1,0,-9.183096422171744e-06,-4.2787814419353865e-06,9.316060416986183e-06,3,3,-9.984183214416936e-05,-7.096635562039424e-05,0.8333333333333334
support2_high_block,median,median,agree60,7,36,2.0,0,0,1,0,-9.166640451030439e-06,-4.596290570035855e-06,8.624680856827993e-06,3,3,-0.00021054279441081597,-0.00015748914721628866,0.8333333333333334
support2_high_block,median,median,none,7,36,2.0,0,0,1,0,-9.166640451030439e-06,-4.596290570035855e-06,8.624680856827993e-06,3,3,-0.00021054279441081597,-0.00015748914721628866,0.8333333333333334
high_block,median,median,agree60_top50,7,47,1.7659574468085106,0,0,1,0,-9.14849759503511e-06,-4.585616883101551e-06,8.206531261767402e-06,3,3,-0.00018718318802178613,-0.00012580098678520728,0.6666666666666666
top50_heldout_mean,mean,signed_p75,agree60,7,50,1.84,0,0,1,0,-9.079027459168998e-06,-4.278159984383301e-06,8.272486355820341e-06,3,3,-0.00022346704702271708,-0.0001809680457863672,0.7777777777777778
support2_high_block,mean,median,agree60_top50,7,36,2.0,0,0,1,0,-9.026764042463498e-06,-4.269993227556945e-06,9.504570764540254e-06,3,3,-0.00018054286094242034,-0.00011870761299178625,0.6666666666666666
translator_tail_soft_p90_m0.50,median,signed_p75,agree60,7,13,1.4615384615384615,0,0,1,0,-8.986743428973654e-06,-4.759050437730394e-06,1.2799816374586825e-05,3,3,-0.00021833397327037513,-0.00018952530483839483,0.8055555555555556
top50_heldout_mean,median,signed_p75,agree60,7,50,1.84,0,0,1,0,-8.983208353408045e-06,-4.3238573801396285e-06,7.630520900470117e-06,3,3,-0.00022346704702268239,-0.0001807746621807604,0.7777777777777778
support2_high_block,median,median,agree60_top50,7,36,2.0,0,0,1,0,-8.90390847829714e-06,-4.333558597302556e-06,8.51358995246354e-06,3,3,-0.00018054286094242034,-0.00012130347589506263,0.6666666666666666
support2_high_block,median,signed_p75,agree60,7,36,2.0,0,0,1,0,-8.874120726587442e-06,-4.303770845592858e-06,8.396721609349456e-06,3,3,-0.00016117488166392246,-0.00013371940420393576,0.8333333333333334
translator_tail_soft_p90_m1.00,mean,signed_p75,agree60,7,25,1.36,0,0,1,0,-8.85843423248378e-06,-3.904850258140691e-06,8.924597891257768e-06,3,3,-0.00021334512484528362,-0.00018551852480709337,0.8055555555555556
support2_high_block,mean,mean,agree75,7,36,2.0,0,0,1,0,-8.852053296370954e-06,-4.095282481464402e-06,9.672136942806553e-06,3,3,-0.0001225921643677741,-9.465371841729233e-05,0.8055555555555556
translator_tail_soft_p90_m1.00,mean,signed_p75,agree75,7,25,1.36,0,0,1,0,-8.846838990717032e-06,-3.893255016373942e-06,8.867732815387441e-06,3,3,-0.00021192858071240883,-0.0001819766436240212,0.7777777777777778
support2_high_block,mean,weighted_mean,agree75,7,36,2.0,0,0,1,0,-8.828892626544516e-06,-4.072121811637963e-06,9.650847955233743e-06,3,3,-0.00013335748611807696,-0.00010395340850037345,0.8055555555555556
translator_tail_soft_p90_m0.50,mean,signed_p75,agree75,7,13,1.4615384615384615,0,0,1,0,-8.793874957779835e-06,-4.028342505124627e-06,1.0988385116483812e-05,3,3,-0.0002186800433550823,-0.00018826004682256925,0.8055555555555556
translator_tail_soft_p90_m0.50,median,median,none,7,13,1.4615384615384615,0,0,1,0,-8.79373587725496e-06,-4.566042886011701e-06,1.2959263245293506e-05,3,3,-0.00021759276724789278,-0.00018459382236800663,0.8333333333333334
support2_top50,mean,median,agree60,7,50,2.0,0,0,1,0,-8.779971010453025e-06,-4.033409727322024e-06,8.536214706311718e-06,3,3,-0.00021833882186617082,-0.00016516697628474186,0.7777777777777778
support2,mean,median,agree60,7,51,2.0,0,0,1,0,-8.76666790028402e-06,-4.020991758890702e-06,8.534364963619367e-06,3,3,-0.00021722040554244398,-0.00016432310029916293,0.7777777777777778
translator_tail_soft_p90_m1.00,mean,weighted_mean,agree60,7,25,1.36,0,0,1,0,-8.69808867887123e-06,-3.74450470452814e-06,8.914896885592327e-06,3,3,-0.00017629973170738694,-0.0001532992648072551,0.8055555555555556
support2_high_block,median,weighted_mean,agree75,7,36,2.0,0,0,1,0,-8.69497375943773e-06,-4.1246238784431455e-06,8.652110202067576e-06,3,3,-0.00013335748611806308,-0.00010565283414386566,0.8055555555555556
translator_tail_soft_p90_m1.00,mean,weighted_mean,agree75,7,25,1.36,0,0,1,0,-8.68898440631316e-06,-3.7354004319700707e-06,8.856749619812199e-06,3,3,-0.00017553312840699192,-0.00015136021717954704,0.7777777777777778
translator_tail_soft_p90_m0.50,median,median,agree60,7,13,1.4615384615384615,0,0,1,0,-8.687659469597264e-06,-4.459966478354005e-06,1.290878541326812e-05,3,3,-0.00021201950239923412,-0.00018177679335379393,0.8055555555555556
high_block,mean,median,agree75,7,47,1.7659574468085106,0,0,1,0,-8.67143777982804e-06,-3.913027918467371e-06,9.633448871282368e-06,3,3,-0.00022451318967725564,-0.00018326198679353696,0.7777777777777778
support2_top50,median,median,agree60,7,50,2.0,0,0,1,0,-8.662138627602012e-06,-4.068660590661466e-06,7.997314864449656e-06,3,3,-0.00021833882186613612,-0.00016514924880069995,0.7777777777777778
support2,median,median,agree60,7,51,2.0,0,0,1,0,-8.659889635942442e-06,-4.049866216826459e-06,7.981197474915547e-06,3,3,-0.00021722040554242317,-0.00016495860163464617,0.7777777777777778
high_block,mean,weighted_mean,agree75,7,47,1.7659574468085106,0,0,1,0,-8.644364958509954e-06,-3.885955097149285e-06,9.621978063645287e-06,3,3,-0.00013239040138458835,-0.00010881370663425299,0.7777777777777778
translator_tail_soft_p90_m0.50,mean,median,agree75,7,13,1.4615384615384615,0,0,1,0,-8.619716824975754e-06,-3.854184372320546e-06,1.102706783295826e-05,3,3,-0.00021227653273272334,-0.00018410461181044284,0.8055555555555556
translator_tail_soft_p90_m0.50,mean,weighted_mean,agree75,7,13,1.4615384615384615,0,0,1,0,-8.615947773238375e-06,-3.850415320583167e-06,1.0993770854783591e-05,3,3,-0.00019350821318668554,-0.00016808578776842937,0.8055555555555556
translator_tail_soft_p90_m1.00,median,signed_p75,agree60,7,25,1.36,0,0,1,0,-8.586387940878737e-06,-3.967273476290778e-06,7.890253171938255e-06,3,3,-0.00021334512484526974,-0.00018621373204547043,0.8055555555555556
translator_tail_soft_p90_m1.00,median,signed_p75,agree75,7,25,1.36,0,0,1,0,-8.576043446284487e-06,-3.956928981696528e-06,7.833392365097502e-06,3,3,-0.0002119285807124019,-0.00018265216780192768,0.7777777777777778
translator_tail_soft_p90_m1.00,mean,mean,agree60,7,25,1.36,0,0,1,0,-8.561760537095786e-06,-3.6081765627526963e-06,8.930691911768207e-06,3,1,-0.00016955188394403992,-0.00014954160860777832,0.8055555555555556
translator_tail_soft_p90_m0.50,mean,mean,agree75,7,13,1.4615384615384615,0,0,1,0,-8.535404116716272e-06,-3.769871664061064e-06,1.102279361453462e-05,3,3,-0.00019110647239772155,-0.00016793371536861232,0.8055555555555556
support2_top50,mean,median,agree60_top50,7,50,2.0,0,0,1,0,-8.53410287449119e-06,-3.7875415913601884e-06,8.474361157362331e-06,3,3,-0.00019331842139867772,-0.00013360926253814815,0.6111111111111112
high_block,median,mean,agree75,7,47,1.7659574468085106,0,0,1,0,-8.48608227277392e-06,-3.9232015608403614e-06,8.69535631264906e-06,3,3,-0.00024620976953001333,-0.00020545012234785562,0.7777777777777778
high_block,median,median,agree75,7,47,1.7659574468085106,0,0,1,0,-8.48421313548453e-06,-3.921332423550972e-06,8.70165087962782e-06,3,3,-0.00022451318967724176,-0.0001840107916459778,0.7777777777777778
top75_heldout_mean,mean,signed_p75,agree60,7,75,1.64,0,0,1,0,-8.467899239139598e-06,-3.5760456063016477e-06,8.142994181392638e-06,3,3,-0.00021626252770598486,-0.00020106939511940216,0.75
translator_tail_soft_p90_m1.00,mean,median,agree60,7,25,1.36,0,0,1,0,-8.447947426382107e-06,-3.4943634520390177e-06,8.965389551418568e-06,3,1,-0.00015620309597995374,-0.0001373295052262359,0.8055555555555556
support2_top50,median,median,agree60_top50,7,50,2.0,0,0,1,0,-8.44327025828484e-06,-3.849792221344295e-06,7.935480876075651e-06,3,3,-0.00019331842139864303,-0.00013407567340665834,0.6111111111111112
support2,mean,median,agree60_top50,7,51,2.0,0,0,1,0,-8.432570286820429e-06,-3.686894145427111e-06,8.49631819754837e-06,3,3,-0.00019122651911811228,-0.00012980893400321714,0.6111111111111112
translator_tail_soft_p90_m1.00,median,weighted_mean,agree60,7,25,1.36,0,0,1,0,-8.425960521196707e-06,-3.806846056608748e-06,7.878798690463817e-06,3,3,-0.00017629973170735919,-0.00015273487680303455,0.8055555555555556
support2,mean,signed_p75,agree60,7,51,2.0,0,0,1,0,-8.421194390817455e-06,-3.6755182494241367e-06,8.493873935977447e-06,3,3,-0.0001848711549463644,-0.00016167083281241066,0.7777777777777778
support2_top50,mean,signed_p75,agree60,7,50,2.0,0,0,1,0,-8.418166319912324e-06,-3.6716050367813224e-06,8.516506399880441e-06,3,3,-0.00018713988206894155,-0.0001641923335422013,0.7777777777777778
support2_high_block,mean,signed_p75,agree75,7,36,2.0,0,0,1,0,-8.417159560458742e-06,-3.66038874555219e-06,9.581522263824027e-06,3,3,-0.00016069772024638468,-0.00012646043528821704,0.8055555555555556
translator_tail_soft_p90_m1.00,median,weighted_mean,agree75,7,25,1.36,0,0,1,0,-8.416969879965208e-06,-3.7978554153772492e-06,7.821666219598455e-06,3,3,-0.0001755331284069364,-0.00015085776861984432,0.7777777777777778
support2,median,median,agree60_top50,7,51,2.0,0,0,1,0,-8.368347667153664e-06,-3.758324248037681e-06,7.943151957068295e-06,3,3,-0.00019122651911809146,-0.00013078033815614462,0.6111111111111112
support2,median,signed_p75,agree60,7,51,2.0,0,0,1,0,-8.362026212682672e-06,-3.752002793566689e-06,7.94062176967536e-06,3,3,-0.00018487115494632972,-0.0001632588225247756,0.7777777777777778
top75_heldout_mean,median,median,agree60_top50,7,75,1.64,0,0,1,0,-8.339851684802113e-06,-3.666800863388886e-06,7.82280765421195e-06,3,3,-0.00021411532946994521,-0.00015031863988700382,0.6111111111111112
support2_top50,median,signed_p75,agree60,7,50,2.0,0,0,1,0,-8.322821634321187e-06,-3.729343597380641e-06,7.977521173208046e-06,3,3,-0.00018713988206892074,-0.00016531014000396014,0.7777777777777778
top75_heldout_mean,median,signed_p75,agree60,7,75,1.64,0,0,1,0,-8.314947769316738e-06,-3.6418969479035113e-06,7.687981200987792e-06,3,3,-0.00021626252770592935,-0.0001999881915629388,0.75
translator_tail_soft_p90_m1.00,median,mean,agree60,7,25,1.36,0,0,1,0,-8.284721251916594e-06,-3.6656067873286347e-06,7.895567357252276e-06,3,1,-0.00016955188394401216,-0.00014879045711996275,0.8055555555555556
translator_tail_soft_p90_m0.50,median,signed_p75,agree75,7,13,1.4615384615384615,0,0,1,0,-8.253952468395553e-06,-4.026259477152294e-06,1.3212105643978234e-05,3,3,-0.0002186800433550823,-0.0001882405405442488,0.8055555555555556
