pair,sub_idx,target_idx,target,target_group,delta_y1,delta_y0,swing,support_label,support_delta,adverse_delta,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days,edge_like,e72_active,e101_active,all_veto_null,all_safe_density,broad_low_alpha_mass,e101_plausible_mass,benefit_rank,swing_rank,between_train_runs,context_high,global_prior_y1,subject_prior_y1,subject_train_count,prev_y,next_y,has_prev_label,has_next_label,both_flanks,prev_only,next_only,flank_conflict,flank_agree,min_flank_gap_days,p_y1_global,support_probability_global,expected_delta_global,p_y1_subject,support_probability_subject,expected_delta_subject,p_y1_prev_beta,support_probability_prev_beta,expected_delta_prev_beta,p_y1_next_beta,support_probability_next_beta,expected_delta_next_beta,p_y1_nearest_beta,support_probability_nearest_beta,expected_delta_nearest_beta,p_y1_both_equal_beta,support_probability_both_equal_beta,expected_delta_both_equal_beta,p_y1_both_distance_beta,support_probability_both_distance_beta,expected_delta_both_distance_beta,p_y1_edge_endpoint_beta,support_probability_edge_endpoint_beta,expected_delta_edge_endpoint_beta,p_y1_nearest_hard085,support_probability_nearest_hard085,expected_delta_nearest_hard085,p_y1_conflict_flat,support_probability_conflict_flat,expected_delta_conflict_flat,p_y1_focus_mean,p_y1_flank_mean,p_y1_visible_mean,support_probability_focus_mean,expected_delta_focus_mean,support_probability_flank_mean,expected_delta_flank_mean,support_probability_visible_mean,expected_delta_visible_mean,support_prob_min,support_prob_max,support_prob_range,n_priors_support_ge_05,all_prior_support,all_prior_adverse,prior_split,ambiguous_visible_mean,expected_rank_focus
e176_vs_e95,106,3,S1,S,3.092840467356282e-07,-2.1935859737739957e-06,2.502870020509624e-06,0,-2.1935859737739957e-06,3.092840467356282e-07,id04_b14,id04,2024-10-29,2024-10-30,285,83,1.0,1,0,3,3-5,2,1.0,0,right_edge,2024-10-27,2024-10-29,after_train_run,True,False,3.0,,3.0,,True,False,False,True,0.4210136533641106,0.0,0.0,234,75,False,True,0.6822222222222222,0.7543859649122807,57,0.0,,True,False,False,True,False,False,False,3.0,0.6822222222222222,0.3177777777777778,-4.860724264485412e-07,0.7543859649122807,0.24561403508771928,-3.054559583018233e-07,0.6466165413533834,0.3533834586466166,-5.751888176549909e-07,0.7543859649122807,0.24561403508771928,-3.054559583018233e-07,0.5029239766081871,0.4970760233918129,-9.348326301258809e-07,0.5029239766081871,0.4970760233918129,-9.348326301258809e-07,0.6466165413533834,0.3533834586466166,-5.751888176549909e-07,0.5029239766081871,0.4970760233918129,-9.348326301258809e-07,0.15,0.85,-1.818155470697552e-06,0.6466165413533834,0.3533834586466166,-5.751888176549909e-07,0.5288693957115009,0.5747702589807853,0.5550984604368062,0.47113060428849907,-8.698946184826388e-07,0.42522974101921474,-7.550107238904358e-07,0.4449015395631938,-8.042466787156657e-07,0.24561403508771928,0.85,0.6043859649122807,1,False,False,True,False,7
e176_vs_e95,67,4,S2,S,-1.4236680181540783e-06,1.0780336769886974e-06,2.501701695142776e-06,1,-1.4236680181540783e-06,1.0780336769886974e-06,id03_b2,id03,2024-08-26,2024-08-27,178,30,0.5660377358490566,0,0,11,11-16,8,0.8,2,interior,2024-08-16,2024-08-28,between_train_runs,True,True,9.0,3.0,11.0,3.0,False,False,False,True,0.4210136533641106,0.0,0.0,1099,76,True,True,0.6511111111111111,0.5151515151515151,33,0.0,0.0,True,True,True,False,False,False,True,3.0,0.6511111111111111,0.6511111111111111,-5.508520934042654e-07,0.5151515151515151,0.5151515151515151,-2.1072174172121736e-07,0.4927536231884058,0.4927536231884058,-1.5468889742948195e-07,0.44155844155844154,0.44155844155844154,-2.6613824762658036e-08,0.3434343434343434,0.3434343434343434,2.1886339784875425e-07,0.25757575757575757,0.25757575757575757,4.3365596763374006e-07,0.425,0.425,1.4810456553017618e-08,0.3434343434343434,0.3434343434343434,2.1886339784875425e-07,0.15,0.15,7.02778422717281e-07,0.425,0.425,1.4810456553017618e-08,0.43875420875420873,0.38421717171717173,0.40759018759018756,0.43875420875420873,-1.959847080273381e-08,0.38421717171717173,1.1683692720088594e-07,0.40759018759018756,5.8364613770763354e-08,0.15,0.6511111111111111,0.5011111111111111,2,False,False,True,False,446
e176_vs_e95,130,5,S3,S,1.1484343932536119e-07,-2.3867342918667387e-06,2.5015777311921e-06,0,-2.3867342918667387e-06,1.1484343932536119e-07,id06_b2,id06,2024-07-08,2024-07-09,383,32,0.4507042253521127,0,0,8,6-10,2,0.2857142857142857,2,interior,2024-07-06,2024-07-13,between_train_runs,True,True,3.0,6.0,3.0,6.0,False,False,False,True,0.1848158755156593,0.0,0.0,125,77,True,True,0.6622222222222223,0.9583333333333334,48,1.0,1.0,True,True,True,False,False,False,True,3.0,0.6622222222222223,0.33777777777777773,-7.301339276550814e-07,0.9583333333333334,0.04166666666666663,1.06110338590238e-08,0.9642857142857142,0.03571428571428581,2.5501377497071666e-08,0.9615384615384617,0.038461538461538325,1.8628911202588466e-08,0.9722222222222223,0.02777777777777768,4.5355169014469774e-08,0.9791666666666667,0.02083333333333326,6.272723659219264e-08,0.9666666666666668,0.033333333333333215,3.1457514952291495e-08,0.9722222222222223,0.02777777777777768,4.5355169014469774e-08,0.85,0.15000000000000002,-2.603932203534538e-07,0.9666666666666668,0.033333333333333215,3.1457514952291495e-08,0.8235185185185186,0.9694444444444446,0.906904761904762,0.17648148148148135,-3.266387047165035e-07,0.030555555555555447,3.8406341983380634e-08,0.09309523809523801,-1.1804153517371264e-07,0.02777777777777768,0.33777777777777773,0.31000000000000005,0,False,True,False,False,80
e176_vs_e95,71,1,Q2,Q,5.173984403190612e-07,-1.978734733001681e-06,2.4961331733207422e-06,0,-1.978734733001681e-06,5.173984403190612e-07,id03_b4,id03,2024-09-16,2024-09-17,193,45,0.8490566037735849,0,0,10,6-10,1,0.1111111111111111,1,near_edge,2024-09-15,2024-10-09,after_train_run,True,False,2.0,,4.0,,True,False,False,True,0.1848158755156593,0.0,0.0,112,78,False,True,0.5622222222222222,0.8181818181818182,33,1.0,,True,False,False,True,False,False,False,4.0,0.5622222222222222,0.4377777777777778,-5.75353193334686e-07,0.8181818181818182,0.18181818181818177,6.355604516983547e-08,0.8383838383838385,0.16161616161616155,1.1398297796419393e-07,0.8181818181818182,0.18181818181818177,6.355604516983547e-08,0.8787878787878789,0.1212121212121211,2.1483684355291094e-07,0.8787878787878789,0.1212121212121211,2.1483684355291094e-07,0.8383838383838385,0.16161616161616155,1.1398297796419393e-07,0.8787878787878789,0.1212121212121211,2.1483684355291094e-07,0.85,0.15000000000000002,1.4297846432094985e-07,0.8383838383838385,0.16161616161616155,1.1398297796419393e-07,0.7434680134680135,0.8585858585858586,0.8092496392496392,0.2565319865319865,-1.2293956128130008e-07,0.14141414141414144,1.6440991075855212e-07,0.19075036075036078,4.12601370271868e-08,0.1212121212121211,0.4377777777777778,0.3165656565656567,0,False,True,False,False,215
e176_vs_e95,91,1,Q2,Q,-1.034734457599448e-06,1.4555331056101168e-06,2.4902675632095647e-06,1,-1.034734457599448e-06,1.4555331056101168e-06,id04_b6,id04,2024-09-24,2024-09-25,250,48,0.5783132530120482,1,0,8,6-10,5,0.7142857142857143,2,interior,2024-09-18,2024-09-26,between_train_runs,True,True,6.0,3.0,7.0,3.0,False,False,False,True,0.1848158755156593,0.0,0.0,1434,79,True,True,0.5622222222222222,0.49122807017543857,57,0.0,1.0,True,True,True,False,False,True,False,3.0,0.5622222222222222,0.5622222222222222,5.5449342294517146e-08,0.49122807017543857,0.49122807017543857,2.322437763141903e-07,0.45847953216374265,0.45847953216374265,3.1379639826725205e-07,0.5639097744360901,0.5639097744360901,5.124688575509934e-08,0.6608187134502924,0.6608187134502924,-1.9008230165702255e-07,0.4956140350877193,0.4956140350877193,2.213215501597623e-07,0.5313765182186234,0.5313765182186234,1.3226339843904257e-07,0.6608187134502924,0.6608187134502924,-1.9008230165702255e-07,0.85,0.85,-6.611943231180131e-07,0.5,0.5,2.1039932400533442e-07,0.6344834307992202,0.5882534862798021,0.6080663196452669,0.6344834307992202,-1.245004015031018e-07,0.5882534862798021,-9.375470217417185e-09,0.6080663196452669,-5.871472648271033e-08,0.49122807017543857,0.85,0.3587719298245614,9,False,False,True,False,213
e176_vs_e95,199,2,Q3,Q,-1.883897968709723e-06,5.985153579971695e-07,2.4824133267068926e-06,1,-1.883897968709723e-06,5.985153579971695e-07,id08_b14,id08,2024-09-17,2024-09-18,575,73,0.9864864864864865,1,0,2,1-2,0,0.0,0,left_edge,2024-09-17,2024-09-19,after_train_run,True,False,1.0,,1.0,,True,True,False,True,0.4299577592923755,0.0101522423708487,0.0033840807902829,90,80,False,True,0.6,0.44642857142857145,56,0.0,,True,False,False,True,False,False,False,1.0,0.6,0.6,-8.90932638026966e-07,0.44642857142857145,0.44642857142857145,-5.097048771398362e-07,0.2976190476190476,0.2976190476190476,-1.4029813209416762e-07,0.44642857142857145,0.44642857142857145,-5.097048771398362e-07,0.2976190476190476,0.2976190476190476,-1.4029813209416762e-07,0.2976190476190476,0.2976190476190476,-1.4029813209416762e-07,0.2976190476190476,0.2976190476190476,-1.4029813209416762e-07,0.2976190476190476,0.2976190476190476,-1.4029813209416762e-07,0.15,0.15,2.2615335899113565e-07,0.2976190476190476,0.2976190476190476,-1.4029813209416762e-07,0.3988095238095238,0.2976190476190476,0.34098639455782315,0.3988095238095238,-3.914947187252221e-07,0.2976190476190476,-1.4029813209416762e-07,0.34098639455782315,-2.479538120789052e-07,0.15,0.6,0.44999999999999996,1,False,False,True,False,56
e176_vs_e95,161,1,Q2,Q,-1.6636237606172548e-06,8.084614253521011e-07,2.472085185969356e-06,1,-1.6636237606172548e-06,8.084614253521011e-07,id07_b2,id07,2024-07-22,2024-07-23,465,42,0.5384615384615384,0,0,15,11-16,9,0.6428571428571429,5,interior,2024-07-13,2024-07-27,between_train_runs,True,True,10.0,6.0,10.0,6.0,False,False,False,True,0.1848158755156593,0.0,0.0,187,81,True,True,0.5622222222222222,0.5102040816326531,49,0.0,0.0,True,True,True,False,False,False,True,6.0,0.5622222222222222,0.5622222222222222,-5.813998014262256e-07,0.5102040816326531,0.5102040816326531,-4.5280652667308053e-07,0.48590864917395526,0.48590864917395526,-3.927461480052146e-07,0.4709576138147567,0.4709576138147567,-3.557859149788357e-07,0.3401360544217687,0.3401360544217687,-3.23838759980198e-08,0.25510204081632654,0.25510204081632654,1.7782744933951035e-07,0.45018007202881155,0.45018007202881155,-3.044220617289416e-07,0.3401360544217687,0.3401360544217687,-3.23838759980198e-08,0.15,0.15,4.376486474566977e-07,0.45018007202881155,0.45018007202881155,-3.044220617289416e-07,0.40747543461829167,0.3951580632252901,0.40043693667943364,0.40747543461829167,-1.9885256021420254e-07,0.3951580632252901,-1.6840296886348076e-07,0.40043693667943364,-1.814527937280758e-07,0.15,0.5622222222222222,0.41222222222222216,2,False,False,True,False,151
e176_vs_e95,71,3,S1,S,3.723498812140878e-07,-2.0930599954914593e-06,2.465409876705547e-06,0,-2.0930599954914593e-06,3.723498812140878e-07,id03_b4,id03,2024-09-16,2024-09-17,193,45,0.8490566037735849,0,0,10,6-10,1,0.1111111111111111,1,near_edge,2024-09-15,2024-10-09,after_train_run,True,False,2.0,,4.0,,True,False,False,True,0.4210136533641106,0.0,0.0,284,82,False,True,0.6822222222222222,0.8181818181818182,33,0.0,,True,False,False,True,False,False,False,4.0,0.6822222222222222,0.3177777777777778,-4.111025907167861e-07,0.8181818181818182,0.18181818181818177,-7.590646000510244e-08,0.7272727272727273,0.2727272727272727,-3.000346306146977e-07,0.8181818181818182,0.18181818181818177,-7.590646000510244e-08,0.5454545454545455,0.4545454545454545,-7.482909718338879e-07,0.5454545454545455,0.4545454545454545,-7.482909718338879e-07,0.7272727272727273,0.2727272727272727,-3.000346306146977e-07,0.5454545454545455,0.4545454545454545,-7.482909718338879e-07,0.15,0.85,-1.7232485139856272e-06,0.7272727272727273,0.2727272727272727,-3.000346306146977e-07,0.5501346801346801,0.6363636363636365,0.5994083694083694,0.44986531986531986,-7.36752521569172e-07,0.36363636363636354,-5.241628012242927e-07,0.4005916305916306,-6.152726813720984e-07,0.18181818181818177,0.85,0.6681818181818182,1,False,False,True,False,12
e176_vs_e95,152,3,S1,S,4.895873109793986e-07,-1.97417055698398e-06,2.4637578679633786e-06,0,-1.97417055698398e-06,4.895873109793986e-07,id07_b2,id07,2024-07-13,2024-07-14,456,33,0.4230769230769231,5,1,15,11-16,0,0.0,0,left_edge,2024-07-13,2024-07-27,between_train_runs,True,True,1.0,15.0,1.0,15.0,True,False,False,True,0.4210136533641106,0.0,0.0,398,83,True,True,0.6822222222222222,0.7959183673469388,49,1.0,1.0,True,True,True,False,False,False,True,1.0,0.6822222222222222,0.3177777777777778,-2.9334018928451953e-07,0.7959183673469388,0.20408163265306123,-1.3220417176392903e-08,0.8639455782312925,0.13605442176870752,1.543821588755375e-07,0.802501645819618,0.19749835418038197,2.9991869576645283e-09,0.8639455782312925,0.13605442176870752,1.543821588755375e-07,0.8979591836734694,0.10204081632653061,2.3818344690150284e-07,0.8669032830523515,0.13309671694764846,1.61669227399535e-07,0.8639455782312925,0.13605442176870752,1.543821588755375e-07,0.85,0.15000000000000002,1.2002363078489183e-07,0.8669032830523515,0.13309671694764846,1.61669227399535e-07,0.7760468631897203,0.865424430641822,0.8271197588766354,0.22395313681027973,-6.217899189200699e-08,0.13457556935817805,1.5802569313753611e-07,0.17288024112336464,6.365225669630295e-08,0.13309671694764846,0.3177777777777778,0.18468106083012936,0,False,True,False,False,337
e176_vs_e95,93,1,Q2,Q,-1.064414380413492e-06,1.3990332288821453e-06,2.4634476092956376e-06,1,-1.064414380413492e-06,1.3990332288821453e-06,id04_b6,id04,2024-09-26,2024-09-27,252,50,0.6024096385542169,3,0,8,6-10,7,1.0,0,right_edge,2024-09-18,2024-09-26,between_train_runs,True,True,8.0,1.0,9.0,1.0,True,False,False,True,0.1848158755156593,0.0,0.0,1438,84,True,True,0.5622222222222222,0.49122807017543857,57,0.0,1.0,True,True,True,False,False,True,False,1.0,0.5622222222222222,0.5622222222222222,1.4028239655931454e-08,0.49122807017543857,0.49122807017543857,1.8891861378955157e-07,0.4653739612188365,0.4653739612188365,2.5260885668916174e-07,0.6608187134502924,0.6608187134502924,-2.2885905094479637e-07,0.6608187134502924,0.6608187134502924,-2.2885905094479637e-07,0.4956140350877193,0.4956140350877193,1.781140190119391e-07,0.6372180451127819,0.6372180451127819,-1.7072004095097688e-07,0.6608187134502924,0.6608187134502924,-2.2885905094479637e-07,0.85,0.85,-6.948972390191464e-07,0.5,0.5,1.6730942423432664e-07,0.6344834307992202,0.6147138680033417,0.6231865377730038,0.6344834307992202,-1.6398346185788765e-07,0.6147138680033417,-1.1528217965156075e-07,0.6231865377730038,-1.361541577399863e-07,0.49122807017543857,0.85,0.3587719298245614,9,False,False,True,False,179
e176_vs_e95,90,1,Q2,Q,-1.2188893302982656e-06,1.244112223767159e-06,2.4630015540654247e-06,1,-1.2188893302982656e-06,1.244112223767159e-06,id04_b6,id04,2024-09-23,2024-09-24,249,47,0.5662650602409639,0,0,8,6-10,4,0.5714285714285714,3,interior,2024-09-18,2024-09-26,between_train_runs,True,True,5.0,4.0,6.0,4.0,False,False,False,True,0.1848158755156593,0.0,0.0,658,85,True,True,0.5622222222222222,0.49122807017543857,57,0.0,1.0,True,True,True,False,False,True,False,4.0,0.5622222222222222,0.5622222222222222,-1.4064198329629076e-07,0.49122807017543857,0.49122807017543857,3.4216723524494364e-08,0.4534412955465587,0.4534412955465587,1.2728560815854532e-07,0.5477582846003899,0.5477582846003899,-1.0501728245581242e-07,0.6608187134502924,0.6608187134502924,-3.8348529441642567e-07,0.4956140350877193,0.4956140350877193,2.3414085129470486e-08,0.5099818511796733,0.5099818511796733,-1.1973868233538547e-08,0.6608187134502924,0.6608187134502924,-3.8348529441642567e-07,0.85,0.85,-8.494390971884518e-07,0.5,0.5,1.2611446734446714e-08,0.6344834307992202,0.5829048195200646,0.6050099386397026,0.6344834307992202,-3.1862145232008264e-07,0.5829048195200646,-1.915832525829858e-07,0.6050099386397026,-2.460281953274558e-07,0.49122807017543857,0.85,0.3587719298245614,9,False,False,True,False,87
e176_vs_e95,134,5,S3,S,1.2428830845709338e-07,-2.330534287485467e-06,2.4548225959425606e-06,0,-2.330534287485467e-06,1.2428830845709338e-07,id06_b2,id06,2024-07-12,2024-07-13,387,36,0.5070422535211268,4,0,8,6-10,6,0.8571428571428571,1,near_edge,2024-07-06,2024-07-13,between_train_runs,True,True,7.0,2.0,7.0,2.0,True,False,False,True,0.1848158755156593,0.0,0.0,134,86,True,True,0.6622222222222223,0.9583333333333334,48,1.0,1.0,True,True,True,False,False,False,True,2.0,0.6622222222222223,0.33777777777777773,-7.048962128390603e-07,0.9583333333333334,0.04166666666666663,2.2004033626153453e-08,0.9611111111111112,0.03888888888888875,2.8822985281549693e-08,0.9666666666666668,0.033333333333333215,4.2460888592341644e-08,0.9722222222222223,0.02777777777777768,5.609879190313361e-08,0.9791666666666667,0.02083333333333326,7.314617104162354e-08,0.9684684684684685,0.03153153153153154,4.6883992368814407e-08,0.9722222222222223,0.02777777777777768,5.609879190313361e-08,0.85,0.15000000000000002,-2.439350809342908e-07,0.9684684684684685,0.03153153153153154,4.6883992368814407e-08,0.8235185185185186,0.9703453453453454,0.9074195624195623,0.17648148148148135,-3.089424200490656e-07,0.029654654654654555,5.1491392135974146e-08,0.09258043758043766,-1.0298024165761478e-07,0.02777777777777768,0.33777777777777773,0.31000000000000005,0,False,True,False,False,90
e176_vs_e95,153,1,Q2,Q,-1.4844857042307804e-06,9.161135531980946e-07,2.400599257428875e-06,1,-1.4844857042307804e-06,9.161135531980946e-07,id07_b2,id07,2024-07-14,2024-07-15,457,34,0.4358974358974359,6,1,15,11-16,1,0.07142857142857142,1,near_edge,2024-07-13,2024-07-27,between_train_runs,True,True,2.0,14.0,2.0,14.0,True,False,False,True,0.1848158755156593,0.0,0.0,268,87,True,True,0.5622222222222222,0.5102040816326531,49,0.0,0.0,True,True,True,False,False,False,True,2.0,0.5622222222222222,0.5622222222222222,-4.335566959785839e-07,0.5102040816326531,0.5102040816326531,-3.086819863064336e-07,0.40816326530612246,0.40816326530612246,-6.372287840552793e-08,0.4926108374384236,0.4926108374384236,-2.6644765735800136e-07,0.3401360544217687,0.3401360544217687,9.958319352840931e-08,0.25510204081632654,0.25510204081632654,3.037157834458305e-07,0.39682539682539686,0.39682539682539686,-3.6505199749871706e-08,0.3401360544217687,0.3401360544217687,9.958319352840931e-08,0.15,0.15,5.560236645837634e-07,0.39682539682539686,0.39682539682539686,-3.6505199749871706e-08,0.40747543461829167,0.3684807256235828,0.3851927437641723,0.40747543461829167,-6.207167256708448e-08,0.3684807256235828,3.153899688926859e-08,0.3851927437641723,-8.579861449168244e-09,0.15,0.5622222222222222,0.41222222222222216,2,False,False,True,False,338
e176_vs_e95,70,1,Q2,Q,5.805349239074481e-07,-1.818714254917023e-06,2.399249178824471e-06,0,-1.818714254917023e-06,5.805349239074481e-07,id03_b4,id03,2024-09-15,2024-09-16,192,44,0.8301886792452831,6,1,10,6-10,0,0.0,0,left_edge,2024-09-15,2024-10-09,after_train_run,True,False,1.0,,3.0,,True,False,False,True,0.1848158755156593,0.0,0.0,171,88,False,True,0.5622222222222222,0.8181818181818182,33,1.0,,True,False,False,True,False,False,False,3.0,0.5622222222222222,0.4377777777777778,-4.6980304993348704e-07,0.8181818181818182,0.18181818181818177,1.4430780048481716e-07,0.8441558441558441,0.1558441558441559,2.0662596097376416e-07,0.8181818181818182,0.18181818181818177,1.4430780048481716e-07,0.8787878787878789,0.1212121212121211,2.897168416256943e-07,0.8787878787878789,0.1212121212121211,2.897168416256943e-07,0.8441558441558441,0.1558441558441559,2.0662596097376416e-07,0.8787878787878789,0.1212121212121211,2.897168416256943e-07,0.85,0.15000000000000002,2.2064754708377744e-07,0.8441558441558441,0.1558441558441559,2.0662596097376416e-07,0.7434680134680135,0.8614718614718615,0.8108987837559266,0.2565319865319865,-3.494923412163076e-08,0.1385281385281385,2.4817140129972926e-07,0.1891012162440734,1.2683398611914634e-07,0.1212121212121211,0.4377777777777778,0.3165656565656567,0,False,True,False,False,408
e176_vs_e95,144,3,S1,S,1.7339032553316733e-07,-2.1884098263928055e-06,2.361800151925973e-06,0,-2.1884098263928055e-06,1.7339032553316733e-07,id06_b8,id06,2024-08-13,2024-08-14,413,62,0.8732394366197183,1,0,4,3-5,2,0.6666666666666666,1,near_edge,2024-08-11,2024-08-14,between_train_runs,True,True,3.0,2.0,3.0,2.0,True,False,False,True,0.4210136533641106,0.0,0.0,189,89,True,True,0.6822222222222222,0.9375,48,1.0,1.0,True,True,True,False,False,False,True,2.0,0.6822222222222222,0.3177777777777778,-5.771372783010864e-07,0.9375,0.0625,2.577781603779403e-08,0.9464285714285714,0.0535714285714286,4.6865317394275866e-08,0.95,0.050000000000000044,5.530031793686857e-08,0.9583333333333334,0.04166666666666663,7.49819858695852e-08,0.96875,0.03125,9.958407078548067e-08,0.9558823529411765,0.044117647058823484,6.919326000702157e-08,0.9583333333333334,0.04166666666666663,7.49819858695852e-08,0.85,0.15000000000000002,-1.8087969725572865e-07,0.9558823529411765,0.044117647058823484,6.919326000702157e-08,0.8232407407407408,0.9571078431372549,0.8997362278244632,0.17675925925925917,-2.4407971983967343e-07,0.04289215686274506,7.20876229383034e-08,0.10026377217553684,-6.34126668236867e-08,0.04166666666666663,0.3177777777777778,0.2761111111111112,0,False,True,False,False,126
e176_vs_e95,138,3,S1,S,1.7442591959960467e-07,-2.185219998064726e-06,2.3596459176643307e-06,0,-2.185219998064726e-06,1.7442591959960467e-07,id06_b4,id06,2024-07-17,2024-07-18,392,41,0.5774647887323944,2,0,5,3-5,2,0.5,2,interior,2024-07-15,2024-07-20,between_train_runs,True,True,3.0,3.0,3.0,4.0,False,True,False,True,0.4251081679011251,0.006455590637871,0.0008607454183828,191,90,True,True,0.6822222222222222,0.9375,48,1.0,1.0,True,True,True,False,False,False,True,3.0,0.6822222222222222,0.3177777777777778,-5.754171164581716e-07,0.9375,0.0625,2.6948049745584e-08,0.9464285714285714,0.0535714285714286,4.801631686758687e-08,0.9444444444444444,0.05555555555555558,4.333447972936403e-08,0.9583333333333334,0.04166666666666663,7.610733969692429e-08,0.96875,0.03125,1.0068698467259434e-07,0.9516129032258065,0.048387096774193505,6.024950422875006e-08,0.9583333333333334,0.04166666666666663,7.610733969692429e-08,0.85,0.15000000000000002,-1.7952096805004498e-07,0.9516129032258065,0.048387096774193505,6.024950422875006e-08,0.8232407407407408,0.95497311827957,0.8985163850486432,0.17675925925925917,-2.426633449208773e-07,0.04502688172043001,6.817842196283732e-08,0.10148361495135683,-6.503947813018332e-08,0.04166666666666663,0.3177777777777778,0.2761111111111112,0,False,True,False,False,128
e176_vs_e95,117,3,S1,S,5.63196763335938e-07,-1.7957812985503554e-06,2.3589780618862935e-06,0,-1.7957812985503554e-06,5.63196763335938e-07,id05_b4,id05,2024-10-16,2024-10-17,323,37,0.578125,2,0,5,3-5,3,0.75,1,near_edge,2024-10-10,2024-10-17,between_train_runs,True,True,4.0,2.0,7.0,2.0,True,False,False,True,0.4210136533641106,0.0,0.0,560,91,True,True,0.6822222222222222,0.4772727272727273,44,0.0,1.0,True,True,True,False,False,True,False,2.0,0.6822222222222222,0.3177777777777778,-1.8643404299681755e-07,0.4772727272727273,0.5227272727272727,-6.699054053773516e-07,0.4454545454545455,0.5545454545454545,-7.449637982555518e-07,0.5818181818181818,0.4181818181818182,-4.232849716346938e-07,0.6515151515151515,0.3484848484848485,-2.5887134913958855e-07,0.48863636363636365,0.5113636363636364,-6.430988364922801e-07,0.5503685503685504,0.44963144963144963,-4.974739622787836e-07,0.6515151515151515,0.3484848484848485,-2.5887134913958855e-07,0.85,0.15000000000000002,2.0935005405299392e-07,0.5,0.5,-6.162922676072086e-07,0.6698316498316498,0.5883497133497133,0.6232705432705432,0.3301683501683502,-2.156631314403919e-07,0.4116502866502867,-4.0787723204129237e-07,0.3767294567294568,-3.254997603551922e-07,0.15000000000000002,0.5227272727272727,0.3727272727272727,2,False,False,True,False,143
e176_vs_e95,155,6,S4,S,-1.1652597718546812e-06,1.178568669194429e-06,2.34382844104911e-06,1,-1.1652597718546812e-06,1.178568669194429e-06,id07_b2,id07,2024-07-16,2024-07-17,459,36,0.46153846153846156,1,0,15,11-16,3,0.21428571428571427,3,interior,2024-07-13,2024-07-27,between_train_runs,True,True,4.0,12.0,4.0,12.0,False,False,False,True,0.4210136533641106,0.0,0.0,404,92,True,True,0.56,0.46938775510204084,49,1.0,1.0,True,True,True,False,False,False,True,4.0,0.56,0.56,-1.3397525779307286e-07,0.46938775510204084,0.46938775510204084,7.840429890607103e-08,0.5283446712018142,0.5283446712018142,-5.97805978451238e-08,0.4906122448979592,0.4906122448979592,2.8657736075641034e-08,0.6462585034013606,0.6462585034013606,-3.361503913475131e-07,0.7346938775510204,0.7346938775510204,-5.434277364743051e-07,0.5451895043731778,0.5451895043731778,-9.926199691689341e-08,0.6462585034013606,0.6462585034013606,-3.361503913475131e-07,0.85,0.85,-8.136855056973146e-07,0.5451895043731778,0.5451895043731778,-9.926199691689341e-08,0.6264625850340136,0.5957240038872692,0.6088976815215882,0.6264625850340136,-2.897521548614388e-07,0.5957240038872692,-2.1770619413220323e-07,0.6088976815215882,-2.485830344447326e-07,0.46938775510204084,0.85,0.38061224489795914,9,False,False,True,False,98
e176_vs_e95,121,1,Q2,Q,-1.209275947319772e-06,1.1323126210413774e-06,2.3415885683611492e-06,1,-1.209275947319772e-06,1.1323126210413774e-06,id05_b8,id05,2024-11-12,2024-11-13,343,57,0.890625,1,0,2,1-2,0,0.0,0,left_edge,2024-11-12,2024-11-13,between_train_runs,True,True,1.0,2.0,1.0,2.0,True,False,False,True,0.1848158755156593,0.0,0.0,566,93,True,True,0.5622222222222222,0.4318181818181818,44,1.0,1.0,True,True,True,False,False,False,True,1.0,0.5622222222222222,0.5622222222222222,-1.8418050739277986e-07,0.4318181818181818,0.4318181818181818,1.2117210288542654e-07,0.6212121212121212,0.6212121212121212,-3.2231058051630636e-07,0.5454545454545455,0.5454545454545455,-1.4491750715561336e-07,0.6212121212121212,0.6212121212121212,-3.2231058051630636e-07,0.7159090909090909,0.7159090909090909,-5.440519222171728e-07,0.6753246753246753,0.6753246753246753,-4.4901991863108714e-07,0.6212121212121212,0.6212121212121212,-3.2231058051630636e-07,0.85,0.85,-8.580376620655994e-07,0.6753246753246753,0.6753246753246753,-4.4901991863108714e-07,0.6146801346801346,0.6482683982683983,0.6338734281591424,0.6146801346801346,-3.0701535552431746e-07,0.6482683982683983,-3.8566524957369685e-07,0.6338734281591424,-3.519581521239627e-07,0.4318181818181818,0.85,0.41818181818181815,9,False,False,True,False,91
