pair_id,file_new,file_base,row_idx,target_idx,target,subject_id,sleep_date,lifelog_date,e257_group,action,p_base,p_new,prob_delta,abs_prob_delta,logit_delta,abs_logit_delta,loss_delta_y1,loss_delta_y0,support_label,support_delta,adverse_delta,swing,py_focus,py_global,py_subject,py_nearest_hard085,expected_focus,expected_global,expected_subject,expected_nearest_hard085,support_prob_focus
e224_vs_e247,submission_e224_e224_q3s0p625_s4closer_e154_a0p5_10aed60b.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,52,2,Q3,id02,2024-10-09,2024-10-08,common,remove_e247_rollback_cell,0.6198465277318532,0.6016783887867377,-0.018168138945115486,0.018168138945115486,-0.07643354859658669,0.07643354859658669,1.699934104204218e-05,-2.6676972441721515e-05,0,-2.6676972441721515e-05,1.699934104204218e-05,4.3676313483763694e-05,0.7263888888888889,0.6,0.7291666666666666,0.85,5.04901638051239e-06,-4.7118435146329856e-07,5.1703394735228444e-06,1.0447894019477623e-05,0.27361111111111114
e224_vs_e247,submission_e224_e224_q3s0p625_s4closer_e154_a0p5_10aed60b.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,236,2,Q3,id10,2024-08-19,2024-08-18,common,remove_e247_rollback_cell,0.7078611688470502,0.7228283829422766,0.014967214095226389,0.014967214095226389,0.07351610864993163,0.07351610864993163,-1.1956480414038881e-05,3.0052724528779098e-05,1,-1.1956480414038881e-05,3.0052724528779098e-05,4.2009204942817976e-05,0.6,0.6,0.6,0.6,4.847201563088312e-06,4.847201563088312e-06,4.847201563088312e-06,4.847201563088312e-06,0.6
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,188,2,Q3,id08,2024-08-10,2024-08-09,e256_only,add_e256_high_amp_cell,0.3657125187031476,0.3320845966237976,-0.03362792207935,0.03362792207935,-0.14811704283863136,0.14811704283863136,5.511874923974628e-05,-2.951956095375739e-05,0,-2.951956095375739e-05,5.511874923974628e-05,8.463831019350367e-05,0.6321428571428571,0.6,0.4464285714285714,0.85,2.398394227570743e-05,2.126342516234481e-05,8.265398954056744e-06,4.2423002710720724e-05,0.3678571428571429
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,96,2,Q3,id04,2024-10-17,2024-10-16,e256_only,add_e256_high_amp_cell,0.8110532326067973,0.7922389334979886,-0.01881429910880872,0.01881429910880872,-0.11839403946191585,0.11839403946191585,1.3411805809992382e-05,-5.4241931025388164e-05,0,-5.4241931025388164e-05,1.3411805809992382e-05,6.765373683538055e-05,0.6,0.6,0.6,0.6,-1.3649688924159837e-05,-1.3649688924159837e-05,-1.3649688924159837e-05,-1.3649688924159837e-05,0.4
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,87,2,Q3,id04,2024-09-20,2024-09-19,e256_only,add_e256_high_amp_cell,0.7524383498064154,0.7702497083335461,0.017811358527130672,0.017811358527130672,0.09806230466470112,0.09806230466470112,-1.3368967264447632e-05,4.266663540109596e-05,1,-1.3368967264447632e-05,4.266663540109596e-05,5.603560266554359e-05,0.6,0.6,0.6,0.6,9.045273801769803e-06,9.045273801769803e-06,9.045273801769803e-06,9.045273801769803e-06,0.6
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,138,2,Q3,id06,2024-07-18,2024-07-17,e256_only,add_e256_high_amp_cell,0.6250457968249125,0.6428407610661645,0.017794964241252043,0.017794964241252043,0.07669428550301594,0.07669428550301594,-1.604121235465951e-05,2.7784093647063913e-05,1,-1.604121235465951e-05,2.7784093647063913e-05,4.3825306001723426e-05,0.6,0.6,0.6,0.6,1.4889100460298618e-06,1.4889100460298618e-06,1.4889100460298618e-06,1.4889100460298618e-06,0.6
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,162,2,Q3,id07,2024-07-24,2024-07-23,e247_only,remove_e247_broad_smooth_cell,0.4742444830560593,0.4604947282900002,-0.013749754766059108,0.013749754766059108,-0.05523781604911218,0.05523781604911218,1.6812324529601306e-05,-1.4752141784177132e-05,0,-1.4752141784177132e-05,1.6812324529601306e-05,3.156446631377844e-05,0.6,0.6,0.6,0.6,4.186538004089931e-06,4.186538004089931e-06,4.186538004089931e-06,4.186538004089931e-06,0.4
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,168,2,Q3,id07,2024-08-16,2024-08-15,e247_only,remove_e247_broad_smooth_cell,0.6358100973863307,0.6229776824266184,-0.012832414959712213,0.012832414959712213,-0.05501817577576085,0.05501817577576085,1.1650991053000714e-05,-1.9787966533148373e-05,0,-1.9787966533148373e-05,1.1650991053000714e-05,3.143895758614909e-05,0.6,0.6,0.6,0.6,-9.245919814589216e-07,-9.245919814589216e-07,-9.245919814589216e-07,-9.245919814589216e-07,0.4
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,76,2,Q3,id03,2024-10-04,2024-10-03,e247_only,remove_e247_broad_smooth_cell,0.6942231144731348,0.6826800446792819,-0.01154306979385289,0.01154306979385289,-0.0538219893284253,0.0538219893284253,9.58120310721641e-06,-2.1174219366169416e-05,0,-2.1174219366169416e-05,9.58120310721641e-06,3.0755422473385824e-05,0.6,0.6,0.6,0.6,-2.720965882137921e-06,-2.720965882137921e-06,-2.720965882137921e-06,-2.720965882137921e-06,0.4
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,65,2,Q3,id03,2024-08-24,2024-08-23,e247_only,remove_e247_broad_smooth_cell,0.7358094220869661,0.7255248445780379,-0.010284577508928194,0.010284577508928194,-0.05226585093893288,0.05226585093893288,8.043332178651687e-06,-2.1822868357881324e-05,0,-2.1822868357881324e-05,8.043332178651687e-06,2.9866200536533012e-05,0.4924242424242424,0.6,0.7272727272727273,0.15,-7.116027184588553e-06,-3.903148035961518e-06,-1.0199524040276981e-07,-1.734293827740137e-05,0.5075757575757576
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,64,2,Q3,id03,2024-08-23,2024-08-22,e247_only,remove_e247_broad_smooth_cell,0.66537992614503,0.6559678711295274,-0.009412055015502685,0.009412055015502685,-0.041985654768396,0.041985654768396,8.140790982558853e-06,-1.5851011742238923e-05,0,-1.5851011742238923e-05,8.140790982558853e-06,2.3991802724797777e-05,0.6,0.6,0.6,0.6,-1.4559301073602583e-06,-1.4559301073602583e-06,-1.4559301073602583e-06,-1.4559301073602583e-06,0.4
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,46,2,Q3,id02,2024-10-03,2024-10-02,e247_only,remove_e247_broad_smooth_cell,0.563771117795144,0.5541453359089938,-0.009625781886150153,0.009625781886150153,-0.0390473269466175,0.0390473269466175,9.84077605176787e-06,-1.2471982203442065e-05,0,-1.2471982203442065e-05,9.84077605176787e-06,2.2312758255209935e-05,0.7263888888888889,0.6,0.7291666666666666,0.85,3.7357574736062626e-06,9.156727496838958e-07,3.7977373576485117e-06,6.49386231348638e-06,0.27361111111111114
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,134,2,Q3,id06,2024-07-13,2024-07-12,e247_only,remove_e247_broad_smooth_cell,0.7567402080221088,0.7638170152011434,0.007076807179034583,0.007076807179034583,0.038831354417213415,0.038831354417213415,-5.318996158532802e-06,1.6870349222731942e-05,1,-5.318996158532802e-06,1.6870349222731942e-05,2.2189345381264747e-05,0.6,0.6,0.6,0.6,3.556741993973096e-06,3.556741993973096e-06,3.556741993973096e-06,3.556741993973096e-06,0.6
e256_vs_e247,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,99,2,Q3,id04,2024-10-20,2024-10-19,e247_only,remove_e247_broad_smooth_cell,0.7189331520425153,0.7111851533057072,-0.007747998736808093,0.007747998736808093,-0.03802885124581423,0.03802885124581423,6.191755117755049e-06,-1.553901702271026e-05,0,-1.553901702271026e-05,6.191755117755049e-06,2.173077214046531e-05,0.6,0.6,0.6,0.6,-2.5005537384310753e-06,-2.5005537384310753e-06,-2.5005537384310753e-06,-2.5005537384310753e-06,0.4
