view_id,split,episode,pair,pair_family,interaction_story,base_loss,state_loss,delta_logloss,null_q05,null_q20,null_median,null_best,dominance,min_mode_dominance,quick_gate,row_dominance,subject_dominance,dateblock_dominance,state_r2,state_corr
hybrid_context,subject5,social_overload,S3_S4,SS,late social load changing objective-stage and subjective quality translation,1.3746850853427692,1.3724615696035274,-0.0022235157392418436,,,,,,,False,,,,-0.4007714120776744,0.5590788260305112
raw_human_context,subject5,routine_fragmentation,Q2_S1,QS,scattered routine changing stage stability and subjective-objective alignment,1.3945094574039978,1.3923018723900198,-0.0022075850139779973,,,,,,,False,,,,-2.565663431326201,0.2781946038339587
family_jepa_context,subject5,badnight_aftereffect,Q1_S2,QS,previous bad night carrying into next-day subjective/objective mismatch,1.4267629888019364,1.4246598299874194,-0.0021031588145170588,,,,,,,False,,,,0.5345326327599609,0.7594217356245341
family_jepa_context,dateblock5,home_recovery,Q2_S3,QS,home recovery linking physiological calm with sleep-stage consistency,1.244765816658148,1.2427076860987423,-0.0020581305594056243,,,,,,,False,,,,0.18725066095148846,0.4878612898679398
hybrid_context,dateblock5,routine_anchor_recovery,Q1_S2,QS,stable bedtime/home routine restoring stage and quality consistency,1.2677482394777677,1.265708272320599,-0.0020399671571686984,,,,,,,False,,,,0.34676998211256227,0.6383179390172588
raw_human_context,subject5,badnight_aftereffect,Q3_S4,QS,previous bad night carrying into next-day subjective/objective mismatch,1.4259627228437208,1.4239231524096758,-0.0020395704340450127,,,,,,,False,,,,-2.744976475055328,0.3587012972131068
hybrid_context,subject5,routine_fragmentation,Q2_S3,QS,scattered routine changing stage stability and subjective-objective alignment,1.365932083277853,1.3639375238664873,-0.001994559411365726,,,,,,,False,,,,-0.36411384814994285,0.4429125941121724
family_jepa_context,dateblock5,home_recovery,Q1_S3,QS,home recovery linking physiological calm with sleep-stage consistency,1.2328496986491082,1.2309356480193283,-0.0019140506297798954,,,,,,,False,,,,0.18725066095148846,0.4878612898679398
raw_human_context,dateblock5,bedtime_arousal,Q3_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.2942070037298639,1.2923061594080996,-0.0019008443217642945,,,,,,,False,,,,0.48046675295919217,0.729084828555957
raw_human_context,dateblock5,bedtime_arousal,S1_S3,SS,late screen/message arousal changing sleep-stage composition,1.1405533213439703,1.1387592489613891,-0.0017940723825811133,,,,,,,False,,,,0.48046675295919217,0.729084828555957
raw_human_context,dateblock5,routine_anchor_recovery,S1_S2,SS,stable bedtime/home routine restoring stage and quality consistency,1.1137615637342273,1.1120562810865995,-0.001705282647627815,,,,,,,False,,,,-0.07391938023048983,0.3686725884589007
hybrid_context,subject5,bedtime_arousal,S2_S3,SS,late screen/message arousal changing sleep-stage composition,1.2541331920089067,1.252490703667602,-0.0016424883413046487,,,,,,,False,,,,-0.4422427450946844,0.5847315913579327
raw_human_context,subject5,routine_fragmentation,S1_S4,SS,scattered routine changing stage stability and subjective-objective alignment,1.4070261280179355,1.4054877160837496,-0.0015384119341859126,,,,,,,False,,,,-2.565663431326201,0.2781946038339587
hybrid_context,dateblock5,bedtime_arousal,Q1_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.169072479760216,1.167580839113305,-0.0014916406469112076,,,,,,,False,,,,0.6198166210482935,0.8034354126862179
hybrid_context,subject5,social_overload,Q3_S3,QS,late social load changing objective-stage and subjective quality translation,1.3319184059778075,1.3305139107157495,-0.001404495262057992,,,,,,,False,,,,-0.4007714120776744,0.5590788260305112
hybrid_context,dateblock5,social_overload,Q2_S3,QS,late social load changing objective-stage and subjective quality translation,1.244765816658148,1.2433764963042906,-0.001389320353857304,,,,,,,False,,,,0.6306623150984524,0.8048288309994457
hybrid_context,dateblock5,routine_anchor_recovery,Q2_S2,QS,stable bedtime/home routine restoring stage and quality consistency,1.2987878660564836,1.2974062846187737,-0.0013815814377098334,,,,,,,False,,,,0.34676998211256227,0.6383179390172588
hybrid_context,subject5,routine_fragmentation,S1_S3,SS,scattered routine changing stage stability and subjective-objective alignment,1.2961407464273766,1.2948085363425716,-0.0013322100848049967,,,,,,,False,,,,-0.36411384814994285,0.4429125941121724
family_jepa_context,dateblock5,routine_anchor_recovery,S2_S3,SS,stable bedtime/home routine restoring stage and quality consistency,1.1063760357808046,1.1051048138337343,-0.0012712219470703001,,,,,,,False,,,,0.35864328902957676,0.6217480350759049
family_jepa_context,subject5,bedtime_arousal,S2_S3,SS,late screen/message arousal changing sleep-stage composition,1.2541331920089067,1.2528713357623487,-0.0012618562465580574,,,,,,,False,,,,-0.20515056977733215,0.4958227856819851
raw_human_context,dateblock5,home_recovery,S3_S4,SS,home recovery linking physiological calm with sleep-stage consistency,1.2238932815368333,1.2226921592899949,-0.0012011222468384375,,,,,,,False,,,,-0.7312950736622428,0.2572241644028482
hybrid_context,dateblock5,routine_fragmentation,S1_S3,SS,scattered routine changing stage stability and subjective-objective alignment,1.1405533213439703,1.1394029141073954,-0.0011504072365748907,,,,,,,False,,,,0.18587165144511042,0.5552814690406135
family_jepa_context,dateblock5,routine_anchor_recovery,Q1_S1,QS,stable bedtime/home routine restoring stage and quality consistency,1.169072479760216,1.1679879845481258,-0.0010844952120903084,,,,,,,False,,,,0.35864328902957676,0.6217480350759049
hybrid_context,dateblock5,cashflow_stress,Q1_S3,QS,money rumination affecting subjective satisfaction and stage stress,1.2328496986491082,1.2318460318617679,-0.0010036667873403182,,,,,,,False,,,,0.22441280525726182,0.5780433765723039
raw_human_context,dateblock5,home_recovery,Q1_S3,QS,home recovery linking physiological calm with sleep-stage consistency,1.2328496986491082,1.2318705142835893,-0.0009791843655189147,,,,,,,False,,,,-0.7312950736622428,0.2572241644028482
family_jepa_context,subject5,badnight_aftereffect,Q1_S3,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3575382935350262,1.3565601312464752,-0.0009781622885509655,,,,,,,False,,,,0.5345326327599609,0.7594217356245341
hybrid_context,dateblock5,social_overload,S3_S4,SS,late social load changing objective-stage and subjective quality translation,1.2238932815368333,1.2230260378248918,-0.0008672437119414678,,,,,,,False,,,,0.6306623150984524,0.8048288309994457
hybrid_context,dateblock5,cashflow_stress,Q1_S2,QS,money rumination affecting subjective satisfaction and stage stress,1.2677482394777677,1.2669905158695036,-0.0007577236082640937,,,,,,,False,,,,0.22441280525726182,0.5780433765723039
family_jepa_context,subject5,routine_fragmentation,S1_S2,SS,scattered routine changing stage stability and subjective-objective alignment,1.2877414817260255,1.2870153499450459,-0.0007261317809796886,,,,,,,False,,,,-0.5952090608607641,0.3163367136423366
family_jepa_context,dateblock5,social_overload,S3_S4,SS,late social load changing objective-stage and subjective quality translation,1.2238932815368333,1.223230781948704,-0.0006624995881292506,,,,,,,False,,,,0.6196604174773525,0.7893464419779003
hybrid_context,dateblock5,routine_anchor_recovery,Q3_S3,QS,stable bedtime/home routine restoring stage and quality consistency,1.244400894422418,1.2437697146988793,-0.0006311797235387662,,,,,,,False,,,,0.34676998211256227,0.6383179390172588
family_jepa_context,dateblock5,badnight_aftereffect,Q1_Q3,QQ,previous bad night carrying into next-day subjective/objective mismatch,1.3606772490790227,1.3601478165092074,-0.0005294325698153024,,,,,,,False,,,,0.6278282677599913,0.7997401801816698
hybrid_context,dateblock5,routine_anchor_recovery,S1_S3,SS,stable bedtime/home routine restoring stage and quality consistency,1.1405533213439703,1.1400628274139515,-0.000490493930018765,,,,,,,False,,,,0.34676998211256227,0.6383179390172588
raw_human_context,subject5,cashflow_stress,Q2_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.3945094574039978,1.394245066937972,-0.00026439046602577676,,,,,,,False,,,,-0.7466922253209711,0.29813969394994067
family_jepa_context,dateblock5,social_overload,S2_S3,SS,late social load changing objective-stage and subjective quality translation,1.1063760357808046,1.1061886129417118,-0.0001874228390927879,,,,,,,False,,,,0.6196604174773525,0.7893464419779003
hybrid_context,dateblock5,social_overload,Q3_S3,QS,late social load changing objective-stage and subjective quality translation,1.244400894422418,1.2442232445645622,-0.00017764985785584386,,,,,,,False,,,,0.6306623150984524,0.8048288309994457
family_jepa_context,dateblock5,social_overload,Q2_S3,QS,late social load changing objective-stage and subjective quality translation,1.244765816658148,1.2446091298204256,-0.0001566868377222974,,,,,,,False,,,,0.6196604174773525,0.7893464419779003
raw_human_context,dateblock5,routine_anchor_recovery,S2_S4,SS,stable bedtime/home routine restoring stage and quality consistency,1.1730949387622112,1.1729752070637094,-0.00011973169850176824,,,,,,,False,,,,-0.07391938023048983,0.3686725884589007
raw_human_context,dateblock5,routine_anchor_recovery,S1_S4,SS,stable bedtime/home routine restoring stage and quality consistency,1.2339297421551696,1.2338824665651769,-4.7275589992734623e-05,,,,,,,False,,,,-0.07391938023048983,0.3686725884589007
family_jepa_context,dateblock5,home_recovery,Q3_S3,QS,home recovery linking physiological calm with sleep-stage consistency,1.244400894422418,1.244364304372381,-3.659005003697757e-05,,,,,,,False,,,,0.18725066095148846,0.4878612898679398
hybrid_context,subject5,home_recovery,Q2_S3,QS,home recovery linking physiological calm with sleep-stage consistency,1.365932083277853,1.3659896970437173,5.7613765864328315e-05,,,,,,,False,,,,-1.8113876140945724,0.3360324198422836
family_jepa_context,dateblock5,routine_anchor_recovery,S3_S4,SS,stable bedtime/home routine restoring stage and quality consistency,1.2238932815368333,1.2239742676694485,8.098613261520171e-05,,,,,,,False,,,,0.35864328902957676,0.6217480350759049
hybrid_context,dateblock5,bedtime_arousal,Q2_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.2973504689074455,1.297461132501212,0.00011066359376643575,,,,,,,False,,,,0.6198166210482935,0.8034354126862179
raw_human_context,dateblock5,social_overload,S3_S4,SS,late social load changing objective-stage and subjective quality translation,1.2238932815368333,1.2240844413397574,0.00019115980292405688,,,,,,,False,,,,-0.22574406163200544,0.4354329427718514
hybrid_context,dateblock5,cashflow_stress,S1_S4,SS,money rumination affecting subjective satisfaction and stage stress,1.2339297421551696,1.234125373493426,0.0001956313382565078,,,,,,,False,,,,0.22441280525726182,0.5780433765723039
raw_human_context,subject5,routine_anchor_recovery,Q1_S1,QS,stable bedtime/home routine restoring stage and quality consistency,1.3298264093850816,1.3300935849076767,0.0002671755225951422,,,,,,,False,,,,-4.206564132149247,0.19000283943954122
hybrid_context,subject5,badnight_aftereffect,Q3_S3,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3319184059778075,1.3322496012455904,0.0003311952677829133,,,,,,,False,,,,0.19042855054288021,0.654901907853529
