method,blocks,weighted_logloss,delta_vs_subject_mean,rate_rmse_weighted,rate_mae_weighted,count_mae_mean,rate_r2_weighted
motif_local_r2_k8_tau1p0_s16p0,369,0.604072578891306,-0.008929194685263986,0.2439649047381557,0.18752926370323447,0.8644641668271056,0.32898239558733766
motif_same_r2_k5_tau1p0_s8p0,369,0.6043505494138396,-0.008651224162730342,0.24350267645145637,0.18742903539021108,0.8640021387499974,0.3315226748327157
motif_strict_r5_k16_tau1p0_s32p0,369,0.6044224401437501,-0.008579333432819802,0.24495202841683061,0.1898129094610336,0.8749912167837888,0.3235413063222967
motif_same_r3_k16_tau1p0_s8p0,369,0.6045599398583906,-0.008441833718179304,0.24349034995311794,0.18781895579194213,0.8657995766994406,0.33159035192109454
motif_strict_r3_k16_tau1p0_s32p0,369,0.6045660400078593,-0.008435733568710635,0.24504155157560828,0.1896767506162837,0.8743635577189663,0.32304676226241225
motif_strict_r1_k8_tau1p0_s16p0,369,0.604611050556055,-0.008390723020514912,0.24498445319894824,0.18981636489488693,0.8750071454910638,0.32336220613177424
motif_strict_r3_k8_tau1p0_s16p0,369,0.604790549779664,-0.008211223796905975,0.24512927081895597,0.18985022638077265,0.8751632386820981,0.3225620081129339
motif_local_r2_k16_tau1p0_s32p0,369,0.6047990398645772,-0.00820273371199276,0.24486583417746488,0.18831056979020158,0.8680657973255631,0.32401729000263535
motif_same_r1_k8_tau1p0_s16p0,369,0.6048235527670567,-0.008178220809513248,0.24404385350702806,0.18806050650766237,0.8669130665841024,0.3285480332308066
motif_strict_r2_k16_tau1p0_s32p0,369,0.6048726917044674,-0.008129081872102484,0.24529308249843126,0.1897845937662185,0.8748606883369586,0.3216562873531019
motif_same_r2_k16_tau1p0_s16p0,369,0.6049546408333846,-0.008047132743185359,0.24402986735156684,0.18821989276509438,0.8676477983561669,0.32862499286209423
motif_strict_r1_k16_tau1p0_s32p0,369,0.6049882983986006,-0.008013475177969354,0.24545197357280385,0.1899503777044686,0.8756249118571842,0.3207771947273752
motif_local_r1_k16_tau0p5_s16p0,369,0.6049923741427359,-0.008009399433834052,0.24499039571953873,0.1887343628357785,0.8700193799015155,0.3233293796994251
motif_same_r1_k16_tau0p5_s8p0,369,0.6049986386553222,-0.008003134921247712,0.24414921780140925,0.18814528007754358,0.8673038520647741,0.32796811831832584
motif_strict_r2_k8_tau1p0_s16p0,369,0.6050754180969609,-0.00792635547960907,0.24536587703799573,0.18963927051067447,0.8741907835735973,0.32125360950482773
motif_same_r3_k8_tau1p0_s8p0,369,0.6051001454861377,-0.007901628090432267,0.24401183994838122,0.18845431902445306,0.8687284462346735,0.3287241831867975
motif_same_r1_k3_tau1p0_s8p0,369,0.6051863721516272,-0.007815401424942747,0.2443132089591187,0.18812799766239172,0.8672241843461471,0.3270650288099455
motif_local_r1_k5_tau1p0_s16p0,369,0.6056788626716273,-0.007322910904942637,0.2453652121743981,0.18878048043253015,0.8702319707743463,0.32125728787413554
motif_strict_r5_k5_tau1p0_s16p0,369,0.6057461085072887,-0.007255665069281214,0.24607771010618915,0.18998599920600986,0.8757891182911192,0.31730966283368556
motif_local_r3_k16_tau1p0_s32p0,369,0.6058680693048254,-0.007133704271744534,0.245855914422447,0.18910464798710575,0.8717263041356828,0.3185397582521995
motif_strict_r5_k16_tau0p5_s16p0,369,0.6058971547837023,-0.007104618792867612,0.24624563363034438,0.1904265012569104,0.8778197253062459,0.3163776086270299
motif_local_r5_k16_tau1p0_s32p0,369,0.6059412571464641,-0.0070605164301058565,0.2461471238019506,0.18930576307494748,0.8726533956381725,0.31692446140309727
motif_strict_r3_k16_tau0p5_s16p0,369,0.6059574477680385,-0.007044325808531426,0.2462718819608674,0.19033172497065087,0.8773828297427565,0.31623186063892117
motif_local_r2_k16_tau0p5_s16p0,369,0.6059616137890894,-0.0070401597874805155,0.24577371451294458,0.1891587553451013,0.8719757258591254,0.31899536336621526
motif_local_r3_k8_tau1p0_s16p0,369,0.6059801390025525,-0.007021634574017388,0.24562242996715833,0.1890111891975133,0.8712954819104879,0.3198334820313967
motif_local_r2_k5_tau1p0_s16p0,369,0.6060301844477011,-0.00697158912886886,0.24574925516638652,0.18900275184841103,0.8712565877890165,0.3191309034877544
motif_local_r5_k8_tau1p0_s16p0,369,0.6060425001327487,-0.00695927344382119,0.24595054968685476,0.18888623145331082,0.8707194571872133,0.3180150396816165
motif_strict_r2_k16_tau0p5_s16p0,369,0.606182466773846,-0.006819306802723912,0.2464437245571384,0.1904098289727309,0.8777428701425887,0.3152772937928149
motif_same_r2_k8_tau1p0_s16p0,369,0.6061866144095274,-0.0068151591670425615,0.2451961423304149,0.1889387134579202,0.8709613864279742,0.3221923461675755
motif_strict_r1_k16_tau0p5_s16p0,369,0.6061958158252101,-0.006805957751359837,0.24650023268658364,0.19051718340753773,0.8782377479030398,0.3149632518316461
motif_same_r2_k3_tau1p0_s8p0,369,0.6063192982172715,-0.006682475359298445,0.24534304752085148,0.1887355297930216,0.8700247592897824,0.32137990849697473
motif_strict_r1_k5_tau1p0_s16p0,369,0.6063270971867705,-0.006674676389799461,0.24653969361612801,0.1907824246533996,0.8794604453534764,0.31474390639508676
motif_same_r3_k5_tau1p0_s8p0,369,0.6063402394350683,-0.006661534141501613,0.24519956487556732,0.18911055630702364,0.8717535400494503,0.3221734238185664
motif_strict_r3_k5_tau1p0_s16p0,369,0.6066292637953629,-0.00637250978120707,0.24680319433915102,0.1906055006618153,0.8786448689044657,0.3132783251953113
motif_local_r1_k8_tau1p0_s32p0,369,0.6067205732098144,-0.006281200366755502,0.24634717826475955,0.18964109938345383,0.8741992142310433,0.31581367985541675
motif_same_r1_k8_tau0p5_s8p0,369,0.6067285057909964,-0.0062732677855735774,0.24578051309908033,0.18934105561117548,0.872816085622248,0.3189576869798221
motif_strict_r2_k5_tau1p0_s16p0,369,0.6067314975543817,-0.006270276022188215,0.24684842964962606,0.19069523209599817,0.8790585089303329,0.3130265706340225
motif_same_r5_k8_tau1p0_s8p0,369,0.6068306358118029,-0.006171137764767076,0.24563784124982865,0.18962332317977632,0.8741172702677493,0.3197481269005936
motif_same_r1_k5_tau1p0_s16p0,369,0.6068555879012532,-0.006146185675316773,0.2458765465410955,0.1893852667194408,0.8730198880481537,0.31842537777412017
motif_strict_r5_k8_tau1p0_s32p0,369,0.6069527749693889,-0.006048998607181,0.2470411027660233,0.19083507713952289,0.8797031604724348,0.31195374251977914
motif_same_r2_k16_tau0p5_s8p0,369,0.6069588504208681,-0.006042923155701874,0.24589906673331918,0.189563168032862,0.8738399697124611,0.3183005192249768
motif_local_r3_k16_tau0p5_s16p0,369,0.6069909410907144,-0.006010832485855544,0.24671624172247597,0.18991201731173005,0.8754480798028533,0.3137621254794486
motif_strict_r1_k8_tau1p0_s32p0,369,0.6071553906841296,-0.005846382892440327,0.24719551686315816,0.1910142891426029,0.8805292840963888,0.31109334119714915
motif_local_r5_k16_tau0p5_s16p0,369,0.6071584571254546,-0.005843316451115355,0.24706099980871604,0.19008820441501414,0.8762602593765288,0.31184290560304073
motif_same_r3_k16_tau1p0_s16p0,369,0.6071642975023926,-0.0058374760741772835,0.24602719933496645,0.18970628403756526,0.8744996995878004,0.3175898968812878
motif_local_r3_k5_tau1p0_s16p0,369,0.6071800583412281,-0.005821715235341807,0.246702830972493,0.19001559442316984,0.8759255450238808,0.3138367270895984
motif_local_r2_k8_tau1p0_s32p0,369,0.6073288897388739,-0.005672883837696041,0.24684428726291446,0.1899687175732821,0.8757094541792761,0.3130496267720093
motif_strict_r3_k8_tau1p0_s32p0,369,0.6073452437099353,-0.005656529866634674,0.24733858007421902,0.1911425449323199,0.8811205120050842,0.3102957076499727
motif_local_r1_k8_tau0p5_s16p0,369,0.6074598926626429,-0.005541880913927044,0.24691031238942487,0.1901105501595787,0.8763632678087897,0.31268209101382605
motif_strict_r2_k8_tau1p0_s32p0,369,0.6074809277535876,-0.00552084582298229,0.24744469077657405,0.19104905201796604,0.8806895324730629,0.30970380075535675
motif_local_r5_k5_tau1p0_s16p0,369,0.6075400603999428,-0.0054617131766271365,0.24722340551309793,0.1900206096111908,0.8759486638174405,0.3109378872416607
motif_same_r5_k5_tau1p0_s8p0,369,0.6075649554220142,-0.005436818154555767,0.246274578278389,0.19025070774851602,0.8770093601090128,0.3162168880314691
motif_local_r2_k3_tau1p0_s16p0,369,0.6076820133744594,-0.005319760202110557,0.24705085538966987,0.19001311891080344,0.8759141335156547,0.31189941642927577
motif_local_r1_k3_tau1p0_s16p0,369,0.6077376972595121,-0.005264076317057831,0.24713859410188804,0.19028161727137213,0.8771518454704715,0.31141057958992246
motif_same_r2_k5_tau1p0_s16p0,369,0.607790402212256,-0.0052113713643139326,0.24671213937821307,0.18999837671733186,0.8758461755994077,0.31378494651938305
motif_strict_r2_k3_tau1p0_s16p0,369,0.6078273082723742,-0.005174465304195741,0.24767517315463264,0.19097293142874136,0.8803386351227347,0.3084172489490674
motif_strict_r5_k3_tau1p0_s16p0,369,0.6078673483513952,-0.00513442522517471,0.2476778244303452,0.19105937474410015,0.880737117722803,0.3084024425690689
motif_same_r3_k3_tau1p0_s8p0,369,0.607964961946876,-0.005036811629693938,0.24674500632253835,0.1901694550677486,0.8766348050684021,0.31360209946272255
motif_same_r5_k16_tau1p0_s8p0,369,0.6079764892099225,-0.005025284366647398,0.24687535517368628,0.19048944589283895,0.8781098847255256,0.3128766962480768
motif_same_r3_k8_tau1p0_s16p0,369,0.6080044060786881,-0.004997367497881822,0.2467850815421512,0.19031171869475755,0.8772906056904676,0.3133791180063423
motif_same_r2_k8_tau0p5_s8p0,369,0.6080302931641677,-0.004971480412402252,0.24688393110554158,0.190203274122819,0.8767907026637265,0.312828956975152
motif_strict_r3_k3_tau1p0_s16p0,369,0.6080339838888219,-0.004967789687748025,0.24789834718497453,0.19100904647594022,0.8805051166817728,0.3071703508818311
motif_local_r2_k8_tau0p5_s16p0,369,0.6080703225985485,-0.00493145097802139,0.2474158162868456,0.19045865155804545,0.8779679303529412,0.30986489362435854
motif_strict_r1_k3_tau1p0_s16p0,369,0.6081270386968036,-0.004874734879766307,0.24798329416853068,0.1914366688447959,0.8824763515040586,0.30669544757446743
motif_strict_r5_k8_tau0p5_s16p0,369,0.6081741308070892,-0.004827642769480778,0.24799468068005356,0.19131656594619148,0.8819227064348826,0.3066317779507447
motif_strict_r1_k8_tau0p5_s16p0,369,0.6082193453180937,-0.00478242825847619,0.24803153299522596,0.19143294457518606,0.8824591835295164,0.3064256918949837
motif_same_r1_k5_tau0p5_s8p0,369,0.6082256435881825,-0.00477612998838739,0.24711328682495964,0.19031078834053372,0.8772863169844114,0.3115515970702387
motif_local_r1_k16_tau0p5_s32p0,369,0.6082512052665471,-0.004750568310022851,0.24769409993819405,0.19081411114605215,0.8796065123561917,0.30831154649201464
motif_same_r1_k16_tau0p5_s16p0,369,0.6083959309034098,-0.00460584267316011,0.2472440522515114,0.19043870704345414,0.8778759910051912,0.31082278908387273
motif_strict_r3_k8_tau0p5_s16p0,369,0.6084083319251123,-0.004593441651457586,0.2481761848684472,0.1915266728691587,0.8828912481041703,0.30561647157568406
motif_local_r3_k8_tau1p0_s32p0,369,0.6084229262659051,-0.004578847310664824,0.24777978367803044,0.19077158601449654,0.8794104818717036,0.3078329181806747
motif_local_r5_k8_tau1p0_s32p0,369,0.608493473928416,-0.004508299648153913,0.24798058690232633,0.19071881554417694,0.8791672228743765,0.3067105852856178
motif_same_r5_k3_tau1p0_s8p0,369,0.6084993705473916,-0.00450240302917837,0.24715952491583174,0.19072461564864265,0.8791939599413036,0.3112939377726397
motif_same_r1_k3_tau1p0_s16p0,369,0.6085115918085381,-0.004490181768031842,0.24737221087430658,0.19049633716788295,0.87814165182268,0.310108135746635
motif_strict_r2_k8_tau0p5_s16p0,369,0.6085122973691162,-0.004489476207453769,0.24825287092551826,0.19148457930808396,0.8826972070543381,0.3051872784044687
motif_strict_r5_k5_tau1p0_s32p0,369,0.6085488468811135,-0.004452926695456383,0.24826080368702355,0.19144918120479812,0.8825340304318745,0.30514287310391
motif_local_r3_k3_tau1p0_s16p0,369,0.6085539513554693,-0.004447822221100628,0.24783832121652266,0.19068735603128986,0.8790222021930193,0.30750583303500223
motif_local_r1_k5_tau1p0_s32p0,369,0.608617413166402,-0.004384360410167876,0.24788137487127215,0.19079921609440542,0.8795378498010396,0.3072652165374069
motif_strict_r3_k16_tau0p5_s32p0,369,0.6086431196805835,-0.004358653895986442,0.2483740562610329,0.19165610181169268,0.8834878839612171,0.30450876327610654
motif_same_r3_k16_tau0p5_s8p0,369,0.6086574555767658,-0.00434431799980417,0.24741120040136555,0.1906894190819984,0.8790317123536026,0.30989064424086166
motif_strict_r5_k16_tau0p5_s32p0,369,0.6086619078588287,-0.004339865717741254,0.24839123205105132,0.19170139772300246,0.8836966870645723,0.3044125694573291
motif_strict_r1_k16_tau0p5_s32p0,369,0.6087149604136116,-0.004286813162958314,0.24845810586423978,0.19174151126645406,0.8838816007160929,0.30403797615723627
motif_strict_r1_k5_tau1p0_s32p0,369,0.6087346485053684,-0.004267125071201527,0.24843138938554968,0.19181148161063155,0.8842041469368137,0.30418764046249114
motif_strict_r2_k16_tau0p5_s32p0,369,0.6087553241718553,-0.004246449404714636,0.2484546951777957,0.1916863546088768,0.8836273419775053,0.30405708353905936
motif_local_r2_k5_tau1p0_s32p0,369,0.6088013810613737,-0.004200392515196216,0.24808958315326196,0.19094640731494888,0.8802163654274474,0.30610100084260594
motif_local_r2_k16_tau0p5_s32p0,369,0.6088174665958237,-0.004184306980746233,0.24814467574193497,0.19105810322732136,0.8807312563405794,0.30579278204255134
motif_strict_r3_k5_tau1p0_s32p0,369,0.6089653527802067,-0.004036420796363238,0.24860546720599982,0.19174610303165002,0.8839027676337037,0.3032121764836182
motif_same_r3_k5_tau1p0_s16p0,369,0.6089808350142732,-0.004020938562296683,0.2476887838858121,0.19091349719180867,0.8800646577866301,0.30834123644097133
motif_strict_r2_k5_tau1p0_s32p0,369,0.6089844315873738,-0.0040173419891961215,0.24860746752205526,0.19178258904528864,0.8840709592575499,0.3032009635244374
motif_local_r5_k3_tau1p0_s16p0,369,0.6090309665698379,-0.0039708070067320245,0.24840853163671767,0.19097248892043253,0.88033659526736,0.3043156755912685
motif_same_r5_k8_tau1p0_s16p0,369,0.6090313161752241,-0.003970457401345828,0.2477254265117616,0.19104957919213872,0.8806919626174193,0.3081365758370721
motif_local_r1_k5_tau0p5_s16p0,369,0.6090414311482761,-0.003960342428293795,0.2481810140195149,0.19103864289656464,0.8806415489622125,0.3055894479063138
motif_local_r3_k8_tau0p5_s16p0,369,0.609103599128273,-0.003898174448296876,0.24829357498632088,0.1911889186208213,0.88133428339842,0.3049594138265155
motif_same_r2_k3_tau1p0_s16p0,369,0.6091237754595851,-0.00387799811698486,0.24792834341414893,0.19084286982081686,0.8797390828325459,0.3070026730048324
motif_same_r2_k5_tau0p5_s8p0,369,0.609137022980034,-0.003864750596535904,0.24792429136334476,0.19093588007559156,0.8801678374216296,0.3070253250129936
motif_same_r5_k16_tau1p0_s16p0,369,0.6092171018822699,-0.003784671694300079,0.24802964118405052,0.1913647644280168,0.8821448896803701,0.306436272054751
motif_local_r5_k8_tau0p5_s16p0,369,0.6092765189932714,-0.0037252545832985318,0.24857307250410074,0.19123623628812744,0.8815524063038073,0.3033937554604471
motif_local_r2_k5_tau0p5_s16p0,369,0.6092954371108861,-0.003706336465683857,0.2484462840328448,0.19122803634140043,0.8815146065493826,0.3041042034186737
motif_local_r3_k16_tau0p5_s32p0,369,0.609401249928129,-0.0036005236484408787,0.24866867170376544,0.19147357747762994,0.8826464912993186,0.3028578341336653
motif_local_r3_k5_tau1p0_s32p0,369,0.6094598595400815,-0.0035419140364884028,0.24861424952561584,0.1914867368950133,0.8827071530038416,0.3031629456961563
motif_same_r1_k3_tau0p5_s8p0,369,0.6094742668612744,-0.0035275067152955586,0.24824078350629686,0.1911351215799439,0.8810862921612045,0.3052549375469703
motif_strict_r5_k5_tau0p5_s16p0,369,0.6094805337644528,-0.0035212398121171606,0.2489418010100513,0.19181573184782755,0.8842237394936444,0.30132555807503203
motif_same_r3_k8_tau0p5_s8p0,369,0.6094923344994443,-0.0035094390771256423,0.248144498822513,0.1912536315720472,0.8816325943199245,0.30579377193843016
motif_same_r1_k8_tau0p5_s16p0,369,0.6095154229359496,-0.003486350640620306,0.24827665135717114,0.19118681020942424,0.8813245641361265,0.3050541581891657
motif_local_r5_k16_tau0p5_s32p0,369,0.6095193412991975,-0.003482432277372438,0.2488681217499525,0.19156095304128032,0.8830492713366335,0.3017390699704404
motif_strict_r1_k5_tau0p5_s16p0,369,0.6095211053537238,-0.003480668222846095,0.2490093001849002,0.1920687078530571,0.8853898971762882,0.30094662338664724
motif_same_r2_k16_tau0p5_s16p0,369,0.6095410845517863,-0.003460689024783581,0.24825380894703625,0.19125158802846667,0.8816231740824438,0.3051820277057543
motif_local_r5_k5_tau1p0_s32p0,369,0.6096761380300386,-0.0033256355465313137,0.2489078058431199,0.1915056965122744,0.8827945522151184,0.30151636518293445
motif_same_r5_k5_tau1p0_s16p0,369,0.609689145706377,-0.00331262787019293,0.24830069661267568,0.19152725849889496,0.8828939477144184,0.30491954255443376
motif_strict_r3_k5_tau0p5_s16p0,369,0.6097458624115542,-0.003255911165015779,0.2491680583334862,0.19202677009068805,0.8851965743204887,0.3000549635326538
motif_strict_r2_k5_tau0p5_s16p0,369,0.6097475221680925,-0.00325425140847746,0.249161043203885,0.1920366812499041,0.8852422623471184,0.30009437577558684
motif_local_r1_k8_tau0p5_s32p0,369,0.6099001670733333,-0.0031016065032366535,0.24890405462451892,0.19161806751734584,0.8833125551409361,0.30153741831986314
motif_strict_r2_k3_tau1p0_s32p0,369,0.6099525388761764,-0.0030492347003935327,0.2492536366893505,0.1920187650614064,0.8851596730879462,0.29957407980815
motif_local_r2_k3_tau1p0_s32p0,369,0.6099623922180488,-0.0030393813585211094,0.24894686118721004,0.19156086773668757,0.8830488781032674,0.30129715422827075
motif_local_r3_k5_tau0p5_s16p0,369,0.6099659479282012,-0.003035825648368684,0.2489823472369788,0.19175026028049055,0.8839219315368956,0.30109794728923744
motif_local_r1_k3_tau1p0_s32p0,369,0.6099869512632086,-0.003014822313361365,0.24898600941269206,0.19168151195692165,0.8836050185331262,0.30107738743047585
motif_strict_r5_k3_tau1p0_s32p0,369,0.6100501116633383,-0.0029516619132315958,0.24928258982831936,0.19207974674805603,0.8854407837898194,0.29941134832625493
motif_same_r3_k3_tau1p0_s16p0,369,0.6100597728374387,-0.002942000739131201,0.24869458179061998,0.19157402922996053,0.8831095493771353,0.3027125488029184
motif_strict_r3_k3_tau1p0_s32p0,369,0.6100778104172506,-0.0029239631593193094,0.2493737342165348,0.19202391073218059,0.8851833933751738,0.29889894673744144
motif_strict_r1_k3_tau1p0_s32p0,369,0.6100893351375979,-0.0029124384389720426,0.24940477006939024,0.1922842484441813,0.8863834867304943,0.29872442456315496
motif_same_r2_k3_tau0p5_s8p0,369,0.6101186031104358,-0.0028831704661341773,0.2488128333070063,0.19153347982837352,0.8829226265259167,0.3020492862488451
motif_same_r3_k5_tau0p5_s8p0,369,0.6101894933551104,-0.0028122802214595177,0.24878305141677634,0.1916806589904109,0.8836010865655524,0.3022163600066501
motif_same_r5_k16_tau0p5_s8p0,369,0.6102072645811465,-0.0027945089954234392,0.2488942289863025,0.19185927722686041,0.8844244730701615,0.30159256169780624
motif_local_r1_k3_tau0p5_s16p0,369,0.6102226216250903,-0.002779151951479597,0.24913320511387219,0.19179650335214962,0.884135100818446,0.3002507641665466
motif_local_r2_k8_tau0p5_s32p0,369,0.6102369099729559,-0.002764863603614054,0.24917900792052539,0.19181918699494505,0.884239666879137,0.29999344459199384
motif_strict_r1_k8_tau0p5_s32p0,369,0.6102472436056288,-0.0027545299709411664,0.24949199641242667,0.19229774179738404,0.8864456877976975,0.29823381325226306
motif_local_r5_k5_tau0p5_s16p0,369,0.610247255679051,-0.0027545178975189044,0.24932320836292987,0.1918468454233724,0.8843671654882289,0.2991830194820929
motif_same_r2_k8_tau0p5_s16p0,369,0.6102531309371354,-0.0027486426394345287,0.24889410817263008,0.19166977157300605,0.8835508982267838,0.30159323971390495
motif_strict_r5_k8_tau0p5_s32p0,369,0.6102819134088485,-0.0027198601677214107,0.24950514672263746,0.19223628696855477,0.886162396025777,0.29815983343413777
motif_local_r2_k3_tau0p5_s16p0,369,0.6102901780196072,-0.0027115955569627648,0.24917847505336543,0.19174867262544146,0.8839146128343525,0.2999964385047589
motif_strict_r3_k8_tau0p5_s32p0,369,0.6103769652660009,-0.0026248083105689934,0.2495849564189397,0.19235417856797452,0.8867058475450529,0.2977107636664006
motif_same_r5_k8_tau0p5_s8p0,369,0.6103778182305157,-0.0026239553460541964,0.2489494143840555,0.19184919930926822,0.8843780163280904,0.30128282237414616
motif_same_r5_k3_tau1p0_s16p0,369,0.6103869550341707,-0.0026148185423992,0.24894386143855513,0.19189062180210967,0.8845689639170424,0.3013139925228697
motif_same_r1_k5_tau0p5_s16p0,369,0.6104007569829341,-0.0026010165936358742,0.24905085466326818,0.19173845665390563,0.8838675196972727,0.3007132889512234
motif_strict_r2_k8_tau0p5_s32p0,369,0.6104227487022348,-0.002579024874335145,0.2496188445216347,0.19233072665131476,0.8865977399292314,0.29752004010830524
motif_local_r3_k3_tau1p0_s32p0,369,0.6104294383116046,-0.002572335264965364,0.24935595684930068,0.19188992802997215,0.8845657657967012,0.2989989034283398
motif_same_r3_k16_tau0p5_s16p0,369,0.6105209397055906,-0.0024808338709793043,0.2491037191388805,0.19188298705500367,0.8845337695950173,0.30041639096422434
motif_strict_r2_k3_tau0p5_s16p0,369,0.6105491154736589,-0.002452658102911065,0.24967518504159203,0.19226212548458158,0.8862815052825834,0.29720289616201867
motif_strict_r1_k3_tau0p5_s16p0,369,0.6106186786956854,-0.0023830948808845065,0.24976892941728368,0.1924574152824625,0.8871817436191561,0.2966750451930148
motif_strict_r3_k3_tau0p5_s16p0,369,0.6106520394795782,-0.0023497340969916847,0.24976690369960336,0.19225848774277435,0.8862647361801058,0.2966864535937457
motif_strict_r5_k3_tau0p5_s16p0,369,0.6106596108855392,-0.0023421626910307136,0.2497140984209781,0.1922967536579149,0.8864411327157539,0.29698380877838393
motif_local_r5_k3_tau1p0_s32p0,369,0.6106928031080868,-0.002308970468483107,0.24966390496904192,0.19207071533647077,0.8853991511851945,0.2972663980533855
motif_local_r3_k3_tau0p5_s16p0,369,0.6107703604042163,-0.0022314131723536468,0.2495961974686906,0.1920839006756804,0.8854599323830141,0.29764750147193375
motif_local_r3_k8_tau0p5_s32p0,369,0.6108011412394336,-0.002200632337136299,0.2496489068576421,0.19219403070604968,0.8859676049620343,0.2973508264393919
motif_local_r1_k5_tau0p5_s32p0,369,0.6108387046944893,-0.002163068882080621,0.24962877758400162,0.1921329642323446,0.8856861034125153,0.2974641315401878
motif_same_r5_k5_tau0p5_s8p0,369,0.6108683838243151,-0.002133389752254855,0.24937590625721517,0.1921876448803577,0.8859381678631126,0.29888673352945994
motif_same_r2_k5_tau0p5_s16p0,369,0.6108954212741111,-0.0021063523024588138,0.24948953920534095,0.19207553847882458,0.8854213846950695,0.29824763635183993
motif_local_r5_k8_tau0p5_s32p0,369,0.6109104661417667,-0.0020913074348032357,0.24980621588211271,0.19222154888322493,0.8860944570470617,0.29646503941928626
motif_same_r3_k3_tau0p5_s8p0,369,0.6109558240317936,-0.0020459495447763265,0.2494957056360871,0.19214651948357941,0.8857485898145491,0.29821294663424724
motif_local_r2_k5_tau0p5_s32p0,369,0.6109761257439105,-0.0020256478326594607,0.24977242785707124,0.19224011495133603,0.8861800420927441,0.29665534252428694
motif_local_r5_k3_tau0p5_s16p0,369,0.6110663535607322,-0.0019354200158376855,0.24992388208623625,0.19228185933705572,0.8863724735293543,0.29580211128152933
motif_strict_r1_k5_tau0p5_s32p0,369,0.6110666197782705,-0.0019351537982994493,0.2500641411475835,0.19265805359076046,0.8881066372842371,0.29501148775807096
motif_same_r3_k8_tau0p5_s16p0,369,0.6110725103290267,-0.001929263247543278,0.24958131092584745,0.19222160974256333,0.8860947375937679,0.297731279100497
motif_strict_r5_k5_tau0p5_s32p0,369,0.6110849273550408,-0.0019168462215291004,0.2500468358803212,0.19252865428910113,0.8875101380643928,0.2951090594644695
motif_same_r1_k3_tau0p5_s16p0,369,0.6111089028967123,-0.0018928706798576611,0.24968116378799787,0.19218250078337842,0.8859144548306956,0.29716923726262257
motif_strict_r2_k5_tau0p5_s32p0,369,0.6111982723009546,-0.001803501275615349,0.2501469853262118,0.19264629385225157,0.8880524277579402,0.2945442966735442
motif_strict_r3_k5_tau0p5_s32p0,369,0.6112072656256521,-0.0017945079509178452,0.25015513314653226,0.1926420622387172,0.8880329210516479,0.2944983395342379
