cell_idx,sub_idx,target,subject_id,hidden_block_id,context_type,pos_bin,block_len_bin,e101_plausible_share,broad_tail_equal_share,broad_low_alpha_share,broad_share,target_is_q2s3,e101_active,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos,e72_pos_bin,edge_like,is_weekend
911,130,Q2,id06,id06_b2,between_train_runs,interior,6-10,0.006731144259957418,0.00692554313458708,0.004039568668789564,0.0049409141840614824,True,False,True,False,0.011276879695341857,p05_high,False,0
1242,177,S1,id07,id07_b4,after_train_run,interior,11-16,0.006693617001426642,0.007733841265161862,0.002812934222449399,0.00327584044458777,False,False,True,True,0.008440973859396794,p05_high,False,0
1191,170,Q2,id07,id07_b4,after_train_run,interior,11-16,0.006648446962089988,0.008193761661386578,0.004675570797238639,0.006738081967422719,True,False,True,False,0.013414419618123063,p05_high,False,1
731,104,S1,id04,id04_b14,after_train_run,left_edge,3-5,0.006627214877257765,0.005104746594644494,0.0035531451166175075,0.003242899796631093,False,False,True,True,0.008357237578369814,p05_high,True,1
627,89,S2,id04,id04_b6,between_train_runs,interior,6-10,0.006569850582082181,0.005783497809709409,0.003729062221032408,0.004049028475887232,False,False,True,True,0.009468455354949779,p05_high,False,1
1158,165,S1,id07,id07_b2,between_train_runs,near_edge,11-16,0.006569180113747877,0.007228634488100945,0.0024379684144855197,0.0032793104438621746,False,False,False,True,0.009467489077344071,p05_high,True,0
1117,159,S2,id07,id07_b2,between_train_runs,interior,11-16,0.006407854037549434,0.0056408908129778786,0.003918493863658228,0.002657952796158806,False,False,False,True,0.009234986263012113,p05_high,False,1
1002,143,Q2,id06,id06_b8,between_train_runs,near_edge,3-5,0.00629638903212767,0.004849921281503745,0.004815827759446889,0.00450185477435632,True,False,True,False,0.010586733643400792,p05_high,True,0
1131,161,S2,id07,id07_b2,between_train_runs,interior,11-16,0.006260202300577632,0.005510911677728571,0.00424076730955894,0.0040344505480505565,False,False,True,True,0.009022190878683167,p05_high,False,0
430,61,S1,id03,id03_b2,between_train_runs,interior,11-16,0.006159012866265323,0.005412265581577087,0.0033670862587928947,0.003957963587921078,False,False,True,True,0.008897242845752329,p05_high,False,1
1018,145,S1,id06,id06_b8,between_train_runs,right_edge,3-5,0.006040453848408245,0.008125829669914996,0.003442454376427866,0.0030603496633752857,False,False,True,True,0.0077256100377190995,p05_high,True,0
1523,217,S2,id09,id09_b4,after_train_run,interior,11-16,0.006011620743187231,0.006168764077409333,0.004336883055406727,0.004091234256593022,False,False,False,True,0.010099194152734192,p05_high,False,1
1306,186,S2,id08,id08_b4,between_train_runs,interior,6-10,0.005783631425067777,0.005091382103920667,0.002860068504674702,0.0032396049977689288,False,False,True,True,0.008335357897954365,p05_high,False,0
1222,174,S2,id07,id07_b4,after_train_run,interior,11-16,0.005760932460978545,0.003803550003194328,0.0036707920099940975,0.002650154650864061,False,False,False,True,0.00830264419687432,p05_high,False,1
1130,161,S1,id07,id07_b2,between_train_runs,interior,11-16,0.005651714638342656,0.0043533477619666396,0.005147711876521908,0.0034267325352059096,False,False,False,True,0.009502779640733872,p05_high,False,0
662,94,S2,id04,id04_b8,between_train_runs,left_edge,6-10,0.0056469474435259575,0.0057995676447023334,0.005109125307245621,0.004548555310948702,False,False,True,True,0.009494764090631547,p05_high,True,0
1431,204,S1,id09,id09_b2,between_train_runs,interior,11-16,0.005519142832418713,0.00595172429766234,0.0028146792107254636,0.0014719066598858229,False,False,False,True,0.005567924231672516,p04,False,0
666,95,Q2,id04,id04_b8,between_train_runs,near_edge,6-10,0.005376165145946006,0.002070550089992718,0.006280781896651734,0.007130160067637735,True,False,True,False,0.013559207062805667,p05_high,True,0
1068,152,S2,id07,id07_b2,between_train_runs,left_edge,11-16,0.005292432052545291,0.005435470756668136,0.004402062013999061,0.003016074498547044,False,False,False,True,0.00889868274977923,p05_high,True,1
130,18,S2,id01,id01_b4,after_train_run,interior,11-16,0.005162627245189724,0.006627697139094915,0.006748515112780288,0.0029118653500379787,False,False,False,True,0.008680429253355437,p05_high,False,0
262,37,S1,id02,id02_b2,between_train_runs,interior,11-16,0.005050876728288219,0.0025936934550669227,0.0015341186747394688,0.0030525474283372603,False,False,True,True,0.00849253219824786,p05_high,False,0
688,98,Q3,id04,id04_b8,between_train_runs,near_edge,6-10,0.0050426000491862084,0.0031073319222012304,0.002089873298485557,0.0009316107449044541,False,False,False,False,0.010174338971471242,p05_high,True,0
697,99,S2,id04,id04_b8,between_train_runs,right_edge,6-10,0.004822694563464776,0.004444295437987898,0.002440107980217307,0.003901151087237814,False,False,True,True,0.00977464223923219,p05_high,True,1
172,24,S2,id01,id01_b4,after_train_run,interior,11-16,0.004790098224543838,0.004919560338720697,0.005355640228275947,0.002782292994359913,False,False,False,True,0.008054059838141225,p05_high,False,0
1249,178,S1,id07,id07_b4,after_train_run,interior,11-16,0.004789245473923577,0.007378026811179563,0.005979301758996583,0.0034326883306350633,False,False,False,True,0.009663151230315581,p05_high,False,0
22,3,Q2,id01,id01_b2,between_train_runs,interior,11-16,0.004763176140017586,0.004803968609722235,0.004129953353487747,0.004667304928743994,True,False,True,False,0.010486425067628813,p05_high,False,0
1177,168,Q2,id07,id07_b4,after_train_run,near_edge,11-16,0.004643935850625248,0.005723337156446251,0.0034063829724693506,0.003411869543091437,True,False,True,False,0.009369963321531727,p05_high,True,0
903,129,Q1,id06,id06_b2,between_train_runs,near_edge,6-10,0.004594138301764404,0.0056619650421745075,0.001263695951101951,0.0008468046967304629,False,False,False,False,0.009269487944322252,p05_high,True,1
1044,149,Q2,id06,id06_b10,after_train_run,interior,6-10,0.004578305508974384,0.0035935127192648084,0.004605327629727492,0.004972427533725771,True,False,True,False,0.011327615122237733,p05_high,False,0
689,98,S1,id04,id04_b8,between_train_runs,near_edge,6-10,0.0045660468354987395,0.005627344208074122,0.0032203762753009488,0.0037850427147174625,False,False,True,True,0.009212808434306607,p05_high,True,0
1046,149,S1,id06,id06_b10,after_train_run,interior,6-10,0.004523615358610197,0.005226609637313132,0.009424982381965404,0.004793383761083049,False,False,False,True,0.011408994265389216,p05_high,False,0
1236,176,S2,id07,id07_b4,after_train_run,interior,11-16,0.004406724579506419,0.006788737865726104,0.004713895729820539,0.0032096549269163073,False,False,False,True,0.008891347556514662,p05_high,False,0
690,98,S2,id04,id04_b8,between_train_runs,near_edge,6-10,0.004399875293969008,0.005422549010945587,0.0026969561142756,0.0038073236778412094,False,False,True,True,0.008877527909489258,p05_high,True,0
1082,154,S2,id07,id07_b2,between_train_runs,interior,11-16,0.0043422249560250295,0.005351498864722738,0.004588997752145753,0.0025339792809079614,False,False,False,True,0.008761208139065113,p05_high,False,0
486,69,S1,id03,id03_b2,between_train_runs,right_edge,11-16,0.004325329438381969,0.003331672675510435,0.0038953284967118383,0.0051337202259420945,False,False,True,True,0.010908898048657356,p05_high,True,0
115,16,S1,id01,id01_b4,after_train_run,interior,11-16,0.004269917405159926,0.003946788520445121,0.0030455272985505364,0.003026681726501337,False,False,False,True,0.008615314844827582,p05_high,False,0
1057,151,Q1,id06,id06_b10,after_train_run,right_edge,6-10,0.004096472872567316,0.003155391266707256,0.0018780076708016377,0.0007413626467804348,False,False,False,False,0.010331699715026677,p05_high,True,1
83,11,S4,id01,id01_b2,between_train_runs,interior,11-16,0.004073198093310566,0.0041832845282649056,0.0010374097020496079,0.00044838217713152103,False,False,False,False,0.006848665651162156,p04,False,0
1710,244,Q3,id10,id10_b4,after_train_run,interior,11-16,0.004056822685751191,0.0037498198879105595,0.0014878641914497662,0.0005860757484556625,False,False,False,False,0.0081853584954944,p05_high,False,0
