feature,target,high_minus_low,abs_effect,high_n,low_n
jepa_resid_subject_routine_calendar,S1,-0.008849557522123797,0.008849557522123797,113,113
jepa_resid_subject_social_comm,Q2,0.008849557522123797,0.008849557522123797,113,113
diary_state_pc1,Q2,0.0,0.0,113,113
diary_state_pc8,Q3,0.0,0.0,113,113
diary_state_pc9,S3,0.0,0.0,113,113
jepa_prednorm_dateblock_bedtime_phone,S2,0.0,0.0,113,113
jepa_prednorm_dateblock_cognitive_money,S1,0.0,0.0,113,113
jepa_resid_dateblock_bedtime_phone,S2,0.0,0.0,113,113
jepa_resid_dateblock_cognitive_money,Q2,0.0,0.0,113,113
jepa_resid_dateblock_cognitive_money,S4,0.0,0.0,113,113
jepa_resid_dateblock_mobility_context,Q2,0.0,0.0,113,113
jepa_resid_dateblock_sensor_measurement,S2,0.0,0.0,113,113
jepa_resid_subject_cognitive_money,Q2,0.0,0.0,113,113
jepa_resid_subject_cognitive_money,S2,0.0,0.0,113,113
jepa_resid_subject_routine_calendar,Q3,0.0,0.0,113,113
jepa_resid_subject_social_comm,S3,0.0,0.0,113,113
media_game_energy,Q2,0.0,0.0,113,113
