strategy,source,fallback,target_scope,tail_quantile,rows,evaluated,strict,nondominated,best_tail,best_tail_all_delta,best_strict_tail,best_strict_tail_all_delta,best_margin,best_margin_tail,best_world,best_hidden_q2s3
row_hardtail_fallback,e86,mixmin,q2s3,0.8,1,1,0,0,0.0006431498368393271,-2.3253174881943117e-05,,,-2.3253174881943117e-05,0.0006431498368393271,-0.00018778903985771644,-0.00021298171769443958
cell_hardtail_fallback,e86,mixmin,s3,0.8,1,1,0,0,0.0006680192032223972,-2.3100890708116495e-05,,,-2.3100890708116495e-05,0.0006680192032223972,-0.00022516121690611124,-0.00025280386860535714
cell_hardtail_fallback,e86,mixmin,q2s3,0.8,1,1,0,0,0.0006499919230418603,-2.304763574634272e-05,,,-2.304763574634272e-05,0.0006499919230418603,-0.00022107270787309895,-0.00024480833263038765
cell_hardtail_fallback,e86,mixmin,s3,0.7,1,1,0,0,0.0006576579859613173,-2.2911622849619562e-05,,,-2.2911622849619562e-05,0.0006576579859613173,-0.00022163291482754088,-0.0002370440937012122
cell_hardtail_fallback,e86,mixmin,all,0.9,1,1,0,0,0.0006311411529750962,-2.2787417345515593e-05,,,-2.2787417345515593e-05,0.0006311411529750962,-0.0001548519195414877,-0.00028621907833863147
row_hardtail_fallback,e90,mixmin,s3,0.8,1,1,0,0,0.0006113429061333522,-2.2736793533595367e-05,,,-2.2736793533595367e-05,0.0006113429061333522,-0.00014287404302120165,-0.00016600689728196727
row_hardtail_fallback,e90,mixmin,q2s3,0.8,1,1,0,0,0.0005950279400438919,-2.2714951209312773e-05,,,-2.2714951209312773e-05,0.0005950279400438919,-0.00014447465815005666,-0.00015622866792047718
cell_hardtail_fallback,e90,mixmin,all,0.9,1,1,0,0,0.0005736831427891526,-2.269220942785477e-05,,,-2.269220942785477e-05,0.0005736831427891526,-0.00011431669601149053,-0.00020999802050551686
row_hardtail_fallback,e86,mixmin,s3,0.7,1,1,0,0,0.0006560751454229712,-2.2666212773247985e-05,,,-2.2666212773247985e-05,0.0006560751454229712,-0.00022487182950317597,-0.00023167514133229372
cell_hardtail_fallback,e86,mixmin,q2s3,0.7,1,1,0,0,0.0006067295974132557,-2.258945654320943e-05,,,-2.258945654320943e-05,0.0006067295974132557,-0.00017894769057286153,-0.00019521511527290786
cell_hardtail_fallback,e90,mixmin,q2s3,0.8,1,1,0,0,0.0006051049343074655,-2.250935636505247e-05,,,-2.250935636505247e-05,0.0006051049343074655,-0.00016306218206951217,-0.00017827802348045763
row_hardtail_fallback,e86,mixmin,q2s3,0.7,1,1,0,0,0.000598487148021583,-2.2463132235084338e-05,,,-2.2463132235084338e-05,0.000598487148021583,-0.00017337411570248485,-0.00018223949321571897
row_hardtail_fallback,e86,mixmin,s1s2s3,0.9,1,1,0,0,0.0006599179442025212,-2.237899501267293e-05,,,-2.237899501267293e-05,0.0006599179442025212,-0.0002007211760475247,-0.00028085717771753754
row_hardtail_fallback,e90,mixmin,s1s2s3,0.9,1,1,0,0,0.0005942000865020536,-2.237321797804448e-05,,,-2.237321797804448e-05,0.0005942000865020536,-0.0001524077391609202,-0.00021293530017268275
row_hardtail_fallback,e90,mixmin,all,0.9,1,1,0,0,0.0005915067531641209,-2.2363470655539786e-05,,,-2.2363470655539786e-05,0.0005915067531641209,-0.00015543277723403803,-0.00021293694656315115
row_hardtail_fallback,e86,mixmin,all,0.9,1,1,0,0,0.0006455307048746842,-2.231186048851086e-05,,,-2.231186048851086e-05,0.0006455307048746842,-0.00018281305942754455,-0.00026736258742309643
row_hardtail_fallback,e86,mixmin,s3,0.6,1,1,0,0,0.0006487911404888549,-2.2301287950998727e-05,,,-2.2301287950998727e-05,0.0006487911404888549,-0.00023266128996874414,-0.00020178090312820973
cell_hardtail_fallback,e86,mixmin,s3,0.6,1,1,0,0,0.0006457737741268855,-2.2277251689017952e-05,,,-2.2277251689017952e-05,0.0006457737741268855,-0.0002376766008038822,-0.00021540548042803948
cell_hardtail_fallback,e86,mixmin,s3,0.5,1,1,0,0,0.0006425865642282858,-2.2198960201169626e-05,,,-2.2198960201169626e-05,0.0006425865642282858,-0.00024197933416707506,-0.00021069111578885663
cell_hardtail_fallback,e90,mixmin,s3,0.7,1,1,0,0,0.0005897761760752439,-2.2185487388415304e-05,,,-2.2185487388415304e-05,0.0005897761760752439,-0.00016772571891385813,-0.000161080407199872
row_hardtail_fallback,e90,mixmin,s3,0.7,1,1,0,0,0.000593412428512779,-2.2098482182819623e-05,,,-2.2098482182819623e-05,0.000593412428512779,-0.00016339216480051877,-0.00015821008855206042
row_hardtail_fallback,e86,mixmin,q2s3,0.6,1,1,0,0,0.000567554379077917,-2.2009564666247705e-05,,,-2.2009564666247705e-05,0.000567554379077917,-0.00016555919958613496,-0.00013378461173757517
cell_hardtail_fallback,e90,mixmin,q2s3,0.7,1,1,0,0,0.0005665110313704074,-2.2008636243242563e-05,,,-2.2008636243242563e-05,0.0005665110313704074,-0.000145837110137087,-0.00014416304695740595
row_hardtail_fallback,e90,mixmin,q2s3,0.7,1,1,0,0,0.0005544693114766802,-2.1925697066604855e-05,,,-2.1925697066604855e-05,0.0005544693114766802,-0.00014308364895221915,-0.0001410425023681411
cell_hardtail_fallback,e86,mixmin,q2s3,0.6,1,1,0,0,0.0005611277088269852,-2.1827285184738976e-05,,,-2.1827285184738976e-05,0.0005611277088269852,-0.0001572710713256542,-0.00014352310581235844
row_hardtail_fallback,e86,mixmin,s3,0.5,1,1,0,0,0.0006405955670238408,-2.1783856431145665e-05,,,-2.1783856431145665e-05,0.0006405955670238408,-0.00024372531414650344,-0.00019134145427554539
row_hardtail_fallback,e90,mixmin,s3,0.6,1,1,0,0,0.0005830707305148411,-2.1752970420618745e-05,,,-2.1752970420618745e-05,0.0005830707305148411,-0.00017677807042026372,-0.00013639393392436
cell_hardtail_fallback,e90,mixmin,s3,0.6,1,1,0,0,0.0005785237486660142,-2.1583751824483244e-05,,,-2.1583751824483244e-05,0.0005785237486660142,-0.0001829164959162799,-0.00014015306081288648
row_hardtail_fallback,e90,mixmin,q2s3,0.6,1,1,0,0,0.0005372168519104024,-2.1464083671984824e-05,,,-2.1464083671984824e-05,0.0005372168519104024,-0.00014142365206419317,-0.00010635943992361868
cell_hardtail_fallback,e86,mixmin,q2s3,0.5,1,1,0,0,0.000525950344333395,-2.145229001049298e-05,,,-2.145229001049298e-05,0.000525950344333395,-0.00013161325025577432,-9.56119334625874e-05
cell_hardtail_fallback,e90,mixmin,q2s3,0.6,1,1,0,0,0.000529578307663615,-2.1255482425708294e-05,,,-2.1255482425708294e-05,0.000529578307663615,-0.00013135675589298068,-0.00010408211340577622
row_hardtail_fallback,e86,mixmin,q2s3,0.5,1,1,0,0,0.000528965974386919,-2.124575753514879e-05,,,-2.124575753514879e-05,0.000528965974386919,-0.00014844945110490393,-9.155616775459452e-05
cell_hardtail_fallback,e86,mixmin,s1s2s3,0.8,1,1,0,0,0.0004759778906577365,-2.0924514474773837e-05,,,-2.0924514474773837e-05,0.0004759778906577365,-0.00011991411512818906,-0.00025280386860535714
cell_hardtail_fallback,e86,mixmin,all,0.8,1,1,0,0,0.0004579506104771997,-2.087990227039871e-05,,,-2.087990227039871e-05,0.0004579506104771997,-0.00011590478201381482,-0.00024480833263038765
cell_hardtail_fallback,e86,mixmin,s1s2s3,0.7,1,1,0,0,0.0003842837055563877,-2.0417731811051e-05,,,-2.0417731811051e-05,0.0003842837055563877,-7.31235686334486e-05,-0.0002370440937012122
cell_hardtail_fallback,e90,mixmin,all,0.8,1,1,0,0,0.0004137076450143123,-2.037394572818041e-05,,,-2.037394572818041e-05,0.0004137076450143123,-5.52515150022026e-05,-0.00017827802348045763
row_hardtail_fallback,e86,mixmin,s1s2s3,0.8,1,1,0,0,0.0004943170550393176,-2.0284898459066447e-05,,,-2.0284898459066447e-05,0.0004943170550393176,-0.00015292194611586375,-0.00023964701384960457
row_hardtail_fallback,e86,mixmin,all,0.8,1,1,0,0,0.0004630260936652373,-2.020041196171274e-05,,,-2.020041196171274e-05,0.0004630260936652373,-0.00013672332857219137,-0.00021298171769443958
cell_hardtail_fallback,e86,mixmin,all,0.7,1,1,0,0,0.00033335531700832613,-2.013133066691708e-05,,,-2.013133066691708e-05,0.00033335531700832613,-2.6782000526548445e-05,-0.00019521511527290786
cell_hardtail_fallback,e90,mixmin,s1s2s3,0.7,1,1,0,0,0.0003179790698234078,-1.9767491882927146e-05,,,-1.9767491882927146e-05,0.0003179790698234078,-1.467968338870751e-05,-0.000161080407199872
row_hardtail_fallback,e90,mixmin,s1s2s3,0.8,1,1,0,0,0.0004301444400087757,-1.969443595262188e-05,,,-1.969443595262188e-05,0.0004301444400087757,-7.972675632894055e-05,-0.00016600689728196727
row_hardtail_fallback,e90,mixmin,all,0.8,1,1,0,0,0.00041382947391931536,-1.9668912314307896e-05,,,-1.9668912314307896e-05,0.00041382947391931536,-8.257166809110262e-05,-0.00015622866792047718
cell_hardtail_fallback,e90,mixmin,all,0.7,1,1,0,0,0.00029471392511857126,-1.96154010436711e-05,,,-1.96154010436711e-05,0.00029471392511857126,1.0428709817805749e-05,-0.00014416304695740595
cell_hardtail_fallback,e86,mixmin,s1s2s3,0.6,1,1,0,0,0.0003149337466559027,-1.9006948800193157e-05,,,-1.9006948800193157e-05,0.0003149337466559027,-2.1454266674181267e-05,-0.00021540548042803948
cell_hardtail_fallback,e86,mixmin,all,0.6,1,1,0,0,0.00023028768135600238,-1.8553776127472332e-05,,,-1.8553776127472332e-05,0.00023028768135600238,6.281851817058204e-05,-0.00014352310581235844
cell_hardtail_fallback,e90,mixmin,s1s2s3,0.6,1,1,0,0,0.0002502086202394389,-1.8299005752675512e-05,,,-1.8299005752675512e-05,0.0002502086202394389,3.6033582761380024e-05,-0.00014015306081288648
cell_hardtail_fallback,e90,mixmin,all,0.6,1,1,0,0,0.0002012631792370397,-1.79700013640538e-05,,,-1.79700013640538e-05,0.0002012631792370397,9.270698835450175e-05,-0.00010408211340577622
row_hardtail_fallback,e86,mixmin,s1s2s3,0.7,1,1,0,0,0.0003919927919685528,-1.78299410040772e-05,,,-1.78299410040772e-05,0.0003919927919685528,-0.00011913440490108895,-0.00023167514133229372
row_hardtail_fallback,e86,mixmin,all,0.7,1,1,0,0,0.0003344047945671644,-1.7657612830568326e-05,,,-1.7657612830568326e-05,0.0003344047945671644,-6.820187887915385e-05,-0.00018223949321571897
row_hardtail_fallback,e90,mixmin,s1s2s3,0.7,1,1,0,0,0.00033531981336409975,-1.7402817283462824e-05,,,-1.7402817283462824e-05,0.00033531981336409975,-7.68958950363996e-05,-0.00015821008855206042
cell_hardtail_fallback,e86,mixmin,s1s2s3,0.5,1,1,0,0,0.00026278837365631034,-1.7305267027256654e-05,,,-1.7305267027256654e-05,0.00026278837365631034,4.422175970727471e-05,-0.00021069111578885663
row_hardtail_fallback,e90,mixmin,all,0.7,1,1,0,0,0.00029637669632800074,-1.7263953765445095e-05,,,-1.7263953765445095e-05,0.00029637669632800074,-5.8599160572897493e-05,-0.0001410425023681411
cell_hardtail_fallback,e86,mixmin,all,0.5,1,1,0,0,0.00014615215376141956,-1.663620653014064e-05,,,-1.663620653014064e-05,0.00014615215376141956,0.00016283357547234312,-9.56119334625874e-05
row_hardtail_fallback,e86,mixmin,s1s2s3,0.6,1,1,0,0,0.0003155573305524769,-1.6415214058485006e-05,,,-1.6415214058485006e-05,0.0003155573305524769,-0.00011865851890277001,-0.00020178090312820973
row_hardtail_fallback,e86,mixmin,all,0.6,1,1,0,0,0.00023432056914153869,-1.6131800738561353e-05,,,-1.6131800738561353e-05,0.00023432056914153869,-5.901692506157796e-05,-0.00013378461173757517
row_hardtail_fallback,e90,mixmin,s1s2s3,0.6,1,1,0,0,0.0002462629188037889,-1.585677238336025e-05,,,-1.585677238336025e-05,0.0002462629188037889,-8.384447851705334e-05,-0.00013639393392436
row_hardtail_fallback,e90,mixmin,all,0.6,1,1,0,0,0.00020040904019935006,-1.5600801104520556e-05,,,-1.5600801104520556e-05,0.00020040904019935006,-4.558463697312831e-05,-0.00010635943992361868
row_hardtail_fallback,e86,mixmin,s1s2s3,0.5,1,1,0,0,0.0002639370901862689,-1.374988821123413e-05,,,-1.374988821123413e-05,0.0002639370901862689,-0.00011054704657383341,-0.00019134145427554539
row_hardtail_fallback,e86,mixmin,all,0.5,1,1,0,0,0.0001523074975493467,-1.3257548943990116e-05,,,-1.3257548943990116e-05,0.0001523074975493467,-7.766183528812309e-06,-9.155616775459452e-05
