target_task,task_note,feature_set,model,split,n_labeled,n_pos,n_neg,n_features,covered_rate,n_eval,prevalence,ap,logloss,auc,ap_lift,perm_auc_p95,perm_ap_p95,auc_minus_perm_p95,valid_split_count,min_auc,mean_auc,min_ap_lift,min_auc_minus_perm_p95,latent_health_score,score_col
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_oldlaw_context,lr_l2_c0p35,aggregate,71,21,50,80,,,,,,,,,,,3.0,0.98,0.9858553791887125,0.6239598997493734,0.36689947089947095,1.531082725331848,score_e247_common_vs_e284__human_plus_oldlaw__lr_l2_c0p35
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_geometry,lr_l2_c0p35,aggregate,71,21,50,75,,,,,,,,,,,3.0,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.3693333333333333,1.5273353078463352,score_e247_common_vs_e284__human_plus_geometr_lr_l2_c0p35
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",cell_geometry,lr_l1_c0p22,aggregate,87,34,53,21,,,,,,,,,,,3.0,0.9805771365149833,0.9844617092119868,0.5776893859582708,0.3786903440621533,1.5145718698106114,score_e247_body_vs_risk_cell_geometry_lr_l1_c0p22
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",cell_geometry,lr_l2_c0p35,aggregate,87,34,53,21,,,,,,,,,,,3.0,0.9800221975582686,0.9824269330373658,0.5771094864878443,0.34039955604883476,1.507532658820073,score_e247_body_vs_risk_cell_geometry_lr_l2_c0p35
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_oldlaw_context,lr_l1_c0p22,aggregate,87,34,53,80,,,,,,,,,,,3.0,0.9689234184239734,0.9792822789493156,0.560240369335854,0.3784683684794674,1.4946103911675641,score_e247_body_vs_risk_human_plus_oldlaw__lr_l1_c0p22
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_geometry,lr_l1_c0p22,aggregate,87,34,53,75,,,,,,,,,,,3.0,0.9716981132075472,0.9807621161672216,0.5624094424741657,0.3058823529411765,1.4877347721801955,score_e247_body_vs_risk_human_plus_geometr_lr_l1_c0p22
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_geometry,lr_l2_c0p35,aggregate,87,34,53,75,,,,,,,,,,,3.0,0.958379578246393,0.9694783573806882,0.5489358461579532,0.3274139844617091,1.4694356037240026,score_e247_body_vs_risk_human_plus_geometr_lr_l2_c0p35
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_oldlaw_context,lr_l2_c0p35,aggregate,87,34,53,80,,,,,,,,,,,3.0,0.948945615982242,0.9659637439881613,0.5356894302667197,0.35871254162042177,1.4585192053290335,score_e247_body_vs_risk_human_plus_oldlaw__lr_l2_c0p35
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",cell_geometry,lr_l1_c0p22,aggregate,17,13,4,21,,,,,,,,,,,3.0,1.0,1.0,0.23529411764705888,0.3314285714285715,1.3938319327731095,score_e247_only_vs_e256_on_cell_geometry_lr_l1_c0p22
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",cell_geometry,lr_l2_c0p35,aggregate,17,13,4,21,,,,,,,,,,,3.0,1.0,1.0,0.23529411764705888,0.2384615384615385,1.3798868778280544,score_e247_only_vs_e256_on_cell_geometry_lr_l2_c0p35
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_geometry,lr_l1_c0p22,aggregate,17,13,4,75,,,,,,,,,,,3.0,1.0,1.0,0.23529411764705888,0.17307692307692313,1.370079185520362,score_e247_only_vs_e256_on_human_plus_geometr_lr_l1_c0p22
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_oldlaw_context,lr_l2_c0p35,aggregate,17,13,4,80,,,,,,,,,,,3.0,1.0,1.0,0.23529411764705888,0.06538461538461537,1.353925339366516,score_e247_only_vs_e256_on_human_plus_oldlaw__lr_l2_c0p35
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_oldlaw_context,lr_l1_c0p22,aggregate,17,13,4,80,,,,,,,,,,,3.0,1.0,1.0,0.23529411764705888,0.06538461538461537,1.353925339366516,score_e247_only_vs_e256_on_human_plus_oldlaw__lr_l1_c0p22
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_geometry,lr_l2_c0p35,aggregate,17,13,4,75,,,,,,,,,,,3.0,1.0,1.0,0.23529411764705888,0.0535714285714286,1.352153361344538,score_e247_only_vs_e256_on_human_plus_geometr_lr_l2_c0p35
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_social,lr_l1_c0p22,aggregate,17,13,4,54,,,,,,,,,,,3.0,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.1271428571428571,1.17667885508157,score_e247_only_vs_e256_on_human_social_lr_l1_c0p22
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_social,lr_l2_c0p35,aggregate,17,13,4,54,,,,,,,,,,,3.0,0.7142857142857143,0.7747252747252747,0.16046176046176053,-0.2857142857142857,0.9292945942945944,score_e247_only_vs_e256_on_human_social_lr_l2_c0p35
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_social,lr_l2_c0p35,aggregate,197,34,163,54,,,,,,,,,,,3.0,0.4583182966438109,0.49494767232046194,0.006728554961992844,-0.12576687116564406,0.5658816060338769,score_e247_body_vs_clean_n_human_social_lr_l2_c0p35
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_social,lr_l2_c0p35,aggregate,71,21,50,54,,,,,,,,,,,3.0,0.4629629629629629,0.4673368606701939,-0.010967689297199323,-0.16628571428571431,0.5504672452687744,score_e247_common_vs_e284__human_social_lr_l2_c0p35
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_social,lr_l1_c0p22,aggregate,87,34,53,54,,,,,,,,,,,3.0,0.4667036625971144,0.5231224565297817,-0.030672420236707965,-0.2580466148723639,0.5465083164040221,score_e247_body_vs_risk_human_social_lr_l1_c0p22
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_social,lr_l1_c0p22,aggregate,197,34,163,54,,,,,,,,,,,3.0,0.44261999278238906,0.4713099963911946,-0.013331055010788712,-0.17733670155178627,0.5285145646431043,score_e247_body_vs_clean_n_human_social_lr_l1_c0p22
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_social,lr_l2_c0p35,aggregate,87,34,53,54,,,,,,,,,,,3.0,0.4461709211986682,0.49352571217166114,-0.042138937909587726,-0.21209766925638174,0.5208821236892912,score_e247_body_vs_risk_human_social_lr_l2_c0p35
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_social,lr_l1_c0p22,aggregate,71,21,50,54,,,,,,,,,,,3.0,0.34259259259259256,0.40562610229276896,-0.07960568358195774,-0.3006455026455026,0.36706001933617627,score_e247_common_vs_e284__human_social_lr_l1_c0p22
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_social,lr_l2_c0p35,dateblock,87,34,53,54,1.0,87.0,0.39080459770114945,0.3486656597915617,1.1104548732404267,0.4461709211986682,-0.042138937909587726,0.6582685904550499,0.5600788723739144,-0.21209766925638174,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_social,lr_l1_c0p22,dateblock,87,34,53,54,1.0,87.0,0.39080459770114945,0.3601321774644415,0.7713941341539062,0.48224195338512765,-0.030672420236707965,0.7157602663706992,0.6524225963885956,-0.23351831298557157,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",cell_geometry,lr_l2_c0p35,dateblock,87,34,53,21,1.0,87.0,0.39080459770114945,0.967943015064097,0.194946963142335,0.9805771365149833,0.5771384173629475,0.5805771365149832,0.4610581276651421,0.40000000000000013,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",cell_geometry,lr_l1_c0p22,dateblock,87,34,53,21,1.0,87.0,0.39080459770114945,0.9684939836594203,0.30275634953892067,0.9805771365149833,0.5776893859582708,0.5269700332963374,0.4498651762050978,0.45360710321864595,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_geometry,lr_l2_c0p35,dateblock,87,34,53,75,1.0,87.0,0.39080459770114945,0.9563797750756243,0.20884045085546332,0.9728079911209767,0.5655751773744748,0.5509433962264151,0.44337869033082644,0.42186459489456163,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_geometry,lr_l1_c0p22,dateblock,87,34,53,75,1.0,87.0,0.39080459770114945,0.9532140401753152,0.3127350111167566,0.9716981132075472,0.5624094424741657,0.6086570477247503,0.4820232301149126,0.3630410654827969,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_oldlaw_context,lr_l2_c0p35,dateblock,87,34,53,80,1.0,87.0,0.39080459770114945,0.959214975444498,0.20977908998742406,0.9739178690344062,0.5684103777433485,0.5983351831298557,0.4892968466931189,0.3755826859045506,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_oldlaw_context,lr_l1_c0p22,dateblock,87,34,53,80,1.0,87.0,0.39080459770114945,0.9510449670370035,0.31647109667593865,0.9689234184239734,0.560240369335854,0.590455049944506,0.45321515202089324,0.3784683684794674,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_social,lr_l2_c0p35,dateblock,71,21,50,54,0.8028169014084507,57.0,0.3684210526315789,0.3763489663848672,1.0199772840012995,0.4629629629629629,0.007927913753288274,0.6005714285714285,0.4024756846572276,-0.13760846560846562,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_social,lr_l1_c0p22,dateblock,71,21,50,54,0.8028169014084507,57.0,0.3684210526315789,0.2888153690496212,0.7783685514580132,0.34259259259259256,-0.07960568358195774,0.6432380952380952,0.3937101381458755,-0.3006455026455026,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",cell_geometry,lr_l2_c0p35,dateblock,71,21,50,21,0.8028169014084507,57.0,0.3684210526315789,1.0,0.1003529912402831,1.0,0.631578947368421,0.5998095238095238,0.4647408381494493,0.4001904761904762,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",cell_geometry,lr_l1_c0p22,dateblock,71,21,50,21,0.8028169014084507,57.0,0.3684210526315789,1.0,0.288867653337232,1.0,0.631578947368421,0.6097142857142857,0.4552266422279198,0.39028571428571435,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_geometry,lr_l2_c0p35,dateblock,71,21,50,75,0.8028169014084507,57.0,0.3684210526315789,0.9901133786848073,0.14687627740368578,0.9933862433862434,0.6216923260532283,0.5935238095238095,0.429731313167942,0.3998624338624339,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_geometry,lr_l1_c0p22,dateblock,71,21,50,75,0.8028169014084507,57.0,0.3684210526315789,1.0,0.2887223648660099,1.0,0.631578947368421,0.5843809523809523,0.352749472502932,0.41561904761904767,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_oldlaw_context,lr_l2_c0p35,dateblock,71,21,50,80,0.8028169014084507,57.0,0.3684210526315789,0.9923809523809524,0.14575965329933246,0.9947089947089947,0.6239598997493734,0.6278095238095237,0.4038465236314826,0.36689947089947095,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_oldlaw_context,lr_l1_c0p22,dateblock,71,21,50,80,0.8028169014084507,57.0,0.3684210526315789,1.0,0.2887777913648913,1.0,0.631578947368421,0.668952380952381,0.4820908715108714,0.33104761904761904,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_social,lr_l2_c0p35,dateblock,17,13,4,54,0.6470588235294118,11.0,0.6363636363636364,0.7968253968253969,0.5121904945853343,0.7142857142857143,0.16046176046176053,1.0,0.9999999999999999,-0.2857142857142857,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_social,lr_l1_c0p22,dateblock,17,13,4,54,0.6470588235294118,11.0,0.6363636363636364,0.9240362811791383,0.5846582256645756,0.8571428571428571,0.2876726448155019,0.586111111111111,0.7783569763569764,0.27103174603174607,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",cell_geometry,lr_l2_c0p35,dateblock,17,13,4,21,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.12088880389432699,1.0,0.3636363636363634,0.6785714285714285,0.8297221825793254,0.3214285714285715,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",cell_geometry,lr_l1_c0p22,dateblock,17,13,4,21,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.505908576744404,1.0,0.3636363636363634,0.6685714285714285,0.8121053549624977,0.3314285714285715,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_geometry,lr_l2_c0p35,dateblock,17,13,4,75,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.21080931235591976,1.0,0.3636363636363634,0.9464285714285714,0.9730158730158729,0.0535714285714286,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_geometry,lr_l1_c0p22,dateblock,17,13,4,75,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.5059052157212739,1.0,0.3636363636363634,0.6042857142857143,0.77573840445269,0.3957142857142857,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_oldlaw_context,lr_l2_c0p35,dateblock,17,13,4,80,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.22247429832683185,1.0,0.3636363636363634,0.9099999999999999,0.9634574314574313,0.09000000000000008,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_oldlaw_context,lr_l1_c0p22,dateblock,17,13,4,80,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.5059174862306101,1.0,0.3636363636363634,0.8847222222222222,0.9287798621131954,0.11527777777777781,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_social,lr_l2_c0p35,dateblock,197,34,163,54,1.0,197.0,0.17258883248730963,0.19371491806696853,0.8068629419769285,0.5238181162035367,0.021126085579658893,0.5994586791771924,0.2289522982998576,-0.07564056297365573,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_social,lr_l1_c0p22,dateblock,197,34,163,54,1.0,197.0,0.17258883248730963,0.19155287362403245,0.7328473953071022,0.5162396246842296,0.018964041136722815,0.6220498015156983,0.2754763335475562,-0.10581017683146876,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",cell_geometry,lr_l2_c0p35,dateblock,197,34,163,21,1.0,197.0,0.17258883248730963,0.9991596638655462,0.07073249220127723,0.9998195597257308,0.8265708313782366,0.5679177192349333,0.22760080453560297,0.4319018404907975,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",cell_geometry,lr_l1_c0p22,dateblock,197,34,163,21,1.0,197.0,0.17258883248730963,0.9927229405694167,0.16608849981304397,0.9983760375315771,0.8201341080821071,0.5610609888127029,0.20656399653790258,0.43731504871887417,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_geometry,lr_l2_c0p35,dateblock,197,34,163,75,1.0,197.0,0.17258883248730963,0.9790939708370817,0.0855324602196714,0.9954889931432696,0.8065051383497721,0.6030674846625766,0.2488483716393508,0.3924215084806929,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_geometry,lr_l1_c0p22,dateblock,197,34,163,75,1.0,197.0,0.17258883248730963,0.9888625191934016,0.1673341856401886,0.9974738361602309,0.816273686706092,0.5875496210754241,0.2534510995555964,0.4099242150848068,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_oldlaw_context,lr_l2_c0p35,dateblock,197,34,163,80,1.0,197.0,0.17258883248730963,0.9818621705343471,0.07823706515962547,0.9962107542403464,0.8092733380470375,0.5381089859256586,0.22795962645636034,0.45810176831468785,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_oldlaw_context,lr_l1_c0p22,dateblock,197,34,163,80,1.0,197.0,0.17258883248730963,0.9886607180428338,0.15298625954280232,0.9974738361602309,0.8160718855555242,0.5666907253699025,0.22689475621762972,0.4307831107903284,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_social,lr_l2_c0p35,stratified,87,34,53,54,1.0,87.0,0.39080459770114945,0.4341276449246514,0.9508122013160435,0.5499445061043285,0.04332304722350194,0.6359600443951164,0.5446663512151665,-0.0860155382907879,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_social,lr_l1_c0p22,stratified,87,34,53,54,1.0,87.0,0.39080459770114945,0.44704302479321656,0.6964929364191379,0.6204217536071033,0.05623842709206711,0.6561598224195339,0.5814906779915647,-0.03573806881243058,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",cell_geometry,lr_l2_c0p35,stratified,87,34,53,21,1.0,87.0,0.39080459770114945,0.977304316759852,0.1747816446795745,0.9866814650388458,0.5864997190587025,0.646281908990011,0.5290638434597236,0.34039955604883476,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",cell_geometry,lr_l1_c0p22,stratified,87,34,53,21,1.0,87.0,0.39080459770114945,0.9747997152551233,0.3100425538401278,0.983906770255272,0.5839951175539739,0.6052164261931187,0.49088663223731677,0.3786903440621533,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_geometry,lr_l2_c0p35,stratified,87,34,53,75,1.0,87.0,0.39080459770114945,0.9635903638302569,0.20638541097530352,0.9772475027746947,0.5727857661291074,0.6498335183129856,0.5240344412704729,0.3274139844617091,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_geometry,lr_l1_c0p22,stratified,87,34,53,75,1.0,87.0,0.39080459770114945,0.975397138032477,0.31500153926010627,0.983906770255272,0.5845925403313275,0.6780244173140955,0.5560504035384377,0.3058823529411765,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_oldlaw_context,lr_l2_c0p35,stratified,87,34,53,80,1.0,87.0,0.39080459770114945,0.9611211787345053,0.21185986680836266,0.9750277469478358,0.5703165810333559,0.5970033296337403,0.509068736940595,0.37802441731409553,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_oldlaw_context,lr_l1_c0p22,stratified,87,34,53,80,1.0,87.0,0.39080459770114945,0.975397138032477,0.31507189515893336,0.983906770255272,0.5845925403313275,0.6015538290788014,0.46066666754307634,0.38235294117647056,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_social,lr_l2_c0p35,stratified,71,21,50,54,1.0,71.0,0.29577464788732394,0.2848069585901246,0.9798380641784561,0.4647619047619047,-0.010967689297199323,0.6127619047619047,0.39704908875841655,-0.14800000000000002,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_social,lr_l1_c0p22,stratified,71,21,50,54,1.0,71.0,0.29577464788732394,0.24490189933887996,0.7541550616378511,0.3904761904761905,-0.05087274854844398,0.6038095238095238,0.3545036193308587,-0.21333333333333332,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",cell_geometry,lr_l2_c0p35,stratified,71,21,50,21,1.0,71.0,0.29577464788732394,0.9978354978354982,0.10648952594135704,0.9990476190476191,0.7020608499481742,0.6603809523809524,0.48196938485457214,0.33866666666666667,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",cell_geometry,lr_l1_c0p22,stratified,71,21,50,21,1.0,71.0,0.29577464788732394,1.0000000000000004,0.28972679591208467,1.0,0.7042253521126765,0.6601904761904761,0.4505985279546069,0.3398095238095239,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_geometry,lr_l2_c0p35,stratified,71,21,50,75,1.0,71.0,0.29577464788732394,0.9653855001681093,0.16352667669799523,0.9828571428571429,0.6696108522807853,0.5925714285714286,0.4437199057525518,0.39028571428571424,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_geometry,lr_l1_c0p22,stratified,71,21,50,75,1.0,71.0,0.29577464788732394,1.0000000000000004,0.289721382671951,1.0,0.7042253521126765,0.6095238095238095,0.3981487929315636,0.39047619047619053,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_oldlaw_context,lr_l2_c0p35,stratified,71,21,50,80,1.0,71.0,0.29577464788732394,0.9671855921855925,0.157346338621208,0.9828571428571429,0.6714109442982685,0.5986666666666667,0.3988321123642637,0.3841904761904762,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_oldlaw_context,lr_l1_c0p22,stratified,71,21,50,80,1.0,71.0,0.29577464788732394,1.0000000000000004,0.2897596418377475,1.0,0.7042253521126765,0.6925714285714285,0.5166814354076812,0.3074285714285715,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_social,lr_l2_c0p35,stratified,17,13,4,54,1.0,17.0,0.7647058823529411,0.9282450455527378,0.3473282996373229,0.7884615384615384,0.16353916319979667,0.846153846153846,0.9564194277316449,-0.0576923076923076,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_social,lr_l1_c0p22,stratified,17,13,4,54,1.0,17.0,0.7647058823529411,0.9704231665770127,0.6159992129991781,0.9038461538461539,0.20571728422407154,0.7346153846153846,0.9118072123954477,0.1692307692307693,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",cell_geometry,lr_l2_c0p35,stratified,17,13,4,21,1.0,17.0,0.7647058823529411,1.0,0.10377541178438084,1.0,0.23529411764705888,0.7615384615384615,0.9274384803230957,0.2384615384615385,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",cell_geometry,lr_l1_c0p22,stratified,17,13,4,21,1.0,17.0,0.7647058823529411,1.0,0.5504004109441345,1.0,0.23529411764705888,0.5769230769230769,0.8334877540759892,0.42307692307692313,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_geometry,lr_l2_c0p35,stratified,17,13,4,75,1.0,17.0,0.7647058823529411,1.0,0.1457185918844053,1.0,0.23529411764705888,0.8692307692307691,0.960104767027844,0.13076923076923086,,,,,,,
