sub_idx,target,target_idx,p_e95,p_e143,p_e144,delta_prob_e144_minus_e143,delta_y1_e144_minus_e143,delta_y0_e144_minus_e143,delta_y1,delta_y0,support_label,support_y_for_e144,support_delta,adverse_delta,flip_benefit,e144_better_if_y1,e144_better_if_y0,moved_toward_e95,moved_away_from_e95,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days,edge_like,flip_rank,global_prior_y1,subject_prior_y1,subject_train_count,prev_y,next_y,has_prev_label,has_next_label,both_flanks,prev_only,next_only,flank_conflict,flank_agree,min_flank_gap_days,p_y1_global,support_probability_global,expected_delta_global,p_y1_subject,support_probability_subject,expected_delta_subject,p_y1_prev_beta,support_probability_prev_beta,expected_delta_prev_beta,p_y1_next_beta,support_probability_next_beta,expected_delta_next_beta,p_y1_nearest_beta,support_probability_nearest_beta,expected_delta_nearest_beta,p_y1_both_equal_beta,support_probability_both_equal_beta,expected_delta_both_equal_beta,p_y1_both_distance_beta,support_probability_both_distance_beta,expected_delta_both_distance_beta,p_y1_edge_endpoint_beta,support_probability_edge_endpoint_beta,expected_delta_edge_endpoint_beta,p_y1_nearest_hard085,support_probability_nearest_hard085,expected_delta_nearest_hard085,p_y1_conflict_flat,support_probability_conflict_flat,expected_delta_conflict_flat,hard_support_global,hard_support_subject,hard_support_prev_beta,hard_support_next_beta,hard_support_nearest_beta,hard_support_both_equal_beta,hard_support_both_distance_beta,hard_support_edge_endpoint_beta,hard_support_nearest_hard085,hard_support_conflict_flat
67,S3,5,0.4401209040480962,0.4401209040480962,0.4393817938925685,-0.0007391101555276891,0.0016807460198847712,-0.0013192539801155645,0.0016807460198847712,-0.0013192539801155645,0,0,-0.0013192539801155645,0.0016807460198847712,0.0030000000000003357,False,True,False,True,id03_b2,id03,2024-08-26,2024-08-27,178,30,0.5660377358490566,0,0,11,11-16,8,0.8,2,interior,2024-08-16,2024-08-28,between_train_runs,True,True,9.0,3.0,11.0,3.0,False,9,0.6622222222222223,0.48484848484848486,33,1.0,1.0,True,True,True,False,False,False,True,3.0,0.6622222222222223,0.33777777777777773,0.0006674126865513247,0.48484848484848486,0.5151515151515151,0.00013529147443005292,0.5072463768115942,0.49275362318840576,0.00020248515031938853,0.5584415584415584,0.4415584415584416,0.0003560706952092982,0.6565656565656566,0.3434343434343434,0.0006504429895816257,0.7424242424242424,0.25757575757575757,0.0009080187471574119,0.5750000000000001,0.42499999999999993,0.0004057460198846288,0.6565656565656566,0.3434343434343434,0.0006504429895816257,0.85,0.15000000000000002,0.0012307460198847208,0.5750000000000001,0.42499999999999993,0.0004057460198846288,False,True,False,False,False,False,False,False,False,False
69,S3,5,0.3908803134695183,0.3861289832392137,0.3901662690719195,0.004037285832705795,-0.010401512106652522,0.00659848789334716,-0.010401512106652522,0.00659848789334716,1,1,-0.010401512106652522,0.00659848789334716,0.016999999999999682,True,False,True,False,id03_b2,id03,2024-08-28,2024-08-29,180,32,0.6037735849056604,2,0,11,11-16,10,1.0,0,right_edge,2024-08-16,2024-08-28,between_train_runs,True,True,11.0,1.0,13.0,1.0,True,3,0.6622222222222223,0.48484848484848486,33,1.0,1.0,True,True,True,False,False,False,True,1.0,0.6622222222222223,0.6622222222222223,-0.004659289884430408,0.48484848484848486,0.48484848484848486,-0.0016439363490769279,0.5039281705948372,0.5039281705948372,-0.0019682910067649116,0.6565656565656566,0.6565656565656566,-0.004563128268268792,0.6565656565656566,0.6565656565656566,-0.004563128268268792,0.7424242424242424,0.7424242424242424,-0.0060227242278647255,0.6651515151515152,0.6651515151515152,-0.004709087864228386,0.6565656565656566,0.6565656565656566,-0.004563128268268792,0.85,0.85,-0.00785151210665257,0.6651515151515152,0.6651515151515152,-0.004709087864228386,True,False,True,True,True,True,True,True,True,True
155,S3,5,0.7896800498609943,0.7896800498609943,0.7901778732652388,0.0004978234042445351,-0.0006302128988106559,0.0023697871011902905,-0.0006302128988106559,0.0023697871011902905,1,1,-0.0006302128988106559,0.0023697871011902905,0.0030000000000009464,True,False,False,True,id07_b2,id07,2024-07-16,2024-07-17,459,36,0.46153846153846156,1,0,15,11-16,3,0.21428571428571427,3,interior,2024-07-13,2024-07-27,between_train_runs,True,True,4.0,12.0,4.0,12.0,False,4,0.6622222222222223,0.7959183673469388,49,1.0,1.0,True,True,True,False,False,False,True,4.0,0.6622222222222223,0.6622222222222223,0.00038312043452299693,0.7959183673469388,0.7959183673469388,-1.796800085127905e-05,0.81859410430839,0.81859410430839,-8.599521173565419e-05,0.8040816326530611,0.8040816326530611,-4.245779676965376e-05,0.8639455782312925,0.8639455782312925,-0.00022204963350440452,0.8979591836734694,0.8979591836734694,-0.0003240904498309675,0.825072886297376,0.825072886297376,-0.0001054315577026182,0.8639455782312925,0.8639455782312925,-0.00022204963350440452,0.85,0.85,-0.00018021289881051388,0.825072886297376,0.825072886297376,-0.0001054315577026182,True,True,True,True,True,True,True,True,True,True
156,S3,5,0.7109464598083407,0.7109464598083407,0.7115625742180772,0.0006161144097365234,-0.0008662362537248947,0.0021337637462752745,-0.0008662362537248947,0.0021337637462752745,1,1,-0.0008662362537248947,0.0021337637462752745,0.003000000000000169,True,False,False,True,id07_b2,id07,2024-07-17,2024-07-18,460,37,0.47435897435897434,2,0,15,11-16,4,0.2857142857142857,4,interior,2024-07-13,2024-07-27,between_train_runs,True,True,5.0,11.0,5.0,11.0,False,14,0.6622222222222223,0.7959183673469388,49,1.0,1.0,True,True,True,False,False,False,True,5.0,0.6622222222222223,0.6622222222222223,0.0001470970796084957,0.7959183673469388,0.7959183673469388,-0.00025399135576567643,0.8144712430426715,0.8144712430426715,-0.00030964998285287775,0.8047914818101153,0.8047914818101153,-0.00028061069915520745,0.8639455782312925,0.8639455782312925,-0.0004580729884187491,0.8979591836734694,0.8979591836734694,-0.0005601138047452855,0.8218334953028831,0.8218334953028831,-0.0003317367396335138,0.8639455782312925,0.8639455782312925,-0.0004580729884187491,0.85,0.85,-0.0004162362537248692,0.8218334953028831,0.8218334953028831,-0.0003317367396335138,True,True,True,True,True,True,True,True,True,True
162,S3,5,0.8224056975504084,0.8224056975504084,0.8219671099713848,-0.00043858757902359713,0.0005334405767569439,-0.002466559423243364,0.0005334405767569439,-0.002466559423243364,0,0,-0.002466559423243364,0.0005334405767569439,0.003000000000000308,False,True,False,True,id07_b2,id07,2024-07-23,2024-07-24,466,43,0.5512820512820513,1,0,15,11-16,10,0.7142857142857143,4,interior,2024-07-13,2024-07-27,between_train_runs,True,True,11.0,5.0,11.0,5.0,False,10,0.6622222222222223,0.7959183673469388,49,1.0,1.0,True,True,True,False,False,False,True,5.0,0.6622222222222223,0.33777777777777773,-0.00047989275657649334,0.7959183673469388,0.20408163265306123,-7.880432120230263e-05,0.8047914818101153,0.19520851818988472,-5.2184977812770356e-05,0.8144712430426715,0.1855287569573285,-2.314569411509881e-05,0.8639455782312925,0.13605442176870752,0.00012527731145077942,0.8979591836734694,0.10204081632653061,0.00022731812777732063,0.8218334953028831,0.17816650469711692,-1.0589373344617459e-06,0.8639455782312925,0.13605442176870752,0.00012527731145077942,0.85,0.15000000000000002,8.344057675689767e-05,0.8218334953028831,0.17816650469711692,-1.0589373344617459e-06,False,False,False,False,False,False,False,False,False,False
163,S3,5,0.7486304191758069,0.7486304191758069,0.7480654494495732,-0.000564969726233655,0.0007549559865981936,-0.0022450440134014205,0.0007549559865981936,-0.0022450440134014205,0,0,-0.0022450440134014205,0.0007549559865981936,0.002999999999999614,False,True,False,True,id07_b2,id07,2024-07-24,2024-07-25,467,44,0.5641025641025641,2,0,15,11-16,11,0.7857142857142857,3,interior,2024-07-13,2024-07-27,between_train_runs,True,True,12.0,4.0,12.0,4.0,False,21,0.6622222222222223,0.7959183673469388,49,1.0,1.0,True,True,True,False,False,False,True,4.0,0.6622222222222223,0.33777777777777773,-0.00025837734673500926,0.7959183673469388,0.20408163265306123,0.0001427110886390887,0.8040816326530611,0.1959183673469389,0.0001672008845574525,0.81859410430839,0.18140589569161003,0.0002107382995234336,0.8639455782312925,0.13605442176870752,0.0003467927212921236,0.8979591836734694,0.10204081632653061,0.00044883353761864116,0.825072886297376,0.17492711370262404,0.00023017464549038904,0.8639455782312925,0.13605442176870752,0.0003467927212921236,0.85,0.15000000000000002,0.0003049559865982515,0.825072886297376,0.17492711370262404,0.00023017464549038904,False,False,False,False,False,False,False,False,False,False
165,S3,5,0.830265735109101,0.830265735109101,0.8298425424957983,-0.0004231926133027031,0.0005098373740779205,-0.0024901626259221654,0.0005098373740779205,-0.0024901626259221654,0,0,-0.0024901626259221654,0.0005098373740779205,0.003000000000000086,False,True,False,True,id07_b2,id07,2024-07-26,2024-07-27,469,46,0.5897435897435898,4,0,15,11-16,13,0.9285714285714286,1,near_edge,2024-07-13,2024-07-27,between_train_runs,True,True,14.0,2.0,14.0,2.0,True,15,0.6622222222222223,0.7959183673469388,49,1.0,1.0,True,True,True,False,False,False,True,2.0,0.6622222222222223,0.33777777777777773,-0.0005034959592554416,0.7959183673469388,0.20408163265306123,-0.00010240752388128069,0.8029556650246304,0.19704433497536955,-8.129563084820511e-05,0.8367346938775511,0.16326530612244894,2.0041455710559668e-05,0.8639455782312925,0.13605442176870752,0.00010167410877178623,0.8979591836734694,0.10204081632653061,0.0002037149250983199,0.8412698412698414,0.1587301587301586,3.364689788743104e-05,0.8639455782312925,0.13605442176870752,0.00010167410877178623,0.85,0.15000000000000002,5.983737407790757e-05,0.8412698412698414,0.1587301587301586,3.364689788743104e-05,False,False,False,False,False,False,False,False,False,False
166,S3,5,0.8253009796823957,0.8253009796823957,0.8257330954730918,0.0004321157906961304,-0.0005234486762752399,0.0024765513237252623,-0.0005234486762752399,0.0024765513237252623,1,1,-0.0005234486762752399,0.0024765513237252623,0.0030000000000005023,True,False,False,True,id07_b2,id07,2024-07-27,2024-07-28,470,47,0.6025641025641025,5,1,15,11-16,14,1.0,0,right_edge,2024-07-13,2024-07-27,between_train_runs,True,True,15.0,1.0,15.0,1.0,True,7,0.6622222222222223,0.7959183673469388,49,1.0,1.0,True,True,True,False,False,False,True,1.0,0.6622222222222223,0.6622222222222223,0.0004898846570582629,0.7959183673469388,0.7959183673469388,8.879622168404621e-05,0.802501645819618,0.802501645819618,6.90463862660052e-05,0.8639455782312925,0.8639455782312925,-0.00011528541096904901,0.8639455782312925,0.8639455782312925,-0.00011528541096904901,0.8979591836734694,0.8979591836734694,-0.0002173262272955969,0.8669032830523515,0.8669032830523515,-0.0001241585254322277,0.8639455782312925,0.8639455782312925,-0.00011528541096904901,0.85,0.85,-7.344867627516455e-05,0.8669032830523515,0.8669032830523515,-0.0001241585254322277,True,True,True,True,True,True,True,True,True,True
171,S3,5,0.7803486037733605,0.7803486037733605,0.7798339573370286,-0.0005146464363318115,0.0006597259421124158,-0.0023402740578875036,0.0006597259421124158,-0.0023402740578875036,0,0,-0.0023402740578875036,0.0006597259421124158,0.0029999999999999194,False,True,False,True,id07_b4,id07,2024-08-19,2024-08-20,491,68,0.8717948717948718,0,0,15,11-16,4,0.2857142857142857,4,interior,2024-08-14,2024-09-01,after_train_run,True,False,5.0,,6.0,,False,16,0.6622222222222223,0.7959183673469388,49,1.0,,True,False,False,True,False,False,False,6.0,0.6622222222222223,0.33777777777777773,-0.0003536073912208902,0.7959183673469388,0.20408163265306123,4.748104415324854e-05,0.8116169544740974,0.18838304552590257,9.457680553472326e-05,0.7959183673469388,0.20408163265306123,4.748104415324854e-05,0.8639455782312925,0.13605442176870752,0.0002515626768063042,0.8639455782312925,0.13605442176870752,0.0002515626768063042,0.8116169544740974,0.18838304552590257,9.457680553472326e-05,0.8639455782312925,0.13605442176870752,0.0002515626768063042,0.85,0.15000000000000002,0.0002097259421124278,0.8116169544740974,0.18838304552590257,9.457680553472326e-05,False,False,False,False,False,False,False,False,False,False
176,S3,5,0.7829413617718983,0.7829413617718983,0.7834507615564384,0.000509399784540121,-0.0006504115986175618,0.002349588401383107,-0.0006504115986175618,0.002349588401383107,1,1,-0.0006504115986175618,0.002349588401383107,0.003000000000000669,True,False,False,True,id07_b4,id07,2024-08-26,2024-08-27,496,73,0.9358974358974359,0,0,15,11-16,9,0.6428571428571429,5,interior,2024-08-14,2024-09-01,after_train_run,True,False,10.0,,13.0,,False,6,0.6622222222222223,0.7959183673469388,49,1.0,,True,False,False,True,False,False,False,13.0,0.6622222222222223,0.6622222222222223,0.00036292173471599723,0.7959183673469388,0.7959183673469388,-3.816670065824167e-05,0.8034769463340891,0.8034769463340891,-6.084243761969756e-05,0.7959183673469388,0.7959183673469388,-3.816670065824167e-05,0.8639455782312925,0.8639455782312925,-0.00024224833331134822,0.8639455782312925,0.8639455782312925,-0.00024224833331134822,0.8034769463340891,0.8034769463340891,-6.084243761969756e-05,0.8639455782312925,0.8639455782312925,-0.00024224833331134822,0.85,0.85,-0.00020041159861746143,0.8034769463340891,0.8034769463340891,-6.084243761969756e-05,True,True,True,True,True,True,True,True,True,True
177,S3,5,0.8052493994178329,0.8052493994178329,0.8047785001333708,-0.0004708992844620896,0.0005849579352269485,-0.002415042064773276,0.0005849579352269485,-0.002415042064773276,0,0,-0.002415042064773276,0.0005849579352269485,0.0030000000000002247,False,True,False,True,id07_b4,id07,2024-08-27,2024-08-28,497,74,0.9487179487179487,1,0,15,11-16,10,0.7142857142857143,4,interior,2024-08-14,2024-09-01,after_train_run,True,False,11.0,,14.0,,False,12,0.6622222222222223,0.7959183673469388,49,1.0,,True,False,False,True,False,False,False,14.0,0.6622222222222223,0.33777777777777773,-0.00042837539810646055,0.7959183673469388,0.20408163265306123,-2.7286962732281004e-05,0.8029556650246304,0.19704433497536955,-6.17506969920439e-06,0.7959183673469388,0.20408163265306123,-2.7286962732281004e-05,0.8639455782312925,0.13605442176870752,0.0001767946699207954,0.8639455782312925,0.13605442176870752,0.0001767946699207954,0.8029556650246304,0.19704433497536955,-6.17506969920439e-06,0.8639455782312925,0.13605442176870752,0.0001767946699207954,0.85,0.15000000000000002,0.00013495793522691469,0.8029556650246304,0.19704433497536955,-6.17506969920439e-06,False,False,False,False,False,False,False,False,False,False
