target,view_id,split,method,score_std,gate_spearman,abs_delta_spearman,signed_delta_spearman,gate_top20_lift,abs_delta_top20_lift,base_logloss,aug_logloss,logloss_delta,teacher_r2,teacher_spearman,gate_null_abs_p95,abs_delta_null_abs_p95,signed_delta_null_abs_p95,gate_support,abs_delta_support,signed_delta_support,any_transfer_support
S1,jepa_resid,subject,kmeans10_train_residual,0.12532810904173883,0.1724695084886282,-0.10193458760923195,0.03778052236670339,0.017236189706951028,-0.04234160582611599,,,,,,0.1144064131791921,0.12528057459111525,0.11649688609744144,True,False,False,True
S1,jepa_resid,subject,knn32_train_residual,0.10397699166608675,0.1610141602265636,-0.04625633639962854,-0.06687413852704642,0.014413760552948587,-0.014223419871996752,,,,,,0.11262393318293087,0.14684988663158507,0.12693794060763486,True,False,False,True
S1,family,subject,knn32_train_residual,0.10945613102463725,0.14997935966975467,-0.09880530277863077,0.08284797972968652,0.011740914842962143,-0.02220805160412723,,,,,,0.11050959535352563,0.10289979911939695,0.12311058607396154,True,False,False,True
S1,family,subject,masked_residual_student_test,0.17240980756102575,0.14850093601497621,-0.11653832734987951,0.07373900454516939,0.006292912560867638,-0.0507958992744195,0.6566789899315844,0.6671629107369109,0.010483920805326563,-0.3048054057335663,-0.04022044553306437,0.11876803148850366,0.11981759381234917,0.11888860498270691,True,False,False,True
S1,raw_day,subject,knn8_train_residual,0.239274963238398,0.14566017042978074,0.0738346305689065,0.10187382471270214,0.06113044748189704,0.0004007740158810103,,,,,,0.11408716101354949,0.1240390998976016,0.12302677227218957,True,False,False,True
S1,jepa_resid,subject,kmeans8_train_residual,0.09637547075685128,0.14113411322232736,-0.11470758429718124,0.01539192063444226,0.010287567667314222,-0.03767056323880341,,,,,,0.132364389397347,0.11821117600439107,0.11879220406481322,True,False,False,True
S1,jepa_resid,subject,knn16_train_residual,0.1421170407617671,0.13766208431787044,-0.03581728406134616,0.01942654353427758,0.023127612519904042,0.0033899507891811745,,,,,,0.1347563843950932,0.12052641349404715,0.12567953079968988,True,False,False,True
S1,raw_day,dateblock,kmeans6_train_residual,0.025614016642611984,0.1350822251737418,0.05929391092985751,0.002975291014811005,0.008980292263740457,-0.0033432477107827913,,,,,,0.11997718682061935,0.11395703850490024,0.1298535292308823,True,False,False,True
S1,raw_day,subject,kmeans8_train_residual,0.1282720232093552,0.13458638891371189,0.061649052472466416,-0.0060942302145629065,0.034379263643027916,-0.009898383057062546,,,,,,0.1232860541387148,0.11098784888723638,0.14378946619156838,True,False,False,True
S1,family,dateblock,kmeans6_train_residual,0.05786939152907276,0.12403515521575334,-0.011942795187455838,0.0014343000792227543,0.012630834124486321,-0.017412741187340975,,,,,,0.10900132508602302,0.12075902581171548,0.13962909161348133,True,False,False,True
S1,raw_day,dateblock,kmeans12_train_residual,0.042622056590986,0.110454503994394,0.10852217905092265,0.0018258144145037816,0.009868105447249694,0.0006778835191153373,,,,,,0.10796879144115593,0.11618923067741259,0.11111392092596667,True,False,False,True
S1,jepa_resid,dateblock,kmeans6_train_residual,0.031241693271963817,0.10681224208167846,-0.09097018297534978,0.007911973439065873,0.00785299863216036,-0.002621079274995348,,,,,,0.10386470613171618,0.12457191022807561,0.09734605540483417,True,False,False,True
S1,family_jepa_story,dateblock,knn32_train_residual,0.07492046508191175,-0.11948773580377285,-0.07245058855689264,-0.03383035863723407,-0.013970951601875914,0.014205899221030004,,,,,,0.11465417366677866,0.10637238697351438,0.11897969080165835,True,False,False,True
S1,family_jepa_story,dateblock,kmeans10_train_residual,0.05564101299298854,-0.15436547883659654,-0.11200727806078992,-0.011335675376621779,-0.012984658449145578,-0.008328547689780263,,,,,,0.12544399273917106,0.12396986177145213,0.12011097501311747,True,False,False,True
S1,family,dateblock,masked_residual_student_test,0.10910142376721267,0.08234666154658474,-0.17705061696777913,0.1124717152257093,-0.005325881833816752,-0.02186537436343009,0.5818632837982721,0.585872053851703,0.004008770053430921,-0.10720836386571553,-0.05795485409804493,0.12821884510152154,0.11459380636390958,0.11462519085593176,False,True,False,True
S1,jepa_resid,subject,masked_residual_student_test,0.14452136960551562,0.06631747707963327,-0.1363876420410664,-0.09061819788609189,0.0039450120708566325,-0.02511173176462271,0.6566789899315844,0.6561011083703726,-0.000577881561211746,-0.02309745567041399,0.14510695526068443,0.12854912878606053,0.1049477158817155,0.13151319387882532,False,True,False,True
S1,family,dateblock,knn8_train_residual,0.14204856054289594,0.04361556858476285,-0.18156030712091953,0.018828007258406436,0.018578329368290458,-0.03866470135479574,,,,,,0.11378905548054292,0.11846153834052074,0.12816376508336472,False,True,False,True
S1,family_story,subject,knn16_train_residual,0.11482618555321099,-0.04671396342341477,-0.12350230229017764,0.060681404048595296,0.0023335999911654483,0.004480796170940003,,,,,,0.11635144242307874,0.12207963697418467,0.1285450586398982,False,True,False,True
S1,story_bundle,subject,knn8_train_residual,0.17259874471622494,-0.04921424632621544,-0.13041519969214094,-0.0048500464190502504,-0.01638710322272991,-0.0015924298707481084,,,,,,0.12314192795735636,0.12207462025091133,0.11659205612146553,False,True,False,True
S1,jepa_resid,dateblock,masked_residual_student_test,0.08998061617334763,-0.0771003696059137,-0.15452300164162136,-0.06625864065718894,-0.02357801917203095,-0.010938943930452725,0.5818632837982721,0.5819488246780345,8.554087976242464e-05,-0.06978683106760375,-0.07165368717870213,0.12642415398646376,0.12595861073815742,0.11931461603231047,False,True,False,True
S1,family_story,dateblock,knn16_train_residual,0.11180623604391215,-0.09390605055673923,-0.11618224843669014,0.02401799463089436,-0.0025819847688089226,0.008478902688836325,,,,,,0.11962892320028642,0.11555229694044349,0.12264772174635709,False,True,False,True
S1,family_jepa_story,dateblock,knn16_train_residual,0.11123805900855285,-0.09760170836686366,-0.13349817064447408,0.011222514433596712,-0.001204923848798175,0.002241173179539301,,,,,,0.11487928092531874,0.11255796553237256,0.13311743696091682,False,True,False,True
S1,story_bundle,dateblock,knn8_train_residual,0.16187612397306755,-0.12128495441942458,-0.14565047726674588,-0.01342061431890899,-0.029333251314799563,0.0028157001930313504,,,,,,0.12852892729552012,0.11214835830774472,0.1338024707433939,False,True,False,True
S1,family_story,dateblock,knn8_train_residual,0.1678421766731152,-0.12367352150298168,-0.1688589547100238,0.025464331525817886,-0.025342370684058514,-0.0015986274974496865,,,,,,0.150109969865158,0.11692299794742188,0.13726974490720853,False,True,False,True
S1,raw_day,dateblock,kmeans10_train_residual,0.05214663903834294,0.12240519900929221,0.0998303823007734,0.06246504112969019,0.01809524098729605,-0.003224368683157723,,,,,,0.13170218207732245,0.12493495927380759,0.12458212180088206,False,False,False,False
S1,family,dateblock,kmeans8_train_residual,0.05493782631106982,0.11379248634002367,-0.08038608036155433,0.06446755403103238,0.015333189534839338,-0.010952220859086037,,,,,,0.11411399017945838,0.12519600917579482,0.1255963168470172,False,False,False,False
S1,family,subject,knn8_train_residual,0.1902381861000577,0.10953119800958193,-0.08534269614591947,0.024639069752266218,0.032038959478259674,-0.04726902894076218,,,,,,0.13234826475767728,0.14590283044320784,0.11697407066444172,False,False,False,False
S1,jepa_resid,subject,knn8_train_residual,0.20856014827230074,0.10119570027912336,-0.042328006125873216,0.046933429113306266,0.024297186515230933,-0.009827667437201256,,,,,,0.12072375627496197,0.11890460802370968,0.11708291939253411,False,False,False,False
S1,family_story,subject,kmeans8_train_residual,0.04752694965636894,0.0932109530739264,-0.002081878561740002,0.02473330797392773,0.0038439568818825357,-0.002035711921726608,,,,,,0.12413315543483072,0.1269908008645611,0.1249607447759817,False,False,False,False
S1,raw_day,dateblock,masked_residual_student_test,0.19819605274141033,0.09274170786732587,0.04033890448277501,0.03642410205685716,-0.007924308376296665,0.06361423785881007,0.5818632837982721,0.5841480040854478,0.0022847202871756345,-0.4245385478411572,-0.07735682645346398,0.11605495127922046,0.114696651535135,0.11914143105659677,False,False,False,False
S1,family_jepa_story,subject,masked_residual_student_test,0.38405773073480115,0.09266029856477703,-0.04510871800714026,-0.012578967328767997,0.03724970610302911,-0.03445326259902708,0.6566789899315844,0.6475513435130703,-0.009127646418514046,-0.6333569744073546,0.17218962398168225,0.12733897182354917,0.11261628839948534,0.13623895899333494,False,False,False,False
S1,story_bundle,subject,kmeans8_train_residual,0.04311047882535061,0.09209383233505562,0.019044202802668497,-0.012094908780007201,0.005514500116247273,0.0034560258907379115,,,,,,0.11430359283458175,0.1257671844974187,0.11973309106413263,False,False,False,False
S1,family_jepa_story,subject,kmeans6_train_residual,0.04844178834435155,0.07418064592414425,-0.06792527830447294,-0.03675040217607684,-0.002600795010121737,-0.005058768010789238,,,,,,0.1190740663738128,0.11711253769477055,0.12050753343849806,False,False,False,False
S1,family_story,subject,masked_residual_student_test,0.3668998451353626,0.074082081313301,-0.04013754032343505,0.046848630196437084,0.01218885238866988,-0.028948882314642762,0.6566789899315844,0.6515704804980692,-0.0051085094335151515,-0.593627915513278,0.11438298460733141,0.1392986511784188,0.13855797012095236,0.12084403974879725,False,False,False,False
S1,jepa_resid,dateblock,kmeans10_train_residual,0.0695529493548296,0.06374950912375658,-0.036334645313143836,-0.0147569152648625,0.0015154053591193907,-0.00468168857839215,,,,,,0.14336424557869698,0.11484070733521734,0.11205675659746804,False,False,False,False
S1,family,subject,kmeans6_train_residual,0.08521715522059078,0.05934923297735712,0.016833865232918313,0.02326691571586918,0.021610498386709642,-0.020906781590729503,,,,,,0.12292471979410183,0.11871347757549876,0.10753624201498263,False,False,False,False
S1,story_bundle,subject,kmeans12_train_residual,0.050838618859728256,0.057337956024696185,-0.06203016951389996,-0.001489024801485108,0.004414345435108472,-0.003808260750083314,,,,,,0.11349227473811942,0.12119482693573651,0.12749235719401852,False,False,False,False
S1,family_story,subject,kmeans6_train_residual,0.0400240361475895,0.05353361919927527,-0.0033365463482807026,-0.01653110691334615,-0.000926349293869937,0.0030346325637317555,,,,,,0.11730503965587707,0.13949554192741304,0.12121425842851737,False,False,False,False
S1,story_bundle,subject,kmeans6_train_residual,0.040875092176099026,0.05060742964566334,-0.004081507804726736,-0.014374788453157896,0.002961227841859945,0.004087792331634751,,,,,,0.1296859083824896,0.13383974180045288,0.12376262804663425,False,False,False,False
S1,jepa_resid,dateblock,kmeans12_train_residual,0.0753377532290442,0.04959612413778802,-0.06488135214270832,0.024626436196982068,0.007680546816817387,-0.02111466026727594,,,,,,0.10313243184364199,0.12937132102505317,0.1219709791915472,False,False,False,False
S1,story_bundle,subject,masked_residual_student_test,0.3601312832265361,0.04824230787692602,-0.0159085551666041,0.038125471887530314,-0.03275868534131592,0.008631897833232073,0.6566789899315844,0.659098166770784,0.002419176839199677,-0.5459475410769992,0.06285877954952865,0.12435086641386259,0.11478360781566242,0.12129683380475058,False,False,False,False
S1,jepa_resid,dateblock,knn16_train_residual,0.1068823429715719,0.02843796992770139,0.0003441283341444185,0.012790955213004484,-0.0037210401547388594,0.012203297792667631,,,,,,0.11844962067859374,0.10658862890517388,0.11042383103459413,False,False,False,False
S1,raw_day,dateblock,kmeans8_train_residual,0.04066313114302549,0.027745161303802814,0.027033909238939887,-0.05359004156878974,0.0014075752026930853,-0.000911873845326695,,,,,,0.1232909032173987,0.09782905433298618,0.1255869801210012,False,False,False,False
S1,family_jepa_story,subject,kmeans10_train_residual,0.07845925267440558,0.027252152752709695,0.09110276508883257,-0.0023666797563649472,0.003299520932584418,-0.005245724174303218,,,,,,0.12599865106228653,0.11062130614357785,0.13052965093823046,False,False,False,False
S1,story_bundle,subject,kmeans10_train_residual,0.0631134972344952,0.025299256021853646,-0.09738533023712453,0.002872271005279436,0.008930240396680422,-0.010167158397588737,,,,,,0.12379358790354637,0.12221509152552554,0.1419247892648741,False,False,False,False
S1,raw_day,dateblock,knn16_train_residual,0.10007317699925225,0.012419145090797536,0.061704164912320725,0.04758625355353954,0.003206091170172252,0.019183727147542802,,,,,,0.12177762622332595,0.12400207890613421,0.11256030560459548,False,False,False,False
S1,family_story,dateblock,kmeans6_train_residual,0.045953585426478184,0.007921430339533905,-0.0017738904686183015,-0.006066993449841349,-0.009038967283685681,0.0023515335825010533,,,,,,0.11187536966272962,0.12526906238907462,0.12044858305174097,False,False,False,False
S1,story_bundle,dateblock,kmeans6_train_residual,0.04533619518049235,0.005972689079841638,-0.008748940361493728,0.00039546962742467706,-0.00817346842693746,0.0024470838134251984,,,,,,0.132082151791941,0.15134844680635176,0.12110753251129534,False,False,False,False
S1,jepa_resid,dateblock,knn32_train_residual,0.07506355887838397,0.003695291124657994,-0.06809687518991346,-0.0732859351866545,0.00011740792967461445,-0.005832615570021294,,,,,,0.12722177314837033,0.1318406269469082,0.12073879551239224,False,False,False,False
S1,family_story,subject,kmeans10_train_residual,0.07763006443379049,-0.0014376474731218015,0.045612656892109804,-0.043916789975153143,-0.015061688546302293,0.01069601735075321,,,,,,0.11753802748594613,0.12534209044665212,0.10973174482270204,False,False,False,False
S1,raw_day,dateblock,knn32_train_residual,0.06350448829199322,-0.003377718692021123,0.09414405519735926,0.02959817736967308,-0.0007224197444960156,0.02445054623850249,,,,,,0.13302518754383916,0.1222024945410855,0.1122397255422971,False,False,False,False
S1,family_jepa_story,dateblock,masked_residual_student_test,0.3368260336908848,-0.004976335621369941,-0.05437146933677833,-0.02853707695645966,-0.02708868227448554,-0.010986509258548072,0.5818632837982721,0.5825363841755057,0.0006731003772335598,-0.5761571689469904,0.03472155418051447,0.12358788460615311,0.11904167320695498,0.1364920210408492,False,False,False,False
S1,jepa_resid,dateblock,knn8_train_residual,0.16226107957278516,-0.005493212110182283,-0.017728908648849722,0.02324636951011868,-0.003899555579757556,0.0017703257369472824,,,,,,0.1342883573472156,0.1359509789391543,0.1250439550191741,False,False,False,False
S1,story_bundle,subject,knn16_train_residual,0.12324798087858745,-0.00928027648442375,-0.10232012991148469,0.02335784919406141,-0.005098052340957896,0.004296219332683289,,,,,,0.1286156770508327,0.12617432995963787,0.13374715617937766,False,False,False,False
S1,family_jepa_story,subject,kmeans8_train_residual,0.06282877709720566,-0.010405995945183861,-0.09452568642430714,-0.004609114909112961,0.0050378455780386786,-0.012046317413524594,,,,,,0.1261993963369102,0.1343241968797138,0.12801985922468262,False,False,False,False
S1,family_story,dateblock,masked_residual_student_test,0.3229794862056441,-0.012174914798636778,-0.04342425961953667,0.018628151185814665,-0.04067361217823799,-0.0008524396346038642,0.5818632837982721,0.5815636587470951,-0.00029962505117697713,-0.47869926808476215,0.0568079842369592,0.11926428262852205,0.12341361553640574,0.1098284566739359,False,False,False,False
S1,raw_day,dateblock,knn8_train_residual,0.1558905943736789,-0.012633046256470331,0.09447114792944693,0.060957748354030006,0.00636271752236859,0.03047959943655293,,,,,,0.13149851821492947,0.11423778267385874,0.11666440993595834,False,False,False,False
S1,family_jepa_story,dateblock,kmeans12_train_residual,0.07537473897222306,-0.012723734370100773,0.004015738967324821,-0.0024142806646959753,-0.007473778679853766,-0.005673523835597913,,,,,,0.11884092173527483,0.10810666277574611,0.11972672170151862,False,False,False,False
S1,family_story,subject,kmeans12_train_residual,0.07644641676180625,-0.01477050849999678,-0.0593848423040487,0.02042674811256535,-0.008873741586315414,-0.006099884529697551,,,,,,0.1315365663886727,0.114690788934435,0.12017787289568174,False,False,False,False
S1,family_jepa_story,subject,knn32_train_residual,0.07921258435226818,-0.01870993135890174,-0.06417735329151109,0.006149865936716645,-0.005218098762576797,0.01127557039560419,,,,,,0.13112684682954925,0.12107942343896316,0.1237660618086568,False,False,False,False
S1,story_bundle,dateblock,masked_residual_student_test,0.3139470227709889,-0.019604665674650794,-0.01605210578800856,-0.0087856913193268,-0.06216395642607595,0.01640611626823088,0.5818632837982721,0.5792252108461503,-0.002638072952121817,-0.34116532652101195,0.10891411809441036,0.1254052320837133,0.12371210250658368,0.11806773140189758,False,False,False,False
S1,family_story,subject,knn32_train_residual,0.07621860675387121,-0.02207766524264388,-0.03649489414412511,-0.005899340605662831,-0.009375285247397674,0.005067919242257094,,,,,,0.12153978783660531,0.12599371181476104,0.11360967836407289,False,False,False,False
S1,story_bundle,subject,knn32_train_residual,0.08100837889679231,-0.026241448901541096,-0.059723362601305834,0.03150327146171242,-7.153694818179575e-05,0.00030856014235903194,,,,,,0.11690414571192943,0.12842709648618442,0.12084161472440928,False,False,False,False
S1,family_jepa_story,subject,knn16_train_residual,0.11927872384066164,-0.028201795228723656,-0.12042559951963762,0.016487083835332768,0.005440804713428996,0.0001104028691905376,,,,,,0.12275831613305803,0.14006798500684645,0.11856860508378705,False,False,False,False
S1,family_jepa_story,dateblock,kmeans6_train_residual,0.04358166017404881,-0.04348072466058614,-0.11744732058833952,-0.0325977139516186,-0.004945299783073727,0.0035360756060241008,,,,,,0.1241352405850952,0.12151834512448,0.11836542445036029,False,False,False,False
S1,family_story,dateblock,kmeans12_train_residual,0.06832461515080974,-0.04620773083151485,-0.08642894203746765,-0.031014689702530462,-0.018841403413267406,-0.004123440737535384,,,,,,0.11318042797849225,0.10600186176187693,0.1181051246625653,False,False,False,False
S1,story_bundle,dateblock,kmeans10_train_residual,0.051598465684806576,-0.05531024849042571,-0.056115144108895676,-0.030876073355643928,-0.016488068356482286,-0.001269630390022763,,,,,,0.12807257511014353,0.12791115802798456,0.12164758892840052,False,False,False,False
S1,family_story,subject,knn8_train_residual,0.1727047966629187,-0.05563833030867837,-0.1143891327010149,0.021133428842466398,-0.008866168683579097,0.008739156385961932,,,,,,0.12326690147397577,0.11448178195196054,0.12841984559414207,False,False,False,False
S1,family_jepa_story,subject,knn8_train_residual,0.17891820528384647,-0.05876871815028181,-0.12925305396354955,0.03072024396507737,-0.004631973628065734,-0.0006442664353110035,,,,,,0.1308453688928565,0.1311220448018544,0.11985072865158812,False,False,False,False
S1,family_story,dateblock,kmeans10_train_residual,0.05668232956143925,-0.061670735150993465,-0.036084104333705985,-0.011567540465542191,-0.013356104257973922,0.0006172383769532126,,,,,,0.1405129230008777,0.13635323823831993,0.11314151950164869,False,False,False,False
S1,family_jepa_story,subject,kmeans12_train_residual,0.08580301286616651,-0.07437935698983937,-0.06710771764021056,0.05191757038119554,-0.009935913788522257,-0.017133713992810544,,,,,,0.13384531484342474,0.10522988708412104,0.1257499070914276,False,False,False,False
S1,story_bundle,dateblock,knn16_train_residual,0.12181273927405124,-0.07530208329133403,-0.0744730934602648,-0.005221507372617723,-0.014740914023290872,0.010756398442823839,,,,,,0.1354419498760548,0.13155885053811603,0.1235124728707957,False,False,False,False
S1,story_bundle,dateblock,kmeans12_train_residual,0.06230618824367036,-0.09438629037050382,0.014650242564777817,-0.040983274306744415,-0.01653783447735321,-0.00013450708923380821,,,,,,0.11190346264977002,0.13301261489342175,0.11233672409833644,False,False,False,False
S1,story_bundle,dateblock,knn32_train_residual,0.08030014286538985,-0.10065186975507692,-0.05955739445373347,-0.004280562365350153,-0.011557168299710513,0.0004881053651049506,,,,,,0.12237992077567934,0.12368215760366334,0.10914192220206939,False,False,False,False
S1,story_bundle,dateblock,kmeans8_train_residual,0.05357736319419057,-0.10963758428825915,-0.07430793950423548,-0.03974963898877256,-0.014407567345372163,0.0006735673367135732,,,,,,0.11524884255204938,0.12852445888736377,0.12363624003566343,False,False,False,False
S1,family_story,dateblock,knn32_train_residual,0.07471225227685527,-0.12030876403950953,-0.04076838430652304,-0.04971257296076718,-0.014050391009604094,0.009196056227301666,,,,,,0.1282898724696173,0.10476026478379655,0.13024972761295767,False,False,False,False
S1,family_story,dateblock,kmeans8_train_residual,0.04715782865277738,-0.12189444272649629,-0.07927358540972287,0.01836686348993836,-0.011101991468816423,0.0003850846278008035,,,,,,0.1268282320139175,0.12515057285536277,0.12785163500351107,False,False,False,False
S1,family_jepa_story,dateblock,kmeans8_train_residual,0.05989406326628282,-0.12494506427845901,-0.08172332297453039,-0.019191248951210476,-0.013028431005829583,-0.0023848187182985265,,,,,,0.13529282164422762,0.11369647259953658,0.1338328466217525,False,False,False,False
