sub_idx,target,active,prob_e101,prob_e95,prob_mixmin,prob_e72,prob_e89,delta_prob_e101_minus_e95,delta_logit_e101_minus_e95,abs_delta_logit_e101_minus_e95,logit_gap_e95_minus_mixmin,abs_logit_gap_e95_minus_mixmin,rollback_shrink_fraction_to_mixmin,delta_logit_e89_minus_e95,delta_logit_e72_minus_mixmin,active_e95_vs_mixmin,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days
5,Q2,False,0.5429948329009698,0.5429948329009698,0.5429948329009698,0.5429948329009698,0.5429948329009698,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-05,2024-08-06,33,33,0.4925373134328358,0,0,14,11-16,5,0.38461538461538464,5,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
5,S3,False,0.789998902831536,0.789998902831536,0.789998902831536,0.789998902831536,0.789998902831536,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-05,2024-08-06,33,33,0.4925373134328358,0,0,14,11-16,5,0.38461538461538464,5,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
6,Q2,False,0.5953821937104642,0.5953821937104642,0.5953821937104642,0.5953821937104642,0.5953821937104642,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-06,2024-08-07,34,34,0.5074626865671642,1,0,14,11-16,6,0.46153846153846156,6,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
6,S3,False,0.8503035903764421,0.8503035903764421,0.8503035903764421,0.8503035903764421,0.8503035903764421,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-06,2024-08-07,34,34,0.5074626865671642,1,0,14,11-16,6,0.46153846153846156,6,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
7,Q2,False,0.5470612653540049,0.5470612653540049,0.5470612653540049,0.5470612653540049,0.5470612653540049,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-08,2024-08-09,35,35,0.5223880597014925,3,0,14,11-16,7,0.5384615384615384,6,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
7,S3,False,0.735270022149455,0.735270022149455,0.735270022149455,0.735270022149455,0.735270022149455,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-08,2024-08-09,35,35,0.5223880597014925,3,0,14,11-16,7,0.5384615384615384,6,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
8,Q2,False,0.5298229073435359,0.5298229073435359,0.5298229073435359,0.5298229073435359,0.5298229073435359,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-09,2024-08-10,36,36,0.5373134328358209,4,0,14,11-16,8,0.6153846153846154,5,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
8,S3,True,0.8580356696681675,0.8560330819755341,0.863904208510249,0.858698013849559,0.8560330819755341,0.002002587692633395,0.016344355142156708,0.016344355142156708,-0.0653774205686275,0.0653774205686275,0.24999999999999745,0.0,-0.04358494704575122,True,id01_b2,id01,2024-08-09,2024-08-10,36,36,0.5373134328358209,4,0,14,11-16,8,0.6153846153846154,5,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
9,Q2,False,0.6502796130241703,0.6502796130241703,0.6502796130241703,0.6502796130241703,0.6502796130241703,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-11,2024-08-12,37,37,0.5522388059701493,6,1,14,11-16,9,0.6923076923076923,4,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
9,S3,False,0.8062509718029807,0.8062509718029807,0.8062509718029807,0.8062509718029807,0.8062509718029807,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-11,2024-08-12,37,37,0.5522388059701493,6,1,14,11-16,9,0.6923076923076923,4,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
10,Q2,False,0.5479289535702448,0.5479289535702448,0.5479289535702448,0.5479289535702448,0.5479289535702448,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-12,2024-08-13,38,38,0.5671641791044776,0,0,14,11-16,10,0.7692307692307693,3,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
10,S3,False,0.8079462685045036,0.8079462685045036,0.8079462685045036,0.8079462685045035,0.8079462685045036,0.0,0.0,0.0,0.0,0.0,,0.0,-4.440892098500626e-16,False,id01_b2,id01,2024-08-12,2024-08-13,38,38,0.5671641791044776,0,0,14,11-16,10,0.7692307692307693,3,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
11,Q2,False,0.580610586719341,0.580610586719341,0.580610586719341,0.5743609132935911,0.580610586719341,0.0,0.0,0.0,0.0,0.0,,0.0,-0.025614215256818895,False,id01_b2,id01,2024-08-13,2024-08-14,39,39,0.582089552238806,1,0,14,11-16,11,0.8461538461538461,2,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
11,S3,False,0.8183046362906573,0.8183046362906573,0.8183046362906573,0.8183046362906573,0.8183046362906573,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-13,2024-08-14,39,39,0.582089552238806,1,0,14,11-16,11,0.8461538461538461,2,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
12,Q2,False,0.5263864276333604,0.5263864276333604,0.5263864276333604,0.5263864276333604,0.5263864276333604,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-14,2024-08-15,40,40,0.5970149253731343,2,0,14,11-16,12,0.9230769230769231,1,near_edge,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
12,S3,True,0.8678716501628237,0.8660328418721388,0.8732600121342564,0.8684798143304826,0.8660328418721388,0.0018388082906849457,0.015941887666893972,0.015941887666893972,-0.063767550667577,0.063767550667577,0.24999999999999564,0.0,-0.042511700445050815,True,id01_b2,id01,2024-08-14,2024-08-15,40,40,0.5970149253731343,2,0,14,11-16,12,0.9230769230769231,1,near_edge,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
13,Q2,False,0.5769196566561313,0.5769196566561313,0.5769196566561313,0.5769196566561313,0.5769196566561313,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b2,id01,2024-08-16,2024-08-17,41,41,0.6119402985074627,4,0,14,11-16,13,1.0,0,right_edge,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
13,S3,False,0.8129438848019024,0.8129438848019024,0.8129438848019024,0.8129438848019023,0.8129438848019024,0.0,0.0,0.0,0.0,0.0,,0.0,-8.881784197001252e-16,False,id01_b2,id01,2024-08-16,2024-08-17,41,41,0.6119402985074627,4,0,14,11-16,13,1.0,0,right_edge,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0
14,Q2,False,0.5814373972533974,0.5814373972533974,0.5814373972533974,0.5814373972533974,0.5814373972533974,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-01,2024-09-02,55,55,0.8208955223880597,6,1,13,11-16,0,0.0,0,left_edge,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
14,S3,False,0.8009179147342619,0.8009179147342619,0.8009179147342619,0.8009179147342619,0.8009179147342619,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-01,2024-09-02,55,55,0.8208955223880597,6,1,13,11-16,0,0.0,0,left_edge,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
15,Q2,False,0.5652561050524169,0.5652561050524169,0.5652561050524169,0.5652561050524169,0.5652561050524169,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-02,2024-09-03,56,56,0.835820895522388,0,0,13,11-16,1,0.08333333333333333,1,near_edge,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
15,S3,True,0.7820994955518171,0.7832618917527464,0.7785853694945429,0.7817110322006825,0.7832618917527464,-0.0011623962009292832,-0.006833954425663924,0.006833954425663924,0.02733581770265392,0.02733581770265392,0.25000000000001626,0.0,0.018223878468436094,True,id01_b4,id01,2024-09-02,2024-09-03,56,56,0.835820895522388,0,0,13,11-16,1,0.08333333333333333,1,near_edge,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
16,Q2,False,0.5465171347107587,0.5465171347107587,0.5465171347107587,0.5465171347107587,0.5465171347107587,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-03,2024-09-04,57,57,0.8507462686567164,1,0,13,11-16,2,0.16666666666666666,2,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
16,S3,False,0.8396398564487434,0.8396398564487434,0.8396398564487434,0.8396398564487434,0.8396398564487434,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-03,2024-09-04,57,57,0.8507462686567164,1,0,13,11-16,2,0.16666666666666666,2,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
17,Q2,False,0.4948380178478446,0.4948380178478446,0.4948380178478443,0.4948380178478443,0.4948380178478446,0.0,0.0,0.0,1.2490009027033011e-15,1.2490009027033011e-15,,0.0,0.0,False,id01_b4,id01,2024-09-04,2024-09-05,58,58,0.8656716417910447,2,0,13,11-16,3,0.25,3,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
17,S3,False,0.8526018134825624,0.8526018134825624,0.8526018134825624,0.8526018134825624,0.8526018134825624,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-04,2024-09-05,58,58,0.8656716417910447,2,0,13,11-16,3,0.25,3,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
18,Q2,False,0.5514539851946705,0.5514539851946705,0.5514539851946705,0.5514539851946705,0.5514539851946705,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-06,2024-09-07,59,59,0.8805970149253731,4,0,13,11-16,4,0.3333333333333333,4,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
18,S3,False,0.7967123676671017,0.7967123676671017,0.7967123676671017,0.7967123676671017,0.7967123676671017,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-06,2024-09-07,59,59,0.8805970149253731,4,0,13,11-16,4,0.3333333333333333,4,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
19,Q2,False,0.6149202666875613,0.6149202666875613,0.6149202666875613,0.6149202666875613,0.6149202666875613,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-07,2024-09-08,60,60,0.8955223880597015,5,1,13,11-16,5,0.4166666666666667,5,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
19,S3,False,0.8538176563848481,0.8538176563848481,0.8538176563848481,0.8538176563848481,0.8538176563848481,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-07,2024-09-08,60,60,0.8955223880597015,5,1,13,11-16,5,0.4166666666666667,5,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
20,Q2,False,0.6500590395790463,0.6500590395790464,0.6500590395790462,0.6500590395790463,0.6500590395790464,-1.1102230246251565e-16,-4.440892098500626e-16,4.440892098500626e-16,8.881784197001252e-16,8.881784197001252e-16,,0.0,4.440892098500626e-16,False,id01_b4,id01,2024-09-08,2024-09-09,61,61,0.9104477611940298,6,1,13,11-16,6,0.5,6,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
20,S3,False,0.783856491041284,0.783856491041284,0.7838564910412839,0.783856491041284,0.783856491041284,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,,0.0,6.661338147750939e-16,False,id01_b4,id01,2024-09-08,2024-09-09,61,61,0.9104477611940298,6,1,13,11-16,6,0.5,6,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
21,Q2,False,0.5109468880355982,0.5109468880355982,0.5109468880355982,0.5109468880355982,0.5109468880355982,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-09,2024-09-10,62,62,0.9253731343283582,0,0,13,11-16,7,0.5833333333333334,5,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
21,S3,False,0.7910162074955529,0.7910162074955529,0.7910162074955529,0.7910162074955529,0.7910162074955529,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-09,2024-09-10,62,62,0.9253731343283582,0,0,13,11-16,7,0.5833333333333334,5,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
22,Q2,False,0.5576313621271282,0.5576313621271282,0.5576313621271282,0.5576313621271282,0.5576313621271282,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-10,2024-09-11,63,63,0.9402985074626866,1,0,13,11-16,8,0.6666666666666666,4,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
22,S3,True,0.8088340452349165,0.8109500615889363,0.8023776556464033,0.8081246992278072,0.8109500615889363,-0.002116016354019812,-0.013743434899835982,0.013743434899835982,0.05497373959934393,0.05497373959934393,0.25,0.0,0.03664915973289573,True,id01_b4,id01,2024-09-10,2024-09-11,63,63,0.9402985074626866,1,0,13,11-16,8,0.6666666666666666,4,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
23,Q2,False,0.4991022200048435,0.4991022200048435,0.4991022200048435,0.4991022200048435,0.4991022200048435,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-11,2024-09-12,64,64,0.9552238805970149,2,0,13,11-16,9,0.75,3,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
23,S3,False,0.7822693627780508,0.7822693627780508,0.7822693627780508,0.7822693627780508,0.7822693627780508,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-11,2024-09-12,64,64,0.9552238805970149,2,0,13,11-16,9,0.75,3,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
24,Q2,False,0.5171593626592287,0.5171593626592287,0.5171593626592287,0.5171593626592287,0.5171593626592287,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-12,2024-09-13,65,65,0.9701492537313433,3,0,13,11-16,10,0.8333333333333334,2,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
24,S3,False,0.7996314717374725,0.7996314717374725,0.7996314717374725,0.7996314717374725,0.7996314717374725,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-12,2024-09-13,65,65,0.9701492537313433,3,0,13,11-16,10,0.8333333333333334,2,interior,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
25,Q2,False,0.5835482687582741,0.5835482687582741,0.5835482687582741,0.5835482687582741,0.5835482687582741,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-13,2024-09-14,66,66,0.9850746268656716,4,0,13,11-16,11,0.9166666666666666,1,near_edge,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
25,S3,True,0.8165549672263493,0.8187438752841659,0.8098654222313214,0.8158207913555935,0.8187438752841659,-0.0021889080578165743,-0.014681064665221122,0.014681064665221122,0.05872425866088604,0.05872425866088604,0.2499999999999934,0.0,0.039149505773924176,True,id01_b4,id01,2024-09-13,2024-09-14,66,66,0.9850746268656716,4,0,13,11-16,11,0.9166666666666666,1,near_edge,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
26,Q2,False,0.6580317990017781,0.6580317990017781,0.6580317990017781,0.6580317990017781,0.6580317990017781,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-14,2024-09-15,67,67,1.0,5,1,13,11-16,12,1.0,0,right_edge,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
26,S3,False,0.8084055421005247,0.8084055421005247,0.8084055421005247,0.8084055421005247,0.8084055421005247,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id01_b4,id01,2024-09-14,2024-09-15,67,67,1.0,5,1,13,11-16,12,1.0,0,right_edge,2024-09-01,2024-09-14,after_train_run,True,False,1.0,,1.0,
27,Q2,False,0.6864115781367084,0.6864115781367084,0.6864115781367084,0.6864115781367084,0.6864115781367084,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-08-25,2024-08-26,100,32,0.4050632911392405,6,1,16,11-16,0,0.0,0,left_edge,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
27,S3,True,0.9039612979836492,0.9029911445224352,0.9068199037898113,0.9044743880716464,0.9032819344704834,0.000970153461213985,0.011124812561789543,0.011124812561789543,-0.04449925024715773,0.04449925024715773,0.2500000000000025,0.0033240403799075224,-0.02745013991149925,True,id02_b2,id02,2024-08-25,2024-08-26,100,32,0.4050632911392405,6,1,16,11-16,0,0.0,0,left_edge,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
28,Q2,False,0.633122381587263,0.633122381587263,0.633122381587263,0.633122381587263,0.633122381587263,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-08-26,2024-08-27,101,33,0.4177215189873418,0,0,16,11-16,1,0.06666666666666667,1,near_edge,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
28,S3,False,0.9025661005412378,0.9025661005412378,0.9025661005412378,0.9025661005412378,0.9025661005412378,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-08-26,2024-08-27,101,33,0.4177215189873418,0,0,16,11-16,1,0.06666666666666667,1,near_edge,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
29,Q2,False,0.615741020607377,0.615741020607377,0.615741020607377,0.615741020607377,0.615741020607377,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-08-27,2024-08-28,102,34,0.43037974683544306,1,0,16,11-16,2,0.13333333333333333,2,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
29,S3,False,0.8906243016703005,0.8906243016703005,0.8906243016703005,0.8906243016703005,0.8906243016703005,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-08-27,2024-08-28,102,34,0.43037974683544306,1,0,16,11-16,2,0.13333333333333333,2,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
30,Q2,False,0.7519435603225075,0.7519435603225075,0.7519435603225075,0.7519435603225075,0.7519435603225075,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-08-28,2024-08-29,103,35,0.4430379746835443,2,0,16,11-16,3,0.2,3,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
30,S3,True,0.7918273965808058,0.7930747572799676,0.7880521106123121,0.7914103800279426,0.7930747572799676,-0.0012473606991617592,-0.0075840321756504014,0.0075840321756504014,0.03033612870259894,0.03033612870259894,0.250000000000022,0.0,0.020224085801732627,True,id02_b2,id02,2024-08-28,2024-08-29,103,35,0.4430379746835443,2,0,16,11-16,3,0.2,3,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
31,Q2,False,0.66672049715759,0.66672049715759,0.6667204971575901,0.66672049715759,0.66672049715759,0.0,0.0,0.0,-4.440892098500626e-16,4.440892098500626e-16,,0.0,-4.440892098500626e-16,False,id02_b2,id02,2024-08-29,2024-08-30,104,36,0.45569620253164556,3,0,16,11-16,4,0.26666666666666666,4,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
31,S3,False,0.8609068828261655,0.8609068828261655,0.8609068828261655,0.8609068828261656,0.8609068828261655,0.0,0.0,0.0,0.0,0.0,,0.0,8.881784197001252e-16,False,id02_b2,id02,2024-08-29,2024-08-30,104,36,0.45569620253164556,3,0,16,11-16,4,0.26666666666666666,4,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
32,Q2,False,0.6372486051411439,0.6372486051411439,0.6372486051411439,0.6372486051411439,0.6372486051411439,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-08-30,2024-08-31,105,37,0.46835443037974683,4,0,16,11-16,5,0.3333333333333333,5,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
32,S3,False,0.8557956905265272,0.8557956905265272,0.8557956905265272,0.8557956905265272,0.8557956905265272,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-08-30,2024-08-31,105,37,0.46835443037974683,4,0,16,11-16,5,0.3333333333333333,5,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
33,Q2,False,0.7328123555726709,0.7328123555726709,0.7328123555726709,0.7328123555726709,0.7328123555726709,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-08-31,2024-09-01,106,38,0.4810126582278481,5,1,16,11-16,6,0.4,6,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
33,S3,False,0.8701616112669651,0.8701616112669651,0.8701616112669651,0.8701616112669651,0.8701616112669651,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-08-31,2024-09-01,106,38,0.4810126582278481,5,1,16,11-16,6,0.4,6,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
34,Q2,False,0.6578756061853807,0.6578756061853807,0.6578756061853807,0.6578756061853807,0.6578756061853807,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-01,2024-09-02,107,39,0.4936708860759494,6,1,16,11-16,7,0.4666666666666667,7,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
34,S3,False,0.8636150545113694,0.8636150545113694,0.8636150545113694,0.8636150545113694,0.8636150545113694,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-01,2024-09-02,107,39,0.4936708860759494,6,1,16,11-16,7,0.4666666666666667,7,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
