source,story_id,family,mapped_family,anchor,phase,human_story,best_label_target,best_label_abs_effect,best_dateblock_target,best_dateblock_delta,subject_best_delta,e247_only_d,e256_only_d,e247_vs_e256_d,e267_moved_d,train_test_gap,public_align_score,verdict,score_col,feature_available,score_train_mean,score_test_mean,score_train_sd,score_train_test_z_gap,score_high_train_rate,score_high_test_rate,e275_qsleep_selected_any_d,e275_qsleep_selected_q3_d,cv_delta_min,cv_delta_mean,cv_negative_rate,cv_dateblock_min,cv_subject_min,cv_best_target,label_best_variant,label_best_target,label_best_signed_effect,label_best_abs_effect,label_abs_effect_mean_top5,e278_only_gate_count,e278_leaveout_gate_count,e278_only_actual_delta_mean,e278_leaveout_actual_delta_mean,e278_only_min_dominance,e278_leaveout_min_dominance,e278_any_train_gate,e278_best_actual_delta,e278_best_dominance,jepa_context_oof_r2_mean,jepa_context_oof_r2_min,jepa_resid_train_mean,jepa_resid_test_mean,jepa_resid_gap_ratio,label_score,cv_score,stability_score,family_support_score,jepa_context_score,e275_row_alignment_score,public_sensor_score,transfer_survival_score,e280_verdict,next_public_free_test,contradiction_type
human_social,social_isolation_media,social_isolation,social_comm,,,Low direct social signal but high passive media/home utility.,S1,0.0530973451327434,S1,-0.0054942336717337,-0.0190873498923954,-0.07410714323058,-1.2816371214064215,1.2294570326052832,-0.330623289188029,0.0475523670991677,1.1263644394670569,promising_for_direct_e247_gate,social_isolation_media_subj_z,True,3.157967714489334e-17,-0.04755236709916768,1.0,0.047552367099167714,0.2,0.18,0.028671331625740117,0.0209365936931323,-0.0190873498923954,0.004901965569150715,0.42857142857142855,-0.0054942336717337,-0.0190873498923954,S1,score,S4,0.1592920353982301,0.1592920353982301,0.10265486725663711,0.0,2.0,-0.0002300505411865,-0.0015506583385207998,0.8266666666666667,0.9516666666666668,True,-0.0018526096884572,0.9583333333333334,0.579754945677125,0.5173835935646217,1.7970718614675958,1.647660636033533,0.08314148623530537,0.24135156878519726,0.6106734008368122,0.8641360940023779,0.25,0.6473856625496428,0.026170742116415374,0.7509096263113713,0.4841282966221648,diagnostic_story_only,Use for hypothesis graph and slice analysis only.,local_cv_without_qsleep_family_support
cashflow,pay15_post3_relief_home,post_pay_relief,routine_calendar,15,post3,After anchor 15: money available but quiet home/charging routine.,Q2,0.2059847328244275,S1,-0.0006939043260015,-1.5629355174628934e-05,-0.1487535933013485,0.682636492191516,-1.015768764808083,-0.1688083088503283,0.0427087906210024,1.0863218369140497,promising_cashflow_gate,pay15_post3_relief_home_subj_z,True,-3.848773152033876e-17,0.0427087906210024,0.9999999999999999,0.04270879062100245,0.2,0.236,-0.1239265035033211,-0.07468164823383015,-0.0006939043260015,0.006353707717875049,0.14285714285714285,-0.0006939043260015,-1.5629355174628934e-05,S1,score_subj_z,Q2,-0.2059847328244275,0.2059847328244275,0.1479687022900763,0.0,2.0,-0.00027823811296885,-0.00152249442154125,0.8216666666666667,0.955,True,-0.0018115086423491,0.9566666666666668,0.09994776741066597,-0.0556617830841384,2.445966251923653,2.357234314685152,0.03627684444489643,0.9362942401110341,0.029225267353555077,0.877974883939993,0.25,0.1904264451530152,0.09335206029228768,0.7242145579426998,0.4720638863747428,public_anchor_diagnostic_only,"Use to interpret old public-boundary behavior, not to create a submission.",public_sensor_without_local_cv
cashflow,pay20_post7_spend_outing,post_pay_spend,cognitive_money,20,post7,First week after anchor 20: broader spending/social state.,Q1,0.1376569301621348,Q3,-0.0066620346898732,-0.0138581671068447,0.2154915099348084,0.1839479077506212,0.1086654173228911,0.0210158833047115,0.1091689289443959,0.288458341699716,real_but_not_public_action_safe,pay20_post7_spend_outing_subj_z,True,-2.3684757858670008e-17,-0.10916892894439602,0.9999999999999999,0.109168928944396,0.2911111111111111,0.188,-0.2317655051102839,-0.2286913759515917,-0.0138581671068447,0.005384991599641192,0.35714285714285715,-0.0066620346898732,-0.0138581671068447,S2,score_subj_z,Q1,0.1376569301621348,0.1376569301621348,0.09841241788270065,0.0,2.0,-9.344667109543694e-05,-0.00162358816745635,0.5216666666666666,0.96,True,-0.0019253567978809,0.9666666666666668,-0.1060065763009554,-0.1369468767764928,6.066994761375689,5.981438453448279,0.014101925465979855,0.6257133189187944,0.5547481208816106,0.6880887744445828,0.25,0.0,0.2858642199394896,0.192305561133144,0.46794638718188075,alive_but_needs_transfer_test,Run a masked context->story-state test before any materialization.,local_cv_without_qsleep_family_support
cashflow,pay15_post3_late_shopping,post_pay_spend,cognitive_money,15,post3,After anchor 15: late shopping or finance phone use.,S3,0.3262430564964097,Q2,-0.0081581951898568,-0.0120715010107965,-0.2160841238419279,0.600922073330799,-0.8026983291118033,-0.0052430889646147,0.3007906179260056,0.941487562886384,promising_cashflow_gate,pay15_post3_late_shopping_subj_z,True,-2.7632217501781673e-17,0.3007906179260056,1.0,0.3007906179260056,0.27111111111111114,0.3,-0.009069221355532701,0.10112295162709657,-0.0120715010107965,0.0025653359421372005,0.21428571428571427,-0.0081581951898568,-0.0120715010107965,Q2,score_subj_z,S3,-0.3262430564964097,0.3262430564964097,0.20456286411055408,0.0,2.0,-9.344667109543694e-05,-0.00162358816745635,0.5216666666666666,0.96,True,-0.0019253567978809,0.9666666666666668,-0.1060065763009554,-0.1369468767764928,6.066994761375689,5.981438453448279,0.014101925465979855,1.0,0.5813548197932966,0.14059823449712683,0.25,0.0,0.1264036895338707,0.6276583752575894,0.46751084848497265,blocked_transfer_gap,Normalize by subject/block or discard as a direct gate.,local_cv_without_qsleep_family_support
human_social,public_social_evening,social_outing,social_comm,,,Evening speech/public ambience/BLE density.,S3,0.0675440586945012,S4,0.0006563088086449,-0.0270205801076478,0.0790980511298618,-0.2184471762337641,0.3297935447797955,0.4061270606780458,0.1045033821957831,0.1797022200216887,weak_or_confounded,public_social_evening_subj_z,True,1.973729821555834e-18,-0.10450338219578319,1.0,0.10450338219578319,0.2,0.14,-0.11101517314821047,-0.09924697709207916,-0.0270205801076478,0.018337324445274025,0.07142857142857142,0.0006563088086449,-0.0270205801076478,S1,score,S3,0.1150442477876105,0.1150442477876105,0.09911504424778753,0.0,2.0,-0.0002300505411865,-0.0015506583385207998,0.8266666666666667,0.9516666666666668,True,-0.0018526096884572,0.9583333333333334,0.579754945677125,0.5173835935646217,1.7970718614675958,1.647660636033533,0.08314148623530537,0.30701844861136907,0.5404116021529559,0.7014189080120481,0.25,0.6473856625496428,0.12405872136509895,0.11980148001445913,0.4416553367765616,diagnostic_story_only,Use for hypothesis graph and slice analysis only.,local_cv_without_qsleep_family_support
cashflow,pay10_pre7_budget_squeeze,pre_pay_stress,cognitive_money,10,pre7,Week before anchor 10: budget squeeze and late money rumination.,S4,0.0912734768666972,S3,-0.004389490612575,-0.0182104612585922,0.2121141509592858,-0.0932419992207168,0.3569495354858539,0.0719920628134008,0.1781481396272382,0.4957298264129698,real_but_not_public_action_safe,pay10_pre7_budget_squeeze_subj_z,True,-1.3816108750890837e-17,0.17814813962723827,1.0,0.17814813962723827,0.23555555555555555,0.284,0.2773713422978672,0.23999752680410677,-0.0182104612585922,0.010518658651733685,0.2857142857142857,-0.004389490612575,-0.0182104612585922,S4,score_active,S2,-0.1246276490113194,0.1246276490113194,0.07232308562679271,0.0,2.0,-9.344667109543694e-05,-0.00162358816745635,0.5216666666666666,0.96,True,-0.0019253567978809,0.9666666666666668,-0.1060065763009554,-0.1369468767764928,6.066994761375689,5.981438453448279,0.014101925465979855,0.41487944030316914,0.547104667362469,0.49100531535074776,0.25,0.0,0.29999690850513344,0.3304865509419799,0.3851715227265065,diagnostic_story_only,Use for hypothesis graph and slice analysis only.,local_cv_without_qsleep_family_support
cashflow,pay15_post3_spend_outing,post_pay_spend,cognitive_money,15,post3,First 3 days after anchor 15: spending/social outing state.,S1,0.1130208333333333,S2,-0.0025735939857337,0.0028895067246891,0.059312576523907,0.93206901322653,-1.0062319197872758,0.015431147271604,0.0369390235937799,1.0501372815040964,promising_cashflow_gate,pay15_post3_spend_outing_subj_z,True,-2.960594732333751e-18,0.03693902359377992,1.0,0.03693902359377992,0.2,0.224,-0.08416836357466657,-0.09995150489425776,-0.0025735939857337,0.005248438423468913,0.14285714285714285,-0.0025735939857337,0.0028895067246891,S2,score_active,S1,0.1325,0.1325,0.10943749999999997,0.0,2.0,-9.344667109543694e-05,-0.00162358816745635,0.5216666666666666,0.96,True,-0.0019253567978809,0.9666666666666668,-0.1060065763009554,-0.1369468767764928,6.066994761375689,5.981438453448279,0.014101925465979855,0.5137310606060604,0.10723308273890415,0.8944599325892002,0.25,0.0,0.1249393811178222,0.7000915210027309,0.374782684577177,public_anchor_diagnostic_only,"Use to interpret old public-boundary behavior, not to create a submission.",public_sensor_without_local_cv
cashflow,pay25_near7_calendar_only,calendar_only,routine_calendar,25,near7,Near anchor 25: pure monthly-cycle calendar state.,Q1,0.0890401633764465,S1,-0.0075805837076001,-0.0101922320282054,0.3422393214768759,-0.2335243120533952,0.5735267846625491,-0.0160233160871949,0.2404444949271372,0.8492456559727628,promising_cashflow_gate,pay25_near7_calendar_only_subj_z,True,3.947459643111668e-18,-0.2404444949271372,1.0,0.2404444949271372,0.2222222222222222,0.276,-0.12184198974811444,-0.25254013087049454,-0.0101922320282054,0.0027968782718200713,0.21428571428571427,-0.0075805837076001,-0.0101922320282054,S1,score,S1,-0.1153260418108819,0.1153260418108819,0.09531756294780996,0.0,2.0,-0.00027823811296885,-0.00152249442154125,0.8216666666666667,0.955,True,-0.0018115086423491,0.9566666666666668,0.09994776741066597,-0.0556617830841384,2.445966251923653,2.357234314685152,0.03627684444489643,0.4047280153474841,0.5197022950474455,0.3130157287796079,0.25,0.1904264451530152,0.31567516358811815,0.5661637706485085,0.3713309247610376,diagnostic_story_only,Use for hypothesis graph and slice analysis only.,local_cv_without_qsleep_family_support
cashflow,monthstart_reset_relief,bill_cycle,cognitive_money,month_start,post3,Month-start reset: quiet home after monthly cycle rolls over.,S3,0.1197147223637289,S2,-0.00330426142549,-0.0080871276769997,0.425489132876961,-0.35623677945117,0.6432835602602875,0.0406304229623127,0.1526659037603627,1.0143540480122328,promising_cashflow_gate,monthstart_reset_relief_subj_z,True,-3.947459643111668e-18,0.1526659037603627,1.0,0.1526659037603627,0.24222222222222223,0.18,0.12981556266835093,-0.07867332668150907,-0.0080871276769997,0.006682049701170022,0.21428571428571427,-0.00330426142549,-0.0080871276769997,Q1,score_active,S3,-0.1368371212121212,0.1368371212121212,0.1170179089674122,0.0,2.0,-9.344667109543694e-05,-0.00162358816745635,0.5216666666666666,0.96,True,-0.0019253567978809,0.9666666666666668,-0.1060065763009554,-0.1369468767764928,6.066994761375689,5.981438453448279,0.014101925465979855,0.5441578289260405,0.2994201129354107,0.5638117035418209,0.25,0.0,0.09834165835188634,0.6762360320081552,0.36611580972915275,public_anchor_diagnostic_only,"Use to interpret old public-boundary behavior, not to create a submission.",public_sensor_without_local_cv
cashflow,pay15_pre7_budget_squeeze,pre_pay_stress,cognitive_money,15,pre7,Week before anchor 15: budget squeeze and late money rumination.,S2,0.2266081871345029,S4,0.0030875584880675,0.0002256221056672,-0.5879360075265255,-0.2488596984884175,-0.8120198570844644,-0.0189299747437677,0.2865056701765284,1.3207574571693508,promising_cashflow_gate,pay15_pre7_budget_squeeze_subj_z,True,-2.0724163126336256e-17,0.2865056701765284,1.0,0.2865056701765284,0.25333333333333335,0.308,0.23406092878543483,0.27262600194626674,0.0002256221056672,0.013954280947180006,0.0,0.0030875584880675,0.0002256221056672,S4,score_subj_z,S2,0.2266081871345029,0.2266081871345029,0.18837719298245612,0.0,2.0,-9.344667109543694e-05,-0.00162358816745635,0.5216666666666666,0.96,True,-0.0019253567978809,0.9666666666666668,-0.1060065763009554,-0.1369468767764928,6.066994761375689,5.981438453448279,0.014101925465979855,1.0,0.0,0.1814123709242046,0.25,0.0,0.3407825024328334,0.8805049714462339,0.3579241510800421,blocked_transfer_gap,Normalize by subject/block or discard as a direct gate.,public_sensor_without_local_cv
cashflow,paymonth_start_near7_calendar_only,calendar_only,routine_calendar,month_start,near7,Near anchor month_start: pure monthly-cycle calendar state.,S2,0.1111889894227093,S2,-0.0050576085037149,-0.0010053392410089,0.1293394622339986,-1.2573531776472944,1.3396948416295893,-0.0371382514315261,0.2478215931752936,1.392223604997154,promising_cashflow_gate,paymonth_start_near7_calendar_only_subj_z,True,-2.6645352591003756e-17,-0.24782159317529368,1.0,0.24782159317529365,0.22666666666666666,0.26,-0.005938808119711748,-0.198540138114293,-0.0050576085037149,0.003933849398659114,0.14285714285714285,-0.0050576085037149,-0.0010053392410089,S2,score,S3,-0.1184239227428662,0.1184239227428662,0.11252432540930837,0.0,2.0,-0.00027823811296885,-0.00152249442154125,0.8216666666666667,0.955,True,-0.0018115086423491,0.9566666666666668,0.09994776741066597,-0.0556617830841384,2.445966251923653,2.357234314685152,0.03627684444489643,0.5054044973759514,0.2308404724749655,0.29193830521344666,0.25,0.1904264451530152,0.24817517264286623,0.9281490699981026,0.32850706640288563,public_anchor_diagnostic_only,"Use to interpret old public-boundary behavior, not to create a submission.",public_sensor_without_local_cv
cashflow,pay15_near7_calendar_only,calendar_only,routine_calendar,15,near7,Near anchor 15: pure monthly-cycle calendar state.,S3,0.0886222910216718,S3,-0.0008386520150251,-0.004655663218167,-0.5819757266204034,1.2329806495924895,-2.094841999818189,-0.0029420664515679,0.3112076656984659,2.5978389834333484,public_boundary_diagnostic_only,pay15_near7_calendar_only_subj_z,True,3.947459643111668e-17,0.311207665698466,1.0,0.3112076656984659,0.2,0.316,-0.034190594010366435,0.19492867862529076,-0.004655663218167,0.002288987794721807,0.21428571428571427,-0.0008386520150251,-0.004655663218167,S3,score,S3,0.1251803751803752,0.1251803751803752,0.1025231304643069,0.0,2.0,-0.00027823811296885,-0.00152249442154125,0.8216666666666667,0.955,True,-0.0018115086423491,0.9566666666666668,0.09994776741066597,-0.0556617830841384,2.445966251923653,2.357234314685152,0.03627684444489643,0.4028285955530536,0.12805709832271917,0.11083524086152585,0.25,0.1904264451530152,0.24366084828161344,1.0,0.24846181378027457,blocked_transfer_gap,Normalize by subject/block or discard as a direct gate.,public_sensor_without_local_cv
cashflow,pay20_pre7_budget_squeeze,pre_pay_stress,cognitive_money,20,pre7,Week before anchor 20: budget squeeze and late money rumination.,S3,0.0745433789954338,S3,-0.0034696626396349,-0.0002336823604601,-0.1103657044986791,1.0646398997076636,-1.158044996017202,-0.054829610603623,0.241720959288788,1.1860486164522352,promising_cashflow_gate,pay20_pre7_budget_squeeze_subj_z,True,3.947459643111668e-18,0.24172095928878803,1.0,0.24172095928878803,0.26666666666666666,0.34,-0.17292600602878494,-0.09089218522878714,-0.0034696626396349,0.0036001583568398858,0.2857142857142857,-0.0034696626396349,-0.0002336823604601,S3,score_active,S1,0.0947088439251447,0.0947088439251447,0.08220616653068227,0.0,2.0,-9.344667109543694e-05,-0.00162358816745635,0.5216666666666666,0.96,True,-0.0019253567978809,0.9666666666666668,-0.1060065763009554,-0.1369468767764928,6.066994761375689,5.981438453448279,0.014101925465979855,0.33883354088833545,0.14924292386065616,0.30936868774631987,0.25,0.0,0.11361523153598392,0.7906990776348235,0.23949875387065914,weak_local_signal,"Keep only as a narrative prior, not as a feature/action.",public_sensor_without_local_cv
