new,base,sub_idx,target,target_idx,delta_y1,delta_y0,swing,support_label,support_delta,adverse_delta,p_y1_focus_mean,p_y1_subject,p_y1_nearest_hard085,swing_rank
e154,e95,62,S3,5,6.786189830343403e-06,-5.779816255936852e-06,1.2566006086280254e-05,0,-5.779816255936852e-06,6.786189830343403e-06,0.6656902356902358,0.4848484848484848,0.85,12
e154,e95,55,Q3,2,2.870016929644503e-06,-9.547583428703099e-06,1.2417600358347601e-05,0,-9.547583428703099e-06,2.870016929644503e-06,0.7263888888888889,0.7291666666666666,0.85,13
e154,e95,227,Q1,0,-4.82008834114876e-06,7.595900336191872e-06,1.2415988677340631e-05,1,-4.82008834114876e-06,7.595900336191872e-06,0.6192502258355916,0.5121951219512195,0.85,14
e154,e95,243,S4,6,2.7780743788002405e-06,-9.613009653179968e-06,1.2391084031980209e-05,0,-9.613009653179968e-06,2.7780743788002405e-06,0.6922222222222222,0.6666666666666666,0.85,15
e154,e95,154,Q1,0,-9.358161565778035e-06,3.007348527905248e-06,1.2365510093683283e-05,1,-9.358161565778035e-06,3.007348527905248e-06,0.3852532123960695,0.5102040816326531,0.15,16
e154,e95,176,Q3,2,5.5919083249519175e-06,-6.770000959295887e-06,1.2361909284247805e-05,0,-6.770000959295887e-06,5.5919083249519175e-06,0.6534013605442177,0.5102040816326531,0.85,17
e154,e95,239,S4,6,2.7814278186855746e-06,-9.578712637800127e-06,1.2360140456485701e-05,0,-9.578712637800127e-06,2.7814278186855746e-06,0.6922222222222222,0.6666666666666666,0.85,18
e154,e95,161,S3,5,2.427402665611827e-06,-9.886653293609271e-06,1.2314055959221097e-05,0,-9.886653293609271e-06,2.427402665611827e-06,0.7693801965230537,0.7959183673469388,0.85,19
e154,e95,118,Q3,2,3.858462258153831e-06,-8.379600255353686e-06,1.2238062513507517e-05,0,-8.379600255353686e-06,3.858462258153831e-06,0.47727272727272724,0.6818181818181818,0.15,20
e154,e95,63,Q3,2,-3.058852368916121e-06,9.17662072796472e-06,1.2235473096880841e-05,1,-3.058852368916121e-06,9.17662072796472e-06,0.7257575757575757,0.7272727272727273,0.85,21
e154,e95,15,Q1,0,-9.244198967571116e-06,2.988731350018124e-06,1.223293031758924e-05,1,-9.244198967571116e-06,2.988731350018124e-06,0.5948599819331526,0.4390243902439024,0.85,22
e154,e95,66,S4,6,-1.061253788171333e-05,1.6185809813956516e-06,1.2231118863108982e-05,1,-1.061253788171333e-05,1.6185809813956516e-06,0.2871717171717172,0.1515151515151515,0.15,23
e154,e95,239,Q1,0,3.5813148158441484e-06,-8.633451977935002e-06,1.221476679377915e-05,0,-8.633451977935002e-06,3.5813148158441484e-06,0.6101346801346801,0.4848484848484848,0.85,24
e154,e95,215,Q1,0,-4.528133352613071e-06,7.677544666487687e-06,1.220567801910076e-05,1,-4.528133352613071e-06,7.677544666487687e-06,0.6192502258355916,0.5121951219512195,0.85,25
e154,e144,7,Q3,2,5.7536738614670315e-06,-8.665838538130506e-06,1.4419512399597536e-05,0,-8.665838538130506e-06,5.7536738614670315e-06,0.6784552845528454,0.5853658536585366,0.85,1
e154,e144,43,S3,5,1.628378427048771e-06,-7.109836010126714e-06,8.738214437175485e-06,0,-7.109836010126714e-06,1.628378427048771e-06,0.8026851851851853,0.8958333333333334,0.85,2
e154,e144,246,S3,5,4.785530397971361e-06,-3.9526840392037755e-06,8.738214437175136e-06,0,-3.9526840392037755e-06,4.785530397971361e-06,0.43235690235690233,0.4848484848484848,0.15,3
e154,e144,242,Q3,2,2.0159233712368416e-06,-2.860947498957029e-06,4.876870870193871e-06,0,-2.860947498957029e-06,2.0159233712368416e-06,0.4621212121212121,0.6363636363636364,0.15,4
e154,e144,57,Q3,2,1.6237288621921182e-06,-2.5749426893644235e-06,4.198671551556542e-06,0,-2.5749426893644235e-06,1.6237288621921182e-06,0.7263888888888889,0.7291666666666666,0.85,5
e154,e144,166,Q1,0,-1.4976167563758936e-06,2.480016354785405e-06,3.977633111161299e-06,1,-1.4976167563758936e-06,2.480016354785405e-06,0.3852532123960695,0.5102040816326531,0.15,6
e154,e144,66,Q3,2,-1.3107756348539493e-06,2.6002865893988465e-06,3.911062224252796e-06,1,-1.3107756348539493e-06,2.6002865893988465e-06,0.4924242424242424,0.7272727272727273,0.15,7
e154,e144,16,Q3,2,1.4029418269621325e-06,-1.962799727362479e-06,3.3657415543246114e-06,0,-1.962799727362479e-06,1.4029418269621325e-06,0.6784552845528454,0.5853658536585366,0.85,8
e154,e144,51,Q3,2,1.4469841498357156e-06,-1.5719148927747664e-06,3.0188990426104818e-06,0,-1.5719148927747664e-06,1.4469841498357156e-06,0.7263888888888889,0.7291666666666666,0.85,9
e154,e144,37,Q3,2,-1.2739584302520361e-06,1.655603973533434e-06,2.92956240378547e-06,1,-1.2739584302520361e-06,1.655603973533434e-06,0.4930555555555555,0.7291666666666666,0.15,10
e154,e144,52,Q3,2,1.0209316740908176e-06,-1.6685676635854106e-06,2.689499337676228e-06,0,-1.6685676635854106e-06,1.0209316740908176e-06,0.7263888888888889,0.7291666666666666,0.85,11
e154,e144,242,S3,5,-1.473414813410948e-06,1.1514679109204832e-06,2.624882724331431e-06,1,-1.473414813410948e-06,1.1514679109204832e-06,0.43235690235690233,0.4848484848484848,0.15,12
e154,e144,12,Q3,2,1.119157935401611e-06,-1.484075572586769e-06,2.60323350798838e-06,0,-1.484075572586769e-06,1.119157935401611e-06,0.6784552845528454,0.5853658536585366,0.85,13
e154,e144,241,S2,4,1.568425642395851e-06,-9.404694839116244e-07,2.5088951263074756e-06,0,-9.404694839116244e-07,1.568425642395851e-06,0.38824915824915823,0.3636363636363636,0.15,14
e154,e144,8,Q1,0,1.254801166258725e-06,-1.1947023782139204e-06,2.4495035444726454e-06,0,-1.1947023782139204e-06,1.254801166258725e-06,0.36152664859981926,0.4390243902439024,0.15,15
e154,e144,180,Q3,2,1.0997763866428098e-06,-1.3399275428150734e-06,2.439703929457883e-06,0,-1.3399275428150734e-06,1.0997763866428098e-06,0.6534013605442177,0.5102040816326531,0.85,16
e154,e144,160,Q3,2,1.1084751740649981e-06,-1.2182135717807414e-06,2.3266887458457398e-06,0,-1.2182135717807414e-06,1.1084751740649981e-06,0.4200680272108843,0.5102040816326531,0.15,17
e154,e144,29,Q1,0,-1.3808208141175956e-06,8.77586659225533e-07,2.2584074733431286e-06,1,-1.3808208141175956e-06,8.77586659225533e-07,0.6290740740740741,0.5416666666666666,0.85,18
e154,e144,44,Q3,2,8.464424154219774e-07,-1.3422226962208151e-06,2.1886651116427926e-06,0,-1.3422226962208151e-06,8.464424154219774e-07,0.7263888888888889,0.7291666666666666,0.85,19
e154,e144,155,Q3,2,-1.3860407317034528e-06,7.7500962796484e-07,2.161050359668293e-06,1,-1.3860407317034528e-06,7.7500962796484e-07,0.6534013605442177,0.5102040816326531,0.85,20
e154,e144,3,Q1,0,7.668467545413219e-07,-1.3519254307834723e-06,2.118772185324794e-06,0,-1.3519254307834723e-06,7.668467545413219e-07,0.36152664859981926,0.4390243902439024,0.15,21
e154,e144,247,S4,6,-1.2351933003294593e-06,8.60558932230899e-07,2.0957522325603583e-06,1,-1.2351933003294593e-06,8.60558932230899e-07,0.6922222222222222,0.6666666666666666,0.85,22
e154,e144,206,Q1,0,-5.875216697491961e-07,1.4504743732085705e-06,2.0379960429577665e-06,1,-5.875216697491961e-07,1.4504743732085705e-06,0.3859168925022583,0.5121951219512195,0.15,23
e154,e144,212,Q3,2,1.2401202294542684e-06,-7.589409310218009e-07,1.9990611604760696e-06,0,-7.589409310218009e-07,1.2401202294542684e-06,0.3963414634146341,0.4390243902439024,0.15,24
e154,e144,14,Q1,0,-1.3955018910183677e-06,5.810705531387342e-07,1.976572444157102e-06,1,-1.3955018910183677e-06,5.810705531387342e-07,0.5948599819331526,0.4390243902439024,0.85,25
e154,e155,7,Q3,2,4.323432076983761e-06,-6.491202222714281e-06,1.0814634299698042e-05,0,-6.491202222714281e-06,4.323432076983761e-06,0.6784552845528454,0.5853658536585366,0.85,1
e154,e155,43,S3,5,1.2231817298665737e-06,-5.330479098015063e-06,6.553660827881637e-06,0,-5.330479098015063e-06,1.2231817298665737e-06,0.8026851851851853,0.8958333333333334,0.85,2
e154,e155,246,S3,5,3.5922515212635074e-06,-2.9614093066176067e-06,6.553660827881114e-06,0,-2.9614093066176067e-06,3.5922515212635074e-06,0.43235690235690233,0.4848484848484848,0.15,3
e154,e155,242,Q3,2,1.5128886333370316e-06,-2.1447645193081653e-06,3.657653152645197e-06,0,-2.1447645193081653e-06,1.5128886333370316e-06,0.4621212121212121,0.6363636363636364,0.15,4
e154,e155,57,Q3,2,1.2184824977536607e-06,-1.930521165913936e-06,3.1490036636675967e-06,0,-1.930521165913936e-06,1.2184824977536607e-06,0.7263888888888889,0.7291666666666666,0.85,5
e154,e155,166,Q1,0,-1.1226031335358806e-06,1.8606216998351093e-06,2.9832248333709897e-06,1,-1.1226031335358806e-06,1.8606216998351093e-06,0.3852532123960695,0.5102040816326531,0.15,6
e154,e155,66,Q3,2,-9.82522431968867e-07,1.950774236220809e-06,2.933296668189676e-06,1,-9.82522431968867e-07,1.950774236220809e-06,0.4924242424242424,0.7272727272727273,0.15,7
e154,e155,16,Q3,2,1.0526581110254744e-06,-1.471648054718016e-06,2.5243061657434903e-06,0,-1.471648054718016e-06,1.0526581110254744e-06,0.6784552845528454,0.5853658536585366,0.85,8
e154,e155,51,Q3,2,1.0856112714942183e-06,-1.178563010463675e-06,2.264174281957893e-06,0,-1.178563010463675e-06,1.0856112714942183e-06,0.7263888888888889,0.7291666666666666,0.85,9
e154,e155,37,Q3,2,-9.551227677406794e-07,1.2420490350984231e-06,2.1971718028391025e-06,1,-9.551227677406794e-07,1.2420490350984231e-06,0.4930555555555555,0.7291666666666666,0.15,10
e154,e155,52,Q3,2,7.659782085058163e-07,-1.2511462947515056e-06,2.017124503257322e-06,0,-1.2511462947515056e-06,7.659782085058163e-07,0.7263888888888889,0.7291666666666666,0.85,11
e154,e155,242,S3,5,-1.1047827764268144e-06,8.638792668219811e-07,1.9686620432487955e-06,1,-1.1047827764268144e-06,8.638792668219811e-07,0.43235690235690233,0.4848484848484848,0.15,12
e154,e155,12,Q3,2,8.396409308355502e-07,-1.1127842001557982e-06,1.9524251309913483e-06,0,-1.1127842001557982e-06,8.396409308355502e-07,0.6784552845528454,0.5853658536585366,0.85,13
e154,e155,241,S2,4,1.1765612553465818e-06,-7.051100893839139e-07,1.8816713447304956e-06,0,-7.051100893839139e-07,1.1765612553465818e-06,0.38824915824915823,0.3636363636363636,0.15,14
e154,e155,8,Q1,0,9.41346825171076e-07,-8.957808331831859e-07,1.837127658354262e-06,0,-8.957808331831859e-07,9.41346825171076e-07,0.36152664859981926,0.4390243902439024,0.15,15
e154,e155,180,Q3,2,8.250740473488679e-07,-1.0047038997445919e-06,1.82977794709346e-06,0,-1.0047038997445919e-06,8.250740473488679e-07,0.6534013605442177,0.5102040816326531,0.85,16
e154,e155,160,Q3,2,8.315779203110932e-07,-9.134386390732275e-07,1.7450165593843207e-06,0,-9.134386390732275e-07,8.315779203110932e-07,0.4200680272108843,0.5102040816326531,0.15,17
e154,e155,29,Q1,0,-1.0354168159347436e-06,6.583887890726979e-07,1.6938056050074415e-06,1,-1.0354168159347436e-06,6.583887890726979e-07,0.6290740740740741,0.5416666666666666,0.85,18
e154,e155,44,Q3,2,6.350181917933144e-07,-1.0064806419385976e-06,1.641498833731912e-06,0,-1.0064806419385976e-06,6.350181917933144e-07,0.7263888888888889,0.7291666666666666,0.85,19
e154,e155,155,Q3,2,-1.0393543294123627e-06,5.814334403390235e-07,1.6207877697513862e-06,1,-1.0393543294123627e-06,5.814334403390235e-07,0.6534013605442177,0.5102040816326531,0.85,20
e154,e155,3,Q1,0,5.753051381766865e-07,-1.0137740008168297e-06,1.5890791389935164e-06,0,-1.0137740008168297e-06,5.753051381766865e-07,0.36152664859981926,0.4390243902439024,0.15,21
e154,e155,247,S4,6,-9.262205934837477e-07,6.455935809363466e-07,1.5718141744200943e-06,1,-9.262205934837477e-07,6.455935809363466e-07,0.6922222222222222,0.6666666666666666,0.85,22
e154,e155,206,Q1,0,-4.405014231187998e-07,1.0879956090994775e-06,1.5284970322182773e-06,1,-4.405014231187998e-07,1.0879956090994775e-06,0.3859168925022583,0.5121951219512195,0.15,23
e154,e155,212,Q3,2,9.302445949170846e-07,-5.690512754399675e-07,1.4992958703570522e-06,0,-5.690512754399675e-07,9.302445949170846e-07,0.3963414634146341,0.4390243902439024,0.15,24
e154,e155,14,Q1,0,-1.0464933982566396e-06,4.359359348613851e-07,1.4824293331180247e-06,1,-1.0464933982566396e-06,4.359359348613851e-07,0.5948599819331526,0.4390243902439024,0.85,25
e154,e157,7,Q3,2,4.323432076983761e-06,-6.491202222714281e-06,1.0814634299698042e-05,0,-6.491202222714281e-06,4.323432076983761e-06,0.6784552845528454,0.5853658536585366,0.85,1
e154,e157,43,S3,5,1.628378427048771e-06,-7.109836010126714e-06,8.738214437175485e-06,0,-7.109836010126714e-06,1.628378427048771e-06,0.8026851851851853,0.8958333333333334,0.85,2
e154,e157,246,S3,5,4.785530397971361e-06,-3.9526840392037755e-06,8.738214437175136e-06,0,-3.9526840392037755e-06,4.785530397971361e-06,0.43235690235690233,0.4848484848484848,0.15,3
e154,e157,242,Q3,2,1.5128886333370316e-06,-2.1447645193081653e-06,3.657653152645197e-06,0,-2.1447645193081653e-06,1.5128886333370316e-06,0.4621212121212121,0.6363636363636364,0.15,4
e154,e157,57,Q3,2,1.2184824977536607e-06,-1.930521165913936e-06,3.1490036636675967e-06,0,-1.930521165913936e-06,1.2184824977536607e-06,0.7263888888888889,0.7291666666666666,0.85,5
e154,e157,166,Q1,0,-1.1226031335358806e-06,1.8606216998351093e-06,2.9832248333709897e-06,1,-1.1226031335358806e-06,1.8606216998351093e-06,0.3852532123960695,0.5102040816326531,0.15,6
e154,e157,66,Q3,2,-9.82522431968867e-07,1.950774236220809e-06,2.933296668189676e-06,1,-9.82522431968867e-07,1.950774236220809e-06,0.4924242424242424,0.7272727272727273,0.15,7
e154,e157,242,S3,5,-1.473414813410948e-06,1.1514679109204832e-06,2.624882724331431e-06,1,-1.473414813410948e-06,1.1514679109204832e-06,0.43235690235690233,0.4848484848484848,0.15,8
e154,e157,16,Q3,2,1.0526581110254744e-06,-1.471648054718016e-06,2.5243061657434903e-06,0,-1.471648054718016e-06,1.0526581110254744e-06,0.6784552845528454,0.5853658536585366,0.85,9
e154,e157,51,Q3,2,1.0856112714942183e-06,-1.178563010463675e-06,2.264174281957893e-06,0,-1.178563010463675e-06,1.0856112714942183e-06,0.7263888888888889,0.7291666666666666,0.85,10
e154,e157,37,Q3,2,-9.551227677406794e-07,1.2420490350984231e-06,2.1971718028391025e-06,1,-9.551227677406794e-07,1.2420490350984231e-06,0.4930555555555555,0.7291666666666666,0.15,11
e154,e157,52,Q3,2,7.659782085058163e-07,-1.2511462947515056e-06,2.017124503257322e-06,0,-1.2511462947515056e-06,7.659782085058163e-07,0.7263888888888889,0.7291666666666666,0.85,12
e154,e157,12,Q3,2,8.396409308355502e-07,-1.1127842001557982e-06,1.9524251309913483e-06,0,-1.1127842001557982e-06,8.396409308355502e-07,0.6784552845528454,0.5853658536585366,0.85,13
e154,e157,168,S3,5,-3.995531336454488e-07,1.4612580784012508e-06,1.8608112120466995e-06,1,-3.995531336454488e-07,1.4612580784012508e-06,0.7693801965230537,0.7959183673469388,0.85,14
e154,e157,8,Q1,0,9.41346825171076e-07,-8.957808331831859e-07,1.837127658354262e-06,0,-8.957808331831859e-07,9.41346825171076e-07,0.36152664859981926,0.4390243902439024,0.15,15
e154,e157,180,Q3,2,8.250740473488679e-07,-1.0047038997445919e-06,1.82977794709346e-06,0,-1.0047038997445919e-06,8.250740473488679e-07,0.6534013605442177,0.5102040816326531,0.85,16
e154,e157,160,Q3,2,8.315779203110932e-07,-9.134386390732275e-07,1.7450165593843207e-06,0,-9.134386390732275e-07,8.315779203110932e-07,0.4200680272108843,0.5102040816326531,0.15,17
e154,e157,29,Q1,0,-1.0354168159347436e-06,6.583887890726979e-07,1.6938056050074415e-06,1,-1.0354168159347436e-06,6.583887890726979e-07,0.6290740740740741,0.5416666666666666,0.85,18
e154,e157,44,Q3,2,6.350181917933144e-07,-1.0064806419385976e-06,1.641498833731912e-06,0,-1.0064806419385976e-06,6.350181917933144e-07,0.7263888888888889,0.7291666666666666,0.85,19
e154,e157,155,Q3,2,-1.0393543294123627e-06,5.814334403390235e-07,1.6207877697513862e-06,1,-1.0393543294123627e-06,5.814334403390235e-07,0.6534013605442177,0.5102040816326531,0.85,20
e154,e157,3,Q1,0,5.753051381766865e-07,-1.0137740008168297e-06,1.5890791389935164e-06,0,-1.0137740008168297e-06,5.753051381766865e-07,0.36152664859981926,0.4390243902439024,0.15,21
e154,e157,240,S3,5,7.467845442216919e-07,-7.913022033858575e-07,1.5380867476075492e-06,0,-7.913022033858575e-07,7.467845442216919e-07,0.43235690235690233,0.4848484848484848,0.15,22
e154,e157,206,Q1,0,-4.405014231187998e-07,1.0879956090994775e-06,1.5284970322182773e-06,1,-4.405014231187998e-07,1.0879956090994775e-06,0.3859168925022583,0.5121951219512195,0.15,23
e154,e157,212,Q3,2,9.302445949170846e-07,-5.690512754399675e-07,1.4992958703570522e-06,0,-5.690512754399675e-07,9.302445949170846e-07,0.3963414634146341,0.4390243902439024,0.15,24
e154,e157,14,Q1,0,-1.0464933982566396e-06,4.359359348613851e-07,1.4824293331180247e-06,1,-1.0464933982566396e-06,4.359359348613851e-07,0.5948599819331526,0.4390243902439024,0.85,25
e154,e156,7,Q3,2,5.7536738614670315e-06,-8.665838538130506e-06,1.4419512399597536e-05,0,-8.665838538130506e-06,5.7536738614670315e-06,0.6784552845528454,0.5853658536585366,0.85,1
e154,e156,43,S3,5,1.628378427048771e-06,-7.109836010126714e-06,8.738214437175485e-06,0,-7.109836010126714e-06,1.628378427048771e-06,0.8026851851851853,0.8958333333333334,0.85,2
e154,e156,246,S3,5,4.785530397971361e-06,-3.9526840392037755e-06,8.738214437175136e-06,0,-3.9526840392037755e-06,4.785530397971361e-06,0.43235690235690233,0.4848484848484848,0.15,3
e154,e156,242,Q3,2,2.0159233712368416e-06,-2.860947498957029e-06,4.876870870193871e-06,0,-2.860947498957029e-06,2.0159233712368416e-06,0.4621212121212121,0.6363636363636364,0.15,4
e154,e156,57,Q3,2,1.6237288621921182e-06,-2.5749426893644235e-06,4.198671551556542e-06,0,-2.5749426893644235e-06,1.6237288621921182e-06,0.7263888888888889,0.7291666666666666,0.85,5
e154,e156,66,Q3,2,-1.3107756348539493e-06,2.6002865893988465e-06,3.911062224252796e-06,1,-1.3107756348539493e-06,2.6002865893988465e-06,0.4924242424242424,0.7272727272727273,0.15,6
e154,e156,16,Q3,2,1.4029418269621325e-06,-1.962799727362479e-06,3.3657415543246114e-06,0,-1.962799727362479e-06,1.4029418269621325e-06,0.6784552845528454,0.5853658536585366,0.85,7
e154,e156,51,Q3,2,1.4469841498357156e-06,-1.5719148927747664e-06,3.0188990426104818e-06,0,-1.5719148927747664e-06,1.4469841498357156e-06,0.7263888888888889,0.7291666666666666,0.85,8
e154,e156,166,Q1,0,-1.1226031335358806e-06,1.8606216998351093e-06,2.9832248333709897e-06,1,-1.1226031335358806e-06,1.8606216998351093e-06,0.3852532123960695,0.5102040816326531,0.15,9
e154,e156,37,Q3,2,-1.2739584302520361e-06,1.655603973533434e-06,2.92956240378547e-06,1,-1.2739584302520361e-06,1.655603973533434e-06,0.4930555555555555,0.7291666666666666,0.15,10
e154,e156,52,Q3,2,1.0209316740908176e-06,-1.6685676635854106e-06,2.689499337676228e-06,0,-1.6685676635854106e-06,1.0209316740908176e-06,0.7263888888888889,0.7291666666666666,0.85,11
e154,e156,242,S3,5,-1.473414813410948e-06,1.1514679109204832e-06,2.624882724331431e-06,1,-1.473414813410948e-06,1.1514679109204832e-06,0.43235690235690233,0.4848484848484848,0.15,12
e154,e156,12,Q3,2,1.119157935401611e-06,-1.484075572586769e-06,2.60323350798838e-06,0,-1.484075572586769e-06,1.119157935401611e-06,0.6784552845528454,0.5853658536585366,0.85,13
e154,e156,180,Q3,2,1.0997763866428098e-06,-1.3399275428150734e-06,2.439703929457883e-06,0,-1.3399275428150734e-06,1.0997763866428098e-06,0.6534013605442177,0.5102040816326531,0.85,14
e154,e156,160,Q3,2,1.1084751740649981e-06,-1.2182135717807414e-06,2.3266887458457398e-06,0,-1.2182135717807414e-06,1.1084751740649981e-06,0.4200680272108843,0.5102040816326531,0.15,15
e154,e156,44,Q3,2,8.464424154219774e-07,-1.3422226962208151e-06,2.1886651116427926e-06,0,-1.3422226962208151e-06,8.464424154219774e-07,0.7263888888888889,0.7291666666666666,0.85,16
e154,e156,155,Q3,2,-1.3860407317034528e-06,7.7500962796484e-07,2.161050359668293e-06,1,-1.3860407317034528e-06,7.7500962796484e-07,0.6534013605442177,0.5102040816326531,0.85,17
e154,e156,212,Q3,2,1.2401202294542684e-06,-7.589409310218009e-07,1.9990611604760696e-06,0,-7.589409310218009e-07,1.2401202294542684e-06,0.3963414634146341,0.4390243902439024,0.15,18
e154,e156,168,S3,5,-3.995531336454488e-07,1.4612580784012508e-06,1.8608112120466995e-06,1,-3.995531336454488e-07,1.4612580784012508e-06,0.7693801965230537,0.7959183673469388,0.85,19
e154,e156,211,Q3,2,1.0493727927608656e-06,-8.053726118401526e-07,1.8547454046010183e-06,0,-8.053726118401526e-07,1.0493727927608656e-06,0.3963414634146341,0.4390243902439024,0.15,20
e154,e156,8,Q1,0,9.41346825171076e-07,-8.957808331831859e-07,1.837127658354262e-06,0,-8.957808331831859e-07,9.41346825171076e-07,0.36152664859981926,0.4390243902439024,0.15,21
e154,e156,18,Q3,2,-7.318975377314122e-07,1.0955669882134953e-06,1.8274645259449074e-06,1,-7.318975377314122e-07,1.0955669882134953e-06,0.6784552845528454,0.5853658536585366,0.85,22
e154,e156,3,Q3,2,7.328555323596093e-07,-9.80829188726519e-07,1.7136847210861282e-06,0,-9.80829188726519e-07,7.328555323596093e-07,0.6784552845528454,0.5853658536585366,0.85,23
e154,e156,29,Q1,0,-1.0354168159347436e-06,6.583887890726979e-07,1.6938056050074415e-06,1,-1.0354168159347436e-06,6.583887890726979e-07,0.6290740740740741,0.5416666666666666,0.85,24
e154,e156,247,Q3,2,6.22503213013286e-07,-9.735146514042725e-07,1.5960178644175585e-06,0,-9.735146514042725e-07,6.22503213013286e-07,0.4621212121212121,0.6363636363636364,0.15,25
e155,e144,7,Q3,2,1.4302417844832707e-06,-2.1746363154162244e-06,3.604878099899495e-06,0,-2.1746363154162244e-06,1.4302417844832707e-06,0.6784552845528454,0.5853658536585366,0.85,1
e155,e144,246,S3,5,1.193278876707853e-06,-9.912747325861686e-07,2.1845536092940216e-06,0,-9.912747325861686e-07,1.193278876707853e-06,0.43235690235690233,0.4848484848484848,0.15,2
e155,e144,43,S3,5,4.051966971821974e-07,-1.77935691211165e-06,2.1845536092938476e-06,0,-1.77935691211165e-06,4.051966971821974e-07,0.8026851851851853,0.8958333333333334,0.85,3
e155,e144,242,Q3,2,5.030347378998101e-07,-7.161829796488638e-07,1.219217717548674e-06,0,-7.161829796488638e-07,5.030347378998101e-07,0.4621212121212121,0.6363636363636364,0.15,4
e155,e144,57,Q3,2,4.0524636443845755e-07,-6.444215234504876e-07,1.0496678878889452e-06,0,-6.444215234504876e-07,4.0524636443845755e-07,0.7263888888888889,0.7291666666666666,0.85,5
e155,e144,166,Q1,0,-3.7501362284001314e-07,6.193946549502957e-07,9.944082777903089e-07,1,-3.7501362284001314e-07,6.193946549502957e-07,0.3852532123960695,0.5102040816326531,0.15,6
e155,e144,66,Q3,2,-3.282532028850823e-07,6.495123531780373e-07,9.777655560631196e-07,1,-3.282532028850823e-07,6.495123531780373e-07,0.4924242424242424,0.7272727272727273,0.15,7
e155,e144,16,Q3,2,3.50283715936658e-07,-4.911516726444631e-07,8.414353885811211e-07,0,-4.911516726444631e-07,3.50283715936658e-07,0.6784552845528454,0.5853658536585366,0.85,8
e155,e144,51,Q3,2,3.6137287834149745e-07,-3.933518823110914e-07,7.547247606525889e-07,0,-3.933518823110914e-07,3.6137287834149745e-07,0.7263888888888889,0.7291666666666666,0.85,9
e155,e144,37,Q3,2,-3.1883566251135676e-07,4.135549384350108e-07,7.323906009463675e-07,1,-3.1883566251135676e-07,4.135549384350108e-07,0.4930555555555555,0.7291666666666666,0.15,10
e155,e144,52,Q3,2,2.549534655850013e-07,-4.17421368833905e-07,6.723748344189064e-07,0,-4.17421368833905e-07,2.549534655850013e-07,0.7263888888888889,0.7291666666666666,0.85,11
e155,e144,242,S3,5,-3.686320369841337e-07,2.8758864409850204e-07,6.562206810826358e-07,1,-3.686320369841337e-07,2.8758864409850204e-07,0.43235690235690233,0.4848484848484848,0.15,12
e155,e144,12,Q3,2,2.795170045660608e-07,-3.7129137243097077e-07,6.508083769970316e-07,0,-3.7129137243097077e-07,2.795170045660608e-07,0.6784552845528454,0.5853658536585366,0.85,13
e155,e144,241,S2,4,3.918643870492693e-07,-2.3535939452771056e-07,6.272237815769799e-07,0,-2.3535939452771056e-07,3.918643870492693e-07,0.38824915824915823,0.3636363636363636,0.15,14
