source_name,mask_mode,localization,rows,strict,deployable,loose,beats_e75_local_all,deployable_beats_e75,best_all_delta_vs_mixmin,best_all_minus_base,best_worst_set_delta,best_hidden_q2s3_minus_base,best_world_support_minus_base,best_block_win_rate,best_alpha_q2,best_alpha_s3,row_count,subjects,mask_active_q2,mask_active_s3,best_deployable_delta,best_strict_delta
topology,block_edge,s3_local_q2_full,36,0,0,30,0,0,-7.654496294473567e-06,-2.8889638418183594e-06,1.0406950863184328e-05,-0.0004618680201594824,-0.00030295321830079987,0.6111111111111112,8.0,28.0,17,8,0.2,0.3076923076923077,,
topology,block_first2,s3_local_q2_full,36,0,0,30,0,0,-7.6195482054952635e-06,-2.8540157528400556e-06,1.0930832925248879e-05,-0.0004751609014332289,-0.00033410244280610013,0.6944444444444444,8.0,28.0,25,10,0.3,0.4358974358974359,,
topology,block_last2,s3_local_q2_full,36,0,0,30,0,0,-7.4697726374362006e-06,-2.7042401847809927e-06,9.505695373168699e-06,-0.000427070400198494,-0.00027542221190235416,0.6111111111111112,8.0,36.0,17,9,0.175,0.3076923076923077,,
flank_prior,q2_high_s3_low,s3_local_q2_full,36,0,0,30,0,0,-7.238587847235856e-06,-2.4730553945806477e-06,9.842635592116622e-06,-0.0004214504479387107,-0.00038206730613546966,0.5555555555555556,8.0,28.0,15,4,0.125,0.28205128205128205,,
topology,block_first2,both,36,0,0,30,0,0,-7.163100972262804e-06,-2.3975685196075958e-06,1.114902321519562e-05,-0.0002449480753882252,-9.18673995545904e-05,0.5833333333333334,8.0,24.0,25,10,0.3,0.4358974358974359,,
topology,short_block_le5,s3_local_q2_full,36,0,0,30,0,0,-6.840589662937546e-06,-2.0750572102823384e-06,1.0288752206877305e-05,-0.0004236634460533517,-0.00027787750826547826,0.5555555555555556,8.0,36.0,13,4,0.15,0.23076923076923078,,
unit_energy,low50,s3_local_q2_full,36,0,0,30,0,0,-6.71874688751295e-06,-1.953214434857742e-06,1.161725529053026e-05,-0.00039331799147741126,-0.0003844765207265566,0.6388888888888888,8.0,32.0,36,9,0.6,0.3076923076923077,,
unit_energy,low50,both,36,0,0,30,0,0,-6.407884666326247e-06,-1.642352213671039e-06,1.1843436033109889e-05,-0.00022863012107913333,-0.00020429569046196967,0.5833333333333334,8.0,32.0,36,9,0.6,0.3076923076923077,,
flank_prior_target,q2_strong_low_s3_strong_high,s3_local_q2_full,36,0,0,26,0,0,-1.0210029183777003e-05,-5.444496731121795e-06,1.0941027625444022e-05,-0.0005034840558711257,-0.00030056520085521856,0.5555555555555556,8.0,32.0,38,9,0.325,0.6666666666666666,,
subject_prior,s3_high,s3_local_q2_full,36,0,0,0,0,0,-1.0065001781800476e-05,-5.299469329145268e-06,1.0560261832104345e-05,-0.0004607316153398336,-0.00027293214197062214,0.5277777777777778,8.0,32.0,44,5,0.625,0.5897435897435898,,
subject_prior_target,q2_low_s3_high,s3_local_q2_full,36,0,0,0,0,0,-1.0065001781800476e-05,-5.299469329145268e-06,1.0560261832104345e-05,-0.0004607316153398336,-0.00027293214197062214,0.5277777777777778,8.0,32.0,46,6,0.675,0.5897435897435898,,
subject_prior,s3_high,both,36,0,0,0,0,0,-9.92141696332105e-06,-5.155884510665842e-06,1.0540214874232845e-05,-0.0003741698565709259,-0.0002227340968771975,0.3333333333333333,8.0,32.0,44,5,0.625,0.5897435897435898,,
subject_prior_target,q2_low_s3_high,both,36,0,0,0,0,0,-9.916280313215786e-06,-5.150747860560578e-06,1.0518924964397769e-05,-0.0003823669230360524,-0.0001866170120216283,0.3888888888888889,8.0,32.0,46,6,0.675,0.5897435897435898,,
topology,long_block_ge10,s3_local_q2_full,36,0,0,0,0,0,-9.910728651862932e-06,-5.145196199207724e-06,1.0026655969275211e-05,-0.00039438491639404855,-0.0003324648957298505,0.5277777777777778,8.0,28.0,41,6,0.55,0.5128205128205128,,
flank_prior_target,q2_strong_low_s3_strong_high,both,36,0,0,0,0,0,-9.899573896077207e-06,-5.134041443421999e-06,1.1102672245244527e-05,-0.00033551206956519697,-0.00017324000673321085,0.3888888888888889,12.0,32.0,38,9,0.325,0.6666666666666666,,
topology,long_block_ge10,both,36,0,0,0,0,0,-9.715316415137565e-06,-4.949783962482357e-06,1.029231122395835e-05,-0.0002551155944564912,-0.0002213497675528698,0.3055555555555556,12.0,28.0,41,6,0.55,0.5128205128205128,,
unit_energy,top30,both,36,0,0,0,0,0,-9.686171664524679e-06,-4.920639211869471e-06,8.65157071672229e-06,-0.00024745532666153175,-4.464834594262719e-05,0.4722222222222222,8.0,28.0,22,9,0.175,0.5384615384615384,,
subject_prior,q2_high,both,36,0,0,0,0,0,-9.329819054659794e-06,-4.564286602004586e-06,1.0727085396400327e-05,-0.00028998861682415916,-0.0003033057838757458,0.3888888888888889,8.0,32.0,43,6,0.575,0.5641025641025641,,
topology,two_flank_train,both,36,0,0,0,0,0,-9.288966377640762e-06,-4.523433924985554e-06,9.931630249537804e-06,-0.0003438788492920383,-0.00015447488628221877,0.5,8.0,28.0,41,9,0.525,0.6153846153846154,,
topology_x_energy,block_inner_energy_top50,both,36,0,0,0,0,0,-9.171492369453027e-06,-4.405959916797819e-06,9.640369786567682e-06,-0.000253192827121676,-0.00014622340428470664,0.4722222222222222,8.0,28.0,28,9,0.3,0.5128205128205128,,
topology,subject_late_half,both,36,0,0,0,0,0,-9.063846841295131e-06,-4.298314388639923e-06,1.0668072295660913e-05,-0.0004182640955353867,-0.0002605532964712221,0.4444444444444444,12.0,32.0,43,10,0.625,0.5897435897435898,,
topology_x_energy,long_block_ge10_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-9.042459102159839e-06,-4.276926649504631e-06,9.188072313426332e-06,-0.00035072386060375216,-0.0002802989254468925,0.5,8.0,28.0,20,6,0.2,0.3333333333333333,,
subject_prior,q2_low,s3_local_q2_full,36,0,0,0,0,0,-8.703284805955391e-06,-3.9377523533001835e-06,9.63267118858635e-06,-0.0004955821579095895,-0.0002850275087037668,0.5277777777777778,8.0,28.0,40,5,0.675,0.48717948717948717,,
topology_x_energy,subject_late_half_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-8.658060999144901e-06,-3.892528546489693e-06,9.860869660593963e-06,-0.00042961269187932055,-0.0002732368192037871,0.5,8.0,32.0,22,8,0.275,0.41025641025641024,,
flank_prior,q2_low,s3_local_q2_full,36,0,0,0,0,0,-8.610766790040358e-06,-3.8452343373851505e-06,9.101958945101352e-06,-0.00043827581826910017,-0.00035950211465534125,0.5,8.0,28.0,38,6,0.625,0.38461538461538464,,
topology_x_energy,long_block_ge10_energy_top50,both,36,0,0,0,0,0,-8.606754142159723e-06,-3.841221689504515e-06,9.582130929830512e-06,-0.00013918341069989182,-8.23808987155505e-05,0.25,8.0,28.0,20,6,0.2,0.3333333333333333,,
subject_prior,q2_low,both,36,0,0,0,0,0,-8.575778288166802e-06,-3.8102458355115942e-06,9.578641769869556e-06,-0.00041721746560580836,-0.00019673328823625598,0.3888888888888889,8.0,28.0,40,5,0.675,0.48717948717948717,,
topology_x_energy,near_train_le3_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-8.571667000190075e-06,-3.8061345475348674e-06,9.03074617530919e-06,-0.0004535884164650131,-0.00028740032923477155,0.5,8.0,28.0,18,8,0.2,0.41025641025641024,,
topology,subject_early_half,s3_local_q2_full,36,0,0,0,0,0,-8.54109158832106e-06,-3.7755591356658513e-06,9.576285135093343e-06,-0.00041841415538399623,-0.00037976972905653396,0.5,8.0,28.0,30,9,0.4,0.41025641025641024,,
topology_x_energy,two_flank_train_energy_top50,both,36,0,0,0,0,0,-8.474218772702713e-06,-3.708686320047505e-06,9.56708560628794e-06,-0.00022262034664795316,-9.225381743613315e-05,0.3888888888888889,8.0,28.0,19,9,0.175,0.41025641025641024,,
flank_prior,q2_low,both,36,0,0,0,0,0,-8.401325414686411e-06,-3.6357929620312035e-06,9.168752654331591e-06,-0.00033430281494412767,-0.00021294629888529704,0.3333333333333333,8.0,28.0,38,6,0.625,0.38461538461538464,,
topology_x_energy,block_second_half_energy_top50,both,36,0,0,0,0,0,-8.28126990826128e-06,-3.5157374556060716e-06,9.483038478141914e-06,-0.00018636894235535273,-0.00011380564681624512,0.4166666666666667,8.0,32.0,18,8,0.15,0.38461538461538464,,
subject_prior_target,q2_high_s3_low,both,36,0,0,0,0,0,-8.26457275060477e-06,-3.4990402979495627e-06,9.69444967524602e-06,-0.0003173959937433357,-0.00032982056376387736,0.4444444444444444,12.0,24.0,39,8,0.575,0.4358974358974359,,
topology_x_energy,subject_late_half_energy_top50,both,36,0,0,0,0,0,-8.243439219679516e-06,-3.477906767024308e-06,1.0349605723325439e-05,-0.0002534369531939848,-0.00013130115688836938,0.2777777777777778,8.0,28.0,22,8,0.275,0.41025641025641024,,
topology,one_flank_train,s3_local_q2_full,36,0,0,0,0,0,-8.104519179319425e-06,-3.338986726664217e-06,1.0808106835957787e-05,-0.00037972367444667754,-0.00030329935034721926,0.4722222222222222,8.0,28.0,31,8,0.475,0.38461538461538464,,
topology,subject_early_half,both,36,0,0,0,0,0,-8.086366045212401e-06,-3.320833592557193e-06,1.0063886062838812e-05,-0.00020017559286022307,-0.00012771183219961193,0.3055555555555556,8.0,28.0,30,9,0.4,0.41025641025641024,,
topology_x_energy,block_first_half_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-7.96946339931548e-06,-3.2039309466602717e-06,1.0292120803834237e-05,-0.00040498845065724265,-0.0002772174562801599,0.5,8.0,28.0,20,8,0.3,0.3333333333333333,,
topology_x_energy,near_train_le3_energy_top50,both,36,0,0,0,0,0,-7.952383934917151e-06,-3.186851482261943e-06,9.577582005260155e-06,-0.00022921122251893383,-8.35916904786294e-05,0.3333333333333333,8.0,28.0,18,8,0.2,0.41025641025641024,,
subject_prior,s3_low,both,36,0,0,0,0,0,-7.933834459739053e-06,-3.1683020070838452e-06,1.0051056386517487e-05,-0.0002485539365557621,-0.00015954270329089355,0.4166666666666667,8.0,24.0,31,6,0.425,0.4358974358974359,,
topology_x_energy,subject_early_half_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-7.903927693120316e-06,-3.1383952404651083e-06,9.275677187114972e-06,-0.00039680671763756004,-0.00034256500692980154,0.5,8.0,28.0,14,9,0.125,0.28205128205128205,,
topology,one_flank_train,both,36,0,0,0,0,0,-7.90082500168321e-06,-3.1352925490280015e-06,1.0886724328695863e-05,-0.0002711548921000284,-0.00023516121925876718,0.2222222222222222,12.0,28.0,31,8,0.475,0.38461538461538464,,
flank_prior,q2_low_s3_high,s3_local_q2_full,36,0,0,0,0,0,-7.819200926295622e-06,-3.053668473640414e-06,9.740203432140326e-06,-0.00040918639070933877,-0.0003852638237123174,0.4444444444444444,8.0,28.0,31,6,0.55,0.28205128205128205,,
topology,near_train_le2,both,36,0,0,0,0,0,-7.580324406841754e-06,-2.8147919541865463e-06,1.042530897643612e-05,-0.0002587064788871496,-7.403089861304779e-05,0.4444444444444444,8.0,28.0,25,8,0.325,0.4358974358974359,,
topology_x_energy,near_train_le2_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-7.580120556571757e-06,-2.814588103916549e-06,9.9999562147568e-06,-0.000421586074691227,-0.0002819994426267404,0.4722222222222222,8.0,28.0,12,5,0.15,0.28205128205128205,,
topology_x_energy,block_first_half_energy_top50,both,36,0,0,0,0,0,-7.572889485718548e-06,-2.80735703306334e-06,1.0677613898613103e-05,-0.00022023025360098925,-0.00010168188341174735,0.3888888888888889,8.0,28.0,20,8,0.3,0.3333333333333333,,
flank_prior,q2_low_s3_high,both,36,0,0,0,0,0,-7.5694870814713155e-06,-2.8039546288161077e-06,9.827418991359416e-06,-0.0002602658740989208,-0.0001893160978768682,0.25,8.0,28.0,31,6,0.55,0.28205128205128205,,
subject_id,id02,s3_local_q2_full,36,0,0,0,0,0,-7.543373544027787e-06,-2.7778410913725793e-06,1.1526624389857076e-05,-0.0003508556469805496,-0.00029494971968704333,0.4444444444444444,8.0,36.0,7,1,0.0,0.1794871794871795,,
topology_x_energy,one_flank_train_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-7.529809785911112e-06,-2.7642773332559045e-06,1.011848840426488e-05,-0.00034907665832224766,-0.0002722610049067987,0.4444444444444444,8.0,28.0,17,7,0.225,0.28205128205128205,,
topology_x_energy,block_last2_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-7.377552636800289e-06,-2.6120201841450807e-06,9.853504050805206e-06,-0.00038700574749120364,-0.00027352308969578196,0.5277777777777778,8.0,36.0,9,6,0.05,0.23076923076923078,,
topology_x_energy,subject_early_half_energy_top50,both,36,0,0,0,0,0,-7.349020592517519e-06,-2.583488139862311e-06,9.72228761031424e-06,-0.0001329666671189833,-8.01289194358179e-05,0.2777777777777778,8.0,28.0,14,9,0.125,0.28205128205128205,,
topology,near_train_le1,s3_local_q2_full,36,0,0,0,0,0,-7.320487600881442e-06,-2.5549551482262345e-06,1.0521481407121946e-05,-0.00039832795299959284,-0.00028621631710344935,0.5277777777777778,8.0,28.0,13,5,0.175,0.23076923076923078,,
topology_x_energy,block_first2_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-7.290705456686197e-06,-2.5251730040309894e-06,1.0377147743323434e-05,-0.00042137537413834,-0.0002814804182619203,0.5,8.0,28.0,11,5,0.125,0.2564102564102564,,
topology_x_energy,one_flank_train_energy_top50,both,36,0,0,0,0,0,-7.127153003216868e-06,-2.3616205505616605e-06,1.0588263427258049e-05,-0.00016378327366502188,-0.00012517193911993903,0.16666666666666666,12.0,28.0,17,7,0.225,0.28205128205128205,,
flank_prior,s3_low,both,36,0,0,0,0,0,-7.1178249418935025e-06,-2.3522924892382946e-06,9.921723205796873e-06,-0.0001723049291800713,-0.00010905117447754242,0.2777777777777778,8.0,24.0,20,4,0.2,0.3333333333333333,,
topology_x_energy,block_edge_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-7.079498163697906e-06,-2.313965711042698e-06,1.0183175993438986e-05,-0.00039495332278537826,-0.00028766247512209135,0.4722222222222222,8.0,28.0,8,5,0.1,0.1794871794871795,,
topology,block_edge,both,36,0,0,0,0,0,-7.070281467180806e-06,-2.3047490145255978e-06,1.0832614053324363e-05,-0.0002196239339809017,-6.062077819057876e-05,0.4166666666666667,8.0,28.0,17,8,0.2,0.3076923076923077,,
topology_x_energy,near_train_le2_energy_top50,both,36,0,0,0,0,0,-7.023320428567459e-06,-2.257787975912251e-06,1.0469425648751418e-05,-0.0001734082387180591,-4.7878861234651416e-05,0.25,8.0,28.0,12,5,0.15,0.28205128205128205,,
topology_x_energy,short_block_le5_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-6.884721115874015e-06,-2.1191886632188073e-06,1.0214411743980634e-05,-0.0003849517382479503,-0.0002764767938838509,0.4722222222222222,8.0,36.0,7,3,0.075,0.15384615384615385,,
topology,block_last2,both,36,0,0,0,0,0,-6.866834331598071e-06,-2.101301878942863e-06,9.971748445636308e-06,-0.0001677428700821229,-8.388084329360133e-08,0.4444444444444444,8.0,36.0,17,9,0.175,0.3076923076923077,,
subject_id,id02,both,36,0,0,0,0,0,-6.830664102785988e-06,-2.0651316501307804e-06,1.2025167683060722e-05,-4.8503817179426645e-05,-2.0429928847211145e-06,0.05555555555555555,0.0,36.0,7,1,0.0,0.1794871794871795,,
topology_x_energy,near_train_le1_energy_top50,s3_local_q2_full,36,0,0,0,0,0,-6.828563698046963e-06,-2.0630312453917554e-06,1.0360873686443561e-05,-0.0003670176411414011,-0.00029402606248236105,0.4444444444444444,8.0,28.0,7,4,0.1,0.15384615384615385,,
subject_id,id10,s3_local_q2_full,36,0,0,0,0,0,-6.761199649263361e-06,-1.995667196608153e-06,9.391442067019362e-06,-0.00030378847694879224,-0.00032938097858808426,0.3888888888888889,8.0,28.0,9,1,0.15,0.07692307692307693,,
topology_x_energy,block_last2_energy_top50,both,36,0,0,0,0,0,-6.748902767861331e-06,-1.9833703152061233e-06,1.0334653879562339e-05,-9.528895006380433e-05,5.510324680385462e-06,0.2222222222222222,4.0,36.0,9,6,0.05,0.23076923076923078,,
topology,near_train_le1,both,36,0,0,0,0,0,-6.739494007756974e-06,-1.9739615551017664e-06,1.0959130550602936e-05,-0.0001526779198174691,-4.905772860187016e-05,0.3055555555555556,8.0,28.0,13,5,0.175,0.23076923076923078,,
topology_x_energy,block_first2_energy_top50,both,36,0,0,0,0,0,-6.724391526269358e-06,-1.95885907361415e-06,1.0804994039159688e-05,-0.00016400952351077608,-3.346714898087031e-05,0.25,8.0,28.0,11,5,0.125,0.2564102564102564,,
subject_id,id06,s3_local_q2_full,36,0,0,0,0,0,-6.683615797475895e-06,-1.918083344820687e-06,1.0108853411239238e-05,-0.0003880113321425016,-0.00028116008401590786,0.4166666666666667,8.0,36.0,15,1,0.275,0.1794871794871795,,
flank_prior,q2_high_s3_low,both,36,0,0,0,0,0,-6.610781022375889e-06,-1.845248569720681e-06,1.0449766222109247e-05,-0.00013490634851131417,-9.041726479843142e-05,0.25,8.0,28.0,15,4,0.125,0.28205128205128205,,
topology_x_energy,block_edge_energy_top50,both,36,0,0,0,0,0,-6.46912871515859e-06,-1.7035962625033818e-06,1.0655873844078734e-05,-0.00013321079319123658,-4.485090929056139e-05,0.19444444444444445,4.0,28.0,8,5,0.1,0.1794871794871795,,
flank_prior_target,q2_strong_high_s3_strong_low,s3_local_q2_full,36,0,0,0,0,0,-6.32098679387294e-06,-1.5554543412177324e-06,1.0281834641356902e-05,-0.0003492554471286463,-0.0002811246101464826,0.4722222222222222,8.0,24.0,20,8,0.375,0.15384615384615385,,
topology,short_block_le5,both,36,0,0,0,0,0,-6.2927651175437305e-06,-1.5272326648885226e-06,1.0519628227290134e-05,-0.00016486612875951656,-4.256601554576971e-05,0.2777777777777778,8.0,32.0,13,4,0.15,0.23076923076923078,,
subject_id,id06,both,36,0,0,0,0,0,-6.278989601038454e-06,-1.513457148383246e-06,1.0268160241855284e-05,-0.00020037032669931176,-0.00010520401791354046,0.1388888888888889,8.0,36.0,15,1,0.275,0.1794871794871795,,
subject_id,id04,s3_local_q2_full,36,0,0,0,0,0,-6.271381007727506e-06,-1.5058485550722978e-06,1.091547601450582e-05,-0.00036860011075898896,-0.00035557199133224855,0.4444444444444444,8.0,24.0,9,1,0.1,0.1794871794871795,,
topology_x_energy,short_block_le5_energy_top50,both,36,0,0,0,0,0,-6.251489843456248e-06,-1.4859573908010404e-06,1.068754671762484e-05,-0.00011016144154130797,-1.9366396791470385e-05,0.16666666666666666,8.0,36.0,7,3,0.075,0.15384615384615385,,
topology_x_energy,near_train_le1_energy_top50,both,36,0,0,0,0,0,-6.2181959616935956e-06,-1.4526635090383877e-06,1.0830617177770563e-05,-0.00010527511154725944,-4.9268237839056274e-05,0.16666666666666666,4.0,28.0,7,4,0.1,0.15384615384615385,,
subject_id,id10,both,36,0,0,0,0,0,-6.177835226495176e-06,-1.4123027738399685e-06,9.857037571503469e-06,-5.733892608391494e-05,-6.659133317706858e-05,0.05555555555555555,8.0,28.0,9,1,0.15,0.07692307692307693,,
subject_id,id01,s3_local_q2_full,36,0,0,0,0,0,-6.088126771941482e-06,-1.3225943192862744e-06,1.1037443385264467e-05,-0.0003285314398132483,-0.00030869811077258733,0.4444444444444444,8.0,28.0,8,1,0.05,0.15384615384615385,,
subject_id,id05,s3_local_q2_full,36,0,0,0,0,0,-5.995906262379336e-06,-1.230373809724128e-06,1.0675710587104703e-05,-0.0003456375186046065,-0.00028232878472692633,0.4444444444444444,8.0,36.0,2,1,0.0,0.05128205128205128,,
subject_id,id09,s3_local_q2_full,36,0,0,0,0,0,-5.985801569852178e-06,-1.2202691171969704e-06,1.058514294005608e-05,-0.0003008832029292585,-0.0002795868713028394,0.3888888888888889,8.0,24.0,3,1,0.05,0.02564102564102564,,
subject_id,id07,s3_local_q2_full,36,0,0,0,0,0,-5.896548623818276e-06,-1.1310161711630684e-06,1.0733173598675982e-05,-0.0003050918406293096,-0.00028113522334848886,0.3888888888888889,8.0,32.0,11,1,0.25,0.05128205128205128,,
flank_prior_target,q2_strong_high_s3_strong_low,both,36,0,0,0,0,0,-5.816537800740207e-06,-1.051005348084999e-06,1.0849461895445778e-05,-0.00015087662065249585,-0.0001379150668659845,0.25,8.0,24.0,20,8,0.375,0.15384615384615385,,
subject_id,id04,both,36,0,0,0,0,0,-5.596462612222908e-06,-8.309301595676999e-07,1.149675419731544e-05,-7.369905733043552e-05,-6.440980661491231e-05,0.1111111111111111,4.0,24.0,9,1,0.1,0.1794871794871795,,
subject_id,id07,both,36,0,0,0,0,0,-5.540721209951194e-06,-7.751887572959859e-07,1.0796901072973597e-05,-9.217234103794936e-05,-0.000108822787562768,0.05555555555555555,12.0,32.0,11,1,0.25,0.05128205128205128,,
subject_id,id08,s3_local_q2_full,36,0,0,0,0,0,-5.525845286902253e-06,-7.603128342470455e-07,1.0986182311878423e-05,-0.0003278071826963852,-0.00032706213002360314,0.4444444444444444,8.0,20.0,5,1,0.075,0.07692307692307693,,
subject_id,id03,s3_local_q2_full,36,0,0,0,0,0,-5.476114424363132e-06,-7.105819717079243e-07,1.0925523096783074e-05,-0.000321964082752528,-0.00031299310130039073,0.4166666666666667,8.0,16.0,3,1,0.05,0.02564102564102564,,
subject_id,id01,both,36,0,0,0,0,0,-5.422151076905912e-06,-6.566186242507044e-07,1.1629179707317583e-05,-2.617961001212532e-05,-4.00857808534993e-05,0.05555555555555555,8.0,28.0,8,1,0.05,0.15384615384615385,,
subject_id,id09,both,36,0,0,0,0,0,-5.3488895801478975e-06,-5.833571274926896e-07,1.1064644704461557e-05,-1.092457968519811e-05,1.0094875505661663e-05,0.027777777777777776,4.0,24.0,3,1,0.05,0.02564102564102564,,
subject_id,id05,both,36,0,0,0,0,0,-5.344564433573673e-06,-5.790319809184652e-07,1.1172727795161208e-05,-4.3285688803483546e-05,7.456701061253623e-06,0.05555555555555555,0.0,36.0,2,1,0.0,0.05128205128205128,,
subject_id,id08,both,36,0,0,0,0,0,-4.869200740720281e-06,-1.03668288065073e-07,1.1551145989274758e-05,-4.256307410234472e-05,-4.676635814648291e-05,0.1111111111111111,4.0,20.0,5,1,0.075,0.07692307692307693,,
subject_id,id03,both,36,0,0,0,0,0,-4.857620059750545e-06,-9.208760709533692e-08,1.143387786761707e-05,-2.5713235204415097e-05,-4.839914535683114e-05,0.05555555555555555,12.0,16.0,3,1,0.05,0.02564102564102564,,
