route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,source_cells,h082_cells,h082_row,outside_h082_cells,route_source_action_sum,route_source_action_mean,route_source_posterior_sum,route_source_posterior_mean,route_source_count_mean,route_family_count_mean,route_source_consensus_mean,route_bad_same_mean,route_bad_opp_mean,route_h079_row,route_h080_score_mean,route_move_abs_mean,route_direction_consistency,route_h050_null_cells,route_action_score
r244_q3_s_stage,244,id10,2024-09-21,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.479576785455389,4.136997142857143,0.8273994285714286,0.8302961998189604,0.849113142857143,0.1543485714285714,0.8134434285714285,0.5386171428571429,0.0038650883247652,0.0193254416238263,1,5,3,0,11111,"2,3,4,5,6",0.9818840579710144,0.6632699275362319,0.9451992753623188,0.9260009057971016,5,5,1,0,-1.1893001503948333e-05,-2.3786003007896666e-06,-0.0192013963372814,-0.00384027926745628,21.0,3.0,1.0,0.2708571428571428,0.7444571428571429,0.0,0.83184,0.1940546211788173,0.6,0,0.896911231884058
r133_nonq2_full,133,id06,2024-07-12,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.626910095849464,4.945474285714285,0.8242457142857141,0.83310397013563,0.8489561904761903,0.1850761904761904,0.8122095238095238,0.6680171428571429,0.0014704998566623,0.0088229991399741,2,4,3,2,1011111,"0,2,3,4,5,6",0.9950181159420288,0.6632699275362319,0.9180253623188406,0.9233242753623188,6,6,1,0,-2.1383313224964766e-05,-3.5638855374941275e-06,-0.00874942124236994,-0.0014582368737283233,20.333333333333332,3.0,1.0,0.27599999999999997,0.6576190476190477,0.0,0.8171780952380954,0.1589617818017317,0.5,0,0.896555706521739
r129_full_state,129,id06,2024-07-08,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.3510917799530366,4.794408571428572,0.6849155102040817,0.7100948315356584,0.6861942857142858,0.2878571428571428,0.6669534693877551,0.6633971428571429,0.0015864444779466,0.0111051113456264,3,7,3,0,1111111,"0,1,2,3,4,5,6",0.9678442028985508,0.9026268115942028,0.7703804347826086,0.923913043478261,7,6,1,1,-1.5592385160185107e-05,-2.227483594312158e-06,-0.011092180056085199,-0.001584597150869314,15.714285714285714,2.2857142857142856,1.0,0.36775510204081624,0.6325714285714286,0.0,0.7036404081632653,1.7202367536532968,0.7142857142857143,0,0.8951821299171842
r053_nonq2_full,53,id02,2024-10-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.6725016943668405,4.8934171428571425,0.8155695238095237,0.8328830177546775,0.8054914285714285,0.183447619047619,0.741595238095238,0.7900571428571429,0.0013349470781193,0.0080096824687162,2,5,3,1,1011111,"0,2,3,4,5,6",0.9968297101449276,0.7373188405797102,0.9202898550724636,0.9321376811594202,6,6,1,0,-7.60379947303411e-06,-1.2672999121723517e-06,-0.007959637295534299,-0.0013266062159223832,17.333333333333332,2.5,1.0,0.31076190476190463,0.7177142857142856,0.0,0.7962733333333333,0.6913225846348197,0.8333333333333334,0,0.8940172101449274
r053_full_state,53,id02,2024-10-10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.6191868223956245,5.395848571428572,0.7708355102040817,0.8023878927601482,0.7834106122448979,0.2067816326530611,0.6935624489795919,0.7900571428571429,0.0011469192101981,0.0080284344713873,3,6,3,1,1111111,"0,1,2,3,4,5,6",0.9936594202898552,0.8591485507246377,0.8840579710144928,0.9425271739130434,7,7,1,0,-7.65184678218373e-06,-1.09312096888339e-06,-0.007978389298205395,-0.0011397698997436278,15.714285714285714,2.2857142857142856,1.0,0.291877551020408,0.701795918367347,0.0,0.7587779591836734,0.5944914569463421,0.7142857142857143,0,0.893044448757764
r244_full_state,244,id10,2024-09-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.499573994730962,5.22526,0.7464657142857142,0.7681829948009646,0.7880587755102042,0.2400979591836734,0.7831877551020409,0.5386171428571429,0.0028717994939636,0.0201025964577456,3,7,3,0,1111111,"0,1,2,3,4,5,6",0.9850543478260868,0.9026268115942028,0.8369565217391305,0.9511548913043476,7,7,1,0,-1.6280549861016877e-05,-2.3257928372881254e-06,-0.0199785511712007,-0.0028540787387429573,16.714285714285715,2.4285714285714284,1.0,0.37175510204081624,0.6193469387755102,0.0,0.7556742857142859,0.15406724865841845,0.5714285714285714,0,0.8882408126293997
r140_nonq2_full,140,id06,2024-07-21,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.614940497928776,4.836877142857142,0.8061461904761904,0.8233325415642015,0.8243676190476191,0.1864595238095238,0.6763666666666666,0.8460171428571429,0.0014598830406967,0.0087592982441807,2,6,2,0,1011111,"0,2,3,4,5,6",0.9927536231884058,0.8054800724637681,0.9157608695652174,0.938197463768116,6,6,1,0,-5.852232610074473e-06,-9.753721016790787e-07,-0.008709195536412577,-0.001451532589402096,18.0,2.6666666666666665,1.0,0.2645238095238094,0.8152380952380952,0.0,0.7920438095238095,0.9980559871259166,0.6666666666666666,0,0.8875271739130434
r140_q3_s_stage,140,id06,2024-07-21,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.626490645566996,4.383431428571429,0.8766862857142858,0.886250485533246,0.8864891428571429,0.1046314285714285,0.7212011428571429,0.846017142857143,0.0017508396944284,0.0087541984721422,1,5,1,0,11111,"2,3,4,5,6",0.9945652173913044,0.6632699275362319,0.9755434782608696,0.9264945652173914,5,5,1,0,-5.826136128809047e-06,-1.1652272257618094e-06,-0.008704095764374135,-0.0017408191528748272,20.4,3.0,1.0,0.1785714285714285,0.9277714285714286,0.0,0.8543628571428572,1.1961515741054085,0.6,0,0.8871014492753622
r119_nonq2_full,119,id05,2024-11-07,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.162530986444683,3.8511228571428577,0.6418538095238095,0.6035649225165826,0.6997942857142858,0.2193309523809523,0.6422457142857142,0.3013971428571429,0.0012332990116626,0.0073997940699755,4,6,4,0,1011111,"0,2,3,4,5,6",0.9316123188405796,0.9026268115942028,0.8659420289855072,0.9065715579710144,6,6,1,0,-8.368216879416627e-06,-1.3947028132361046e-06,-0.007339512693494201,-0.0012232521155823668,20.333333333333332,3.0,1.0,0.3349047619047618,0.6572380952380953,0.0,0.7039699999999999,0.11901102048329314,0.8333333333333334,0,0.8867096920289854
r099_nonq2_full,99,id04,2024-10-20,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.6805795369139274,5.038165714285714,0.8396942857142857,0.8553496844213445,0.81964,0.1924380952380951,0.8012676190476191,0.850937142857143,0.0017620461759478,0.0105722770556869,2,5,1,1,1011111,"0,2,3,4,5,6",0.9972826086956522,0.7373188405797102,0.907608695652174,0.9378985507246378,6,6,1,0,-8.447590915109752e-06,-1.4079318191849588e-06,-0.009185561255643801,-0.0015309268759406336,20.5,3.6666666666666665,1.0,0.32399999999999995,0.7014285714285714,1.0,0.8339542857142859,0.1117523573700478,0.5,0,0.8832744565217391
r244_nonq2_full,244,id10,2024-09-21,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.4519664694061607,4.600917142857143,0.7668195238095238,0.7745906368022967,0.7946419047619049,0.222195238095238,0.7790685714285713,0.5386171428571429,0.0032428914372768,0.0194573486236613,2,6,3,0,1011111,"0,2,3,4,5,6",0.9791666666666666,0.8054800724637681,0.8618659420289855,0.935203804347826,6,6,1,0,-1.2234476788929947e-05,-2.0390794648216577e-06,-0.0193333033371164,-0.0032222172228527335,18.5,2.6666666666666665,1.0,0.3653333333333333,0.6724761904761904,0.0,0.7763309523809525,0.16740169579360717,0.5,0,0.8822690217391304
r099_full_state,99,id04,2024-10-20,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.615706975846175,5.442057142857143,0.7774367346938776,0.8131780968417809,0.7969861224489796,0.2383632653061224,0.7563795918367349,0.850937142857143,0.0015181234659478,0.010626864261635,3,5,1,2,1111111,"0,1,2,3,4,5,6",0.9932065217391304,0.8054800724637681,0.8392210144927537,0.936032608695652,7,7,1,0,-8.525470344097971e-06,-1.2179243348711386e-06,-0.009212666715565625,-0.0013160952450808037,17.857142857142858,3.4285714285714284,1.0,0.3467755102040816,0.6453877551020408,1.0,0.7784681632653062,0.09707691475709038,0.5714285714285714,0,0.879200957556936
r053_q3_s_stage,53,id02,2024-10-10,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.5570036197957604,4.1792,0.8358399999999999,0.8389167712475316,0.8076342857142856,0.1502914285714285,0.7460502857142857,0.7900571428571428,0.0014396378905923,0.0071981894529619,2,4,2,1,11111,"2,3,4,5,6",0.9895833333333334,0.6632699275362319,0.948822463768116,0.918088768115942,5,5,1,0,-6.964834448125704e-06,-1.392966889625141e-06,-0.007148144279779998,-0.0014296288559559997,19.6,2.8,1.0,0.2657142857142857,0.7742857142857144,0.0,0.8166691428571429,0.8090132421293174,0.8,0,0.8785190217391305
r128_s_stage,128,id06,2024-07-07,s_stage,"S1,S2,S3,S4",4,0,4,2.514015673718743,3.465491428571429,0.8663728571428573,0.8613580520019103,0.8557942857142857,0.0670999999999999,0.7877385714285714,0.7328571428571429,0.0036367740776731,0.0145470963106925,1,2,3,2,1111,"3,4,5,6",0.9873188405797102,0.3154438405797101,0.9936594202898552,0.8780570652173911,4,4,1,0,-1.2186017836488527e-05,-3.0465044591221317e-06,-0.014349013864642202,-0.0035872534661605506,21.0,3.0,1.0,0.1785714285714285,0.9128571428571429,0.0,0.8573214285714286,1.173907894122328,1.0,0,0.8775860507246377
r066_q3_s_stage,66,id03,2024-08-25,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.5364892295139776,4.16512,0.833024,0.8361201998189604,0.8331062857142857,0.1834685714285714,0.7173851428571429,0.7341371428571428,0.0016810174019602,0.008405087009801,2,5,1,0,11111,"2,3,4,5,6",0.9877717391304348,0.7373188405797102,0.9198369565217392,0.926467391304348,5,5,1,0,-9.301247839757497e-06,-1.8602495679514993e-06,-0.008326686986780516,-0.0016653373973561033,18.2,2.6,1.0,0.24525714285714278,0.7333714285714286,0.0,0.8047154285714286,0.12139553663923146,0.8,0,0.877434329710145
r099_q3_s_stage,99,id04,2024-10-20,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.6241261779584386,4.364000000000001,0.8728000000000001,0.8842561998189604,0.8523588571428571,0.1378914285714285,0.8188274285714285,0.8509371428571428,0.0020167009939709,0.0100835049698545,1,4,1,1,11111,"2,3,4,5,6",0.9941123188405796,0.5849184782608695,0.9569746376811594,0.9178351449275362,5,5,1,0,-7.989477228086822e-06,-1.5978954456173645e-06,-0.0088308107117769,-0.0017661621423553798,23.0,4.0,1.0,0.2558857142857142,0.7626285714285714,1.0,0.8701080000000001,0.12268880658426784,0.6,0,0.8773641304347827
r132_full_state,132,id06,2024-07-11,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.5654858239380864,5.301114285714286,0.7573020408163266,0.7930785050050463,0.8047477551020409,0.2461183673469388,0.7184171428571428,0.7058171428571428,0.0014685172529572,0.0102796207707006,3,7,2,0,1111111,"0,1,2,3,4,5,6",0.9904891304347826,0.9026268115942028,0.8315217391304348,0.9464990942028984,7,6,1,1,-8.995984802940062e-06,-1.2851406861342945e-06,-0.0101265787293564,-0.0014466541041937716,14.142857142857142,2.142857142857143,1.0,0.3412244897959183,0.6715102040816326,0.0,0.7358444897959184,0.1553502863770779,0.7142857142857143,0,0.8772428183229812
r128_full_state,128,id06,2024-07-07,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.4596345818770473,4.973028571428572,0.7104326530612246,0.7415976886785157,0.7400114285714288,0.2812408163265306,0.7148097959183674,0.732857142857143,0.0022157472214331,0.0155102305500319,4,4,5,3,1111111,"0,1,2,3,4,5,6",0.980072463768116,0.8054800724637681,0.7803442028985508,0.9217164855072464,7,7,1,0,-1.4486120729182026e-05,-2.069445818454575e-06,-0.015312148103981602,-0.002187449729140229,14.571428571428571,2.142857142857143,1.0,0.4046530612244897,0.6573061224489797,0.0,0.7161506122448981,0.6936031912788343,0.8571428571428571,0,0.8772253493788819
r026_nonq2_full,26,id01,2024-09-15,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.38113959312662,4.391500000000001,0.7319166666666668,0.7605192082308682,0.773457142857143,0.2768071428571428,0.6668714285714286,0.660397142857143,0.0017709344322761,0.0106256065936569,2,6,1,0,1011111,"0,2,3,4,5,6",0.9719202898550724,0.8054800724637681,0.7889492753623188,0.9124728260869563,6,6,1,0,-1.0299183700034079e-05,-1.7165306166723465e-06,-0.010590836043313099,-0.0017651393405521832,14.833333333333334,3.0,1.0,0.38785714285714284,0.596,0.0,0.7592709523809523,0.11770482065284876,0.6666666666666666,0,0.8766009963768115
r137_full_state,137,id06,2024-07-17,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.271673799830527,4.671171428571429,0.6673102040816328,0.6910809539846381,0.7108555102040816,0.2311918367346938,0.5983453061224491,0.6002771428571431,0.00086934642542,0.0060854249779402,3,7,2,0,1111111,"0,1,2,3,4,5,6",0.9533514492753624,0.9026268115942028,0.8505434782608695,0.909429347826087,7,7,1,0,-7.839530638707856e-06,-1.1199329483868365e-06,-0.006061522143497934,-0.0008659317347854192,12.714285714285714,2.142857142857143,1.0,0.30971428571428566,0.7199183673469387,0.0,0.6946142857142859,0.5544769937769516,0.5714285714285714,0,0.8761189829192546
r132_nonq2_full,132,id06,2024-07-11,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.5719481234001007,4.709582857142858,0.7849304761904764,0.8055820653737253,0.8214209523809525,0.2340714285714285,0.7233695238095237,0.7058171428571428,0.001695813001249,0.0101748780074944,2,6,2,0,1011111,"0,2,3,4,5,6",0.9909420289855072,0.8054800724637681,0.8455615942028986,0.9331159420289856,6,5,1,1,-7.594556861334177e-06,-1.2657594768890295e-06,-0.0100218359661502,-0.0016703059943583667,15.5,2.3333333333333335,1.0,0.33266666666666656,0.7040000000000001,0.0,0.7572276190476191,0.1761441494011148,0.8333333333333334,0,0.8721331521739131
r133_q3_s_stage,133,id06,2024-07-12,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.4519324640214086,4.07166,0.814332,0.8167259141046745,0.8376708571428573,0.2017971428571428,0.8032114285714286,0.6680171428571429,0.0013920606714443,0.0069603033572217,2,3,2,2,11111,"2,3,4,5,6",0.978713768115942,0.5849184782608695,0.8903985507246377,0.8930253623188406,5,5,1,0,-1.9009386237634527e-05,-3.8018772475269054e-06,-0.006896991891246839,-0.0013793983782493678,20.2,3.0,1.0,0.29548571428571424,0.6428571428571429,0.0,0.8031445714285714,0.1563980628293919,0.6,0,0.8712884963768116
r129_q3_s_stage,129,id06,2024-07-08,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.237966897559188,3.6644114285714298,0.7328822857142858,0.7349521998189604,0.6961714285714284,0.2559685714285714,0.710736,0.663397142857143,0.0016411945624551,0.0082059728122757,2,5,2,0,11111,"2,3,4,5,6",0.9492753623188406,0.7373188405797102,0.8215579710144928,0.8903623188405797,5,5,1,0,-8.579356692108111e-06,-1.7158713384216223e-06,-0.008193041522734498,-0.0016386083045468996,19.6,2.8,1.0,0.3467999999999999,0.7187428571428571,0.0,0.764248,2.372291623505823,0.6,0,0.8712386775362319
r002_full_state,2,id01,2024-08-02,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.5502205982990827,5.2508485714285715,0.7501212244897959,0.7754883009234136,0.7781681632653061,0.2334979591836734,0.6462408163265306,0.7792171428571429,0.0014239117952786,0.0099673825669503,4,6,2,1,1111111,"0,1,2,3,4,5,6",0.988677536231884,0.9026268115942028,0.8469202898550725,0.9426856884057973,7,7,1,0,-7.508123941134259e-06,-1.0725891344477512e-06,-0.00993684957440846,-0.0014195499392012085,14.857142857142858,2.4285714285714284,1.0,0.27583673469387743,0.6428571428571429,0.0,0.7368085714285714,0.10881933463377126,0.7142857142857143,0,0.8704108436853001
r054_q3_s_stage,54,id02,2024-10-12,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.4233772435268244,3.9372514285714297,0.7874502857142859,0.7974310569618176,0.789328,0.1632057142857143,0.7383737142857142,0.6424971428571429,0.00320805770492,0.0160402885246,1,4,1,1,11111,"2,3,4,5,6",0.9759963768115942,0.5849184782608695,0.9365942028985508,0.9057291666666666,5,5,1,0,-5.973033948473519e-06,-1.1946067896947037e-06,-0.015996877734527324,-0.003199375546905465,18.2,2.8,1.0,0.29965714285714273,0.8227428571428572,0.0,0.7940325714285714,1.3150160073141222,0.8,0,0.8683967391304349
r244_s_stage,244,id10,2024-09-21,s_stage,"S1,S2,S3,S4",4,0,4,2.327634045147314,3.2865285714285712,0.8216321428571428,0.8189580520019102,0.8329457142857144,0.1579249999999999,0.7979371428571428,0.5386171428571429,0.0039806970060754,0.0159227880243016,1,4,3,0,1111,"3,4,5,6",0.9642210144927535,0.5849184782608695,0.9438405797101448,0.9021467391304347,4,4,1,0,-9.199393075016578e-06,-2.2998482687541445e-06,-0.0158215675479021,-0.003955391886975525,21.0,3.0,1.0,0.2939285714285714,0.7452857142857143,0.0,0.8209835714285715,0.20063814242275096,0.75,0,0.8668455615942029
r219_full_state,219,id09,2024-09-10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.3734683756751984,4.923571428571429,0.7033673469387756,0.7138034029642301,0.7789502040816326,0.2165102040816326,0.7084914285714287,0.4856171428571429,0.0019442559124415,0.0136097913870906,3,6,2,1,1111111,"0,1,2,3,4,5,6",0.9710144927536232,0.8591485507246377,0.8668478260869565,0.9351132246376812,6,6,1,1,-1.3488764982228188e-05,-1.9269664260325984e-06,-0.0132060150815361,-0.0018865735830765858,13.142857142857142,2.142857142857143,0.8571428571428571,0.31689795918367336,0.5994285714285713,0.0,0.5710424489795918,0.1358562294584039,0.6666666666666666,0,0.8660756340579709
r132_s_stage,132,id06,2024-07-11,s_stage,"S1,S2,S3,S4",4,0,4,2.500186388004457,3.5560485714285717,0.8890121428571429,0.8901609091447674,0.8817171428571428,0.1117749999999999,0.8193271428571428,0.7058171428571429,0.0022355783707087,0.0089423134828348,1,4,1,0,1111,"3,4,5,6",0.9855072463768116,0.5849184782608695,0.9732789855072465,0.912884963768116,4,4,1,0,-7.237550236466325e-06,-1.8093875591165812e-06,-0.0087892714414906,-0.00219731786037265,21.0,3.0,1.0,0.22907142857142848,0.8585714285714285,0.0,0.8667750000000001,0.22073070004178064,0.75,0,0.8651109601449275
r140_s_stage,140,id06,2024-07-21,s_stage,"S1,S2,S3,S4",4,0,4,2.506139188004457,3.5471714285714286,0.8867928571428572,0.886872337716196,0.8749371428571429,0.0804642857142856,0.7325714285714287,0.846017142857143,0.0017072556585599,0.0068290226342398,1,4,1,0,1111,"3,4,5,6",0.9864130434782608,0.5849184782608695,0.9859601449275364,0.906784420289855,4,4,1,0,-5.566247085968289e-06,-1.3915617714920722e-06,-0.006791853007611134,-0.0016979632519027836,20.5,3.0,1.0,0.1785714285714285,0.9207142857142858,0.0,0.8590814285714286,1.4624183828084276,0.75,0,0.8633899456521738
r054_s_stage,54,id02,2024-10-12,s_stage,"S1,S2,S3,S4",4,0,4,2.4621687594330286,3.400468571428572,0.850117142857143,0.8393694805733389,0.8428457142857144,0.0659999999999999,0.7399357142857143,0.6424971428571429,0.0037811306177578,0.0151245224710312,1,3,1,1,1111,"3,4,5,6",0.9805253623188406,0.46875,0.9941123188405796,0.8970471014492754,4,4,1,0,-5.332915468024528e-06,-1.333228867006132e-06,-0.015083055854234525,-0.003770763963558631,21.0,3.0,1.0,0.1785714285714285,0.937142857142857,0.0,0.83713,1.6216146118740153,1.0,0,0.8628736413043478
