cells,rows,mean_action_health,mean_projection_score,mean_incremental_energy_delta,mean_subject_energy_delta,bad_tangent_dot,bad_tangent_cosine,anti_bad_rate,variant
28.0,26.0,0.5906901085688798,0.570683446927671,0.03726542463384128,0.008179937089967365,-0.07679902561121843,-0.061315039592764395,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5833460456535755,0.5512325347922568,0.05263165814514315,0.00988859774820163,-0.037655356547155,-0.03006339805997753,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6224449373812359,0.5662044904736087,0.04194312268200997,0.009090407026337633,-0.07597352551433716,-0.060655974315291496,1.0,anti_tangent_invariant_projection
28.0,26.0,0.597186982609206,0.5806299664785568,0.03139443317365505,0.008092257275123799,-0.09868021251710857,-0.07878460812952133,1.0,anti_tangent_invariant_projection
28.0,28.0,0.582407590475119,0.5761039336878417,0.04126045125434913,0.006142010352834127,-0.09007397558799782,-0.07191353452079505,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5715856320857222,0.5851698341386417,0.0272015909271216,0.007292826756062898,-0.09771382604856624,-0.07801306156224393,1.0,anti_tangent_invariant_projection
28.0,28.0,0.6116227504231562,0.5592882114962764,0.0565740561370819,0.009857751203496603,-0.09448289942730609,-0.07543354454197923,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6172304670625256,0.5845081062570978,0.04034069474668604,0.009108902542682746,-0.09932900755504612,-0.07930259508472196,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5997514769540133,0.5772225515835782,0.0397598208312301,0.009408053160809822,-0.12489185790794749,-0.09971154127925679,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5951704588801292,0.5867789975587517,0.02260969216856501,0.008566436125353233,-0.07915429107659011,-0.06319544359673968,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5882546404660592,0.5697919247405794,0.03437993691594684,0.007750862103340017,-0.09251171277675531,-0.07385978255006152,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5850752878957222,0.585043696309621,0.02856400048106735,0.007555724878309719,-0.109171049105522,-0.0871603141448048,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5844188319023226,0.57276501803048,0.042426087027217944,0.010268994343409416,-0.14339890251795565,-0.1144872518299639,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5662705924709526,0.5471981223815593,0.05392262023667733,0.009094905623735853,-0.04856956543836892,-0.03877711734173269,1.0,anti_tangent_invariant_projection
28.0,25.0,0.594453329676604,0.584709207625104,0.03744382388109296,0.006196841403592668,-0.10593458491463412,-0.08457637602286244,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6275719934143681,0.5758425534290575,0.039611679017413456,0.008822638298531799,-0.05829978194958268,-0.046545557186939424,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5906771682737625,0.5822946769730631,0.02786476061391253,0.007773334615447248,-0.07765218344867551,-0.061996186341257996,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5942531635539178,0.5807670825233066,0.03197146833518415,0.008586575453836136,-0.03376186905030268,-0.02695490367318728,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5897744800455879,0.5760449512900527,0.04260933156878415,0.006729971723008961,-0.10878046280875897,-0.08684847666952675,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5867257860854407,0.5624075297145572,0.06069691636721025,0.008291471712694875,-0.14481996294161312,-0.11562180237206793,1.0,anti_tangent_invariant_projection
28.0,28.0,0.6121101053851786,0.5857793656301015,0.03261181871526623,0.0072864023824091295,-0.08543577213342379,-0.06821047154319705,1.0,anti_tangent_invariant_projection
28.0,25.0,0.6041603620191822,0.5948953377260249,0.024419325959635845,0.007538958082106666,-0.09163930406089801,-0.073163266226734,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6048128388941663,0.5855908670309483,0.03043823115427634,0.007922467026285246,-0.09644266817611413,-0.07699819067478478,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5719902851190591,0.5730855638456503,0.034940067603299735,0.00839092736022636,-0.08771073855257416,-0.07002676615048227,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6038598975040405,0.5823472634036021,0.027839535924898604,0.006973773713280266,-0.0804503100096663,-0.06423016313337572,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5806445942727592,0.5828323222757598,0.028961010561825012,0.0055236648735567774,-0.07724910798627627,-0.0616743777279431,1.0,anti_tangent_invariant_projection
28.0,24.0,0.5749146919431904,0.6029592571148513,0.018198007753666756,0.006004787127085748,-0.11793805123300619,-0.0941597399614524,1.0,anti_tangent_invariant_projection
28.0,24.0,0.5794571587478873,0.5888399926903023,0.032355100547949565,0.008323196734392394,-0.07670832229100957,-0.06124262360017153,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5770275417759484,0.5619857367334128,0.05124306385333071,0.0075577172644739595,-0.0872662925194633,-0.0696719279751258,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5708539084013708,0.5766383494821505,0.039970615977798704,0.0069895358863403464,-0.10631346875597672,-0.0848788704561979,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5841583762164856,0.5801648475838003,0.03274354861495065,0.00726380005041221,-0.0779987316151381,-0.06227286452015861,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5776503018158963,0.5959431369604941,0.022819527212481507,0.007892334716529233,-0.10942966270622323,-0.08736678685770738,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5998333667467813,0.5707270332607658,0.04868130535773874,0.00838242067659255,-0.07689699038817228,-0.06139325300927348,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5857659951757614,0.5534423868143288,0.05125684601838537,0.008818894097605553,-0.06893559949040129,-0.0550370135358524,1.0,anti_tangent_invariant_projection
28.0,25.0,0.5994591191656509,0.6009288531551741,0.020022006383284132,0.007623055936791858,-0.13529417633578145,-0.10801657589633677,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5984317966984275,0.5737386194914528,0.04500932479248563,0.008424483935575811,-0.10275224020945514,-0.08203564598048323,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6009603955318765,0.5710305105757406,0.0398238282339029,0.008070592866037394,-0.1310343467596799,-0.10461560020636732,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5767361096409086,0.5828996987248114,0.029843341603397112,0.0072055956725827165,-0.0953659413965004,-0.07613855027443885,1.0,anti_tangent_invariant_projection
28.0,28.0,0.593123400452055,0.5869225273235603,0.03776657946564806,0.006842290777829845,-0.09106179435384645,-0.07270219227076574,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5792593563007431,0.5650829748406313,0.047611982357667164,0.008147681373184395,-0.07179351588231934,-0.0573187255149907,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5751795796535745,0.5650398164884142,0.04152596390000202,0.008009460507644792,-0.09502282803851289,-0.0758646143883729,1.0,anti_tangent_invariant_projection
28.0,25.0,0.5876454991209924,0.5871575163125609,0.020925594081114298,0.007929092630450238,-0.0776737833996081,-0.06201343137576323,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5920841552225596,0.5945733663134422,0.018003504455450164,0.007321510501796853,-0.06594397700459445,-0.05264855287891074,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5904234860848411,0.5822079055568258,0.03720438113775078,0.0072297479606050425,-0.10606279916693301,-0.08467874010747804,1.0,anti_tangent_invariant_projection
28.0,25.0,0.6115680167389071,0.5740085181462055,0.0408244293227289,0.00874006919181196,-0.09141443967236157,-0.07298373831246185,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5936733904187351,0.5751570774423671,0.027879240550514068,0.008681252145704744,-0.033826853257707984,-0.027006785962295107,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6077135412010087,0.5720956197941318,0.042927756424465766,0.007405825765464803,-0.10928001090727157,-0.0872473073994093,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6112818135589858,0.5463703611053983,0.05282076795378465,0.008718158204233136,-0.035407458566709515,-0.02826871443509341,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6066417151719897,0.5973613197477154,0.023283406179431802,0.007095942308829294,-0.09605468738327078,-0.07668843338964877,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5935593448945056,0.5697170321289338,0.032318710271448566,0.007887054771487271,-0.06914210075462252,-0.05520188064309641,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6054436290272104,0.5828623599546986,0.037919249007378315,0.007884457012409531,-0.11602044694842242,-0.09262875722180507,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5882461135693104,0.5805725801415331,0.029812381939682914,0.0075593884605953815,-0.08204976846018668,-0.06550714363462719,1.0,anti_tangent_invariant_projection
28.0,26.0,0.58813023980366,0.5983372915705559,0.024689983406506976,0.005600566199715835,-0.09851470624862566,-0.07865247073162968,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5887636690429573,0.5862988619237204,0.03429455007728858,0.007377308794294358,-0.09785699302472091,-0.07812736364799874,1.0,anti_tangent_invariant_projection
28.0,27.0,0.595122080492336,0.584834680662025,0.03378317393250713,0.005538913378174666,-0.10715239189724209,-0.08554865246466205,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5960282829913436,0.5910942050815706,0.030615021950823502,0.005942677312675194,-0.09282224087673399,-0.07410770291875535,1.0,anti_tangent_invariant_projection
28.0,25.0,0.6324972311713638,0.5636318229972704,0.05173351273559739,0.00841355455784348,-0.03162878695557387,-0.02525188710426601,1.0,anti_tangent_invariant_projection
28.0,27.0,0.568914400695499,0.5822793829290138,0.031021104977163573,0.007047535230743897,-0.10011364150982047,-0.07992903352739653,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5982445838672287,0.5900017688867368,0.02897366894357315,0.00827804082905201,-0.10694468403721363,-0.08538282203178853,1.0,anti_tangent_invariant_projection
28.0,27.0,0.605026748694818,0.5813239842246684,0.035689314803614626,0.007152197766680343,-0.07436566672331779,-0.05937228712464925,1.0,anti_tangent_invariant_projection
28.0,27.0,0.59353938741188,0.5920044793258022,0.030988956110680064,0.006255783323788089,-0.1076191009288002,-0.08592126504041465,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5960294306231135,0.5741978369785159,0.03157777420722282,0.00881849547494267,-0.08888873832928193,-0.07096726119419221,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5902035475231067,0.5731733311504952,0.03565675089024031,0.00843088939138742,-0.09317505392577885,-0.07438938287366181,1.0,anti_tangent_invariant_projection
28.0,26.0,0.591262647148989,0.5694819496522127,0.03869961303941609,0.007409601767758242,-0.049949231527783085,-0.039878619349394455,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5832451122872403,0.5887071490004411,0.030184741569651254,0.007700157595053098,-0.13779676346646472,-0.11001459901942927,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6133963476780527,0.5715239575004096,0.04490015741397436,0.007259355540474229,-0.07867081702453319,-0.06280944611294328,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5925849269173737,0.5888899429865828,0.026783330346703688,0.007261090896696702,-0.05819546582903525,-0.04646227296541937,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5800230580945028,0.5683855858468446,0.04473595893439354,0.007274981017972362,-0.10686546371763012,-0.08531957387215165,1.0,anti_tangent_invariant_projection
28.0,24.0,0.5951465554221999,0.5900264045325766,0.0330026663640604,0.006739388259182147,-0.14238008831791987,-0.11367384785099807,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5943474420312338,0.584929334567362,0.024923297779313954,0.0077420580181044914,-0.06903615241896792,-0.055117293288715966,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5809554390808606,0.5892767618785534,0.02642022934791333,0.006873633622682422,-0.06769882589287522,-0.05404959447036208,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5849565607817057,0.5912408329763045,0.03375794604045127,0.006730803097077878,-0.09319934358385647,-0.07440877532473618,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5708615036966778,0.5787978159609267,0.029976674815837497,0.0072751024481125534,-0.08439804408606724,-0.06738196706929532,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5946950094000034,0.5962996005187788,0.02427477521406838,0.006463933599013316,-0.13186479026979075,-0.10527861222112606,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5998934134948789,0.5703425520705108,0.03552458174764893,0.007838927850156179,-0.054226832949930255,-0.043293783779849236,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6222436169001664,0.5785152594922041,0.040084000869038114,0.007314288052601872,-0.09162313083091594,-0.07315035379420246,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5770601122666343,0.5864367608198043,0.03231617400880445,0.007789937841853097,-0.10706449372951618,-0.08547847605823823,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5672753381550665,0.5803638077993919,0.034520504897176306,0.007103470240539116,-0.09860413187378034,-0.07872386663416006,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6154089161420048,0.5488841457945434,0.06070015288409787,0.009974818530448253,-0.05092652635747596,-0.04065887496721663,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5776545484735213,0.56536191987399,0.034859293685859175,0.009437407839706828,-0.06208209158317793,-0.04956528905320037,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5621499767516271,0.5844667795314918,0.0353565405375685,0.00868410790441868,-0.1427808983110007,-0.11399384775202984,1.0,anti_tangent_invariant_projection
28.0,28.0,0.6045170558744399,0.5838686649005015,0.030313932072902627,0.008225141998681981,-0.08402769747340519,-0.06708628861455326,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6064874093366363,0.5862374928830244,0.030712313150901137,0.007549357739361046,-0.06633809912664804,-0.052963213297135756,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5714421582771813,0.5927885039450386,0.02034724272076262,0.007960321175502228,-0.11278516437697006,-0.09004576248478063,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6100625657029929,0.5862029908080454,0.03318894864043176,0.007595399625606318,-0.10639384052940914,-0.08494303791705991,1.0,anti_tangent_invariant_projection
28.0,25.0,0.6064245414033216,0.5751744783486694,0.04573355896982321,0.008354076525414643,-0.09411115887039295,-0.07513675318578739,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5905828770888684,0.5920425214179629,0.027848261890235145,0.0070432481900736185,-0.09513827259166555,-0.0759567833617549,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5694544947901578,0.5861527437969671,0.028936949597534872,0.007063471368624494,-0.10173911410432647,-0.0812267832800253,1.0,anti_tangent_invariant_projection
28.0,28.0,0.6032669484776207,0.5605498053524784,0.0405985235109361,0.00910772229103352,-0.03369086764610303,-0.026898217356206098,1.0,anti_tangent_invariant_projection
28.0,25.0,0.5812654298640121,0.576152099320114,0.030639463304150284,0.007762876503248044,-0.09325480883140161,-0.07445305783772624,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5857728475488359,0.5644625718639714,0.04669581127785499,0.009427604983098584,-0.07714377257133673,-0.061590279719066866,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5728452454934486,0.5867691555351094,0.03529699896370121,0.007566231324067744,-0.12800266133863586,-0.10219515398137032,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6134112661217042,0.5717295464218372,0.0494037328678524,0.007497659581169524,-0.09754140644981929,-0.0778754046787145,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5801893590640719,0.5869374403073945,0.019103021927851904,0.006718725097224686,-0.07999882198271761,-0.06386970274956617,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5914027550044171,0.5771121255297709,0.04081606449217873,0.007266531615536212,-0.09974883129386419,-0.07963777523789115,1.0,anti_tangent_invariant_projection
28.0,27.0,0.614509364262959,0.5752549958190193,0.03735799573664228,0.00864865349343136,-0.07807839326750501,-0.062336465032405065,1.0,anti_tangent_invariant_projection
28.0,25.0,0.6054532762745203,0.6062044207556474,0.022704205453437442,0.005451647781632369,-0.10908158312913556,-0.0870888860265353,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5716808445397454,0.5504436888209405,0.04789504409678603,0.00949542093657518,-0.032732725781683375,-0.026133253141037795,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5956970066050643,0.563858319086367,0.04577833513122056,0.007614050737341783,-0.06659759387762536,-0.053170389505475105,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5805606387777639,0.5694937662438511,0.0480154235774344,0.00830460089409753,-0.13692670259561435,-0.10931995717573753,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5890035524083458,0.5727812087794241,0.03547349500144395,0.008400794382428672,-0.09385142795587999,-0.07492938842848634,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5714786017899226,0.6033300491927915,0.01952957026860406,0.0058562496709765105,-0.12455862653437122,-0.09944549500195354,1.0,anti_tangent_invariant_projection
28.0,25.0,0.6055853035989246,0.575976160891099,0.034991117441896494,0.00996836712089089,-0.057186277144800866,-0.04565655383502767,1.0,anti_tangent_invariant_projection
28.0,28.0,0.6008232851173556,0.5875079571458706,0.03166707566033887,0.006701873401852851,-0.059684544077113585,-0.04765112778500852,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6087437326162262,0.564637297711207,0.04144013491197968,0.008213175007584141,-0.0526559814908528,-0.04203964261541217,1.0,anti_tangent_invariant_projection
28.0,28.0,0.6048204749055429,0.5849978769701085,0.031193062024651653,0.005917406901352555,-0.07629801359782697,-0.060915040098069494,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5911205104854299,0.5827904885742206,0.02776846239549501,0.007051662236447899,-0.10466527792925906,-0.08356298285225591,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6158530258810526,0.5785611146828404,0.029610921417619514,0.006262731540819502,-0.03155339670843929,-0.025191696809517144,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6078653433619741,0.5805158441004775,0.04992926040631789,0.006704178781116335,-0.09630884434933812,-0.07689134800104092,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5956093857230084,0.5789643736368637,0.03299862485833364,0.007662631684574798,-0.03373519026970059,-0.026933603787207154,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6038251890521691,0.5825449120217462,0.025804403899828715,0.006798361692474526,-0.09208881014167553,-0.07352214425833281,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5740142070929167,0.6029290957949652,0.017649096743210545,0.006131690769446929,-0.10830131062321834,-0.08646592969066128,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6016574949048954,0.5873212336675419,0.020827440577815635,0.008317995741755426,-0.07624032116199023,-0.0608689794357189,1.0,anti_tangent_invariant_projection
28.0,25.0,0.5779269239560462,0.5840323472418343,0.031170926230153023,0.007068137949197959,-0.09080865632122634,-0.07250009115855749,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5993909678272463,0.5841168405666451,0.03290958096936846,0.009207295412954616,-0.11017981863634478,-0.0879656986302212,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5952066235572581,0.585941187847979,0.032159880997386585,0.008065877397297368,-0.11596131705958217,-0.09258154892135462,1.0,anti_tangent_invariant_projection
28.0,25.0,0.571455093079785,0.5796871252375932,0.02879248931101021,0.008567383612286834,-0.09258977695017839,-0.0739221076622113,1.0,anti_tangent_invariant_projection
28.0,27.0,0.580596213549098,0.5971872660890379,0.015224612560331485,0.005891562518737741,-0.07529839050344625,-0.06011695797239156,1.0,anti_tangent_invariant_projection
28.0,26.0,0.6060720607502444,0.6001981307052608,0.02573355942659408,0.008311977374660795,-0.10257686609665759,-0.08189563026304218,1.0,anti_tangent_invariant_projection
28.0,25.0,0.5863917998206646,0.6091952249171191,0.015434717040046887,0.0065031028923095684,-0.17221022178008816,-0.1374897205099751,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6162233026138341,0.5710618614231396,0.04206163236592712,0.008797043083586668,-0.07677940182759083,-0.06129937229672112,1.0,anti_tangent_invariant_projection
28.0,28.0,0.5828534357095518,0.6067879536544151,0.017971199243117426,0.005386131072990728,-0.1392700373368257,-0.11119083589187954,1.0,anti_tangent_invariant_projection
28.0,26.0,0.57408462795873,0.5796706586999978,0.03693025817618195,0.006894310719034247,-0.09386167876489948,-0.0749375725005613,1.0,anti_tangent_invariant_projection
28.0,27.0,0.5850764454607925,0.5720174036875199,0.042789997156113535,0.007209032270407904,-0.08183644599957407,-0.0653368305998668,1.0,anti_tangent_invariant_projection
28.0,27.0,0.6055990219117472,0.5784321735551406,0.028966255173859156,0.007122905841992343,-0.06345923188955749,-0.050664774518522734,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5674707598628117,0.583267612218444,0.03147980991062758,0.007735095387577643,-0.1120649104973576,-0.08947072400227639,1.0,anti_tangent_invariant_projection
28.0,27.0,0.605586798101921,0.5593107596174897,0.0497079422747191,0.009640577144563293,-0.07872597178445007,-0.06285348073787658,1.0,anti_tangent_invariant_projection
28.0,26.0,0.5910316889713493,0.5786198731910809,0.033158039571217844,0.00792434032563702,-0.07841876592117401,-0.06260821278662346,1.0,anti_tangent_invariant_projection
