row,subject_id,sleep_date,lifelog_date,is_h057_seed,is_h050_null,h062_changed_row,h063_changed_row,nearest_seed_order_distance,episode_near,row_gain_to_q061_nonq2,min_target_gain,positive_targets,Q1_gain,Q3_gain,S1_gain,S2_gain,S3_gain,S4_gain,gain_rank,min_gain_rank,positive_rank,episode_rank,h013_raw_human_seed_dist,h013_raw_human_null_dist,h013_raw_human_seed_score,h013_raw_human_null_score,h013_raw_human_contrast_rank,h013_raw_human_graph_raw,h013_raw_human_graph_rank,e262_social_day_seed_dist,e262_social_day_null_dist,e262_social_day_seed_score,e262_social_day_null_score,e262_social_day_contrast_rank,e262_social_day_graph_raw,e262_social_day_graph_rank,e268_story_seed_dist,e268_story_null_dist,e268_story_seed_score,e268_story_null_score,e268_story_contrast_rank,e268_story_graph_raw,e268_story_graph_rank,e328_ownlife_seed_dist,e328_ownlife_null_dist,e328_ownlife_seed_score,e328_ownlife_null_score,e328_ownlife_contrast_rank,e328_ownlife_graph_raw,e328_ownlife_graph_rank,deep_raw_top500_seed_dist,deep_raw_top500_null_dist,deep_raw_top500_seed_score,deep_raw_top500_null_score,deep_raw_top500_contrast_rank,deep_raw_top500_graph_raw,deep_raw_top500_graph_rank,graph_consensus,contrast_consensus,seed_context,null_context,null_avoidance,h064_row_score,nearest_seed_row,signed_seed_offset,abs_seed_distance,phase,phase_near,h064_changed_row,phase_route_gain,phase_route_rank,h064_rank,graph_rank,contrast_rank,gain_rank2,h065_row_score,positive_route_targets,h064_changed_row_validation,h065_changed_row,h065_rank_norm,h064_rank_norm,route_gain_rank_norm,gain_rank_norm,context_agreement,h066_emission,row_top4_gain_sum,row_top4_gain_rank,sequence_state,segment_distance,cluster_id,cluster_start_row,cluster_end_row,cluster_seed_count,episode_row_score
89,id04,2024-09-23,2024-09-22,0,0,0,0,2.0,1.0,0.0026940148574843,0.0001618013476601,6,0.0003708120837838,0.0001618013476601,0.0004835939786638,0.0002354547242137,0.0002235315505557,0.0012188211726069,0.304,0.876,0.502,0.638,0.6165815690893008,1.0108983585925522,0.92,0.288,0.992,-0.0325249267189998,0.628,0.8130824086964041,0.9417254556100356,0.844,0.572,0.86,0.1331471585059612,0.74,0.9140665457652718,0.9413041972564938,0.76,0.608,0.684,-0.0108077774019457,0.716,0.5822897960108864,0.8752708811425473,0.788,0.14,0.966,0.2051630749949018,0.812,0.9662993880670546,1.2033803868009274,0.472,0.028,0.988,0.1814726218044802,0.768,0.7325005711579613,0.8886529865166962,0.7572481156739155,0.3452237484626522,0.6547762515373479,0.5934738283810616,91,-2,2,pre,1.0,0,0.002018248655654,0.312,0.884,0.784,0.98,0.304,0.6859200000000001,6,0,0,0.812,0.884,0.312,0.304,0.0,0.6,0.0023086819592682004,0.296,pre,2,id04_91_103,91,103,6,0.59
92,id04,2024-09-26,2024-09-25,0,0,1,0,1.0,1.0,0.0105955890410097,3.9067037911122426e-05,6,3.9067037911122426e-05,0.0012027409121234,0.000785922292145,0.0005022130302786,0.0007397647543783,0.0073258810141731,0.856,0.696,0.502,0.638,1.1032251637021466,0.94236614102483,0.108,0.484,0.068,-0.1764010295255635,0.472,1.055310727630447,0.8546352215540114,0.264,0.776,0.032,0.0008893333725842,0.684,1.0544896335778868,0.9851447698890764,0.388,0.524,0.296,-0.2152754034685141,0.54,0.6028918332230864,0.4830610649025962,0.772,0.884,0.346,-0.0965623811179179,0.632,1.032782123839035,1.1597766861621337,0.368,0.072,0.938,0.0842016393666098,0.74,0.6144604312038975,0.329023561162507,0.3746862931305518,0.5497666572634798,0.4502333427365201,0.5781033128169208,91,1,1,post,1.0,1,0.0094234644643347,0.884,0.864,0.672,0.18,0.856,0.84432,6,1,0,0.868,0.864,0.884,0.856,0.6666666666666666,0.8211199999999999,0.0100543089728198,0.852,bridge,0,id04_91_103,91,103,6,0.9011199999999998
99,id04,2024-10-20,2024-10-19,0,0,1,1,1.0,1.0,0.0105722770556871,0.0002709285472084,6,0.0004887720858324,0.0022755038269098,0.0058257971844545,0.0002929526563003,0.0002709285472084,0.0014183227549815,0.852,0.952,0.502,0.638,1.0891856376695654,1.037907211900519,0.14,0.212,0.324,0.0755134255713823,0.704,0.9752786874794728,1.0429939527682208,0.536,0.288,0.84,-0.0900901363801577,0.584,0.8595209030914405,1.1147014891101157,0.844,0.148,0.996,-0.0198749045693621,0.708,0.5576430489986267,0.6563699478087376,0.836,0.588,0.792,0.1391681496211471,0.78,0.7371670787704514,0.6720058190105916,0.824,0.852,0.414,-0.0916401411373266,0.588,0.6697386004556917,0.6894749778695413,0.6419139630371411,0.4057163866130515,0.5942836133869485,0.7563060752680066,98,1,1,post,1.0,1,0.0067430064378584,0.76,1.0,0.74,0.872,0.852,1.09584,6,1,1,0.988,1.0,0.76,0.852,1.0,0.9534800000000001,0.0100083958521782,0.848,bridge,0,id04_91_103,91,103,6,1.0934800000000002
104,id04,2024-10-28,2024-10-27,0,0,0,0,1.0,1.0,0.0042491918904797,0.0002347993956544,6,0.0013632426472328,0.0003768955841229,0.0002347993956544,0.0010268452214882,0.0007321079123281,0.0005153011296532,0.428,0.924,0.502,0.638,1.0622776053054994,1.0233003425443077,0.208,0.244,0.38,-0.1743073522050854,0.476,1.1705050064020353,1.1014388448743715,0.048,0.136,0.336,-0.2366361643626809,0.432,0.94030203425268,1.0177983256064365,0.724,0.4,0.848,-0.1498587730839568,0.604,0.5609461167237138,0.8455804128109137,0.832,0.18,0.972,0.0726651629065542,0.752,1.0305095438835954,1.0620049980992656,0.372,0.244,0.744,0.0814322626389585,0.736,0.5947921436655863,0.6517238703699257,0.432032908010558,0.2435249050155093,0.7564750949844906,0.5266768945810596,103,1,1,post,1.0,0,0.0033974151829137,0.432,0.784,0.616,0.808,0.428,0.6348799999999999,6,0,0,0.76,0.784,0.432,0.428,0.0,0.60228,0.0036374969107023,0.392,post,1,id04_91_103,91,103,6,0.59728
113,id05,2024-10-07,2024-10-06,0,0,0,1,3.0,1.0,0.0090795361636988,1.7594215449334705e-05,6,0.0019224758446922,0.0008046553128903,1.7594215449334705e-05,0.0054469246426024,7.405443717733995e-05,0.0008138317108871,0.764,0.564,0.502,0.638,0.9064897120542628,0.876052001547131,0.592,0.632,0.368,-0.3828848283301706,0.34,0.9704511903097258,0.9368301755524364,0.564,0.58,0.44,-0.307658716391305,0.356,0.7393628924328483,0.8274744438892108,0.972,0.824,0.678,-0.2534387260900162,0.476,0.8069831605886338,0.8620448423861096,0.368,0.164,0.764,-0.0709182414083684,0.668,0.7385747029782187,0.7594990597367361,0.82,0.704,0.724,-0.2614681011751106,0.372,0.4391460987353284,0.5931539748462016,0.6744023982357132,0.5930624286128034,0.4069375713871965,0.5551777040867627,110,3,3,post,1.0,0,0.0076634377442637,0.832,0.832,0.392,0.716,0.764,0.7925599999999999,6,0,0,0.86,0.832,0.832,0.764,0.3333333333333333,0.7311199999999999,0.008987887511072,0.788,pre,8,id05_121_121,121,121,1,0.6911199999999998
122,id05,2024-11-14,2024-11-13,0,0,0,1,1.0,1.0,0.0055662107029724,0.0001851950303743,6,0.0001851950303743,0.0005677504363255,0.0007984805315214,0.0005927971938168,0.0024033951955714,0.0010185923153628,0.528,0.896,0.502,0.638,1.0871409388370137,1.067011005518914,0.156,0.14,0.528,-0.0652142525558742,0.604,1.0384900734319442,1.0700330081062113,0.32,0.2,0.732,-0.1779688545815694,0.496,0.9444529532278754,0.8451646053085302,0.716,0.804,0.344,-0.3624854391874057,0.34,0.8865095829634199,0.9016845443650936,0.184,0.088,0.642,-0.2596648537900312,0.412,0.742135056261133,0.6896152001179422,0.816,0.828,0.448,-0.2949804655983789,0.34,0.4356836717060238,0.536933698851384,0.4497036308379183,0.4250184831995958,0.5749815168004042,0.5291705152591115,121,1,1,post,1.0,0,0.0044101332545154,0.54,0.792,0.388,0.576,0.528,0.68312,6,0,0,0.804,0.792,0.54,0.528,0.3333333333333333,0.6504000000000001,0.0048132652362724,0.484,post,1,id05_121_121,121,121,1,0.6454000000000001
124,id05,2024-11-17,2024-11-16,0,0,1,0,3.0,1.0,0.009444352933357,0.0001321474137545,6,0.0001321474137545,0.0002380090869432,0.0049693385293875,0.0013568349920305,0.000828594031033,0.001919428880208,0.796,0.86,0.502,0.638,1.0310162766650115,1.0446332409926642,0.3,0.188,0.734,-0.4917275141208689,0.296,1.0340251958001867,1.0440572177842635,0.336,0.284,0.654,-0.5198307175434363,0.272,1.0908575017411226,1.038165839731927,0.332,0.304,0.476,-0.3707755364840183,0.328,0.8038931314138335,0.7605931637718291,0.384,0.352,0.566,-0.1316358154624145,0.572,1.1589348132613668,1.164775316686259,0.124,0.06,0.654,-0.1883438428865099,0.448,0.3769030890597622,0.613039749968633,0.2962278540689726,0.2398870559349654,0.7601129440650346,0.573279671711028,121,3,3,post,1.0,1,0.0069915409374211,0.776,0.852,0.308,0.748,0.796,0.8546400000000001,6,1,1,0.876,0.852,0.776,0.796,0.6666666666666666,0.77044,0.009074196432659,0.8,post,3,id05_121_121,121,121,1,0.8954399999999999
128,id06,2024-07-07,2024-07-06,0,0,1,1,7.0,0.0,0.0153504776432923,1.869494307915257e-05,6,0.0002157738055368,0.0005876075270627,1.869494307915257e-05,0.0096723050225968,0.0031917864442314,0.0016643099007852,0.944,0.576,0.502,0.138,0.929617548192274,1.0758171037609927,0.54,0.12,0.964,0.3451678391766763,0.78,1.0617311856186344,0.9975879260191908,0.244,0.436,0.242,0.1404411660096543,0.744,0.988044333204661,1.084874926276482,0.616,0.208,0.92,0.1840766666601318,0.8,0.7725621473782761,0.9169542171010944,0.444,0.072,0.892,0.212355175883271,0.816,0.9749527755642758,0.8890723772237489,0.452,0.5,0.364,-0.1068283334056513,0.568,0.7420871589686875,0.6662606703082723,0.4574724463234813,0.2740165781451973,0.7259834218548027,0.7206234951584263,135,-7,7,pre,0.0,1,0.013218779688223,0.964,0.976,0.796,0.844,0.944,1.06656,6,1,0,0.976,0.976,0.964,0.944,1.0,0.8165199999999998,0.0151160088946761,0.952,pre,7,id06_135_151,135,151,10,0.8615199999999997
129,id06,2024-07-08,2024-07-07,0,0,0,0,6.0,0.0,0.0083118409088939,1.571711567904178e-05,6,0.0001058680966181,0.0012244561939438,1.571711567904178e-05,0.0067212260474213,4.726080636396901e-05,0.0001973126488676,0.708,0.528,0.502,0.138,1.025678367303654,1.0944786463421323,0.312,0.088,0.86,0.4068072265920372,0.784,1.032429460539389,1.1267723790940836,0.344,0.088,0.846,0.2338313411763245,0.768,1.0509087466283358,1.1229821562934736,0.4,0.116,0.824,0.1255825040747875,0.784,0.7011753458699539,1.0077944821773204,0.576,0.008,0.948,0.2832091008511812,0.82,0.8665997343354331,0.8758949035028722,0.604,0.512,0.686,0.4580645162634275,0.808,0.7915899361519828,0.8311251970241904,0.4426219077885145,0.1617091119212905,0.8382908880787094,0.6049445241909167,135,-6,6,pre,0.0,0,0.0074997040374432,0.82,0.896,0.812,0.948,0.708,0.74576,6,0,0,0.848,0.896,0.82,0.708,0.0,0.6204800000000001,0.0082488629868508,0.736,pre,6,id06_135_151,135,151,10,0.5904800000000001
131,id06,2024-07-10,2024-07-09,0,0,0,1,4.0,0.0,0.0076000305567917,7.140230427277183e-06,6,0.0025088636260431,5.7880121925424355e-05,0.0008297825944696,0.0037298200377897,7.140230427277183e-06,0.0004665439461365,0.676,0.424,0.502,0.138,0.7486114624566921,0.8109844697062462,0.836,0.712,0.766,0.5259092865000657,0.82,0.9859920985609096,1.0316129673219598,0.492,0.348,0.752,0.3381695018622567,0.788,1.063637163891732,0.961360174289376,0.38,0.572,0.252,-0.1569092090304717,0.6,0.8963236276987355,0.637578895710888,0.168,0.624,0.088,-0.3606843786518109,0.296,0.6032036534378743,0.6175724607777975,0.94,0.892,0.604,0.3851263468580091,0.788,0.6632706262222506,0.4947322208379449,0.5581226495766296,0.6194167143158461,0.3805832856841539,0.537322276451023,135,-4,4,pre,0.0,0,0.0049647579258954,0.608,0.812,0.732,0.492,0.676,0.69496,6,0,0,0.816,0.812,0.608,0.676,0.3333333333333333,0.5968800000000001,0.0075350102044389,0.684,pre,4,id06_135_151,135,151,10,0.5768800000000001
132,id06,2024-07-11,2024-07-10,0,0,1,1,3.0,1.0,0.0101748780074946,0.0001024374390402,6,0.0004497721744828,0.0007827923501768,0.0017331219406714,0.0061154788500604,0.0009912752530628,0.0001024374390402,0.828,0.836,0.502,0.638,0.6697421848971853,0.7492851099022698,0.9,0.816,0.712,0.4949857773146362,0.796,0.9931442281996672,0.9504565239187314,0.464,0.548,0.346,0.3346038481812189,0.78,1.1378775708331177,1.1765813218105603,0.22,0.048,0.724,-0.1258545654597189,0.62,0.6377261320596888,0.5221122362901355,0.7,0.84,0.308,-0.1003224783956882,0.624,0.7902158896653371,0.80845379014398,0.724,0.64,0.676,0.5094140271186106,0.82,0.7268198752356169,0.5543291954543154,0.5820210980429171,0.5557191788964826,0.4442808211035174,0.7289383855706344,135,-3,3,pre,1.0,1,0.0081310023427022,0.848,0.984,0.78,0.624,0.828,1.06352,6,1,1,0.972,0.984,0.848,0.828,1.0,0.8993199999999998,0.0096226683939714,0.824,pre,3,id06_135_151,135,151,10,1.02432
133,id06,2024-07-12,2024-07-11,0,0,0,1,2.0,1.0,0.0088229991399743,5.7308162988212175e-05,6,0.0018626957827524,0.0036395086377247,0.0004079910724159,0.000365981266428,5.7308162988212175e-05,0.0024895142176649,0.752,0.732,0.502,0.638,0.9171827473822216,0.9630402254014866,0.568,0.42,0.788,0.5074538962365158,0.812,0.988657352061788,1.1197575945409417,0.488,0.108,0.92,0.4038406218174448,0.808,1.176166225926787,1.1999355426834,0.124,0.028,0.598,0.0338047736610399,0.74,0.8767719773691259,0.5250175614317555,0.204,0.832,0.028,-0.180412739766311,0.504,0.6771372036629559,0.7125827479070256,0.884,0.772,0.714,0.4414884985894974,0.8,0.7372579021411659,0.6235091503436844,0.44665004878482,0.4058206113665467,0.5941793886334532,0.6642493837179604,135,-2,2,pre,1.0,1,0.0070306738693165,0.784,0.948,0.788,0.768,0.752,0.98264,6,1,1,0.948,0.948,0.784,0.752,0.6666666666666666,0.85644,0.008399709710557899,0.748,pre,2,id06_135_151,135,151,10,0.98644
137,id06,2024-07-17,2024-07-16,0,0,0,0,1.0,1.0,0.0051283910683559,5.786858355394386e-06,6,5.786858355394386e-06,0.0005736017697584,1.815018136247524e-05,0.0032313708368596,0.0012820487980551,1.743262396486367e-05,0.5,0.392,0.502,0.638,0.7161694939348918,0.7651877537591513,0.884,0.792,0.716,0.5033740558843834,0.804,0.945317382769592,0.9716649515946028,0.636,0.5,0.74,0.4279862318169418,0.812,1.1193216963460135,0.9210993508234476,0.26,0.668,0.124,-0.0766915066167711,0.66,0.3705006192913745,0.6725877385166257,0.98,0.568,0.904,-0.1983909719860681,0.488,0.8034806541117244,0.7063464588498226,0.708,0.792,0.292,0.4993297143579203,0.816,0.7190112503467255,0.5410343978476102,0.6732594250165483,0.6596172800595947,0.3403827199404052,0.504670942630492,136,1,1,post,1.0,0,0.0042891250207154,0.532,0.732,0.776,0.588,0.5,0.63568,6,0,0,0.764,0.732,0.532,0.5,0.0,0.6195599999999999,0.0051051715860355755,0.516,bridge,0,id06_135_151,135,151,10,0.6195599999999999
138,id06,2024-07-18,2024-07-17,0,0,1,1,1.0,1.0,0.0168862931466356,1.124376325184473e-06,6,0.0017700422466059,0.0073676515867672,0.0008162267351449,1.124376325184473e-06,0.0037142326506797,0.0032170155511125,0.968,0.232,0.502,0.638,0.7009085133838978,0.8326769638114246,0.892,0.68,0.844,0.5035383457195063,0.808,0.943520914666028,0.9054047368845506,0.644,0.668,0.42,0.3801368463692154,0.8,1.047311685007281,1.057160428164389,0.412,0.252,0.696,-0.0077726966183098,0.72,0.3615154207878395,0.5802494500790398,0.988,0.732,0.802,-0.1367971324126025,0.564,0.6437584055866505,0.6015989062469297,0.916,0.904,0.54,0.4367735766354026,0.796,0.7403262732737018,0.6512471928098773,0.7520405437026143,0.6343541545508328,0.3656458454491672,0.7251522644002837,139,-1,1,pre,1.0,1,0.0140018200033423,0.968,0.98,0.792,0.804,0.968,1.13352,6,1,1,1.0,0.98,0.968,0.968,1.0,1.00312,0.0160689420351653,0.96,bridge,0,id06_135_151,135,151,10,1.1431200000000001
140,id06,2024-07-21,2024-07-20,0,0,0,1,1.0,1.0,0.0087592982441808,5.099772038441586e-06,6,5.099772038441586e-06,0.0019251758379024,0.000632123616605,2.8185373741363716e-05,0.0022563299510225,0.003912383692871,0.744,0.376,0.502,0.638,0.8864371742527544,0.8329277405488701,0.636,0.676,0.368,0.4737398184722614,0.792,0.9099833952399816,1.0109313164248526,0.752,0.42,0.896,0.3877776149685631,0.804,0.9355967729418916,1.011280859376004,0.732,0.448,0.816,0.0607244336571701,0.76,0.5120919168908221,0.8204414261003641,0.88,0.232,0.966,0.1865929430162468,0.804,0.6465701341262607,0.7374680812663237,0.908,0.736,0.812,0.4147444705891606,0.792,0.7896567064732841,0.7778330456228344,0.7794575160062236,0.5002877426402251,0.4997122573597748,0.6804402819790087,139,1,1,post,1.0,1,0.0070347616099594,0.788,0.956,0.804,0.92,0.744,1.01424,6,1,1,0.96,0.956,0.788,0.744,0.6666666666666666,0.89452,0.0087260130984009,0.768,bridge,0,id06_135_151,135,151,10,1.0345199999999999
142,id06,2024-08-12,2024-08-11,0,0,0,1,1.0,1.0,0.0020521693897549,2.1372732589286514e-06,6,0.0001970277145139,2.1372732589286514e-06,1.982621726175218e-05,2.3286729390608137e-05,0.0001193574797779,0.0016905339755517,0.256,0.276,0.502,0.638,0.7461018887330404,0.875237399873892,0.852,0.636,0.852,0.5026173406031347,0.8,0.5864836650385588,0.9349648035175964,0.944,0.592,0.904,0.3694768373564009,0.792,0.5689561046374955,0.9980613465195132,1.0,0.48,0.956,0.1260955252774212,0.788,0.4786152494707585,1.0059935618146238,0.912,0.012,0.996,0.1858881269308599,0.8,0.6401915140697516,0.8924613257688161,0.92,0.492,0.98,0.4540770774206877,0.804,0.7963286133908238,0.937333305568593,0.9292680343563892,0.4512935706824797,0.5487064293175202,0.6206919112423377,143,-1,1,pre,1.0,1,0.0017322035858855,0.288,0.912,0.816,1.0,0.256,0.88192,6,1,1,0.892,0.912,0.288,0.256,0.6666666666666666,0.7151599999999999,0.002030205899234108,0.26,bridge,0,id06_135_151,135,151,10,0.8551599999999999
145,id06,2024-08-15,2024-08-14,0,0,0,1,1.0,1.0,0.0072502419518679,2.5107487037714465e-05,6,8.528351464504036e-05,0.0018143272533477,0.0014452666274318,2.5107487037714465e-05,0.0027261164221769,0.0011541406472286,0.66,0.628,0.502,0.638,0.9121971936614782,1.0428499939522105,0.584,0.2,0.948,0.4642641656600892,0.788,0.8772056754678851,1.0987089137249044,0.8,0.148,0.976,0.4825561549664541,0.816,0.9117997954800684,0.8953155148103158,0.764,0.708,0.528,0.0929753237245911,0.772,0.7158043620039888,0.7142536771030737,0.544,0.44,0.672,-0.0633210140087515,0.68,0.95237614311645,0.8537633688074869,0.488,0.564,0.316,0.1380055682492215,0.756,0.764971124523305,0.6886319447814849,0.6460734077999659,0.415513991869006,0.5844860081309939,0.6609703652089183,144,1,1,post,1.0,1,0.0051556779578254,0.62,0.944,0.8,0.868,0.66,0.966,6,1,1,0.932,0.944,0.62,0.66,0.6666666666666666,0.8405999999999999,0.007139850950185,0.668,bridge,0,id06_135_151,135,151,10,0.9805999999999999
147,id06,2024-08-21,2024-08-20,0,0,0,1,1.0,1.0,0.0107519200219667,2.1685677785154844e-06,6,0.0007698852791474,2.1685677785154844e-06,0.0016063944517614,2.5471883614386965e-05,0.0006194747446528,0.0077285250950121,0.868,0.284,0.502,0.638,0.9279044415836536,0.9599850125352029,0.544,0.432,0.742,0.2637043091132228,0.772,0.6381086360421092,1.0875144766210674,0.928,0.176,0.996,0.5868696949933797,0.82,0.6625652883960081,1.0223586217476075,0.992,0.364,0.984,0.219619538350006,0.808,0.3946111119051746,0.9321784179146504,0.972,0.06,1.0,0.1445010921594455,0.788,0.769478015547068,0.8951337958680929,0.756,0.48,0.93,0.480246149724059,0.812,0.8012234047038516,0.9347870413330608,0.8466979879283565,0.3026780717761312,0.6973219282238687,0.7324801705044288,146,1,1,post,1.0,1,0.0098017211728034,0.892,0.992,0.82,0.996,0.868,1.07136,6,1,1,0.98,0.992,0.892,0.868,0.6666666666666666,0.9498800000000001,0.0107242795705737,0.876,bridge,0,id06_135_151,135,151,10,1.0898800000000002
153,id07,2024-07-15,2024-07-14,0,0,0,0,1.0,1.0,0.0059344432203523,0.0001778944069733,6,0.0005539207628646,0.0002126634689809,0.000597717483124,0.0001778944069733,0.0027047560247882,0.0016874910736209,0.548,0.884,0.502,0.638,1.0428823873331723,1.0692497918614747,0.248,0.132,0.756,-0.0400731021070307,0.624,0.8800793503821257,0.9321739019825296,0.796,0.604,0.796,-0.1856822641816511,0.484,1.012026252973907,0.8432639435295678,0.524,0.812,0.186,0.0140985576694798,0.728,0.8856999971746028,0.6238352597583178,0.188,0.66,0.084,-0.0673046987478933,0.676,1.0785736394729104,1.0827987211504984,0.284,0.208,0.668,0.0593227416929378,0.72,0.6442783763929524,0.4994894601780881,0.4265648507255288,0.4976667781873817,0.5023332218126183,0.5260311941570651,152,1,1,post,1.0,0,0.004953827865704,0.6,0.78,0.728,0.5,0.548,0.63896,6,0,0,0.776,0.78,0.6,0.548,0.0,0.638,0.0055438853443977,0.548,post,1,id07_152_152,152,152,1,0.633
154,id07,2024-07-16,2024-07-15,0,0,1,1,2.0,1.0,0.0093969190394377,0.0003948136535416,6,0.0046799195515891,0.0003948136535416,0.0011995203215465,0.0007947842431439,0.0013769137990762,0.0009509674705401,0.792,0.976,0.502,0.638,1.0400587987548564,0.885511277398242,0.276,0.608,0.1,-0.3332233882545732,0.384,0.9532019996842368,0.7918520889537095,0.608,0.872,0.158,-0.1962793815293042,0.472,1.0191272555325028,1.027954796320919,0.492,0.356,0.654,-0.2198767690567974,0.536,0.7649610809293025,0.7327228017305187,0.464,0.408,0.588,-0.2684468603394189,0.396,1.050703909250907,0.8674514468417486,0.324,0.528,0.176,-0.2893726866704151,0.344,0.4317860901003293,0.3390839615817043,0.4405342237289399,0.5584252105195279,0.4415747894804721,0.5991942985780738,152,2,2,post,1.0,1,0.0072541566291094,0.796,0.888,0.38,0.192,0.792,0.8783999999999998,6,1,1,0.888,0.888,0.796,0.792,1.0,0.79972,0.0082073211427519,0.728,post,2,id07_152_152,152,152,1,0.9297199999999999
159,id07,2024-07-21,2024-07-20,0,0,0,1,1.0,1.0,0.0072126160620535,8.931362786623875e-05,6,0.0029090042304673,8.931362786623875e-05,0.0007024001642709,0.0003929602239072,0.0028825063383572,0.0002364314771845,0.656,0.82,0.502,0.638,0.9065891657931872,1.0151969415651794,0.588,0.268,0.924,0.0767459333965238,0.708,1.1939333079062158,0.9669130256190928,0.032,0.516,0.052,-0.2131948641009095,0.452,0.9917322855550929,0.8020676524117271,0.596,0.852,0.212,-0.2820471716411069,0.44,0.81298275504371,0.9136833374277014,0.356,0.08,0.82,0.0417578731149978,0.74,0.9528525681122284,1.0112678143133524,0.484,0.308,0.82,-0.2194881994195137,0.408,0.539559426377385,0.5339782077692647,0.4054080332902804,0.4269823037302341,0.573017696269766,0.5758830336224536,158,1,1,post,1.0,1,0.0056420934782806,0.672,0.856,0.54,0.572,0.656,0.85152,6,1,1,0.872,0.856,0.672,0.656,0.6666666666666666,0.7737600000000001,0.0068868709570026,0.656,post,7,id07_152_152,152,152,1,0.8787600000000001
162,id07,2024-07-24,2024-07-23,0,0,1,1,1.0,1.0,0.0128854802521862,0.0002489585738894,6,0.0008796037055398,0.0065655413443055,0.0004443388602584,0.001385982481407,0.0002489585738894,0.0033610552867859,0.916,0.94,0.502,0.638,0.8704904631793634,0.8736835437176582,0.684,0.644,0.63,-0.0778844252337121,0.592,1.0454567264822077,0.80542519438276,0.28,0.852,0.008,-0.0848586137391826,0.588,1.0476241742722476,0.8321946767513237,0.408,0.82,0.12,-0.3234730132440983,0.376,0.7649837920554173,0.5725754851073035,0.46,0.748,0.16,-0.0201877134904528,0.704,0.6470884100831,0.5179922214964301,0.904,0.984,0.304,0.0398059600971358,0.708,0.5854288008820687,0.2314317855656338,0.5354546758882932,0.8135221829201804,0.1864778170798195,0.6406836330890602,163,-1,1,pre,1.0,1,0.011562732552311,0.932,0.928,0.588,0.068,0.916,0.93952,6,1,1,0.92,0.928,0.932,0.916,1.0,0.8864,0.0121921828180382,0.912,post,4,id07_158_158,158,158,1,1.0064
189,id08,2024-08-11,2024-08-10,0,0,0,1,5.0,0.0,0.0040496650280306,3.162713025450792e-05,6,0.0011572970966751,0.0002303086743346,4.8299839124466e-05,0.000380455271933,3.162713025450792e-05,0.0022016770157088,0.408,0.664,0.502,0.138,0.7913029627560818,1.0053372708123534,0.796,0.304,0.984,0.1303692229155216,0.736,0.8175427979921185,0.957995891547952,0.84,0.536,0.884,-0.1374836263277718,0.564,0.8806786985635489,1.0872272041518165,0.812,0.204,0.972,-0.0516527842319366,0.688,0.8380113218378373,0.997076874619276,0.3,0.016,0.83,-0.0784653206510255,0.656,0.7457748650607293,0.8918784792712627,0.804,0.496,0.948,-0.2152692668964541,0.412,0.6104156848957857,0.924602165380756,0.7215032634095011,0.3179966241306137,0.6820033758693863,0.5893971818525021,194,-5,5,pre,0.0,1,0.0029656657863,0.408,0.88,0.664,0.988,0.408,0.8128,6,1,0,0.864,0.88,0.408,0.408,0.6666666666666666,0.59568,0.003969738058651501,0.416,pre,5,id08_194_196,194,196,2,0.6506799999999999
192,id08,2024-09-05,2024-09-04,0,0,0,1,2.0,1.0,0.0070062407526228,6.73201215861674e-06,6,0.0001069993861328,0.004427288755141,0.0001055945803222,0.0018337509842434,0.0005258750346245,6.73201215861674e-06,0.644,0.408,0.502,0.638,0.934001499478217,1.00429743355695,0.528,0.308,0.856,0.3113900133286214,0.776,1.0737649243887668,1.038065070433539,0.22,0.312,0.328,-0.1706562906364587,0.512,1.0694956124639732,0.6192108561945395,0.372,0.98,0.048,-0.1746293268155823,0.592,0.7356066279559226,0.579432719443628,0.508,0.736,0.22,-0.2518991953757883,0.44,0.7074303907272079,0.7360439128063931,0.848,0.74,0.704,-0.3048977713989957,0.328,0.5297241789312392,0.4152787176664551,0.4834565358859082,0.6194711648839663,0.3805288351160337,0.507578571565992,194,-2,2,pre,1.0,0,0.0065512801642104,0.74,0.74,0.528,0.336,0.644,0.6968799999999999,6,0,0,0.82,0.74,0.74,0.644,0.3333333333333333,0.67044,0.0068939141601416995,0.66,pre,2,id08_194_196,194,196,2,0.66044
195,id08,2024-09-10,2024-09-09,0,0,1,1,1.0,1.0,0.0154427240702144,0.0003875445710083,6,0.0079031571418186,0.0004099593794101,0.001141920707977,0.004045987395167,0.0015541548748332,0.0003875445710083,0.948,0.972,0.502,0.638,0.8255835518180199,1.0381181365881178,0.74,0.208,0.988,0.0270700168952956,0.668,0.9323976202517092,1.0660071298880789,0.68,0.224,0.948,0.0177807772118183,0.696,1.0034634601358767,1.0082548566543037,0.568,0.46,0.612,-0.2067551572968984,0.544,0.9605048137766616,0.8881966888496302,0.08,0.12,0.432,-0.154406297665766,0.544,0.9345084848527248,0.8072644029578325,0.504,0.648,0.246,-0.4313377186090302,0.288,0.5507775123649438,0.6518209770920851,0.5239491777785692,0.3369230312217472,0.6630769687782527,0.731413868669742,194,1,1,post,1.0,1,0.0122194631067082,0.952,0.988,0.56,0.812,0.948,1.0900800000000002,6,1,1,0.984,0.988,0.952,0.948,1.0,0.9775200000000001,0.014645220119795799,0.948,bridge,0,id08_194_196,194,196,2,1.11752
