cell_key,subject_id,target,action_family,action_expert,true_gain,predicted_gain,neighbor_positive_rate,neighbor_count,neighbor_subjects,mean_distance,keep,policy_key,target_policy_key,row_index,group_mode,neighbors,weights,threshold
414:Q3,id09,Q3,raw_action_core_health,raw_action_core_health__high_margin_listener_health,0.31977046736485765,0.0,0.0,0,,,True,keep_all,keep_all,,,,,
214:S2,id05,S2,core_action_health,hsjepa_action_health__strict_listener_health,0.26322177488162024,0.0,0.0,0,,,True,keep_all,keep_all,,,,,
217:S2,id05,S2,prior,subject_prior,0.2853404937439433,0.0,0.0,0,,,True,keep_all,keep_all,,,,,
220:S2,id05,S2,core_action_health,hsjepa_action_health__strict_listener_health,0.19965777762324755,0.0,0.0,0,,,True,keep_all,keep_all,,,,,
222:S2,id05,S2,core_action_health,hsjepa_action_health__strict_listener_health,0.403927828789278,0.0,0.0,0,,,True,keep_all,keep_all,,,,,
444:S2,id10,S2,core_action_health,hsjepa_action_health__strict_listener_health,0.20928907645291445,0.0,0.0,0,,,True,keep_all,keep_all,,,,,
214:S3,id05,S3,core_action_health,hsjepa_action_health__strict_listener_health,0.3295927289859972,0.14778999953184224,1.0,1,id06,7.067004626212391,True,,target_expert__knn1__uniform__thr-0.10,7.0,target_expert,1.0,uniform,-0.1
215:S3,id05,S3,raw_action_core_health,raw_action_core_health__wide_listener_health,0.17427472688707346,0.0,0.0,0,,,True,,target_expert__knn1__uniform__thr-0.10,9.0,target_expert,1.0,uniform,-0.1
216:S3,id05,S3,core_action_health,hsjepa_action_health__strict_listener_health,0.3295927289859972,0.14778999953184224,1.0,1,id06,7.461703955287136,True,,target_expert__knn1__uniform__thr-0.10,11.0,target_expert,1.0,uniform,-0.1
219:S3,id05,S3,core_action_health,hsjepa_action_health__wide_listener_health,0.29112886604086147,0.0,0.0,0,,,True,,target_expert__knn1__uniform__thr-0.10,13.0,target_expert,1.0,uniform,-0.1
220:S3,id05,S3,core_action_health,hsjepa_action_health__wide_listener_health,0.310175875318367,0.0,0.0,0,,,True,,target_expert__knn1__uniform__thr-0.10,16.0,target_expert,1.0,uniform,-0.1
222:S3,id05,S3,core_action_health,hsjepa_action_health__wide_listener_health,0.36959544834544145,0.0,0.0,0,,,True,,target_expert__knn1__uniform__thr-0.10,20.0,target_expert,1.0,uniform,-0.1
260:S3,id06,S3,prior,global_prior,-0.2216573466288972,-0.12200748448116266,0.0,1,id07,4.2503931863529685,False,,target_expert__knn1__uniform__thr-0.10,21.0,target_expert,1.0,uniform,-0.1
263:S3,id06,S3,prior,global_prior,-0.35427154957644225,-0.12200748448116266,0.0,1,id07,7.358562367991228,False,,target_expert__knn1__uniform__thr-0.10,26.0,target_expert,1.0,uniform,-0.1
264:S3,id06,S3,prior,global_prior,-0.2827772838294356,-0.12200748448116266,0.0,1,id07,7.13851586210165,False,,target_expert__knn1__uniform__thr-0.10,27.0,target_expert,1.0,uniform,-0.1
266:S3,id06,S3,prior,subject_prior,0.17981042660783586,0.0,0.0,0,,,True,,target_expert__knn1__uniform__thr-0.10,29.0,target_expert,1.0,uniform,-0.1
267:S3,id06,S3,prior,global_prior,-0.2057752910847491,-0.12200748448116266,0.0,1,id07,5.183277527807697,False,,target_expert__knn1__uniform__thr-0.10,30.0,target_expert,1.0,uniform,-0.1
269:S3,id06,S3,core_action_health,hsjepa_action_health__strict_listener_health,0.14778999953184224,0.3295927289859972,1.0,1,id05,7.06700462621239,True,,target_expert__knn1__uniform__thr-0.10,33.0,target_expert,1.0,uniform,-0.1
315:S3,id07,S3,prior,global_prior,-0.12200748448116266,-0.2216573466288972,0.0,1,id06,4.2503931863529685,False,,target_expert__knn1__uniform__thr-0.10,34.0,target_expert,1.0,uniform,-0.1
175:S4,id04,S4,core_action_health,hsjepa_action_health__high_margin_listener_health,0.3558171131237646,0.0,0.0,0,,,False,veto_all,veto_all,,,,,
214:S4,id05,S4,core_action_health,hsjepa_action_health__high_margin_listener_health,-0.2561998496930491,0.0,0.0,0,,,False,veto_all,veto_all,,,,,
215:S4,id05,S4,core_action_health,hsjepa_action_health__wide_listener_health,0.18465309568056987,0.0,0.0,0,,,False,veto_all,veto_all,,,,,
219:S4,id05,S4,core_action_health,hsjepa_action_health__high_margin_listener_health,-0.3104059814740443,0.0,0.0,0,,,False,veto_all,veto_all,,,,,
220:S4,id05,S4,core_action_health,hsjepa_action_health__high_margin_listener_health,-0.3988672477662061,0.0,0.0,0,,,False,veto_all,veto_all,,,,,
