flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score,q_hard,best_world_y,confidence,hard_gain,combined_score,hard_logit_delta,binary_shock,h086_resp_weight,h086_resp_lift,h086_resp_rank,h086_equation_alignment,h086_resp_action_score,hard_logit_move,hard_diag_gain,h088_prob,h088_logit_move,h088_active,h088_q_delta,h088_q_bad,h088_bad_rank,h088_move_abs_rank,h088_toxicity,h057_positive_weight,h057_positive_logit_move,h095_safe_cell_score
10,1,id01,2024-08-01,2024-07-31,S1,3,0.223901638829074,0.2032059081829756,0.0012609081319008,0.7193542857142858,0.6062771428571428,0.5029532000000001,0.4293857142857142,0.1785714285714285,0.450624342857143,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1306051546836312,0.1785714285714285,0.6365714285714286,0.6502857142857142,0.0,0.0,,-0.50526,0.2031696149884708,-0.1235282441666763,0.0011534063529522465,0.1235282441666763,0.0,0.0,0.0,0.08118637142857144,0.2203058957904954,1,0.7796941042095046,2.1209606751692377e-08,0.3628342857142857,-0.0208122294793091,0.0021839413485652,0.0005588155796754,0.9779272644319884,0.1908571428571428,0.6501820093255419,0.1897616571428571,-0.020812229479308497,3.734557720902476e-05,0.223901638829074,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.3098814857142858
11,1,id01,2024-08-01,2024-07-31,S2,4,0.467637104525372,0.4611180245134399,8.54050916800908e-05,0.2781885714285714,0.6062771428571428,0.1688716571428571,0.7294285714285715,0.4914285714285714,0.1588019999999999,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100255443019043,0.0579718286780979,0.4982857142857143,0.4708571428571428,0.4828571428571429,0.0,0.0,,-0.7311028571428572,0.46109498120661846,-0.02630246946843598,7.82727029735586e-05,0.02630246946843598,0.0,0.0,0.0,-0.22955088571428575,0.4602324689845309,1,0.539767531015469,6.355756259660766e-08,0.2933028571428571,-0.0297740058626251,0.0003933048495028,0.0005531320760503,0.9679811330881984,0.1171428571428571,0.1752091240532995,0.0021074857142857,-0.029774005862625158,0.0001101933736246119,0.467637104525372,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.018878742857142805
12,1,id01,2024-08-01,2024-07-31,S3,5,0.8477592475098434,0.8432754302407395,7.726863885287871e-05,0.4342457142857143,0.6062771428571428,0.0348474857142858,0.8555714285714286,0.8108571428571428,0.2567499428571428,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1941287683879456,0.0,0.9051428571428572,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.80764,0.8433345931634889,-0.03388210109258827,6.84413271362927e-05,0.03388210109258827,0.0,0.0,0.0,-0.2683434571428572,0.8583753491899331,1,0.8583753491899331,2.4980567488398896e-07,0.5598742857142858,0.0847276965142984,0.0002308502038712,0.0005757341852625,1.0075348242095068,0.7605714285714286,0.6653836145468374,0.3056057714285713,0.08472769651429846,0.0004452540669488969,0.8477592475098434,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,-0.016594400000000023
13,1,id01,2024-08-01,2024-07-31,S4,6,0.3729978985430439,0.3637272985195882,0.0001843739918245,0.3667485714285713,0.6062771428571428,0.3289918285714285,0.5847,0.1785714285714285,0.2207804571428571,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2413855795808824,0.1785714285714285,0.8125714285714286,0.8125714285714286,0.0,0.0,,-0.6117914285714287,0.36365755909904035,-0.04014708786317489,0.00017036068834741513,0.04014708786317489,0.0,0.0,0.0,-0.12084094285714289,0.3568800443290363,1,0.6431199556709637,3.2765784976135434e-07,0.6971085714285714,-0.0695544415206764,0.004217156010759,0.0005684882733343,0.9948544783350604,0.5594285714285714,0.641841516045563,0.2878489714285714,-0.06955444152067647,0.0005587786851332099,0.3729978985430439,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.11990022857142857
14,2,id01,2024-08-02,2024-08-01,Q1,0,0.1032837510399468,0.1001592175335198,5.318279986127328e-05,0.5538514285714286,0.7792171428571428,0.6477150285714286,0.2300714285714285,0.1785714285714285,0.4756925714285714,1.0,1.0,0,8.0,7.62151992583664,2.0,1.0,-0.0348330128360837,-2.010323864050516e-07,-5.310231736729903e-05,1.0,0.0,1.0,0.0,0.0,0.1897430513321884,0.1785714285714285,0.7451428571428571,0.748,0.0,0.0,,0.70988,0.10010813172463795,-0.03476427708720342,5.003128446112726e-05,0.03476427708720342,1.0,0.0,1.0,0.49692748571428574,0.0973382849726483,0,0.9026617150273516,1.087954232938376e-07,0.5391314285714286,-0.0658960608420691,0.0022932162389209,0.0005638377121563,0.9867159962736554,0.3102857142857143,0.6373501278220083,0.3819210285714285,-0.06589606084207045,0.00019417159529117045,0.0988689546544936,-0.048595994816818866,1.0,-4.635847958744943e-05,0.0,0.4542857142857143,0.6657142857142857,0.5347714285714286,0.0,0.0,0.33317337142857145
15,2,id01,2024-08-02,2024-08-01,Q2,1,0.536621580933206,0.5558458654282564,0.0007447249253993,0.7797599999999999,0.7792171428571428,0.661777657142857,0.2511571428571429,0.1785714285714285,0.3937283428571428,1.0,0.0,0,7.0,6.690561435404001,2.0,1.0,0.0786817908658617,-2.6445273777210427e-06,-0.0007436821906531,1.0,0.0,1.0,0.0,0.0,0.0290471660734689,0.1785714285714285,0.3657142857142857,0.436,0.0,0.0,,0.7286628571428571,0.5558319109998665,0.07751374554228802,0.000676835081981908,0.07751374554228802,1.0,0.0,1.0,0.6531298857142857,0.5394946796423432,1,0.5394946796423432,9.316919491613228e-09,0.1890171428571428,0.0115593989019303,0.0017188880482774,0.000570366298019,0.9981410215333324,0.6411428571428571,0.3491446053151054,0.6165843428571429,0.011559398901930307,1.660321191843117e-05,0.5524720239392872,0.06391462957139699,1.0,-0.000720802732171899,0.0,0.4542857142857143,0.7291428571428571,0.5882571428571428,0.0,0.0,0.46752468571428574
16,2,id01,2024-08-02,2024-08-01,Q3,2,0.5682112561937659,0.5616751943609942,8.69577392894616e-05,0.4468971428571429,0.7792171428571428,0.2867239714285714,0.7020857142857143,0.8725714285714286,0.4364517142857143,1.0,1.0,0,6.0,5.71228967627096,1.0,1.0,-0.026593293919569,-2.6940841888150337e-08,-8.695773928946161e-05,1.0,0.0,0.0,0.0,0.137130550658279,0.0057229714181775,0.8594285714285714,0.212,0.1788571428571428,0.0,0.0,,0.4403914285714285,0.5617123776080125,-0.0264422615400296,7.822817304226071e-05,0.0264422615400296,1.0,0.0,1.0,0.3379634285714286,0.5735458882967641,0,0.5735458882967641,3.137294324926953e-08,0.2262742857142857,0.0217763495933833,0.0020052329243136,0.0005825581900572,1.019476832600105,0.8434285714285714,0.4388054550654402,0.6096465142857141,0.02177634959338337,5.805452238183406e-05,0.5664254244150445,-0.007275213474912723,1.0,-4.0785635859186264e-05,0.0,0.4542857142857143,0.48628571428571427,0.4805142857142857,0.0,0.0,0.21391428571428572
17,2,id01,2024-08-02,2024-08-01,S1,3,0.2518576456277656,0.2450768042172474,0.0001227486531213,0.5332971428571429,0.7792171428571428,0.6391682857142857,0.2037571428571428,0.1785714285714285,0.5183406857142857,1.0,1.0,0,20.0,17.09019982354792,3.0,1.0,-0.0373312223371587,-1.0921241928322861e-07,-0.0001223194961216,1.0,1.0,1.0,0.0,0.0,0.324642745011412,0.1785714285714285,0.872,0.8737142857142857,0.0,0.0,,0.7461514285714285,0.24500781399589605,-0.036688052029788754,0.0001140416676892464,0.036688052029788754,1.0,0.0,1.0,0.5380011428571428,0.2386599796176935,1,0.7613400203823064,2.738731806641878e-07,0.7275885714285715,-0.0713109622647938,0.0046790624122666,0.000551779796945,0.9656146446539096,0.1085714285714285,0.7120583327350591,0.3184316571428571,-0.07131096226479405,0.00046771940880907525,0.2421820292110625,-0.05202433889140656,1.0,-0.00010356997982485794,0.0,0.4542857142857143,0.68,0.5460857142857143,0.0,0.0,0.353868
18,2,id01,2024-08-02,2024-08-01,S2,4,0.4522512987540221,0.4449546457295745,0.0001075670855377,0.5118742857142857,0.7792171428571428,0.6286654285714286,0.1671,0.1785714285714285,0.5148900000000001,1.0,1.0,0,21.0,18.02115831398056,3.0,1.0,-0.0303565763062421,-6.394013584017926e-08,-0.0001071949447979,1.0,1.0,1.0,0.0,0.0,0.1349898069008405,0.1785714285714285,0.6434285714285715,0.6571428571428571,0.0,0.0,,0.7262485714285716,0.44491582664220486,-0.029656043923522946,9.893801846427852e-05,0.029656043923522946,1.0,0.0,1.0,0.5263990285714286,0.4431695385418404,1,0.5568304614581596,9.838920050946285e-08,0.5090057142857143,-0.0367298018887972,0.0066152544855268,0.0005385428606505,0.9424500061383972,0.0651428571428571,0.2711123160654595,0.2934723428571429,-0.03672980188879729,0.00016667884659682386,0.4435460451577099,-0.0352041967105734,1.0,-0.00010491498484954676,0.0,0.4542857142857143,0.6108571428571429,0.5255142857142858,0.0,0.0,0.3480743999999999
19,2,id01,2024-08-02,2024-08-01,S3,5,0.8949298069616637,0.9238245894751468,0.0048590636056385,0.7982857142857144,0.7792171428571428,0.7750060000000001,0.0334714285714285,0.1785714285714285,0.8156345142857143,0.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.3636414151437421,-1.259540735479484e-06,-0.0048440330571184,1.0,1.0,1.0,0.0,0.0,0.7295960136088543,0.1785714285714285,0.9588571428571429,0.9588571428571429,0.0,0.0,,0.8786828571428572,0.9239265087917273,0.35481601461431467,0.004484765716895767,0.35481601461431467,1.0,0.0,1.0,0.7976782285714286,0.9176693794114882,1,0.9176693794114882,1.7953716038551268e-06,0.8478628571428571,0.2689774182149458,0.0013828585159422,0.0006169096853354,1.0795919493370372,0.928,0.9200792538785046,0.9046702857142858,0.2689774182149458,0.0029468076138846055,0.924671230985472,0.3654594726171827,1.0,-0.004891183171446212,0.0,0.4542857142857143,0.972,0.6891428571428572,0.0,0.0,0.5499460571428569
20,2,id01,2024-08-02,2024-08-01,S4,6,0.4013011799248306,0.357790335207552,0.0039931377581028,0.8997200000000001,0.7792171428571428,0.8234153714285715,0.0468428571428571,0.1785714285714285,0.8275347428571428,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1902980310277415,-3.202930044517123e-06,-0.0039795598290607,1.0,1.0,1.0,0.0,0.0,0.1648598208886935,0.1785714285714285,0.7028571428571428,0.7062857142857143,0.0,0.0,,0.9276428571428572,0.35778571352342775,-0.18494133635159332,0.003638508996369194,0.18494133635159332,1.0,0.0,1.0,0.8307646857142857,0.3830055057919709,1,0.616994494208029,3.884157623651137e-07,0.5700457142857144,-0.0767642862714038,0.0020388117474939,0.0005845328105166,1.0229324184040778,0.8582857142857143,0.6048627365664121,0.8678081142857144,-0.07676428627140414,0.0007002889697487191,0.3613211124576413,-0.16958828392152053,1.0,-0.003966872376477748,0.0,0.4542857142857143,0.9388571428571428,0.6773142857142858,0.0,0.0,0.5962850285714284
21,3,id01,2024-08-03,2024-08-02,Q1,0,0.6612812262919237,0.6607505674311869,6.284415251522901e-07,0.22168,0.6352171428571428,0.0540208857142856,0.8202285714285715,0.8702857142857143,0.2737499428571429,0.0,1.0,0,3.0,5.4,1.0,1.0,-0.0003947053383787,-2.0099085672651102e-10,-1.912793941386918e-07,0.0,0.0,0.0,1.0,0.2000443318371362,0.0,0.9085714285714286,0.0777142857142857,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.2353371428571428,0.6607958356759537,-0.0021662786712631776,4.784764930931829e-07,0.0021662786712631776,1.0,0.0,1.0,0.11827948571428572,0.6698039578969711,1,0.6698039578969711,1.8113379160358509e-07,0.5245371428571429,0.0540643052164493,0.0036178650889376,0.0005704323167861,0.9982565543757204,0.6485714285714286,0.5831958102419303,0.3680947428571429,0.038289506190096745,0.00016282083409602244,0.6611471664456017,-0.0005984547916355609,1.0,-2.503712512869072e-07,0.0,0.4542857142857143,0.44571428571428573,0.4506,0.88756,0.015774799026352593,0.07373359999999998
22,3,id01,2024-08-03,2024-08-02,Q2,1,0.6600442750657125,0.6987517935481184,0.0034057974680021,0.7777542857142857,0.6052171428571428,0.5814727428571428,0.1850714285714285,0.1785714285714285,0.385413257142857,1.0,0.0,0,18.0,18.26614025081224,4.0,1.0,0.1541602662756384,-2.7266674632530845e-06,-0.0028701524006941,1.0,1.0,1.0,1.0,0.0,0.2353612239766102,0.1785714285714285,0.804,0.8051428571428572,1.0,1.0,episode_neighbor_q061,0.8055428571428571,0.6987805927185148,0.17800635066714587,0.0031086886481692666,0.17800635066714587,1.0,0.0,1.0,0.7854091428571428,0.6618505198823039,1,0.6618505198823039,1.7371126299998553e-07,0.5516342857142856,0.0519039618418316,0.0023813991879902,0.0005784998362523,1.0123747134415384,0.8034285714285714,0.8584447788124042,0.8082408,0.008060155215282916,7.276159063263066e-06,0.6889931085749029,0.13192467018427279,1.0,-0.0031860817331936797,0.0,0.4542857142857143,0.8942857142857142,0.6617999999999999,0.0,2.220446049250313e-16,0.546442857142857
23,3,id01,2024-08-03,2024-08-02,Q3,2,0.5825405612758282,0.5795370659761659,1.8534940263270627e-05,0.2811657142857143,0.6352171428571428,0.1250753999999999,0.8544285714285714,0.9097142857142856,0.3286348571428571,0.0,1.0,0,3.0,5.4,1.0,1.0,-0.0020563557839757,-1.3985871682512395e-09,-5.640630085346209e-06,0.0,0.0,0.0,1.0,0.127484423230084,0.0059622151491581,0.8485714285714285,0.2148571428571428,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.28076,0.5795635192393868,-0.012229573645277658,1.6570339673616097e-05,0.012229573645277658,1.0,0.0,1.0,0.18797834285714288,0.5577169744059128,0,0.5577169744059128,8.511330267661373e-11,0.1802285714285714,0.0011137372782469,0.0033986064699007,0.0005605465865673,0.9809565264928056,0.22,0.1387492598971923,0.2050615999999999,-0.10130981646673434,0.0012604154204444162,0.5729004845201093,-0.039516445550668244,1.0,7.263366103893443e-05,7.263366103893443e-05,0.9571428571428572,0.6308571428571429,0.8040571428571429,0.9461771428571429,0.10242355374498133,0.052673828571428535
24,3,id01,2024-08-03,2024-08-02,S1,3,0.8856649411247233,0.884269699592085,9.57829480535688e-06,0.3897885714285715,0.6352171428571428,0.0773217714285714,0.9170857142857144,0.872,0.3982313142857143,1.0,1.0,0,3.0,5.4,1.0,1.0,-0.0022843066139102,-1.023657469904827e-08,-2.9117981057794986e-06,0.0,0.0,0.0,1.0,0.2406994082492063,0.0,0.9257142857142856,0.0777142857142857,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.3248571428571428,0.8843445253579758,-0.012974462503447803,7.806096574636268e-06,0.012974462503447803,0.0,1.0,1.0,0.2032936,0.8820840042998885,1,0.8820840042998885,9.344356289733132e-08,0.4318628571428572,0.0561513585022945,0.0001448418096032,0.0005651349325084,0.9889861318897074,0.3668571428571429,0.7227631446137076,0.1976734857142857,-0.0348906338605639,6.274948159712412e-05,0.8838282129387657,-0.018012762269613347,1.0,-7.2802758413481605e-06,0.0,0.4542857142857143,0.5417142857142857,0.48522857142857145,0.9233085714285715,0.09104199236285848,0.08978022857142855
25,3,id01,2024-08-03,2024-08-02,S2,4,0.5721461430128739,0.5692474001812561,1.715308439897978e-05,0.2180971428571428,0.6352171428571428,0.3477841714285714,0.5611428571428572,0.3691428571428571,0.3218999999999999,1.0,1.0,0,5.0,7.336578103057359,2.0,1.0,-0.0045744897704276,1.6196692702711706e-08,-8.370109973930818e-06,1.0,0.0,0.0,1.0,0.0001871254477728,0.0892358213118884,0.3691428571428571,0.544,0.5702857142857143,1.0,1.0,episode_neighbor_q061,0.3902228571428571,0.5692316505717384,-0.011895775147601595,1.5778730495630278e-05,0.011895775147601595,0.0,1.0,1.0,0.30992228571428565,0.5357652634458991,0,0.5357652634458991,3.1176136068665625e-07,0.5889828571428573,-0.0664376594808012,0.0026440532442489,0.0005465666907475,0.9564917088082932,0.0862857142857142,0.1311660561303977,0.1272876571428571,-0.14730697012415409,0.002686682758064274,0.5585371896174742,-0.05538534900591627,1.0,0.00021499346521269835,0.00021499346521269835,0.984,0.6965714285714286,0.852,0.9302285714285715,0.08086931064335282,0.0812617142857142
