hypothesis_id,top_frac,amp,selected_rows,subject5_delta,dateblock5_delta,avg_delta,worst_delta,subject5_opposite_delta,dateblock5_opposite_delta,opposite_avg_delta,direction_support_mean,direction_support_rate,null_median,null_dominance,expected_beats_opposite,verdict,hidden_human_state,priority,route_key,active_targets,n_route_targets,gate_tags,gate_relaxed,train_gate_rows,test_gate_rows,score_source,matched_feature_count,matched_features,fallback_episodes,human_story,observable_log_pattern,expected_target_route,likely_row_condition,minimal_experiment,prediction_role,risk_of_being_spurious_leakage_public_overfit,is_testable,verdict_rank
H0100,0.25,0.015,113,-7.982630786472731e-05,-8.763841872444184e-05,-8.373236329458458e-05,-7.982630786472731e-05,8.556868561492272e-05,9.28252535455893e-05,8.919696958025601e-05,0.05482173962518492,0.6666666666666666,-1.7012990184262843e-05,1.0,True,survives_both_splits,forced_commute_after_badnight,medium,Q3_up|S4_up|Q1_down,"Q3,S4,Q1",3,subject_sign_flip,False,450,250,observable_features+episode_fallback,4,"commute_workday,deepnight_phone_awake,morning_after_badnight,vehicle_noise_day","badnight_aftereffect,bedtime_arousal,commute_pressure",어떤 subject에게는 반대 의미일 수 있으므로 나쁜 밤에도 출근 압박 때문에 강제로 이동하면 피로와 이동 스트레스가 겹친다.,morning_after_badnight + commute/vehicle exposure high + work/study present + subject cluster interaction and sign-flip candidate,Q3 up; S4 up; Q1 down; allow sign flip by subject cluster,subject-specific opposite direction possible; split by id cluster or personal response style,OOF subject-date block split에서 condition row만 선택해 Q1/Q3/S4 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; compare global sign vs two-cluster sign-flip with strong regularization. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,subject-specific sign/gate; no global direct move,medium: commute baseline leakage  Very high small-N subject overfit risk.,True,0
H0447,0.35,0.015,71,-7.838139130296146e-05,-8.677711347910002e-05,-8.257925239103073e-05,-7.838139130296146e-05,8.188779547039188e-05,8.995532968607559e-05,8.592156257823373e-05,0.10315012325492094,1.0,-2.4154429889794548e-05,1.0,True,survives_both_splits,routine_anchor_recovery,high,Q2_down|S2_up|Q1_up,"Q2,S2,Q1",3,badnight_residue,False,203,100,observable_features+core_episode,8,"app_entropy_scattered_day,commute_workday,deepnight_phone_awake,morning_after_badnight,quiet_dark_bedtime,ritual_anchor,vehicle_noise_day,weekend_ritual_rest",routine_anchor_recovery,나쁜 밤의 잔상이 보이는 row에서는 고정된 기상·출근 리듬이 하루의 예측 가능성을 만들어 개입 필요가 낮다.,"consistent morning first phone, commute/work starts at subject-normal time, low entropy + morning_after_badnight/deepnight residue markers",Q2 down; S2 up; Q1 up; lag-safe Q3 check,morning_after_badnight or previous-night residue markers present; lag alignment verified,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/Q3/S2 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; run same route with +1/-1 day shifted markers as negative controls. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,direct tiny Q2 down/S2 up under high confidence,medium: Q2 direct movement risky  Temporal alignment/leakage risk.,True,0
H0567,0.35,0.015,71,-7.788087233617285e-05,-7.566754537644029e-05,-7.677420885630656e-05,-7.566754537644029e-05,8.130853257967815e-05,7.888741593782721e-05,8.009797425875268e-05,0.08284712673578852,0.6666666666666666,-2.381503616513965e-06,1.0,True,survives_both_splits,errand_fragmentation,medium,S1_down|S4_up|Q1_down,"S1,S4,Q1",3,badnight_residue,False,203,100,observable_features+episode_fallback,6,"app_entropy_scattered_day,deepnight_phone_awake,morning_after_badnight,night_out_mobility,outdoor_nature_day,vehicle_noise_day","badnight_aftereffect,bedtime_arousal,routine_fragmentation",나쁜 밤의 잔상이 보이는 row에서는 짧은 이동이 여러 번 발생해 하루가 자잘한 일정으로 쪼개진다.,"fragmented mobility pockets, many gps transitions, short errands, app entropy high + morning_after_badnight/deepnight residue markers",S1 down; S4 up; Q1 down; lag-safe Q3 check,morning_after_badnight or previous-night residue markers present; lag alignment verified,OOF subject-date block split에서 condition row만 선택해 Q1/Q3/S1/S4 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; run same route with +1/-1 day shifted markers as negative controls. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,direct S1/S4 with activity-type gate,medium: active day vs fragmented day 혼동  Temporal alignment/leakage risk.,True,0
H0701,0.35,0.015,87,-7.721469933201006e-05,-7.377829503358086e-05,-7.549649718279546e-05,-7.377829503358086e-05,8.151191871209235e-05,7.776526505209827e-05,7.963859188209531e-05,0.06516576422532538,1.0,-1.6013413015391284e-05,1.0,True,survives_both_splits,weekend_obligation_commute,medium,S4_up|Q2_up|S1_down,"S4,Q2,S1",3,high_sensor,False,247,150,observable_features+episode_fallback,25,"commute_workday,finance_shopping_stress,high_sensor_wear_day,night_out_mobility,outdoor_nature_day,pay10_post3_late_shopping,pay10_post3_spend_outing,pay10_post7_spend_outing,pay15_post3_late_shopping,pay15_post3_spend_outing,pay15_post7_spend_outing,pay20_post3_late_shopping,pay20_post3_spend_outing,pay20_post7_spend_outing,pay25_post3_late_shopping,pay25_post3_spend_outing,pay25_post7_spend_outing,payeom_post3_late_shopping,payeom_post3_spend_outing,payeom_post7_spend_outing,paymonth_start_post3_late_shopping,paymonth_start_post3_spend_outing,paymonth_start_post7_spend_outing,sensor_sparse_day","routine_fragmentation,commute_pressure,measurement_wear_confidence",측정이 깨끗한 row에서는 평소 쉬는 주말에 갑자기 이동/외출이 있으면 회복 리듬이 깨진다.,"weekend commute anomaly, high gps speed/points, work/utility/shopping errands + high_sensor_wear_day/measurement_wear_confidence positive",S4 up; Q2 up; S1 down; direct tiny delta allowed if OOF stable,high sensor confidence; subject-normal weekday/weekend baseline known; no obvious missingness,OOF subject-date block split에서 condition row만 선택해 Q2/S1/S4 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; high-confidence rows only. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,direct S4 with weekend anomaly gate,medium-high: valence hidden  Clean subset reduces noise but may select healthier days.,True,0
H0284,0.25,0.015,113,-9.074772770010152e-05,-7.054645543981631e-05,-8.06470915699589e-05,-7.054645543981631e-05,9.61796622618523e-05,7.537171274204853e-05,8.577568750195041e-05,0.03662368810342862,0.6666666666666666,-2.141920557601848e-05,1.0,True,survives_both_splits,decision_fatigue_bedtime,medium,S3_down|Q1_down|Q2_up,"S3,Q1,Q2",3,subject_residual,False,450,250,observable_features+episode_fallback,42,"bright_light_late,deepnight_phone_awake,finance_shopping_stress,late_msg_call,late_search_spiral,media_binge_late,pay10_near3_money_rumination,pay10_post3_late_shopping,pay10_post3_spend_outing,pay10_post7_spend_outing,pay10_pre3_cash_stress,pay10_pre7_budget_squeeze,pay15_near3_money_rumination,pay15_post3_late_shopping,pay15_post3_spend_outing,pay15_post7_spend_outing,pay15_pre3_cash_stress,pay15_pre7_budget_squeeze,pay20_near3_money_rumination,pay20_post3_late_shopping,pay20_post3_spend_outing,pay20_post7_spend_outing,pay20_pre3_cash_stress,pay20_pre7_budget_squeeze","bedtime_arousal,physiology_strain,cashflow_stress,cashflow_relief_spend",개인 baseline에서 벗어날 때만 쇼핑·선택·비교가 밤에 길어져 결정 피로와 각성이 생긴다.,"late shopping, search/browser comparison, finance check, deepnight phone usage + subject-normalized z-score/residual trigger",S3 down; Q1 down; Q2 up; use subject residual not global level,subject-specific residual: above/below that subject's rolling or median baseline,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/S3 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; compare global threshold vs per-subject residual threshold. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,subject-specific gate plus sparse direct route,medium-high: spending mood mixed  10 subjects only; subject overfit risk.,True,0
H0289,0.25,0.015,113,-9.074772770010152e-05,-7.054645543981631e-05,-8.06470915699589e-05,-7.054645543981631e-05,9.61796622618523e-05,7.537171274204853e-05,8.577568750195041e-05,0.03662368810342862,0.6666666666666666,6.906129252222895e-06,1.0,True,survives_both_splits,decision_fatigue_bedtime,low,S3_down|Q1_down|Q2_up,"S3,Q1,Q2",3,block_stress_required,False,450,250,observable_features+episode_fallback,42,"bright_light_late,deepnight_phone_awake,finance_shopping_stress,late_msg_call,late_search_spiral,media_binge_late,pay10_near3_money_rumination,pay10_post3_late_shopping,pay10_post3_spend_outing,pay10_post7_spend_outing,pay10_pre3_cash_stress,pay10_pre7_budget_squeeze,pay15_near3_money_rumination,pay15_post3_late_shopping,pay15_post3_spend_outing,pay15_post7_spend_outing,pay15_pre3_cash_stress,pay15_pre7_budget_squeeze,pay20_near3_money_rumination,pay20_post3_late_shopping,pay20_post3_spend_outing,pay20_post7_spend_outing,pay20_pre3_cash_stress,pay20_pre7_budget_squeeze","bedtime_arousal,physiology_strain,cashflow_stress,cashflow_relief_spend",공개 subset에만 맞는 착시를 피하려면 쇼핑·선택·비교가 밤에 길어져 결정 피로와 각성이 생긴다.,"late shopping, search/browser comparison, finance check, deepnight phone usage + date-block and row-order hardtail diagnostics",S3 down; Q1 down; Q2 up; require block-stable calibration,date-block/public-private sensitivity check; route must survive block split and hardtail validation,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/S3 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; block-bootstrap public/private-like splits; require same sign. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,calibration/gate only until block-stable,medium-high: spending mood mixed  Explicit public overfit risk; use as guardrail.,True,0
H0290,0.25,0.015,113,-9.074772770010152e-05,-7.054645543981631e-05,-8.06470915699589e-05,-7.054645543981631e-05,9.61796622618523e-05,7.537171274204853e-05,8.577568750195041e-05,0.03662368810342862,0.6666666666666666,-8.166955748034525e-06,1.0,True,survives_both_splits,decision_fatigue_bedtime,low,S3_down|Q1_down|Q2_up,"S3,Q1,Q2",3,subject_sign_flip,False,450,250,observable_features+episode_fallback,42,"bright_light_late,deepnight_phone_awake,finance_shopping_stress,late_msg_call,late_search_spiral,media_binge_late,pay10_near3_money_rumination,pay10_post3_late_shopping,pay10_post3_spend_outing,pay10_post7_spend_outing,pay10_pre3_cash_stress,pay10_pre7_budget_squeeze,pay15_near3_money_rumination,pay15_post3_late_shopping,pay15_post3_spend_outing,pay15_post7_spend_outing,pay15_pre3_cash_stress,pay15_pre7_budget_squeeze,pay20_near3_money_rumination,pay20_post3_late_shopping,pay20_post3_spend_outing,pay20_post7_spend_outing,pay20_pre3_cash_stress,pay20_pre7_budget_squeeze","bedtime_arousal,physiology_strain,cashflow_stress,cashflow_relief_spend",어떤 subject에게는 반대 의미일 수 있으므로 쇼핑·선택·비교가 밤에 길어져 결정 피로와 각성이 생긴다.,"late shopping, search/browser comparison, finance check, deepnight phone usage + subject cluster interaction and sign-flip candidate",S3 down; Q1 down; Q2 up; allow sign flip by subject cluster,subject-specific opposite direction possible; split by id cluster or personal response style,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/S3 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; compare global sign vs two-cluster sign-flip with strong regularization. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,subject-specific sign/gate; no global direct move,medium-high: spending mood mixed  Very high small-N subject overfit risk.,True,0
H0091,0.35,0.015,87,-6.883453800898456e-05,-7.438191160732837e-05,-7.160822480815646e-05,-6.883453800898456e-05,7.325405747675786e-05,7.843720312678797e-05,7.584563030177291e-05,0.057914568886355745,0.6666666666666666,-2.9804394549568867e-05,0.8888888888888888,True,survives_both_splits,forced_commute_after_badnight,high,Q3_up|S4_up|Q1_down,"Q3,S4,Q1",3,high_sensor,False,247,150,observable_features+episode_fallback,6,"commute_workday,deepnight_phone_awake,high_sensor_wear_day,morning_after_badnight,sensor_sparse_day,vehicle_noise_day","badnight_aftereffect,bedtime_arousal,commute_pressure,measurement_wear_confidence",측정이 깨끗한 row에서는 나쁜 밤에도 출근 압박 때문에 강제로 이동하면 피로와 이동 스트레스가 겹친다.,morning_after_badnight + commute/vehicle exposure high + work/study present + high_sensor_wear_day/measurement_wear_confidence positive,Q3 up; S4 up; Q1 down; direct tiny delta allowed if OOF stable,high sensor confidence; subject-normal weekday/weekend baseline known; no obvious missingness,OOF subject-date block split에서 condition row만 선택해 Q1/Q3/S4 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; high-confidence rows only. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,"two-route direct: Q3 and S4, small independent deltas",medium: commute baseline leakage  Clean subset reduces noise but may select healthier days.,True,0
H0281,0.25,0.015,62,-8.042396057402619e-05,-6.690427573752859e-05,-7.366411815577739e-05,-6.690427573752859e-05,8.33688805454928e-05,6.958159024474252e-05,7.647523539511765e-05,0.06188338321693824,0.6666666666666666,-8.658275076898513e-06,1.0,True,survives_both_splits,decision_fatigue_bedtime,medium,S3_down|Q1_down|Q2_up,"S3,Q1,Q2",3,high_sensor,False,247,150,observable_features+episode_fallback,44,"bright_light_late,deepnight_phone_awake,finance_shopping_stress,high_sensor_wear_day,late_msg_call,late_search_spiral,media_binge_late,pay10_near3_money_rumination,pay10_post3_late_shopping,pay10_post3_spend_outing,pay10_post7_spend_outing,pay10_pre3_cash_stress,pay10_pre7_budget_squeeze,pay15_near3_money_rumination,pay15_post3_late_shopping,pay15_post3_spend_outing,pay15_post7_spend_outing,pay15_pre3_cash_stress,pay15_pre7_budget_squeeze,pay20_near3_money_rumination,pay20_post3_late_shopping,pay20_post3_spend_outing,pay20_post7_spend_outing,pay20_pre3_cash_stress","bedtime_arousal,physiology_strain,cashflow_stress,cashflow_relief_spend,measurement_wear_confidence",측정이 깨끗한 row에서는 쇼핑·선택·비교가 밤에 길어져 결정 피로와 각성이 생긴다.,"late shopping, search/browser comparison, finance check, deepnight phone usage + high_sensor_wear_day/measurement_wear_confidence positive",S3 down; Q1 down; Q2 up; direct tiny delta allowed if OOF stable,high sensor confidence; subject-normal weekday/weekend baseline known; no obvious missingness,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/S3 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; high-confidence rows only. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,direct S3 only when search+finance co-occur,medium-high: spending mood mixed  Clean subset reduces noise but may select healthier days.,True,0
H0561,0.35,0.015,87,-8.029327229918027e-05,-6.552537388290671e-05,-7.290932309104349e-05,-6.552537388290671e-05,8.449877668335889e-05,6.958176006318182e-05,7.704026837327036e-05,0.07954149646939612,1.0,-3.331283865493172e-05,0.8888888888888888,True,survives_both_splits,errand_fragmentation,medium,S1_down|S4_up|Q1_down,"S1,S4,Q1",3,high_sensor,False,247,150,observable_features+episode_fallback,6,"app_entropy_scattered_day,high_sensor_wear_day,night_out_mobility,outdoor_nature_day,sensor_sparse_day,vehicle_noise_day","routine_fragmentation,measurement_wear_confidence",측정이 깨끗한 row에서는 짧은 이동이 여러 번 발생해 하루가 자잘한 일정으로 쪼개진다.,"fragmented mobility pockets, many gps transitions, short errands, app entropy high + high_sensor_wear_day/measurement_wear_confidence positive",S1 down; S4 up; Q1 down; direct tiny delta allowed if OOF stable,high sensor confidence; subject-normal weekday/weekend baseline known; no obvious missingness,OOF subject-date block split에서 condition row만 선택해 Q1/S1/S4 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; high-confidence rows only. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,direct S1/S4 with activity-type gate,medium: active day vs fragmented day 혼동  Clean subset reduces noise but may select healthier days.,True,0
H0707,0.35,0.015,71,-8.897159732798441e-05,-6.509988982470106e-05,-7.703574357634273e-05,-6.509988982470106e-05,9.24746632086987e-05,6.834189335067505e-05,8.040827827968688e-05,0.08227730499089529,1.0,-1.948201553916081e-05,0.7777777777777778,True,survives_both_splits,weekend_obligation_commute,medium,S4_up|Q2_up|S1_down,"S4,Q2,S1",3,badnight_residue,False,203,100,observable_features+episode_fallback,25,"commute_workday,deepnight_phone_awake,finance_shopping_stress,morning_after_badnight,night_out_mobility,outdoor_nature_day,pay10_post3_late_shopping,pay10_post3_spend_outing,pay10_post7_spend_outing,pay15_post3_late_shopping,pay15_post3_spend_outing,pay15_post7_spend_outing,pay20_post3_late_shopping,pay20_post3_spend_outing,pay20_post7_spend_outing,pay25_post3_late_shopping,pay25_post3_spend_outing,pay25_post7_spend_outing,payeom_post3_late_shopping,payeom_post3_spend_outing,payeom_post7_spend_outing,paymonth_start_post3_late_shopping,paymonth_start_post3_spend_outing,paymonth_start_post7_spend_outing","badnight_aftereffect,bedtime_arousal,routine_fragmentation,commute_pressure",나쁜 밤의 잔상이 보이는 row에서는 평소 쉬는 주말에 갑자기 이동/외출이 있으면 회복 리듬이 깨진다.,"weekend commute anomaly, high gps speed/points, work/utility/shopping errands + morning_after_badnight/deepnight residue markers",S4 up; Q2 up; S1 down; lag-safe Q3 check,morning_after_badnight or previous-night residue markers present; lag alignment verified,OOF subject-date block split에서 condition row만 선택해 Q2/Q3/S1/S4 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; run same route with +1/-1 day shifted markers as negative controls. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,direct S4 with weekend anomaly gate,medium-high: valence hidden  Temporal alignment/leakage risk.,True,0
H0544,0.35,0.015,158,-7.847491731730967e-05,-6.247591999947865e-05,-7.047541865839416e-05,-6.247591999947865e-05,8.599544239057587e-05,6.948140560374308e-05,7.773842399715948e-05,0.052858216288075834,1.0,3.6923333140276037e-06,1.0,True,survives_both_splits,routine_fragmentation,high,S1_down|Q2_up|Q1_down,"S1,Q2,Q1",3,subject_residual,False,450,250,observable_features+core_episode,4,"app_entropy_scattered_day,quiet_dark_bedtime,ritual_anchor,weekend_ritual_rest",routine_fragmentation,개인 baseline에서 벗어날 때만 앱 전환이 하루 종일 산만해 생활 리듬이 조각난다.,"app_entropy_scattered_day high across morning/afternoon/evening, no clear anchor + subject-normalized z-score/residual trigger",S1 down; Q2 up; Q1 down; use subject residual not global level,subject-specific residual: above/below that subject's rolling or median baseline,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/S1 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; compare global threshold vs per-subject residual threshold. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,subject-specific gate plus sparse direct route,medium: entropy may proxy phone-heavy job  10 subjects only; subject overfit risk.,True,0
H0549,0.35,0.015,158,-7.847491731730967e-05,-6.247591999947865e-05,-7.047541865839416e-05,-6.247591999947865e-05,8.599544239057587e-05,6.948140560374308e-05,7.773842399715948e-05,0.052858216288075834,1.0,1.2479084923232726e-05,1.0,True,survives_both_splits,routine_fragmentation,medium,S1_down|Q2_up|Q1_down,"S1,Q2,Q1",3,block_stress_required,False,450,250,observable_features+core_episode,4,"app_entropy_scattered_day,quiet_dark_bedtime,ritual_anchor,weekend_ritual_rest",routine_fragmentation,공개 subset에만 맞는 착시를 피하려면 앱 전환이 하루 종일 산만해 생활 리듬이 조각난다.,"app_entropy_scattered_day high across morning/afternoon/evening, no clear anchor + date-block and row-order hardtail diagnostics",S1 down; Q2 up; Q1 down; require block-stable calibration,date-block/public-private sensitivity check; route must survive block split and hardtail validation,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/S1 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; block-bootstrap public/private-like splits; require same sign. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,calibration/gate only until block-stable,medium: entropy may proxy phone-heavy job  Explicit public overfit risk; use as guardrail.,True,0
H0550,0.35,0.015,158,-7.847491731730967e-05,-6.247591999947865e-05,-7.047541865839416e-05,-6.247591999947865e-05,8.599544239057587e-05,6.948140560374308e-05,7.773842399715948e-05,0.052858216288075834,1.0,-3.7713804124102076e-06,0.8888888888888888,True,survives_both_splits,routine_fragmentation,medium,S1_down|Q2_up|Q1_down,"S1,Q2,Q1",3,subject_sign_flip,False,450,250,observable_features+core_episode,4,"app_entropy_scattered_day,quiet_dark_bedtime,ritual_anchor,weekend_ritual_rest",routine_fragmentation,어떤 subject에게는 반대 의미일 수 있으므로 앱 전환이 하루 종일 산만해 생활 리듬이 조각난다.,"app_entropy_scattered_day high across morning/afternoon/evening, no clear anchor + subject cluster interaction and sign-flip candidate",S1 down; Q2 up; Q1 down; allow sign flip by subject cluster,subject-specific opposite direction possible; split by id cluster or personal response style,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/S1 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; compare global sign vs two-cluster sign-flip with strong regularization. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,subject-specific sign/gate; no global direct move,medium: entropy may proxy phone-heavy job  Very high small-N subject overfit risk.,True,0
H0646,0.35,0.015,71,-6.59769130794867e-05,-6.227125278820108e-05,-6.412408293384389e-05,-6.227125278820108e-05,6.743389793444113e-05,6.35933064372396e-05,6.551360218584037e-05,0.13108996989854693,1.0,-3.1954666314994085e-05,1.0,True,survives_both_splits,high_confidence_vehicle_exposure,high,S4_up|S1_down,"S4,S1",2,late_arousal,False,203,106,observable_features+episode_fallback,12,"bright_light_late,commute_workday,deepnight_phone_awake,late_msg_call,late_search_spiral,media_binge_late,night_out_mobility,outdoor_nature_day,phone_in_bed,presleep_msg_drag,quiet_dark_bedtime,vehicle_noise_day","commute_pressure,measurement_wear_confidence",수면 직전·야간 신호가 강할 때 속도와 위치점이 촘촘한 날은 휴대폰이 몸과 함께 많이 이동했다는 신뢰 가능한 노출이다.,high gps speed + dense gps_points + commute timing; measurement_wear_confidence high + late/deepnight/presleep co-occurrence,S4 up; S1 neutral/down; Q no_direct; late-night gate required,late/presleep/deepnight signals active; bedtime window reliable,OOF subject-date block split에서 condition row만 선택해 S1/S4 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; ablate late-window features and compare route loss. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,direct S4 and confidence gate,low-medium: GPS sampling artifact  Late-night rows may include shift-like subjects.,True,0
H0604,0.25,0.015,113,-6.162554417796812e-05,-7.024532726413725e-05,-6.593543572105267e-05,-6.162554417796812e-05,6.709212520308842e-05,7.526490913890546e-05,7.117851717099695e-05,0.06082648389835701,1.0,-1.7395544036978873e-05,1.0,True,survives_both_splits,sleep_debt_recovery_break,medium,S1_up|Q1_up|Q2_down,"S1,Q1,Q2",3,subject_residual,False,450,250,observable_features+episode_fallback,7,"afterwork_recovery,bright_light_late,deepnight_phone_awake,home_stability,late_msg_call,late_search_spiral,media_binge_late","home_recovery,routine_anchor_recovery,physiology_strain",개인 baseline에서 벗어날 때만 수면 빚을 갚는 날은 루틴이 깨져 보여도 실제로는 회복 수면일 수 있다.,"late wake, low morning activity, high home stability, previous late/deepnight markers + subject-normalized z-score/residual trigger",S1 up; Q1 up; Q2 down; use subject residual not global level,subject-specific residual: above/below that subject's rolling or median baseline,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/S1 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; compare global threshold vs per-subject residual threshold. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,subject-specific gate plus sparse direct route,medium-high: temporal alignment risk  10 subjects only; subject overfit risk.,True,0
H0609,0.25,0.015,113,-6.162554417796812e-05,-7.024532726413725e-05,-6.593543572105267e-05,-6.162554417796812e-05,6.709212520308842e-05,7.526490913890546e-05,7.117851717099695e-05,0.06082648389835701,1.0,-5.0687340753623144e-06,1.0,True,survives_both_splits,sleep_debt_recovery_break,low,S1_up|Q1_up|Q2_down,"S1,Q1,Q2",3,block_stress_required,False,450,250,observable_features+episode_fallback,7,"afterwork_recovery,bright_light_late,deepnight_phone_awake,home_stability,late_msg_call,late_search_spiral,media_binge_late","home_recovery,routine_anchor_recovery,physiology_strain",공개 subset에만 맞는 착시를 피하려면 수면 빚을 갚는 날은 루틴이 깨져 보여도 실제로는 회복 수면일 수 있다.,"late wake, low morning activity, high home stability, previous late/deepnight markers + date-block and row-order hardtail diagnostics",S1 up; Q1 up; Q2 down; require block-stable calibration,date-block/public-private sensitivity check; route must survive block split and hardtail validation,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/S1 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; block-bootstrap public/private-like splits; require same sign. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,calibration/gate only until block-stable,medium-high: temporal alignment risk  Explicit public overfit risk; use as guardrail.,True,0
H0610,0.25,0.015,113,-6.162554417796812e-05,-7.024532726413725e-05,-6.593543572105267e-05,-6.162554417796812e-05,6.709212520308842e-05,7.526490913890546e-05,7.117851717099695e-05,0.06082648389835701,1.0,6.926257356341456e-06,0.8888888888888888,True,survives_both_splits,sleep_debt_recovery_break,low,S1_up|Q1_up|Q2_down,"S1,Q1,Q2",3,subject_sign_flip,False,450,250,observable_features+episode_fallback,7,"afterwork_recovery,bright_light_late,deepnight_phone_awake,home_stability,late_msg_call,late_search_spiral,media_binge_late","home_recovery,routine_anchor_recovery,physiology_strain",어떤 subject에게는 반대 의미일 수 있으므로 수면 빚을 갚는 날은 루틴이 깨져 보여도 실제로는 회복 수면일 수 있다.,"late wake, low morning activity, high home stability, previous late/deepnight markers + subject cluster interaction and sign-flip candidate",S1 up; Q1 up; Q2 down; allow sign flip by subject cluster,subject-specific opposite direction possible; split by id cluster or personal response style,OOF subject-date block split에서 condition row만 선택해 Q1/Q2/S1 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; compare global sign vs two-cluster sign-flip with strong regularization. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,subject-specific sign/gate; no global direct move,medium-high: temporal alignment risk  Very high small-N subject overfit risk.,True,0
H0569,0.35,0.015,158,-5.9992265586151024e-05,-6.342632219977841e-05,-6.170929389296472e-05,-5.9992265586151024e-05,6.75928990146807e-05,7.038666833741047e-05,6.898978367604559e-05,0.03774348303566266,0.6666666666666666,-1.400213216501078e-05,1.0,True,survives_both_splits,errand_fragmentation,low,S1_down|S4_up|Q1_down,"S1,S4,Q1",3,block_stress_required,False,450,250,observable_features+episode_fallback,4,"app_entropy_scattered_day,night_out_mobility,outdoor_nature_day,vehicle_noise_day",routine_fragmentation,공개 subset에만 맞는 착시를 피하려면 짧은 이동이 여러 번 발생해 하루가 자잘한 일정으로 쪼개진다.,"fragmented mobility pockets, many gps transitions, short errands, app entropy high + date-block and row-order hardtail diagnostics",S1 down; S4 up; Q1 down; require block-stable calibration,date-block/public-private sensitivity check; route must survive block split and hardtail validation,OOF subject-date block split에서 condition row만 선택해 Q1/S1/S4 logit delta ±0.002/±0.005/±0.01를 route-only로 적용; sign flip과 no-move를 비교하고 target별 logloss를 본다; block-bootstrap public/private-like splits; require same sign. 최종 채택은 E247 prior/smoothing 위에 sparse add로만 한다.,calibration/gate only until block-stable,medium: active day vs fragmented day 혼동  Explicit public overfit risk; use as guardrail.,True,0
