flat_idx,row,target,sign,coef,stability,source_support,semantic_mean,base_mean,h088_alignment,listener_score,public_utility_base,magnitude_base,rank_seed_score,logit_step,public_delta_estimate,public_utility,old_route_energy,new_route_energy,route_energy_delta,solver_score
1521,217,Q3,1,-0.00041021706169010717,1.0,7,2.1715795578126527e-06,3.4400028393164307e-06,0.5737142857142857,1.8257936955063718,0.0001715648525623778,0.4182294413975012,0.0002941364128043547,0.48096385760712634,-0.00019729958044673447,0.00019729958044673447,0.6595846975289886,0.6616456774215116,0.0020609798925229628,8.764078689535672e-05
1003,143,Q3,1,-0.0004815353924981035,1.0,3,1.8945274012239598e-07,1.487484080447911e-07,0.5817142857142857,1.2406792756539233,0.0002271964415805714,0.4718167036527148,0.0002446389292632743,0.5425892092006219,-0.0002612759078176571,0.0002612759078176571,1.1684401844210452,1.1711239549723735,0.0026837705513282906,0.00010624967473795966
970,138,S2,1,-0.00033934723680239257,1.0,8,4.637672235591935e-07,7.526658061432005e-08,0.5017142857142857,2.158027573775989,0.00012385467558447244,0.36497917811717745,0.00023995602699575442,0.4533041392215344,-0.00015382750707591478,0.00015382750707591478,0.6949810052254028,0.687577778426259,-0.007403226799143847,0.00030308558946050404
1607,229,S2,1,-0.0004025138643972864,1.0,4,-1.013406813624648e-06,-1.522381028832479e-06,0.58,0.1941473004694836,0.00016601338286656843,0.4124414027704424,0.0002022903813448185,0.5122522222408895,-0.000206188621520278,0.000206188621520278,0.7841615909534548,0.7648594233305763,-0.019302167622878508,0.0005616276387320911
704,100,S2,-1,0.00028307133514241987,1.0,6,1.1495335822008215e-07,3.2931997608602525e-07,0.4662857142857143,1.6908021014978765,9.134556756693971e-05,0.3226945162814935,0.00015390762861862645,-0.40078658922161486,-0.0001134511949181391,0.0001134511949181391,0.6912375789171452,0.6913227178554384,8.513893829320551e-05,0.00012034285862054677
1065,152,Q2,1,-0.00021395687125420212,1.0,2,2.9234055243730534e-05,-1.9925454567365e-06,0.0,2.877617370892019,5.79316467983284e-05,0.27076319848358515,0.00014751846035960937,0.34251544608173523,-7.328353319988543e-05,7.328353319988543e-05,0.6784673225130445,0.6743972328482849,-0.004070089664759635,0.00015054514716555885
1442,206,Q1,-1,0.00034443470860936706,1.0,3,1.1010275376396062e-06,5.440565444760571e-07,0.6102857142857143,0.9653690811535881,0.00012702814377244607,0.368801809449791,0.00013459088260219212,-0.42412208086725967,-0.000146082365338313,0.000146082365338313,0.5988292345001405,0.597202859557681,-0.0016263749424594298,0.00018135711430258274
529,75,S2,1,-0.000291724824462428,1.0,4,8.268068719322444e-06,-4.0984550415273065e-06,0.5714285714285714,1.2369304996646548,9.603481643829597e-05,0.32919658659581963,0.00012673380577188354,0.40886216055200797,-0.00011927524201636359,0.00011927524201636359,0.6783920671325288,0.6800491261583702,0.0016570590258414564,2.78517004658762e-05
1073,153,Q3,-1,0.00022931658121603735,1.0,4,1.345159071477439e-05,2.0898319701293644e-06,0.6085714285714285,2.739259641180416,6.473703349852832e-05,0.282304197782977,8.69642304017632e-05,-0.32464982745042353,-7.444758852330756e-05,7.444758852330756e-05,0.6597723539272723,0.655224854037554,-0.004547499889718254,0.00016430258653823613
1665,237,S4,-1,0.00012281839995567385,0.9615384615384616,4,8.47873171250064e-06,4.978258327166636e-06,0.556,2.137868661971831,2.4844129998859826e-05,0.20228345270599743,3.31341784158776e-05,-0.19540581531399348,-2.3999429578898588e-05,2.3999429578898588e-05,0.7636923658575034,0.7518597400781447,-0.01183262577935873,0.0002449866936073557
625,89,Q3,-1,6.501381494740681e-05,0.9615384615384616,1,4.804970907862289e-05,6.059008825400906e-07,0.0,3.315356807511737,1.032745534499007e-05,0.15885016674293773,2.4640202033792468e-05,-0.18267769175437837,-1.1876573646738578e-05,1.1876573646738578e-05,0.661413565456585,0.6561256903896923,-0.0052878750668927665,0.00010905832485080837
