flat_idx,row,target,sign,coef,stability,source_support,semantic_mean,base_mean,h088_alignment,listener_score,public_utility_base,magnitude_base,rank_seed_score,logit_step,public_delta_estimate,public_utility,old_route_energy,new_route_energy,route_energy_delta,solver_score
767,109,S2,-1,0.000891100155360654,1.0,3,3.973748694720218e-07,1.1464278576746085e-06,0.5554285714285714,1.4604679409792087,0.000694662490435969,0.7795560198896151,0.0007715006428033182,-1.1365926769990589,-0.0010128179110556429,0.0010128179110556429,0.7380815683072779,0.7145837176866519,-0.023497850620626037,0.0015357706247094156
1328,189,S3,1,-0.0006828743939024004,1.0,7,2.382215008350941e-06,4.678892181510995e-06,0.6091428571428571,2.379192219986586,0.0004254983999769266,0.6230990703068313,0.0007113841379716587,0.7065943457279468,-0.0004825151855738348,0.0004825151855738348,0.7409342680957336,0.7370469347689984,-0.0038873333267351873,0.0005820365187620089
122,17,S1,1,-0.0006904111887686181,1.0,6,1.8640312302437575e-06,4.643612351574796e-06,0.5542857142857143,2.276984965347641,0.0004341043732118212,0.6287620772572754,0.0006941109275155254,0.7130161956097504,-0.0004922743592222053,0.0004922743592222053,0.6371997392368175,0.6382926309177753,0.0010928916809578304,0.0004550942335791029
670,95,S3,1,-0.0006351748188065614,1.0,8,6.418942041073362e-07,7.710210254089011e-07,0.5845714285714285,2.0799657444668007,0.00037301181141353616,0.5872585001313388,0.0006706215190816804,0.6659511391489382,-0.00042299539414294995,0.00042299539414294995,0.620796184661378,0.612555113871637,-0.008241070789741012,0.0006202989515172522
60,8,S2,1,-0.00038207329782434263,0.8846153846153846,8,9.712061659767803e-07,1.7728009326987003e-06,0.0,3.518536091549296,0.00015171471300224801,0.3970827426731049,0.0005469408917093395,0.5789466388173871,-0.00022120005155727766,0.00022120005155727766,0.6961381056847362,0.6408996274067053,-0.05523847827803097,0.0014524465736739588
916,130,S4,-1,0.0005676208828816773,1.0,5,7.5623934140545886e-06,4.811907810935742e-06,0.496,2.4646544600938967,0.0003045284526277834,0.5364997339100075,0.0004904399195274692,-0.6083906982539484,-0.00034533526527990633,0.00034533526527990633,0.9079054700334854,0.8776828811768362,-0.03022258885664919,0.0010202322201261884
908,129,S3,-1,0.0006597653952455987,1.0,4,-7.197549332350879e-07,-4.229924468003957e-07,0.6125714285714285,-0.04000984238765917,0.0003996432557016943,0.6057354001613353,0.00047271618792039125,-0.6869039437829543,-0.00045319545196572135,0.00045319545196572135,0.8456427230429656,0.839077222455318,-0.006565500587647599,0.0006056364648939685
1403,200,S1,1,-0.0005776062217454249,1.0,6,1.1599547889326794e-06,2.308908941478985e-06,0.6188571428571429,2.0989575564498097,0.00031421924661200135,0.5440025311058558,0.00046563283998256165,0.6168988702740406,-0.0003563246256580096,0.0003563246256580096,0.7515558055596577,0.7415042105810701,-0.010051594978587652,0.0005894597151869379
1342,191,S3,1,-0.0005659040034401497,1.0,6,1.079344365431451e-06,2.151939968721086e-06,0.5828571428571429,2.1537659289067737,0.00030287731346725574,0.5352097027517992,0.00046308997813818007,0.6069278029205404,-0.000343462873471868,0.000343462873471868,0.7591871800972029,0.7556326881664421,-0.003554491930760739,0.0004336616959486043
1643,234,S3,1,-0.0004723604697430334,1.0,8,6.68838772488223e-07,9.98839761773555e-07,0.4771428571428571,2.1476994466800807,0.00021961117014743326,0.4649228379904502,0.00043879087764317313,0.5272224982811705,-0.00024903906694718933,0.00024903906694718933,0.702632057669185,0.7058406776606462,0.003208619991461159,0.00012065116733143718
664,94,S4,1,-0.0004958349692895376,1.0,6,1.495590684792637e-06,4.618767680585675e-06,0.5885714285714285,1.9479198524480212,0.00023927068737800158,0.4825611386805636,0.0003692830602895926,0.5472243312637591,-0.0002713329594866538,0.0002713329594866538,0.6656771403506413,0.6683274223183913,0.002650281967749968,0.00016407027093790527
1430,204,Q3,1,-0.00029509108933766816,1.0,6,-4.3395312103401566e-07,5.068374254965973e-06,0.0,2.5884088419405322,9.78893675723114e-05,0.33172593517487786,0.0003251962473904751,0.4478300124860851,-0.00013215064622262038,0.00013215064622262038,0.6719036277220779,0.6740300289080843,0.002126401186006377,4.846259285233342e-05
1521,217,Q3,1,-0.00041021706169010717,1.0,7,2.1715795578126527e-06,3.4400028393164307e-06,0.5737142857142857,1.8257936955063718,0.0001715648525623778,0.4182294413975012,0.0002941364128043547,0.5646097458866266,-0.00023161255095921005,0.00023161255095921005,0.6595846975289886,0.662774348741935,0.003189651212946343,0.00010207824637662462
1003,143,Q3,1,-0.0004815353924981035,1.0,3,1.8945274012239598e-07,1.487484080447911e-07,0.5817142857142857,1.2406792756539233,0.0002271964415805714,0.4718167036527148,0.0002446389292632743,0.636952549931165,-0.00030671519613377144,0.00030671519613377144,1.1684401844210452,1.1724982519942213,0.004058067573176061,0.00013010215534084871
970,138,S2,1,-0.00033934723680239257,1.0,8,4.637672235591935e-07,7.526658061432005e-08,0.5017142857142857,2.158027573775989,0.00012385467558447244,0.36497917811717745,0.00023995602699575442,0.5321396416948448,-0.00018058011700216084,0.00018058011700216084,0.6949810052254028,0.6867008253291162,-0.008280179896286599,0.000378744074720466
1607,229,S2,1,-0.0004025138643972864,1.0,4,-1.013406813624648e-06,-1.522381028832479e-06,0.58,0.1941473004694836,0.00016601338286656843,0.4124414027704424,0.0002022903813448185,0.6013395652393051,-0.0002420475122194568,0.0002420475122194568,0.7841615909534548,0.7623488870587559,-0.021812703894698915,0.000729926997902833
704,100,S2,-1,0.00028307133514241987,1.0,6,1.1495335822008215e-07,3.2931997608602525e-07,0.4662857142857143,1.6908021014978765,9.134556756693971e-05,0.3226945162814935,0.00015390762861862645,-0.4704886047384176,-0.0001331818375125981,0.0001331818375125981,0.6912375789171452,0.6919592632835938,0.0007216843664485939,0.00011270604102241137
1065,152,Q2,1,-0.00021395687125420212,1.0,2,2.9234055243730534e-05,-1.9925454567365e-06,0.0,2.877617370892019,5.79316467983284e-05,0.27076319848358515,0.00014751846035960937,0.402083349748124,-8.602849549551769e-05,8.602849549551769e-05,0.6784673225130445,0.6741265876948754,-0.004340734818169101,0.00018552466149523788
1130,161,S1,1,-0.00032367534354852946,1.0,3,-9.436539932813841e-07,-1.797457079735154e-06,0.4674285714285714,0.3478590207914148,0.00011432329984837283,0.3532036101206209,0.0001373162612177591,0.40053289387678415,-0.0001296426220280548,0.0001296426220280548,0.6656427624430343,0.668556874011949,0.0029141115689146346,4.5076014268962605e-06
1442,206,Q1,-1,0.00034443470860936706,1.0,3,1.1010275376396062e-06,5.440565444760571e-07,0.6102857142857143,0.9653690811535881,0.00012702814377244607,0.368801809449791,0.00013459088260219212,-0.4978824427572179,-0.00017148799409280222,0.00017148799409280222,0.5988292345001405,0.5976697877411327,-0.0011594467590078095,0.00020299582279097403
529,75,S2,1,-0.000291724824462428,1.0,4,8.268068719322444e-06,-4.0984550415273065e-06,0.5714285714285714,1.2369304996646548,9.603481643829597e-05,0.32919658659581963,0.00012673380577188354,0.4799686232567051,-0.00014001876236703552,0.00014001876236703552,0.6783920671325288,0.6809477095966897,0.0025556424641609565,3.3014851479792476e-05
1073,153,Q3,-1,0.00022931658121603735,1.0,4,1.345159071477439e-05,2.0898319701293644e-06,0.6085714285714285,2.739259641180416,6.473703349852832e-05,0.282304197782977,8.69642304017632e-05,-0.38111066700701896,-8.739499522301322e-05,8.739499522301322e-05,0.6597723539272723,0.6547969184204331,-0.00497543550683921,0.00020485457637347583
1665,237,S4,-1,0.00012281839995567385,0.9615384615384616,4,8.47873171250064e-06,4.978258327166636e-06,0.556,2.137868661971831,2.4844129998859826e-05,0.20228345270599743,3.31341784158776e-05,-0.2293894353686011,-2.8173243418707045e-05,2.8173243418707045e-05,0.7636923658575034,0.7498889465720258,-0.01380341928547768,0.00033984846769921596
625,89,Q3,-1,6.501381494740681e-05,0.9615384615384616,1,4.804970907862289e-05,6.059008825400906e-07,0.0,3.315356807511737,1.032745534499007e-05,0.15885016674293773,2.4640202033792468e-05,-0.21444772510296595,-1.3942064715736594e-05,1.3942064715736594e-05,0.661413565456585,0.65528515081302,-0.006128414643565061,0.00015076718687416792
965,137,S4,-1,6.119182883646911e-05,0.9230769230769231,4,1.6570339438653428e-06,-2.2175865589687415e-07,0.0,2.317198356807512,9.544603416429423e-06,0.15597839773569622,2.4095157970552098e-05,-0.1768795030322795,-1.0823580274230967e-05,1.0823580274230967e-05,0.9835033403095894,0.974093722547612,-0.009409617761977462,0.00022583517103773513
1488,212,S2,1,-2.2166869129571407e-05,0.8846153846153846,8,1.9918544291283564e-07,1.2134848364947942e-06,0.5525714285714286,1.5247378101945002,2.807561913746125e-06,0.12665577160830238,4.762915886893724e-06,0.1846641150049049,-4.093425270241851e-06,4.093425270241851e-06,0.6386124601753715,0.6377462981887966,-0.0008661619865749648,3.9148988974891074e-05
