route_id,row,subject_id,route_name,targets,value_mode,raw_head,raw_latent_score,raw_overall_oof,raw_head_score,raw_transition_q,raw_phone_arousal,raw_mobility_load,raw_body_load,h088_cell_overlap_ratio,h087_cell_overlap_ratio,posterior_delta_sum,hard_delta_sum,source_proxy_sum,dual_pareto
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",h085_hard_bridge,q2,0.8561746454077771,0.8827976844364397,0.9395581273751733,0.792,0.236,0.12,0.068,1.0,1.0,-0.01030441738071669,-0.0063434442609291986,-8.607745183690542e-06,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",triad_consensus,q2,0.8561716120647607,0.8827976844364397,0.9395545317144472,0.792,0.236,0.12,0.068,1.0,1.0,-0.010415026804031169,-0.006140505490336234,-8.598274957784912e-06,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_source_bridge,q2,0.8543332799272711,0.8794226955496702,0.9373072903577528,0.792,0.236,0.12,0.068,1.0,1.0,-0.009776700785265602,-0.0066924778629461334,-7.558793635207445e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8532646359980652,0.8429525154130388,0.8940915176288384,0.996,0.92,0.144,0.09,1.0,1.0,-0.009097074922098266,-0.010949762674449432,-5.100663119959095e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",hard_q,private,0.8531945608966948,0.8427522407847992,0.8941846866943927,0.996,0.92,0.144,0.09,1.0,1.0,-0.007512921195129542,-0.01136159275940708,-4.576407325786486e-06,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_q,q2,0.8528046282896304,0.876612095244074,0.9352798322347483,0.792,0.236,0.12,0.068,1.0,1.0,-0.008745560623308946,-0.006926037390427242,-6.9114690168461995e-06,1.0
r053_q3_s_stage,53,id02,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8518924993989747,0.8682222327764908,0.9109825331182471,0.896,0.768,0.904,0.624,1.0,1.0,-0.007021608801604978,-0.003239702883756873,-6.059324296558566e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8518690190564585,0.8421660763085262,0.887832086411715,0.996,0.92,0.144,0.09,1.0,1.0,-0.009573937883480202,-0.010614477571291513,-5.307731009189584e-06,1.0
r053_q3_s_stage,53,id02,q3_s_stage,"Q3,S1,S2,S3,S4",triad_consensus,private,0.8513369889085962,0.8675939478431965,0.9092643834828813,0.896,0.768,0.904,0.624,1.0,1.0,-0.007160082013224839,-0.0029945505565411477,-6.357556033219195e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",triad_consensus,private,0.8512956995418527,0.8414675473342074,0.8861604574415957,0.996,0.92,0.144,0.09,1.0,1.0,-0.009834509073675437,-0.010178721787160326,-5.498562073364022e-06,1.0
r053_q3_s_stage,53,id02,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8511859076817443,0.8656676804184414,0.9133193928016214,0.896,0.768,0.904,0.624,1.0,1.0,-0.006878568845069116,-0.0033835417053586668,-5.863234727559186e-06,1.0
r053_q3_s_stage,53,id02,q3_s_stage,"Q3,S1,S2,S3,S4",hard_q,private,0.850968195178962,0.8651726829219805,0.9134014525204364,0.896,0.768,0.904,0.624,1.0,1.0,-0.006065269030431269,-0.0036162307386981727,-5.066713413681085e-06,1.0
r140_s_stage,140,id06,s_stage,"S1,S2,S3,S4",hard_source_bridge,private,0.8504201214329584,0.8420338424885531,0.8916937952406794,0.996,0.92,0.144,0.09,1.0,1.0,-0.007703353669921638,-0.0040079534546879235,-4.70782442992172e-06,1.0
r140_s_stage,140,id06,s_stage,"S1,S2,S3,S4",hard_q,private,0.8503399130359361,0.8418335678603134,0.8917843813521763,0.996,0.92,0.144,0.09,1.0,1.0,-0.0071948985150535735,-0.004135779140507013,-4.087293317624675e-06,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_binary_edge,q2,0.8498456130881028,0.8724039939610649,0.9311376363869932,0.792,0.236,0.12,0.068,1.0,1.0,-0.008092958077223156,-0.006328308590047904,-7.100792377260058e-06,1.0
r236_full_state,236,id10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",h085_hard_bridge,q2,0.8497349848408394,0.8780748571580254,0.9250730198192145,0.864,0.364,0.044,0.152,1.0,0.8571428571428571,-0.008953122596139784,-0.0010248715706651645,-4.729852846434085e-06,1.0
r236_full_state,236,id10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",triad_consensus,q2,0.8496907211652032,0.8780748571580254,0.9250216797518702,0.864,0.364,0.044,0.152,1.0,0.8571428571428571,-0.009448016478136645,-0.00019153964161272574,-5.217627458957192e-06,1.0
r140_s_stage,140,id06,s_stage,"S1,S2,S3,S4",h085_hard_bridge,private,0.8490111975972044,0.841257606687789,0.8853537706983973,0.996,0.92,0.144,0.09,1.0,1.0,-0.007950467280888709,-0.003889138728853535,-4.94648741539757e-06,1.0
r140_s_stage,140,id06,s_stage,"S1,S2,S3,S4",triad_consensus,private,0.8484378780825985,0.8405590777134702,0.8836821417282779,0.996,0.92,0.144,0.09,1.0,1.0,-0.008031916424657495,-0.0037529529338754964,-5.171212814573025e-06,1.0
r236_full_state,236,id10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_source_bridge,q2,0.8477768551468171,0.8744547089312898,0.9228262951114876,0.864,0.364,0.044,0.152,1.0,0.8571428571428571,-0.008185143651256777,-0.0017765077723902456,-4.096041624997643e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8474461297483867,0.8736239191673665,0.9188196864717026,0.792,0.236,0.12,0.068,1.0,1.0,-0.009795858347581454,-0.006194449042557504,-7.974385066885882e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8474448209178264,0.8725197202541519,0.9214155900005745,0.792,0.236,0.12,0.068,1.0,1.0,-0.009353691339912595,-0.006511107636997249,-7.127091555403823e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",triad_consensus,private,0.8474281451481476,0.873613493191795,0.9187423616396676,0.792,0.236,0.12,0.068,1.0,1.0,-0.009925100206086612,-0.005978024227826062,-8.019031051609753e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",hard_q,private,0.847119603002297,0.8716215816513516,0.9216162109661472,0.792,0.236,0.12,0.068,1.0,1.0,-0.00833536023734821,-0.006744296283947293,-6.5026531858490755e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8471042153810665,0.8278465472445848,0.8944747697015266,0.996,0.92,0.144,0.09,1.0,1.0,-0.008890184776111663,-0.006600799714420588,-5.002058024737595e-06,1.0
r054_q3_s_stage,54,id02,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8470508046416012,0.8668002221173651,0.8965611772747542,0.932,0.492,0.92,0.788,1.0,1.0,-0.015532773317713128,-0.002641057473831991,-3.941319080814971e-06,1.0
r053_s_stage,53,id02,s_stage,"S1,S2,S3,S4",h085_hard_bridge,private,0.8470183183921761,0.863320743315828,0.906198832666367,0.896,0.768,0.904,0.624,1.0,1.0,-0.005183024858205004,-0.0023512260695164487,-4.0868176555414774e-06,1.0
r054_q3_s_stage,54,id02,q3_s_stage,"Q3,S1,S2,S3,S4",hard_q,private,0.8468586398497684,0.8661915936966643,0.8968697645642848,0.932,0.492,0.92,0.788,1.0,1.0,-0.011040408067328093,-0.004727373431186581,-2.471631388930032e-06,1.0
r054_s_stage,54,id02,s_stage,"S1,S2,S3,S4",hard_source_bridge,private,0.8467382967775618,0.866784581351936,0.8982438924516489,0.932,0.492,0.92,0.788,1.0,1.0,-0.01477837410504384,-0.0026405391046626244,-3.562176015163089e-06,1.0
r054_s_stage,54,id02,s_stage,"S1,S2,S3,S4",hard_q,private,0.8465723533124219,0.8662574798089878,0.8985004994845821,0.932,0.492,0.92,0.788,1.0,1.0,-0.010585339837288269,-0.004650427847255683,-2.281465289772186e-06,1.0
r053_s_stage,53,id02,s_stage,"S1,S2,S3,S4",triad_consensus,private,0.8464886827057095,0.8627682934091175,0.9044601227173596,0.896,0.768,0.904,0.624,1.0,1.0,-0.005301612711943532,-0.002140621209106258,-4.272042021886832e-06,1.0
r053_s_stage,53,id02,s_stage,"S1,S2,S3,S4",hard_source_bridge,private,0.8464536147447849,0.8608692267561682,0.9089305308563725,0.896,0.768,0.904,0.624,1.0,1.0,-0.0050557625231055945,-0.002479354119103899,-3.956100783252381e-06,1.0
r053_s_stage,53,id02,s_stage,"S1,S2,S3,S4",hard_q,private,0.84626205658299,0.8604131731894817,0.9090892696700562,0.896,0.768,0.904,0.624,1.0,1.0,-0.004353153889057121,-0.0026800112811694197,-3.455885179526988e-06,1.0
r054_q3_s_stage,54,id02,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8460199698664137,0.8686273368766328,0.8899903164805378,0.932,0.492,0.92,0.788,1.0,1.0,-0.016662832844970638,-0.00031399246962981455,-4.623064734053791e-06,1.0
r236_full_state,236,id10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_q,q2,0.8458713797606865,0.8713146635975506,0.920296445331326,0.864,0.364,0.044,0.152,1.0,0.8571428571428571,-0.004737134706629398,-0.0026980840133781214,-2.36537038393915e-06,1.0
r054_s_stage,54,id02,s_stage,"S1,S2,S3,S4",h085_hard_bridge,private,0.8457795161851434,0.8684800273124488,0.8921774878106034,0.932,0.492,0.92,0.788,1.0,1.0,-0.015841260706733112,-0.00037483765090894896,-4.179277880215348e-06,1.0
r054_q3_s_stage,54,id02,q3_s_stage,"Q3,S1,S2,S3,S4",triad_consensus,private,0.8457194413564326,0.8686221113692413,0.8890337092568186,0.932,0.492,0.92,0.788,1.0,1.0,-0.016865084169949113,3.8399633820746047e-05,-4.865118916473082e-06,0.0
r054_s_stage,54,id02,s_stage,"S1,S2,S3,S4",triad_consensus,private,0.8455010455759169,0.8685189872272838,0.8912476893984741,0.932,0.492,0.92,0.788,1.0,1.0,-0.015993654242187322,-0.0001034515594268647,-4.355517811869971e-06,1.0
r140_s_stage,140,id06,s_stage,"S1,S2,S3,S4",hard_binary_edge,private,0.8444214312409918,0.8270854679449643,0.8924128800703055,0.996,0.92,0.144,0.09,1.0,1.0,-0.007688269321547835,-0.004017326072091895,-4.904235223105233e-06,1.0
r140_nonq2_full,140,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8442688989475673,0.8268795213808714,0.8971742839313415,0.996,0.92,0.144,0.09,1.0,1.0,-0.009072170251079478,-0.011071294833227514,-5.165904323122659e-06,1.0
r140_nonq2_full,140,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_q,private,0.8441472421331138,0.826536516105446,0.897433113990072,0.996,0.92,0.144,0.09,1.0,1.0,-0.007428864938053461,-0.011498945902610814,-4.64164852895005e-06,1.0
r053_q3_s_stage,53,id02,q3_s_stage,"Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8438621496027043,0.8519853650938982,0.9078917936763156,0.896,0.768,0.904,0.624,1.0,1.0,-0.005078231728824506,-0.0029152814625901967,-4.4686067171011234e-06,1.0
r054_q3_s_stage,54,id02,q3_s_stage,"Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8436139369269293,0.8578021373586756,0.8967695478645049,0.932,0.492,0.92,0.788,1.0,1.0,-0.011719808500451123,-0.004522289583190073,-2.7748061309948835e-06,1.0
r140_nonq2_full,140,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8433528945006994,0.8264378912866576,0.8922760503923698,0.996,0.92,0.144,0.09,1.0,1.0,-0.009561000001610578,-0.010724656717286606,-5.372972212353148e-06,1.0
r054_s_stage,54,id02,s_stage,"S1,S2,S3,S4",hard_binary_edge,private,0.8433265535231911,0.8580082083233176,0.898349707344407,0.932,0.492,0.92,0.788,1.0,1.0,-0.01161651256742563,-0.004494618179386298,-2.736772911163314e-06,1.0
r140_nonq2_full,140,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",triad_consensus,private,0.8427528624952243,0.8258750147330739,0.8903965552399735,0.996,0.92,0.144,0.09,1.0,1.0,-0.009831552962868742,-0.010272137878817799,-5.557173991586969e-06,1.0
r066_full_state,66,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",h085_hard_bridge,q2,0.8419143766564365,0.8851527472754336,0.9451406217884354,0.676,0.08,0.288,0.392,1.0,1.0,-0.016409592199840388,-0.0034877751313268437,-1.666536236804314e-05,1.0
r236_full_state,236,id10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_binary_edge,q2,0.8418302859458419,0.8656359307035486,0.9145768125668369,0.864,0.364,0.044,0.152,1.0,0.8571428571428571,-0.0037987652979060704,-0.0017125595362302293,-1.9710125951940285e-06,1.0
r066_full_state,66,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",triad_consensus,q2,0.8417948495511878,0.8849807180380612,0.944849312329138,0.676,0.08,0.288,0.392,1.0,1.0,-0.017166771448094125,-0.0021534332748431133,-1.940313717278605e-05,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8415938301155483,0.8608975025390938,0.9172172952869857,0.792,0.236,0.12,0.068,1.0,1.0,-0.0076396121706154285,-0.006153999984264857,-6.602411520619977e-06,1.0
r053_nonq2_full,53,id02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8412132423481783,0.8468277626465316,0.9117947012879367,0.896,0.768,0.904,0.624,1.0,1.0,-0.00749878524961835,-0.0033002738275753228,-6.189987846616311e-06,1.0
r053_nonq2_full,53,id02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_q,private,0.8410470743592281,0.8464794307402915,0.9118286769165772,0.896,0.768,0.904,0.624,1.0,1.0,-0.006302884019800853,-0.003637101149772742,-5.167386547076164e-06,1.0
r053_nonq2_full,53,id02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8408219387142846,0.8477258975899571,0.9072032278090059,0.896,0.768,0.904,0.624,1.0,1.0,-0.007718592468752855,-0.003082217639728951,-6.456206485508478e-06,1.0
r066_full_state,66,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_q,q2,0.8404692088165093,0.8828060248699803,0.9432214889743982,0.676,0.08,0.288,0.392,1.0,1.0,-0.010835526406259972,-0.005796566635817249,-7.235947853303254e-06,1.0
r066_full_state,66,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_source_bridge,q2,0.8404668940541118,0.8828060248699803,0.9432183496818463,0.676,0.08,0.288,0.392,1.0,1.0,-0.015468496998670348,-0.004491589440513408,-1.4681792466919567e-05,1.0
r236_q3_s_stage,236,id10,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8399178230863896,0.8662644219701009,0.9015074243583928,0.864,0.364,0.044,0.152,1.0,1.0,-0.006207446031741726,-0.001839766963980527,-3.3597145619088164e-06,1.0
r236_q3_s_stage,236,id10,q3_s_stage,"Q3,S1,S2,S3,S4",triad_consensus,private,0.8397516142630674,0.866162019557111,0.9008771914294322,0.864,0.364,0.044,0.152,1.0,1.0,-0.006463036274763301,-0.0013970559636459767,-3.6353076145181216e-06,1.0
r053_nonq2_full,53,id02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",triad_consensus,private,0.8397412245706677,0.846800756230985,0.9035495588771085,0.896,0.768,0.904,0.624,1.0,1.0,-0.007921150539850336,-0.0027274037728794607,-6.8351396383348355e-06,1.0
r236_q3_s_stage,236,id10,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8397369889929145,0.8649182265210369,0.9051609793639822,0.864,0.364,0.044,0.152,1.0,1.0,-0.005969437045180936,-0.0020743241866042483,-3.203390743018884e-06,1.0
r053_s_stage,53,id02,s_stage,"S1,S2,S3,S4",hard_binary_edge,private,0.8393987254125196,0.8476350297992618,0.904000221956982,0.896,0.768,0.904,0.624,1.0,1.0,-0.004587172680335055,-0.0025794015508697364,-4.146441070270304e-06,1.0
r236_q3_s_stage,236,id10,q3_s_stage,"Q3,S1,S2,S3,S4",hard_q,private,0.8390858658040684,0.863482204373312,0.9055222695577273,0.864,0.364,0.044,0.152,1.0,1.0,-0.004510170596480512,-0.0024883838005893555,-2.478734594559476e-06,1.0
r099_s_stage,99,id04,s_stage,"S1,S2,S3,S4",h085_hard_bridge,private,0.8384607056675907,0.8666132867003444,0.9099274134934245,0.792,0.236,0.12,0.068,1.0,1.0,-0.007530504840033703,-0.0026010733443848633,-5.179229633045049e-06,1.0
r099_s_stage,99,id04,s_stage,"S1,S2,S3,S4",hard_source_bridge,private,0.838444165324271,0.8655003614495808,0.9125545633720429,0.792,0.236,0.12,0.068,1.0,1.0,-0.007078585140161742,-0.0029313488505910423,-4.381123308331128e-06,1.0
r099_s_stage,99,id04,s_stage,"S1,S2,S3,S4",triad_consensus,private,0.8384427210673515,0.8666028607247728,0.9098500886613897,0.792,0.236,0.12,0.068,1.0,1.0,-0.007630806581608585,-0.002450374904230612,-5.423124967672825e-06,1.0
r053_nonq2_full,53,id02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8382407085752882,0.8422914050404776,0.9108779700530751,0.896,0.768,0.904,0.624,1.0,1.0,-0.005358364084076544,-0.0029353203238882295,-4.5894144771752185e-06,1.0
r099_s_stage,99,id04,s_stage,"S1,S2,S3,S4",hard_q,private,0.8381595237259415,0.8646977312799972,0.9128474820749822,0.792,0.236,0.12,0.068,1.0,1.0,-0.006198504878630773,-0.0031028307455533977,-3.335824085233154e-06,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8380498825282534,0.8534530036844593,0.9212414231508963,0.792,0.236,0.12,0.068,1.0,1.0,-0.010269425855399084,-0.0063540802235946825,-8.534890661708436e-06,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8378117768775031,0.8519866390202386,0.9239645615535568,0.792,0.236,0.12,0.068,1.0,1.0,-0.009778115383754837,-0.006692426611801028,-7.561134193040505e-06,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_q,private,0.8376663609272551,0.8516595874379184,0.9240682760466638,0.792,0.236,0.12,0.068,1.0,1.0,-0.00875034629519239,-0.006925936896863105,-6.919270876289732e-06,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",triad_consensus,private,0.8359321242683688,0.8511169180255876,0.9151311094603835,0.792,0.236,0.12,0.068,1.0,1.0,-0.010391104643656779,-0.006145100509951262,-8.552740881546094e-06,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8339549555337922,0.8451078889625298,0.9218890047974535,0.792,0.236,0.12,0.068,1.0,1.0,-0.008093899133128135,-0.006328272412863434,-7.102352749148765e-06,1.0
r140_nonq2_full,140,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8332933514866652,0.8017045040033947,0.8950147776352508,0.996,0.92,0.144,0.09,1.0,1.0,-0.00875630694773396,-0.006732613166378595,-5.067299227901159e-06,1.0
r236_q3_s_stage,236,id10,q3_s_stage,"Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8325081621347469,0.851491205121711,0.9013894424261119,0.864,0.364,0.044,0.152,1.0,1.0,-0.0029905743771785898,-0.0016066018963433737,-1.7355342111386096e-06,1.0
r099_s_stage,99,id04,s_stage,"S1,S2,S3,S4",hard_binary_edge,private,0.8316559855243577,0.8525457813266514,0.9075570468650977,0.792,0.236,0.12,0.068,1.0,1.0,-0.005941195117160569,-0.0026500507151983044,-2.8022165998808717e-06,1.0
r236_nonq2_full,236,id10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8305959565694807,0.8428841549008381,0.9056046759191697,0.864,0.364,0.044,0.152,1.0,1.0,-0.008308541089882437,-0.0016954502298133223,-4.207496256037586e-06,1.0
r236_nonq2_full,236,id10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_q,private,0.8302873352048964,0.8421859371265962,0.9056894352425204,0.864,0.364,0.044,0.152,1.0,1.0,-0.005259730063126633,-0.0025391627658668536,-2.7368858207389594e-06,1.0
r236_nonq2_full,236,id10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8299905196641802,0.8437511414149651,0.9001519178184376,0.864,0.364,0.044,0.152,1.0,1.0,-0.00882010356830365,-0.001203477966474742,-4.559976346429924e-06,1.0
r054_nonq2_full,54,id02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8298784544943048,0.8293996283872421,0.8911858227134347,0.932,0.492,0.92,0.788,1.0,1.0,-0.015537777089238697,-0.003041534632068425,-3.998820191035953e-06,1.0
r054_nonq2_full,54,id02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_q,private,0.8295472225853764,0.8287421246707568,0.8911715852385125,0.932,0.492,0.92,0.788,1.0,1.0,-0.010936269908199073,-0.005157167658108934,-2.5458842647970967e-06,1.0
r054_nonq2_full,54,id02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8288158348377743,0.8300419430362367,0.8847881324260164,0.932,0.492,0.92,0.788,1.0,1.0,-0.016690193386824786,-0.0006931188560823586,-4.674210847248541e-06,1.0
r054_nonq2_full,54,id02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",triad_consensus,private,0.827747948327783,0.8294966422070894,0.8811492064685991,0.932,0.492,0.92,0.788,1.0,1.0,-0.016910729608592717,-0.0003097941482106347,-4.9091088946230745e-06,1.0
r236_nonq2_full,236,id10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",triad_consensus,private,0.8274741111700868,0.8412574683182806,0.8924225659007017,0.864,0.364,0.044,0.152,1.0,1.0,-0.009357086432507877,-0.00029537548576258343,-5.111454646454591e-06,1.0
r122_q3_s_stage,122,id05,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,private,0.8265849189525039,0.8459532274775762,0.8856927209663754,0.892,0.924,0.924,0.992,1.0,1.0,-0.004679196948694397,-0.0013414362527955914,-4.928876971745115e-06,1.0
r066_full_state,66,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_binary_edge,q2,0.8263723131266976,0.8559301353087644,0.9236810905320075,0.676,0.08,0.288,0.392,1.0,1.0,-0.010283472387055313,-0.004448600035640453,-7.269604664686899e-06,1.0
r122_q3_s_stage,122,id05,q3_s_stage,"Q3,S1,S2,S3,S4",hard_q,private,0.8263631410576375,0.8456868595542236,0.8857097273921345,0.892,0.924,0.924,0.992,1.0,1.0,-0.0040059599317603944,-0.0014539490600392058,-3.2788271951484784e-06,1.0
r236_nonq2_full,236,id10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8254801434653025,0.8341823864260434,0.9038708081577336,0.864,0.364,0.044,0.152,1.0,1.0,-0.003877850366959923,-0.001655341284482359,-2.04531568255399e-06,1.0
r122_q3_s_stage,122,id05,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,private,0.8247378492477131,0.8448796567322489,0.8771122176491077,0.892,0.924,0.924,0.992,1.0,1.0,-0.00512590042591532,-0.0010304172759751928,-6.225757500557591e-06,1.0
r054_nonq2_full,54,id02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8245842156506991,0.81947328153664,0.8896051692203273,0.932,0.492,0.92,0.788,1.0,1.0,-0.011491290967390877,-0.00493449091339144,-2.8490590068619485e-06,1.0
r122_q3_s_stage,122,id05,q3_s_stage,"Q3,S1,S2,S3,S4",hard_binary_edge,private,0.8238701426283406,0.8423566588961503,0.8843467670409552,0.892,0.924,0.924,0.992,1.0,1.0,-0.0033797931240869272,-0.0010738449207481904,-3.2478925903169384e-06,1.0
