row,subject_id,target,target_idx,teacher_free_core_support_rank,teacher_free_core_support_score,outlier_score,row_outlier_rank,target_law_shift,neighbor_margin,logit_move
151,id06,Q3,2,0.916,0.78016,dist_to_subject_normal,0.928,0.12389380530973448,0.0,0.07166678466076704
236,id10,Q3,2,0.932,0.79484,dist_to_subject_normal,0.876,0.12389380530973448,0.0,0.0789261356932154
237,id10,Q3,2,0.896,0.7737999999999998,dist_to_subject_normal,0.588,0.12389380530973448,0.02857142857142858,0.040431215339233065
238,id10,Q3,2,0.956,0.8312,dist_to_subject_normal,0.704,0.12389380530973448,0.02857142857142858,0.08662384267453294
239,id10,Q3,2,0.856,0.73452,dist_to_subject_normal,0.584,0.12389380530973448,0.02857142857142858,0.019021345132743374
240,id10,Q3,2,0.904,0.7772399999999999,dist_to_subject_normal,0.652,0.12389380530973448,0.02857142857142858,0.049551038348082645
241,id10,Q3,2,0.988,0.8875200000000001,dist_to_subject_normal,0.924,0.12389380530973448,0.0,0.12487628318584072
242,id10,Q3,2,0.992,0.89352,dist_to_subject_normal,0.888,0.12389380530973448,0.0,0.12286837758112096
243,id10,Q3,2,0.86,0.73624,dist_to_subject_normal,0.624,0.12389380530973448,0.0,0.020079056047197657
246,id10,Q3,2,1.0,0.9229999999999999,dist_to_subject_normal,0.944,0.12389380530973448,0.05714285714285716,0.1707762831858407
248,id10,Q3,2,0.888,0.7614400000000001,dist_to_subject_normal,0.68,0.12389380530973448,0.05714285714285716,0.04647301868239925
12,id01,S1,3,0.868,0.7483599999999999,dist_to_peer_normal,0.968,-0.10619469026548678,0.0034920634920635463,-0.026671673985672193
22,id01,S1,3,0.892,0.7666,dist_to_peer_normal,1.0,-0.10619469026548678,-0.0822222222222222,-0.0553158938053098
139,id06,S1,3,0.876,0.75516,dist_to_peer_normal,0.984,-0.10619469026548678,-0.0822222222222222,-0.04233509739233045
166,id07,S1,3,0.92,0.7832000000000001,dist_to_peer_normal,0.972,-0.10619469026548678,-0.0822222222222222,-0.07467645663716824
167,id07,S1,3,0.908,0.7784,dist_to_peer_normal,0.988,-0.10619469026548678,-0.053650793650793616,-0.06066806741621022
183,id08,S1,3,0.848,0.7280800000000002,dist_to_peer_normal,0.836,-0.10619469026548678,-0.19650793650793646,-0.024584216652900726
185,id08,S1,3,0.872,0.7530800000000001,dist_to_peer_normal,0.88,-0.10619469026548678,-0.13936507936507936,-0.0416078472594466
189,id08,S1,3,0.984,0.8705600000000002,dist_to_peer_normal,0.948,-0.10619469026548678,-0.16793650793650794,-0.1523245382621156
195,id08,S1,3,0.964,0.8404800000000001,dist_to_peer_normal,0.916,-0.10619469026548678,-0.22507936507936505,-0.1478302916611885
198,id08,S1,3,0.952,0.8304,dist_to_peer_normal,0.864,-0.10619469026548678,-0.19650793650793646,-0.1197787397825538
199,id08,S1,3,0.94,0.8108000000000001,dist_to_peer_normal,0.892,-0.10619469026548678,-0.11079365079365078,-0.08978187118415512
222,id09,S1,3,0.936,0.7996800000000001,dist_to_peer_normal,0.992,-0.10619469026548678,-0.16793650793650794,-0.11274241835763468
236,id10,S1,3,0.932,0.79484,dist_to_peer_normal,0.94,-0.10619469026548678,-0.13936507936507936,-0.09572714509341214
237,id10,S1,3,0.896,0.7737999999999998,dist_to_peer_normal,0.852,-0.10619469026548678,-0.28222222222222215,-0.0816993875162243
238,id10,S1,3,0.956,0.8312,dist_to_peer_normal,0.936,-0.10619469026548678,-0.19650793650793646,-0.13369243177749696
239,id10,S1,3,0.856,0.73452,dist_to_peer_normal,0.868,-0.10619469026548678,-0.16793650793650794,-0.030615398088495623
240,id10,S1,3,0.904,0.7772399999999999,dist_to_peer_normal,0.92,-0.10619469026548678,-0.19650793650793646,-0.08116320330383496
241,id10,S1,3,0.988,0.8875200000000001,dist_to_peer_normal,0.976,-0.10619469026548678,-0.16793650793650794,-0.1606485405073748
242,id10,S1,3,0.992,0.89352,dist_to_peer_normal,0.964,-0.10619469026548678,-0.19650793650793646,-0.17413960162269992
243,id10,S1,3,0.86,0.73624,dist_to_peer_normal,0.82,-0.10619469026548678,-0.28222222222222215,-0.04138466627335305
246,id10,S1,3,1.0,0.9229999999999999,dist_to_peer_normal,0.98,-0.10619469026548678,-0.2536507936507936,-0.21013378053097354
248,id10,S1,3,0.888,0.7614400000000001,dist_to_peer_normal,0.9,-0.10619469026548678,-0.13936507936507936,-0.05564685865992423
12,id01,S2,4,0.868,0.7483599999999999,dist_to_peer_normal,0.968,0.11504424778761058,-0.022539682539682526,0.038121795308329855
30,id02,S2,4,0.976,0.8632799999999999,dist_to_peer_normal,0.928,0.11504424778761058,0.29174603174603175,0.2457728613569321
31,id02,S2,4,0.98,0.8681599999999999,dist_to_peer_normal,0.932,0.11504424778761058,0.2346031746031746,0.22542442889918995
32,id02,S2,4,0.968,0.84552,dist_to_peer_normal,0.888,0.11504424778761058,0.32031746031746033,0.22311873156342182
34,id02,S2,4,0.9,0.77664,dist_to_peer_normal,0.904,0.11504424778761058,0.034603174603174636,0.062179343915343965
36,id02,S2,4,0.852,0.72952,dist_to_peer_normal,0.828,0.11504424778761058,0.26317460317460317,0.042521554825115916
37,id02,S2,4,0.88,0.75732,dist_to_peer_normal,0.848,0.11504424778761058,0.26317460317460317,0.08165371035257768
38,id02,S2,4,0.944,0.8200000000000001,dist_to_peer_normal,0.876,0.11504424778761058,0.3488888888888889,0.1844111356932153
45,id02,S2,4,0.924,0.78508,dist_to_peer_normal,0.872,0.11504424778761058,0.29174603174603175,0.15396116027531964
47,id02,S2,4,0.996,0.89408,dist_to_peer_normal,0.96,0.11504424778761058,0.26317460317460317,0.2711519438123332
52,id02,S2,4,0.912,0.7785599999999999,dist_to_peer_normal,0.804,0.11504424778761058,0.32031746031746033,0.12557558997050158
58,id02,S2,4,0.884,0.75752,dist_to_peer_normal,0.808,0.11504424778761058,0.29174603174603175,0.08779154375614559
99,id04,S2,4,0.864,0.73992,dist_to_peer_normal,0.816,0.11504424778761058,0.12031746031746038,0.04090090057592361
128,id06,S2,4,0.96,0.8327200000000001,dist_to_peer_normal,0.84,0.11504424778761058,0.2346031746031746,0.17777570304818086
135,id06,S2,4,0.948,0.8284000000000001,dist_to_peer_normal,0.896,0.11504424778761058,0.14888888888888896,0.1413305937725336
140,id06,S2,4,0.972,0.8590399999999998,dist_to_peer_normal,0.952,0.11504424778761058,0.17746031746031754,0.19179589668960997
150,id06,S2,4,0.928,0.79372,dist_to_peer_normal,0.792,0.11504424778761058,0.206031746031746,0.12133855524652346
151,id06,S2,4,0.916,0.78016,dist_to_peer_normal,0.908,0.11504424778761058,0.14888888888888896,0.10741756066863335
167,id07,S2,4,0.908,0.7784,dist_to_peer_normal,0.988,0.11504424778761058,-0.022539682539682526,0.07133396546331418
185,id08,S2,4,0.872,0.7530800000000001,dist_to_peer_normal,0.88,0.11504424778761058,-0.022539682539682526,0.03754419234911272
189,id08,S2,4,0.984,0.8705600000000002,dist_to_peer_normal,0.948,0.11504424778761058,0.006031746031746055,0.11919256111813457
194,id08,S2,4,0.844,0.7257600000000001,dist_to_peer_normal,0.884,0.11504424778761058,0.12031746031746038,0.02416871397668214
198,id08,S2,4,0.952,0.8304,dist_to_peer_normal,0.864,0.11504424778761058,-0.022539682539682526,0.09357167939317318
199,id08,S2,4,0.94,0.8108000000000001,dist_to_peer_normal,0.892,0.11504424778761058,0.034603174603174636,0.09203093159151565
236,id10,S2,4,0.932,0.79484,dist_to_peer_normal,0.94,0.11504424778761058,-0.022539682539682526,0.08637789708292369
12,id01,S3,5,0.868,0.7483599999999999,dist_to_subject_normal,0.98,-0.09734513274336287,-0.20507936507936514,-0.04619861294001974
22,id01,S3,5,0.892,0.7666,dist_to_subject_normal,1.0,-0.09734513274336287,-0.17650793650793656,-0.06605962157606414
34,id02,S3,5,0.9,0.77664,dist_to_subject_normal,0.904,-0.09734513274336287,-0.14793650793650803,-0.06168000084656095
139,id06,S3,5,0.876,0.75516,dist_to_subject_normal,0.988,-0.09734513274336287,-0.11936507936507945,-0.04361271050016395
166,id07,S3,5,0.92,0.7832000000000001,dist_to_subject_normal,0.972,-0.09734513274336287,-0.03365079365079371,-0.05777583678887492
167,id07,S3,5,0.908,0.7784,dist_to_subject_normal,0.984,-0.09734513274336287,-0.06222222222222229,-0.0570658805585055
185,id08,S3,5,0.872,0.7530800000000001,dist_to_subject_normal,0.76,-0.09734513274336287,-0.005079365079365128,-0.02093702364002438
195,id08,S3,5,0.964,0.8404800000000001,dist_to_subject_normal,0.712,-0.09734513274336287,-0.005079365079365128,-0.05431759007501057
198,id08,S3,5,0.952,0.8304,dist_to_subject_normal,0.772,-0.09734513274336287,0.023492063492063453,-0.05823060544851808
222,id09,S3,5,0.936,0.7996800000000001,dist_to_subject_normal,0.992,-0.09734513274336287,-0.11936507936507945,-0.09070636608362612
236,id10,S3,5,0.932,0.79484,dist_to_subject_normal,0.876,-0.09734513274336287,-0.09079365079365087,-0.07099765636971496
237,id10,S3,5,0.896,0.7737999999999998,dist_to_subject_normal,0.588,-0.09734513274336287,-0.09079365079365087,-0.032337973620452355
238,id10,S3,5,0.956,0.8312,dist_to_subject_normal,0.704,-0.09734513274336287,-0.11936507936507945,-0.07547092528426282
240,id10,S3,5,0.904,0.7772399999999999,dist_to_subject_normal,0.652,-0.09734513274336287,-0.06222222222222229,-0.03609322046411019
241,id10,S3,5,0.988,0.8875200000000001,dist_to_subject_normal,0.924,-0.09734513274336287,-0.09079365079365087,-0.1123319083657818
242,id10,S3,5,0.992,0.89352,dist_to_subject_normal,0.888,-0.09734513274336287,-0.03365079365079371,-0.09078652477145675
243,id10,S3,5,0.86,0.73624,dist_to_subject_normal,0.624,-0.09734513274336287,-0.09079365079365087,-0.01806202608231496
246,id10,S3,5,1.0,0.9229999999999999,dist_to_subject_normal,0.944,-0.09734513274336287,-0.06222222222222229,-0.11198071905604728
248,id10,S3,5,0.888,0.7614400000000001,dist_to_subject_normal,0.68,-0.09734513274336287,-0.11936507936507945,-0.03644902641569514
12,id01,S4,6,0.868,0.7483599999999999,dist_to_peer_normal,0.968,0.15929203539823006,0.09714285714285709,0.056111506528445036
22,id01,S4,6,0.892,0.7666,dist_to_peer_normal,1.0,0.15929203539823006,0.011428571428571344,0.06410990139064478
30,id02,S4,6,0.976,0.8632799999999999,dist_to_peer_normal,0.928,0.15929203539823006,0.2114285714285714,0.23605758438432362
31,id02,S4,6,0.98,0.8681599999999999,dist_to_peer_normal,0.932,0.15929203539823006,0.18285714285714283,0.2273860373198483
32,id02,S4,6,0.968,0.84552,dist_to_peer_normal,0.888,0.15929203539823006,0.24,0.22819567815929204
34,id02,S4,6,0.9,0.77664,dist_to_peer_normal,0.904,0.15929203539823006,0.18285714285714283,0.11027734857142868
36,id02,S4,6,0.852,0.72952,dist_to_peer_normal,0.828,0.15929203539823006,0.15428571428571425,0.03760082196713024
37,id02,S4,6,0.88,0.75732,dist_to_peer_normal,0.848,0.15929203539823006,0.18285714285714283,0.07758450629582812
38,id02,S4,6,0.944,0.8200000000000001,dist_to_peer_normal,0.876,0.15929203539823006,0.26857142857142857,0.20009316685714282
45,id02,S4,6,0.924,0.78508,dist_to_peer_normal,0.872,0.15929203539823006,0.15428571428571425,0.12869653315802787
47,id02,S4,6,0.996,0.89408,dist_to_peer_normal,0.96,0.15929203539823006,0.15428571428571425,0.23977335747155498
52,id02,S4,6,0.912,0.7785599999999999,dist_to_peer_normal,0.804,0.15929203539823006,0.24,0.12843299490265497
58,id02,S4,6,0.884,0.75752,dist_to_peer_normal,0.808,0.15929203539823006,0.2114285714285714,0.08432118840960816
99,id04,S4,6,0.864,0.73992,dist_to_peer_normal,0.816,0.15929203539823006,0.15428571428571425,0.05095183846270546
128,id06,S4,6,0.96,0.8327200000000001,dist_to_peer_normal,0.84,0.15929203539823006,0.29714285714285704,0.22667920353982296
135,id06,S4,6,0.948,0.8284000000000001,dist_to_peer_normal,0.896,0.15929203539823006,0.15428571428571425,0.16275524870796457
139,id06,S4,6,0.876,0.75516,dist_to_peer_normal,0.984,0.15929203539823006,0.011428571428571344,0.04906544453097348
140,id06,S4,6,0.972,0.8590399999999998,dist_to_peer_normal,0.952,0.15929203539823006,0.15428571428571425,0.2053513489557522
150,id06,S4,6,0.928,0.79372,dist_to_peer_normal,0.792,0.15929203539823006,0.26857142857142857,0.15756342171428586
151,id06,S4,6,0.916,0.78016,dist_to_peer_normal,0.908,0.15929203539823006,0.15428571428571425,0.12370125487737053
166,id07,S4,6,0.92,0.7832000000000001,dist_to_peer_normal,0.972,0.15929203539823006,0.011428571428571344,0.08654836687737044
167,id07,S4,6,0.908,0.7784,dist_to_peer_normal,0.988,0.15929203539823006,0.039999999999999925,0.0866096887787611
183,id08,S4,6,0.848,0.7280800000000002,dist_to_peer_normal,0.836,0.15929203539823006,0.011428571428571344,0.020842841274336294
185,id08,S4,6,0.872,0.7530800000000001,dist_to_peer_normal,0.88,0.15929203539823006,0.011428571428571344,0.04074540399494312
189,id08,S4,6,0.984,0.8705600000000002,dist_to_peer_normal,0.948,0.15929203539823006,0.0685714285714285,0.1713137319747155
194,id08,S4,6,0.844,0.7257600000000001,dist_to_peer_normal,0.884,0.15929203539823006,0.15428571428571425,0.030107904546144138
195,id08,S4,6,0.964,0.8404800000000001,dist_to_peer_normal,0.916,0.15929203539823006,0.039999999999999925,0.13139681161061945
198,id08,S4,6,0.952,0.8304,dist_to_peer_normal,0.864,0.15929203539823006,0.0685714285714285,0.1256688567989886
199,id08,S4,6,0.94,0.8108000000000001,dist_to_peer_normal,0.892,0.15929203539823006,0.12571428571428567,0.14058350776232614
222,id09,S4,6,0.936,0.7996800000000001,dist_to_peer_normal,0.992,0.15929203539823006,0.011428571428571344,0.10246186906700384
236,id10,S4,6,0.932,0.79484,dist_to_peer_normal,0.94,0.15929203539823006,0.15428571428571425,0.14940423221238947
237,id10,S4,6,0.896,0.7737999999999998,dist_to_peer_normal,0.852,0.15929203539823006,0.12571428571428567,0.08504356590644757
238,id10,S4,6,0.956,0.8312,dist_to_peer_normal,0.936,0.15929203539823006,0.12571428571428567,0.16718720295322376
239,id10,S4,6,0.856,0.73452,dist_to_peer_normal,0.868,0.15929203539823006,0.011428571428571344,0.027823697203539832
240,id10,S4,6,0.904,0.7772399999999999,dist_to_peer_normal,0.92,0.15929203539823006,0.039999999999999925,0.07698284814159298
241,id10,S4,6,0.988,0.8875200000000001,dist_to_peer_normal,0.976,0.15929203539823006,0.09714285714285709,0.19801333295575216
242,id10,S4,6,0.992,0.89352,dist_to_peer_normal,0.964,0.15929203539823006,0.18285714285714283,0.25283277947914035
243,id10,S4,6,0.86,0.73624,dist_to_peer_normal,0.82,0.15929203539823006,0.09714285714285709,0.039610395448799005
246,id10,S4,6,1.0,0.9229999999999999,dist_to_peer_normal,0.98,0.15929203539823006,0.15428571428571425,0.25033155929203527
248,id10,S4,6,0.888,0.7614400000000001,dist_to_peer_normal,0.9,0.15929203539823006,0.15428571428571425,0.08684972465233885
