app_name,app_sem_proto,app_sem_proto_dist,app_sem_k8,app_sem_k16,app_sem_k32
zoom,study_work_productivity,0.381613763101077,6,4,25
✝️성경일독q,study_work_productivity,0.7840045767950773,0,10,2
淘宝,health_fitness,0.8650812840469491,2,10,14
百度,transport_map,0.7879685029681338,2,8,27
가나스윔,finance_shopping,0.8790733313806991,0,14,2
가족돌봄,finance_shopping,0.8778800310042427,0,14,2
갓피플성경,social_chat,0.9703013928197618,0,10,2
개역개정 큰글성경,social_chat,0.9390766837226949,0,10,2
갤러리,browser_search_news,0.8534605828639368,2,8,27
갤러리아,browser_search_news,0.8368391451064414,2,8,27
경찰공제회 모바일창구,finance_shopping,0.9765903837802586,2,12,11
계산기,browser_search_news,0.9075576908067703,1,10,26
고속버스 티머니,social_chat,0.8741078937284026,0,10,26
고용24,health_fitness,0.7979473636862207,1,10,16
교보문고,browser_search_news,0.7993342690751358,2,8,27
교보생명,browser_search_news,0.7942150340683282,2,8,27
교육원 전자출결,phone_system,0.6034834938878508,2,8,27
국세청 손택스,finance_shopping,0.8652984612539905,0,9,8
굿웨어몰,study_work_productivity,0.830183100575154,5,11,20
궁수의 전설,phone_system,0.534229922854937,7,6,22
권한 관리자,social_chat,0.9441959181008258,1,10,26
긴급 sos,study_work_productivity,0.6010595666987293,1,1,10
꾸다pay,finance_shopping,0.33569059046134475,1,13,24
나무증권,phone_system,0.9504237342533409,7,15,0
나비엔 스마트,phone_system,0.9729470934074148,0,11,5
날씨,phone_system,0.9002984656042691,7,14,19
내 기기 찾기,study_work_productivity,0.9570627420942169,1,10,26
내 디바이스 찾기,study_work_productivity,0.9708390419088401,0,10,26
내 캘린더,finance_shopping,0.9761656389629517,1,6,17
내 파일,transport_map,0.947158137099423,1,2,25
네이버 mybox,phone_system,0.9517478876371045,2,15,29
네이버 웹툰,phone_system,0.9861656814985692,2,15,29
네이버 지도,study_work_productivity,0.9626917077880626,2,15,29
네이버 카페,social_chat,0.9816597945376813,2,15,29
네이버 캘린더,finance_shopping,0.9876005808437006,2,15,29
네이버증권 바로가기,browser_search_news,0.9710921992810307,2,15,29
네이버페이,phone_system,0.9817367276025752,2,15,29
네이트,transport_map,0.960933013859222,2,15,29
네이트메일,browser_search_news,0.9434062450469807,2,15,29
넥슨플레이,study_work_productivity,0.8649309831426353,7,14,19
넷﻿플﻿릭﻿스,finance_shopping,0.9029419581659976,0,9,8
눈을 떠요 야생소년,study_work_productivity,0.8566356050123415,2,10,0
다나와 가격비교,social_chat,0.849023043191675,0,8,2
다방,study_work_productivity,0.8952822602954487,5,11,20
다음,social_chat,0.9343120418724618,5,11,20
다음메일,browser_search_news,0.9390819749903254,5,11,20
다이소몰,study_work_productivity,0.9600206845616509,5,11,20
당근,social_chat,0.8720760209431201,0,7,13
당근마켓,social_chat,0.8694754284840399,0,7,13
당신의 u+,social_chat,0.9018330592720318,7,14,13
당신의 u+ (고객센터),social_chat,0.905570769990293,7,14,13
대전버스,video_music_entertainment,0.8511253967272947,0,9,8
대전사랑카드,video_music_entertainment,0.8979502100268995,3,0,15
대전시 타슈(qr단말기전용),video_music_entertainment,0.8351187944755206,0,14,2
데이터 복원 도구,study_work_productivity,0.9168032760631735,2,8,0
디바이스 케어,finance_shopping,0.9601092837883778,0,10,26
디지털 웰빙,study_work_productivity,0.9379465270345456,3,7,9
땡큐캠핑,social_chat,0.9406405012319871,3,0,6
똑닥,browser_search_news,0.8399121090778116,1,2,26
똑똑계산기,browser_search_news,0.895470247579083,1,10,26
라이엇 모바일,browser_search_news,0.9867642522510894,2,12,11
레알팜,study_work_productivity,0.7559303415507953,0,2,25
로또 당첨확인,video_music_entertainment,0.848459243556482,0,6,13
롯데on,transport_map,0.5873420572030656,1,10,21
롯데잇츠,health_fitness,0.7785215227695227,7,0,6
롯데홈쇼핑,health_fitness,0.9476160664583748,3,0,6
리멤버,video_music_entertainment,0.9763768970419766,2,15,29
리얼월드,study_work_productivity,0.9438531680367442,3,0,15
마이 케이티,video_music_entertainment,0.9093108224167116,0,9,8
마이리얼트립,finance_shopping,0.8842372965243838,0,9,8
마이홈플러스,finance_shopping,0.9077185683369337,0,9,8
매직 디펜스,finance_shopping,0.9010791454695708,0,9,8
멀티 컨트롤,browser_search_news,0.8336001645443945,2,8,27
멍멍삼국,browser_search_news,0.9317303611510352,0,2,21
메가mgc커피,social_chat,0.7755573794856385,0,9,2
메가박스,finance_shopping,0.8129274394932233,0,9,8
메리츠화재,social_chat,0.9096227779690653,5,11,20
메세지 몰래보기,study_work_productivity,0.8591353483810277,1,10,26
메시지,finance_shopping,0.8922952547333003,0,10,26
모드 및 루틴,video_music_entertainment,0.9687601284404331,0,0,15
모바일 건강보험증,browser_search_news,0.9836347885371508,2,12,11
모바일 신분증,browser_search_news,0.9848224511088868,2,12,11
모바일 티머니,social_chat,0.962382620607192,2,12,11
모바일 팩스,finance_shopping,0.9780873683417108,2,12,11
모바일뷰어,study_work_productivity,0.9686578073642398,2,12,11
모바일지로,study_work_productivity,0.9789104796964788,2,12,11
무료음악 벨소리,phone_system,0.885644897853429,2,8,27
무신사,finance_shopping,0.7845716203365499,7,6,17
무한의 계단,social_chat,0.8413211099748235,7,14,13
뭐라고 답했을까?,browser_search_news,0.8339221812958628,7,8,27
뭐야이번호,health_fitness,0.7133459532221433,7,14,26
미니스탁,finance_shopping,0.8716950248431063,0,9,2
미디어 선택 도구,finance_shopping,0.9002646450396966,2,8,0
바로청구,health_fitness,0.9293771241835592,2,15,0
배경화면 및 스타일,browser_search_news,0.914416256757474,0,2,15
배달의민족,social_chat,0.8063351275329085,0,9,21
버거킹,browser_search_news,0.8835985509449342,3,7,9
번개장터,study_work_productivity,0.9056868609953389,2,6,17
벽돌깨기 퀘스트,health_fitness,0.8993267331756949,5,11,26
보리보리,social_chat,0.9178540007201312,2,8,27
보안 폴더,finance_shopping,0.786238220134782,0,6,17
부속 기기 관리자,social_chat,0.9580697018297524,1,10,26
비디오 플레이어,study_work_productivity,0.8337417193663308,7,14,19
빅스비 루틴,video_music_entertainment,0.9823821927890782,0,14,2
빅스비 보이스,video_music_entertainment,0.9776335211217355,0,14,2
빅스비 비전,video_music_entertainment,0.9858492799401601,0,14,2
빽다방,study_work_productivity,0.8273353785186023,5,11,20
사람인,finance_shopping,0.7286491121899255,7,6,17
사이다페이+,health_fitness,0.8651005555408162,7,14,0
사전,finance_shopping,0.9285991131225196,7,14,0
삼성 계정,browser_search_news,0.969997152013207,7,14,7
삼성 인터넷,browser_search_news,0.9438147697708945,7,14,7
삼성 캡처,browser_search_news,0.964710470004954,7,14,7
삼성 클라우드,transport_map,0.9827712520209447,7,14,7
삼성 키보드,transport_map,0.9759343972912601,7,14,7
삼성 헬스,transport_map,0.9639992657801357,7,14,7
삼성닷컴,study_work_productivity,0.9723057348347847,7,14,7
삼성카드,video_music_entertainment,0.9541651579662259,3,0,15
삼성통근버스,social_chat,0.9361152508476056,0,9,7
삼성화재 다이렉트 착,health_fitness,0.9666217349254362,5,11,20
샐러디,study_work_productivity,0.8374920871542485,2,8,21
생체 인식,browser_search_news,0.5853982332350249,3,7,12
서민금융 잇다,browser_search_news,0.9208452411344119,1,2,0
설정,social_chat,0.9465907579032524,1,2,26
성경,social_chat,0.9490140917492799,0,10,2
세븐나이츠,video_music_entertainment,0.8420843173994501,7,14,19
세븐일레븐,health_fitness,0.828297730309575,0,10,31
세종버스 스마트,finance_shopping,0.9703172312204867,0,11,5
소프트웨어 업데이트,study_work_productivity,0.8394539622621024,5,11,20
솔닥,transport_map,0.9430659854135198,1,10,16
수퍼빈,transport_map,0.6583382962488149,1,2,16
수확의 정석,transport_map,0.8539124239328797,7,14,13
순천향대학교병원,study_work_productivity,0.8142889822234349,1,2,21
숨고,finance_shopping,0.8016654430328412,7,8,27
숲나들e,video_music_entertainment,0.6983892557293858,6,5,3
스마트 벨링,phone_system,0.9732136943329919,0,11,5
스마트 위택스,phone_system,0.9713256219402401,0,11,5
스마트 추천,browser_search_news,0.9884340855466824,0,11,5
스카이라이프,finance_shopping,0.9349057804921385,0,11,5
스타벅스,finance_shopping,0.8707508184613235,0,9,8
스튜디오,study_work_productivity,0.8825925060519362,0,11,5
스프레드시트,study_work_productivity,0.9606981805891237,0,11,5
시계,transport_map,0.8693140682634226,7,14,28
시스템 ui,phone_system,0.792932233429157,7,14,28
시프티,study_work_productivity,0.8754815953719566,2,8,28
신세계몰,browser_search_news,0.9291398019026076,3,0,6
신세계쇼핑,browser_search_news,0.9456131122787425,3,0,6
신한 슈퍼sol,phone_system,0.8571695652083683,3,0,15
신한은행,video_music_entertainment,0.8614126729204913,3,0,15
신한카드,video_music_entertainment,0.9074064200376852,3,0,15
신협on뱅크,study_work_productivity,0.8315809460607577,3,7,9
아고다,study_work_productivity,0.9403578353185624,2,5,0
아이디어스,finance_shopping,0.9044904752056385,0,9,8
아이쉐어링,browser_search_news,0.9398838738166373,7,11,0
아임일리터,browser_search_news,0.9343695777432675,2,6,0
아파트아이,phone_system,0.9199368346651466,7,14,19
안전신문고,finance_shopping,0.8168136621333053,2,8,27
알바몬,phone_system,0.8196785188964042,0,10,8
알송,transport_map,0.7584179698020239,0,9,8
앱 소리 분리 재생,browser_search_news,0.9326914589721889,2,8,27
야놀자,social_chat,0.9366213541872647,1,10,26
어시스턴트,study_work_productivity,0.9370704522092439,5,11,20
에누리 가격비교,social_chat,0.8580647641083277,0,8,2
에어비앤비,finance_shopping,0.972092099100966,2,8,17
에이닷,transport_map,0.8498598281310772,2,8,17
에이블리,study_work_productivity,0.9084773361480131,2,8,27
엘포인트,health_fitness,0.9161989599923145,5,11,20
여기어때,phone_system,0.814732015591146,7,14,27
연락처,social_chat,0.8343090902501141,2,10,7
엽기떡볶이,study_work_productivity,0.9126770546347124,7,14,19
영상통화 효과,phone_system,0.5375692399083762,0,6,22
영웅문s#,transport_map,0.7943641167849901,0,9,8
오늘의집,finance_shopping,0.7575220374039713,7,14,14
오롤완,finance_shopping,0.7411841645956752,7,14,14
오피넷,finance_shopping,0.7454626338979754,7,14,19
옥션,social_chat,0.7027979749221953,0,2,2
올리브영,study_work_productivity,0.826796677153102,3,7,9
올원뱅크,study_work_productivity,0.8532691301627483,3,7,9
와디즈,transport_map,0.8331044527377975,7,14,19
요기요,social_chat,0.8774534321494726,7,14,13
우리won뱅킹,study_work_productivity,0.8406788210720014,3,7,9
우리동네gs,finance_shopping,0.8228521208213964,3,0,15
우리카드,video_music_entertainment,0.939340744162581,3,0,15
우체국보험,health_fitness,0.9258820566574366,5,11,20
워크넷,phone_system,0.8855614255787239,7,14,19
워크온,phone_system,0.8897059294745906,7,14,19
원격 데스크톱,transport_map,0.8699693652883462,7,14,16
원스토어,transport_map,0.9375834918878394,1,14,16
원스토어 서비스,transport_map,0.9439501443136822,1,14,16
웰컴디지털뱅크,study_work_productivity,0.8467329175195326,3,7,9
위디스크,study_work_productivity,0.8934102976974293,3,7,9
음성 녹음,browser_search_news,0.6776787777991994,7,14,7
이마트24,health_fitness,0.8381548752685433,1,10,16
이멤버,video_music_entertainment,0.9740531410453608,2,15,29
이응패스,finance_shopping,0.8595934417691099,0,9,8
이지웰,health_fitness,0.9353154232121048,1,10,26
인생네컷,browser_search_news,0.7975696705854018,3,10,14
인증서 관리자,social_chat,0.9378506449680168,1,10,26
인터파크 티켓,browser_search_news,0.8731494120116305,3,7,9
임대분양정보,video_music_entertainment,0.749623295756638,6,10,26
잡코리아,browser_search_news,0.8342114401166981,2,8,27
잡플래닛,transport_map,0.8235619444733183,2,8,27
재난문자,transport_map,0.9501139541643471,1,10,26
전화,phone_system,0.4772656681443992,0,6,22
전화 통화,phone_system,0.4909465915397646,0,6,22
접근성,browser_search_news,0.8640498548863148,7,14,7
정부24,transport_map,0.8004308412135501,1,10,16
제주항공,finance_shopping,0.8203991487909978,2,10,14
젤캔들샵,video_music_entertainment,0.8781589305015325,3,7,9
조용한 카메라,transport_map,0.8872584936793123,2,8,2
종속 포털 로그인,finance_shopping,0.8326436016321207,2,6,17
주변 디바이스 찾기,finance_shopping,0.9694382265358522,0,10,26
지그재그,study_work_productivity,0.8717136739813357,2,15,29
지니뮤직,study_work_productivity,0.8564785614314386,0,15,29
지도,study_work_productivity,0.8542606158753021,2,15,29
직방,social_chat,0.8574089180523181,5,11,20
청약home,browser_search_news,0.7263335651774054,6,5,14
추천 설정,video_music_entertainment,0.9663619429863399,1,2,5
추천 앱,browser_search_news,0.9642374949712258,2,8,5
출입예약시스템,phone_system,0.9255720985592216,2,14,28
카메라,transport_map,0.8888270869349968,2,8,2
카카오 t,social_chat,0.7717701169077799,4,3,23
카카오골프예약,social_chat,0.7662645790622478,4,3,23
카카오내비,social_chat,0.7641424607275462,4,3,23
카카오맵,social_chat,0.762611035769165,4,3,23
카카오뱅크,social_chat,0.8185150568554034,4,3,23
카카오버스,social_chat,0.7454620623242327,4,3,23
카카오스토리,social_chat,0.7504578140922542,4,3,23
카카오웹툰,social_chat,0.7589922334063867,4,3,23
카카오톡,social_chat,0.6457556669405684,4,3,23
카카오페이,social_chat,0.8048778167972149,4,3,23
