route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,family_badnight_aftereffect,family_nocturnal_awake,family_bedtime_arousal,family_social_load,family_routine_pressure,family_recovery_rest,family_cashflow_stress,family_measurement_confidence,family_weekend_rhythm,family_body_fatigue,family_isolation_cocoon,family_routine_anchor,family_max_score,family_top,human_route_support,human_route_support_rank,human_best_family,human_best_family_contrib,h071_selected_route,h071_row_route_overlap,assignment_rank_h072,public_rank_h072,invariant_rank_h072,gain_rank_h072,shortcut_avoid_rank_h072,novelty_h071_rank,h072_route_score
r071_q3_s_stage,71,id03,2024-09-17,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.4869293295404966,4.130782857142858,0.8261565714285716,0.8297053426761034,0.8178377142857143,0.16305142857142857,0.774712,0.7208971428571429,0.00207779791352634,0.0103889895676317,2,3,2,2,0011111,"2,3,4,5,6",0.9832427536231884,0.5849184782608695,0.9370471014492754,0.9078759057971013,0.42167360000000004,0.5009664,0.48406560000000004,0.3935216000000001,0.3673679999999999,0.697528,0.5910886399999999,0.524112192,0.367259424,0.45451519999999995,0.5633152000000001,0.7262112000000001,0.7262112000000001,routine_anchor,1.4745315951163454,0.9515398550724637,nocturnal_awake,0.21341168640000002,0.0,1.0,0.978713768115942,0.9438405797101449,0.8639039855072463,0.9375,0.9370471014492754,0.6283967391304348,0.9242751297971015
r214_q3_s_stage,214,id09,2024-08-21,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.499423659884498,4.155417142857143,0.8310834285714286,0.8513201998189602,0.8674994285714288,0.15154857142857142,0.7528914285714285,0.7187171428571428,0.00208867048373564,0.010443352418678201,1,3,3,2,0011111,"2,3,4,5,6",0.9846014492753623,0.46875,0.9470108695652174,0.8906521739130434,0.5968751999999999,0.5394576,0.5744104,0.6672912000000001,0.4622896,0.495692,0.46957568000000005,0.5155731840000001,0.386486016,0.4511512000000001,0.4870824,0.47910720000000007,0.6672912000000001,social_load,1.5999701425646753,0.9732789855072463,nocturnal_awake,0.22980893759999999,0.0,1.0,0.9601449275362319,0.9279891304347826,0.858016304347826,0.9384057971014492,0.9470108695652174,0.6283967391304348,0.9239753529855073
r195_q3_s_stage,195,id08,2024-09-10,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.5742109460891065,4.305502857142858,0.8611005714285715,0.8697590569618173,0.8826674285714287,0.1497885714285714,0.7583497142857144,0.7628571428571429,0.00150791338567912,0.0075395669283956,2,4,1,1,0011111,"2,3,4,5,6",0.9913949275362319,0.6632699275362319,0.9506340579710145,0.9204347826086957,0.367312,0.4353248,0.3677416,0.3388008,0.4077904,0.4925452,0.40825279999999997,0.27798032,0.340169088,0.4746064,0.639316,0.52966,0.639316,isolation_cocoon,1.2127395790518596,0.9216485507246377,nocturnal_awake,0.1854483648,0.0,1.0,0.9850543478260869,0.9325181159420289,0.9125905797101449,0.863677536231884,0.9506340579710145,0.7701539855072463,0.9218692004347825
r236_full_state,236,id10,2024-08-19,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.57873141747732,5.305845714285715,0.7579779591836735,0.8052597294948421,0.803884081632653,0.2625755102040816,0.7135885714285715,0.864377142857143,0.0014148930198241516,0.009904251138769062,3,5,1,2,1111111,"0,1,2,3,4,5,6",0.9918478260869565,0.8054800724637681,0.8115942028985508,0.9280480072463769,0.5429136,0.7849648,0.7280804000000001,0.7189984,0.40905920000000007,0.4419872,0.437328,0.46910432,0.8353895680000001,0.515652,0.6420175999999999,0.5155648000000002,0.8353895680000001,weekend_rhythm,0.9111219612864,0.9017210144927537,weekend_rhythm,0.1644046669824,0.0,1.0,0.9891304347826086,0.8881340579710145,0.9945652173913043,0.9248188405797102,0.8115942028985508,0.8845108695652174,0.9217259073020292
r132_s_stage,132,id06,2024-07-11,s_stage,"S1,S2,S3,S4",4,0,4,2.500186388004457,3.5560485714285717,0.8890121428571429,0.8901609091447674,0.8817171428571428,0.11177499999999999,0.8193271428571428,0.7058171428571429,0.0022355783707087,0.0089423134828348,1,4,1,0,0001111,"3,4,5,6",0.9855072463768116,0.5849184782608695,0.9732789855072463,0.9128849637681159,0.6844832000000001,0.7165248,0.6097832,0.479664,0.592616,0.569916,0.49835392,0.680078592,0.48586272,0.5608112000000001,0.4352448,0.702464,0.7165248,nocturnal_awake,0.9595042935008066,0.9107789855072463,measurement_confidence,0.22088025288261817,0.0,1.0,0.9809782608695652,0.9764492753623188,0.833786231884058,0.9044384057971014,0.9732789855072463,0.7701539855072463,0.9206008764347826
r002_q3_s_stage,2,id01,2024-08-02,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.3598872809813707,3.828877142857143,0.7657754285714286,0.7724847712475318,0.7781965714285715,0.2306514285714286,0.6380148571428572,0.7792171428571428,0.0018338949683379523,0.009169474841689762,3,4,1,1,0011111,"2,3,4,5,6",0.9692028985507246,0.7373188405797102,0.8523550724637681,0.903790760869565,0.46472320000000006,0.541288,0.5134304000000001,0.5422752,0.47508320000000004,0.4484328,0.8026655999999999,0.41504255999999995,0.409500672,0.5253296,0.47457840000000007,0.45492960000000005,0.8026655999999999,cashflow_stress,1.5914830199174494,0.9710144927536232,cashflow_stress,0.23662581887999998,0.0,1.0,0.9732789855072463,0.8002717391304348,0.9284420289855072,0.9107789855072463,0.8523550724637681,0.7701539855072463,0.9180573880869566
r205_q3_s_stage,205,id09,2024-08-10,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.255028534975807,3.620845714285715,0.7241691428571431,0.7380344855332461,0.7243131428571429,0.27182285714285714,0.634304,0.8066571428571427,0.0026854288496466366,0.013427144248233183,3,5,1,0,0011111,"2,3,4,5,6",0.9510869565217391,0.8054800724637681,0.7980072463768116,0.9013405797101449,0.3644496000000001,0.41028,0.4633896000000001,0.5326688,0.39552160000000003,0.6826536,0.3389536,0.344344256,0.37624944,0.36111440000000006,0.7128664,0.7239024,0.7239024,routine_anchor,1.3099123642010797,0.9266304347826086,nocturnal_awake,0.17477927999999998,0.0,1.0,0.9696557971014492,0.792572463768116,0.9596920289855072,0.9682971014492754,0.7980072463768116,0.8845108695652174,0.909256127710145
r132_nonq2_full,132,id06,2024-07-11,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.5719481234001007,4.709582857142858,0.7849304761904764,0.8055820653737253,0.8214209523809525,0.23407142857142857,0.7233695238095237,0.7058171428571428,0.0016958130012490666,0.0101748780074944,2,6,2,0,1011111,"0,2,3,4,5,6",0.9909420289855072,0.8054800724637681,0.8455615942028986,0.9331159420289855,0.6844832000000001,0.7165248,0.6097832,0.479664,0.592616,0.569916,0.49835392,0.680078592,0.48586272,0.5608112000000001,0.4352448,0.702464,0.7165248,nocturnal_awake,0.8989502489792001,0.894927536231884,routine_anchor,0.14049279999999997,0.0,1.0,0.9918478260869565,0.8971920289855072,0.8312952898550725,0.9338768115942029,0.8455615942028986,0.9562952898550725,0.9082752423768116
r162_q3_s_stage,162,id07,2024-07-24,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.261787860438155,3.7220371428571433,0.7444074285714286,0.7584024855332461,0.7626285714285717,0.26116857142857147,0.7370708571428571,0.6345771428571428,0.0024011753093292404,0.012005876546646201,1,4,2,1,0011111,"2,3,4,5,6",0.9519927536231884,0.5849184782608695,0.8129528985507246,0.8737092391304346,0.5410848,0.6759584000000001,0.6534724000000001,0.6955184,0.6617552,0.40445279999999995,0.5909849600000001,0.565071488,0.43006992,0.6796280000000001,0.35045040000000005,0.4199024,0.6955184,social_load,1.839971454287048,0.9954710144927537,nocturnal_awake,0.28795827840000005,0.0,1.0,0.9429347826086957,0.9130434782608695,0.713088768115942,0.9578804347826086,0.8129528985507246,0.7701539855072463,0.9061114549565217
r054_q3_s_stage,54,id02,2024-10-12,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.4233772435268244,3.9372514285714293,0.7874502857142859,0.7974310569618176,0.789328,0.1632057142857143,0.7383737142857142,0.6424971428571429,0.003208057704920002,0.01604028852460001,1,4,1,1,0011111,"2,3,4,5,6",0.9759963768115942,0.5849184782608695,0.9365942028985508,0.9057291666666666,0.5454768,0.39491840000000006,0.38718080000000005,0.40780800000000006,0.5923632000000001,0.4017312,0.34726848000000005,0.336360704,0.27822412799999996,0.58974,0.4140584,0.4179888,0.5923632000000001,routine_pressure,1.3262509486135872,0.9284420289855072,body_fatigue,0.20311768914285716,0.0,1.0,0.9750905797101449,0.9144021739130435,0.7352807971014492,0.9823369565217391,0.9365942028985508,0.7701539855072463,0.9061090393623188
r244_q3_s_stage,244,id10,2024-09-21,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.479576785455389,4.136997142857143,0.8273994285714286,0.8302961998189604,0.849113142857143,0.1543485714285714,0.8134434285714285,0.5386171428571429,0.00386508832476526,0.0193254416238263,1,5,3,0,0011111,"2,3,4,5,6",0.9818840579710145,0.6632699275362319,0.9451992753623188,0.9260009057971015,0.4189568000000001,0.48191359999999994,0.5296972,0.5457376,0.41682400000000003,0.4924656,0.45957887999999997,0.3899384960000001,0.37007107200000006,0.4807304,0.4175424,0.5493696,0.5493696,routine_anchor,1.4287614873030035,0.9451992753623188,nocturnal_awake,0.20529519359999998,0.0,1.0,0.9877717391304348,0.9719202898550725,0.5378170289855072,0.9864130434782609,0.9451992753623188,0.8845108695652174,0.9053193666376811
r132_full_state,132,id06,2024-07-11,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.5654858239380864,5.301114285714286,0.7573020408163266,0.7930785050050463,0.8047477551020409,0.24611836734693884,0.7184171428571428,0.7058171428571428,0.0014685172529572286,0.0102796207707006,3,7,2,0,1111111,"0,1,2,3,4,5,6",0.9904891304347826,0.9026268115942029,0.8315217391304348,0.9464990942028985,0.6844832000000001,0.7165248,0.6097832,0.479664,0.592616,0.569916,0.49835392,0.680078592,0.48586272,0.5608112000000001,0.4352448,0.702464,0.7165248,nocturnal_awake,0.8717123562624001,0.8831521739130435,routine_pressure,0.11662682879999998,1.0,1.0,0.9968297101449275,0.8935688405797102,0.8312952898550725,0.9352355072463768,0.8315217391304348,0.9562952898550725,0.9041674525217392
r138_full_state,138,id06,2024-07-18,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.7693797691024487,5.810302857142857,0.8300432653061225,0.8563658519438216,0.8303836734693879,0.179,0.7714432653061224,0.8047771428571429,0.002680530826506112,0.018763715785542784,3,7,3,0,1111111,"0,1,2,3,4,5,6",1.0,0.9026268115942029,0.9248188405797102,0.9705797101449275,0.584864,0.43855840000000007,0.6456384000000001,0.51288,0.5897808,0.3353776,0.49619263999999996,0.610395008,0.38432486400000004,0.5659240000000001,0.4391928,0.40677919999999995,0.6456384000000001,bedtime_arousal,0.7603352300288001,0.7853260869565217,routine_pressure,0.11606886143999999,1.0,1.0,1.0,0.9411231884057971,0.9515398550724637,0.9859601449275363,0.9248188405797102,0.9562952898550725,0.9040336919130433
r140_nonq2_full,140,id06,2024-07-21,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.614940497928776,4.836877142857142,0.8061461904761904,0.8233325415642015,0.8243676190476191,0.1864595238095238,0.6763666666666666,0.8460171428571429,0.0014598830406967842,0.008759298244180706,2,6,2,0,1011111,"0,2,3,4,5,6",0.9927536231884058,0.8054800724637681,0.9157608695652174,0.9381974637681161,0.44864319999999996,0.49908160000000007,0.6909540000000001,0.7961312,0.7919455999999999,0.3943448,0.5849439999999999,0.1899328,0.8177872,0.5377943999999999,0.3928016,0.35396160000000004,0.8177872,weekend_rhythm,0.7975223498399999,0.8251811594202898,weekend_rhythm,0.1341171008,0.0,1.0,0.9945652173913043,0.8496376811594203,0.9735054347826086,0.8999094202898551,0.9157608695652174,0.9562952898550725,0.9031809251594203
r129_q3_s_stage,129,id06,2024-07-08,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.237966897559188,3.6644114285714293,0.7328822857142858,0.7349521998189604,0.6961714285714284,0.25596857142857143,0.710736,0.663397142857143,0.0016411945624551423,0.00820597281227571,2,5,2,0,0011111,"2,3,4,5,6",0.9492753623188406,0.7373188405797102,0.8215579710144928,0.8903623188405797,0.38561120000000004,0.5149024,0.5741012,0.5026,0.49717760000000005,0.57436,0.42202048,0.23791756800000005,0.734948416,0.4880648,0.37676079999999995,0.5526432,0.734948416,weekend_rhythm,1.503334231867052,0.957427536231884,nocturnal_awake,0.2193484224,0.0,1.0,0.9592391304347826,0.884963768115942,0.766983695652174,0.8845108695652174,0.8215579710144928,0.8845108695652174,0.9027718849866667
r122_q3_s_stage,122,id05,2024-11-14,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.3242709597575244,3.8448428571428575,0.7689685714285714,0.7840070569618175,0.7963725714285714,0.19334571428571423,0.6490834285714286,0.6462571428571428,0.00107620313451958,0.0053810156725978995,1,5,1,0,0011111,"2,3,4,5,6",0.9624094202898551,0.6632699275362319,0.90625,0.8847327898550725,0.6037888,0.49918239999999997,0.661624,0.7215616000000001,0.6411376000000001,0.45196,0.4961055999999999,0.54421888,0.5949713279999999,0.7652656,0.422696,0.4789584,0.7652656,body_fatigue,1.8392085309432638,0.9945652173913043,body_fatigue,0.26357204912761906,0.0,1.0,0.9538043478260869,0.8143115942028986,0.7447916666666666,0.7735507246376812,0.90625,0.8845108695652174,0.9025765982318841
r138_nonq2_full,138,id06,2024-07-18,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.668190970959358,5.018111428571428,0.8363519047619047,0.8509725415642014,0.8171676190476193,0.1727547619047619,0.7757885714285714,0.804777142857143,0.0028143821911058974,0.016886293146635385,2,6,2,0,1011111,"0,2,3,4,5,6",0.9963768115942029,0.8054800724637681,0.9284420289855072,0.9535461956521738,0.584864,0.43855840000000007,0.6456384000000001,0.51288,0.5897808,0.3353776,0.49619263999999996,0.610395008,0.38432486400000004,0.5659240000000001,0.4391928,0.40677919999999995,0.6456384000000001,bedtime_arousal,0.7482217488768,0.7753623188405797,isolation_cocoon,0.105406272,0.0,1.0,0.9981884057971014,0.9461050724637681,0.9542572463768116,0.9846014492753623,0.9284420289855072,0.9562952898550725,0.9016559745217391
r128_q3_s_stage,128,id06,2024-07-07,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.394880037865576,3.868577142857143,0.7737154285714286,0.7809647712475317,0.7860845714285715,0.19994857142857142,0.7389531428571429,0.7328571428571429,0.0030269407675510506,0.015134703837755253,2,2,4,3,0011111,"2,3,4,5,6",0.9728260869565217,0.46875,0.894927536231884,0.8796784420289854,0.30557439999999997,0.4561792,0.43055360000000004,0.4281776,0.5837568,0.7020552,0.58358848,0.209806784,0.7196792320000001,0.333428,0.43378079999999997,0.630136,0.7196792320000001,weekend_rhythm,1.411003617922038,0.9415760869565217,nocturnal_awake,0.1943323392,0.0,1.0,0.9501811594202898,0.9153079710144928,0.8790760869565217,0.9791666666666666,0.894927536231884,0.41394927536231885,0.9011417730457971
r245_q3_s_stage,245,id10,2024-09-22,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.206159709363575,3.6266114285714295,0.7253222857142859,0.7516630569618175,0.7367017142857142,0.2797085714285714,0.6303051428571428,0.7474171428571429,0.00130069272304592,0.0065034636152296,2,4,3,1,0011111,"2,3,4,5,6",0.9438405797101449,0.6632699275362319,0.782608695652174,0.8611684782608696,0.5472768000000001,0.7205904000000001,0.7694536000000001,0.6229424,0.46416959999999996,0.3602752,0.49808320000000006,0.48478387199999995,0.81236416,0.6392976,0.4338224,0.3657712,0.81236416,weekend_rhythm,1.8418850106679492,0.9959239130434783,nocturnal_awake,0.30697151040000004,0.0,1.0,0.9302536231884058,0.7871376811594203,0.9057971014492754,0.8315217391304348,0.782608695652174,0.7701539855072463,0.9001852360985507
r147_q3_s_stage,147,id06,2024-08-21,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.114034773269344,3.4296485714285714,0.6859297142857143,0.7096150569618176,0.6862994285714286,0.3367171428571429,0.655992,0.920377142857143,0.0019964069485638404,0.009982034742819203,3,4,4,1,0011111,"2,3,4,5,6",0.916213768115942,0.7373188405797102,0.6779891304347826,0.8529438405797101,0.41925759999999995,0.41234560000000003,0.603346,0.6102672,0.5859567999999999,0.4591616,0.59506176,0.665325056,0.43214169599999996,0.3550864,0.5110968,0.4217456,0.665325056,measurement_confidence,1.5456021363339107,0.9637681159420289,bedtime_arousal,0.21536066517410074,0.0,1.0,0.9189311594202898,0.823822463768116,0.9972826086956522,0.9279891304347826,0.6779891304347826,0.7701539855072463,0.8964745264823187
r133_q3_s_stage,133,id06,2024-07-12,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.4519324640214086,4.07166,0.814332,0.8167259141046745,0.8376708571428573,0.20179714285714284,0.8032114285714286,0.6680171428571429,0.0013920606714443425,0.006960303357221712,2,3,2,2,0011111,"2,3,4,5,6",0.978713768115942,0.5849184782608695,0.8903985507246377,0.8930253623188406,0.476952,0.4375968,0.520348,0.46356080000000005,0.5268528000000001,0.48373039999999995,0.46318656,0.384885504,0.3348992640000001,0.35004,0.5788344,0.593016,0.593016,routine_anchor,1.377287439853443,0.9379528985507246,nocturnal_awake,0.1864162368,0.0,1.0,0.9610507246376812,0.9655797101449275,0.7733242753623188,0.8469202898550725,0.8903985507246377,0.6283967391304348,0.8954427475362319
r236_s_stage,236,id10,2024-08-19,s_stage,"S1,S2,S3,S4",4,0,4,2.325159766575886,3.2603742857142857,0.8150935714285714,0.8348894805733388,0.8286228571428571,0.19228928571428566,0.6872714285714286,0.8643771428571428,0.0010061603598265653,0.004024641439306261,1,4,0,0,0001111,"3,4,5,6",0.9633152173913043,0.5849184782608695,0.9085144927536232,0.8681884057971013,0.5429136,0.7849648,0.7280804000000001,0.7189984,0.40905920000000007,0.4419872,0.437328,0.46910432,0.8353895680000001,0.515652,0.6420175999999999,0.5155648000000002,0.8353895680000001,weekend_rhythm,0.9089259344965661,0.9012681159420289,weekend_rhythm,0.1573873946112,0.0,1.0,0.9379528985507246,0.8605072463768116,0.9918478260869565,0.6843297101449275,0.9085144927536232,0.7701539855072463,0.8923712877368116
