row,subject_id,sleep_date,route_consensus,h055_gain,h036_score,h036_agree,h020_score,h019_row_score,h021_score,h021_conf,h060_role
101,id04,2024-10-24,0.6273809523809525,0.006423136947547054,3.0376218388796277,0.8333333333333334,0.6430438095238095,0.5352,0.547648714281351,0.2587997618829452,middle_damped
226,id09,2024-09-21,0.621825396825397,0.012460835189166103,1.1281758012550653,0.5,0.655992380952381,0.8154399999999999,0.5316384932417385,0.1405667519229787,middle_damped
143,id06,2024-08-13,0.6182539682539684,0.003988310407564372,9.84013735938724,0.8333333333333334,0.4151428571428571,0.94144,0.5670585202159445,0.5777449820321029,middle_damped
139,id06,2024-07-19,0.5976190476190476,0.007747249500654297,5.943664220986795,0.5,0.4037790476190477,0.7105600000000001,0.5522993297070182,0.4513271247255668,middle_damped
48,id02,2024-10-05,0.5912698412698413,0.004728735860835346,3.8244189566213933,0.8333333333333334,0.4537142857142857,0.75064,0.5541021533338244,0.5921774333357889,middle_damped
144,id06,2024-08-14,0.5837301587301589,0.0053749672204869495,6.329705250844765,0.3333333333333333,0.45742476190476183,0.8576,0.5887208965237195,0.5340416254757402,middle_damped
163,id07,2024-07-25,0.578968253968254,0.007546489451658367,0.7301767039841996,0.6666666666666666,0.6414133333333333,0.8220000000000001,0.5251759176253973,0.1878900643174627,middle_damped
164,id07,2024-07-26,0.5623015873015873,0.006602423983511629,0.5907249130766298,0.6666666666666666,0.6513866666666667,0.7361599999999999,0.5524922982178578,0.4347462529940505,middle_damped
235,id10,2024-08-18,0.5404761904761904,0.013521741189358505,0.3292334765853664,0.5,0.7343657142857145,0.842,0.5177243781203258,0.1868466525063908,middle_damped
167,id07,2024-08-15,0.5345238095238095,0.0078082564460417725,0.5150315335633219,0.8333333333333334,0.5876876190476191,0.50544,0.5094637764483696,0.259474120337086,middle_damped
93,id04,2024-09-27,0.5222222222222224,0.011506925387016642,2.242636906221443,0.6666666666666666,0.47705904761904766,0.34064,0.43237081303348684,0.2343283508817199,middle_damped
44,id02,2024-09-30,0.49880952380952387,0.0049141201851864574,1.4734298698108141,1.0,0.3991123809523809,0.43504,0.5065582273068264,0.517502565105561,marker_rollback
10,id01,2024-08-13,0.47976190476190467,0.006173446926664827,0.6719679107221718,1.0,0.4783428571428572,0.4844,0.4595120819819261,0.2893604099096309,marker_rollback
216,id09,2024-09-07,0.4579365079365079,0.0064089123428524575,0.36270762608606627,1.0,0.5107961904761905,0.77528,0.4539522552568617,0.39332699057002257,marker_rollback
152,id07,2024-07-14,0.4329365079365079,0.008018841501820917,0.39029173758620844,0.3333333333333333,0.5256609523809525,0.7807200000000001,0.48609387964591555,0.3770179696581492,marker_rollback
194,id08,2024-09-09,0.42698412698412697,0.00482570996460302,0.4105249858463476,1.0,0.5138514285714285,0.61608,0.5097058887516089,0.3363875389961399,marker_rollback
174,id07,2024-08-25,0.42142857142857143,0.006942115742522348,0.3671899292854934,0.3333333333333333,0.5955161904761905,0.49032,0.520000780441582,0.4587591403031482,marker_rollback
98,id04,2024-10-19,0.41190476190476194,0.005688065270668008,0.8451286319350138,0.6666666666666666,0.5250590476190475,0.65024,0.38514941892679166,0.1570785232053871,marker_rollback
168,id07,2024-08-16,0.3976190476190477,0.004888866886683385,0.45123356929476904,0.5,0.5194133333333334,0.80624,0.5196858926141227,0.49020184402299366,marker_rollback
203,id09,2024-08-08,0.3837301587301588,0.007615353059679364,0.14250363262203566,0.3333333333333333,0.5968152380952382,0.65296,0.4864574363065895,0.1534290862948524,marker_rollback
0,id01,2024-07-31,0.38253968253968257,0.004823069347743347,0.5663933066671107,0.8333333333333334,0.5227466666666667,0.57024,0.4575633429579709,0.2469224290755688,marker_rollback
61,id03,2024-08-19,0.3682539682539683,0.001071446896015419,3.5199597043527446,0.6666666666666666,0.352087619047619,0.67712,0.4220778942848315,0.48973994761463385,marker_rollback
56,id02,2024-10-14,0.3642857142857143,0.003629068470425212,1.282499841351787,0.6666666666666666,0.35673142857142853,0.2084,0.49266604026840216,0.6351606775324865,marker_rollback
136,id06,2024-07-16,0.32222222222222224,0.0021608445861498217,3.0727025186547126,0.3333333333333333,0.3222171428571429,0.4133599999999999,0.4783907325268774,0.5475603293010537,marker_rollback
3,id01,2024-08-03,0.32023809523809527,0.003658737295891834,0.5528782725148823,0.6666666666666666,0.5292952380952382,0.24176,0.47064719667706867,0.3900359833853433,marker_rollback
196,id08,2024-09-11,0.31388888888888894,0.004925566508942492,0.4808357449156798,0.5,0.4492419047619047,0.1858399999999999,0.49022401434507906,0.4785876907730146,marker_rollback
110,id05,2024-10-02,0.29325396825396827,0.004203428874073545,0.5984143036968068,0.6666666666666666,0.3832076190476191,0.40568,0.4545772840640081,0.3267407060343261,marker_rollback
27,id02,2024-08-26,0.2912698412698413,0.002505834377732552,0.5715019596745189,0.6666666666666666,0.334487619047619,0.13888,0.48874408805563657,0.5990042498019923,marker_rollback
225,id09,2024-09-20,0.2750000000000001,0.005112422077835133,0.33177997427629324,0.6666666666666666,0.4083923809523809,0.10616,0.42777114326966603,0.4484728592054735,marker_rollback
78,id03,2024-10-06,0.27222222222222225,0.0016473932618986985,2.8679968043219684,0.5,0.2622704761904762,0.3964,0.3557414613940108,0.4109082593510065,marker_rollback
242,id10,2024-09-19,0.24325396825396828,0.002354418560943039,0.6560565654548323,0.3333333333333333,0.4087542857142857,0.5568,0.4293882668240379,0.4254108579297135,marker_rollback
97,id04,2024-10-18,0.2285714285714286,0.00023724537683278614,2.933080599092953,0.3333333333333333,0.2567238095238094,0.60976,0.3496321615405998,0.2448417600839514,marker_rollback
50,id02,2024-10-07,0.1869047619047619,0.0007258836748776365,0.5367944161323615,0.5,0.26037714285714286,0.06984,0.4316808508058296,0.6472937778386719,marker_rollback
