row,subject_id,sleep_date,lifelog_date,target,target_index,flat_index,h057_prob,h042_prob,q061,h057_support_cell,is_h057_seed,is_h050_null,public_weight,public_responsibility_rank,seed_responsibility_score,extension_score,context_overlap,h064_changed_row,h065_changed_row,h066_changed_row,h067_changed_row,h061_support_mean,row_q061_gain_from_h057_nonq2,row_loss_delta_to_q061,cell_loss_delta_to_q061,cell_q061_gain,action_beta,pred_cell_delta_to_q061,abs_prob_move_to_q061,abs_logit_move_to_q061,direction_to_q061,action_rank,q061_gain_rank,row_public_rank,extension_rank,move_rank,source_consensus,target_prior_weight,h068_cell_health,h063_row_score,context_consensus,human_social_context,raw_context,h063_episode_near,h064_row_score,graph_consensus,contrast_consensus,seed_context,null_context,null_avoidance,h067_public_weight,h067_public_responsibility_rank,h067_seed_responsibility_score,h067_extension_score,h067_context_overlap,h066_emission,row_top4_gain_rank,h067_is_h057_seed,h067_is_h050_null,bad_pressure_raw,bad_pressure_rank,bad_top90_rate,bad_same_direction_rate,bad_pressure_submission_h010_object,bad_pressure_submission_e216_maskfa,bad_pressure_submission_e323_5508f9,bad_pressure_submission_jepa_latent,bad_pressure_submission_lejepa_targ,bad_pressure_submission_ordinal_q_c,h050_route_cell,h057_support_cell_recalc,target_is_q2,target_is_s,target_is_nonq2,public_score,invariant_score,shortcut_score,public_only_gap,private_safe_score,factor_action_score
2,id01,2024-08-02,2024-08-01,S4,6,20,0.4013011799248306,0.4013011799248306,0.357790335207552,0,0,0,0.0028949538226797,0.488,0.0,0.8054400000000002,0.8,1,1,1,1,0.0,0.0092226576415512,-0.0014239117952786,-0.0039931377581028,0.0039931377581028,0.0008048453050329,-3.2138581769587335e-06,0.0435108447172786,0.1849212224620982,-1,0.9268571428571428,0.9365714285714286,0.4862857142857142,0.9262857142857144,0.8657142857142858,1.0,1.02,0.8275347428571428,0.8179400000000001,0.9258490179651866,0.977,0.888,1.0,0.5826917424576152,0.4876084898630623,0.5784963431758937,0.9596702778709258,0.9198553340763124,0.0801446659236876,0.0028949538226797,0.488,0.0,0.8054400000000002,0.8,0.83232,0.804,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0.8997200000000001,0.7792171428571428,0.07091142857142857,0.12050285714285724,0.8234153714285715,0.964662857142857
99,id04,2024-10-20,2024-10-19,Q3,2,695,0.794969379005645,0.794969379005645,0.8217432734441874,0,0,0,0.0050854294480614,0.764,0.0,0.92972,1.0,1,1,1,1,0.0,0.0105722770556871,-0.0015181234659479,-0.0022755038269098,0.0022755038269098,0.001084091234365,-2.4668537525169836e-06,0.0267738944385423,0.1730589733918384,1,0.888,0.8474285714285714,0.7622857142857142,0.9902857142857144,0.8508571428571429,1.0,0.95,0.7832234285714286,0.82922,0.8063736386484222,0.589,0.824,1.0,0.7563060752680066,0.6697386004556917,0.6894749778695413,0.6419139630371411,0.4057163866130515,0.5942836133869485,0.0050854294480614,0.764,0.0,0.92972,1.0,0.95348,0.848,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.8957428571428572,0.850937142857143,0.07269428571428571,0.04480571428571423,0.8546126285714286,0.9616114285714285
236,id10,2024-08-19,2024-08-18,S4,6,1658,0.7306197338231385,0.7306197338231385,0.7612922910500771,0,0,0,0.00321337938315,0.572,0.0,0.88544,1.0,1,1,1,1,0.0,0.0096959710429315,-0.0014148930198241,-0.0024515867134484,0.0024515867134484,0.000605140577338,-1.483554599170473e-06,0.0306725572269386,0.1620084296932478,1,0.7857142857142857,0.8594285714285714,0.5702857142857143,0.9622857142857144,0.8308571428571428,1.0,1.02,0.7757945142857142,0.7909400000000001,0.8331959415433305,0.82,0.776,1.0,0.7471262159341143,0.6115941079876617,0.8792181069900714,0.8171597663317179,0.5064712259396837,0.4935287740603162,0.00321337938315,0.572,0.0,0.88544,1.0,0.95328,0.78,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.8182571428571429,0.8643771428571428,0.07245428571428572,-0.04611999999999994,0.8240482857142857,0.9615771428571429
132,id06,2024-07-11,2024-07-10,S2,4,928,0.9060132637497244,0.9060132637497244,0.8721560499542845,0,0,0,0.0044998412999868,0.704,0.0,0.90596,1.0,1,1,1,1,0.0,0.0101748780074946,-0.0014685172529572,-0.0061154788500604,0.0061154788500604,0.0005035677210873,-3.0795577478827983e-06,0.0338572137954398,0.3457422928706346,-1,0.9217142857142856,0.9708571428571428,0.7022857142857143,0.9822857142857144,0.9491428571428572,1.0,1.05,0.8963100000000002,0.63654,0.4873409662105557,0.571,0.724,1.0,0.7289383855706344,0.7268198752356169,0.5543291954543154,0.5820210980429171,0.5557191788964826,0.4442808211035174,0.0044998412999868,0.704,0.0,0.90596,1.0,0.8993199999999998,0.824,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0.9231542857142857,0.7058171428571429,0.0702257142857143,0.21733714285714278,0.7999392571428572,0.96144
2,id01,2024-08-02,2024-08-01,S3,5,19,0.8949298069616637,0.8949298069616637,0.9238245894751468,0,0,0,0.0028949538226797,0.488,0.0,0.8054400000000002,0.8,1,1,1,1,0.0,0.0092226576415512,-0.0014239117952786,-0.0048590636056385,0.0048590636056385,0.0002600190214698,-1.26344896399785e-06,0.028894782513483,0.3533668460102208,1,0.7485714285714286,0.9554285714285714,0.4862857142857142,0.9262857142857144,0.9502857142857144,1.0,1.08,0.8156345142857143,0.8179400000000001,0.9258490179651866,0.977,0.888,1.0,0.5826917424576152,0.4876084898630623,0.5784963431758937,0.9596702778709258,0.9198553340763124,0.0801446659236876,0.0028949538226797,0.488,0.0,0.8054400000000002,0.8,0.83232,0.804,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.7982857142857144,0.7792171428571428,0.07053428571428572,0.019068571428571546,0.7750060000000001,0.9613257142857143
195,id08,2024-09-10,2024-09-09,S2,4,1369,0.5081526608341731,0.5081526608341731,0.4631892876184303,0,0,0,0.0027334758961107,0.448,0.0,0.87832,1.0,1,1,1,1,0.0,0.0154427240702144,-0.0022874323144881,-0.004045987395167,0.004045987395167,0.0004188045349011,-1.6944778692488404e-06,0.0449633732157427,0.1801232761628536,-1,0.8182857142857143,0.9377142857142856,0.4462857142857143,0.9582857142857144,0.8594285714285714,1.0,1.05,0.8085300000000001,0.71902,0.5333314716559621,0.517,0.504,1.0,0.731413868669742,0.5507775123649438,0.6518209770920851,0.5239491777785692,0.3369230312217472,0.6630769687782527,0.0027334758961107,0.448,0.0,0.87832,1.0,0.97752,0.948,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.8324742857142857,0.7628571428571429,0.07088857142857143,0.06961714285714282,0.7833015428571428,0.9609257142857143
53,id02,2024-10-10,2024-10-09,S3,5,376,0.9144707976551656,0.9144707976551656,0.931054944716568,0,0,0,0.0046261248709398,0.716,0.0,0.8548800000000001,0.8,1,1,1,1,0.0,0.0080096824687164,-0.0011469192101982,-0.0018726576192111,0.0018726576192111,0.0006364465253962,-1.1918464350037883e-06,0.0165841470614024,0.2335207360560369,1,0.7388571428571429,0.816,0.7142857142857143,0.9462857142857144,0.9131428571428571,1.0,1.08,0.8195286857142856,0.7095800000000001,0.6970622731080703,0.496,0.952,1.0,0.6601560729210234,0.7085371459237981,0.7324314961085636,0.576637529386913,0.417631985290401,0.582368014709599,0.0046261248709398,0.716,0.0,0.8548800000000001,0.8,0.8236399999999998,0.7,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.8061999999999998,0.7900571428571428,0.07332285714285715,0.016142857142857014,0.7819445142857142,0.9595771428571429
138,id06,2024-07-18,2024-07-17,S1,3,969,0.9262208792442524,0.9262208792442524,0.9154308552193552,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061,-0.0008162267351449,0.0008162267351449,0.0035953721997563,-2.9346389122381064e-06,0.0107900240248972,0.148211608428149,-1,0.916,0.6571428571428571,0.8502857142857143,0.9982857142857144,0.796,1.0,1.02,0.829289142857143,0.7237800000000001,0.67609084985572,0.734,0.916,1.0,0.7251522644002837,0.7403262732737018,0.6512471928098773,0.7520405437026143,0.6343541545508328,0.3656458454491672,0.0059482697824635,0.852,0.0,0.96364,1.0,1.00312,0.96,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0.9104742857142858,0.804777142857143,0.0765,0.10569714285714282,0.8367106857142859,0.9595542857142858
214,id09,2024-08-21,2024-08-20,S2,4,1502,0.7926331365803142,0.7926331365803142,0.8231729173158806,0,0,0,0.0027495418243829,0.452,0.0,0.85568,1.0,1,1,1,1,0.0,0.010565829046081,-0.0015128757824958,-0.0029491144830305,0.0029491144830305,0.000959151013311,-2.828646144769084e-06,0.0305397807355664,0.1971229879704712,1,0.9097142857142856,0.8914285714285715,0.4502857142857143,0.9502857142857144,0.8828571428571429,1.0,1.05,0.836496,0.6723800000000001,0.529754444754724,0.519,0.692,1.0,0.698037460628212,0.6022205998277922,0.5608694576357927,0.5429438688124542,0.4280908285656071,0.5719091714343929,0.0027495418243829,0.452,0.0,0.85568,1.0,0.9074,0.868,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.883702857142857,0.7187171428571428,0.07181428571428572,0.16498571428571418,0.7860190285714284,0.9586285714285713
128,id06,2024-07-07,2024-07-06,S3,5,901,0.9451213960952204,0.9451213960952204,0.9623329299678068,0,0,0,0.0055207817858157,0.82,0.0,0.7944,0.8,1,0,1,1,0.0,0.0153504776432923,-0.0022157472214331,-0.0031917864442314,0.0031917864442314,0.0018858486838558,-6.019226265002874e-06,0.0172115338725864,0.3943843963564153,1,0.9748571428571428,0.9074285714285716,0.8182857142857143,0.9182857142857144,0.9554285714285714,0.75,1.08,0.9198020571428572,0.6131000000000001,0.5244371218467839,0.4609999999999999,0.452,0.0,0.7206234951584263,0.7420871589686875,0.6662606703082723,0.4574724463234813,0.2740165781451973,0.7259834218548027,0.0055207817858157,0.82,0.0,0.7944,0.8,0.8165199999999998,0.952,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1.0,1.0,0.9410171428571428,0.7328571428571429,0.07149428571428572,0.2081599999999999,0.8205538857142858,0.9584971428571428
71,id03,2024-09-17,2024-09-16,S4,6,503,0.151919945231375,0.151919945231375,0.1195855607470878,0,0,0,0.0041758944332105,0.676,0.0,0.90092,1.0,1,1,1,1,0.0,0.0104790635184093,-0.0015277923151397,-0.0043236884679423,0.0043236884679423,0.0008428648557588,-3.6442850568782728e-06,0.0323343844842872,0.2767393160660552,-1,0.9382857142857144,0.9428571428571428,0.6742857142857143,0.9742857142857144,0.9297142857142856,1.0,1.02,0.8664987428571428,0.70362,0.588948338452946,0.466,0.732,1.0,0.6944091070422655,0.6012542255181098,0.5636947244856024,0.5105675354780965,0.441918212465585,0.5580817875344151,0.0041758944332105,0.676,0.0,0.90092,1.0,0.92976,0.86,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.9271199999999999,0.7208971428571429,0.07078571428571429,0.20622285714285704,0.8086667999999999,0.9569485714285715
128,id06,2024-07-07,2024-07-06,S2,4,900,0.9672789969212284,0.9672789969212284,0.9887277680058654,0,0,0,0.0055207817858157,0.82,0.0,0.7944,0.8,1,0,1,1,0.0,0.0153504776432923,-0.0022157472214331,-0.0096723050225968,0.0096723050225968,0.0004125602615962,-3.990408690361644e-06,0.0214487710846369,1.0876068738925846,1,0.9468571428571428,0.9868571428571428,0.8182857142857143,0.9182857142857144,0.9714285714285714,0.75,1.05,0.8980200000000002,0.6131000000000001,0.5244371218467839,0.4609999999999999,0.452,0.0,0.7206234951584263,0.7420871589686875,0.6662606703082723,0.4574724463234813,0.2740165781451973,0.7259834218548027,0.0055207817858157,0.82,0.0,0.7944,0.8,0.8165199999999998,0.952,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0.9303085714285715,0.7328571428571429,0.0699057142857143,0.1974514285714286,0.8165893142857141,0.9556971428571428
236,id10,2024-08-19,2024-08-18,Q1,0,1652,0.268190529506309,0.268190529506309,0.3034783863321024,0,0,0,0.00321337938315,0.572,0.0,0.88544,1.0,1,1,1,1,0.0,0.0096959710429315,-0.0014148930198241,-0.0030907412469899,0.0030907412469899,0.000662360388508,-2.047184573134058e-06,0.0352878568257933,0.1730341036338282,1,0.856,0.9,0.5702857142857143,0.9622857142857144,0.8502857142857143,1.0,0.92,0.7300594285714287,0.7909400000000001,0.8331959415433305,0.82,0.776,1.0,0.7471262159341143,0.6115941079876617,0.8792181069900714,0.8171597663317179,0.5064712259396837,0.4935287740603162,0.00321337938315,0.572,0.0,0.88544,1.0,0.95328,0.78,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.8569428571428572,0.8643771428571428,0.07164285714285715,-0.007434285714285616,0.8432178857142858,0.9550742857142857
140,id06,2024-07-21,2024-07-20,S3,5,985,0.9960938897116238,0.9960938897116238,0.9994360496623552,0,0,0,0.00549979102198,0.812,0.0,0.8906000000000001,0.8,1,1,1,1,0.0,0.0087592982441808,-0.0016240922664599,-0.0022563299510225,0.0022563299510225,0.0002508333969272,-5.659629062037803e-07,0.0033421599507313,1.9386808025137905,1,0.6177142857142857,0.8457142857142858,0.8102857142857143,0.9662857142857144,0.9811428571428572,1.0,1.08,0.7976077714285714,0.72794,0.8136375314158056,0.75,0.908,1.0,0.6804402819790087,0.7896567064732841,0.7778330456228344,0.7794575160062236,0.5002877426402251,0.4997122573597748,0.00549979102198,0.812,0.0,0.8906000000000001,0.8,0.89452,0.768,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.7471828571428571,0.846017142857143,0.07272857142857143,-0.09883428571428587,0.7809168571428573,0.9540228571428571
147,id06,2024-08-21,2024-08-20,S1,3,1032,0.8197434756711621,0.8197434756711621,0.7976209961924992,0,0,0,0.0048286382275859,0.736,0.0,0.9026,0.8,1,1,1,1,0.0,0.0107519200219667,-0.0017827605322041,-0.0016063944517614,0.0016063944517614,0.0006910847800297,-1.1101547563365518e-06,0.0221224794786629,0.1431191386478827,-1,0.7234285714285714,0.7845714285714286,0.7342857142857143,0.9782857142857144,0.7862857142857143,1.0,1.02,0.7613571428571427,0.77678,0.8703308200688821,0.859,0.756,1.0,0.7324801705044288,0.8012234047038516,0.9347870413330608,0.8466979879283565,0.3026780717761312,0.6973219282238687,0.0048286382275859,0.736,0.0,0.9026,0.8,0.94988,0.876,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.7926799999999999,0.920377142857143,0.07395142857142857,-0.12769714285714306,0.8375433714285716,0.9537599999999999
66,id03,2024-08-25,2024-08-24,S2,4,466,0.526553215055173,0.526553215055173,0.4799149498250854,0,0,0,0.0043548298224573,0.688,0.0,0.7646,0.8,1,0,1,1,0.0,0.0141026997428789,-0.0024015438150871,-0.0043544738546251,0.0043544738546251,0.0008479541331663,-3.692394102794079e-06,0.0466382652300876,0.1866963358776344,-1,0.9388571428571428,0.9445714285714286,0.6862857142857143,0.9062857142857144,0.8691428571428571,0.75,1.05,0.86217,0.66262,0.5566661081634553,0.516,0.448,0.0,0.6917441165842722,0.623783622943,0.6144955895516913,0.5067931872285998,0.4184775629182927,0.5815224370817074,0.0043548298224573,0.688,0.0,0.7646,0.8,0.8328800000000001,0.936,0,0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.90856,0.7341371428571428,0.07075142857142858,0.1744228571428572,0.8061385714285714,0.9518914285714286
