flat_idx,row,target,target_idx,cell_key,direction,source_families,source_family_count,source_records,mean_health,max_health,mean_local_score,max_abs_proposed_step,mean_abs_proposed_step,bad_tangent_value,bad_tangent_abs,bad_tangent_abs_rank,anti_tangent_direction,proposed_is_anti_bad,proposed_is_bad_aligned,action_health,anti_bad_score,orthogonal_score,subject_id,release_head,release_sign,supported_release,support_signs,scalar_grad,bad_mode_grad,residual_grad,total_mode_grad,scalar_stability,mode_confidence,residual_share,scalar_bad_agree,scalar_residual_agree,mode_conflict,prototype_predicted_scalar_delta,prototype_predicted_bad_delta,prototype_predicted_residual_delta,prototype_predicted_total_mode_delta,prototype_energy_delta,prototype_subject_delta,scalar_abs_rank,bad_abs_rank,residual_abs_rank,total_mode_abs_rank,head_abs_grad,head_abs_rank,agreement_score,conflict_score,mixture_score
1489,212,S3,5,212:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,4,0.5318168041661051,0.6070551129779838,0.31750848629414363,0.4665095229620401,0.34923676863755243,-0.0016934300735539894,0.0016934300735539894,0.6169064748201439,1,True,False,0.6082095214611558,0.5951206704745169,0.5415734331343675,id09,bad_mode,1,True,1,-0.9034092898504457,-0.19161282223676512,0.023129645217035942,-0.16848317701972917,0.9615384615384616,0.6119000898871813,0.10770876152805808,True,False,True,-0.09034092898504457,-0.019161282223676513,0.002312964521703594,-0.01684831770197292,0.00028154279216641154,8.587786251546686e-05,0.8921739130434783,0.8660869565217392,0.3182608695652174,0.6573913043478261,0.19161282223676512,0.8434782608695652,0.3333333333333333,0.7382084189722784,0.7850886133535241
167,23,S4,6,23:S4,1,"listener_dropout,public_loss_tomography,route_frontier",3,3,0.47363994654576214,0.7369629179331307,0.34875591016548463,0.8,0.5979750271069766,-0.0018527604913341625,0.0018527604913341625,0.6654676258992805,1,True,False,0.636616768605508,0.6875909487446452,0.5483887564598869,id01,bad_mode,1,True,1,-0.5357272528774577,-0.28104918701698395,-0.10072203670414231,-0.38177122372112626,1.0,0.5928134365109985,0.26382825746304356,True,True,False,-0.05357272528774577,-0.028104918701698397,-0.010072203670414233,-0.038177122372112626,-0.005115792673388131,0.00048233079356701375,0.7269565217391304,0.9878260869565217,0.8052173913043478,0.9617391304347827,0.28104918701698395,0.9408695652173913,1.0,0.052765651492608714,0.7826922411702878
936,133,S3,5,133:S3,1,public_loss_tomography,1,1,0.9726063829787233,0.9726063829787233,0.9468085106382979,0.8,0.8,0.00020874083196516525,0.00020874083196516525,0.039568345323741004,-1,False,True,0.7721252751283931,0.36113615865341475,0.7591573778218804,id06,scalar,-1,False,1,0.9618661163361603,0.04853308926678844,0.2620011337111493,0.31053422297793776,1.0,0.4041241271094203,0.8437109803801552,True,True,False,-0.09618661163361603,-0.0048533089266788445,-0.02620011337111493,-0.031053422297793776,-0.009032195896708783,0.00012784692705887502,0.9008695652173913,0.20521739130434782,0.9878260869565217,0.9269565217391305,0.31053422297793776,0.9565217391304348,1.0,0.16874219607603105,0.7810237151585521
936,133,S3,5,133:S3,1,public_loss_tomography,1,1,0.9726063829787233,0.9726063829787233,0.9468085106382979,0.8,0.8,0.00020874083196516525,0.00020874083196516525,0.039568345323741004,-1,False,True,0.7721252751283931,0.36113615865341475,0.7591573778218804,id06,consensus,-1,False,1,0.9618661163361603,0.04853308926678844,0.2620011337111493,0.31053422297793776,1.0,0.4041241271094203,0.8437109803801552,True,True,False,-0.09618661163361603,-0.0048533089266788445,-0.02620011337111493,-0.031053422297793776,-0.009032195896708783,0.00012784692705887502,0.9008695652173913,0.20521739130434782,0.9878260869565217,0.9269565217391305,0.31053422297793776,0.9565217391304348,1.0,0.16874219607603105,0.7810237151585521
936,133,S3,5,133:S3,1,public_loss_tomography,1,1,0.9726063829787233,0.9726063829787233,0.9468085106382979,0.8,0.8,0.00020874083196516525,0.00020874083196516525,0.039568345323741004,-1,False,True,0.7721252751283931,0.36113615865341475,0.7591573778218804,id06,target_split,-1,False,1,0.9618661163361603,0.04853308926678844,0.2620011337111493,0.31053422297793776,1.0,0.4041241271094203,0.8437109803801552,True,True,False,-0.09618661163361603,-0.0048533089266788445,-0.02620011337111493,-0.031053422297793776,-0.009032195896708783,0.00012784692705887502,0.9008695652173913,0.20521739130434782,0.9878260869565217,0.9269565217391305,0.31053422297793776,0.9565217391304348,1.0,0.16874219607603105,0.7810237151585521
40,5,S3,5,5:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4931473100543802,0.5348143105446118,0.270630001927545,0.4717269685576571,0.3152673331131913,0.0010941913701311538,0.0010941913701311538,0.48201438848920863,-1,False,True,0.5587597809289844,0.5173886106521771,0.541991248794362,id01,scalar,-1,False,1,1.912169770415558,0.09510054427584433,0.08072331419363993,0.17582385846948426,1.0,0.3272599208433693,0.45911467815496176,True,True,False,-0.19121697704155582,-0.009510054427584434,-0.008072331419363993,-0.017582385846948427,-0.016899007232498264,0.0015742040034096155,0.9791304347826087,0.46608695652173915,0.7356521739130435,0.6921739130434783,0.17582385846948426,0.7930434782608695,1.0,0.09182293563099236,0.7753023452382455
40,5,S3,5,5:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4931473100543802,0.5348143105446118,0.270630001927545,0.4717269685576571,0.3152673331131913,0.0010941913701311538,0.0010941913701311538,0.48201438848920863,-1,False,True,0.5587597809289844,0.5173886106521771,0.541991248794362,id01,consensus,-1,False,1,1.912169770415558,0.09510054427584433,0.08072331419363993,0.17582385846948426,1.0,0.3272599208433693,0.45911467815496176,True,True,False,-0.19121697704155582,-0.009510054427584434,-0.008072331419363993,-0.017582385846948427,-0.016899007232498264,0.0015742040034096155,0.9791304347826087,0.46608695652173915,0.7356521739130435,0.6921739130434783,0.17582385846948426,0.7930434782608695,1.0,0.09182293563099236,0.7753023452382455
40,5,S3,5,5:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4931473100543802,0.5348143105446118,0.270630001927545,0.4717269685576571,0.3152673331131913,0.0010941913701311538,0.0010941913701311538,0.48201438848920863,-1,False,True,0.5587597809289844,0.5173886106521771,0.541991248794362,id01,target_split,-1,False,1,1.912169770415558,0.09510054427584433,0.08072331419363993,0.17582385846948426,1.0,0.3272599208433693,0.45911467815496176,True,True,False,-0.19121697704155582,-0.009510054427584434,-0.008072331419363993,-0.017582385846948427,-0.016899007232498264,0.0015742040034096155,0.9791304347826087,0.46608695652173915,0.7356521739130435,0.6921739130434783,0.17582385846948426,0.7930434782608695,1.0,0.09182293563099236,0.7753023452382455
936,133,S3,5,133:S3,1,public_loss_tomography,1,1,0.9726063829787233,0.9726063829787233,0.9468085106382979,0.8,0.8,0.00020874083196516525,0.00020874083196516525,0.039568345323741004,-1,False,True,0.7721252751283931,0.36113615865341475,0.7591573778218804,id06,residual,-1,False,1,0.9618661163361603,0.04853308926678844,0.2620011337111493,0.31053422297793776,1.0,0.4041241271094203,0.8437109803801552,True,True,False,-0.09618661163361603,-0.0048533089266788445,-0.02620011337111493,-0.031053422297793776,-0.009032195896708783,0.00012784692705887502,0.9008695652173913,0.20521739130434782,0.9878260869565217,0.9269565217391305,0.2620011337111493,0.9234782608695652,1.0,0.16874219607603105,0.7744150195063783
670,95,S3,5,95:S3,1,"listener_dropout,public_loss_tomography,route_toxicity_fusion",3,3,0.3996895446419528,0.6841495440729484,0.21666102514506771,0.8,0.43184178239196425,-0.0012819794359609853,0.0012819794359609853,0.539568345323741,1,True,False,0.5854834793945544,0.6128419730893192,0.5324527693304193,id04,bad_mode,1,True,1,-0.6986673514001804,-0.18519790967817837,0.05192904590102926,-0.1332688637771491,1.0,0.4701821761963498,0.21899258890229534,True,False,True,-0.06986673514001805,-0.018519790967817838,0.0051929045901029265,-0.013326886377714911,-0.028734273476164418,-0.00041237204303518765,0.8052173913043478,0.8573913043478261,0.5356521739130434,0.5443478260869565,0.18519790967817837,0.8243478260869566,0.3333333333333333,0.7604651844471259,0.774240043933966
397,56,S3,5,56:S3,1,public_loss_tomography,1,1,0.8622340425531915,0.8622340425531915,0.8297872340425532,0.8,0.8,-0.0014278165312500172,0.0014278165312500172,0.5503597122302158,1,True,False,0.6940667644900954,0.5844596317897992,0.5937141281662858,id02,scalar,1,True,1,-1.3687841088692956,-0.16971364472902367,-0.06616277602061578,-0.23587642074963944,1.0,0.5865730119088451,0.28049762587571575,True,True,False,-0.13687841088692956,-0.01697136447290237,-0.006616277602061578,-0.023587642074963944,0.013505059083573911,5.1249312913323464e-05,0.9530434782608695,0.7965217391304348,0.648695652173913,0.8660869565217392,0.23587642074963944,0.9130434782608695,1.0,0.056099525175143154,0.7727125812321366
397,56,S3,5,56:S3,1,public_loss_tomography,1,1,0.8622340425531915,0.8622340425531915,0.8297872340425532,0.8,0.8,-0.0014278165312500172,0.0014278165312500172,0.5503597122302158,1,True,False,0.6940667644900954,0.5844596317897992,0.5937141281662858,id02,consensus,1,True,1,-1.3687841088692956,-0.16971364472902367,-0.06616277602061578,-0.23587642074963944,1.0,0.5865730119088451,0.28049762587571575,True,True,False,-0.13687841088692956,-0.01697136447290237,-0.006616277602061578,-0.023587642074963944,0.013505059083573911,5.1249312913323464e-05,0.9530434782608695,0.7965217391304348,0.648695652173913,0.8660869565217392,0.23587642074963944,0.9130434782608695,1.0,0.056099525175143154,0.7727125812321366
397,56,S3,5,56:S3,1,public_loss_tomography,1,1,0.8622340425531915,0.8622340425531915,0.8297872340425532,0.8,0.8,-0.0014278165312500172,0.0014278165312500172,0.5503597122302158,1,True,False,0.6940667644900954,0.5844596317897992,0.5937141281662858,id02,target_split,1,True,1,-1.3687841088692956,-0.16971364472902367,-0.06616277602061578,-0.23587642074963944,1.0,0.5865730119088451,0.28049762587571575,True,True,False,-0.13687841088692956,-0.01697136447290237,-0.006616277602061578,-0.023587642074963944,0.013505059083573911,5.1249312913323464e-05,0.9530434782608695,0.7965217391304348,0.648695652173913,0.8660869565217392,0.23587642074963944,0.9130434782608695,1.0,0.056099525175143154,0.7727125812321366
909,129,S4,6,129:S4,-1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.5020460841976871,0.5163090961761299,0.3406939518666263,0.5368177578959871,0.35636055951354956,0.0016086223687107196,0.0016086223687107196,0.60431654676259,-1,True,False,0.5624633080605482,0.5900616687029967,0.5279245579023593,id06,bad_mode,-1,True,-1,1.4620078994318133,0.12851969500534702,-0.04003571182921448,0.08848398317613254,1.0,0.48368387641406674,0.23752256056830226,True,False,True,-0.14620078994318134,-0.012851969500534702,0.004003571182921449,-0.008848398317613254,-0.018138786308275145,-0.00042340299300312745,0.9617391304347827,0.6573913043478261,0.44869565217391305,0.39652173913043476,0.12851969500534702,0.671304347826087,0.3333333333333333,0.7641711787803273,0.7716287309695831
1489,212,S3,5,212:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,4,0.5318168041661051,0.6070551129779838,0.31750848629414363,0.4665095229620401,0.34923676863755243,-0.0016934300735539894,0.0016934300735539894,0.6169064748201439,1,True,False,0.6082095214611558,0.5951206704745169,0.5415734331343675,id09,scalar,1,True,1,-0.9034092898504457,-0.19161282223676512,0.023129645217035942,-0.16848317701972917,0.9615384615384616,0.6119000898871813,0.10770876152805808,True,False,True,-0.09034092898504457,-0.019161282223676513,0.002312964521703594,-0.01684831770197292,0.00028154279216641154,8.587786251546686e-05,0.8921739130434783,0.8660869565217392,0.3182608695652174,0.6573913043478261,0.16848317701972917,0.7704347826086957,0.3333333333333333,0.7382084189722784,0.7704799177013502
1489,212,S3,5,212:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,4,0.5318168041661051,0.6070551129779838,0.31750848629414363,0.4665095229620401,0.34923676863755243,-0.0016934300735539894,0.0016934300735539894,0.6169064748201439,1,True,False,0.6082095214611558,0.5951206704745169,0.5415734331343675,id09,consensus,1,True,1,-0.9034092898504457,-0.19161282223676512,0.023129645217035942,-0.16848317701972917,0.9615384615384616,0.6119000898871813,0.10770876152805808,True,False,True,-0.09034092898504457,-0.019161282223676513,0.002312964521703594,-0.01684831770197292,0.00028154279216641154,8.587786251546686e-05,0.8921739130434783,0.8660869565217392,0.3182608695652174,0.6573913043478261,0.16848317701972917,0.7704347826086957,0.3333333333333333,0.7382084189722784,0.7704799177013502
1489,212,S3,5,212:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,4,0.5318168041661051,0.6070551129779838,0.31750848629414363,0.4665095229620401,0.34923676863755243,-0.0016934300735539894,0.0016934300735539894,0.6169064748201439,1,True,False,0.6082095214611558,0.5951206704745169,0.5415734331343675,id09,target_split,1,True,1,-0.9034092898504457,-0.19161282223676512,0.023129645217035942,-0.16848317701972917,0.9615384615384616,0.6119000898871813,0.10770876152805808,True,False,True,-0.09034092898504457,-0.019161282223676513,0.002312964521703594,-0.01684831770197292,0.00028154279216641154,8.587786251546686e-05,0.8921739130434783,0.8660869565217392,0.3182608695652174,0.6573913043478261,0.16848317701972917,0.7704347826086957,0.3333333333333333,0.7382084189722784,0.7704799177013502
731,104,S1,3,104:S1,-1,public_loss_tomography,1,1,0.8755319148936169,0.8755319148936169,0.7446808510638298,0.8,0.8,0.003267494828569331,0.003267494828569331,0.8561151079136691,-1,True,False,0.6915667644900954,0.7305222217178569,0.5117309198393303,id04,scalar,1,False,-1,-0.561816177506292,0.17721335211381653,0.0422993287360499,0.21951268084986642,0.9615384615384616,0.6280248083170288,0.19269651562766626,False,False,False,-0.0561816177506292,0.017721335211381653,0.00422993287360499,0.021951268084986642,-0.024419444408993907,-0.00565626972571167,0.7443478260869565,0.831304347826087,0.4573913043478261,0.831304347826087,0.21951268084986642,0.8921739130434783,0.3333333333333333,0.20520596979219993,0.7642011170102189
731,104,S1,3,104:S1,-1,public_loss_tomography,1,1,0.8755319148936169,0.8755319148936169,0.7446808510638298,0.8,0.8,0.003267494828569331,0.003267494828569331,0.8561151079136691,-1,True,False,0.6915667644900954,0.7305222217178569,0.5117309198393303,id04,target_split,1,False,-1,-0.561816177506292,0.17721335211381653,0.0422993287360499,0.21951268084986642,0.9615384615384616,0.6280248083170288,0.19269651562766626,False,False,False,-0.0561816177506292,0.017721335211381653,0.00422993287360499,0.021951268084986642,-0.024419444408993907,-0.00565626972571167,0.7443478260869565,0.831304347826087,0.4573913043478261,0.831304347826087,0.21951268084986642,0.8921739130434783,0.3333333333333333,0.20520596979219993,0.7642011170102189
645,92,Q2,1,92:Q2,-1,public_loss_tomography,1,1,0.885904255319149,0.885904255319149,0.8404255319148937,0.8,0.8,0.0026126970283073068,0.0026126970283073068,0.8129496402877698,-1,True,False,0.7090720836390316,0.7147042866191273,0.5442488120787303,id04,consensus,-1,True,-1,-0.876853773803336,0.24935188137785896,0.033195010215491656,0.2825468915933506,0.9615384615384616,0.7578133736095234,0.11748495985278565,False,False,False,0.0876853773803336,-0.024935188137785898,-0.003319501021549166,-0.028254689159335062,0.030586111854590925,0.0013266654877164274,0.8834782608695653,0.9704347826086956,0.37043478260869567,0.9095652173913044,0.2825468915933506,0.9434782608695652,0.3333333333333333,0.19016365863722381,0.7625938935794753
645,92,Q2,1,92:Q2,-1,public_loss_tomography,1,1,0.885904255319149,0.885904255319149,0.8404255319148937,0.8,0.8,0.0026126970283073068,0.0026126970283073068,0.8129496402877698,-1,True,False,0.7090720836390316,0.7147042866191273,0.5442488120787303,id04,bad_mode,-1,True,-1,-0.876853773803336,0.24935188137785896,0.033195010215491656,0.2825468915933506,0.9615384615384616,0.7578133736095234,0.11748495985278565,False,False,False,0.0876853773803336,-0.024935188137785898,-0.003319501021549166,-0.028254689159335062,0.030586111854590925,0.0013266654877164274,0.8834782608695653,0.9704347826086956,0.37043478260869567,0.9095652173913044,0.24935188137785896,0.92,0.3333333333333333,0.19016365863722381,0.7578982414055622
1530,218,S2,4,218:S2,1,public_loss_tomography,1,1,0.7341720364741642,0.7341720364741642,0.6914893617021277,0.8,0.8,-0.0015995943156913472,0.0015995943156913472,0.5971223021582733,1,True,False,0.6031950562834085,0.5814615966573945,0.5213151471967029,id09,scalar,1,True,1,-1.914080089389575,-0.2862762429455893,-0.1153335182764118,-0.4016097612220011,1.0,0.4855037658655777,0.28717807536647694,True,True,False,-0.1914080089389575,-0.02862762429455893,-0.011533351827641182,-0.04016097612220011,0.02941830674608381,-7.3183703703808e-05,0.9878260869565217,0.9965217391304347,0.8660869565217392,0.9878260869565217,0.4016097612220011,0.9930434782608696,1.0,0.05743561507329539,0.752945238323016
1530,218,S2,4,218:S2,1,public_loss_tomography,1,1,0.7341720364741642,0.7341720364741642,0.6914893617021277,0.8,0.8,-0.0015995943156913472,0.0015995943156913472,0.5971223021582733,1,True,False,0.6031950562834085,0.5814615966573945,0.5213151471967029,id09,consensus,1,True,1,-1.914080089389575,-0.2862762429455893,-0.1153335182764118,-0.4016097612220011,1.0,0.4855037658655777,0.28717807536647694,True,True,False,-0.1914080089389575,-0.02862762429455893,-0.011533351827641182,-0.04016097612220011,0.02941830674608381,-7.3183703703808e-05,0.9878260869565217,0.9965217391304347,0.8660869565217392,0.9878260869565217,0.4016097612220011,0.9930434782608696,1.0,0.05743561507329539,0.752945238323016
1530,218,S2,4,218:S2,1,public_loss_tomography,1,1,0.7341720364741642,0.7341720364741642,0.6914893617021277,0.8,0.8,-0.0015995943156913472,0.0015995943156913472,0.5971223021582733,1,True,False,0.6031950562834085,0.5814615966573945,0.5213151471967029,id09,target_split,1,True,1,-1.914080089389575,-0.2862762429455893,-0.1153335182764118,-0.4016097612220011,1.0,0.4855037658655777,0.28717807536647694,True,True,False,-0.1914080089389575,-0.02862762429455893,-0.011533351827641182,-0.04016097612220011,0.02941830674608381,-7.3183703703808e-05,0.9878260869565217,0.9965217391304347,0.8660869565217392,0.9878260869565217,0.4016097612220011,0.9930434782608696,1.0,0.05743561507329539,0.752945238323016
722,103,Q2,1,103:Q2,-1,public_loss_tomography,1,1,0.7773936170212766,0.7773936170212766,0.776595744680851,0.8,0.8,0.0027906314098175393,0.0027906314098175393,0.8201438848920863,-1,True,False,0.6384763389581805,0.6983907155185609,0.5013911846487593,id04,scalar,1,False,-1,-0.3463248374645532,0.23785858528492,0.02825288702346716,0.26611147230838716,0.9615384615384616,0.7167451936145051,0.1061693687171056,False,False,False,-0.03463248374645533,0.023785858528492,0.002825288702346716,0.026611147230838718,-0.027400949781543282,-5.647028084060368e-06,0.6052173913043478,0.9530434782608695,0.3356521739130435,0.8747826086956522,0.26611147230838716,0.9260869565217391,0.3333333333333333,0.1879005404100878,0.747329380757601
1725,246,S1,3,246:S1,-1,public_loss_tomography,1,1,0.851063829787234,0.851063829787234,0.7978723404255319,0.8,0.8,0.0022287573128787785,0.0022287573128787785,0.762589928057554,-1,True,False,0.6837582538517974,0.6834437524081981,0.5373813530246968,id10,consensus,-1,True,-1,-1.1958771695486434,0.22724628604384264,0.07737631409468233,0.304622600138525,1.0,0.5776855458870801,0.2540071355810173,False,False,False,0.11958771695486435,-0.022724628604384265,-0.007737631409468234,-0.0304622600138525,0.0451902512244875,0.002028706080724585,0.9356521739130435,0.9356521739130435,0.7095652173913043,0.9182608695652174,0.304622600138525,0.951304347826087,0.3333333333333333,0.21746809378287013,0.746509575582059
