row,driver_target,driver_flat,driver_step,bridge_target,bridge_flat,bridge_step,actions,action_count,public_delta_estimate,driver_public_delta,bridge_public_delta,public_utility,old_route_energy,new_route_energy,route_energy_delta,same_direction,driver_h088_alignment,driver_stability,source_support,solver_score
237,S4,1665,-0.2314122698956611,S2,1663,0.62,"[(1665, 'S4', -0.2314122698956611, 'driver'), (1663, 'S2', 0.62, 'bridge')]",2,-2.8421684718695647e-05,-2.8421684718695647e-05,0.0,2.8421684718695647e-05,0.7636923658575034,0.7038820322394393,-0.05981033361806409,False,0.556,0.9615384615384616,4,0.0022945635852611437
23,S4,167,0.9492715155028438,S2,165,0.62,"[(167, 'S4', 0.9492715155028438, 'driver'), (165, 'S2', 0.62, 'bridge')]",2,-0.0009093509190740285,-0.0009093509190740285,0.0,0.0009093509190740285,0.6915320709619289,0.6655199174568162,-0.026012153505112767,True,0.5811428571428572,1.0,8,0.0022356328210072886
17,S1,122,0.7193038163823231,S2,123,0.62,"[(122, 'S1', 0.7193038163823231, 'driver'), (123, 'S2', 0.62, 'bridge')]",2,-0.0004966154029543235,-0.0004966154029543235,0.0,0.0004966154029543235,0.6371997392368175,0.5998845836447629,-0.03731515559205456,True,0.5542857142857143,1.0,6,0.0022001951946957633
19,S4,139,0.7392072684956029,S2,137,0.62,"[(139, 'S4', 0.7392072684956029, 'driver'), (137, 'S2', 0.62, 'bridge')]",2,-0.0005274732028893854,-0.0005274732028893854,0.0,0.0005274732028893854,0.6716795897053528,0.6391783889967105,-0.032501200708642264,True,0.6,1.0,9,0.002034661002334162
200,S1,1403,0.6223388955850991,S2,1404,0.62,"[(1403, 'S1', 0.6223388955850991, 'driver'), (1404, 'S2', 0.62, 'bridge')]",2,-0.0003594668181241296,-0.0003594668181241296,0.0,0.0003594668181241296,0.7515558055596577,0.7160439521923733,-0.03551185336728446,True,0.6188571428571429,1.0,6,0.0019528462796980623
229,S2,1607,0.5790677294897012,S1,1606,0.62,"[(1607, 'S2', 0.5790677294897012, 'driver'), (1606, 'S1', 0.62, 'bridge')]",2,-0.00023308278954466211,-0.00023308278954466211,0.0,0.00023308278954466211,0.7841615909534548,0.7455537782859901,-0.038607812667464714,True,0.58,1.0,4,0.0019265219030863247
137,S4,965,-0.1784392870096365,S2,963,0.62,"[(965, 'S4', -0.1784392870096365, 'driver'), (963, 'S2', 0.62, 'bridge')]",2,-1.0919026308395261e-05,-1.0919026308395261e-05,0.0,1.0919026308395261e-05,0.9835033403095894,0.9349353991574215,-0.04856794115216789,False,0.0,0.9230769230769231,4,0.001849728459556485
95,S3,670,0.6718237241502517,S2,669,0.62,"[(670, 'S3', 0.6718237241502517, 'driver'), (669, 'S2', 0.62, 'bridge')]",2,-0.0004267255122570854,-0.0004267255122570854,0.0,0.0004267255122570854,0.620796184661378,0.5943171685167,-0.026479016144677958,True,0.5845714285714285,1.0,8,0.001653902904278021
93,S1,654,0.15145049034836858,S2,655,0.62,"[(654, 'S1', 0.15145049034836858, 'driver'), (655, 'S2', 0.62, 'bridge')]",2,-4.512343506771326e-06,-4.512343506771326e-06,0.0,4.512343506771326e-06,0.7632092532762378,0.7250821130437425,-0.038127140232495305,True,0.0,1.0,6,0.0016212776294163031
129,S3,908,-0.6929612977845676,S4,909,-0.62,"[(908, 'S3', -0.6929612977845676, 'driver'), (909, 'S4', -0.62, 'bridge')]",2,-0.0004571918845227383,-0.0004571918845227383,-0.0,0.0004571918845227383,0.8456427230429656,0.8195714688999696,-0.026071254142996048,True,0.6125714285714285,1.0,4,0.0015650421991679866
133,S3,936,1.2205619060440513,S4,937,-0.62,"[(936, 'S3', 1.2205619060440513, 'driver'), (937, 'S4', -0.62, 'bridge')]",2,-0.0015544515703193222,-0.0015544515703193222,-0.0,0.0015544515703193222,0.7250423172383078,0.7279563592193138,0.002914041981005977,False,0.0,1.0,9,0.0014832830720812617
212,S2,1488,0.17782470333805656,S1,1487,0.62,"[(1488, 'S2', 0.17782470333805656, 'driver'), (1487, 'S1', 0.62, 'bridge')]",2,-0.000304396855816962,-3.941816926899559e-06,-0.0003004550388900625,0.000304396855816962,0.6386124601753715,0.6140032871939056,-0.02460917298146592,True,0.5525714285714286,0.8846153846153846,8,0.0014222048990704522
162,S3,1139,-1.185213277209928,S4,1140,0.62,"[(1139, 'S3', -1.185213277209928, 'driver'), (1140, 'S4', 0.62, 'bridge')]",2,-0.0014606935025242638,-0.0014606935025242638,0.0,0.0014606935025242638,0.6651722744368783,0.6677074125918944,0.002535138155016048,False,0.0,1.0,4,0.0014031133206517
159,S1,1116,0.583251908062539,S2,1117,0.62,"[(1116, 'S1', 0.583251908062539, 'driver'), (1117, 'S2', 0.62, 'bridge')]",2,-0.0003103681951549068,-0.0003103681951549068,0.0,0.0003103681951549068,0.6581674472484528,0.6364473960500828,-0.02172005119836995,True,0.0,1.0,5,0.001307219433709221
56,S3,397,0.9746912974027633,S2,396,0.62,"[(397, 'S3', 0.9746912974027633, 'driver'), (396, 'S2', 0.62, 'bridge')]",2,-0.0009625255821550266,-0.0009625255821550266,0.0,0.0009625255821550266,0.6183313998519636,0.6168104138467502,-0.0015209860052134427,True,0.0,1.0,6,0.0012640827108297535
138,S2,970,0.5124307660765172,S4,972,-0.62,"[(970, 'S2', 0.5124307660765172, 'driver'), (972, 'S4', -0.62, 'bridge')]",2,-0.00017389196452059931,-0.00017389196452059931,-0.0,0.00017389196452059931,0.6949810052254028,0.6683072940020767,-0.02667371122332618,False,0.5017142857142857,1.0,8,0.001202712176995314
94,S4,664,0.5520499426505647,S2,662,0.62,"[(664, 'S4', 0.5520499426505647, 'driver'), (662, 'S2', 0.62, 'bridge')]",2,-0.0002737256663604338,-0.0002737256663604338,0.0,0.0002737256663604338,0.6656771403506413,0.6456793390044692,-0.019997801346172128,True,0.5885714285714285,1.0,6,0.0011885694632208126
75,S2,529,0.4621920075805308,S4,531,0.62,"[(529, 'S2', 0.4621920075805308, 'driver'), (531, 'S4', 0.62, 'bridge')]",2,-0.00013483288227936755,-0.00013483288227936755,0.0,0.00013483288227936755,0.6783920671325288,0.6569998297056866,-0.021392237426842153,True,0.5714285714285714,1.0,4,0.0010745522064396433
191,S3,1342,0.6122798999480583,S1,1340,0.62,"[(1342, 'S3', 0.6122798999480583, 'driver'), (1340, 'S1', 0.62, 'bridge')]",2,-0.00034649164660654054,-0.00034649164660654054,0.0,0.00034649164660654054,0.7591871800972029,0.7424170397882514,-0.01677014030895152,True,0.5828571428571429,1.0,6,0.0010677446906507673
189,S3,1328,0.7128253364310151,S1,1326,0.62,"[(1328, 'S3', 0.7128253364310151, 'driver'), (1326, 'S1', 0.62, 'bridge')]",2,-0.00048677016957360405,-0.00048677016957360405,0.0,0.00048677016957360405,0.7409342680957336,0.7283267606581202,-0.012607507437613408,True,0.6091428571428571,1.0,7,0.0010662875320726255
185,S4,1301,0.5612026456839471,S2,1299,0.62,"[(1301, 'S4', 0.5612026456839471, 'driver'), (1299, 'S2', 0.62, 'bridge')]",2,-0.000284239512254079,-0.000284239512254079,0.0,0.000284239512254079,0.7219377048502172,0.7070254701401399,-0.014912234710077299,True,0.6062857142857143,1.0,4,0.0009861702053717426
161,S1,1130,0.4040649299779903,S2,1131,0.62,"[(1130, 'S1', 0.4040649299779903, 'driver'), (1131, 'S2', 0.62, 'bridge')]",2,-0.00013078585502653852,-0.00013078585502653852,0.0,0.00013078585502653852,0.6656427624430343,0.6477562496689714,-0.017886512774062946,True,0.4674285714285714,1.0,3,0.0009209516820926898
150,S2,1054,0.19012464553883,S4,1056,-0.62,"[(1054, 'S2', 0.19012464553883, 'driver'), (1056, 'S4', -0.62, 'bridge')]",2,-6.431204167635061e-06,-6.431204167635061e-06,-0.0,6.431204167635061e-06,0.7175970952198413,0.6937992478315975,-0.023797847388243754,False,0.0,1.0,6,0.0009075529595014244
217,S4,1525,-0.7211943240108853,S1,1522,0.62,"[(1525, 'S4', -0.7211943240108853, 'driver'), (1522, 'S1', 0.62, 'bridge')]",2,-0.0004995067807726425,-0.0004995067807726425,0.0,0.0004995067807726425,0.6595846975289886,0.6496540942788326,-0.009930603250156045,False,0.4417142857142857,1.0,8,0.000870633182929066
100,S2,704,-0.4530631008592169,S3,705,0.62,"[(704, 'S2', -0.4530631008592169, 'driver'), (705, 'S3', 0.62, 'bridge')]",2,-0.00012824917686398338,-0.00012824917686398338,0.0,0.00012824917686398338,0.6912375789171452,0.6772244021652037,-0.01401317675194147,False,0.4662857142857143,1.0,6,0.0006729070290592967
148,S4,1042,0.15406022601844174,S1,1039,-0.62,"[(1042, 'S4', 0.15406022601844174, 'driver'), (1039, 'S1', -0.62, 'bridge')]",2,-5.057834264617111e-06,-5.057834264617111e-06,-0.0,5.057834264617111e-06,0.9302173876480665,0.9132173283594366,-0.01700005928862991,False,0.0,1.0,9,0.0006063822440811554
164,S1,1151,0.31713379590051394,S2,1152,0.62,"[(1151, 'S1', 0.31713379590051394, 'driver'), (1152, 'S2', 0.62, 'bridge')]",2,-7.057599127644088e-05,-7.057599127644088e-05,0.0,7.057599127644088e-05,0.6503100557025875,0.6398396125348109,-0.010470443167776566,True,0.0,1.0,5,0.0005316508673659495
151,S2,1061,0.18969782187735854,S4,1063,-0.62,"[(1061, 'S2', 0.18969782187735854, 'driver'), (1063, 'S4', -0.62, 'bridge')]",2,-6.340015449940437e-06,-6.340015449940437e-06,-0.0,6.340015449940437e-06,0.6443197831113711,0.6325576253396654,-0.01176215777170564,False,0.0,1.0,8,0.000452078760916731
36,S3,257,0.40976176338711895,S1,255,-0.62,"[(257, 'S3', 0.40976176338711895, 'driver'), (255, 'S1', -0.62, 'bridge')]",2,-0.00013534545911064047,-0.00013534545911064047,-0.0,0.00013534545911064047,0.6124905252499603,0.604694761317696,-0.007795763932264332,False,0.6034285714285714,1.0,8,0.00041641749011993296
24,S4,174,-0.42878686205194255,S2,172,-0.62,"[(174, 'S4', -0.42878686205194255, 'driver'), (172, 'S2', -0.62, 'bridge')]",2,-0.0001511198467285359,-0.0001511198467285359,-0.0,0.0001511198467285359,0.7113752772296614,0.7133853531973058,0.0020100759676443536,True,0.4868571428571429,1.0,7,7.811598347901685e-05
