source,style,row,target,q_prob,source_delta_logit,h027_cell_score,public_source_strength,private_safety,private_conflict,human_direction_agree,train_pred_gain,public_bad_energy,public_good_energy
h015_public_feedback,public_memory_bridge,130,Q2,0.7412530892748164,0.21745506951746618,9.630105888005321,5.091337883521546,0.7325714285714287,0.0,0.0,-0.009886884857602165,0.0,0.0
h015_public_feedback,public_memory_bridge,61,S4,1e-06,-3.4947230947308974,9.418955465808745,12.908910960159849,0.45374285714285717,0.8074011428571428,0.0,-0.007439129764686631,0.0,0.0
h015_public_feedback,public_memory_bridge,151,S1,0.8440253149605415,-0.10137177360627403,9.317712725086476,2.678885768724452,0.987,0.0,1.0,0.034469768180135925,0.0,0.0
h015_public_feedback,public_memory_bridge,43,Q1,0.999999,3.691874479278596,9.012020818786356,12.628813368342255,0.16088571428571427,0.4160208979591837,0.0,0.032685010070072795,0.0,0.0
h015_public_feedback,public_memory_bridge,148,S4,0.9986723765603108,2.5340331882792437,8.719665328205261,8.995224773795718,0.4062571428571428,0.7910579591836735,0.0,0.16474517140224426,0.0,0.0
h015_public_feedback,public_memory_bridge,93,S1,0.999999,9.257927748806186,8.63928543551647,23.228193227289935,0.5104285714285715,0.9224156734693877,0.0,0.023901791367092542,0.0,0.0
h015_public_feedback,public_memory_bridge,171,Q3,0.3163562458144067,-0.274274721499526,8.615862769566984,5.194848378581147,0.45202857142857145,0.05859102040816327,0.0,-0.01238464609414201,0.0,0.0
h015_public_feedback,public_memory_bridge,150,S1,0.9222314929351374,-0.07006462189558427,8.573193409500725,1.2214414869292518,0.9964571428571428,0.0,1.0,0.12236833046924357,0.0,0.0
h015_public_feedback,public_memory_bridge,64,Q1,0.7825615465549187,0.30755299096008604,8.479860318702384,3.331549465813891,0.6759428571428572,0.03420571428571429,1.0,0.020594966416688346,0.0,0.0
h015_public_feedback,public_memory_bridge,91,Q1,0.6106717536455462,0.15994263804880499,8.432010096492922,4.286020659359205,0.6336857142857142,0.0,0.0,0.0023459763855714034,0.0,0.0
h015_public_feedback,public_memory_bridge,16,S1,0.4702734754732088,-0.17176165985406092,8.327352708295493,3.9213982606432722,0.8561142857142856,0.0,0.0,-0.007866000572677317,0.0,0.0
h015_public_feedback,public_memory_bridge,138,Q3,0.4587776703322668,-0.13635990490190017,8.015039183123491,4.143903557557539,0.7166857142857143,0.0,0.0,-0.030795071440108478,0.0,0.0
h015_public_feedback,public_memory_bridge,142,S4,0.980141257568914,0.7410928734846727,7.911254547060058,6.577788056186857,0.5132285714285715,0.7264543673469387,0.0,-0.022027222135583478,0.0,0.0
h015_public_feedback,public_memory_bridge,125,S1,0.4996641068069286,0.08109596663484078,7.848713181400981,1.8663435801816493,0.9669714285714285,0.0,1.0,0.04885892916434646,0.0,0.0
h015_public_feedback,public_memory_bridge,146,S4,0.969943884192298,0.4036490062996654,6.992023474088755,3.828636064384471,0.3748285714285714,0.7046644897959184,0.0,0.15591534125021836,0.0,0.0
h015_public_feedback,public_memory_bridge,150,Q3,0.8324669135253446,0.12798366061020294,6.718795649848252,2.4802252663827926,0.5873714285714287,0.5380489795918366,0.0,0.15637967808327305,0.0,0.0
h015_public_feedback,public_memory_bridge,149,S4,0.9581715330605556,0.4386045704743373,6.714494554011489,3.9703600361560727,0.4257142857142857,0.7501968979591837,0.0,0.12717272659866433,0.0,0.0
h015_public_feedback,public_memory_bridge,148,Q2,0.804615986536521,0.21948076823962825,6.694214677616238,3.2044765635264447,0.4777142857142857,0.40114595918367346,0.0,0.10011062900713966,0.0,0.0
h015_public_feedback,public_memory_bridge,46,Q3,0.71429281885949,0.18328478864567188,6.692645439917307,3.7130485061945677,0.5325142857142857,0.4110367346938775,0.0,0.03202247133054976,0.0,0.0
h015_public_feedback,public_memory_bridge,147,S4,0.9867615477875004,0.5149143916311778,6.626106397947851,4.406168091034007,0.3456285714285714,0.7131839999999999,0.0,0.10203283697524895,0.0,0.0
h015_public_feedback,public_memory_bridge,118,Q1,0.56165984407589,0.14320556785719743,6.546618025459899,2.4837378310179474,0.8446285714285714,0.0,1.0,-0.04180599805307729,0.0,0.0
h015_public_feedback,public_memory_bridge,117,Q1,0.9691507330300292,0.43655099532579067,6.480105824874505,5.1467800163144375,0.5447428571428572,0.8489859591836735,0.0,-0.016748503090712432,0.0,0.0
h015_public_feedback,public_memory_bridge,65,Q3,0.8726492171860711,0.1911607700932627,6.443218607399402,4.036303434322537,0.4398857142857142,0.5556783673469389,0.0,0.023428083503808973,0.0,0.0
h015_public_feedback,public_memory_bridge,244,S4,0.8763347646758792,0.4665217378098676,6.354878855131045,4.96643124785565,0.5710285714285714,0.5081887346938775,0.0,-0.05537006621311317,0.0,0.0
h015_public_feedback,public_memory_bridge,235,S2,0.4727729399855871,0.0779734488432314,6.247859382628659,1.685311846987436,0.7067428571428572,0.0,1.0,0.0022526192735422583,0.0,0.0
h015_public_feedback,public_memory_bridge,128,S2,0.9862478318560012,0.8862413747548508,6.231766344233531,5.26905976558486,0.4237142857142857,0.6827010612244898,0.0,0.04173361014895775,0.0,0.0
h015_public_feedback,public_memory_bridge,150,Q2,0.8056364586628817,0.25879707105196204,6.215524419471987,2.4489612730547057,0.6181428571428571,0.4655539591836734,0.0,0.13605043123243782,0.0,0.0
h015_public_feedback,public_memory_bridge,114,Q1,0.5757162977062014,0.12607097453611762,6.173705030476656,0.9903709750079014,0.9472571428571429,0.0,1.0,0.017437152263535267,0.0,0.0
h015_public_feedback,public_memory_bridge,67,S4,0.0482934467522765,-0.4256371888963102,6.146870242276905,4.729629519535506,0.3505714285714286,0.6492945306122448,0.0,0.010339499286209884,0.0,0.0
h015_public_feedback,public_memory_bridge,219,Q1,0.4546067493525073,0.07560578028516307,6.145275402295587,1.1561023205322452,0.9484,0.0,1.0,-0.0018302348980781095,0.0,0.0
h015_public_feedback,public_memory_bridge,116,S1,0.3204984421660242,-0.2095700977104079,6.128870911551636,3.3884606593642133,0.6516571428571429,0.1500834285714286,0.0,-0.027294186586799992,0.0,0.0
h015_public_feedback,public_memory_bridge,167,S3,0.8219931838691378,0.3640867681624831,6.093230791723539,3.016882703138559,0.6136857142857143,0.0,0.0,0.02389164122528999,0.0,0.0
h015_public_feedback,public_memory_bridge,68,S2,0.4560099150026221,-0.0829073157093531,6.019778049368933,1.3509643847623194,0.7279142857142856,0.0,1.0,0.017168400116091952,0.0,0.0
h015_public_feedback,public_memory_bridge,47,Q1,0.8268972357350404,-0.05957839641567331,5.986867331824083,0.7751673214746458,0.8069714285714286,0.0,1.0,0.056773233370087904,0.0,0.0
h015_public_feedback,public_memory_bridge,79,Q1,0.999999,3.5527361007026563,5.917126062589762,11.166922356500601,0.20185714285714287,0.540672,0.0,-0.035810728987247374,0.0,0.0
h015_public_feedback,public_memory_bridge,168,Q3,0.7871546220880075,0.11440539781955428,5.872293601261265,3.237477963801887,0.3000571428571429,0.08024555102040816,0.0,0.01045288098801348,0.0,0.0
h015_public_feedback,public_memory_bridge,228,S4,0.9066295080326948,0.628085578048714,5.8618506019507155,5.156709981273543,0.3280571428571429,0.2974599183673469,0.0,-0.05896452233949645,0.0,0.0
h015_public_feedback,public_memory_bridge,161,S4,0.4326640770291391,-0.06028817245868734,5.8605790990480795,0.4326627937283658,0.8339714285714286,0.0,1.0,0.11178710341618249,0.0,0.0
h015_public_feedback,public_memory_bridge,150,S4,0.975101867991876,0.43207367454244894,5.853041510506122,3.7499171325485974,0.5399142857142858,0.9163823673469388,0.0,0.0947636178042144,0.0,0.0
h015_public_feedback,public_memory_bridge,147,Q2,0.7784534570222457,0.17891739840583232,5.783618287890692,2.280859543593448,0.43934285714285715,0.3651536326530612,0.0,0.12941205835356534,0.0,0.0
h015_public_feedback,public_memory_bridge,106,Q1,0.8507469632536591,0.25616449317432144,5.653269149482825,3.876491811398395,0.38862857142857143,0.4293234285714285,0.0,-0.007281732192948107,0.0,0.0
h015_public_feedback,public_memory_bridge,164,S1,0.9403264798962878,0.35370701304544205,5.622372900908356,2.9225742661360403,0.3930857142857143,0.7034749387755103,0.0,0.14602374529875503,0.0,0.0
h015_public_feedback,public_memory_bridge,131,Q2,0.5546073441613346,0.07160505794399283,5.591519880038811,0.6421974479242599,0.910457142857143,0.0,1.0,0.001958110060010004,0.0,0.0
h015_public_feedback,public_memory_bridge,243,S4,0.8985856973690631,0.47283565889349366,5.541552101829307,4.73873636448121,0.31474285714285716,0.4521528163265306,0.0,-0.042386662846814964,0.0,0.0
h015_public_feedback,public_memory_bridge,151,Q2,0.8105714008789542,0.246265660088965,5.535685663097987,1.8914656806930006,0.5914285714285714,0.5892388571428571,0.0,0.16951963707121612,0.0,0.0
h015_public_feedback,public_memory_bridge,7,Q3,0.4467430597304579,-0.1806792414055838,5.4890809201466695,2.321705149094185,0.8474857142857143,0.0,0.0,-0.025369357071602965,0.0,0.0
h015_public_feedback,public_memory_bridge,106,S1,0.8184550230010917,-0.04727532144505853,5.481254615654984,0.9601262142361549,0.8725142857142857,0.0,1.0,-0.008600133202171092,0.0,0.0
h015_public_feedback,public_memory_bridge,226,S1,0.9525775198520706,0.7036427311487725,5.463552568126663,5.356251407745287,0.3893142857142857,0.6676852244897958,0.0,-0.04815385984782676,0.0,0.0
h015_public_feedback,public_memory_bridge,162,S4,0.2372441822678982,-0.21176803122397536,5.451178936301485,2.340349197365903,0.3621428571428571,0.3313371428571429,0.0,0.11820049798995462,0.0,0.0
h015_public_feedback,public_memory_bridge,68,S3,0.5085039881431979,0.047733566901852154,5.413325260720894,0.5052196724737107,0.7721142857142856,0.0,1.0,0.04861975001112393,0.0,0.0
h015_public_feedback,public_memory_bridge,62,S3,0.5151132632567874,0.0491614850779562,5.401142142895715,0.25328041807936574,0.9138285714285714,0.0,1.0,0.06075451763763616,0.0,0.0
h015_public_feedback,public_memory_bridge,158,Q3,0.485740474738177,-0.08872857880296939,5.400933835145802,1.339566679692024,0.8552285714285714,0.0,0.0,0.04946308412298195,0.0,0.0
h015_public_feedback,public_memory_bridge,93,S3,0.5766594999721655,0.0654508285839441,5.389022041148405,0.5985050343444995,0.9051428571428572,0.0,1.0,0.03672375068812886,0.0,0.0
h015_public_feedback,public_memory_bridge,115,S2,0.2027970302578918,-0.3501122878600602,5.273394598967225,3.0953992004817934,0.6059428571428571,0.41598367346938775,0.0,0.02219167710561568,0.0,0.0
h015_public_feedback,public_memory_bridge,163,S3,0.881062619512501,0.4814326243850071,5.231589307878108,3.1113303248236392,0.22862857142857143,0.38554285714285713,0.0,0.11183108636370996,0.0,0.0
h015_public_feedback,public_memory_bridge,148,S1,0.9799783799141356,0.5592039965886348,5.219784077099246,3.4677022158588167,0.4118857142857143,0.7933983673469388,0.0,0.1141020151736002,0.0,0.0
h015_public_feedback,public_memory_bridge,38,S3,0.9704626792161072,0.7724611502966368,5.142952155428875,4.4969274652143705,0.3466857142857143,0.6470008163265305,0.0,0.03724667864554196,0.0,0.0
h015_public_feedback,public_memory_bridge,9,S2,0.6290742011589407,0.13826441055428912,5.089825266462804,1.4096713121571076,0.7144857142857143,0.05310661224489796,1.0,0.00017725064045756277,0.0,0.0
h015_public_feedback,public_memory_bridge,63,S4,0.0417432496131546,-0.5136059523823566,5.080894564451675,3.9002521583284917,0.4300857142857143,0.7566671020408163,0.0,0.0432839659588329,0.0,0.0
h015_public_feedback,public_memory_bridge,64,S2,0.4660844437584248,0.08100108231584635,5.051203819712914,0.45257376830579915,0.8880857142857143,0.0,1.0,0.027741674308793558,0.0,0.0
h015_public_feedback,public_memory_bridge,162,S2,0.8326926304386928,0.27647029780067167,5.033242815162502,2.526141490334293,0.32820000000000005,0.42045795918367346,0.0,0.1043977807888016,0.0,0.0
h015_public_feedback,public_memory_bridge,221,S2,0.92315630623054,0.45354834555236234,5.033115203088121,4.693495125024916,0.30665714285714285,0.5332241632653061,0.0,-0.061102858337185796,0.0,0.0
h015_public_feedback,public_memory_bridge,94,S1,0.7043105673540266,-0.038896981557378196,5.024348420964215,0.8978866841351639,0.7212571428571429,0.0,1.0,0.019716863911714767,0.0,0.0
h015_public_feedback,public_memory_bridge,91,S1,0.6216030824138601,-0.07222097494618995,5.023510462480314,1.7571270111213566,0.7227999999999999,0.0,0.0,0.004799830587326742,0.0,0.0
h015_public_feedback,public_memory_bridge,128,Q1,0.4184145239247155,-0.05618478744947164,5.009711202032271,0.11124757763566746,0.8110285714285714,0.0,1.0,0.034981199224561575,0.0,0.0
h015_public_feedback,public_memory_bridge,13,Q3,0.5277335708089539,-0.06119703892024142,5.0019966941104785,0.6950151775334684,0.8368,0.0,1.0,0.012446354044387268,0.0,0.0
h015_public_feedback,public_memory_bridge,66,S2,0.509753607913461,-0.06729349846183325,4.976199026929415,0.5114253196272894,0.7418,0.0,1.0,0.013797028345478825,0.0,0.0
h015_public_feedback,public_memory_bridge,14,S4,0.4590562735265923,-0.07565986285849997,4.9566347850493,1.116765427704048,0.6268857142857143,0.1833038367346939,1.0,0.05128854095526454,0.0,0.0
h015_public_feedback,public_memory_bridge,18,S1,0.9719842091060346,0.4312477084459725,4.946505931530423,4.368664537056335,0.34005714285714284,0.6996388571428571,0.0,-0.02017811821955483,0.0,0.0
h015_public_feedback,public_memory_bridge,135,Q1,0.3209240586656892,-0.2308771327565452,4.9065742263718,1.9903151806908426,0.7315714285714285,0.0,0.0,0.0028108046835060413,0.0,0.0
h015_public_feedback,public_memory_bridge,146,S2,0.9892219175279112,0.6216659242801827,4.835182225734643,4.32606722950702,0.36771428571428566,0.7572382040816327,0.0,0.017244198151248266,0.0,0.0
h015_public_feedback,public_memory_bridge,46,Q1,0.5859789885657687,-0.03278870081694368,4.776666057818764,-0.15565307819742513,0.9154571428571429,0.0,1.0,0.066194337640768,0.00017895411817506137,0.0
h015_public_feedback,public_memory_bridge,196,S4,0.2645153777461697,-0.20268797075306588,4.775036955495879,2.7176488074400047,0.42211428571428566,0.18756244897959184,0.0,0.0017030094458018868,0.0,0.0
h015_public_feedback,public_memory_bridge,245,Q3,0.5769882302626659,-0.055068885618645036,4.762024258984419,0.21325096927718942,0.9762857142857143,0.0,1.0,0.0267648898193401,0.00012407012483094462,0.0
h015_public_feedback,public_memory_bridge,71,S1,0.7596794634859374,-0.05730733767750462,4.753935953784589,1.6463724256312633,0.951857142857143,0.0,0.0,-0.04844806783026341,0.0,0.0
h015_public_feedback,public_memory_bridge,2,S3,0.9338138593932273,0.5046893844350175,4.734228095773542,4.250762643241216,0.43820000000000003,0.6078801632653061,0.0,-0.039851358081957396,0.0,0.0
h015_public_feedback,public_memory_bridge,167,S2,0.5904638645361293,0.165037291440357,4.724246015529115,2.1405332186707575,0.4420571428571429,0.04454595918367347,1.0,-0.034856510913300026,0.0,0.0
h015_public_feedback,public_memory_bridge,135,S4,0.8341717008519602,-0.07790904451718328,4.723211835295252,0.8208485807842548,0.8426,0.0,1.0,-0.051864213081906016,0.0,0.0
h015_public_feedback,public_memory_bridge,237,Q3,0.6220179028129253,0.11253784613705137,4.7226767526766915,1.8278792219178766,0.5812,0.03105763265306122,1.0,0.0033033556058319293,0.0,0.0
h015_public_feedback,public_memory_bridge,169,S2,0.3801362632328044,-0.08690206318162985,4.721699624813828,1.3898838002072182,0.8390857142857143,0.0,0.0,0.0031064279570524544,0.0,0.0
h015_public_feedback,public_memory_bridge,163,Q1,0.0931015350788273,-0.16918173961283633,4.6910651176092415,2.437267941483443,0.2066857142857143,0.4705469387755102,0.0,0.10103446204808927,0.0,0.0
h015_public_feedback,public_memory_bridge,213,S2,0.9132028061511092,0.47816114344627336,4.646343578123701,4.599133662995299,0.3270857142857143,0.5295002448979592,0.0,-0.07620969927601466,0.0,0.0
h015_public_feedback,public_memory_bridge,152,S3,0.8809864888603476,0.3726194195688881,4.638987155607097,3.066480100242958,0.22794285714285717,0.37122057142857146,0.0,0.054790923280594914,0.0,0.0
h015_public_feedback,public_memory_bridge,113,Q1,0.4330979649000959,-0.0650247887250402,4.61454747453071,1.5444455480351245,0.6474,0.14111706122448978,0.0,0.03366685543307233,0.0,0.0
h015_public_feedback,public_memory_bridge,131,Q1,0.1420222009964002,0.02246912757212205,4.60001325201552,0.3939283701730409,0.9524,0.0,1.0,-0.0546625910676695,0.0,0.0
h015_public_feedback,public_memory_bridge,33,S3,0.9741233074557352,0.9457710465637419,4.592249710914889,4.850474450770416,0.2815714285714286,0.5149358367346939,0.0,-0.007230187591011369,0.0,0.0
h015_public_feedback,public_memory_bridge,69,S3,0.4481163002266518,0.051975224116496466,4.58147882692939,0.13947838218880237,0.8311714285714286,0.0,1.0,0.02192206889101051,0.0,0.0
h015_public_feedback,public_memory_bridge,36,S1,0.9964718563674196,1.6029777124830762,4.578424251099739,5.719435894124694,0.4489428571428572,0.8641110204081633,0.0,0.05051258096346604,0.0,0.0
h015_public_feedback,public_memory_bridge,149,Q2,0.7453637923410676,0.11269266974600867,4.577900095564376,1.2709527714652367,0.5176857142857143,0.4590899591836735,0.0,0.13981000882764552,0.0,0.0
h015_public_feedback,public_memory_bridge,249,S1,0.334776187370212,-0.1858961948702823,4.567069158268362,2.468344539143492,0.5224571428571428,0.15289697959183673,0.0,-0.014055609880726589,0.0,0.0
h015_public_feedback,public_memory_bridge,169,S1,0.4529737509210073,0.051798714565423204,4.566155073094427,0.7752499361604525,0.8402000000000001,0.0,1.0,-0.015107878516892817,0.0,0.0
h015_public_feedback,public_memory_bridge,162,Q3,0.5554851960109362,0.030232930415018705,4.55602539058765,0.4870663016396806,0.7032,0.0,0.0,0.09942456660055596,0.0,0.0
h015_public_feedback,public_memory_bridge,66,S3,0.5155075767864967,0.04698099164315279,4.540592121922555,0.30308150533455863,0.7565714285714286,0.0,1.0,0.014566395480877197,0.0,0.0
h015_public_feedback,public_memory_bridge,137,S2,0.9119785775545538,-0.01900120172243769,4.540020886271358,0.2591446478474761,0.7711714285714286,0.0,1.0,-0.0066282137435857225,0.0,0.0
h015_public_feedback,public_memory_bridge,127,S1,0.4090075919187097,-0.1863230014186698,4.512439604956888,2.637477283287796,0.7599142857142857,0.06092081632653061,0.0,0.05286081703533893,0.0006417452444854538,0.0
h015_public_feedback,public_memory_bridge,220,Q1,0.6868517687715701,0.14097280693797742,4.5123569473480565,1.642237263569366,0.7427714285714285,0.005309387755102041,0.0,-0.006236946269746526,0.0,0.0
h015_public_feedback,public_memory_bridge,82,S4,0.3215374242432187,-0.12181587519124759,4.482373855743925,1.660115210387275,0.6922,0.0,0.0,-0.004770507998275944,0.0,0.0
h015_public_feedback,public_memory_bridge,7,S2,0.6087410748847057,0.15974041255674665,4.47667149680112,1.1607102567961072,0.7911142857142858,0.0,1.0,-0.035186180322704645,0.0,0.0
h015_public_feedback,public_memory_bridge,185,S4,0.6607842674377691,0.14304631231338516,4.426095845712433,1.3206020036268409,0.882,0.0,0.0,-0.006276797137119763,0.0,0.0
h015_public_feedback,public_memory_bridge,117,S4,0.466727793429416,0.03102543121277329,4.417264400932126,0.4413104777769421,0.9024857142857143,0.0,1.0,0.009359478915173924,0.0,0.0
h015_public_feedback,public_memory_bridge,227,S4,0.8516023237909209,0.3415759686030344,4.400892599458717,3.5006365696332065,0.36022857142857145,0.49234775510204076,0.0,-0.01875319866943056,0.0,0.0
h015_public_feedback,public_memory_bridge,249,Q1,0.5376947180151723,0.08969765430842262,4.386923580117634,1.2785993158337445,0.7633714285714286,0.0,0.0,0.007899443395402857,0.0,0.0
h015_public_feedback,public_memory_bridge,219,S3,0.6537808432623096,0.1858862590469224,4.364389719365143,0.5276204251634281,0.7110571428571428,0.13012897959183672,1.0,0.0406479123195406,0.0,0.0
h015_public_feedback,public_memory_bridge,119,S2,0.1301740556998763,-0.3056293608403262,4.3311723979088335,2.3699220234935616,0.5449999999999999,0.4711689795918368,0.0,0.0461416286152838,0.0,0.0
h015_public_feedback,public_memory_bridge,199,S1,0.3958373806517519,-0.1379124472601389,4.324750999841434,1.8209293261319868,0.6414000000000001,0.14534400000000003,0.0,0.0027686152032521142,0.0,0.0
h015_public_feedback,public_memory_bridge,163,S2,0.7333523328310236,0.2188076626349127,4.3188337288052345,1.67786645057984,0.34782857142857143,0.20502857142857142,0.0,0.09805687453213491,0.0,0.0
h015_public_feedback,public_memory_bridge,198,Q3,0.2186345558923964,-0.2570800628795622,4.297871482112221,2.72650186640965,0.5825428571428571,0.4372280816326531,0.0,-0.01400123937546785,0.0,0.0
h015_public_feedback,public_memory_bridge,10,S2,0.5974101455369101,0.14740057156789924,4.279894888806084,0.9559086362057848,0.7119714285714286,0.0,1.0,0.012652459574217128,0.0,0.0
h015_public_feedback,public_memory_bridge,108,Q3,0.6792674262742622,-0.03440152031091959,4.2568264796732835,0.9371078671628084,0.8153714285714285,0.0,0.0,0.013413690425082725,0.0,0.0
h015_public_feedback,public_memory_bridge,149,S3,0.987994161237868,1.067463055085184,4.251147826439269,3.621818848163277,0.4228857142857143,0.8141449795918367,0.0,0.13595641660295651,0.0,0.0
h015_public_feedback,public_memory_bridge,57,Q1,0.4904603385063127,-0.038100457118430686,4.243856331278376,-0.09702324399119726,0.7793428571428571,0.0,1.0,0.021742569583550177,0.0,0.0
h015_public_feedback,public_memory_bridge,169,Q3,0.5516636954842302,-0.053253178601017304,4.23509384632232,0.19203941821064877,0.7743142857142857,0.0,1.0,0.01565501664635628,6.531635793602054e-05,0.0
h015_public_feedback,public_memory_bridge,198,S4,0.2419779265006899,-0.20733376401990122,4.223173304940493,2.784232486813687,0.5699428571428571,0.5157462857142858,0.0,-0.02057127983405941,0.0,0.0
h015_public_feedback,public_memory_bridge,64,Q3,0.7673491968407352,0.11331130433826142,4.212448642033139,2.1986182250928814,0.5174857142857143,0.3581826938775511,0.0,0.007131558554842739,0.0,0.0
h015_public_feedback,public_memory_bridge,198,S2,0.4835230861581795,0.06692966885975442,4.211097489858015,0.10608801199501439,0.9090857142857143,0.0,1.0,-0.014214024692278985,0.0,0.0
h015_public_feedback,public_memory_bridge,55,S4,0.9211798403079884,0.5052468011035829,4.2050261709560255,3.491817024600308,0.2631428571428571,0.49885224489795915,0.0,0.02112314730367846,0.0,0.0
h015_public_feedback,public_memory_bridge,6,S2,0.538689112053172,-0.06287500914720842,4.201489436003429,1.1181070134696687,0.8256285714285715,0.0,0.0,-0.005011192446845106,0.0,0.0
