heldout_subject,target,accepted,score_col,policy,fraction,heldout_selected_cells,heldout_gain_sum,heldout_positive_gain_rate,raw_action_count,inverse_action_count
id05,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,0.0827482702460739,1.0,0,1
id05,Q3,True,masked_view_gain_mean,top_decisive,0.08,3,-0.3245974313219162,0.0,2,1
id05,S1,True,masked_view_consensus_health_score,top_all,0.14,6,-0.19917546680406834,0.3333333333333333,5,1
id05,S2,True,masked_view_consensus_utility,top_all,0.06,3,0.6134676154065505,1.0,0,3
id05,S3,False,masked_view_gain_mean,hold,0.0,0,0.0,,0,0
id05,S4,True,masked_view_consensus_health_score,top_all,0.25,11,0.22625437799623271,0.6363636363636364,7,4
id06,Q1,False,masked_view_gain_mean,hold,0.0,0,0.0,,0,0
id06,Q2,True,masked_view_consensus_health_score,top_decisive,0.02,1,0.09014393724905168,1.0,1,0
id06,Q3,True,masked_view_consensus_health_score,top_all,0.04,2,-0.054450941481854365,0.0,1,1
id06,S1,False,masked_view_gain_mean,hold,0.0,0,0.0,,0,0
id06,S2,True,masked_view_gain_mean,top_decisive,0.04,1,-0.3205343427470116,0.0,0,1
id06,S3,True,masked_view_consensus_health_score,top_decisive,0.18,6,-0.28166143862175846,0.16666666666666666,4,2
id06,S4,True,masked_view_consensus_health_score,top_all,0.25,12,-0.43001687820527557,0.16666666666666666,8,4
id07,Q1,True,masked_view_gain_mean,top_decisive,0.06,2,-0.10793497352232673,0.5,1,1
id07,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,0.07652554328000039,1.0,0,1
id07,Q3,True,masked_view_consensus_health_score,top_all,0.06,3,0.01877811688602593,0.6666666666666666,1,2
id07,S1,True,masked_view_consensus_health_score,top_all,0.02,1,0.01972874477631148,1.0,1,0
id07,S2,True,masked_view_gain_mean,top_decisive,0.04,2,0.33705123394906245,0.5,2,0
id07,S3,True,masked_view_gain_mean,top_decisive,0.02,1,-0.15834698045737028,0.0,0,1
id07,S4,True,masked_view_consensus_health_score,top_all,0.25,12,0.16280196324440288,0.6666666666666666,3,9
id08,Q1,True,masked_view_gain_mean,top_decisive,0.06,2,-0.9617001728822507,0.0,2,0
id08,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,-0.05477625076465753,0.0,0,1
id08,Q3,True,masked_view_consensus_health_score,top_all,0.08,4,-0.07199909660997433,0.25,1,3
id08,S1,True,masked_view_consensus_health_score,top_all,0.02,1,-0.027724789005812767,0.0,1,0
id08,S2,True,masked_view_gain_mean,top_decisive,0.04,2,0.8789270150096067,1.0,2,0
id08,S3,True,masked_view_gain_mean,top_decisive,0.02,1,0.44016440326948925,1.0,1,0
id08,S4,True,masked_view_consensus_pessimistic_utility,top_all,0.14,8,-0.2126219451110526,0.25,3,5
id09,Q1,True,masked_view_consensus_utility,top_all,0.04,2,-0.018876794209844783,0.5,0,2
id09,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,-0.056743025549381265,0.0,0,1
id09,Q3,True,masked_view_consensus_health_score,top_all,0.08,3,-0.06659984753625042,0.3333333333333333,1,2
id09,S1,False,masked_view_gain_mean,hold,0.0,0,0.0,,0,0
id09,S2,True,masked_view_gain_mean,top_decisive,0.04,1,0.3856474701266621,1.0,1,0
id09,S3,True,masked_view_gain_mean,top_decisive,0.02,1,-0.31215144662732436,0.0,1,0
id09,S4,True,masked_view_consensus_health_score,top_all,0.25,10,-0.039000745854924856,0.6,8,2
id10,Q1,True,masked_view_consensus_utility,top_all,0.04,1,-0.011467000683062945,0.0,0,1
id10,Q2,True,masked_view_consensus_pessimistic_utility,top_decisive,0.02,1,0.05606634160046042,1.0,0,1
id10,Q3,True,masked_view_consensus_health_score,top_all,0.06,2,-0.030329783072580385,0.5,1,1
id10,S1,True,masked_view_consensus_health_score,top_all,0.02,1,0.07423985505763753,1.0,1,0
id10,S2,True,masked_view_consensus_utility,top_decisive,0.06,1,0.4348409305179969,1.0,0,1
id10,S3,True,masked_view_gain_mean,top_decisive,0.02,1,-0.13312181085026054,0.0,1,0
id10,S4,True,masked_view_consensus_health_score,top_all,0.25,8,0.24331960853933998,0.625,2,6
