row,target,h012_prob,h015_prob,h016_prob,joint_q_median,joint_q_mean,joint_q_std,joint_weight_mean,joint_weight_median,joint_logit_delta,abs_joint_logit_delta,agree_h015_direction,agree_h016_direction,joint_oracle_cell_gain,h015_cell_gain_under_joint_q,h016_cell_gain_under_joint_q,weight_score,q_shift_score,oracle_gain_score,h015_gain_score,h016_gain_score,consensus_score,conflict_score
244,S4,0.8163255342948061,0.8603516168902468,0.8502511404925277,0.8493318840890374,0.8493316737417128,3.285113271663967e-07,0.000617058072423039,0.0006170580158825679,0.2377222797870917,0.2377222797870917,True,True,2.356939195612388e-06,2.0517070791134547e-06,2.3548949730114955e-06,0.944,0.9405714285714286,0.988,0.9908571428571429,0.9942857142857143,0.988,0.26371428571428573
99,S1,0.8934898455052352,0.8995059823516675,0.8934898455052352,0.8668573533078595,0.8668571639256702,2.961046158593747e-07,0.0006326490135823348,0.0006326489522567873,-0.2534412925136931,0.2534412925136931,False,False,2.2037119841035125e-06,-1.2171833810469317e-06,0.0,0.9582857142857143,0.9445714285714286,0.9874285714285714,0.044,0.2757142857142857,0.7457142857142857,1.0
31,S3,0.9388626524625228,0.973915543773748,0.9388626524625228,0.9577497884728543,0.9577494604286838,5.405746459196129e-07,0.0006306464442837217,0.0006306463474703692,0.3894309359681474,0.3894309359681474,True,False,2.1844487941533883e-06,-5.558099708502507e-07,0.0,0.9548571428571428,0.96,0.9868571428571429,0.124,0.2757142857142857,0.9565714285714285,0.9822857142857143
226,S1,0.9085811386893252,0.9420775358068288,0.934980886788784,0.9313797986757009,0.9313797490342323,7.059227305331503e-08,0.0006427522503079057,0.0006427522366513136,0.31164779256760555,0.31164779256760555,True,True,2.1838230046570203e-06,1.545505752208839e-06,2.1164141816574016e-06,0.964,0.9542857142857143,0.9862857142857143,0.9845714285714285,0.9925714285714285,0.9874285714285714,0.26371428571428573
35,S3,0.9269030803105992,0.9669772219374052,0.9269030803105992,0.9475665550032764,0.9475661952065533,5.955195912907285e-07,0.0006220373120359754,0.0006220372075270532,0.3542897456576686,0.3542897456576686,True,False,2.159425686987587e-06,-9.681286294454511e-07,0.0,0.9497142857142857,0.9577142857142857,0.9857142857142858,0.05942857142857143,0.2757142857142857,0.9548571428571428,0.9817142857142858
49,S3,0.8893971874862591,0.936505570457452,0.9268684700796024,0.9153391944637636,0.915338585377128,1.0087773558497368e-06,0.0005704744635222044,0.0005704743042315153,0.29604355346219036,0.29604355346219036,True,True,2.1036242372601177e-06,1.4598169351149282e-07,1.5693796526656229e-06,0.7382857142857143,0.9514285714285714,0.9851428571428571,0.756,0.9851428571428571,0.9868571428571429,0.26371428571428573
243,S4,0.846676976567423,0.8849085472373492,0.8762091108443198,0.8754731817298139,0.8754731114489269,1.0163950064545299e-07,0.0006228996274758733,0.0006228996085922181,0.2414711305613324,0.2414711305613324,True,True,2.102684523313934e-06,1.8366511813478573e-06,2.101132042712988e-06,0.9502857142857143,0.9411428571428572,0.9845714285714285,0.988,0.992,0.9862857142857143,0.26371428571428573
67,S4,0.0720696487300485,0.0545125473945222,0.0584815179377273,0.05242504431932967,0.05242514370878739,1.5399200953448967e-07,0.0006367427193042038,0.0006367427294163569,-0.33919793800738995,0.33919793800738995,True,True,2.0164994566888756e-06,1.9892517260954693e-06,1.7971588437915144e-06,0.96,0.9571428571428572,0.984,0.9902857142857143,0.988,0.9857142857142858,0.26371428571428573
108,Q3,0.6867155833666834,0.6815117016572442,0.6828169911924443,0.6484780623822219,0.6484782506437644,2.975862945911868e-07,0.0005935122842131902,0.0005935123421941939,-0.17245269700583976,0.17245269700583976,True,True,1.9757268079648793e-06,5.093731906224119e-07,3.890078140638921e-07,0.9068571428571428,0.9102857142857143,0.9834285714285714,0.9188571428571428,0.8885714285714286,0.9851428571428571,0.26371428571428573
149,Q1,0.2288449725649268,0.2234224246493861,0.2288449725649268,0.26274416469996836,0.2627442412105055,1.2141602365894167e-07,0.0006239519369349733,0.0006239519451649631,0.1830904662730808,0.1830904662730808,False,False,1.9663768519652312e-06,-7.080045588117079e-07,0.0,0.9508571428571428,0.9177142857142857,0.9828571428571429,0.08914285714285715,0.2757142857142857,0.7234285714285714,0.9994285714285714
106,Q1,0.8152222692822607,0.8407236542800345,0.8346286729947,0.8458422044687607,0.8458419704415058,3.741746022385242e-07,0.0006033100399088282,0.0006033099774700894,0.2180489466079012,0.2180489466079012,True,True,1.9656315527702735e-06,1.9060902339470693e-06,1.6856501922251727e-06,0.9251428571428572,0.9342857142857143,0.9822857142857143,0.9891428571428571,0.9868571428571429,0.9845714285714285,0.26371428571428573
221,S2,0.8841649877845671,0.9129311001347804,0.9064118231772446,0.908022931616765,0.9080230362627825,1.8362480320854214e-07,0.0006585439676654311,0.0006585440009773249,0.257253531281028,0.257253531281028,True,True,1.9522698846129392e-06,1.8541281520748447e-06,1.9421422877015218e-06,0.9725714285714285,0.9451428571428572,0.9817142857142858,0.9885714285714285,0.9902857142857143,0.984,0.26371428571428573
213,S2,0.8670614145431146,0.9011381676240812,0.8934291631212152,0.8930453161169402,0.8930451860010216,2.0153113384193377e-07,0.0006212195741166096,0.0006212195375620317,0.2470095440105513,0.2470095440105513,True,True,1.9311777504166515e-06,1.7081571037828024e-06,1.9306976033010176e-06,0.9468571428571428,0.9428571428571428,0.9811428571428571,0.9868571428571429,0.9897142857142858,0.9834285714285714,0.26371428571428573
134,Q3,0.6798245201357891,0.6798245201357891,0.6798245201357891,0.643200586054413,0.6432005277722205,1.0601376046745333e-07,0.0006212605944967351,0.0006212605781239173,-0.16368261533314765,0.16368261533314765,False,False,1.8785578448993898e-06,0.0,0.0,0.9474285714285714,0.9028571428571428,0.9805714285714285,0.498,0.2757142857142857,0.716,0.9988571428571429
18,S1,0.95752041923042,0.96823768066285,0.965832931026532,0.971829650696213,0.9718295490703258,1.644892619028194e-07,0.0006530579494695696,0.000653057918758613,0.4255870125551944,0.4255870125551944,True,True,1.8576569165795556e-06,1.7153674688740288e-06,1.479773383308888e-06,0.9702857142857143,0.9645714285714285,0.98,0.9874285714285714,0.9828571428571429,0.9828571428571429,0.26371428571428573
206,S2,0.8417227697296561,0.889207773297156,0.8786578550304281,0.8700818324194421,0.8700814002860707,6.849828134556513e-07,0.0005740472806301092,0.0005740471686411861,0.2305799048931858,0.2305799048931858,True,True,1.8254937898617164e-06,8.091613362584981e-07,1.6313780872918837e-06,0.8022857142857143,0.9371428571428572,0.9794285714285714,0.9537142857142857,0.9862857142857143,0.9822857142857143,0.26371428571428573
91,S1,0.6384352318049589,0.626685679476947,0.6296377398490901,0.6008628030172247,0.6008629487288464,2.2570276376015691e-07,0.0005990015005157144,0.0005990015455505554,-0.15951762416273707,0.15951762416273707,True,True,1.8064761565838982e-06,9.602762342574674e-07,7.536015714379782e-07,0.9177142857142857,0.8988571428571429,0.9788571428571429,0.9634285714285714,0.9411428571428572,0.9817142857142858,0.26371428571428573
7,Q1,0.1466324541766752,0.1452830920631299,0.1466324541766752,0.17463865885501326,0.17463841665255994,4.081500134787503e-07,0.0005813032597458718,0.0005813032469905253,0.20815894972424176,0.20815894972424176,False,False,1.7343408050376538e-06,-1.804816125736671e-07,0.0,0.8617142857142858,0.9297142857142857,0.9782857142857143,0.29428571428571426,0.2757142857142857,0.6977142857142857,0.9982857142857143
43,S3,0.8894638782292077,0.9339656758742564,0.8894638782292077,0.9129787317324016,0.9129782406503661,8.288774590554295e-07,0.0005755117367260205,0.0005755116060835989,0.265283497958154,0.265283497958154,True,False,1.7313590038142673e-06,-1.4859846222606632e-07,0.0,0.8131428571428572,0.9468571428571428,0.9777142857142858,0.328,0.2757142857142857,0.9405714285714286,0.9725714285714285
150,Q3,0.8138508605796733,0.8270435487507821,0.8238163012132774,0.8417687769736014,0.8417689127475875,2.1680853489767733e-07,0.0006435983896593531,0.0006435984314967264,0.196219010745466,0.196219010745466,True,True,1.7250107322156584e-06,1.2257416848358597e-06,9.902775075087567e-07,0.9657142857142857,0.9245714285714286,0.9771428571428571,0.9782857142857143,0.9611428571428572,0.9811428571428571,0.26371428571428573
150,S1,0.9271102412272332,0.9237256990818308,0.9245851125880244,0.9068708419434178,0.906870944640526,1.6361337050262566e-07,0.0006067449410221247,0.0006067449735874889,-0.2671116225365071,0.2671116225365071,True,True,1.7009718441564566e-06,5.52274721003443e-07,4.236808889745369e-07,0.9308571428571428,0.9474285714285714,0.9765714285714285,0.9274285714285714,0.8965714285714286,0.9805714285714285,0.26371428571428573
33,S3,0.9359815346982728,0.9659230812337858,0.9600345516585304,0.9533235184984028,0.953323215979756,4.988787570064182e-07,0.000613672894583661,0.0006136728070275234,0.33428970378117606,0.33428970378117606,True,True,1.6907327939298717e-06,3.6008561875175575e-07,1.3484005795659025e-06,0.9405714285714286,0.9565714285714285,0.976,0.8845714285714286,0.9794285714285714,0.98,0.26371428571428573
116,S1,0.3677429115643301,0.3343421163444587,0.342553326127323,0.33240195832125025,0.3324019986526953,6.203167972173566e-08,0.0006138758898603772,0.0006138759010093753,-0.15542929120070403,0.15542929120070403,True,True,1.6729104503909984e-06,1.6677140528125196e-06,1.5317837839543093e-06,0.9411428571428572,0.8971428571428571,0.9754285714285714,0.9862857142857143,0.9845714285714285,0.9794285714285714,0.26371428571428573
77,Q3,0.7592430957211724,0.7592430957211724,0.7592430957211724,0.7252759807782522,0.7252765800599179,9.34413653115657e-07,0.0005434410311132659,0.0005434412006921136,-0.17774906358408793,0.17774906358408793,False,False,1.664110121488736e-06,0.0,0.0,0.014285714285714285,0.9131428571428571,0.9748571428571429,0.498,0.2757142857142857,0.6908571428571428,0.9971428571428571
152,Q2,0.4818603247058854,0.5078919523987584,0.5013825423797249,0.5191646527883161,0.5191645535533228,1.4348814521562827e-07,0.0005949023790958041,0.0005949023590312398,0.14928674496222155,0.14928674496222155,True,True,1.6564758051099239e-06,1.5051964202195477e-06,1.2801485230084997e-06,0.9102857142857143,0.8908571428571429,0.9742857142857143,0.984,0.976,0.9788571428571429,0.26371428571428573
132,S2,0.9060132637497244,0.9151803449587504,0.9060132637497244,0.8838502441839338,0.8838501779928261,1.100559456484719e-07,0.0006124683698054556,0.0006124683495943305,-0.23649299288661485,0.23649299288661485,False,False,1.6550725375283542e-06,-1.8509604341134912e-06,0.0,0.94,0.94,0.9737142857142858,0.021142857142857144,0.2757142857142857,0.6897142857142857,0.9965714285714286
125,S1,0.4794017797119055,0.4935822617332622,0.4900352803039371,0.5165076064914597,0.5165075316468818,1.1803498608460987e-07,0.0005946567988598606,0.0005946567851797032,0.1484939724267355,0.1484939724267355,True,True,1.6384429676163558e-06,1.0132969388930874e-06,8.048567885794737e-07,0.9097142857142857,0.888,0.9731428571428572,0.9674285714285714,0.944,0.9782857142857143,0.26371428571428573
147,S4,0.9780412979073642,0.9845842302950124,0.9831550915598594,0.98759256850771,0.9875922860338949,4.443055096991035e-07,0.0006428994393906888,0.0006428993527277692,0.580586241256912,0.580586241256912,True,True,1.6167330282033538e-06,1.4114338176086644e-06,1.1963611051861702e-06,0.9645714285714285,0.9697142857142858,0.9725714285714285,0.9822857142857143,0.972,0.9777142857142858,0.26371428571428573
150,S2,0.9842447698924992,0.9966763961440204,0.995088283045119,0.9920499217775522,0.9920500182053945,1.507103927655753e-07,0.0006713431690852791,0.0006713432010788074,0.6918894269278653,0.6918894269278653,True,True,1.6100415825848897e-06,5.400351069764138e-08,1.0765201727686848e-06,0.9754285714285714,0.9714285714285714,0.972,0.6342857142857142,0.9657142857142857,0.9771428571428571,0.26371428571428573
2,S3,0.8949298069616637,0.9238186584684376,0.9173654905856128,0.9162865208955459,0.9162862669362242,4.1498000450491516e-07,0.0006092598632485584,0.0006092597912968382,0.25081245100807603,0.25081245100807603,True,True,1.57642419426512e-06,1.3379316876210848e-06,1.5717643099535536e-06,0.9365714285714286,0.944,0.9714285714285714,0.9805714285714285,0.9857142857142858,0.9765714285714285,0.26371428571428573
188,S1,0.8415811520319152,0.8810618720423321,0.8720718810138748,0.8674102165655813,0.8674099090428663,4.853951983457817e-07,0.0005852493615360724,0.0005852492798285167,0.20821199859875583,0.20821199859875583,True,True,1.534980071426867e-06,1.0308383764224103e-06,1.4785600842081916e-06,0.8777142857142857,0.9302857142857143,0.9708571428571429,0.968,0.9822857142857143,0.976,0.26371428571428573
93,S1,0.9896214550237332,0.9999839234249293,0.9896214550237332,0.9955923880212226,0.9955923221415864,1.0143807128788886e-07,0.0006903582426296503,0.0006903582214184339,0.862423074332983,0.862423074332983,True,False,1.5285893066737809e-06,-1.2527963018432463e-05,0.0,0.98,0.9737142857142858,0.9702857142857143,0.002285714285714286,0.2757142857142857,0.9291428571428572,0.9674285714285714
143,S4,0.9865016542469776,0.9887801754502256,0.9882489471541576,0.9935804192149504,0.9935801533075352,4.1890719642522275e-07,0.0006527801417983243,0.0006527800588957217,0.7503643255615966,0.7503643255615966,True,True,1.5229212679890056e-06,7.215449456295664e-07,5.668509434638983e-07,0.9697142857142858,0.9731428571428572,0.9697142857142858,0.948,0.9245714285714286,0.9754285714285714,0.26371428571428573
64,Q3,0.746511400489644,0.7612254835407775,0.7576026051780668,0.7770236242070371,0.7770236518049759,3.833576943987984e-08,0.0006011944784001478,0.0006011944880131157,0.16831288747993423,0.16831288747993423,True,True,1.521062825198708e-06,1.1018111690020273e-06,8.919178306705831e-07,0.9222857142857143,0.9074285714285715,0.9691428571428572,0.9714285714285714,0.9548571428571428,0.9748571428571429,0.26371428571428573
90,Q3,0.8772344898403949,0.8846919288086343,0.8828653527238359,0.9004241478144037,0.900423607968342,8.508131227147471e-07,0.0005727507136977264,0.0005727505711363562,0.23544802089596373,0.23544802089596373,True,True,1.515874375157065e-06,7.915043799177566e-07,6.21982917672586e-07,0.7811428571428571,0.9394285714285714,0.9685714285714285,0.9525714285714286,0.9314285714285714,0.9742857142857143,0.26371428571428573
64,Q1,0.7257377074144317,0.7664531433553936,0.756681117798884,0.7578813182323891,0.7578809230812588,6.749655553917948e-07,0.0005685917547529825,0.0005685916569177494,0.16799503037635466,0.16799503037635466,True,True,1.5143877572006308e-06,1.3986637769672961e-06,1.5121609891889893e-06,0.7091428571428572,0.9062857142857143,0.968,0.9817142857142858,0.9834285714285714,0.9737142857142858,0.26371428571428573
163,Q1,0.1084030374368598,0.097476333030674,0.1001122029766651,0.0866709575468272,0.0866712137008193,4.151667855287467e-07,0.0005801139156796801,0.0005801139441824701,-0.24781927584972507,0.24781927584972507,True,True,1.510201241558614e-06,1.1117990583470125e-06,9.036669574271718e-07,0.852,0.9434285714285714,0.9674285714285714,0.9731428571428572,0.9554285714285714,0.9731428571428572,0.26371428571428573
7,Q3,0.4917108437508116,0.4601757524377012,0.4680395696068863,0.45456234982007226,0.4545627573205367,6.637528658630622e-07,0.0005452486804842741,0.0005452487908268246,-0.14909374963908684,0.14909374963908684,True,True,1.5079420543993422e-06,1.4733392899501438e-06,1.3088023785890759e-06,0.02057142857142857,0.8897142857142857,0.9668571428571429,0.9828571428571429,0.9771428571428571,0.9725714285714285,0.26371428571428573
148,Q2,0.7677977223985484,0.794056699154746,0.7877046662257019,0.7971075617492552,0.7971074589415985,1.6532660818640582e-07,0.0006050705113039315,0.0006050704843355852,0.17239621202668443,0.17239621202668443,True,True,1.503856769332142e-06,1.48657371634054e-06,1.3421344779671988e-06,0.9285714285714286,0.9091428571428571,0.9662857142857143,0.9834285714285714,0.9788571428571429,0.972,0.26371428571428573
94,S1,0.7123462701397459,0.7067349327154911,0.7081437622299186,0.6795865968207038,0.6795868256763328,3.552659295990057e-07,0.0005807536508274607,0.0005807537194568225,-0.15493407728814623,0.15493407728814623,True,True,1.4887589412927023e-06,4.737379083129355e-07,3.6362983605443703e-07,0.8577142857142858,0.896,0.9657142857142857,0.9114285714285715,0.8788571428571429,0.9714285714285714,0.26371428571428573
203,S2,0.8480366680189729,0.890968213614994,0.8813548401054082,0.8731588359692998,0.8731584552203603,6.060207215207203e-07,0.0005760958422976597,0.0005760957422470321,0.20989723452679243,0.20989723452679243,True,True,1.4805645757209324e-06,5.816266683924771e-07,1.2990858545651704e-06,0.8182857142857143,0.932,0.9651428571428572,0.9331428571428572,0.9765714285714285,0.9708571428571429,0.26371428571428573
58,S2,0.9726349169390828,0.9943174576575692,0.9726349169390828,0.9829358343126846,0.982935884969803,9.457012592336464e-08,0.0006445812359333982,0.0006445812524185347,0.4828222137154432,0.4828222137154432,True,False,1.4800142446290888e-06,-3.3203216271019726e-06,0.0,0.9668571428571429,0.9668571428571429,0.9645714285714285,0.005142857142857143,0.2757142857142857,0.9274285714285714,0.9645714285714285
49,S2,0.9689341030608232,0.9889644130085476,0.9689341030608232,0.9800296921782006,0.9800295324031811,2.5817732234090416e-07,0.0006315150373302797,0.0006315149892775347,0.453250359425871,0.453250359425871,True,False,1.4744080518904986e-06,-3.8892557089862435e-07,0.0,0.9565714285714285,0.9657142857142857,0.964,0.17542857142857143,0.2757142857142857,0.9262857142857143,0.964
54,S2,0.9874623635995506,0.99998297443843,0.9874623635995506,0.9940386342520464,0.9940387392339082,1.8113895466754265e-07,0.0006738801541904746,0.0006738801892796611,0.7500731155792097,0.7500731155792097,True,False,1.4597793659675795e-06,-1.808076697615056e-05,0.0,0.9765714285714285,0.9725714285714285,0.9634285714285714,0.001142857142857143,0.2757142857142857,0.9245714285714286,0.9634285714285714
134,S2,0.9191713177666018,0.9233542360130262,0.9191713177666018,0.8992357167325105,0.8992361244064907,6.494938833666994e-07,0.0005828513952685315,0.0005828515177890729,-0.2423794031669897,0.2423794031669897,False,False,1.4547173376913808e-06,-7.410681906600627e-07,0.0,0.8714285714285714,0.9417142857142857,0.9628571428571429,0.08457142857142858,0.2757142857142857,0.6725714285714286,0.996
227,S4,0.803078614827661,0.8381803975918377,0.8299080029483231,0.8295703543205677,0.8295703970043103,8.460841368377352e-08,0.000627699971985649,0.0006276999849799505,0.1769373236085694,0.1769373236085694,True,True,1.4436756882488246e-06,1.2745249788919122e-06,1.4434223446338855e-06,0.9537142857142857,0.912,0.9622857142857143,0.9794285714285714,0.9817142857142858,0.9702857142857143,0.26371428571428573
223,S2,0.8532148436816959,0.8873885510159719,0.8795594628460544,0.876706694503884,0.8767067102290745,4.300339078394081e-08,0.0006166411563357926,0.0006166411619794961,0.20156499229664293,0.20156499229664293,True,True,1.4241304782214632e-06,1.0813585884977772e-06,1.4006036342631408e-06,0.9428571428571428,0.9262857142857143,0.9617142857142857,0.9702857142857143,0.9811428571428571,0.9697142857142858,0.26371428571428573
146,S4,0.9556603412692432,0.9662054633673756,0.9638214193605318,0.9689704891646965,0.968970243257875,4.057417042697217e-07,0.0006076835653495938,0.0006076834943473267,0.3707723915556196,0.3707723915556196,True,True,1.4139047569572624e-06,1.3408090505866145e-06,1.1715094379935857e-06,0.9325714285714286,0.9582857142857143,0.9611428571428572,0.9811428571428571,0.9714285714285714,0.9691428571428572,0.26371428571428573
