q_source,row_prior,subset_size,label_mode,particles
h012,h041_memory_disagree_public,95,map,3
h012,h041_memory_disagree_public,125,sample,10
h012,h041_memory_disagree_public,125,temperature_sample,7
h012,h041_memory_disagree_public,125,map,3
h012,h041_memory_disagree_public,155,sample,10
h012,h041_memory_disagree_public,155,temperature_sample,7
h012,h041_memory_disagree_public,155,map,3
h012,h041_memory_disagree_public,190,sample,10
h012,h041_memory_disagree_public,190,temperature_sample,7
h012,h041_memory_disagree_public,190,map,3
h012,h048_support_identity,45,sample,10
h012,h048_support_identity,45,temperature_sample,7
h012,h048_support_identity,45,map,3
h012,h048_support_identity,59,sample,10
h012,h048_support_identity,59,temperature_sample,7
h012,h048_support_identity,59,map,3
h012,h048_support_identity,75,sample,10
h012,h048_support_identity,75,temperature_sample,7
h012,h048_support_identity,75,map,3
h012,h048_support_identity,95,sample,10
h012,h048_support_identity,95,temperature_sample,7
h012,h048_support_identity,95,map,3
h012,h048_support_identity,125,sample,10
h012,h048_support_identity,125,temperature_sample,7
h012,h048_support_identity,125,map,3
h012,h048_support_identity,155,sample,10
h012,h048_support_identity,155,temperature_sample,7
h012,h048_support_identity,155,map,3
h012,h048_support_identity,190,sample,10
h012,h048_support_identity,190,temperature_sample,7
h012,h048_support_identity,190,map,3
h012,h048_support_identity_sharp,45,sample,10
h012,h048_support_identity_sharp,45,temperature_sample,7
h012,h048_support_identity_sharp,45,map,3
h012,h048_support_identity_sharp,59,sample,10
h012,h048_support_identity_sharp,59,temperature_sample,7
h012,h048_support_identity_sharp,59,map,3
h012,h048_support_identity_sharp,75,sample,10
h012,h048_support_identity_sharp,75,temperature_sample,7
h012,h048_support_identity_sharp,75,map,3
h012,h048_support_identity_sharp,95,sample,10
h012,h048_support_identity_sharp,95,temperature_sample,7
h012,h048_support_identity_sharp,95,map,3
h012,h048_support_identity_sharp,125,sample,10
h012,h048_support_identity_sharp,125,temperature_sample,7
h012,h048_support_identity_sharp,125,map,3
h012,h048_support_identity_sharp,155,sample,10
h012,h048_support_identity_sharp,155,temperature_sample,7
h012,h048_support_identity_sharp,155,map,3
h012,h048_support_identity_sharp,190,sample,10
h012,h048_support_identity_sharp,190,temperature_sample,7
h012,h048_support_identity_sharp,190,map,3
h012,h048_support_public,45,sample,10
h012,h048_support_public,45,temperature_sample,7
h012,h048_support_public,45,map,3
h012,h048_support_public,59,sample,10
h012,h048_support_public,59,temperature_sample,7
h012,h048_support_public,59,map,3
h012,h048_support_public,75,sample,10
h012,h048_support_public,75,temperature_sample,7
h012,h048_support_public,75,map,3
h012,h048_support_public,95,sample,10
h012,h048_support_public,95,temperature_sample,7
h012,h048_support_public,95,map,3
h012,h048_support_public,125,sample,10
h012,h048_support_public,125,temperature_sample,7
h012,h048_support_public,125,map,3
h012,h048_support_public,155,sample,10
h012,h048_support_public,155,temperature_sample,7
h012,h048_support_public,155,map,3
h012,h048_support_public,190,sample,10
h012,h048_support_public,190,temperature_sample,7
h012,h048_support_public,190,map,3
h012,h048_support_public_not_private,45,sample,10
h012,h048_support_public_not_private,45,temperature_sample,7
h012,h048_support_public_not_private,45,map,3
h012,h048_support_public_not_private,59,sample,10
h012,h048_support_public_not_private,59,temperature_sample,7
h012,h048_support_public_not_private,59,map,3
h012,h048_support_public_not_private,75,sample,10
h012,h048_support_public_not_private,75,temperature_sample,7
h012,h048_support_public_not_private,75,map,3
h012,h048_support_public_not_private,95,sample,10
h012,h048_support_public_not_private,95,temperature_sample,7
h012,h048_support_public_not_private,95,map,3
h012,h048_support_public_not_private,125,sample,10
h012,h048_support_public_not_private,125,temperature_sample,7
h012,h048_support_public_not_private,125,map,3
h012,h048_support_public_not_private,155,sample,10
h012,h048_support_public_not_private,155,temperature_sample,7
h012,h048_support_public_not_private,155,map,3
h012,h048_support_public_not_private,190,sample,10
h012,h048_support_public_not_private,190,temperature_sample,7
h012,h048_support_public_not_private,190,map,3
h012,h048_support_q2regime,45,sample,10
h012,h048_support_q2regime,45,temperature_sample,7
h012,h048_support_q2regime,45,map,3
h012,h048_support_q2regime,59,sample,10
h012,h048_support_q2regime,59,temperature_sample,7
h012,h048_support_q2regime,59,map,3
h012,h048_support_q2regime,75,sample,10
h012,h048_support_q2regime,75,temperature_sample,7
h012,h048_support_q2regime,75,map,3
h012,h048_support_q2regime,95,sample,10
h012,h048_support_q2regime,95,temperature_sample,7
h012,h048_support_q2regime,95,map,3
h012,h048_support_q2regime,125,sample,10
h012,h048_support_q2regime,125,temperature_sample,7
h012,h048_support_q2regime,125,map,3
h012,h048_support_q2regime,155,sample,10
h012,h048_support_q2regime,155,temperature_sample,7
h012,h048_support_q2regime,155,map,3
h012,h048_support_q2regime,190,sample,10
h012,h048_support_q2regime,190,temperature_sample,7
h012,h048_support_q2regime,190,map,3
h012,h048_core_tail_prior,45,sample,10
h012,h048_core_tail_prior,45,temperature_sample,7
h012,h048_core_tail_prior,45,map,3
h012,h048_core_tail_prior,59,sample,10
h012,h048_core_tail_prior,59,temperature_sample,7
h012,h048_core_tail_prior,59,map,3
h012,h048_core_tail_prior,75,sample,10
h012,h048_core_tail_prior,75,temperature_sample,7
h012,h048_core_tail_prior,75,map,3
h012,h048_core_tail_prior,95,sample,10
h012,h048_core_tail_prior,95,temperature_sample,7
h012,h048_core_tail_prior,95,map,3
h012,h048_core_tail_prior,125,sample,10
h012,h048_core_tail_prior,125,temperature_sample,7
h012,h048_core_tail_prior,125,map,3
h012,h048_core_tail_prior,155,sample,10
h012,h048_core_tail_prior,155,temperature_sample,7
h012,h048_core_tail_prior,155,map,3
h012,h048_core_tail_prior,190,sample,10
h012,h048_core_tail_prior,190,temperature_sample,7
h012,h048_core_tail_prior,190,map,3
h012,h048_public_core_tail,45,sample,10
h012,h048_public_core_tail,45,temperature_sample,7
h012,h048_public_core_tail,45,map,3
h012,h048_public_core_tail,59,sample,10
h012,h048_public_core_tail,59,temperature_sample,7
h012,h048_public_core_tail,59,map,3
h012,h048_public_core_tail,75,sample,10
h012,h048_public_core_tail,75,temperature_sample,7
h012,h048_public_core_tail,75,map,3
h012,h048_public_core_tail,95,sample,10
h012,h048_public_core_tail,95,temperature_sample,7
h012,h048_public_core_tail,95,map,3
h012,h048_public_core_tail,125,sample,10
h012,h048_public_core_tail,125,temperature_sample,7
h012,h048_public_core_tail,125,map,3
h012,h048_public_core_tail,155,sample,10
h012,h048_public_core_tail,155,temperature_sample,7
h012,h048_public_core_tail,155,map,3
h012,h048_public_core_tail,190,sample,10
h012,h048_public_core_tail,190,temperature_sample,7
h012,h048_public_core_tail,190,map,3
h012posterior,uniform,45,sample,10
h012posterior,uniform,45,temperature_sample,7
h012posterior,uniform,45,map,3
h012posterior,uniform,59,sample,10
h012posterior,uniform,59,temperature_sample,7
h012posterior,uniform,59,map,3
h012posterior,uniform,75,sample,10
h012posterior,uniform,75,temperature_sample,7
h012posterior,uniform,75,map,3
h012posterior,uniform,95,sample,10
h012posterior,uniform,95,temperature_sample,7
h012posterior,uniform,95,map,3
h012posterior,uniform,125,sample,10
h012posterior,uniform,125,temperature_sample,7
h012posterior,uniform,125,map,3
h012posterior,uniform,155,sample,10
h012posterior,uniform,155,temperature_sample,7
h012posterior,uniform,155,map,3
h012posterior,uniform,190,sample,10
h012posterior,uniform,190,temperature_sample,7
h012posterior,uniform,190,map,3
h012posterior,h041_public_route,45,sample,10
h012posterior,h041_public_route,45,temperature_sample,7
h012posterior,h041_public_route,45,map,3
h012posterior,h041_public_route,59,sample,10
h012posterior,h041_public_route,59,temperature_sample,7
h012posterior,h041_public_route,59,map,3
h012posterior,h041_public_route,75,sample,10
h012posterior,h041_public_route,75,temperature_sample,7
h012posterior,h041_public_route,75,map,3
h012posterior,h041_public_route,95,sample,10
h012posterior,h041_public_route,95,temperature_sample,7
h012posterior,h041_public_route,95,map,3
h012posterior,h041_public_route,125,sample,10
h012posterior,h041_public_route,125,temperature_sample,7
h012posterior,h041_public_route,125,map,3
h012posterior,h041_public_route,155,sample,10
h012posterior,h041_public_route,155,temperature_sample,7
h012posterior,h041_public_route,155,map,3
h012posterior,h041_public_route,190,sample,10
h012posterior,h041_public_route,190,temperature_sample,7
h012posterior,h041_public_route,190,map,3
h012posterior,h041_public_not_private,45,sample,10
h012posterior,h041_public_not_private,45,temperature_sample,7
h012posterior,h041_public_not_private,45,map,3
h012posterior,h041_public_not_private,59,sample,10
h012posterior,h041_public_not_private,59,temperature_sample,7
h012posterior,h041_public_not_private,59,map,3
h012posterior,h041_public_not_private,75,sample,10
h012posterior,h041_public_not_private,75,temperature_sample,7
h012posterior,h041_public_not_private,75,map,3
h012posterior,h041_public_not_private,95,sample,10
h012posterior,h041_public_not_private,95,temperature_sample,7
h012posterior,h041_public_not_private,95,map,3
h012posterior,h041_public_not_private,125,sample,10
h012posterior,h041_public_not_private,125,temperature_sample,7
h012posterior,h041_public_not_private,125,map,3
h012posterior,h041_public_not_private,155,sample,10
h012posterior,h041_public_not_private,155,temperature_sample,7
h012posterior,h041_public_not_private,155,map,3
h012posterior,h041_public_not_private,190,sample,10
h012posterior,h041_public_not_private,190,temperature_sample,7
h012posterior,h041_public_not_private,190,map,3
h012posterior,h041_memory_disagree_public,45,sample,10
h012posterior,h041_memory_disagree_public,45,temperature_sample,7
h012posterior,h041_memory_disagree_public,45,map,3
h012posterior,h041_memory_disagree_public,59,sample,10
h012posterior,h041_memory_disagree_public,59,temperature_sample,7
h012posterior,h041_memory_disagree_public,59,map,3
h012posterior,h041_memory_disagree_public,75,sample,10
h012posterior,h041_memory_disagree_public,75,temperature_sample,7
h012posterior,h041_memory_disagree_public,75,map,3
h012posterior,h041_memory_disagree_public,95,sample,10
h012posterior,h041_memory_disagree_public,95,temperature_sample,7
h012posterior,h041_memory_disagree_public,95,map,3
h012posterior,h041_memory_disagree_public,125,sample,10
h012posterior,h041_memory_disagree_public,125,temperature_sample,7
h012posterior,h041_memory_disagree_public,125,map,3
h012posterior,h041_memory_disagree_public,155,sample,10
h012posterior,h041_memory_disagree_public,155,temperature_sample,7
h012posterior,h041_memory_disagree_public,155,map,3
h012posterior,h041_memory_disagree_public,190,sample,10
h012posterior,h041_memory_disagree_public,190,temperature_sample,7
h012posterior,h041_memory_disagree_public,190,map,3
h012posterior,h048_support_identity,45,sample,10
h012posterior,h048_support_identity,45,temperature_sample,7
h012posterior,h048_support_identity,45,map,3
h012posterior,h048_support_identity,59,sample,10
h012posterior,h048_support_identity,59,temperature_sample,7
h012posterior,h048_support_identity,59,map,3
h012posterior,h048_support_identity,75,sample,10
h012posterior,h048_support_identity,75,temperature_sample,7
h012posterior,h048_support_identity,75,map,3
h012posterior,h048_support_identity,95,sample,10
h012posterior,h048_support_identity,95,temperature_sample,7
h012posterior,h048_support_identity,95,map,3
h012posterior,h048_support_identity,125,sample,10
h012posterior,h048_support_identity,125,temperature_sample,7
h012posterior,h048_support_identity,125,map,3
h012posterior,h048_support_identity,155,sample,10
h012posterior,h048_support_identity,155,temperature_sample,7
h012posterior,h048_support_identity,155,map,3
h012posterior,h048_support_identity,190,sample,10
h012posterior,h048_support_identity,190,temperature_sample,7
h012posterior,h048_support_identity,190,map,3
h012posterior,h048_support_identity_sharp,45,sample,10
h012posterior,h048_support_identity_sharp,45,temperature_sample,7
h012posterior,h048_support_identity_sharp,45,map,3
h012posterior,h048_support_identity_sharp,59,sample,10
h012posterior,h048_support_identity_sharp,59,temperature_sample,7
h012posterior,h048_support_identity_sharp,59,map,3
h012posterior,h048_support_identity_sharp,75,sample,10
h012posterior,h048_support_identity_sharp,75,temperature_sample,7
h012posterior,h048_support_identity_sharp,75,map,3
h012posterior,h048_support_identity_sharp,95,sample,10
h012posterior,h048_support_identity_sharp,95,temperature_sample,7
h012posterior,h048_support_identity_sharp,95,map,3
h012posterior,h048_support_identity_sharp,125,sample,10
h012posterior,h048_support_identity_sharp,125,temperature_sample,7
h012posterior,h048_support_identity_sharp,125,map,3
h012posterior,h048_support_identity_sharp,155,sample,10
h012posterior,h048_support_identity_sharp,155,temperature_sample,7
h012posterior,h048_support_identity_sharp,155,map,3
h012posterior,h048_support_identity_sharp,190,sample,10
h012posterior,h048_support_identity_sharp,190,temperature_sample,7
h012posterior,h048_support_identity_sharp,190,map,3
h012posterior,h048_support_public,45,sample,10
h012posterior,h048_support_public,45,temperature_sample,7
h012posterior,h048_support_public,45,map,3
h012posterior,h048_support_public,59,sample,10
h012posterior,h048_support_public,59,temperature_sample,7
h012posterior,h048_support_public,59,map,3
h012posterior,h048_support_public,75,sample,10
h012posterior,h048_support_public,75,temperature_sample,7
h012posterior,h048_support_public,75,map,3
h012posterior,h048_support_public,95,sample,10
h012posterior,h048_support_public,95,temperature_sample,7
h012posterior,h048_support_public,95,map,3
h012posterior,h048_support_public,125,sample,10
h012posterior,h048_support_public,125,temperature_sample,7
h012posterior,h048_support_public,125,map,3
h012posterior,h048_support_public,155,sample,10
h012posterior,h048_support_public,155,temperature_sample,7
h012posterior,h048_support_public,155,map,3
h012posterior,h048_support_public,190,sample,10
h012posterior,h048_support_public,190,temperature_sample,7
h012posterior,h048_support_public,190,map,3
h012posterior,h048_support_public_not_private,45,sample,10
h012posterior,h048_support_public_not_private,45,temperature_sample,7
h012posterior,h048_support_public_not_private,45,map,3
h012posterior,h048_support_public_not_private,59,sample,10
h012posterior,h048_support_public_not_private,59,temperature_sample,7
h012posterior,h048_support_public_not_private,59,map,3
h012posterior,h048_support_public_not_private,75,sample,10
h012posterior,h048_support_public_not_private,75,temperature_sample,7
h012posterior,h048_support_public_not_private,75,map,3
h012posterior,h048_support_public_not_private,95,sample,10
h012posterior,h048_support_public_not_private,95,temperature_sample,7
h012posterior,h048_support_public_not_private,95,map,3
h012posterior,h048_support_public_not_private,125,sample,10
h012posterior,h048_support_public_not_private,125,temperature_sample,7
h012posterior,h048_support_public_not_private,125,map,3
h012posterior,h048_support_public_not_private,155,sample,10
h012posterior,h048_support_public_not_private,155,temperature_sample,7
h012posterior,h048_support_public_not_private,155,map,3
h012posterior,h048_support_public_not_private,190,sample,10
h012posterior,h048_support_public_not_private,190,temperature_sample,7
h012posterior,h048_support_public_not_private,190,map,3
h012posterior,h048_support_q2regime,45,sample,10
h012posterior,h048_support_q2regime,45,temperature_sample,7
h012posterior,h048_support_q2regime,45,map,3
h012posterior,h048_support_q2regime,59,sample,10
h012posterior,h048_support_q2regime,59,temperature_sample,7
h012posterior,h048_support_q2regime,59,map,3
h012posterior,h048_support_q2regime,75,sample,10
h012posterior,h048_support_q2regime,75,temperature_sample,7
h012posterior,h048_support_q2regime,75,map,3
h012posterior,h048_support_q2regime,95,sample,10
h012posterior,h048_support_q2regime,95,temperature_sample,7
h012posterior,h048_support_q2regime,95,map,3
h012posterior,h048_support_q2regime,125,sample,10
h012posterior,h048_support_q2regime,125,temperature_sample,7
h012posterior,h048_support_q2regime,125,map,3
h012posterior,h048_support_q2regime,155,sample,10
h012posterior,h048_support_q2regime,155,temperature_sample,7
h012posterior,h048_support_q2regime,155,map,3
h012posterior,h048_support_q2regime,190,sample,10
h012posterior,h048_support_q2regime,190,temperature_sample,7
h012posterior,h048_support_q2regime,190,map,3
h012posterior,h048_core_tail_prior,45,sample,10
h012posterior,h048_core_tail_prior,45,temperature_sample,7
h012posterior,h048_core_tail_prior,45,map,3
h012posterior,h048_core_tail_prior,59,sample,10
h012posterior,h048_core_tail_prior,59,temperature_sample,7
h012posterior,h048_core_tail_prior,59,map,3
h012posterior,h048_core_tail_prior,75,sample,10
h012posterior,h048_core_tail_prior,75,temperature_sample,7
h012posterior,h048_core_tail_prior,75,map,3
h012posterior,h048_core_tail_prior,95,sample,10
h012posterior,h048_core_tail_prior,95,temperature_sample,7
h012posterior,h048_core_tail_prior,95,map,3
h012posterior,h048_core_tail_prior,125,sample,10
h012posterior,h048_core_tail_prior,125,temperature_sample,7
h012posterior,h048_core_tail_prior,125,map,3
h012posterior,h048_core_tail_prior,155,sample,10
h012posterior,h048_core_tail_prior,155,temperature_sample,7
h012posterior,h048_core_tail_prior,155,map,3
h012posterior,h048_core_tail_prior,190,sample,10
h012posterior,h048_core_tail_prior,190,temperature_sample,7
h012posterior,h048_core_tail_prior,190,map,3
h012posterior,h048_public_core_tail,45,sample,10
h012posterior,h048_public_core_tail,45,temperature_sample,7
h012posterior,h048_public_core_tail,45,map,3
h012posterior,h048_public_core_tail,59,sample,10
h012posterior,h048_public_core_tail,59,temperature_sample,7
h012posterior,h048_public_core_tail,59,map,3
h012posterior,h048_public_core_tail,75,sample,10
h012posterior,h048_public_core_tail,75,temperature_sample,7
h012posterior,h048_public_core_tail,75,map,3
h012posterior,h048_public_core_tail,95,sample,10
h012posterior,h048_public_core_tail,95,temperature_sample,7
h012posterior,h048_public_core_tail,95,map,3
h012posterior,h048_public_core_tail,125,sample,10
h012posterior,h048_public_core_tail,125,temperature_sample,7
h012posterior,h048_public_core_tail,125,map,3
h012posterior,h048_public_core_tail,155,sample,10
h012posterior,h048_public_core_tail,155,temperature_sample,7
h012posterior,h048_public_core_tail,155,map,3
h012posterior,h048_public_core_tail,190,sample,10
h012posterior,h048_public_core_tail,190,temperature_sample,7
h012posterior,h048_public_core_tail,190,map,3
posterior_vector_mid,uniform,45,sample,10
posterior_vector_mid,uniform,45,temperature_sample,7
posterior_vector_mid,uniform,45,map,3
posterior_vector_mid,uniform,59,sample,10
posterior_vector_mid,uniform,59,temperature_sample,7
posterior_vector_mid,uniform,59,map,3
posterior_vector_mid,uniform,75,sample,10
posterior_vector_mid,uniform,75,temperature_sample,7
posterior_vector_mid,uniform,75,map,3
posterior_vector_mid,uniform,95,sample,10
posterior_vector_mid,uniform,95,temperature_sample,7
posterior_vector_mid,uniform,95,map,3
posterior_vector_mid,uniform,125,sample,10
posterior_vector_mid,uniform,125,temperature_sample,7
posterior_vector_mid,uniform,125,map,3
posterior_vector_mid,uniform,155,sample,10
posterior_vector_mid,uniform,155,temperature_sample,7
posterior_vector_mid,uniform,155,map,3
posterior_vector_mid,uniform,190,sample,10
posterior_vector_mid,uniform,190,temperature_sample,7
posterior_vector_mid,uniform,190,map,3
posterior_vector_mid,h041_public_route,45,sample,10
posterior_vector_mid,h041_public_route,45,temperature_sample,7
posterior_vector_mid,h041_public_route,45,map,3
posterior_vector_mid,h041_public_route,59,sample,10
posterior_vector_mid,h041_public_route,59,temperature_sample,7
posterior_vector_mid,h041_public_route,59,map,3
posterior_vector_mid,h041_public_route,75,sample,10
posterior_vector_mid,h041_public_route,75,temperature_sample,7
posterior_vector_mid,h041_public_route,75,map,3
posterior_vector_mid,h041_public_route,95,sample,10
posterior_vector_mid,h041_public_route,95,temperature_sample,7
posterior_vector_mid,h041_public_route,95,map,3
posterior_vector_mid,h041_public_route,125,sample,10
posterior_vector_mid,h041_public_route,125,temperature_sample,7
posterior_vector_mid,h041_public_route,125,map,3
posterior_vector_mid,h041_public_route,155,sample,10
posterior_vector_mid,h041_public_route,155,temperature_sample,7
posterior_vector_mid,h041_public_route,155,map,3
posterior_vector_mid,h041_public_route,190,sample,10
posterior_vector_mid,h041_public_route,190,temperature_sample,7
posterior_vector_mid,h041_public_route,190,map,3
posterior_vector_mid,h041_public_not_private,45,sample,10
posterior_vector_mid,h041_public_not_private,45,temperature_sample,7
posterior_vector_mid,h041_public_not_private,45,map,3
posterior_vector_mid,h041_public_not_private,59,sample,10
posterior_vector_mid,h041_public_not_private,59,temperature_sample,7
posterior_vector_mid,h041_public_not_private,59,map,3
posterior_vector_mid,h041_public_not_private,75,sample,10
posterior_vector_mid,h041_public_not_private,75,temperature_sample,7
posterior_vector_mid,h041_public_not_private,75,map,3
posterior_vector_mid,h041_public_not_private,95,sample,10
posterior_vector_mid,h041_public_not_private,95,temperature_sample,7
posterior_vector_mid,h041_public_not_private,95,map,3
posterior_vector_mid,h041_public_not_private,125,sample,10
posterior_vector_mid,h041_public_not_private,125,temperature_sample,7
posterior_vector_mid,h041_public_not_private,125,map,3
posterior_vector_mid,h041_public_not_private,155,sample,10
posterior_vector_mid,h041_public_not_private,155,temperature_sample,7
posterior_vector_mid,h041_public_not_private,155,map,3
posterior_vector_mid,h041_public_not_private,190,sample,10
posterior_vector_mid,h041_public_not_private,190,temperature_sample,7
posterior_vector_mid,h041_public_not_private,190,map,3
posterior_vector_mid,h041_memory_disagree_public,45,sample,10
posterior_vector_mid,h041_memory_disagree_public,45,temperature_sample,7
posterior_vector_mid,h041_memory_disagree_public,45,map,3
posterior_vector_mid,h041_memory_disagree_public,59,sample,10
posterior_vector_mid,h041_memory_disagree_public,59,temperature_sample,7
posterior_vector_mid,h041_memory_disagree_public,59,map,3
posterior_vector_mid,h041_memory_disagree_public,75,sample,10
posterior_vector_mid,h041_memory_disagree_public,75,temperature_sample,7
posterior_vector_mid,h041_memory_disagree_public,75,map,3
posterior_vector_mid,h041_memory_disagree_public,95,sample,10
posterior_vector_mid,h041_memory_disagree_public,95,temperature_sample,7
posterior_vector_mid,h041_memory_disagree_public,95,map,3
posterior_vector_mid,h041_memory_disagree_public,125,sample,10
posterior_vector_mid,h041_memory_disagree_public,125,temperature_sample,7
posterior_vector_mid,h041_memory_disagree_public,125,map,3
posterior_vector_mid,h041_memory_disagree_public,155,sample,10
posterior_vector_mid,h041_memory_disagree_public,155,temperature_sample,7
posterior_vector_mid,h041_memory_disagree_public,155,map,3
posterior_vector_mid,h041_memory_disagree_public,190,sample,10
posterior_vector_mid,h041_memory_disagree_public,190,temperature_sample,7
posterior_vector_mid,h041_memory_disagree_public,190,map,3
posterior_vector_mid,h048_support_identity,45,sample,10
posterior_vector_mid,h048_support_identity,45,temperature_sample,7
posterior_vector_mid,h048_support_identity,45,map,3
posterior_vector_mid,h048_support_identity,59,sample,10
posterior_vector_mid,h048_support_identity,59,temperature_sample,7
posterior_vector_mid,h048_support_identity,59,map,3
posterior_vector_mid,h048_support_identity,75,sample,10
posterior_vector_mid,h048_support_identity,75,temperature_sample,7
posterior_vector_mid,h048_support_identity,75,map,3
posterior_vector_mid,h048_support_identity,95,sample,10
posterior_vector_mid,h048_support_identity,95,temperature_sample,7
posterior_vector_mid,h048_support_identity,95,map,3
posterior_vector_mid,h048_support_identity,125,sample,10
posterior_vector_mid,h048_support_identity,125,temperature_sample,7
posterior_vector_mid,h048_support_identity,125,map,3
posterior_vector_mid,h048_support_identity,155,sample,10
posterior_vector_mid,h048_support_identity,155,temperature_sample,7
posterior_vector_mid,h048_support_identity,155,map,3
posterior_vector_mid,h048_support_identity,190,sample,10
posterior_vector_mid,h048_support_identity,190,temperature_sample,7
posterior_vector_mid,h048_support_identity,190,map,3
posterior_vector_mid,h048_support_identity_sharp,45,sample,10
posterior_vector_mid,h048_support_identity_sharp,45,temperature_sample,7
posterior_vector_mid,h048_support_identity_sharp,45,map,3
posterior_vector_mid,h048_support_identity_sharp,59,sample,10
posterior_vector_mid,h048_support_identity_sharp,59,temperature_sample,7
posterior_vector_mid,h048_support_identity_sharp,59,map,3
posterior_vector_mid,h048_support_identity_sharp,75,sample,10
posterior_vector_mid,h048_support_identity_sharp,75,temperature_sample,7
posterior_vector_mid,h048_support_identity_sharp,75,map,3
posterior_vector_mid,h048_support_identity_sharp,95,sample,10
posterior_vector_mid,h048_support_identity_sharp,95,temperature_sample,7
posterior_vector_mid,h048_support_identity_sharp,95,map,3
posterior_vector_mid,h048_support_identity_sharp,125,sample,10
posterior_vector_mid,h048_support_identity_sharp,125,temperature_sample,7
posterior_vector_mid,h048_support_identity_sharp,125,map,3
posterior_vector_mid,h048_support_identity_sharp,155,sample,10
posterior_vector_mid,h048_support_identity_sharp,155,temperature_sample,7
posterior_vector_mid,h048_support_identity_sharp,155,map,3
posterior_vector_mid,h048_support_identity_sharp,190,sample,10
posterior_vector_mid,h048_support_identity_sharp,190,temperature_sample,7
posterior_vector_mid,h048_support_identity_sharp,190,map,3
posterior_vector_mid,h048_support_public,45,sample,10
posterior_vector_mid,h048_support_public,45,temperature_sample,7
posterior_vector_mid,h048_support_public,45,map,3
posterior_vector_mid,h048_support_public,59,sample,10
posterior_vector_mid,h048_support_public,59,temperature_sample,7
posterior_vector_mid,h048_support_public,59,map,3
posterior_vector_mid,h048_support_public,75,sample,10
posterior_vector_mid,h048_support_public,75,temperature_sample,7
posterior_vector_mid,h048_support_public,75,map,3
posterior_vector_mid,h048_support_public,95,sample,10
posterior_vector_mid,h048_support_public,95,temperature_sample,7
posterior_vector_mid,h048_support_public,95,map,3
posterior_vector_mid,h048_support_public,125,sample,10
posterior_vector_mid,h048_support_public,125,temperature_sample,7
posterior_vector_mid,h048_support_public,125,map,3
posterior_vector_mid,h048_support_public,155,sample,10
posterior_vector_mid,h048_support_public,155,temperature_sample,7
posterior_vector_mid,h048_support_public,155,map,3
posterior_vector_mid,h048_support_public,190,sample,10
posterior_vector_mid,h048_support_public,190,temperature_sample,7
posterior_vector_mid,h048_support_public,190,map,3
posterior_vector_mid,h048_support_public_not_private,45,sample,10
