row,teacher_support_s2hub_jackpot,teacher_support_stagebridge_jackpot,core_cross_teacher_support,core_teacher_disagreement,core_support_rank
82,0,0,0.05624468263823382,0.006641503054041219,0.4
83,0,0,0.037701462363268205,0.0031796596128347634,0.236
84,0,0,0.026677087266730445,0.0056585349857945,0.128
85,0,0,0.055206668223648885,0.002847251231742398,0.388
86,0,0,0.041524318808879704,0.004489076778078891,0.28
87,0,0,0.17777113637338035,0.021083882741714743,0.768
88,0,0,0.13246766573756918,0.009785124975680543,0.708
89,0,0,0.21087575857013,0.020179113908771834,0.804
90,0,0,0.14211936742841996,0.008247425147176093,0.724
91,0,0,0.10400636058803911,0.019410880276990748,0.632
92,0,0,0.030589593912146565,0.01859778205141033,0.18
93,1,1,0.616637412494709,0.007562583312935911,0.956
94,1,1,0.7287333037777054,0.001621101390189006,1.0
95,1,1,0.4177242864998141,0.03685057722774657,0.876
96,0,0,0.08192650425370124,0.017829540921465784,0.516
97,0,0,0.11095006298466563,0.05083108945477828,0.652
98,0,0,0.21849427127467763,0.0065976025318631865,0.808
99,0,0,0.24651260438336836,0.009066172232853331,0.82
100,1,1,0.5603509219172904,4.557399596533118e-05,0.932
101,0,0,0.0387333700467248,0.00603698676741133,0.24
102,0,0,0.25199753569565586,0.025712215877139205,0.824
103,0,0,0.03933327225517312,0.004721938274995143,0.252
104,0,0,0.06855006093215975,0.01476391135294881,0.448
105,0,0,0.1960699688798655,0.012977458658418331,0.796
106,0,0,0.13342156661856386,0.026026628485499304,0.712
107,0,0,0.08870749347412124,0.011010610067412788,0.556
108,0,0,0.04428288696910679,0.013057429343970528,0.3
109,1,1,0.40030406074802444,0.0335679030866356,0.868
110,0,0,0.04038854157249689,0.00026666299806044763,0.268
111,0,0,0.04874837258938098,0.012673629402005039,0.336
112,1,1,0.6420244728395567,0.006597080078359352,0.976
113,0,0,0.01843329907136704,0.0005705618092259265,0.06
114,0,0,0.04327774973110624,0.01585556902242613,0.296
115,0,0,0.08221946555329267,0.014420375589117032,0.52
116,0,0,0.1176336085186626,0.005188002843757672,0.676
117,0,0,0.03993403863886505,0.010010346516208904,0.264
118,0,0,0.040572760959150474,0.012560006781285118,0.272
119,0,0,0.06069215189820265,0.03303095659617185,0.424
120,0,0,0.08409289292019692,0.0049151831952394046,0.532
121,0,0,0.039928004712226385,0.00970022483328989,0.26
122,0,0,0.09169482740174201,0.007005438977526687,0.576
123,0,0,0.00829757464889574,0.0014454780762283253,0.004
124,0,0,0.03340841780908293,0.0012007851060845467,0.2
125,0,0,0.01739131132014938,0.0010110601457679422,0.052
126,0,0,0.03885761064612396,0.005281164571235238,0.244
127,0,0,0.029539871859745513,0.004669735610769958,0.172
128,0,0,0.11125341391469959,0.049664480135040164,0.656
129,1,1,0.49251289429949074,0.0015764361079662892,0.904
130,1,1,0.6707744737595951,0.06471840713164684,0.984
131,0,0,0.25337401360990636,0.14031615433515943,0.828
132,0,0,0.12956053456992359,0.037945045329691486,0.696
133,0,1,0.44974643909289747,0.24607462268940192,0.888
134,0,0,0.053822206672443196,0.024611993815161538,0.38
135,0,0,0.03434749637778153,0.00014509123491386264,0.208
136,0,0,0.01912207561188862,0.0017170619768470136,0.064
137,1,1,0.6274402912174458,0.01746896569798273,0.96
138,1,1,0.6062376782951856,0.01031959591603504,0.952
139,0,0,0.013836097209103239,0.004410413442064812,0.028
140,0,0,0.02843787181420892,0.0016872407982508105,0.164
141,0,0,0.021536185607510232,0.001581694911007743,0.096
142,0,0,0.17984269038686268,0.005068730388396142,0.776
143,0,0,0.13022845485474205,0.0002906660917757764,0.704
144,0,0,0.05251805142910647,0.011939981073982503,0.372
145,0,0,0.18982247666072644,0.07388650205512733,0.784
146,0,0,0.04304619581905943,0.0031652061073765454,0.292
147,0,0,0.02671010722736277,0.00029519023817837185,0.132
148,0,1,0.3703632351823161,0.2669619082841764,0.856
149,0,0,0.08431505759947187,0.008821200790881667,0.536
150,1,1,0.6299545419777897,0.046613609573936954,0.964
151,0,1,0.39955147477117825,0.29654960583528894,0.864
152,0,0,0.020780027811913657,0.007631145671292524,0.072
153,0,0,0.07825377826760194,0.007174895770517546,0.492
154,0,0,0.041783589816603794,0.0009960607729540584,0.284
155,0,0,0.02815605456791004,0.004990450827545814,0.16
156,0,0,0.055628729888496514,0.0014320054085505893,0.392
157,0,0,0.03273168445286151,0.005927953561374566,0.192
158,0,0,0.04738051194286141,0.017641841375118587,0.32
159,1,1,0.43807701046016667,0.05963857777468304,0.88
160,0,0,0.01172704519742953,0.002199609766680724,0.016
161,1,1,0.5072125479490317,0.05613327822046363,0.916
162,0,1,0.3081940830372949,0.2730112682950389,0.848
163,0,0,0.04874614709072453,0.0036068594907319312,0.332
164,1,1,0.6485813691266535,0.03254393557959606,0.98
165,0,0,0.06591204723791261,0.006819015778381603,0.44
166,0,0,0.10037653349265602,0.02427542690199487,0.612
167,0,0,0.04728133088539817,0.02368765624941171,0.316
168,0,0,0.05427112194669808,0.0018497300864730865,0.384
169,0,0,0.04773386510465334,0.01054279698932959,0.324
170,0,0,0.07423181289489873,0.019806154462992942,0.48
171,0,0,0.06040524029545091,0.024559348347254862,0.42
172,0,0,0.12148466063997213,0.0465653930414017,0.684
173,0,0,0.1299151840876416,0.06213824206258759,0.7
174,0,0,0.020864953614107354,0.0036978780489870158,0.076
175,0,0,0.029302692031709425,0.0054387572532522774,0.168
176,0,0,0.02803520729843388,0.003962111809268955,0.152
177,0,0,0.055887818655483854,0.014220252820948173,0.396
178,0,0,0.05949300366659259,0.029797195644878285,0.408
179,0,0,0.051530244760970456,0.0031327344172954255,0.364
180,0,0,0.027964110883689733,0.005142375963638297,0.144
181,0,0,0.02415171258942808,0.0050851214386747595,0.12
182,1,1,0.5367115233130433,0.02738941880079948,0.92
183,0,0,0.15886782526668258,0.000543055754915242,0.748
184,1,1,0.639277033625929,0.05757612801466122,0.972
185,1,1,0.5811204940684137,0.01515362943605214,0.944
186,0,0,0.09379729372881099,0.023148046402935094,0.584
187,0,0,0.1670538673559276,0.01487908815077911,0.756
188,0,0,0.14570159045427458,0.03626091496644371,0.732
189,1,1,0.6877941994080805,0.035744170218581506,0.992
190,0,0,0.1549329233272493,0.04490682859339343,0.744
191,1,1,0.6339575597266088,0.014667053386110296,0.968
192,0,0,0.272288887705909,0.07101094054620524,0.832
193,1,1,0.7274237720593302,0.011910061431333718,0.996
194,0,0,0.20627446374563885,0.0808930854734542,0.8
195,0,0,0.1135379393890315,0.008074465892546068,0.66
196,0,0,0.2749165736980335,0.03935206390086894,0.836
197,0,0,0.1397906135789997,0.012643833086020309,0.72
198,0,0,0.03168869367570606,0.01021090858768423,0.188
199,0,0,0.0828232290142775,0.007430607167092859,0.528
200,1,1,0.580971767525257,0.047010572750730395,0.94
201,0,0,0.0646731095972724,0.003920255825415952,0.428
202,0,0,0.06680913749869616,0.03518137535368101,0.444
203,0,0,0.0170938253555271,0.009476197163664886,0.048
204,0,0,0.09087852613445149,0.00306409611955525,0.568
205,0,0,0.034495451275109335,0.015573394991690071,0.216
206,0,0,0.14686174657720252,0.010806344419758099,0.74
207,0,0,0.10504387150214381,0.013212423106855789,0.636
208,0,0,0.04083165883235779,0.005062788603438603,0.276
209,0,0,0.05144100048494776,0.012042201110847407,0.36
210,0,0,0.10830266068491531,0.03429959188922883,0.644
211,0,0,0.049273696434986206,0.0006891947631992024,0.34
212,1,1,0.6736980390094345,0.030006456418199823,0.988
213,0,0,0.06518914020457989,0.03729093077233908,0.432
214,0,0,0.06868844445589323,0.004851229994700133,0.452
215,0,0,0.07988939256400016,0.0361231583622702,0.508
216,0,0,0.03378046155439077,0.02335144447524235,0.204
217,0,1,0.29942628212001043,0.2563641476449867,0.844
218,1,1,0.3992355982162012,0.017288804986448414,0.86
219,0,0,0.03440199469516204,0.007453216199281876,0.212
220,0,0,0.02806379342702152,0.002643492493709697,0.156
221,0,0,0.024019297943236664,0.0007009851451452945,0.116
222,0,0,0.027089660932697907,0.00320036516083198,0.136
223,0,0,0.039546788860082394,0.0023652996630359156,0.256
224,0,0,0.11394642432392138,0.008337016107939361,0.664
225,0,0,0.016908540527067632,0.0029906910306419917,0.044
226,0,0,0.17868429415979076,0.02339592657939897,0.772
227,0,0,0.03901310058313086,0.004334364649450081,0.248
228,0,0,0.09163768540448267,5.71191778142785e-05,0.572
229,1,1,0.5033021556532398,0.0413681663596574,0.912
230,0,0,0.05103815512292868,0.006355386430237798,0.352
231,0,0,0.060365775083193324,0.011659755098282504,0.416
232,0,0,0.08653302973798019,0.036046358344946385,0.548
233,0,0,0.04955387201880536,0.0031503341757511856,0.344
234,1,1,0.5876957554681983,0.05957558545694075,0.948
235,0,0,0.0763691525516916,0.0023195664717745104,0.484
236,0,0,0.059912794411764676,0.0028238105143500794,0.412
237,1,1,0.3346600257488324,0.07727052345299396,0.852
238,0,0,0.09443430909710712,0.02085203506463603,0.588
239,0,0,0.07147025894048138,0.010963066819250536,0.46
240,0,0,0.08986942713576689,0.0007689467037574199,0.564
241,0,0,0.03679828949645339,0.017625219217332722,0.232
242,0,0,0.12669451546062935,0.03248206609455891,0.688
243,0,0,0.05304437395696848,0.008171881699627351,0.376
244,0,0,0.08802234638534226,0.002165713858638778,0.552
245,0,0,0.11402969456129379,0.01913914054763645,0.668
246,0,0,0.0716074668893031,0.00926638245660712,0.464
247,0,0,0.05229723264533885,0.009605007331673892,0.368
248,0,0,0.07840672408891439,0.03115716044705998,0.496
249,0,0,0.06540895343021962,0.02758505202463914,0.436
