row,subject_id,target,target_idx,outlier_score,law_shift,core_support_rank,core_teacher_disagreement,row_outlier_rank,logit_move
112,id05,Q2,1,cohort_outlier_score,0.07964601769911506,0.976,0.006597080078359352,0.4,0.05823275169522964
129,id06,Q2,1,cohort_outlier_score,0.07964601769911506,0.904,0.0015764361079662892,0.752,0.07908468871555001
130,id06,Q2,1,cohort_outlier_score,0.07964601769911506,0.984,0.06471840713164684,0.176,0.02487716607777732
133,id06,Q2,1,cohort_outlier_score,0.07964601769911506,0.888,0.24607462268940192,0.472,0.03422327491946567
142,id06,Q2,1,cohort_outlier_score,0.07964601769911506,0.776,0.005068730388396142,0.724,0.023092002579625306
150,id06,Q2,1,cohort_outlier_score,0.07964601769911506,0.964,0.046613609573936954,0.832,0.11079598539810881
151,id06,Q2,1,cohort_outlier_score,0.07964601769911506,0.864,0.29654960583528894,0.956,0.0554364977264773
159,id07,Q2,1,cohort_outlier_score,0.07964601769911506,0.88,0.05963857777468304,0.272,0.023427482087156754
161,id07,Q2,1,cohort_outlier_score,0.07964601769911506,0.916,0.05613327822046363,0.58,0.061423797480372876
162,id07,Q2,1,cohort_outlier_score,0.07964601769911506,0.848,0.2730112682950389,0.864,0.046024948916095175
164,id07,Q2,1,cohort_outlier_score,0.07964601769911506,0.98,0.03254393557959606,0.252,0.036286665701191226
182,id08,Q2,1,cohort_outlier_score,0.07964601769911506,0.92,0.02738941880079948,0.52,0.05790475827449225
184,id08,Q2,1,cohort_outlier_score,0.07964601769911506,0.972,0.05757612801466122,0.268,0.03643539959626434
185,id08,Q2,1,cohort_outlier_score,0.07964601769911506,0.944,0.01515362943605214,0.916,0.11567883452279636
189,id08,Q2,1,cohort_outlier_score,0.07964601769911506,0.992,0.035744170218581506,0.964,0.14473718935667182
191,id08,Q2,1,cohort_outlier_score,0.07964601769911506,0.968,0.014667053386110296,0.512,0.07162202073963986
192,id08,Q2,1,cohort_outlier_score,0.07964601769911506,0.832,0.07101094054620524,0.448,0.02668385424436061
193,id08,Q2,1,cohort_outlier_score,0.07964601769911506,0.996,0.011910061431333718,0.256,0.03996570220906553
194,id08,Q2,1,cohort_outlier_score,0.07964601769911506,0.8,0.0808930854734542,0.944,0.03973469998977952
196,id08,Q2,1,cohort_outlier_score,0.07964601769911506,0.836,0.03935206390086894,0.328,0.020923677166064282
200,id08,Q2,1,cohort_outlier_score,0.07964601769911506,0.94,0.047010572750730395,0.28,0.03360552761266838
212,id09,Q2,1,cohort_outlier_score,0.07964601769911506,0.988,0.030006456418199823,0.456,0.06785946070693374
217,id09,Q2,1,cohort_outlier_score,0.07964601769911506,0.844,0.2563641476449867,0.92,0.04856369871014547
218,id09,Q2,1,cohort_outlier_score,0.07964601769911506,0.86,0.017288804986448414,0.768,0.0604863088810465
229,id10,Q2,1,cohort_outlier_score,0.07964601769911506,0.912,0.0413681663596574,0.436,0.045938994822853914
234,id10,Q2,1,cohort_outlier_score,0.07964601769911506,0.948,0.05957558545694075,0.44,0.05400740899961466
237,id10,Q2,1,cohort_outlier_score,0.07964601769911506,0.852,0.07727052345299396,0.812,0.05661692504519459
4,id01,Q3,2,dist_to_subject_normal,0.12389380530973448,0.812,0.00967411060093662,0.656,0.046280645634854664
8,id01,Q3,2,dist_to_subject_normal,0.12389380530973448,0.908,0.03220892690691368,0.896,0.12623421402242138
9,id01,Q3,2,dist_to_subject_normal,0.12389380530973448,0.792,0.009845877577589965,0.304,0.016781798011180536
17,id01,Q3,2,dist_to_subject_normal,0.12389380530973448,0.936,0.04675609281706844,0.644,0.10267702248378557
19,id01,Q3,2,dist_to_subject_normal,0.12389380530973448,0.892,0.011417286721555647,0.756,0.09953890615167685
22,id01,Q3,2,dist_to_subject_normal,0.12389380530973448,0.84,0.06021493182397415,1.0,0.08732516120219705
25,id01,Q3,2,dist_to_subject_normal,0.12389380530973448,0.9,0.04741478918453909,0.272,0.036113938434809166
48,id02,Q3,2,dist_to_subject_normal,0.12389380530973448,0.764,0.03277671994797031,0.716,0.023595112334437406
56,id02,Q3,2,dist_to_subject_normal,0.12389380530973448,0.896,0.022214690011716443,0.848,0.11300083115220347
75,id03,Q3,2,dist_to_subject_normal,0.12389380530973448,0.928,0.07148392628999592,0.64,0.09571110819977106
87,id04,Q3,2,dist_to_subject_normal,0.12389380530973448,0.768,0.021083882741714743,0.676,0.024595917169201106
89,id04,Q3,2,dist_to_subject_normal,0.12389380530973448,0.804,0.020179113908771834,0.852,0.054299419052039756
93,id04,Q3,2,dist_to_subject_normal,0.12389380530973448,0.956,0.007562583312935911,0.86,0.15597076179597846
94,id04,Q3,2,dist_to_subject_normal,0.12389380530973448,1.0,0.001621101390189006,0.216,0.046755939216310785
95,id04,Q3,2,dist_to_subject_normal,0.12389380530973448,0.876,0.03685057722774657,0.292,0.03397275194058094
98,id04,Q3,2,dist_to_subject_normal,0.12389380530973448,0.808,0.0065976025318631865,0.88,0.05956897916145221
99,id04,Q3,2,dist_to_subject_normal,0.12389380530973448,0.82,0.009066172232853331,0.908,0.06967229435053077
102,id04,Q3,2,dist_to_subject_normal,0.12389380530973448,0.824,0.025712215877139205,0.236,0.018516641107807565
105,id04,Q3,2,dist_to_subject_normal,0.12389380530973448,0.796,0.012977458658418331,0.28,0.016264035150248022
109,id05,Q3,2,dist_to_subject_normal,0.12389380530973448,0.868,0.0335679030866356,0.968,0.10721067428378024
112,id05,Q3,2,dist_to_subject_normal,0.12389380530973448,0.976,0.006597080078359352,0.572,0.11263958347231853
129,id06,Q3,2,dist_to_subject_normal,0.12389380530973448,0.904,0.0015764361079662892,0.856,0.12176879812508364
130,id06,Q3,2,dist_to_subject_normal,0.12389380530973448,0.984,0.06471840713164684,0.212,0.04053328333269821
133,id06,Q3,2,dist_to_subject_normal,0.12389380530973448,0.888,0.24607462268940192,0.456,0.044723120258304425
137,id06,Q3,2,dist_to_subject_normal,0.12389380530973448,0.96,0.01746896569798273,0.092,0.01679867219709289
142,id06,Q3,2,dist_to_subject_normal,0.12389380530973448,0.776,0.005068730388396142,0.74,0.03192584764258122
150,id06,Q3,2,dist_to_subject_normal,0.12389380530973448,0.964,0.046613609573936954,0.84,0.15131001350354878
151,id06,Q3,2,dist_to_subject_normal,0.12389380530973448,0.864,0.29654960583528894,0.928,0.07279030768928436
159,id07,Q3,2,dist_to_subject_normal,0.12389380530973448,0.88,0.05963857777468304,0.256,0.029825268471287927
161,id07,Q3,2,dist_to_subject_normal,0.12389380530973448,0.916,0.05613327822046363,0.4,0.05730022753458071
162,id07,Q3,2,dist_to_subject_normal,0.12389380530973448,0.848,0.2730112682950389,0.776,0.055915083761010224
182,id08,Q3,2,dist_to_subject_normal,0.12389380530973448,0.92,0.02738941880079948,0.44,0.06627523429410481
184,id08,Q3,2,dist_to_subject_normal,0.12389380530973448,0.972,0.05757612801466122,0.392,0.07208792017603959
185,id08,Q3,2,dist_to_subject_normal,0.12389380530973448,0.944,0.01515362943605214,0.76,0.12982541182230584
189,id08,Q3,2,dist_to_subject_normal,0.12389380530973448,0.992,0.035744170218581506,0.8,0.16247284069945317
191,id08,Q3,2,dist_to_subject_normal,0.12389380530973448,0.968,0.014667053386110296,0.188,0.03557313530093826
193,id08,Q3,2,dist_to_subject_normal,0.12389380530973448,0.996,0.011910061431333718,0.372,0.07855577336383347
194,id08,Q3,2,dist_to_subject_normal,0.12389380530973448,0.8,0.0808930854734542,0.884,0.05033127068221476
200,id08,Q3,2,dist_to_subject_normal,0.12389380530973448,0.94,0.047010572750730395,0.312,0.05065180973503637
212,id09,Q3,2,dist_to_subject_normal,0.12389380530973448,0.988,0.030006456418199823,0.452,0.09098539438797283
217,id09,Q3,2,dist_to_subject_normal,0.12389380530973448,0.844,0.2563641476449867,0.976,0.06968855063804112
218,id09,Q3,2,dist_to_subject_normal,0.12389380530973448,0.86,0.017288804986448414,0.668,0.07116394432562737
229,id10,Q3,2,dist_to_subject_normal,0.12389380530973448,0.912,0.0413681663596574,0.24,0.034205341179096106
234,id10,Q3,2,dist_to_subject_normal,0.12389380530973448,0.948,0.05957558545694075,0.404,0.06707639554278005
237,id10,Q3,2,dist_to_subject_normal,0.12389380530973448,0.852,0.07727052345299396,0.588,0.05545685811523305
4,id01,S1,3,dist_to_peer_normal,-0.10619469026548678,0.812,0.00967411060093662,0.436,-0.021092363933933784
8,id01,S1,3,dist_to_peer_normal,-0.10619469026548678,0.908,0.03220892690691368,0.732,-0.07071692193705041
17,id01,S1,3,dist_to_peer_normal,-0.10619469026548678,0.936,0.04675609281706844,0.42,-0.045917674651133965
19,id01,S1,3,dist_to_peer_normal,-0.10619469026548678,0.892,0.011417286721555647,0.56,-0.050559444394502565
22,id01,S1,3,dist_to_peer_normal,-0.10619469026548678,0.84,0.06021493182397415,1.0,-0.05988011053864946
56,id02,S1,3,dist_to_peer_normal,-0.10619469026548678,0.896,0.022214690011716443,0.484,-0.04422566221913736
75,id03,S1,3,dist_to_peer_normal,-0.10619469026548678,0.928,0.07148392628999592,0.416,-0.042659808226183704
87,id04,S1,3,dist_to_peer_normal,-0.10619469026548678,0.768,0.021083882741714743,0.68,-0.0169655692392799
89,id04,S1,3,dist_to_peer_normal,-0.10619469026548678,0.804,0.020179113908771834,0.8,-0.03496139657274193
93,id04,S1,3,dist_to_peer_normal,-0.10619469026548678,0.956,0.007562583312935911,0.772,-0.09600751742710603
94,id04,S1,3,dist_to_peer_normal,-0.10619469026548678,1.0,0.001621101390189006,0.268,-0.03977965622213112
95,id04,S1,3,dist_to_peer_normal,-0.10619469026548678,0.876,0.03685057722774657,0.312,-0.024891190462922735
98,id04,S1,3,dist_to_peer_normal,-0.10619469026548678,0.808,0.0065976025318631865,0.812,-0.037690917723973434
99,id04,S1,3,dist_to_peer_normal,-0.10619469026548678,0.82,0.009066172232853331,0.816,-0.042934619652636744
100,id04,S1,3,dist_to_peer_normal,-0.10619469026548678,0.932,4.557399596533118e-05,0.184,-0.020711268451096682
109,id05,S1,3,dist_to_peer_normal,-0.10619469026548678,0.868,0.0335679030866356,0.944,-0.07169318289767791
112,id05,S1,3,dist_to_peer_normal,-0.10619469026548678,0.976,0.006597080078359352,0.372,-0.05023207798405899
129,id06,S1,3,dist_to_peer_normal,-0.10619469026548678,0.904,0.0015764361079662892,0.72,-0.07023247101473455
130,id06,S1,3,dist_to_peer_normal,-0.10619469026548678,0.984,0.06471840713164684,0.204,-0.026745411751602506
133,id06,S1,3,dist_to_peer_normal,-0.10619469026548678,0.888,0.24607462268940192,0.464,-0.031205304962185373
142,id06,S1,3,dist_to_peer_normal,-0.10619469026548678,0.776,0.005068730388396142,0.7,-0.02070865793032297
150,id06,S1,3,dist_to_peer_normal,-0.10619469026548678,0.964,0.046613609573936954,0.792,-0.09782655566923326
151,id06,S1,3,dist_to_peer_normal,-0.10619469026548678,0.864,0.29654960583528894,0.908,-0.04883763501123418
159,id07,S1,3,dist_to_peer_normal,-0.10619469026548678,0.88,0.05963857777468304,0.316,-0.025244959384625877
161,id07,S1,3,dist_to_peer_normal,-0.10619469026548678,0.916,0.05613327822046363,0.648,-0.06365236704412858
162,id07,S1,3,dist_to_peer_normal,-0.10619469026548678,0.848,0.2730112682950389,0.832,-0.041108703701761895
164,id07,S1,3,dist_to_peer_normal,-0.10619469026548678,0.98,0.03254393557959606,0.348,-0.04647898657102205
182,id08,S1,3,dist_to_peer_normal,-0.10619469026548678,0.92,0.02738941880079948,0.512,-0.05288247266272472
184,id08,S1,3,dist_to_peer_normal,-0.10619469026548678,0.972,0.05757612801466122,0.24,-0.03026431634212743
185,id08,S1,3,dist_to_peer_normal,-0.10619469026548678,0.944,0.01515362943605214,0.88,-0.10307942472507903
189,id08,S1,3,dist_to_peer_normal,-0.10619469026548678,0.992,0.035744170218581506,0.948,-0.13202078827121289
191,id08,S1,3,dist_to_peer_normal,-0.10619469026548678,0.968,0.014667053386110296,0.684,-0.08874902569911901
192,id08,S1,3,dist_to_peer_normal,-0.10619469026548678,0.832,0.07101094054620524,0.676,-0.03734634672709685
193,id08,S1,3,dist_to_peer_normal,-0.10619469026548678,0.996,0.011910061431333718,0.224,-0.032435932227647395
194,id08,S1,3,dist_to_peer_normal,-0.10619469026548678,0.8,0.0808930854734542,0.884,-0.0345128713249473
196,id08,S1,3,dist_to_peer_normal,-0.10619469026548678,0.836,0.03935206390086894,0.424,-0.025087703410141424
200,id08,S1,3,dist_to_peer_normal,-0.10619469026548678,0.94,0.047010572750730395,0.308,-0.034287378897563114
212,id09,S1,3,dist_to_peer_normal,-0.10619469026548678,0.988,0.030006456418199823,0.456,-0.06294210848179366
217,id09,S1,3,dist_to_peer_normal,-0.10619469026548678,0.844,0.2563641476449867,0.956,-0.04680720450348995
218,id09,S1,3,dist_to_peer_normal,-0.10619469026548678,0.86,0.017288804986448414,0.756,-0.05522662984791206
229,id10,S1,3,dist_to_peer_normal,-0.10619469026548678,0.912,0.0413681663596574,0.516,-0.05042844585261032
234,id10,S1,3,dist_to_peer_normal,-0.10619469026548678,0.948,0.05957558545694075,0.44,-0.05009382863732377
237,id10,S1,3,dist_to_peer_normal,-0.10619469026548678,0.852,0.07727052345299396,0.852,-0.055101158150645604
4,id01,S2,4,dist_to_peer_normal,0.11504424778761058,0.812,0.00967411060093662,0.436,0.028562576160535303
8,id01,S2,4,dist_to_peer_normal,0.11504424778761058,0.908,0.03220892690691368,0.732,0.09576249845642233
17,id01,S2,4,dist_to_peer_normal,0.11504424778761058,0.936,0.04675609281706844,0.42,0.062180184423410514
19,id01,S2,4,dist_to_peer_normal,0.11504424778761058,0.892,0.011417286721555647,0.56,0.06846591428422216
22,id01,S2,4,dist_to_peer_normal,0.11504424778761058,0.84,0.06021493182397415,1.0,0.0810876496877544
36,id02,S2,4,dist_to_peer_normal,0.11504424778761058,0.76,0.16093616675942643,0.828,0.019981599780976852
56,id02,S2,4,dist_to_peer_normal,0.11504424778761058,0.896,0.022214690011716443,0.484,0.059888917588415115
75,id03,S2,4,dist_to_peer_normal,0.11504424778761058,0.928,0.07148392628999592,0.416,0.05776849030629038
87,id04,S2,4,dist_to_peer_normal,0.11504424778761058,0.768,0.021083882741714743,0.68,0.022974208344858176
89,id04,S2,4,dist_to_peer_normal,0.11504424778761058,0.804,0.020179113908771834,0.8,0.04734355785892132
93,id04,S2,4,dist_to_peer_normal,0.11504424778761058,0.956,0.007562583312935911,0.772,0.13001017984920596
94,id04,S2,4,dist_to_peer_normal,0.11504424778761058,1.0,0.001621101390189006,0.268,0.05386828446746918
95,id04,S2,4,dist_to_peer_normal,0.11504424778761058,0.876,0.03685057722774657,0.312,0.033706820418541165
98,id04,S2,4,dist_to_peer_normal,0.11504424778761058,0.808,0.0065976025318631865,0.812,0.051039784417880645
99,id04,S2,4,dist_to_peer_normal,0.11504424778761058,0.82,0.009066172232853331,0.816,0.05814063077961219
100,id04,S2,4,dist_to_peer_normal,0.11504424778761058,0.932,4.557399596533118e-05,0.184,0.028046509360860065
102,id04,S2,4,dist_to_peer_normal,0.11504424778761058,0.824,0.025712215877139205,0.208,0.01515405495021539
105,id04,S2,4,dist_to_peer_normal,0.11504424778761058,0.796,0.012977458658418331,0.356,0.019201519049833627
109,id05,S2,4,dist_to_peer_normal,0.11504424778761058,0.868,0.0335679030866356,0.944,0.09708451850727208
112,id05,S2,4,dist_to_peer_normal,0.11504424778761058,0.976,0.006597080078359352,0.372,0.06802260560341315
129,id06,S2,4,dist_to_peer_normal,0.11504424778761058,0.904,0.0015764361079662892,0.72,0.09510647116578629
130,id06,S2,4,dist_to_peer_normal,0.11504424778761058,0.984,0.06471840713164684,0.204,0.03621774508029503
133,id06,S2,4,dist_to_peer_normal,0.11504424778761058,0.888,0.24607462268940192,0.464,0.042257183802959314
142,id06,S2,4,dist_to_peer_normal,0.11504424778761058,0.776,0.005068730388396142,0.7,0.02804297428064566
150,id06,S2,4,dist_to_peer_normal,0.11504424778761058,0.964,0.046613609573936954,0.792,0.13247346080208658
151,id06,S2,4,dist_to_peer_normal,0.11504424778761058,0.864,0.29654960583528894,0.908,0.06613429741104622
159,id07,S2,4,dist_to_peer_normal,0.11504424778761058,0.88,0.05963857777468304,0.316,0.03418588250001417
161,id07,S2,4,dist_to_peer_normal,0.11504424778761058,0.916,0.05613327822046363,0.648,0.0861959137055907
162,id07,S2,4,dist_to_peer_normal,0.11504424778761058,0.848,0.2730112682950389,0.832,0.05566803626280252
164,id07,S2,4,dist_to_peer_normal,0.11504424778761058,0.98,0.03254393557959606,0.348,0.06294029431492562
182,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.92,0.02738941880079948,0.512,0.071611681730773
183,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.748,0.000543055754915242,0.836,0.016821833294333875
184,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.972,0.05757612801466122,0.24,0.04098292837996419
185,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.944,0.01515362943605214,0.88,0.13958672098187772
189,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.992,0.035744170218581506,0.948,0.17877815078393397
191,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.968,0.014667053386110296,0.684,0.1201809723008902
192,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.832,0.07101094054620524,0.676,0.050573177859610276
193,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.996,0.011910061431333718,0.224,0.04392365822493914
194,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.8,0.0808930854734542,0.884,0.04673617991919942
196,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.836,0.03935206390086894,0.424,0.033972931701233146
200,id08,S2,4,dist_to_peer_normal,0.11504424778761058,0.94,0.047010572750730395,0.308,0.04643082559045001
212,id09,S2,4,dist_to_peer_normal,0.11504424778761058,0.988,0.030006456418199823,0.456,0.08523410523576216
217,id09,S2,4,dist_to_peer_normal,0.11504424778761058,0.844,0.2563641476449867,0.956,0.06338475609847591
218,id09,S2,4,dist_to_peer_normal,0.11504424778761058,0.86,0.017288804986448414,0.756,0.07478606125238084
226,id09,S2,4,dist_to_peer_normal,0.11504424778761058,0.772,0.02339592657939897,0.54,0.01971789551777967
229,id10,S2,4,dist_to_peer_normal,0.11504424778761058,0.912,0.0413681663596574,0.516,0.06828852042540973
234,id10,S2,4,dist_to_peer_normal,0.11504424778761058,0.948,0.05957558545694075,0.44,0.06783539294637587
237,id10,S2,4,dist_to_peer_normal,0.11504424778761058,0.852,0.07727052345299396,0.852,0.07461615166233251
4,id01,S3,5,dist_to_subject_normal,-0.09734513274336287,0.812,0.00967411060093662,0.656,-0.029090691541908666
8,id01,S3,5,dist_to_subject_normal,-0.09734513274336287,0.908,0.03220892690691368,0.896,-0.07934722024266494
17,id01,S3,5,dist_to_subject_normal,-0.09734513274336287,0.936,0.04675609281706844,0.644,-0.06453984270409384
19,id01,S3,5,dist_to_subject_normal,-0.09734513274336287,0.892,0.011417286721555647,0.756,-0.06256731243819692
22,id01,S3,5,dist_to_subject_normal,-0.09734513274336287,0.84,0.06021493182397415,1.0,-0.054890101327095334
25,id01,S3,5,dist_to_subject_normal,-0.09734513274336287,0.9,0.04741478918453909,0.272,-0.022700189873308633
56,id02,S3,5,dist_to_subject_normal,-0.09734513274336287,0.896,0.022214690011716443,0.848,-0.07102909386709937
75,id03,S3,5,dist_to_subject_normal,-0.09734513274336287,0.928,0.07148392628999592,0.64,-0.06016126801128471
87,id04,S3,5,dist_to_subject_normal,-0.09734513274336287,0.768,0.021083882741714743,0.676,-0.01546029079206928
89,id04,S3,5,dist_to_subject_normal,-0.09734513274336287,0.804,0.020179113908771834,0.852,-0.0341310634041393
93,id04,S3,5,dist_to_subject_normal,-0.09734513274336287,0.956,0.007562583312935911,0.86,-0.09803876455747224
94,id04,S3,5,dist_to_subject_normal,-0.09734513274336287,1.0,0.001621101390189006,0.216,-0.029389447507395375
95,id04,S3,5,dist_to_subject_normal,-0.09734513274336287,0.876,0.03685057722774657,0.292,-0.021354301219793752
98,id04,S3,5,dist_to_subject_normal,-0.09734513274336287,0.808,0.0065976025318631865,0.88,-0.0374433583300557
99,id04,S3,5,dist_to_subject_normal,-0.09734513274336287,0.82,0.009066172232853331,0.908,-0.04379401359176223
109,id05,S3,5,dist_to_subject_normal,-0.09734513274336287,0.868,0.0335679030866356,0.968,-0.06738956669266193
112,id05,S3,5,dist_to_subject_normal,-0.09734513274336287,0.976,0.006597080078359352,0.572,-0.07080202389688599
129,id06,S3,5,dist_to_subject_normal,-0.09734513274336287,0.904,0.0015764361079662892,0.856,-0.07654038739290978
130,id06,S3,5,dist_to_subject_normal,-0.09734513274336287,0.984,0.06471840713164684,0.212,-0.02547806380912461
133,id06,S3,5,dist_to_subject_normal,-0.09734513274336287,0.888,0.24607462268940192,0.456,-0.028111675590934228
142,id06,S3,5,dist_to_subject_normal,-0.09734513274336287,0.776,0.005068730388396142,0.74,-0.020067675661051065
150,id06,S3,5,dist_to_subject_normal,-0.09734513274336287,0.964,0.046613609573936954,0.84,-0.09510915134508786
151,id06,S3,5,dist_to_subject_normal,-0.09734513274336287,0.864,0.29654960583528894,0.928,-0.045753907690407346
159,id07,S3,5,dist_to_subject_normal,-0.09734513274336287,0.88,0.05963857777468304,0.256,-0.018747311610523853
161,id07,S3,5,dist_to_subject_normal,-0.09734513274336287,0.916,0.05613327822046363,0.4,-0.03601728587887933
162,id07,S3,5,dist_to_subject_normal,-0.09734513274336287,0.848,0.2730112682950389,0.776,-0.03514662407834931
182,id08,S3,5,dist_to_subject_normal,-0.09734513274336287,0.92,0.02738941880079948,0.44,-0.04165871869915163
184,id08,S3,5,dist_to_subject_normal,-0.09734513274336287,0.972,0.05757612801466122,0.392,-0.04531240696779634
185,id08,S3,5,dist_to_subject_normal,-0.09734513274336287,0.944,0.01515362943605214,0.76,-0.08160454457402089
189,id08,S3,5,dist_to_subject_normal,-0.09734513274336287,0.992,0.035744170218581506,0.8,-0.10212578558251349
191,id08,S3,5,dist_to_subject_normal,-0.09734513274336287,0.968,0.014667053386110296,0.188,-0.022360256474875495
193,id08,S3,5,dist_to_subject_normal,-0.09734513274336287,0.996,0.011910061431333718,0.372,-0.04937791468583822
