fold,block_mode,family,k,context_variant,target,true_rate,pred_rate,oracle_rate
geom_r00,submission_like,label_rate,10,past_label,S3,0.0,0.5694549083709717,0.28223809599876404
geom_r00,submission_like,label_rate,10,past_label,S4,0.0,0.440576434135437,0.406337708234787
geom_r00,submission_like,label_rate,10,past_label,Q1,0.0,0.33541253209114075,0.27818945050239563
geom_r00,submission_like,label_rate,10,past_label,Q2,1.0,0.591589093208313,0.6635791063308716
geom_r00,submission_like,label_rate,10,past_label,Q3,0.0,0.6574000716209412,0.3999490737915039
geom_r00,submission_like,label_rate,10,past_label,S1,0.0,0.5165355205535889,0.3113827109336853
geom_r00,submission_like,label_rate,10,past_label,S2,0.0,0.5017780661582947,0.23080596327781677
geom_r00,submission_like,label_rate,10,past_label,S3,0.0,0.738468587398529,0.10525846481323242
geom_r00,submission_like,label_rate,10,past_label,S4,0.0,0.3491702079772949,0.6970334053039551
geom_r00,submission_like,label_rate,10,past_label,Q1,0.0,0.5583690404891968,0.28360456228256226
geom_r00,submission_like,label_rate,10,past_label,Q2,0.3333333432674408,0.44739148020744324,0.14867670834064484
geom_r00,submission_like,label_rate,10,past_label,Q3,1.0,0.759621798992157,0.5370007753372192
geom_r00,submission_like,label_rate,10,past_label,S1,0.6666666865348816,0.8018344640731812,0.6531031131744385
geom_r00,submission_like,label_rate,10,past_label,S2,0.6666666865348816,0.7746172547340393,0.6413784623146057
geom_r00,submission_like,label_rate,10,past_label,S3,0.3333333432674408,0.7131459712982178,0.44963717460632324
geom_r00,submission_like,label_rate,10,past_label,S4,0.6666666865348816,0.5943810939788818,0.33965280652046204
geom_r00,submission_like,label_rate,10,past_label,Q1,0.75,0.35063832998275757,0.8495368361473083
geom_r00,submission_like,label_rate,10,past_label,Q2,0.875,0.32311251759529114,0.792021632194519
geom_r00,submission_like,label_rate,10,past_label,Q3,1.0,0.6214269995689392,0.7976233959197998
geom_r00,submission_like,label_rate,10,past_label,S1,1.0,0.6863164305686951,0.7838701009750366
geom_r00,submission_like,label_rate,10,past_label,S2,0.75,0.6596061587333679,0.3977532684803009
geom_r00,submission_like,label_rate,10,past_label,S3,0.375,0.5374041199684143,0.28223809599876404
geom_r00,submission_like,label_rate,10,past_label,S4,0.75,0.4095168709754944,0.406337708234787
geom_r00,submission_like,label_rate,10,past_label,Q1,0.5,0.27875760197639465,0.27818945050239563
geom_r00,submission_like,label_rate,10,past_label,Q2,0.5,0.6630817651748657,0.6635791063308716
geom_r00,submission_like,label_rate,10,past_label,Q3,1.0,0.40028125047683716,0.3999490737915039
geom_r00,submission_like,label_rate,10,past_label,S1,0.0,0.31192460656166077,0.3113827109336853
geom_r00,submission_like,label_rate,10,past_label,S2,0.0,0.2313976138830185,0.23080596327781677
geom_r00,submission_like,label_rate,10,past_label,S3,0.0,0.10586285591125488,0.10525846481323242
geom_r00,submission_like,label_rate,10,past_label,S4,0.0,0.6970410346984863,0.6970334053039551
geom_r00,submission_like,label_rate,10,past_label,Q1,0.800000011920929,0.3434538245201111,0.27818945050239563
geom_r00,submission_like,label_rate,10,past_label,Q2,0.20000000298023224,0.27725309133529663,0.6635791063308716
geom_r00,submission_like,label_rate,10,past_label,Q3,0.6000000238418579,0.5611845850944519,0.3999490737915039
geom_r00,submission_like,label_rate,10,past_label,S1,0.4000000059604645,0.6284069418907166,0.3113827109336853
geom_r00,submission_like,label_rate,10,past_label,S2,0.20000000298023224,0.5752643942832947,0.23080596327781677
geom_r00,submission_like,label_rate,10,past_label,S3,0.20000000298023224,0.42368948459625244,0.10525846481323242
geom_r00,submission_like,label_rate,10,past_label,S4,0.6000000238418579,0.3666464686393738,0.6970334053039551
geom_r00,submission_like,label_rate,10,past_label,Q1,0.8571428656578064,0.29320037364959717,0.28360456228256226
geom_r00,submission_like,label_rate,10,past_label,Q2,0.0,0.17804338037967682,0.14867670834064484
geom_r00,submission_like,label_rate,10,past_label,Q3,0.8571428656578064,0.542411208152771,0.5370007753372192
geom_r00,submission_like,label_rate,10,past_label,S1,0.7142857313156128,0.6432154774665833,0.6531031131744385
geom_r00,submission_like,label_rate,10,past_label,S2,0.5714285969734192,0.6247126460075378,0.6413784623146057
geom_r00,submission_like,label_rate,10,past_label,S3,0.0,0.4477527141571045,0.44963717460632324
geom_r00,submission_like,label_rate,10,past_label,S4,0.1428571492433548,0.34373408555984497,0.33965280652046204
geom_r00,submission_like,label_rate,10,past_label,Q1,0.0,0.07916437089443207,0.020045045763254166
geom_r00,submission_like,label_rate,10,past_label,Q2,0.0,0.18862777948379517,0.038963962346315384
geom_r00,submission_like,label_rate,10,past_label,Q3,0.25,0.284167617559433,0.1804054081439972
geom_r00,submission_like,label_rate,10,past_label,S1,0.75,0.9100315570831299,0.9556305408477783
geom_r00,submission_like,label_rate,10,past_label,S2,1.0,0.882118284702301,0.9076576232910156
geom_r00,submission_like,label_rate,10,past_label,S3,1.0,0.9308021664619446,0.9529278874397278
geom_r00,submission_like,label_rate,10,past_label,S4,0.75,0.7705707550048828,0.8022521734237671
geom_r00,submission_like,label_rate,10,past_label,Q1,0.375,0.20164331793785095,0.25833335518836975
geom_r00,submission_like,label_rate,10,past_label,Q2,0.75,0.567485511302948,0.8292708396911621
geom_r00,submission_like,label_rate,10,past_label,Q3,0.75,0.6105636954307556,0.9360416531562805
geom_r00,submission_like,label_rate,10,past_label,S1,1.0,0.86119145154953,0.942187488079071
geom_r00,submission_like,label_rate,10,past_label,S2,1.0,0.8982799649238586,0.9441666603088379
geom_r00,submission_like,label_rate,10,past_label,S3,1.0,0.8882018327713013,0.8651041984558105
geom_r00,submission_like,label_rate,10,past_label,S4,1.0,0.7643007040023804,0.8005207777023315
geom_r00,submission_like,label_rate,10,past_label,Q1,0.0,0.2065003216266632,0.25833335518836975
geom_r00,submission_like,label_rate,10,past_label,Q2,1.0,0.5659229755401611,0.8292708396911621
geom_r00,submission_like,label_rate,10,past_label,Q3,1.0,0.6597102880477905,0.9360416531562805
geom_r00,submission_like,label_rate,10,past_label,S1,1.0,0.910161554813385,0.942187488079071
geom_r00,submission_like,label_rate,10,past_label,S2,1.0,0.9021171927452087,0.9441666603088379
geom_r00,submission_like,label_rate,10,past_label,S3,1.0,0.8788419961929321,0.8651041984558105
geom_r00,submission_like,label_rate,10,past_label,S4,1.0,0.7790809273719788,0.8005207777023315
geom_r00,submission_like,label_rate,10,past_label,Q1,0.6000000238418579,0.3271292448043823,0.8722222447395325
geom_r00,submission_like,label_rate,10,past_label,Q2,0.7333333492279053,0.280720591545105,0.8277777433395386
geom_r00,submission_like,label_rate,10,past_label,Q3,0.4000000059604645,0.5611634850502014,0.5944444537162781
geom_r00,submission_like,label_rate,10,past_label,S1,0.9333333373069763,0.6256474852561951,0.8722221851348877
geom_r00,submission_like,label_rate,10,past_label,S2,0.9333333373069763,0.6272081136703491,0.838888943195343
geom_r00,submission_like,label_rate,10,past_label,S3,0.8666666746139526,0.5498274564743042,0.9777777194976807
geom_r00,submission_like,label_rate,10,past_label,S4,0.4000000059604645,0.3881714940071106,0.17222222685813904
geom_r00,submission_like,label_rate,10,past_label,Q1,0.75,0.29331544041633606,0.10745614767074585
geom_r00,submission_like,label_rate,10,past_label,Q2,0.75,0.8169441223144531,0.8486841917037964
geom_r00,submission_like,label_rate,10,past_label,Q3,0.5,0.5123327970504761,0.2017543762922287
geom_r00,submission_like,label_rate,10,past_label,S1,0.5,0.4897940158843994,0.1513158082962036
geom_r00,submission_like,label_rate,10,past_label,S2,0.75,0.7717056274414062,0.8618422150611877
geom_r00,submission_like,label_rate,10,past_label,S3,0.75,0.7589337825775146,0.8640351295471191
geom_r00,submission_like,label_rate,10,past_label,S4,1.0,0.7262740135192871,0.8706141114234924
geom_r00,submission_like,label_rate,10,past_label,Q1,0.5,0.18074984848499298,0.27818945050239563
geom_r00,submission_like,label_rate,10,past_label,Q2,0.5,0.8093862533569336,0.6635791063308716
geom_r00,submission_like,label_rate,10,past_label,Q3,0.5,0.32194793224334717,0.3999490737915039
geom_r00,submission_like,label_rate,10,past_label,S1,0.3333333432674408,0.2779442071914673,0.3113827109336853
geom_r00,submission_like,label_rate,10,past_label,S2,0.5,0.7578238248825073,0.23080596327781677
geom_r00,submission_like,label_rate,10,past_label,S3,0.6666666865348816,0.7335929870605469,0.10525846481323242
geom_r00,submission_like,label_rate,10,past_label,S4,0.6666666865348816,0.8100965619087219,0.6970334053039551
geom_r00,submission_like,label_rate,10,past_label,Q1,0.0,0.3250478506088257,0.10745614767074585
geom_r00,submission_like,label_rate,10,past_label,Q2,1.0,0.5987281203269958,0.8486841917037964
geom_r00,submission_like,label_rate,10,past_label,Q3,1.0,0.3762316107749939,0.2017543762922287
geom_r00,submission_like,label_rate,10,past_label,S1,0.0,0.5092916488647461,0.1513158082962036
geom_r00,submission_like,label_rate,10,past_label,S2,1.0,0.4496254622936249,0.8618422150611877
geom_r00,submission_like,label_rate,10,past_label,S3,1.0,0.5715541243553162,0.8640351295471191
geom_r00,submission_like,label_rate,10,past_label,S4,0.5,0.528259813785553,0.8706141114234924
geom_r00,submission_like,label_rate,10,past_label,Q1,0.5,0.3565535843372345,0.28360456228256226
geom_r00,submission_like,label_rate,10,past_label,Q2,0.4285714328289032,0.2592443525791168,0.14867670834064484
geom_r00,submission_like,label_rate,10,past_label,Q3,0.2142857164144516,0.5969309210777283,0.5370007753372192
geom_r00,submission_like,label_rate,10,past_label,S1,0.5714285969734192,0.6943631768226624,0.6531031131744385
geom_r00,submission_like,label_rate,10,past_label,S2,1.0,0.7018747925758362,0.6413784623146057
geom_r00,submission_like,label_rate,10,past_label,S3,0.7142857313156128,0.5385085344314575,0.44963717460632324
geom_r00,submission_like,label_rate,10,past_label,S4,0.6428571343421936,0.44403547048568726,0.33965280652046204
geom_r00,submission_like,label_rate,10,past_label,Q1,0.4545454680919647,0.43827006220817566,0.27818945050239563
geom_r00,submission_like,label_rate,10,past_label,Q2,0.4545454680919647,0.6283104419708252,0.6635791063308716
geom_r00,submission_like,label_rate,10,past_label,Q3,0.4545454680919647,0.7756765484809875,0.3999490737915039
geom_r00,submission_like,label_rate,10,past_label,S1,0.3636363744735718,0.8054853081703186,0.3113827109336853
geom_r00,submission_like,label_rate,10,past_label,S2,0.27272728085517883,0.6987143754959106,0.23080596327781677
geom_r00,submission_like,label_rate,10,past_label,S3,0.4545454680919647,0.5824235081672668,0.10525846481323242
geom_r00,submission_like,label_rate,10,past_label,S4,0.7272727489471436,0.5603652596473694,0.6970334053039551
geom_r00,submission_like,label_rate,8,past_label,Q1,0.2857142984867096,0.1964709758758545,0.1692708283662796
geom_r00,submission_like,label_rate,8,past_label,Q2,0.7857142686843872,0.4382810592651367,0.766579806804657
geom_r00,submission_like,label_rate,8,past_label,Q3,0.5714285969734192,0.43102800846099854,0.8659722208976746
geom_r00,submission_like,label_rate,8,past_label,S1,0.5714285969734192,0.5645127892494202,0.846788227558136
geom_r00,submission_like,label_rate,8,past_label,S2,0.7142857313156128,0.7707356810569763,0.9439235329627991
geom_r00,submission_like,label_rate,8,past_label,S3,0.9285714030265808,0.6140177845954895,0.9240451455116272
geom_r00,submission_like,label_rate,8,past_label,S4,0.5714285969734192,0.5787919759750366,0.83203125
geom_r00,submission_like,label_rate,8,past_label,Q1,0.5625,0.1999904364347458,0.1692708283662796
geom_r00,submission_like,label_rate,8,past_label,Q2,0.8125,0.5345035195350647,0.766579806804657
geom_r00,submission_like,label_rate,8,past_label,Q3,0.75,0.6456276178359985,0.8659722208976746
geom_r00,submission_like,label_rate,8,past_label,S1,0.9375,0.7308603525161743,0.846788227558136
geom_r00,submission_like,label_rate,8,past_label,S2,0.9375,0.8374058604240417,0.9439235329627991
geom_r00,submission_like,label_rate,8,past_label,S3,1.0,0.7269212007522583,0.9240451455116272
geom_r00,submission_like,label_rate,8,past_label,S4,0.6875,0.650920033454895,0.83203125
geom_r00,submission_like,label_rate,8,past_label,Q1,1.0,0.46980345249176025,0.7971044182777405
geom_r00,submission_like,label_rate,8,past_label,Q2,0.800000011920929,0.650574803352356,0.8057911992073059
geom_r00,submission_like,label_rate,8,past_label,Q3,0.800000011920929,0.5450941324234009,0.6254545450210571
geom_r00,submission_like,label_rate,8,past_label,S1,0.800000011920929,0.5863934755325317,0.8522894978523254
geom_r00,submission_like,label_rate,8,past_label,S2,0.5,0.4859549105167389,0.4424242675304413
geom_r00,submission_like,label_rate,8,past_label,S3,0.5,0.5828882455825806,0.6129629611968994
geom_r00,submission_like,label_rate,8,past_label,S4,0.10000000149011612,0.3153146207332611,0.10730639845132828
geom_r00,submission_like,label_rate,8,past_label,Q1,0.6666666865348816,0.9482514262199402,0.9710416793823242
geom_r00,submission_like,label_rate,8,past_label,Q2,0.3333333432674408,0.3540855050086975,0.34437501430511475
geom_r00,submission_like,label_rate,8,past_label,Q3,0.6666666865348816,0.7586008906364441,0.7618749737739563
geom_r00,submission_like,label_rate,8,past_label,S1,1.0,0.9124537110328674,0.9339582324028015
geom_r00,submission_like,label_rate,8,past_label,S2,1.0,0.9052069783210754,0.9287499189376831
geom_r00,submission_like,label_rate,8,past_label,S3,0.6666666865348816,0.6942645311355591,0.6989582777023315
geom_r00,submission_like,label_rate,8,past_label,S4,1.0,0.7585093975067139,0.7749999761581421
geom_r00,submission_like,label_rate,8,past_label,Q1,0.0,0.41593125462532043,0.5069858431816101
geom_r00,submission_like,label_rate,8,past_label,Q2,1.0,0.4338636100292206,0.6407011151313782
geom_r00,submission_like,label_rate,8,past_label,Q3,1.0,0.5997633337974548,0.6351327896118164
geom_r00,submission_like,label_rate,8,past_label,S1,1.0,0.6550428867340088,0.43089723587036133
geom_r00,submission_like,label_rate,8,past_label,S2,0.0,0.5908846855163574,0.23888038098812103
geom_r00,submission_like,label_rate,8,past_label,S3,0.0,0.5170887112617493,0.1349206417798996
geom_r00,submission_like,label_rate,8,past_label,S4,0.0,0.49508002400398254,0.6632459163665771
geom_r00,submission_like,label_rate,8,past_label,Q1,0.0,0.2855205237865448,0.1796296238899231
geom_r00,submission_like,label_rate,8,past_label,Q2,1.0,0.6038058996200562,0.6913580298423767
geom_r00,submission_like,label_rate,8,past_label,Q3,0.0,0.6891677379608154,0.7240740656852722
geom_r00,submission_like,label_rate,8,past_label,S1,0.0,0.4048752784729004,0.13456790149211884
geom_r00,submission_like,label_rate,8,past_label,S2,0.0,0.42209693789482117,0.12530864775180817
geom_r00,submission_like,label_rate,8,past_label,S3,0.0,0.7103028297424316,0.7481480836868286
geom_r00,submission_like,label_rate,8,past_label,S4,0.0,0.32264092564582825,0.03827160224318504
geom_r00,submission_like,label_rate,8,past_label,Q1,0.0,0.763556718826294,0.23899924755096436
geom_r00,submission_like,label_rate,8,past_label,Q2,0.3333333432674408,0.38467586040496826,0.16118386387825012
geom_r00,submission_like,label_rate,8,past_label,Q3,1.0,0.7287407517433167,0.5200831294059753
geom_r00,submission_like,label_rate,8,past_label,S1,0.6666666865348816,0.839148998260498,0.72098708152771
geom_r00,submission_like,label_rate,8,past_label,S2,0.6666666865348816,0.8308669328689575,0.721513032913208
geom_r00,submission_like,label_rate,8,past_label,S3,0.3333333432674408,0.6706762313842773,0.454550564289093
geom_r00,submission_like,label_rate,8,past_label,S4,0.6666666865348816,0.6735080480575562,0.3944467604160309
geom_r00,submission_like,label_rate,8,past_label,Q1,0.75,0.38911306858062744,0.9710416793823242
geom_r00,submission_like,label_rate,8,past_label,Q2,0.875,0.39008384943008423,0.34437501430511475
geom_r00,submission_like,label_rate,8,past_label,Q3,1.0,0.6235967874526978,0.7618749737739563
geom_r00,submission_like,label_rate,8,past_label,S1,1.0,0.6981236934661865,0.9339582324028015
geom_r00,submission_like,label_rate,8,past_label,S2,0.75,0.6888924837112427,0.9287499189376831
geom_r00,submission_like,label_rate,8,past_label,S3,0.375,0.5570065379142761,0.6989582777023315
geom_r00,submission_like,label_rate,8,past_label,S4,0.75,0.5150206089019775,0.7749999761581421
geom_r00,submission_like,label_rate,8,past_label,Q1,0.5,0.5049020648002625,0.1796296238899231
geom_r00,submission_like,label_rate,8,past_label,Q2,0.5,0.6383908987045288,0.6913580298423767
geom_r00,submission_like,label_rate,8,past_label,Q3,1.0,0.633036732673645,0.7240740656852722
geom_r00,submission_like,label_rate,8,past_label,S1,0.0,0.4326636791229248,0.13456790149211884
geom_r00,submission_like,label_rate,8,past_label,S2,0.0,0.241250678896904,0.12530864775180817
geom_r00,submission_like,label_rate,8,past_label,S3,0.0,0.1387166678905487,0.7481480836868286
geom_r00,submission_like,label_rate,8,past_label,S4,0.0,0.6628918647766113,0.03827160224318504
geom_r00,submission_like,label_rate,8,past_label,Q1,0.800000011920929,0.41886839270591736,0.5069858431816101
geom_r00,submission_like,label_rate,8,past_label,Q2,0.20000000298023224,0.4970833957195282,0.6407011151313782
geom_r00,submission_like,label_rate,8,past_label,Q3,0.6000000238418579,0.6004912257194519,0.6351327896118164
geom_r00,submission_like,label_rate,8,past_label,S1,0.4000000059604645,0.5149528384208679,0.43089723587036133
geom_r00,submission_like,label_rate,8,past_label,S2,0.20000000298023224,0.38596683740615845,0.23888038098812103
geom_r00,submission_like,label_rate,8,past_label,S3,0.20000000298023224,0.2506011128425598,0.1349206417798996
geom_r00,submission_like,label_rate,8,past_label,S4,0.6000000238418579,0.5652040243148804,0.6632459163665771
geom_r00,submission_like,label_rate,8,past_label,Q1,0.8571428656578064,0.3631557822227478,0.23899924755096436
geom_r00,submission_like,label_rate,8,past_label,Q2,0.0,0.3919265866279602,0.16118386387825012
geom_r00,submission_like,label_rate,8,past_label,Q3,0.8571428656578064,0.5759657621383667,0.5200831294059753
geom_r00,submission_like,label_rate,8,past_label,S1,0.7142857313156128,0.5804058909416199,0.72098708152771
geom_r00,submission_like,label_rate,8,past_label,S2,0.5714285969734192,0.49152132868766785,0.721513032913208
geom_r00,submission_like,label_rate,8,past_label,S3,0.0,0.31592726707458496,0.454550564289093
geom_r00,submission_like,label_rate,8,past_label,S4,0.1428571492433548,0.5094785690307617,0.3944467604160309
geom_r00,submission_like,label_rate,8,past_label,Q1,0.0,0.04710889235138893,0.018686868250370026
geom_r00,submission_like,label_rate,8,past_label,Q2,0.0,0.13746072351932526,0.017171716317534447
geom_r00,submission_like,label_rate,8,past_label,Q3,0.25,0.1466970294713974,0.0469696968793869
geom_r00,submission_like,label_rate,8,past_label,S1,0.75,0.9117912650108337,0.9616160988807678
geom_r00,submission_like,label_rate,8,past_label,S2,1.0,0.8512790203094482,0.8472222089767456
geom_r00,submission_like,label_rate,8,past_label,S3,1.0,0.9353931546211243,0.9472222328186035
geom_r00,submission_like,label_rate,8,past_label,S4,0.75,0.7471243739128113,0.740403950214386
geom_r00,submission_like,label_rate,8,past_label,Q1,0.375,0.1532098799943924,0.1692708283662796
geom_r00,submission_like,label_rate,8,past_label,Q2,0.75,0.6348185539245605,0.766579806804657
geom_r00,submission_like,label_rate,8,past_label,Q3,0.75,0.6866530776023865,0.8659722208976746
geom_r00,submission_like,label_rate,8,past_label,S1,1.0,0.83040851354599,0.846788227558136
geom_r00,submission_like,label_rate,8,past_label,S2,1.0,0.9153953790664673,0.9439235329627991
geom_r00,submission_like,label_rate,8,past_label,S3,1.0,0.9172048568725586,0.9240451455116272
geom_r00,submission_like,label_rate,8,past_label,S4,1.0,0.8084944486618042,0.83203125
geom_r00,submission_like,label_rate,8,past_label,Q1,0.0,0.17237503826618195,0.1692708283662796
geom_r00,submission_like,label_rate,8,past_label,Q2,1.0,0.6214759945869446,0.766579806804657
geom_r00,submission_like,label_rate,8,past_label,Q3,1.0,0.6372137665748596,0.8659722208976746
geom_r00,submission_like,label_rate,8,past_label,S1,1.0,0.7969657182693481,0.846788227558136
geom_r00,submission_like,label_rate,8,past_label,S2,1.0,0.8857519030570984,0.9439235329627991
geom_r00,submission_like,label_rate,8,past_label,S3,1.0,0.8895044922828674,0.9240451455116272
geom_r00,submission_like,label_rate,8,past_label,S4,1.0,0.787850022315979,0.83203125
geom_r00,submission_like,label_rate,8,past_label,Q1,0.6000000238418579,0.23824913799762726,0.9710416793823242
geom_r00,submission_like,label_rate,8,past_label,Q2,0.7333333492279053,0.24610526859760284,0.34437501430511475
geom_r00,submission_like,label_rate,8,past_label,Q3,0.4000000059604645,0.5010718107223511,0.7618749737739563
geom_r00,submission_like,label_rate,8,past_label,S1,0.9333333373069763,0.6799144744873047,0.9339582324028015
geom_r00,submission_like,label_rate,8,past_label,S2,0.9333333373069763,0.6880429983139038,0.9287499189376831
geom_r00,submission_like,label_rate,8,past_label,S3,0.8666666746139526,0.5139891505241394,0.6989582777023315
geom_r00,submission_like,label_rate,8,past_label,S4,0.4000000059604645,0.4326944649219513,0.7749999761581421
geom_r00,submission_like,label_rate,8,past_label,Q1,0.75,0.28468382358551025,0.9710416793823242
geom_r00,submission_like,label_rate,8,past_label,Q2,0.75,0.7470188736915588,0.34437501430511475
geom_r00,submission_like,label_rate,8,past_label,Q3,0.5,0.5943864583969116,0.7618749737739563
geom_r00,submission_like,label_rate,8,past_label,S1,0.5,0.5850613117218018,0.9339582324028015
geom_r00,submission_like,label_rate,8,past_label,S2,0.75,0.7333760857582092,0.9287499189376831
geom_r00,submission_like,label_rate,8,past_label,S3,0.75,0.7358187437057495,0.6989582777023315
geom_r00,submission_like,label_rate,8,past_label,S4,1.0,0.7040542960166931,0.7749999761581421
geom_r00,submission_like,label_rate,8,past_label,Q1,0.5,0.30250006914138794,0.5069858431816101
geom_r00,submission_like,label_rate,8,past_label,Q2,0.5,0.7207633852958679,0.6407011151313782
geom_r00,submission_like,label_rate,8,past_label,Q3,0.5,0.5534287095069885,0.6351327896118164
geom_r00,submission_like,label_rate,8,past_label,S1,0.3333333432674408,0.49172377586364746,0.43089723587036133
geom_r00,submission_like,label_rate,8,past_label,S2,0.5,0.6134253144264221,0.23888038098812103
geom_r00,submission_like,label_rate,8,past_label,S3,0.6666666865348816,0.5687311291694641,0.1349206417798996
geom_r00,submission_like,label_rate,8,past_label,S4,0.6666666865348816,0.73234623670578,0.6632459163665771
geom_r00,submission_like,label_rate,8,past_label,Q1,0.0,0.42532020807266235,0.1692708283662796
geom_r00,submission_like,label_rate,8,past_label,Q2,1.0,0.628608226776123,0.766579806804657
geom_r00,submission_like,label_rate,8,past_label,Q3,1.0,0.5189110040664673,0.8659722208976746
geom_r00,submission_like,label_rate,8,past_label,S1,0.0,0.507683277130127,0.846788227558136
geom_r00,submission_like,label_rate,8,past_label,S2,1.0,0.6028134822845459,0.9439235329627991
geom_r00,submission_like,label_rate,8,past_label,S3,1.0,0.6194375157356262,0.9240451455116272
geom_r00,submission_like,label_rate,8,past_label,S4,0.5,0.5539503693580627,0.83203125
geom_r00,submission_like,label_rate,8,past_label,Q1,0.5,0.721330463886261,0.23899924755096436
geom_r00,submission_like,label_rate,8,past_label,Q2,0.4285714328289032,0.4034212827682495,0.16118386387825012
geom_r00,submission_like,label_rate,8,past_label,Q3,0.2142857164144516,0.67327481508255,0.5200831294059753
geom_r00,submission_like,label_rate,8,past_label,S1,0.5714285969734192,0.8183333277702332,0.72098708152771
geom_r00,submission_like,label_rate,8,past_label,S2,1.0,0.8552164435386658,0.721513032913208
geom_r00,submission_like,label_rate,8,past_label,S3,0.7142857313156128,0.6775454878807068,0.454550564289093
geom_r00,submission_like,label_rate,8,past_label,S4,0.6428571343421936,0.6888880133628845,0.3944467604160309
geom_r00,submission_like,label_rate,8,past_label,Q1,0.4545454680919647,0.3581482470035553,0.5069858431816101
geom_r00,submission_like,label_rate,8,past_label,Q2,0.4545454680919647,0.6860815286636353,0.6407011151313782
geom_r00,submission_like,label_rate,8,past_label,Q3,0.4545454680919647,0.7364425659179688,0.6351327896118164
geom_r00,submission_like,label_rate,8,past_label,S1,0.3636363744735718,0.6583577394485474,0.43089723587036133
geom_r00,submission_like,label_rate,8,past_label,S2,0.27272728085517883,0.5995929837226868,0.23888038098812103
geom_r00,submission_like,label_rate,8,past_label,S3,0.4545454680919647,0.5447040796279907,0.1349206417798996
geom_r00,submission_like,label_rate,8,past_label,S4,0.7272727489471436,0.6994671821594238,0.6632459163665771
geom_r00,submission_like,label_rate,10,prior_label,Q1,0.2857142984867096,0.29902318120002747,0.25833335518836975
geom_r00,submission_like,label_rate,10,prior_label,Q2,0.7857142686843872,0.18556541204452515,0.8292708396911621
geom_r00,submission_like,label_rate,10,prior_label,Q3,0.5714285969734192,0.5514535903930664,0.9360416531562805
