feature_family,target,raw_better_rate,auc,ap,direction_gain_sum,direction_positive_rate,direction_raw_rate
human_plus_masked_pretext_direction,Q1,0.49333333333333335,0.49745139876718825,0.4841625593451939,-2.980410238710679,0.5222222222222223,0.5355555555555556
human_plus_masked_pretext_direction,Q2,0.5244444444444445,0.477031522255663,0.4996566019675942,-4.338991778250525,0.4888888888888889,0.5955555555555555
human_plus_masked_pretext_direction,Q3,0.4911111111111111,0.5094153213855243,0.5224483768209118,-5.1559244983832215,0.5177777777777778,0.43555555555555553
human_plus_masked_pretext_direction,S1,0.5155555555555555,0.5492723821575451,0.5666918723918224,-17.930780022360608,0.5244444444444445,0.4177777777777778
human_plus_masked_pretext_direction,S2,0.5244444444444445,0.536422857595438,0.5518492406346818,-10.04005624298299,0.5177777777777778,0.5133333333333333
human_plus_masked_pretext_direction,S3,0.4177777777777778,0.49644713334416113,0.40120783087451745,-15.869795072414194,0.5088888888888888,0.2733333333333333
human_plus_masked_pretext_direction,S4,0.52,0.5406774295663185,0.5503227540389453,2.459377613135073,0.5422222222222223,0.5377777777777778
action_geometry_reference,Q1,0.49333333333333335,0.47402995100363526,0.5059672697345785,-11.564648040826714,0.4777777777777778,0.5044444444444445
action_geometry_reference,Q2,0.5244444444444445,0.5445905274829717,0.5870907806327734,-10.639022559476608,0.5222222222222223,0.4955555555555556
action_geometry_reference,Q3,0.4911111111111111,0.5732083226303621,0.5322595394490479,-9.817487891316706,0.5311111111111111,0.3377777777777778
action_geometry_reference,S1,0.5155555555555555,0.6830314773805758,0.6844143633396733,-8.105432909704795,0.6577777777777778,0.5066666666666667
action_geometry_reference,S2,0.5244444444444445,0.6447707112307935,0.6415361665132355,-10.819776995286384,0.6111111111111112,0.5577777777777778
action_geometry_reference,S3,0.4177777777777778,0.6265632613285691,0.5305624618981393,-8.622887620876938,0.5977777777777777,0.3622222222222222
action_geometry_reference,S4,0.52,0.5714130262741373,0.5740082138543514,-1.994153957468741,0.5333333333333333,0.5377777777777778
